Assamese,Malayalam
সতৰ্কবাণী বাকচ,മുന്നറിയിപ്പ് ബോക്സ്
এলগোল,ആൽഗോൾ
এলগৰিদম,അൽഗോരിതം
এলগৰিদম বিশ্লেষণ,അൽഗോരിതം വിശകലനം
এলগৰিদম দক্ষতা,അൽഗോരിതം കാര്യക്ഷമത
alias,അപരനാമം
প্ৰান্তিককৰণ,വിന്യാസം
আবণ্টন,വിഹിതം
বৰ্ণানুক্ৰমিক,അക്ഷരമാലാക്രമം
আলফানিউমেৰিক,ആൽഫാന്യൂമെറിക്
আলফানিউমেৰিক কি বৰ্ড,ആൽഫാന്യൂമെറിക് കീ ബോർഡ്
আলফা-পৰীক্ষা,ആൽഫ-ടെസ്റ്റ്
আলফা-সংস্কৰণ,ആൽഫ പതിപ്പ്
alt কি&#39;,alt കീ
আলতাভিস্তা,അൾട്ടാവിസ്റ്റ
অস্পষ্টতা,അവ്യക്തത
অস্পষ্ট ব্যাকৰণ,അവ്യക്തമായ വ്യാകരണം
আমেৰিকান নেচনেল ষ্টেণ্ডাৰ্ডছ ইনষ্টিটিউট (ANSI),അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI)
তথ্য বিনিময়ৰ বাবে আমেৰিকান মানক ক&#39;ড (ASCII),അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII)
এনালগ,അനലോഗ്
এনালগ কম্পিউটাৰ,അനലോഗ് കമ്പ്യൂട്ടർ
এনালগ ডিভাইচ,അനലോഗ് ഉപകരണം
এনালগ মডেম,അനലോഗ് മോഡം
এনালগ টু ডিজিটেল কনভাৰ্টাৰ (ADC),അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC)
আৰু,ഒപ്പം
AND বৰ্তনী,കൂടാതെ സർക്യൂട്ട്
AND গেট,ഒപ്പം ഗേറ്റും
AND অপাৰেচন নহয় (বৰ্জন),കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ)
এনিমেচন,ആനിമേഷൻ
টীকাকৰণ,വ്യാഖ്യാനം
বিজুতি,അപാകത
পূৰ্বসূৰী,മുൻഗാമി
প্ৰত্যাশিত পেজিং,മുൻകൂർ പേജിംഗ്
এন্টি-চিমেট্ৰিক,വിരുദ്ധ സമമിതി
এন্টিভাইৰাছ প্ৰগ্ৰেম,ആന്റിവൈറസ് പ്രോഗ്രാം
applet,ആപ്ലെറ്റ്
এপ্লিকেচন ডেভেলপাৰ,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
এপ্লিকেচন প্ৰগ্ৰেমিং,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API),ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)
এপ্লিকেচন চফ্টৱেৰ,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
প্ৰয়োগমূলক ভাষা,ബാധകമായ ഭാഷ
আনুমানিক তত্ত্ব,ഏകദേശ സിദ്ധാന്തം
স্থাপত্য,വാസ്തുവിദ്യ
এলেকা হস্তান্তৰ,ഏരിയ കൈമാറ്റം
তৰ্কাতৰ্কি,വാദം
গাণিতিক আৰু যুক্তিৰ একক,"ഗണിത, യുക്തി യൂണിറ്റ്"
গাণিতিক পৰীক্ষা,ഗണിത പരിശോധന
গাণিতিক ধ্ৰুৱক,ഗണിത സ്ഥിരാങ്കം
গাণিতিক তথ্য,ഗണിത ഡാറ്റ
গাণিতিক নিৰ্দেশনা,ഗണിത നിർദ്ദേശം
গাণিতিক আৰু যুক্তি একক (ALU),ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU)
ARPANET,അർപാനെറ്റ്
এৰে,അറേ
এৰে কেচ,അറേ കാഷെ
এৰে কম্পিউটাৰ,അറേ കമ്പ്യൂട്ടർ
এৰে উপাদান,അറേ ഘടകം
এৰেৰ নাম,അറേ പേര്
এৰে প্ৰচেছৰ,അറേ പ്രോസസർ
কাঁড় চিহ্নসমূহ,അമ്പടയാള കീകൾ
আৰ্টিকুলেচন,ഉച്ചാരണം
আৰ্টিকুলেচন পইণ্ট,ആർട്ടിക്കുലേഷൻ പോയിന്റ്
কৃত্ৰিম সংকোচন,കൃത്രിമ കോംപാക്ഷൻ
কৃত্ৰিম নিয়ন্ত্ৰণ,കൃത്രിമ നിയന്ത്രണം
কৃত্ৰিম বুদ্ধিমত্তা,നിർമ്മിത ബുദ്ധി
আৰোহী,ആരോഹണം
আৰোহী সজাই পৰাই তোলা,ആരോഹണ തരം
ASCII betical ক্ৰম,ASCII ബെറ്റിക്കൽ ഓർഡർ
ASCII নিয়ন্ত্ৰণ আখৰ,ASCII നിയന്ത്രണ പ്രതീകം
ASCII নথিপত্ৰ,ASCII ഫയൽ
ASCII ফন্ট,ASCII ഫോണ്ട്
ASCII স্থানান্তৰ,ASCII കൈമാറ്റം
এস্পেক্ট ৰেচিঅ&#39;,വീക്ഷണാനുപാതം
এ এছ পি আই,എ.എസ്.പി.ഐ
ASR টাইমাৰ,ASR ടൈമർ
একত্ৰিত কৰা,കൂട്ടിച്ചേർക്കുക
এছেম্বলাৰ,അസംബ്ലർ
সভা,അസംബ്ലി
সমাবেশ ভাষা,അസംബ്ലി ഭാഷ
assertion,അവകാശവാദം
আবণ্টন কৰা কাৰ্য,നിയമനം
সংস্থা,അസോസിയേഷൻ
সহযোগী ঠিকনা,അനുബന്ധ വിലാസം
সহযোগী স্মৃতিশক্তি,അനുബന്ധ മെമ്മറി
এস্টেৰিক,ആസ്റ്ററിക്
অসমতাপূৰ্ণ,അസമമായ
এচিনক্ৰ&#39;নাছ,അസമന്വിത
ডিজিটেল গ্রাহক লাইন (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
asynchronous সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,അസമന്വിത കൈമാറ്റം
এচিনক্ৰ&#39;নাছ স্থানান্তৰ ধৰণ (ATM),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
পৰমাণু,ആറ്റം
সংলগ্ন নথিপত্ৰ,അറ്റാച്ചുചെയ്ത പ്രമാണം
সংলগ্ন ফাইল,അറ്റാച്ചുചെയ്ത ഫയൽ
সংলগ্নক,ബന്ധം
বৈশিষ্ট্য,ആട്രിബ്യൂട്ട്
অডিঅ&#39;,ഓഡിയോ
অডিট প্ৰগ্ৰেমিং,ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്
অডিট ট্ৰেইল,ഓഡിറ്റ് ട്രയൽ
বৃদ্ধি কৰা,വർദ്ധിപ്പിക്കൽ
প্ৰমাণীকৰণ প্ৰটোকল,പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ
লেখক ব্যৱস্থা,എഴുത്ത് സംവിധാനം
অনুমোদন,അംഗീകാരം
অটো বিমূৰ্ত,യാന്ത്രിക സംഗ്രഹം
স্বয়ংক্ৰিয় বুট কৰা,ഓട്ടോബൂട്ടിംഗ്
অটোকেড,ഓട്ടോകാഡ്
অটোলগ অন,ഓട്ടോലോഗ് ഓൺ
automata,ഓട്ടോമാറ്റ
automata তত্ত্ব,ഓട്ടോമാറ്റ സിദ്ധാന്തം
স্বয়ংক্ৰিয় কম্পিউটিং,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
স্বয়ংক্ৰিয় ভুল সংশোধন,യാന്ത്രിക പിശക് തിരുത്തൽ
স্বয়ংক্ৰিয় কাৰ্য্য,യാന്ത്രിക പ്രവർത്തനം
স্বয়ংক্ৰিয় সূচীভুক্তকৰণ,ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്
স্বয়ংক্ৰিয় লাইব্ৰেৰী কল,ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ
স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং,ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്
স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম,യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം
স্বয়ংক্ৰিয় ৰুটিন,യാന്ത്രിക ദിനചര്യ
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
স্বয়ংক্ৰিয় টেলাৰ মেচিন (ATM),ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം)
অটোমেচন,ഓട്ടോമേഷൻ
অটোপ্লে,ഓട്ടോപ്ലേ
স্বয়ংক্ৰিয় সংৰক্ষণ কৰক,സ്വയം സംരക്ഷിക്കുക
সহায়ক,സഹായകമായ
সহায়ক স্মৃতিশক্তি,സഹായ മെമ്മറി
সহায়ক সংৰক্ষণ,സഹായ സംഭരണം
উপলব্ধ তালিকা,ലഭ്യമായ പട്ടിക
উপলব্ধ সময়,ലഭ്യമായ സമയം
গড়,ശരാശരി
awk (ভাষা),awk (ഭാഷ)
বেকএণ্ড,പിൻഭാഗം
বেকএণ্ড প্ৰচেছৰ,ബാക്കെൻഡ് പ്രോസസർ
বেকফেচ আঁতৰোৱা,ബാക്ക്ഫേസ് നീക്കം
পটভূমি প্ৰক্ৰিয়াকৰণ,പശ്ചാത്തല പ്രോസസ്സിംഗ്
বেকিং ষ্ট&#39;ৰ,ബാക്കിംഗ് സ്റ്റോർ
বেকপেচিং,ബാക്ക്പാച്ചിംഗ്
বেকস্পেচ,ബാക്ക്സ്പേസ്
পিছুৱাই যোৱা,ബാക്ക്ട്രാക്കിംഗ്
বেক-আপ,ബാക്ക്-അപ്പ്
বেক-আপ মেমৰি,ബാക്കപ്പ് മെമ്മറി
পিছলৈ ত্ৰুটি পুনৰুদ্ধাৰ,പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ
বেলেন্স শ্বীট,ബാലൻസ് ഷീറ്റ്
বেণ্ড,ബാൻഡ്
বেণ্ডৰ প্ৰস্থ,ബാൻഡ് വീതി
বেংকাৰৰ এলগৰিদম,ബാങ്കറുടെ അൽഗോരിതം
বাৰ ক&#39;ড,ബാർ കോഡ്
বাৰ ক&#39;ড স্ক্যানাৰ,ബാർ കോഡ് സ്കാനർ
বাৰ গ্ৰাফ,ബാർ ഗ്രാഫ്
ভিত্তি ঠিকনা,അടിസ്ഥാന വിലാസം
বেচ বেণ্ড,അടിസ്ഥാന ബാൻഡ്
ভিত্তি সংখ্যা,അടിസ്ഥാന നമ്പർ
ভিত্তি টেবুল,അടിസ്ഥാന പട്ടിക
প্ৰাথমিক,അടിസ്ഥാനം
মূল নিয়ন্ত্ৰণ,അടിസ്ഥാന നിയന്ത്രണം
মূল ইনপুট,അടിസ്ഥാന ഇൻപുട്ട്
মূল নিৰ্দেশনা,അടിസ്ഥാന നിർദ്ദേശം
মূল আউটপুট,അടിസ്ഥാന ഔട്ട്പുട്ട്
মূল পদক্ষেপ,അടിസ്ഥാന ഘട്ടം
বেটছ,ബാച്ച്
বেচ ফাইল,ബാച്ച് ഫയൽ
বেচৰ অৱস্থান,ബാച്ച് സ്ഥാനം
বেচ প্ৰচেছিং,ബാച്ച് പ്രോസസ്സിംഗ്
বেচ ব্যৱস্থা,ബാച്ച് സിസ്റ്റം
baud,ബൗഡ്
বড হাৰ,ബാഡ് നിരക്ക്
আলোকৰশ্মি,ബീം
বেঞ্চমাৰ্ক,ബെഞ്ച്മാർക്ക്
দ্বিমুখী যোগাযোগ,ദ്വിദിശ ആശയവിനിമയം
দ্বিমুখী সংযোগ,ദ്വിദിശ ലിങ്ക്
বাইনাৰী ক&#39;ড,ബൈനറി കോഡ്
বাইনাৰী অংক,ബൈനറി അക്കം
বাইনাৰী ইনপুট আউটপুট চিস্টেম (BIOS),ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS)
বাইনাৰী সংখ্যা,ബൈനറി നമ്പർ
বাইনাৰী অপাৰেটৰ,ബൈനറി ഓപ്പറേറ്റർ
বাইনাৰী সম্পৰ্ক,ബൈനറി ബന്ധം
বাইনাৰী সন্ধান,ബൈനറി തിരയൽ
বাইনাৰী সন্ধান গছ (BST),ബൈനറി സെർച്ച് ട്രീ (BST)
বাইনাৰী স্থানান্তৰ,ബൈനറി കൈമാറ്റം
বাইনাৰী গছ,ബൈനറി മരം
বাইপোলাৰ মেম’ৰী,ബൈപോളാർ മെമ്മറി
জন্ম মৃত্যুৰ আৰ্হি,ജനന മരണ മാതൃക
জন্ম মৃত্যু প্ৰক্ৰিয়া,ജനന മരണ പ്രക്രിയ
বিট,ബിറ്റ്
বিট দোষ,ചെറിയ തെറ്റ്
বিট মেপ,ബിറ്റ് മാപ്പ്
বিট মেপ পিক্সেল (BMP),ബിറ്റ് മാപ്പ് പിക്സൽ (BMP)
বিট মেট্ৰিক্স,ബിറ്റ് മാട്രിക്സ്
বিট পেটাৰ্ণ,ബിറ്റ് പാറ്റേൺ
বিটৰ অৱস্থান,ബിറ്റ് സ്ഥാനം
বিট হাৰ,ബിറ്റ് നിരക്ക്
ব্লেক বক্স পৰীক্ষা,ബ്ലാക്ക് ബോക്സ് പരിശോധന
টিপটিপিয়াই,മിന്നിമറയുന്നു
অৱৰুদ্ধ কৰা,തടയുക
ব্লক কেচ,കാഷെ തടയുക
ব্লক চেক কৰক,ബ്ലോക്ക് ചെക്ക്
ব্লক কপি,ബ്ലോക്ക് കോപ്പി
ব্লক ডায়াগ্ৰাম,ബ്ലോക്ക് ഡയഗ്രം
নেটৱাৰ্ক ব্লক কৰা,തടയൽ ശൃംഖല
ব’ৰ্ড,ബോർഡ്
বুক মাৰ্ক,ബുക്ക് മാർക്ക്
বুলিয়ান বীজগণিত,ബൂലിയൻ ബീജഗണിതം
বুলিয়ান সম্পৰ্ক,ബൂളിയൻ ബന്ധം
বুট বিভাজন,ബൂട്ട് പാർട്ടീഷൻ
বুট ষ্ট্ৰেপিং,ബൂട്ട് സ്ട്രാപ്പിംഗ്
বুট-ষ্ট্ৰেপ লোডাৰ,ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ
সেঁতু,പാലം
ব্ৰডবেণ্ড নেটৱৰ্কিং,ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്
সম্প্ৰচাৰ,പ്രക്ഷേപണം
সম্প্ৰচাৰ ৰেডিঅ&#39;,പ്രക്ഷേപണം റേഡിയോ
ব্ৰাউজ কৰক,ബ്രൗസ് ചെയ്യുക
ব্ৰাউজাৰ,ബ്രൗസർ
বি-বৃক্ষ,ബി-ട്രീ
বুদবুদ স্মৃতিশক্তি,ബബിൾ മെമ്മറി
বুদবুদ সজাই পৰাই তোলা,ബബിൾ അടുക്കുക
বাল্টি,ബക്കറ്റ്
বন্ধু ব্যৱস্থা,ബഡ്ഡി സിസ്റ്റം
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം
বাফাৰ,ബഫർ
পোক,ബഗ്
বাছ,ബസ്
বাইট,ബൈറ്റ്
বাইট ক&#39;ড,ബൈറ്റ് കോഡ്
গ,സി
C++,C++
cache,കാഷെ
কেশ্ব বাফাৰ,കാഷെ ബഫർ
কেশ্ব মেমৰি,കാഷെ മെമ്മറി
গণনা কৰা,കണക്കുകൂട്ടല്
কেলকুলেটৰ,കാൽക്കുലേറ്റർ
কেলকুলেটৰ চিপ,കാൽക്കുലേറ്റർ ചിപ്പ്
কল কৰা,വിളി
নামেৰে ফোন কৰক,പേര് വിളിക്കുക
ৰেফাৰেন্সৰ দ্বাৰা কল কৰক,റഫറൻസ് വഴി വിളിക്കുക
মূল্যৰ দ্বাৰা কল কৰক,മൂല്യമനുസരിച്ച് വിളിക്കുക
চলকৰ দ্বাৰা কল কৰক,വേരിയബിളുകൾ വഴി വിളിക്കുക
গেট কল কৰক,കോൾ ഗേറ്റ്
বাতিল কৰক,റദ്ദാക്കുക
বাতিল বুটাম,റദ്ദാക്കുക ബട്ടൺ
canonical,കാനോനിക്കൽ
কেননিক ৰূপ,കാനോനിക്കൽ രൂപം
ক্ষমতা,കഴിവ്
ক্ষমতা তালিকা,കഴിവ് പട്ടിക
ক্ষমতা,ശേഷി
caps লক চাবি,ക്യാപ്സ് ലോക്ക് കീ
কাৰ্ড,കാർഡ്
কাৰ্ড ৰিডাৰ,കാർഡ് റീഡർ
কাৰ্ডিনালিটি,കാർഡിനാലിറ്റി
বাহক,വാഹകൻ
বাহক বেণ্ড,കാരിയർ ബാൻഡ്
বাহক বোজা,കാരിയർ ലോഡ്
বাহক সংকেত,കാരിയർ സിഗ്നൽ
বাহক তৰংগ,കാരിയർ തരംഗം
কঢ়িওৱা,കൊണ്ടുപോകുക
carry digit,അക്കം കൊണ്ടുപോകുക
পতাকা কঢ়িয়াই নিয়া,പതാക വഹിക്കുക
কাৰ্টিজ ডিস্ক,കാട്രിഡ്ജ് ഡിസ്ക്
cascade,കാസ്കേഡ്
ঘটনা,കേസ്
কেথড ৰে টিউব (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT)
কেথ&#39;ড ৰে টিউব (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT)
CD ROM ডিষ্ক ড্ৰাইভ,സിഡി റോം ഡിസ്ക് ഡ്രൈവ്
কোষ,സെൽ
কোষ এনিমেচন,സെൽ ആനിമേഷൻ
চেলুলাৰ ফোন,സെല്ലുലാർ ഫോൺ
কেন্দ্ৰীয় স্মৃতিশক্তি,കേന്ദ്ര മെമ്മറി
কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
কেন্দ্ৰীভূত ব্যৱস্থা,കേന്ദ്രീകൃത സംവിധാനം
প্ৰমাণিত টেপ,സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്
শিকলি,ചങ്ങല
শৃংখল তথ্য,ചെയിൻ ഡാറ്റ
শৃংখল সংযোগ,ചെയിൻ ലിങ്ക്
চেইনিং,ചങ്ങല
চেনেল,ചാനൽ
চেনেল ব্যস্ত সুৰ,ചാനൽ തിരക്കുള്ള ടോൺ
চেনেলৰ ক্ষমতা,ചാനൽ ശേഷി
চেনেল নিয়ন্ত্ৰক,ചാനൽ കൺട്രോളർ
চেনেলৰ ভুল,ചാനൽ പിശക്
চেনেল প্ৰগ্ৰেম,ചാനൽ പ്രോഗ്രാം
চেনেলৰ নিৰ্ভৰযোগ্যতা,ചാനൽ വിശ്വാസ്യത
চেনেল ছেট,ചാനൽ സെറ്റ്
চৰিত্ৰ,സ്വഭാവം
আখৰৰ ক&#39;ড,പ്രതീക കോഡ്
আখৰৰ চাবি,പ്രതീക കീ
চৰিত্ৰ পাঠক,സ്വഭാവ വായനക്കാരൻ
আখৰৰ আকাৰ,പ്രതീക വലുപ്പം
তালিকা,ചാർട്ട്
চেছিছ,ചേസിസ്
বিট পৰীক্ষা কৰক,ചെക്ക് ബിറ്റ്
ডিজিট পৰীক্ষা কৰক,അക്കം പരിശോധിക്കുക
ৰাশি পৰীক্ষা কৰক,തുക ചെക്ക്
শব্দ পৰীক্ষা কৰক,ചെക്ക് വാക്ക്
চিপ,ചിപ്പ്
চিপ চেট,ചിപ്പ് സെറ്റ്
বাছনি কৰক,തിരഞ്ഞെടുക്കുക
ৰঙীনভাৱে,വർണ്ണപരമായി
চাইফাৰ,സൈഫർ
বৰ্তনী,സർക്യൂട്ട്
বৃত্তাকাৰ তালিকা,വൃത്താകൃതിയിലുള്ള പട്ടിക
cirus,സിറസ്
উদ্ধৃতি,അവലംബം
শ্ৰেণী,ക്ലാസ്
ক্লাছ ভেৰিয়েবল,ക്ലാസ് വേരിയബിൾ
শ্ৰেণীবিভাজন,വർഗ്ഗീകരണം
পৰিষ্কাৰ,വ്യക്തമായ
স্পষ্ট এলেকা,തെളിഞ്ഞ പ്രദേശം
ক্লিয়াৰ চেনেল,വ്യക്തമായ ചാനൽ
ক্লিক কৰক,ക്ലിക്ക് ചെയ്യുക
গ্ৰাহক,കക്ഷി
ক্লাএন্ট চাৰ্ভাৰ,ക്ലയന്റ് സെർവർ
ক্লায়েন্ট ষ্টাব,ക്ലയന്റ് അപൂർണ്ണം
ক্লিপ আৰ্ট,ക്ലിപ്പ് ആർട്ട്
ক্লিপ আৰ্ট লাইব্ৰেৰী,ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി
ক্লিপ বৰ্ড,ക്ലിപ്പ് ബോർഡ്
ক্লিপাৰ,ക്ലിപ്പർ
ক্লিপাৰ চিপ,ക്ലിപ്പർ ചിപ്പ്
ক্লিক,കൂട്ടം
ঘড়ী,ക്ലോക്ക്
ঘড়ীৰ চক্ৰ,ക്ലോക്ക് സൈക്കിൾ
ঘড়ীৰ কম্পাঙ্ক,ക്ലോക്ക് ആവൃത്തി
ঘড়ী হাৰ্ডৱেৰ,ക്ലോക്ക് ഹാർഡ്‌വെയർ
ঘড়ীৰ স্পন্দন,ക്ലോക്ക് പൾസ്
ঘড়ীৰ গতি,ക്ലോക്ക് വേഗത
ঘড়ী সমন্বয়,ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ
ঘড়ীৰ টিক,ക്ലോക്ക് ടിക്ക്
ক্ল&#39;ন,ക്ലോൺ
বন্ধ,അടുത്ത്
ক্ল&#39;জ চাৰ্কিট টিভি (CCTV),ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി)
বন্ধ কৰা,അടച്ചുപൂട്ടൽ
ক্লাউড কম্পিউটিং,ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്
