Gujarati,Bengali
પુખ્ત મતાધિકાર,প্রাপ্তবয়স্ক ভোটাধিকার
બહાનું,বিজ্ঞাপন ভ্যালোরেম ডিউটি
આગળ વધવું,অগ্রিম
અગ્રિમ બુકિંગ,আগাম বুকিং
અગ્રિમ પ્રત,অগ্রিম অনুলিপি
અગ્રિમ ઈજા,অগ্রিম বৃদ্ধি
અગાઉથી ચુકવણી,অগ্রিম প্রদান
પ્રતિકૂળ નોંધ,প্রতিকূল এন্ট্রি
પ્રતિકૂળ નોંધ,বিরূপ মন্তব্য
પ્રતિકૂળ અહેવાલ,প্রতিকূল প্রতিবেদন
જાહેરખબર,বিজ্ঞাপন
સલાહ,পরামর্শ
ચુકવણી,অর্থ প্রদানের পরামর্শ
સલાહકાર સમિતિ,উপদেষ্টা কমিটি
સલાહકાર પરિષદ,উপদেষ্টা পরিষদ
હિમાયતી,অ্যাডভোকেট
બાબતો,বিষয়
સોગંદનામું,হলফনামা
જોડાણ,অধিভুক্তি
સમર્થન,নিশ্চিতকরণ
ખાતરીપૂર્વક,ইতিবাচক
પરવડી,সামর্থ্য
ઉપરોક્ત,উপরোক্ত
ફરી,নতুন করে
વિરુદ્ધ,বিরুদ্ধে
ઉંમર,বয়স
વય પ્રમાણપત્ર,বয়স শংসাপত্র
મતાધિકાર માટે વય,ভোটাধিকার জন্য বয়স
વય -મર્યાદા,বয়স সীমা
સંસ્થા,এজেন্সি
કાર્યસૂચિ,আলোচ্যসূচি
નિવૃત્તિની ઉંમર,অবসর বয়স
નિવૃત્તિની ઉંમર,তদারকির বয়স
એકંદર,সমষ্টি
નારાજ,আক্রান্ত
આંદોલન,আন্দোলন
અકસ્માત,এজিএম
સહમત,চুক্তি
સહમત ફોર્મ,চুক্তি ফর্ম
કૃષિ,কৃষি
કૃષિ ઉદ્યોગ,শস্য উৎপাদন কেন্দ্র
સહાય,সাহায্য
ભય,অ্যালার্ম
જાગરૂકતા,সতর্কতা
ઉર્ફે,ওরফে
આરોપ,অভিযোগ
વાન,আনুগত্য
સુમેળ,জোট
સંલગ્ન સેવાઓ,মিত্র পরিষেবা
તમામ સમાવિષ્ટ ખર્ચ,সমস্ত অন্তর্ভুক্ত ব্যয়
અખરાબ સેવા,সমস্ত ভারত পরিষেবা
ફાળવણી,বরাদ্দ
ફાળવણી,বরাদ্দ
ફાળવણીનો પત્ર,বরাদ্দ চিঠি
ફાળવણી કરનાર,বরাদ্দ
માન્ય,অনুমোদিত
માન્ય -ખર્ચ,অনুমোদিত ব্যয়
અપીલ કરવાની મંજૂરી આપવી,একটি আপিলের অনুমতি দিন
છૂટ,ভাতা
બધા હકો અમારી પાસે રાખેલા છે,সমস্ত অধিকার সংরক্ষিত
વર્ણાનુક્રમ,বর্ণমালা অর্ডার
બોલો,বিক্ষোভ
વૈભવી,বিকল্প
વૈકલ્પિક,বিকল্প
સંવાદ,সংমিশ্রণ
સુધારેલો મુસદ્દો,সংশোধিত খসড়া
સુધારો,সংশোধন
સુંદરતા,সুযোগ
સુખદ,মায়াময়
દારૂગોળો,গোলাবারুদ
દેવું,Debt ণের or ণদান
રકમ,পরিমাণ
પેન્શનની રકમ,পেনশন পরিমাণ
એકસમાન સ્થાન,সাদৃশ্য পোস্ট
વિશ્લેષણ,বিশ্লেষণ
વિશ્લેષણાત્મક,বিশ্লেষণাত্মক অধ্যয়ন
વડપણ,পূর্বপুরুষ
આનુષંગિક ઉદ્યોગ,আনুষঙ্গিক শিল্প
શિષ્ટાચાર,শত্রুতা
જોડાણ,সংযুক্তি
વર્ષગાંઠ,বার্ষিকী
જાહેરાત,ঘোষণা
ત્રાસ,বিরক্তি
વાર્ષિક નિવેદન,বার্ষিক আর্থিক বিবৃতি
વાર્ષિક હિસાબ,বার্ষিক প্রতিবেদন
વાર્ષિકી,বার্ষিকী
અનામી,বেনামে
નામંજૂર ફરિયાદ,বেনামে অভিযোগ
જવાબદારપણું,উত্তরযোগ্যতা
ઉત્તરવહી,উত্তরপত্র
વિરોધી,বিরোধী
પૂર્વવર્તીઓ,পূর্বসূরি
અપેક્ષિત ખર્ચ,প্রত্যাশিত ব্যয়
અપેક્ષિત આવક,প্রত্যাশিত আয়
અપેક્ષા,অগ্রজ্ঞান
અપેક્ષિત જામીન,প্রত্যাশিত জামিন
ભ્રષ્ટાચાર માપદંડ,দুর্নীতি দমন ব্যবস্থা
પ્રતિષ્ઠાવાન,অ্যান্টি-ডাম্পিং
પ્રાચીન,প্রাচীন
રંગભુળ,বর্ণবাদ
દુ: ખ,উদাসীনতা
ટોચ,অ্যাপেক্স বডি
માફી,ক্ষমা প্রার্থনা
અપીલ,আবেদন
દેખાવ,চেহারা
સંતાપવું,সন্তুষ্টি
અપીલ પંચ,আপিল ট্রাইব্যুনাল
પરિશિષ્ટ,পরিশিষ্ট
ઉપકરણ,যন্ত্রপাতি
લાગુ પડે એવું,প্রযোজ্য
અરજદાર,প্রার্থী
નિયમ,আবেদন
અરજી પત્ર,আবেদনপত্র
લાગુ કરવું,প্রয়োগ
અરજી કરવી,প্রয়োগ করুন
નિમણૂક કરનાર,নিয়োগ
નિયુક્ત સત્તા,কর্তৃপক্ষ নিয়োগ
નિમણૂક,অ্যাপয়েন্টমেন্ট
નિમણૂક -પત્ર,নিয়োগপত্র
નિમણૂક સમિતિ,মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি
વેતનનું વિભાજન,মজুরির অংশ
મૂલ્યાંકન,মূল্যায়ন
મુલવણી કરનાર,মূল্যায়নকারী
કદર,প্রশংসা
આશંકા,আশঙ্কা
ઉમેદવાર,শিক্ষানবিশ
અભિગમ,পদ্ধতির
યોગ્ય,যথাযথ
યોગ્ય કાર્યવાહી,যথাযথ ব্যবস্থা
યોગ્ય,উপযুক্ত মাথা
વિનિયોગ,বরাদ্দ
મંજૂરી,অনুমোদন
આશરે,আনুমানিক
અભિરુચિ કસોટી,বুদ্ধিমত্তার পরীক্ষা
મનસ્વી,ইচ্ছামত
મધ્યસ્થી,সালিশ
લવાદી,সালিশ
લવાદી પંચ,আরবিট্রেশন ট্রাইব্যুনাল
લવાદી,সালিস
સ્થાપત્ય,আর্কিটেকচার
દફ્તર,সংরক্ষণাগার
વિસ્તાર,অঞ্চল
વિસ્તારનું મુખ્ય મથક,অঞ্চল সদর দফতর
દલીલ,যুক্তি
ઊગવું,উত্থিত
સશસ્ત્ર દળો,সশস্ত্র বাহিনী
વ્યવસ્થા,ব্যবস্থা
બાકી,বকেয়া
બાકી રાખનાર પત્રક,বকেয়া বিবৃতি
આગોતડી અહેવાલ,আগমনের প্রতিবেদন
ઘમંડ,অহংকার
શસ્ત્રસાર,আর্সেনাল
વસ્તુ,নিবন্ধ
મંડળ,সমিতির নিবন্ধ
લેખ,নিবন্ধ
ચડતો હુકમ,উর্দ্ধক্রমানুসারে
ખાતરી કરવી,নিরূপণ করা
જ્યાં છે ત્યાં છે,যেমনটি যেখানে
દૃષ્ટિ,দিক
આછા,Aspersion
હત્યા,হত্যাকাণ্ড
હુમલો,হামলা
ભેગા,একত্রিত করা
વિધાનસભા,সমাবেশ
અનુમાન,সম্মতি
ભારપૂર્વક કહેવું,জাহির করা
આકારણી કરનાર,মূল্যায়নকারী
આકારણી,মূল্যায়ন
આકારણી વર્ષ,মূল্যায়ন বছর
આકારણીકાર,মূল্যায়নকারী
અસ્ક્યામત,সম্পদ
મુખત્ર,Assignee
સોંપણી,অ্যাসাইনমেন্ট
મુલકવનાર,নিয়োগকারী
સહાય,সহায়তা
સાથી,সহযোগী
મંડળ,সংঘ
હવાલો,চার্জ অনুমান
ખાતરી,আশ্বাস
ખાતરી કંપની,আশ্বাস সংস্থা
ખાતરી આપવી,আশ্বাস
અપટ,ছাড় এ
અણુની શક્તિ,পারমাণবিক শক্তি
સમકક્ષ,সমমূল্যে
ઈમારત,প্রিমিয়ামে
સંલગ્ન કરવું,সংযুক্ত
જોડાયેલ કચેરી,সংযুক্ত অফিস
જોડાણ,সংযুক্তি
જોડાણનો હુકમ,সংযুক্তি আদেশ
પ્રાપ્તિ,অর্জন
પ્રયત્ન,চেষ্টা
ઉપસ્થિત,উপস্থিতি
ઉપસ્થિત રજિસ્ટર,উপস্থিতি নিবন্ধ
ઉપસ્થિત કાપલી,উপস্থিতি স্লিপ
ધ્યાન,মনোযোগ
પ્રમાણન,সত্যতা
પ્રમાણિત પ્રત,সত্যায়িত অনুলিপি
વલણ,মনোভাব
આકર્ષક પગાર,আকর্ষণীয় বেতন
હરાજી,নিলাম
હરાજી કરવી,নিলামকারী
હરાજીનું વેચાણ,নিলাম বিক্রয়
શ્રોતા,শ্রোতা
દૃષ્ટિકોણ,অডিও-ভিজ্যুয়াল ডিসপ্লে
વિઝ્યુઅલી પ્રચાર,অডিও-ভিজ্যুয়াল প্রচার
હિસાબ -તપાસણી,নিরীক্ষা
ઓડિટ કરેલ હિસાબ,নিরীক্ষিত অ্যাকাউন্ট
Ited ડિટ કરેલી સર્ટિલશીટ,নিরীক্ষিত ব্যালেন্স শীট
Itingણ,নিরীক্ষণ
હિસાબ -તપાસણીનો વાંધો,নিরীক্ষা আপত্তি
Itor ડિટર અહેવાલ,নিরীক্ষকের প্রতিবেদন
સભાગૃહ,অডিটোরিয়াম
ઓડિટ ફકરા,অডিট অনুচ্ছেদ
હિસાબ -તપાસણી અહેવાલ,অডিট রিপোর্ট
કઠોરતા,কঠোরতা
કઠોર પગલાં,কঠোরতা ব্যবস্থা
અધિકૃત,খাঁটি
અધિકૃત પ્રતિનિધિ,অনুমোদিত প্রতিনিধি
પ્રમાણભૂત,কর্তৃত্বমূলক
અધિકાર,কর্তৃপক্ষ
સત્તાધિકારનો પત્ર,কর্তৃপক্ষের চিঠি
અધિકૃત,অনুমোদিত
અધિકૃત મૂડી,স্বীকৃত মূলধন
સ્વચાલિત,স্বয়ংক্রিয়
સ્વાયત્ત,স্বায়ত্তশাসিত
સ્વાયત્ત સંસ્થા,স্বায়ত্তশাসিত শরীর
સ્વાયત્તતા,স্বায়ত্তশাসন
સહાયક,সহায়ক
ઉપલબ્ધ,উপলব্ধ
સરેરાશ,গড়
સરેરાશ રજા,গড় ছুটি
અણગમો,বিপর্যয়
અટકાવવું,এড়ানো
ટાળવું,এড়াতে
કર બંધ,কর এড়ানো
રાહ જોવાયેલું,অপেক্ষা করছি
પુરસ્કાર,পুরষ্কার
પુરસ્કાર સત્તાધિકારી,পুরষ্কার কর্তৃপক্ষ
જાગરૂકતા,সচেতনতা
પીછેહઠ,ব্যাকডেটেড
પૃષ્ઠભૂમિ,পটভূমি
પાછલી લોગ,জমা কাজ
પાછા બહાર,ফিরে
પાછલી વાત,পিছনে রেফারেন্স
પીછેહઠ કરવી,ব্যাক আপ
પછાત વર્ગ,পশ্চাদপদ শ্রেণি
પછાત આદિજાતિ,পশ্চাদপদ উপজাতি
ખરાબ સોદો,খারাপ দর কষাকষি
ખરાબ વર્તન,খারাপ আচরণ
ખરાબ પાત્ર,খারাপ চরিত্র
ખરાબ આબોહવા ભથ્થું,খারাপ জলবায়ু ভাতা
ખરાબ વર્તન,খারাপ আচরণ
ખરાબ દેવું,খারাপ ঋণ
સામાન,লাগেজ
જામીન,জামিন
સમતોલ,ভারসাম্য
સરખામણી નીચે લાવવામાં,ভারসাম্য নামা
સંતુલન આગળ લાવવામાં,ভারসাম্য এগিয়ে আনা
સમતોલ અંદાજપત્ર,সুষম বাজেট
સરવૈયા,ব্যালেন্স শীট
મતદાન,ব্যালট
મતપેટી,ব্যালট বাক্স
મતદાનનો કાગળ,ভোট পত্র
પ્રતિબંધ,নিষেধাজ্ঞা
બેંક,ব্যাংক
બેંક એકાઉન્ટ,ব্যাংক হিসাব
બેંક સિલક,ব্যাংক ভারসাম্য
બેંક ખર્ચ,ব্যাংক চার্জ
બેંક ની ખાતરી,ব্যাংক গ্যারান্টি
બેંક રજા,ব্যাংক ছুটির দিন
બેંકિંગ સુવિધા,ব্যাংকিং সুবিধা
બેંકિંગ કલાકો,ব্যাংকিং সময়
બેંકિંગ લેવડદેવડ,ব্যাংকিং লেনদেন
બેંક દર,ব্যাংক হার
બેંક સમાધાન,ব্যাংক পুনর্মিলন
નાદાર,দেউলিয়া
બેંક સુરક્ષા,ব্যাংক সুরক্ষা
બેંક સ્ટેટમેન્ટ,ব্যাংক দলিল
ભોજન સમારંભ,বনভোজন
પટ્ટી પરિષદ,বার কাউন্সিল
સોદો,দর কষাকষি
સોદાબાજી,দর কষাকষি
ઉજ્જડ જમીન,অনুর্বর জমি
સાપ્તાહિક,বার্টার
પાયો,বেস
તબાને,ভিত্তিহীন
આધાર,বেসমেন্ট
મુખ્ય વર્ષ,ভিত্তিবছর
પાયાની,বেসিক
મૂળભૂત રીતે,মূলত
મૂળ બાતમી,বেসিক বুদ্ধি
મૂળ પગાર,মূল বেতন
મૂળ પગાર ધોરણ,বেতনের প্রাথমিক স্কেল
મૂળભૂત તાલીમ,মৌলিক প্রশিক্ষণ
આધાર,ভিত্তি
ચોપડી,ব্যাচ
બેચ નંબર,ব্যাচ নাম্বার
વાહક ચેક,বহনকারী চেক
ટાંકવામાં આવે તે પહેલાં,উদ্ধৃত করার আগে
વર્તન,আচরণ
વિશ્વાસ,বিশ্বাস
નીચે,নীচে নীচে
હોદ્દો,এজলাস
બેહદ નિશાની,মাপকাঠি
લાભદાયી,উপকারী
લાભ મેળવનાર,মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী
લાભ,উপকার
શંકાનો લાભ,দ্বিধার সুবিধা
પરોપકારી,দানশীলতা
હિતકારી નિધિ,দানশীল তহবিল
વારસામાં આપવું,উইল
વસિયતનામા,উইল
પડદાથી છીનવી લેવું,শোক
શ્રેષ્ઠ પ્રયત્નો,সেরা প্রচেষ্টা
સુધારણા,উন্নততা
પક્ષપાત,পক্ষপাত
પક્ષપાતી અભિપ્રાય,পক্ষপাতদুষ্ট মতামত
ગ્રંથસૂચિ,গ্রন্থপঞ্জি
દ્વિવાર્ષિક,দ্বিবার্ষিক
દ્વિભાજિત કરવું,দ্বিখণ্ডিত
દ્વિપૂજ,বিগামি
દ્વિપક્ષીય,দ্বিপক্ষীয়
દ્વિભાષી,দ্বিভাষিক
દ્વિકય,দ্বিখণ্ডিত
બિલ,বিল
વિનિમય,বিনিময় বিল
દ્વિમાસિક અહેવાલ,দ্বিখণ্ডিত প্রতিবেদন
બાંધણી,বাঁধাই
જૈવનું,বায়োডাটা
દ્વિપક્ષી,দ্বিপক্ষীয়
દ્વિપક્ષીય કરાર,দ্বিপক্ষীয় চুক্তি
જન્મજાસતિ,জন্ম বার্ষিকী
જન્મ પ્રમાણપત્ર,জন্ম সনদ
જન્મ -નિયંત્રણ,জন্ম নিয়ন্ত্রণ
જન્મતારીખ,জন্ম তারিখ
જન્મસ્થળ,জন্মের জায়গা
જન્મ દર,জন্ম হার
દ્વિપક્ષીય,দ্বিপক্ষীয়
કાળા અર્થતંત્ર,কালো অর্থনীতি
કાળી યાદી,কালো তালিকা
શરત,ব্ল্যাকমেল
કાળા બજાર,কালোবাজার
દોષારોપણ,দোষ
ખાલી તપાસ,ফাঁকা চেক
ઘોષણા,কম্বল ডিল
અણીદાર હુકમ,কম্বল আদেশ
વિનોદ,বিস্ফোরণ
સંમિશ્રણ,মিশ্রণ
અવરોધ,ব্লক
નાકાબંધી,অবরোধ
અવરોધિત મૂડી,অবরুদ্ধ মূলধন
અવરોધ,ব্লক লেটার
રક્તદાન,রক্তদান
રક્ત સંબંધ,রক্ত সম্পর্ক
વાદળી રંગની નોકરી,নীল কলার কাজ
બ્લ્યુપ્રિન્ટ,ব্লুপ্রিন্ট
ખસી,ব্লাফ
પાટીયું,বোর্ড
નિવારણ,বোর্ডিং এবং থাকার ব্যবস্থা
નિયામક મંડળ,পরিচালনা পর্ষদ
મહેસૂલ બોર્ડ,রাজস্ব বোর্ড
મંડળ,দেহ
અંગરક્ષક,দেহরক্ষী
બોગસ વાઉચર,বোগাস ভাউচার
ખચ્ચર,সদিচ্ছা
ખત,বন্ধন
મજૂર,চুক্তিভুক্ত শ্রমিক
બોનસ,বোনাস
નોંધણી ની ઓફીસ,বুকিং অফিস
ચોપડી,বই-রক্ষক
ચોપડે,বই-রক্ষণাবেক্ষণ
પુસ્તક,পুস্তিকা
સંદર્ભ,রেফারেন্স বই
પુસ્તકની કિંમત,বই মান
પહાડી,বুথ
બૂથ,বুথ ক্যাপচারিং
સરહદ ભથ્થું,সীমান্ত ভাতা
સરહદ -રેખા,বর্ডার লাইন
Bણ લેનાર,Or ণগ্রহীতা
ઉધાર લેવાની શક્તિ,Orrow ণ ক্ষমতা
બસ,বস
સંકલ્પશક્તિ,বাধা
કૌંસ,বন্ধনী
હદ,সীমানা
બહિષ્કાર,বয়কট
મગજની ગટર,মেধা পাচার
શાખા કચેરી,শাখা কার্যালয়
ભંગ,লঙ্ঘন
કરારભંગ,চুক্তি লঙ্ঘন
આત્મવિશ્વાસ,আত্মবিশ্বাস লঙ্ঘন
કરારભંગ,চুক্তি লঙ্ঘন
શિસ્તનો ભંગ,শৃঙ্খলা লঙ্ঘন
કાયદાનું ઉલ્લંઘન,আইন লঙ্ঘন
શાંતિનો ભંગ,শান্তি লঙ্ঘন
વિશેષાધિકારનો ભંગ,অধিকার লঙ্ঘন
વચનભંગ,প্রতিশ্রুতি লঙ্ঘন
નિયમનો ભંગ,নিয়ম লঙ্ঘন
વિશ્વાસભંગ,বিশ্বাস ভঙ্গ
તૂટફૂટ,বিরতি
ભાંગી નાખવું,ভাঙ্গা
કામમાં વિરામ,পরিষেবা বিরতি
છુટુ થવું,বিচ্ছিন্ন
ઉછેર,প্রজনন
લાંચ,ঘুষ
ટૂંકું,সংক্ষিপ্ত
બ્રીફિંગ,সারসংক্ষেপ
ટૂંકું ફરી શરૂ,সংক্ষিপ্ত পুনঃসূচনা
તેજસ્વી વિક્રમ,উজ্জ্বল রেকর্ড
ધ્યાનમાં લેવું,নোটিশ আনুন
પ્રસારણ,সম্প্রচার
બ્રોડશીટ,ব্রডশিট
બ્રોશર,ব্রোশিওর
દલાલ,দালালি
આગળ લાવ્યું (બી/એફ),এগিয়ে আনা (বি/এফ)
બજેટ ફાળવણી,বাজেট বরাদ্দ
ભયંકર નિયંત્રણ,বুগেটারি নিয়ন্ত্রণ
બજેટ અંદાજ,বাজেটের অনুমান
બજેટ જોગવાઈ,বাজেট বিধান
મકાન,বিল্ডিং
જથ્થો,স্তূপ
હિંસક ખરીદી,বাল্ক ক্রয়
બુલેટિન,বুলেটিন
બમ્પર પાક,বাম্পার ফসল
ખાલી જગ્યાઓ,শূন্যপদ গুচ্ছ
બડબડાટ,বাংগল
અમલદારશાહી,আমলাতন্ত্র
અમલદાર,আমলা
વ્યાપારી વર્ગ,ব্যবসায়িক শ্রেণী
વ્યવસાય કલાકો (= વ્યવસાયના કલાકો),ব্যবসায়ের সময় (= ব্যবসায়ের ঘন্টা)
વેપારી,ব্যবসায়ী
બેવકૂફ,কিনুন
ખરીદનાર,ক্রেতা
બાય ચૂંટણી (= ચૂંટણી દ્વારા),বাই নির্বাচন (= নির্বাচনের মাধ্যমে)
હાથ,হাতের দ্বারা
પદ દ્વારા,পোস্ট দ্বারা
કેબીનનો સામાન,কেবিন লাগেজ
મંત્રીમંડળ,মন্ত্রিসভা
કાડર,ক্যাডার
આક્રમણ,বিপর্যয়
ગણતરી,গণনা
ક calલેન્ડર વર્ષ,ক্যালেন্ডার বছর
અભિયાન,প্রচার
વિસ્તાર,ক্যাম্পাস
કેમ્પસમાં મુલાકાત,ক্যাম্পাসের সাক্ষাত্কার
રદ કરવું,বাতিল
રદ કરવું તે,বাতিল
ઉમેદવાર,প্রার্থী
ઉમેદવારી,প্রার্থিতা
-નો -પ્રચાર,ক্যানভাসিং
ક્ષમતા,ক্ষমতা
સક્ષમ,সক্ষম
શક્તિ,ক্ষমতা
પાટનગર,মূলধন
મૂડી ખર્ચ,মূলধন ব্যয়
ફાંસીની સજા,মৃত্যুদণ্ড
કરવટે ફી,ক্যাপিটেশন ফি
પકડવું,ক্যাপচার
કાળજી,যত্ন
કારકિર્દી,ক্যারিয়ার
કારકિર્દી વિકાસ,পেশার উন্নয়ন
કેરટેકર સરકાર,তত্ত্বাবধায়ক সরকার
આગળ વહન (સી/એફ),এগিয়ে নিয়ে যাওয়া (সি/এফ)
આગળ વધવું,জের টানা
વહન ખર્ચ,পরিবহণ খরচ
હરાવીને લઈ જવું,বহন করুন
કારાકાર,কার্টেজ
કેસ,কেস
કેદ -અભ્યાસ,কেস স্টাডি
રોકડ,নগদ
રોકડ સિલક,নগদ ভারসাম্য
રોકડ રકમ,নগদ বই
રોકડ કાર્ડ,টাকার কার্ড
રોકડ પ્રમાણપત્ર,নগদ শংসাপত্র
રોકડ કાઉન્ટર,টাকা প্রদান কেন্দ্র
રોકડ પાક,অর্থকরী ফসল
રોકડ રકમ,নগদ ছাড়
રોકડ રકમ,নগদ ডাউন
હાથ,হাতে নগদ
રોકડ -યાદી,নগদ মেমো
રોકડ ચુકવણી,নগদে টাকা প্রদান
સંજ્ castા,জাত
જ્ castાતિ પ્રમાણપત્ર,বর্ণের শংসাপত্র
મુકાબલો મત,দুই মেয়ে
પરચુરણ,নৈমিত্তিক
પરચુરણ મજૂરી,নৈমিত্তিক শ্রম
પરચુરણ રજા,নৈমিত্তিক ছুটি
ઘૃણા,দুর্ঘটনা
નિર્દોષ ખાલી જગ્યા,নৈমিত্তিক কর্মখালি
સૂચિ,ক্যাটালগ
સ્પષ્ટ,শ্রেণিবদ্ধ
