Odiya,Assamese
ପଛ ବ୍ରଶ୍ |,পিছফালৰ ব্ৰাছ
ପଛକୁ ଯା check ୍ଚ କରନ୍ତୁ |,বেক চেক
ପଛ କାଉଣ୍ଟର |,বেক কাউণ্টাৰ
ପଛ କାଟିବା |,পিঠি কাটি থকা
ପଛ ଡ୍ରାଫ୍ଟ ଡ୍ୟାମ୍ପର୍ |,বেক ড্ৰাফ্ট ডেম্পাৰ
ପଛ ଡ୍ରେନ୍ |,বেক ড্ৰেইন
ବ୍ୟାକ୍ ଡ୍ରପ୍ |,বেক ড্ৰপ
ପଛକୁ ପୁରଣ କରନ୍ତୁ |,বেক ফিল
ପଛ ଫିଲେଟ୍ |,পিছফালৰ ফিলেট
ପଛ ଫ୍ଲାପ୍ ହିଙ୍ଗ୍ |,বেক ফ্লেপ হিঞ্জ
ପଛ ପ୍ରବାହ ସଂଯୋଗ |,বেক ফ্ল&#39; সংযোগ
ପଛ ପ୍ରବାହ ପ୍ରତିରୋଧକ |,বেক ফ্ল’ প্ৰিভেণ্টাৰ
ବ୍ୟାକ୍ ଗେଜ୍ |,বেক গেজ
ପଛ ଗୁଟର୍ |,পিছফালৰ নালা
ପଛ ଚୁଲି,পিছফালৰ অগ্নিকুণ্ড
ସମର୍ଥନ,বেকিং
ବ୍ୟାକିଂ ବୋର୍ଡ |,বেকিং বৰ্ড
ପଛ ଚାପ |,পিঠিৰ চাপ
ପଛ ପ୍ରପ,বেক প্ৰপ
ପଛ ଦୃଶ୍ୟ |,পিছফালৰ দৃষ্টি
ପଛ ପାଣି |,পিছফালৰ পানী
ବାଫଲ୍ |,বেফেল
ବ୍ୟାଗୱାର୍କ |,বেগৱৰ্ক
ବାଲାଷ୍ଟ,বেলেষ্ট
ବଲ୍ ମାଟି |,বল মাটি
ବଲ୍ କୋଣ କ୍ଲମ୍ପ୍ |,বল কন ক্লেম্প
କଣ୍ଟା ତାର,কাঁইটীয়া তাঁৰ
ବାର୍ କୁକୁର |,বাৰ কুকুৰ
ବ୍ୟାରେଜ୍ ବୋର୍ଡ |,বাৰ্জ বৰ্ড
ବାରିୟମ୍ ସଲଫେଟ୍ ପରୀକ୍ଷା |,বেৰিয়াম ছালফেট পৰীক্ষা
ବ୍ୟାରେଜ୍,বেৰেজ
ବାରେଟ୍ |,বেৰেট
ଆଧାର,ভেঁটি
ଆଧାର ବିନିମୟ |,ভিত্তি বিনিময়
ଆଧାର ରେଖା |,ভিত্তি লাইন
ବେସମେଣ୍ଟ୍ |,বেছমেণ্ট
ବେସମେଣ୍ଟ କାନ୍ଥ |,বেছমেণ্টৰ দেৱাল
ବେସ୍ ପ୍ଲେଟ୍ |,বেচ প্লেট
"ବେସ୍ ପ୍ଲେଟ୍, ନିୟନ୍ତ୍ରିତ |","বেচ প্লেট, নিয়ন্ত্ৰণযোগ্য"
ମୂଳ ପରିପୃଷ୍ଠା |,ভিত্তি পৰিপূৰকতা
ବାସୋଏଡ୍ |,বেছ’ইড
ବ୍ୟାଟ୍,বেট
ସ୍ନାନ ଏବଂ WC,বাথ আৰু ডব্লিউ চি
ବାଟା ପେଗ୍ |,বেটাৰ পেগ
ବାଟା ପାଇର୍ |,বেটাৰ ঘাট
ବ୍ୟାଟର ନିୟମ |,বেটাৰৰ নিয়ম
ବାଲ୍କ (ବାଲ୍କ),Baulk (বালক)
ବାଇ,উপসাগৰ
ଧାରକ,বাহক
ବହନ କରିବାର କ୍ଷମତା |,বহন ক্ষমতা
ଗଦା ବହନ କରିବା |,বেয়াৰিং পাইল
ଷ୍ଟ୍ରାଟମ୍ ବହନ କରିବା |,বহন স্তৰ
ଶଯ୍ୟା,বিছনা
ବିଛଣା ବିମାନ |,বিচনাৰ বিমান
ଶଯ୍ୟା ଗଣ୍ଠି |,বিচনাৰ সংযোগ
ବେଡ୍ ପଥର |,বিচনাৰ শিল
ବେଡ୍ ରୁମ୍ |,শোৱনি কোঠা
ମହୁମାଛି,মৌমাখিৰ মোম
ବେଲ୍ ବାକ୍ସ |,বেল বাকচ
ବାଲ୍ଟି ବାଲିଙ୍ଗ୍ |,বেলিং বাল্টি
ବେଲୋଫ୍ରାମ୍ |,বেলোফ্ৰেম
ବେଞ୍ଚ ଭିତ୍ତିଭୂମି |,বেঞ্চযুক্ত ভেটি
ବେଞ୍ଚିଂ,বেঞ্চিং কৰা
ବେଞ୍ଚ ମାର୍କ |,বেঞ্চ মাৰ্ক
ଲାଭ ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,লাভৰ খৰচ বিশ্লেষণ
ବରମ,বাৰ্ম
ବେଭେଲଡ୍ ବନ୍ଦ |,বেভেলড বন্ধ
"ବି-ରାଶି, &quot;B-","খ-দিগন্ত,&quot;খ-"
ବିଟ୍ |,বিয়াত
ବାଇଣ୍ଡର୍ |,বাইণ্ডাৰ
ବାନ୍ଧିବା ସାମଗ୍ରୀ |,বান্ধি ৰখা সামগ্ৰী
ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |,বায়টৰ তত্ত্ব
ବିଟୁମେନ |,বিটুমিন
କଳା ସୂତା ମାଟି |,ক’লা কপাহী মাটি
କଳା ପୃଥିବୀ |,ক&#39;লা পৃথিৱী
କଳା ଟର୍ଫ ମାଟି |,ক’লা টাৰ্ফ মাটি
ବ୍ଲେଡ୍ |,ব্লেড
ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |,ব্লাষ্ট ফাৰ্নেচ স্লেগ চিমেণ্ট
ଅବରୋଧ ସଂରଚନା |,ব্লকযুক্ত গঠন
ବଗି ପ୍ରତିରୋଧ |,বগী প্ৰতিৰোধ
ବଗ୍-ଲୁହାପଥର |,বোগ-লোহাৰ অক্সাইড
ବନ୍ଧ,বান্ধোন
ବନ୍ଧିତ ସଦସ୍ୟ |,বণ্ডেড সদস্য
ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |,বণ্ডেড পোষ্ট টেনচিং
ବନ୍ଧ ପଥର |,বণ্ড ষ্টোন
ସୀମା ଜଳ |,বান্ধি থোৱা পানী
ବାକ୍ସ ଗୁଟର୍ |,বক্স নালা
ବନ୍ଧନୀ,ব্ৰেচ
ଇଟା-ଧାର,ইটা-অন-এজ
ବ୍ରିଡଲ୍ |,লজ্জাজনক
ଉଜ୍ଜ୍ୱଳତା |,উজ্জ্বলতা
ବାଦାମୀ ମାଟି |,বাদামী মাটি
ବିଲଡିଂ,ভৱন
ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |,বিল্ডিং জৰীপকাৰী
ବଫର୍ |,বাফাৰ
ବଫର୍ ବକ୍ର,বাফাৰ বক্ৰ
ବଫରିଂ |,বাফাৰিং
ବଫରିଂ କ୍ଷମତା |,বাফাৰিং ক্ষমতা
ବଣ୍ଡର୍ |,বাণ্ডাৰ
ଦୁର୍ଗ,বাট্ৰেছ
ସି-ରାଶି,গ-দিগন্ত
କେବୁଲ୍ |,কেবল
କେବୁଲ୍ ମୋଲିଡିଂ |,কেবল মল্ডিং
କ୍ୟାବଲିଂ |,কেবলিং
କ୍ୟାବିନ,কেবিন
କ୍ୟାବିନ ହୁକ୍ |,কেবিন হুক
କ୍ୟାବିନେଟ୍,কেবিনেট
କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ,কেবল্টৰ চাকৰি এৰিছে
କାଫେରିଆ |,কেফেটেৰিয়া
କେଜ୍ |,সঁজা
କେଜ୍ ନିର୍ମାଣ,পিঞ্জৰা নিৰ্মাণ
କ ain ନଙ୍କ ସୂତ୍ର |,কয়িনৰ সূত্ৰ
କେସନ୍ |,কেইচন
କେସନ୍ ରୋଗ |,কেইচন ৰোগ
କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |,কেইচন ফাউণ্ডেচন
କେସନ୍ ଗଦା |,কেইচন পাইল
କାଲ୍କେରିସ୍ ଇଟା |,কেলকেয়াৰযুক্ত ইটা
କାଲକେୟାର ମାଟି |,কেলকেয়াৰযুক্ত মাটি
କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |,কেলকেয়াৰযুক্ত খোলা
ଗଣନା,কেলচিফিকেশন
ଗଣନା,কেলচিনেচন
କାଲସିନ୍,কেলচিন
କାଲସିଟ୍ |,কেলচাইট
କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |,কেলচিয়াম-এলুমিনেট চিমেণ্ট
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |,কেলচিয়াম-চিলিকেট ইটা
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |,কেলচিয়াম-চিলিকেট হাইড্ৰেট
କାଲିଚେ |,কালিচে
କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |,কেলিফৰ্ণিয়া বেয়াৰিং ৰেচিঅ’
କାଲିପର୍ |,কেলিপাৰ
କ୍ୟାଲୋରିମିଟର |,কেলৰিমিটাৰ
କ୍ୟାମ୍ବର |,কেম্বাৰ
କେନାଲ |,খাল
କାନୋପି |,কেনপি
କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |,কেন্টিলিভাৰ ফুটিং
କ୍ୟାପ୍,কেপ
ସାମର୍ଥ୍ୟ |,ক্ষমতা
ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |,ail ট্ৰেকৰ ক্ষমতা
କ୍ୟାପ୍ କେବୁଲ୍ |,কেপ কেবল
କ୍ଷମତା,কেপিলাৰিটি
କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |,কেপিলাৰী ব্ৰেক
କ୍ୟାପିଲାରୀ ପ୍ରବାହ |,কেপিলাৰী প্ৰবাহ
କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |,কেপিলাৰী আৰ্দ্ৰতা বা কেপিলাৰী পানী
କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |,কেপিলাৰী ছিদ্ৰ স্থান
କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |,কেপিলাৰী ছিদ্ৰতা
କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |,কেপিলাৰী স্থান
ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |,কেপচাৰ বেগ
କାର୍ବନେସନ୍ |,কাৰ্বনেচন
କାର୍ବନ କଳା,কাৰ্বন ব্লেক
କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |,Castble অবাধ্য
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |,কাষ্ট-ইন-প্লেচ বা কাষ্ট-ইন-চিটু
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |,কাষ্ট-ইন-প্লেচ পাইল
କାଷ୍ଟର |,কেষ্টাৰ
ପଥର ପକାନ୍ତୁ |,ঢালাই শিল
ଅନୁକ୍ରମଣିକା,অনুঘটক
କ୍ୟାଟେନା |,কেটেনা
ବିଲେଇ ମୁହଁ |,মেকুৰীৰ মুখ
ବିଲେଇ ମୁଣ୍ଡ,মেকুৰীৰ মূৰ
କେସନ୍,কেটিয়ন
ବିଲେଇ ଚାଲିବା |,মেকুৰী খোজ কাঢ়িব
କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |,গহ্বৰৰ ক্ষতি
ସେଲିଟ୍,চেলাইট
ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |,কোষীয় কংক্ৰিট
ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ,কোষীয় নিৰ্মাণ
ସିମେଣ୍ଟ |,চিমেণ্ট
"ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |","চিমেণ্ট, বিটুমিনাছ"
"ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |","চিমেণ্ট, উচ্চ শক্তি"
"ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |","চিমেণ্ট, হাইড্ৰলিক"
"ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |","চিমেণ্ট, কম জুইত"
"ସିମେଣ୍ଟ, ରାଜକୋଷ |","চিমেণ্ট, শিলৰ কাম"
"ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |","চিমেণ্ট, প্ৰাকৃতিক"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |","চিমেণ্ট, পৰ্টলেণ্ড"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |","চিমেণ্ট, পৰ্টলেণ্ড ব্লাষ্ট ফাৰ্নেচৰ স্লেগ"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |","চিমেণ্ট, পৰ্টলেণ্ড প&#39;জ&#39;লান"
"ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |","চিমেণ্ট, স্লেগ"
"ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |","চিমেণ্ট, ছালফেট প্ৰতিৰোধী"
"ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |","চিমেণ্ট, ছুপাৰ ছালফেটেড"
"ସିମେଣ୍ଟ, ଧଳା |","চিমেণ্ট, বগা"
ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |,চিমেণ্ট-এগ্ৰিগেটৰ অনুপাত
ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |,চিমেণ্টৰ পৰিমাণ
ସିମେଣ୍ଟ ଜେଲ୍ |,চিমেণ্ট জেল
ସିମେଣ୍ଟ ବନ୍ଧୁକ |,চিমেণ্টৰ বন্দুক
ସିମେଣ୍ଟ କିଲ୍ |,চিমেণ্টৰ ভঁৰাল
ସିମେଣ୍ଟ ରଙ୍ଗ |,চিমেণ্টৰ ৰং
ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |,চিমেণ্টৰ প্লাষ্টাৰ
ସିମେଣ୍ଟ ପଥର |,চিমেণ্টৰ শিল
ସିମେଣ୍ଟ ସ୍ଲୁରି |,চিমেণ্টৰ গোন্ধ
ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |,চিমেণ্ট সংৰক্ষণ
ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |,চিমেণ্টেচন প্ৰক্ৰিয়া
କେନ୍ଦ୍ରକରଣ |,কেন্দ্ৰীকৰণ
ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |,চেণ্টাৰিং আৰু শ্বাটাৰিং
କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |,কেন্দ্ৰীয় মিশ্ৰিত কংক্ৰিট
କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |,কেন্দ্ৰীয় মিক্সাৰ
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |,কেন্দ্ৰপৃথক ফেন
ଚକ,চক
ଚାମ୍ଫର୍ |,চেমফাৰ
ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |,চেমফাৰ ষ্ট্ৰিপ
ଚ୍ୟାନେଲ୍ ବିମ୍ |,চেনেল বিম
ଚରିତ୍ରଗତ ଭାର |,বৈশিষ্ট্যপূৰ্ণ বোজা
ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |,বৈশিষ্ট্যপূৰ্ণ শক্তি
ଚାର୍ଜ ଅଫ୍ |,চাৰ্জ অফ কৰক
ଚାର୍ଜିଂ,চাৰ্জিং
ଯା cking ୍ଚ,পৰীক্ষা কৰি আছে
ରାସାୟନିକ ବନ୍ଧ |,ৰাসায়নিক বন্ধন
ଚେର୍ନୋଜେମ୍ |,চেৰনোজেম
ଛାତି ମାଟି |,চেষ্টনাটৰ মাটি
ଚିମନି ଗୁଟର |,চিমনিৰ নালা
ଚିପ୍ ବୋର୍ଡ |,চিপ বৰ্ড
ଚିପିଙ୍ଗ୍ |,চিপিং
ଚିପ୍ସ |,চিপছ
ଚୁଟ୍,চুটে
କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର),শ্ৰেণী (কংক্ৰিটৰ)
ମାଟି,বোকা মাটি
ମାଟି ବିଷୟବସ୍ତୁ |,মাটিৰ পৰিমাণ
ମାଟି ପ୍ୟାନ |,মাটিৰ কেৰাহী
ପରିଷ୍କାର,ক্লিনআউট
ସଫା କର,চাফ-চিকুণ কৰক
ସଫା କର |,ক্লিট কৰক
କ୍ଲିଙ୍କର୍ |,ক্লিংকাৰ
କ୍ଲିପ୍,ক্লিপ
ଜମାଟ ବାନ୍ଧିବା |,জমা হোৱা
କଠିନ ଏଗ୍ରିଗେଟ୍ |,মোটা গোটা পদাৰ্থ
କଠିନ ଶସ୍ୟ ମାଟି |,মোটা দানাযুক্ত মাটি
କୋଟ,কোট
କଫର୍ ଡ୍ୟାମ୍ |,কফাৰ বান্ধ
ମିଳନ,সংহতি
କୋଲଏଡ୍ |,কলয়ড
କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |,কলয়ডাল আৰ্দ্ৰতাৰ সমতুল্য অনুপাত
କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |,কলয়ডাল ব্যৱস্থা
ମିଳିତ ମାଟି |,কলুভিয়াল মাটি
ସ୍ତମ୍ଭ,স্তম্ভ
କମ୍ବିଂ ଶେଷ,কম্বড ফিনিচিং
ମିଳିତ ପଦଚିହ୍ନ |,সংযুক্ত ফুটিং
ମିଶ୍ରିତ ଜଳ |,সংযুক্ত পানী
ସାଧାରଣ କୋଠରୀ |,কমন ৰুম
ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର,সম্পূৰ্ণ হোৱাৰ প্ৰমাণ পত্ৰ
ଉପାଦାନ ବର୍ଗ,উপাদান বৰ্গ
କଂକ୍ରିଟ୍ |,কংক্ৰিট
ସଂକଳନ,কংক্ৰিচন
ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |,একত্ৰিত হাৰ/ফ্লেট হাৰ
ପ୍ରଦୂଷକ,দূষক পদাৰ্থ
ଆଲକୋଭ୍ ରାନ୍ଧିବା |,ৰন্ধা-বঢ়াৰ এলকোভ
ମୁକାବିଲା,মোকাবিলা কৰা
କରବେଲ |,কৰ্বেল
କର୍ନିସ୍ |,কৰ্নিচ
ଦମ୍ପତି,কাপলাৰ
"ଦମ୍ପତି, ଦୁଇଥର |","কাপলাৰ, ডাবল"
"ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |","কাপলাৰ, পুটলগ"
"ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |","কাপলাৰ, চুইভেল"
ପାଠ୍ୟକ୍ରମ,ধাৰা
ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |,কোৰ্চ কৰা ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |,আবৃত অঞ্চল
କ୍ରିପ୍,অধম
କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ক্ৰিপ সহগ
କ୍ରୋଟୋଭାଇନ୍ |,ক্ৰ&#39;ট&#39;ভাইন
କାଉ ପାଦ |,কাউৰী ভৰি
ଖଣ୍ଡ ଗଠନ |,ক্ৰাম গঠন
ବନ୍ଦ କର |,প্ৰতিবন্ধক
ସାମ୍ପ୍ରତିକ,সোঁত
ବକ୍ର ପ୍ରତିରୋଧ,বক্ৰ প্ৰতিৰোধ ক্ষমতা
ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |,ডেম্প প্ৰুফ কোৰ্চ
ସମାପ୍ତ ତାରିଖ,সম্পূৰ্ণ হোৱাৰ তাৰিখ
ମୃତ ଭାର,ডেড লোড
ମୃତ ଜଳ |,মৰা পানী
ଡେସିବେଲ୍ |,ডেচিবেল
ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |,ডিফ্ল’কুলেচন
ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |,বায়ুমণ্ডলৰ মাত্ৰা বা বায়ু স্থান অনুপাত
ଏକୀକରଣର ଡିଗ୍ରୀ |,একত্ৰীকৰণৰ মাত্ৰা
ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |,বিক্ষিপ্ততাৰ মাত্ৰা
ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |,চেচুৰেচনৰ ডিগ্ৰী
ଘନତା,ঘনত্ব
ମରୁଭୂମି ରାସ୍ତା,মৰুভূমিৰ ফুটপাথ
ମରୁଭୂମି ମାଟି |,মৰুভূমিৰ মাটি
ବିବରଣୀ,সবিশেষ
ବିକାଶ ଅବଧି,উন্নয়নৰ সময়ছোৱা
ଡି-ରାଶି,ডি-দিগন্ত
ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |,তিৰ্যক বন্ধন
ଚିତ୍ର,ডায়াগ্ৰাম
ଡିଜିଟାଲ୍ ଡକ୍ |,ডিজিটেল ডক
ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |,ভিন্নতামূলক পানীৰ হাৰ
ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |,পাতল কৰা ভেণ্টিলেচন
ଦିଲୁଭିୟମ୍,ডিলুভিয়াম
ଭୋଜନ ଗୃହ,খোৱাঘৰ
ଦିଗ ପେଗ୍ |,দিশৰ পেগ
ବିଚ୍ଛେଦ |,বিক্ষিপ্ততা
ବିଭ୍ରାନ୍ତକାରୀ |,ডিষ্টেম্পাৰ
ଡକ୍ |,ডক
ଦ୍ୱାର,দুৱাৰ
ଛାତ୍ରାବାସ,ডৰ্মাৰ
ଛାତ୍ରାବାସ ଯାଞ୍ଚ |,ডৰ্মাৰ চেক
ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |,ডাবল ফ্লেমিছ বণ্ড
ଡବଲ୍ ସ୍ତର |,ডাবল লেয়াৰ
ଡୋଭେଲ୍ |,ডৱেল
ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |,অংকন বৰ্ড
ଚିତ୍ରାଙ୍କନ କକ୍ଷ |,ড্ৰয়িং ৰুম
ଡ୍ରାଇଫ୍,ড্ৰিফ্ট
ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |,শুকান বাল্বৰ উষ্ণতা
ଶୁଖିଲା ଡକ୍ |,শুকান ডক
ଶୁଖିଲା ରବର ନିର୍ମାଣ,শুকান ৰবৰৰ শিলৰ কাম
ଡଚ୍ ବନ୍ଧନ |,ডাচ বণ্ড
ବାଣ୍ଡ କାନ୍ଥ |,বামন দেৱাল
ବାସସ୍ଥାନ ଏକକ,বাসস্থানৰ ইউনিট
ଇଭ୍,ইভ
ଗୁପ୍ତାଙ୍ଗ,ইভছ নালা
ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |,অৰ্থনৈতিক সম্ভাৱনীয়তা
ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |,বহিঃগতিশীল মাটি
ଏଡି,এডি
ପ୍ରଭାବଶାଳୀ ଆକାର |,ফলপ্ৰসূ আকাৰ
ଇଫ୍ଲୋରସେନ୍ସ |,ফুলৰ ফুলনি
ପ୍ରଭାବଶାଳୀ |,এফ্লুৱেণ্ট
ଉଚ୍ଚତା,উচ্চতা
ବହିଷ୍କାର,এলুভিয়েচন
ଇଲୁଭିୟମ୍ |,এলুভিয়াম
ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |,এণ্ডোডাইনামৰ্ফিক মাটি
ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |,অভিযান্ত্ৰিক সম্ভাৱনীয়তা
ଇଂରାଜୀ ବନ୍ଧନ |,ইংৰাজী বণ্ড
ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,ইংৰাজী বাগিচাৰ দেৱালৰ বণ্ড
"ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;","ইপিএম (প্ৰতি মিলিয়নৰ সমতুল্য),&quot;"
ସମାନ ଓଜନ,সমতুল্য ওজন
Erg,Erg
ଅଦଳବଦଳଯୋଗ୍ୟ |,বিনিময়যোগ্য
ଅଦଳବଦଳ ଅମ୍ଳତା |,বিনিময়যোগ্য এচিডিটি
ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP),বিনিময়যোগ্য ছডিয়াম শতাংশ (ESP)
E. S P.,ই এছ পি.
ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |,বিনিময় এচিডিটি
ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |,এক্সচেঞ্জ কমপ্লেক্স
ନିଷ୍କାସନ,নিষ্কাশন
ପ୍ରକାଶିତ ସମାପ୍ତ,উন্মুক্ত ফিনিচিং
ଆଖି,নয়ন
ଆଖି ବ୍ରୋ,চকুৰ ভ্ৰূ
ସାମ୍ନା କରିବା |,মুখামুখি
