Kannada,English
ಬಾಂಧವ್ಯ,attachment
ಗುಣಲಕ್ಷಣ,attribute
ಆಡಿಯೋ,audio
ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,audit programming
ಆಡಿಟ್ ಟ್ರಯಲ್,audit trail
ವರ್ಧನೆ,augmentation
ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,authentication protocol
ಲೇಖಕ ವ್ಯವಸ್ಥೆ,authoring system
ಅಧಿಕಾರ,authorization
ಸ್ವಯಂ ಅಮೂರ್ತ,auto abstract
ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ,autobooting
ಆಟೋಕ್ಯಾಡ್,autocad
ಸ್ವಯಂ ಲಾಗ್ ಆನ್,autolog on
ಸ್ವಯಂಚಾಲಿತ,automata
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,automata theory
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್,automatic computing
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,automatic data processing
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,automatic error correction
ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ,automatic function
ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ,automatic indexing
ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ,automatic library call
ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,automatic programming
ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ,automatic recovery program
ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ,automatic routine
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,automatic system recovery
ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM),automatic teller machine (ATM)
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,automation
ಸ್ವಚಾಲಿತ,autoplay
ಸ್ವಯಂ ಉಳಿಸಿ,autosave
ಸಹಾಯಕ,auxiliary
ಸಹಾಯಕ ಸ್ಮರಣೆ,auxiliary memory
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,auxiliary storage
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,available list
ಲಭ್ಯವಿರುವ ಸಮಯ,available time
ಸರಾಸರಿ,average
awk (ಭಾಷೆ),awk (language)
ಬ್ಯಾಕೆಂಡ್,backend
ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್,backend processor
ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ,backface removal
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,background processing
ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ,backing store
ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್,backpatching
ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್,backspace
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,backtracking
ಬ್ಯಾಕ್ ಅಪ್,back-up
ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ,back-up memory
ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ,backward error recovery
ಆಯವ್ಯಯ ಪಟ್ಟಿ,balance sheet
ಬ್ಯಾಂಡ್,band
ಬ್ಯಾಂಡ್ ಅಗಲ,band width
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,banker's algorithm
ಬಾರ್ ಕೋಡ್,bar code
ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,bar code scanner
ಬಾರ್ ಗ್ರಾಫ್,bar graph
ಮೂಲ ವಿಳಾಸ,base address
ಬೇಸ್ ಬ್ಯಾಂಡ್,base band
ಮೂಲ ಸಂಖ್ಯೆ,base number
ಬೇಸ್ ಟೇಬಲ್,base table
ಬೇಸಿಕ್,BASIC
ಮೂಲ ನಿಯಂತ್ರಣ,basic control
ಮೂಲ ಇನ್ಪುಟ್,basic input
ಮೂಲ ಸೂಚನೆ,basic instruction
ಮೂಲ ಔಟ್ಪುಟ್,basic output
ಮೂಲ ಹಂತ,basic step
ಬ್ಯಾಚ್,batch
ಬ್ಯಾಚ್ ಫೈಲ್,batch file
ಬ್ಯಾಚ್ ಸ್ಥಾನ,batch position
ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ,batch processing
ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ,batch system
ಬಾಡ್,baud
ಬೌಡ್ ದರ,baud rate
ಕಿರಣ,beam
ಮಾನದಂಡ,benchmark
ದ್ವಿಮುಖ ಸಂವಹನ,bidirectional communication
ದ್ವಿಮುಖ ಲಿಂಕ್,bidirectional link
ಬೈನರಿ ಕೋಡ್,binary code
ದ್ವಿಮಾನ ಅಂಕಿ,binary digit
ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),binary Input output system (BIOS)
ಬೈನರಿ ಸಂಖ್ಯೆ,binary number
ಬೈನರಿ ಆಪರೇಟರ್,binary operator
ದ್ವಿಮಾನ ಸಂಬಂಧ,binary relation
ಬೈನರಿ ಹುಡುಕಾಟ,binary search
ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST),binary search tree (BST)
ಬೈನರಿ ವರ್ಗಾವಣೆ,binary transfer
ಅವಳಿ ಮರ,binary tree
ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ,bipolar memory
ಜನನ ಮರಣ ಮಾದರಿ,birth death model
ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ,birth death process
ಸ್ವಲ್ಪ,bit
ಸ್ವಲ್ಪ ತಪ್ಪು,bit fault
ಬಿಟ್ ನಕ್ಷೆ,bit map
ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP),bit map pixel (BMP)
ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,bit matrix
ಬಿಟ್ ಮಾದರಿ,bit pattern
ಬಿಟ್ ಸ್ಥಾನ,bit position
ಬಿಟ್ ದರ,bit rate
ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ,black box testing
ಮಿಟುಕಿಸುವುದು,blinking
ಬ್ಲಾಕ್,block
ಬ್ಲಾಕ್ ಸಂಗ್ರಹ,block cache
ಬ್ಲಾಕ್ ಚೆಕ್,block check
ಬ್ಲಾಕ್ ನಕಲು,block copy
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,block diagram
ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್,blocking network
ಬೋರ್ಡ್,board
ಪುಸ್ತಕ ಗುರುತು,book mark
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,boolean algebra
ಬೂಲಿಯನ್ ಸಂಬಂಧ,boolean relation
ಬೂಟ್ ವಿಭಾಗ,boot partition
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,boot strapping
ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,boot-strap loader
ಸೇತುವೆ,bridge
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್,broadband networking
ಪ್ರಸಾರ,broadcast
ರೇಡಿಯೋ ಪ್ರಸಾರ,broadcast radio
ಬ್ರೌಸ್,browse
ಬ್ರೌಸರ್,browser
ಬಿ-ಟ್ರೀ,B-Tree
ಬಬಲ್ ಮೆಮೊರಿ,bubble memory
ಬಬಲ್ ರೀತಿಯ,bubble sort
ಬಕೆಟ್,bucket
ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ,buddy system
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,budget effective control
ಬಫರ್,buffer
ದೋಷ,bug
ಬಸ್,bus
ಬೈಟ್,byte
ಬೈಟ್ ಕೋಡ್,byte code
ಸಿ,c
C++,C++
ಸಂಗ್ರಹ,cache
ಸಂಗ್ರಹ ಬಫರ್,cache buffer
ಸಂಗ್ರಹ ಮೆಮೊರಿ,cache memory
ಲೆಕ್ಕಾಚಾರ,calculation
ಕ್ಯಾಲ್ಕುಲೇಟರ್,calculator
ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,calculator chip
ಕರೆ,call
ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ,call by name
ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ,call by reference
ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ,call by value
ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ,call by variables
ಕರೆ ಗೇಟ್,call gate
ರದ್ದುಮಾಡು,cancel
ರದ್ದು ಬಟನ್,cancel button
ಅಂಗೀಕೃತ,canonical
ಅಂಗೀಕೃತ ರೂಪ,canonical form
ಸಾಮರ್ಥ್ಯ,capability
ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ,capability list
ಸಾಮರ್ಥ್ಯ,capacity
ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ,caps lock key
ಕಾರ್ಡ್,card
ಕಾರ್ಡ್ ರೀಡರ್,card reader
ಕಾರ್ಡಿನಲಿಟಿ,cardinality
ವಾಹಕ,carrier
ವಾಹಕ ಬ್ಯಾಂಡ್,carrier band
ವಾಹಕ ಲೋಡ್,carrier load
ವಾಹಕ ಸಂಕೇತ,carrier signal
ವಾಹಕ ತರಂಗ,carrier wave
ಒಯ್ಯುತ್ತಾರೆ,carry
ಅಂಕೆ ಸಾಗಿಸಿ,carry digit
ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ,carry flag
ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್,cartridge disk
ಕ್ಯಾಸ್ಕೇಡ್,cascade
ಪ್ರಕರಣ,case
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT),cathod ray tube (CRT)
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT),cathode ray tube (CRT)
ಸಿಡಿ ರಾಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್,CD ROM disk drive
ಜೀವಕೋಶ,cell
ಸೆಲ್ ಅನಿಮೇಷನ್,cell animation
ಸೆಲ್ಯುಲಾರ್ ಫೋನ್,cellular phone
ಕೇಂದ್ರ ಸ್ಮರಣೆ,central memory
ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU),central processing unit (CPU)
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,centralized system
ಪ್ರಮಾಣೀಕೃತ ಟೇಪ್,certified tape
ಸರಪಳಿ,chain
ಸರಣಿ ಡೇಟಾ,chain data
ಸರಪಳಿಯ ಕೊಂಡಿ,chain link
ಚೈನ್ನಿಂಗ್,chaining
ಚಾನಲ್,channel
ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್,channel busy tone
ಚಾನಲ್ ಸಾಮರ್ಥ್ಯ,channel capacity
ಚಾನಲ್ ನಿಯಂತ್ರಕ,channel controller
ಚಾನಲ್ ದೋಷ,channel error
ಚಾನಲ್ ಕಾರ್ಯಕ್ರಮ,channel program
ಚಾನಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ,channel reliability
ಚಾನಲ್ ಸೆಟ್,channel set
ಪಾತ್ರ,character
ಅಕ್ಷರ ಕೋಡ್,character code
ಅಕ್ಷರ ಕೀ,character key
ಅಕ್ಷರ ಓದುಗ,character reader
ಅಕ್ಷರ ಗಾತ್ರ,character size
ಚಾರ್ಟ್,chart
ಚಾಸಿಸ್,chassis
ಚೆಕ್ ಬಿಟ್,check bit
ಅಂಕೆ ಪರಿಶೀಲಿಸಿ,check digit
ಚೆಕ್ ಮೊತ್ತ,check sum
ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ,check word
ಚಿಪ್,chip
ಚಿಪ್ ಸೆಟ್,chip set
ಆಯ್ಕೆ,choose
ವರ್ಣೀಯವಾಗಿ,chromatically
ಸೈಫರ್,cipher
ಸರ್ಕ್ಯೂಟ್,circuit
ವೃತ್ತಾಕಾರದ ಪಟ್ಟಿ,circular list
ಸಿರಸ್,cirus
ಉಲ್ಲೇಖ,citation
ವರ್ಗ,class
ವರ್ಗ ವೇರಿಯಬಲ್,class variable
ವರ್ಗೀಕರಣ,classification
ಸ್ಪಷ್ಟ,clear
ಸ್ಪಷ್ಟ ಪ್ರದೇಶ,clear area
ಸ್ಪಷ್ಟ ಚಾನಲ್,clear channel
ಕ್ಲಿಕ್,click
ಗ್ರಾಹಕ,client
ಕ್ಲೈಂಟ್ ಸರ್ವರ್,client server
ಕ್ಲೈಂಟ್ ಸ್ಟಬ್,client stub
ಕ್ಲಿಪ್ ಆರ್ಟ್,clip art
ಕ್ಲಿಪ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ,clip art library
ಕ್ಲಿಪ್ ಬೋರ್ಡ್,clip board
ಕ್ಲಿಪ್ಪರ್,clipper
ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್,clipper chip
ಗುಂಪು,clique
ಗಡಿಯಾರ,clock
ಗಡಿಯಾರ ಚಕ್ರ,clock cycle
ಗಡಿಯಾರದ ಆವರ್ತನ,clock frequency
ಗಡಿಯಾರ ಯಂತ್ರಾಂಶ,clock hardware
ಗಡಿಯಾರ ನಾಡಿ,clock pulse
ಗಡಿಯಾರದ ವೇಗ,clock speed
ಗಡಿಯಾರ ಸಿಂಕ್ರೊನೈಸೇಶನ್,clock synchronization
ಗಡಿಯಾರ ಟಿಕ್,clock tick
ತದ್ರೂಪಿ,clone
ಮುಚ್ಚಿ,close
ಕ್ಲೋಸ್ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV),close circuit TV (CCTV)
ಮುಚ್ಚಿದ,closure
ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್,cloud computing
ಕ್ಲಸ್ಟರ್,cluster
ಲೇಪಿತ ಕಾರ್ಡ್,coated card
ಲೇಪಿತ ಕಾಗದ,coated paper
ಏಕಾಕ್ಷ,coaxial
ಗಟ್ಟಿ ಕವಚದ ತಂತಿ,coaxial cable
ಕೊಡಸಿಲ್,codasyl
ಕೋಡ್,code
ಕೋಡ್ ಜನರೇಟರ್,code generator
ಕೋಡ್ ಪುಟ,code page
ಕೋಡ್ ಪದ,code word
ಕೋಡರ್,coder
ಕೋಡಿಂಗ್ ಚೆಕ್,coding check
ಕೋಡಿಂಗ್ ರೂಪ,coding form
ಕೋಡಿಂಗ್ ಶೀಟ್,coding sheet
ಗುಣಾಂಕ,coefficient
ಸುಸಂಬದ್ಧತೆ,coherence
ಕೋಲ್ಡ್ ಬೂಟ್,cold boot
ಶೀತ ಆರಂಭ,cold start
ಸಹಯೋಗ,collaboration
ಕುಸಿತ,collapse
ಕೊಲೇಟ್,collate
ಕೊಲೇಟ್ ಟೇಪ್,collate tape
ಘರ್ಷಣೆ,collision
ಕೊಲೊನ್,colon
ಬಣ್ಣ (ಬಣ್ಣ),colour (color)
ಬಣ್ಣದ ಶುದ್ಧತ್ವ,colour saturation
ಬಣ್ಣದ ಟೇಬಲ್,colour table
ಕಾಲಮ್,column
ಸಂಯೋಜನೆ,combination
ಕಾಂಬೊ ಬಾಕ್ಸ್,combo box
ಆಜ್ಞೆ,command
ಆದೇಶ ಬಟನ್,command button
ಆದೇಶ ಪಟ್ಟಿ,command list
ಕಾಮೆಂಟ್,comment
ಬದ್ಧತೆ,commitment
ಸರಕು,commodity
