Tamil,Kannada
அக்னியா,ಪ್ರಾದೇಶಿಕ
அக்ரிடைன் சாயம்,ಅಣಕಾದ ಬಣ್ಣ
அக்ரோஷென்ட்ரிக்,ವ್ಯಾಪಕವಾದ
அக்ரோமியன்,ಅಕ್ರಾಮನ್
அக்ரோபெட்டல் வரிசை,ಸ್ಥಗಿತದ ಅನುಕ್ರಮ
அக்ரோபெட்டல் ஆர்டர்,ಅಕ್ರೊಫೆಟಲ್ ರಾಶಿ
அக்ரோசின்,ಅಕ್ರೋಸಿನ್
ஆக்டின்,ಅ ೦ ಗಡಿ
ஆக்டின் போன்ற புரதம்,ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್
ஆக்டினோமார்பிக்,ಕ್ರಿಯಾಶೀಲತೆ
ஆக்டினோமைசீட்கள்,ಅಂಧ
செயல்பாட்டு திறன்,ಕ್ರಿಯಾಶೀಲತೆ
செயல்படுத்தப்பட்ட கசடு,ಸಕ್ರಿಯ ಕೆತ್ತನೆ
செயல்படுத்தப்பட்ட கசடு மிதவை,ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್
செயல்படுத்தும் ஆற்றல்,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
செயலில் உறிஞ்சுதல்,ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
செயலில் நோய் எதிர்ப்பு சக்தி,ಸಕ್ರಿಯ ವಿನಾಯಿತಿ
செயலில் கதிர்வீச்சு,ಸಕ್ರಿಯ ವಿಕಿರಣ
செயலில் உள்ள தளம்,ಸಕ್ರಿಯ ಸೈಟ್
ஆக்டிவின்,ದಳ
அக்யூமினேட்,ವಕ್ರವಳತಿ ಮಾಡು
ஆடம்ஸியா,ಆಡಮ್ಸಿಯಾ
தகவமைப்பு,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
தழுவல்,ರೂಪಾಂತರ
ஒளி ஆட்சிக்கு தழுவல்,ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
நீர் பற்றாக்குறைக்கு தழுவல்,ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
தகவமைப்பு பண்புகள்,ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು
தகவமைப்பு நோய் எதிர்ப்பு சக்தி,ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ
தகவமைப்பு கதிர்வீச்சு,ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ
தகவமைப்பு பண்பு,ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ
அடாக்ஸியல் மேற்பரப்பு,ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ
போதை கோளாறு,ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ
அடினின்,ತಿಕ್ಕಲು
அடினோகார்டிகோட்ரோபின்,ಒಂದು ತತ್ತ್ವ
அடினோஹைபோஃபிசிஸ்,ತತ್ತ್ವ
அடினோசின் டைபாஸ்பேட்,ತಿರಸ್ಕಾರ
அடினோசின் டீமினேஸ்,ಅಂಧ
அடினோசின் மோனோபாஸ்பேட்,ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್
அடினோசின் ட்ரைபாஸ்பேட் (ஏடிபி),ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ)
அடினிலேட் சைக்லேஸ்,ತಿರಸ್ಕಾರ
பிசின் சக்தி,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
கொழுப்பு,ಅಡಿಪಡಿ
அடிபோசைட் (கொழுப்பு செல்),ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ)
கொழுப்பு திசு,ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ
Adnate,ಮಡಿ
அருகிலுள்ள சமூகம்,ಪಕ್ಕದ ಸಮುದಾಯ
அட்ரீனல்,ಮೂತ್ರಜನಕಾಂಗ
அட்ரினல் சுரப்பி,ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ
அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್)
அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್)
Adsorbent,ಹೊರಹೀರುವ
உறிஞ்சுதல்,ಹೊರಹೀರತೆ
மேம்பட்ட சோர்டேட்,ಸುಧಾರಿತ ಸ್ವರಮೇಳ
சாதகமான பிறழ்வு,ಅನುಕೂಲಕರ ರೂಪಾಂತರ
சாகச,ಸಾಹಸದ
சாகச வேர்,ಸಾಹಸಿ ಮೂಲ
பாதகமான விளைவு,ದುಷ್ಪರಿಣಾಮ
Aedes,ಈಡಿಸ್
கலாச்சாரத்தின் காற்றோட்டம்,ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ
ஏரென்கிமா,ವಾಮಪಂಥೀಯ
வான்வழி,ವೈಮಾನಿಕ
வான்வழி வேர்,ವೈಮಾನಿಕ ಮೂಲ
வான்வழி படப்பிடிப்பு,ವೈಮಾನಿಕ ಚಿಗುರು
ஏரோபிக் சுவாசம்,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
ஏரோபிக் சுவாசம்,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
அழகியல்,ಸೌಂದರ್ಯಶಾಸ್ತ್ರ
அவதூறு,ಅಸ್ವಸ್ಥತೆ
அவதூறு,ಅಸ್ವಸ್ಥತೆ
Afferent,ವಿಪರೀತ
இணைப்பு நிறமூர்த்தம்,ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
பாதிக்கப்பட்ட உறுப்பு,ಪೀಡಿತ ಅಂಗ
காடு வளர்ப்பு,ಸಂಯಮ
அகமோஸ்பெர்மி,ಗಗನಯ
அகர்,ಗಾಡಿ
அகரோஸ்,ಜನಗಮಣ
அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்,ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್
அகரோஸ் பாலிமர் ஜெல்,ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್
அகாஸ்ட்,ಚೂರುಪಾರು
நீலக்கத்தாழை,ಭೂತಾಳೆ
வயது விநியோகம்,ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ
வயது பிரமிட்,ವಯಸ್ಸು ಪಿರಮಿಡ್
திரட்டுதல்,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
மதிப்பீட்டு,ಒಟ್ಟು
நுண்ணறைகளின் மொத்தம்,ಕೋಶಕ ಒಟ್ಟು
நுண்ணறைகளின் மொத்தம்,ಕೋಶಕ ಒಟ್ಟು
திரட்டுதல்,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ஆக்கிரமிப்பு,ಆಕ್ರಮಣಶೀಲತೆ
கிளர்ச்சி அமைப்பு,ಚಮತ್ಕಾರ
அக்னாதா,ಅಜ್ಞಾತ
அகூட்டி,ಗಾಡಿ
அக்ரானல் குளோரோபிளாஸ்ட்,ಪಂಥದ
வேளாண்,ಕೃಪಣದ
அக்ரானுலோசைட்,ಪಂಥಿ
வேளாண்மை,ಕೃಷಿ
வளர்ப்பு,ಕೃಚಾರಕ
அக்ரோபாக்டீரியம் மத்தியஸ்தம்,ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ
அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்,ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್
வேளாண் வேதியியல்,ಕೃಷಿ ರಾಸಾಯನಿಕ
வேளாண் வேதியியல்,ಕೃಷಿ ರಾಸಾಯನಿಕ
வேளாண் மண்டலம்,ಕೃಷಿ ವಲಯ
வேளாண் பண்பு,ಕೃಷಿ ಲಕ್ಷಣ
வேளாண்,ಕೃಷಿ ವಿಜ್ಞಾನ
எய்ட்ஸ்,ನೆರಳು
காற்று சிறுநீர்ப்பை,ಗಾಳಿಗೊಡೆ
ஏர் கண்டிஷனர்,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
விமானப் பாதை,ಗಾಳಿಯ ಮಾರ್ಗ
காற்று மாசுபாடு,ವಾಯು ಮಾಲಿನ್ಯ
ஏர் சாக்,ಗಾಳಿಯ ಚೀಲ
காற்று வெற்றிடம்,ವಿಮಾನ ನಿರ್ವಾತ
காற்று சுவாசம்,ಗಾಳಿ ಮರೆಯುವ
அலைன்,ತಲ್ಲಣ
அலரி தசை,ಅಲರಿ ಸ್ನಾಯು
அலாஸ்கன் பிரவுன் கரடி,ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ
இயற்கை நிறத்தை இழந்தவர்,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
அல்புகோ,ದಾಸ್ಯ
ஆல்புமின்,ಉಣ್ಣೆಯಂಥ
ஆல்புமினஸ் விதை,ಉಬ್ಬು ಬೀಜದ ಬೀಜ
அல்புமினூரியா,ಬಿಲ್ಲಿನ
ஆல்பர்னம்,ಪಾರಾಗಲಿ
அல்செடே,ಹದಮುದಾಯಿ
ஆல்டிஹீட்,ಆಲ್ಡಿಹ್ಯೀಡ್
ஆல்டோஸ்டிரோன் அமைப்பு,ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ
ஆல்டோஸ்டிரோன்,ಆಲ್ಡೋಸ್ಟಲಿಗೆ
அலியுரோன் அடுக்கு,ಅಲ್ಯೂರೋನ್ ಪದರ
அலூரோபிளாஸ்ட்,ಕಣ್ಣುಹಾಯ
அல்பால்ஃபா,ಉಚ್ಚಾರಣಾ
பாசி பூக்கும்,ಪಾಚಿಯ ಹೂವು
ஆல்ஜின்,ಪಾರಿಗೊಣ
ஏலியன் டி.என்.ஏ.,ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ
அன்னிய இனங்கள்,ಅನ್ಯ
சீரமைப்பு,ಜೋಡಣೆ
சீரமைப்பு,ಜೋಡಣೆ
உணவுக்குழாய்,ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ
ஆன்டிமென்டரி சிஸ்டம்,ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ
அலிஸ்மேசீஸ்,ಮಿತ್ರತತ್ವ
காராய்டு,ಕ್ಷಾರೀಯ
கார,ಕ್ಷಾರೀಯ
அல்காப்டோனூரியா,ಕ್ಷಾರೀಯ
அலன்டோயிஸ்,ನಾರು
அலீல் அதிர்வெண்,ಆಲೀಲ್ ಆವರ್ತನ
அல்லீல்,ಇಳಿಜಾರು
அல்லீலோமார்பிக் ஜோடி,ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ
ஒவ்வாமை,ಅಲರ್ಜಾಟ
முதலை,ಅಲಿಗ್ನ
அல்லியம் செபா,ಆಲಿಯಂ ಸೆಪಾ
Allocamy,ಅಲೋಗಮಿ
அலோகிராஃப்ட்,ಅರಿಯುವವಳು
அலோபாட்ரிக் விவரக்குறிப்பு,ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್
அலோபோலிப்ளோயிட்,ಸೂತ್ರ
அலோஸ்டெரிக் விளைவு,ಅಲೀರಿಕ್ ಪರಿಣಾಮ
அலோஸ்டெரிக் என்சைம்,ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ
அலோஸ்டெரிக் இன்ஹிபிட்டர்,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ
அலோஸ்டெரிக் பண்பேற்றம்,ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್
அலோஸ்டெரிக் தளம்,ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್
அலோஸ்டெரிக் தடுப்பு,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ
அலோடெட்ராப்ளோயிட்,ತಟೆಾತ್ರಾ
அல்னஸ்,ದಾಸ್ಯ
கற்றாழை,ಅಡೆ
அச்சுடன்,ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ
ஆல்பா-ஆன்டிட்ரிப்சின்,ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್
ஆல்பா-லாக்டல்புமின்,ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್
ஆல்பைன் காலநிலை நிலை,ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ
ஆல்பைன் புல்வெளி,ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು
ஆல்பைன் மண்டலம்,ಆಲ್ಪೈನ್ ವಲಯ
ஆல்ஸ்டோனியா,ಆಲ್ಸ್ಟೋನಿಯಾ
ஆல்டர்னேரியா,ಪರ್ಯೇಡು
மாற்று,ಪರ್ಯಾಯ
தலைமுறையின் மாற்று,ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ
உயர நோய்,ಎತ್ತರ ಕಾಯಿಲೆ
உயரம்,ಎತ್ತರ
அல்வியோலர் குழாய்,ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ
Alytes,ಮಣ್ಣು
அல்சீமர் நோய்,ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ
AMACRINE CELL,ಅಮಾಮಿನ ಕೋಶ
அமராந்தேசி,ಹುಳ
அமராந்தஸ்,ಹುಳಿ
சுற்றுப்புற ஆஸ்மோடிக் செறிவு,ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ
அம்ப்ஸ்டோமா,ಅಂಬಿಸ್ಟೋಮ
அமைடு,ಅಸ್ಫುಲ್
அமினோ அமிலம்,ಅಮೈನೊ ಆಸಿಡ್
அமினோ அமில ஏற்பி,ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ
அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்,ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್
அமினோஅசிலேஷன்,ಅಮೈನೊಅಸಿಲೇಷನ್
அமிடோசிஸ்,ಅಮೀಟಾಸಿ
அம்மோனியா,ಅಮೋನಿಯ
அம்மோனிகேஃபிகேஷன்,ಅಮೋನೀಕರಣ
அம்மோனோடெலிசம்,ಅಮ್ಮನೋಟೆಲಿಸಂ
அம்னோசென்டெசிஸ்,ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್
அம்னோசென்டெசிஸ் நுட்பம்,ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ
அம்னியோசைட்,ಅಮ್ನಿಯೈಟ್
அம்னியன்,ಮಂಕಾದ
அம்னோடிக் திரவம்,ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ
அம்னோடிக் சவ்வு,ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್
அம்னோடிக் சாக்,ಜಾಮಿಕಾಟದ ಚೀಲ
அமீபா,ಅಮೀಬ
அமீபோசைட்,ಅಮೀಬೋಸೈಟ್
அமீபாய்டு,ಅಮೀಬಯುಡಿ
அமீபாய்டு லிம்போசைட்,ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್
அமீபாய்டு இயக்கம்,ಅಮೀಬಯಿಡ್ ಚಲನೆ
உருவமற்ற,ಅರೂಪದ
தொகை,ಮೊತ್ತ
ஆம்பெடமைன்,ಆಭರಣ
ஆம்பிபியா,ಉಭಯಚರ
ஆம்பிபியன்,ಉಭಯಚರ
ஆம்பிபியன்,ಉಭಯಚರ
ஆம்பியோக்ஸஸ்,ಉಲ್ಬಣ
ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்,ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್
ஆம்பிபாதிக்,ಉಭಯಪಕ್ಷೀಯ
ஆம்பிபாதிக் லிப்பிட்,ಉಭಯಚರ ಲಿಪಿಡ್
ஆம்பிசர்கா,ಉಚ್ಚಾರೆ
ஆம்பிசிலின்,ಲೋಕದ
ஆம்புல்லா,ಹಲ್ಲು
ஆம்பல்லரி சுரப்பி,ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ
அமிக்டால்,ಅಮಿಗ್ಡಾಲ್
அமிக்டேல்,ಬಾಚು
அமிக்டலின்,ಅಮಿಗ್ಲಿನ್
அமிலேஸ்,ಮಂಕಾದ
அமிலோபிளாஸ்ட்,ಅಮಿಲೋಪ್ಲಾಸ್ಟ್
அனபீனா,ಅ ೦ ಗಡಿ
அனபாஸ்,ಹಳ್ಳ
அனபோலிக் பாதைகள்,ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು
அனபோலிசம்,ಅನಾಬಾಲಿಸಂ
அனகார்டியாசி,ಅನಾಕಾರ್ಡಿಯಾಸಿ
இரத்த சோகை,ರಕ್ತಹೀನತೆ
காற்றில்லா,ಬಯೆರೋಲೆ
காற்றில்லா எரிபொருள்,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
காற்றில்லா சுவாசம்,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
காற்றில்லா கசடு டைஜெஸ்டர்,ಆಮ್ಲಜನಕರಹಿತ ಕೆಸರು ಡೈಜೆಸ್ಟರ್
காற்றில்லா,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
அனைமா,ಅನೈಮ
குத,ಗುದ
குத,ಗುದ
குத துளை,ಗುದ ದ್ಯುತಿರಂಧ್ರ
குத செர்சி,ಗುದ
குத லூப்,ಗುದ ಲೂಪು
குத பாணி,ಗುದ ಶೈಲಿ
ஒப்பீட்டு,ಹೋಲುವ
ஒப்பீட்டு,ಹೋಲುವ
ஒப்புமை,ಸಾದೃಶ್ಯ
ஒப்புமை,ಸಾದೃಶ್ಯ
பகுப்பாய்வு,ವಿಶ್ಲೇಷಣೆ
அனாபேஸ்,ಅನಾಫೇಸ್
உடற்கூறியல் தடை,ಅಂಗರಚನಾ ತಡೆಗೋಡೆ
உடற்கூறியல் அம்சம்,ಅಂಗರಚನಾ ಅಂಶ
உடற்கூறியல் நிபுணர்,ಅಂಗರಚನಾ ತಜ್ಞ
உடற்கூறியல்,ಅಂಗರಚನಾಶಾಸ್ತ್ರ
மூதாதையர் வழித்தோன்றல் வரிசை,ಪೂರ್ವಜರ ವಂಶಸ್ಥ ಅನುಕ್ರಮ
மூதாதையர் பரம்பரை,ಪೂರ್ವಜರ ವಂಶ
மூதாதையர் வரிசை,ಪೂರ್ವಜರ ಅನುಕ್ರಮ
அன்சிலோஸ்டோமா,ಚಾಚು
ஆண்ட்ரோசியம்,ಆಂಡ್ರೊಸಿಯಮ್
ஆண்ட்ரோஜன்,Andrಷಧ
இரத்த சோகை,ರಕ್ತಹೀನತೆ
அனிமோன்,ವೇಶ್ಯೆ
அனூப்ளோயிட்,ಅನೆಲಾಯ್ಡ್
அனூப்ளோயிடி,ಅನೆಪ್ಲು
ஆஞ்சினா,ಗಂಜಿ
ஆஞ்சியோகிராம்,ಆಂಗಿಯ ವರ್ಗ
ஆஞ்சியோகிராஃப்,ಆತಿ
ஆஞ்சியோகிராஃபி,ಆಂಜಿಯಾರಿ ಶಾಸ್ತ್ರ
ஆஞ்சியோபிளாஸ்டி,ಆಂಜಿಯೋಪ್ಲಾಸ್ಟಿ
ஆஞ்சியோஸ்பெர்ம்,ಆಂಗಿಯೋಸ್ಪೆರ್ಮು
ஆஞ்சியோடென்சின்,ಆಂಜಿಯೋಟೆನ್ಸಿನ್
ஆஞ்சியோடென்சினோஜென்,ಆಂಜಿಯೋಟೆನ್ಸಿನ್ ವಂಶದ
ஆங்லர் மீன்,ಗಾಳಹಾಕಿ ಮೀನು
அங்குயினா,ಗದ್ದೆ
ஆங்குயிஸ்,ಕುಡಿನೂದಿ
விலங்கு,ಪ್ರಾಣಿ
விலங்கு,ಪ್ರಾಣಿ
விலங்கு சாணம்,ಪ್ರಾಣಿ ಸಗಣಿ
கால்நடை வளர்ப்பு,ಪಶುಸಂಗೋಪನೆ
விலங்கு காரியோடைப்பிங்,ಪ್ರಾಣಿ ಕ್ಯಾರಿಯೋಟೈಪಿಂಗ್
விலங்கு இராச்சியம்,ಪ್ರಾಣಿ ಸಾಮ್ರಾಜ್ಯ
விலங்கு திசு,ಪ್ರಾಣಿಗಳ ಅಂಗಾಂಶ
விலங்கு,ಪ್ರಾಣಿ
அனியன்,ಅಯಾನು
அனிசோட்ரோபிக் பேண்ட்,ಅನಿಸೊಟ್ರಾಪಿಕ್ ಬ್ಯಾಂಡ್
அனீலிங்,ಮುಟ್ಟಿದ
Annelid,ಗಡಿಯಾರ
அன்னெலிடா,ಅನುಗ್ರಹದ
ஆண்டு வளையம்,ವಾರ್ಷಿಕ ಉಂಗುರ
வருடாந்திர,ಉರಿಯೂತ
Annule,ಅನ್ನ್ಯೂಲ್
ஒழுங்கற்ற வகை,ಅಸಂಗತ ಪ್ರಕಾರ
அனோபீல்ஸ்,ಅನಾಫಿಲಿಸ್
எறும்பு உண்பவர்,ಇರುವೆ ಭಕ್ಷಕ
விரோதமான,ವಿರೋಧದ
அண்டார்டிக்,ಪೃಷ್ಠದ
ஆண்டெனா,ಆನಂತಾ
ஆண்டெனா காம்ப்ளக்ஸ்,ಆಂಟೆನಾ ಸಂಕೀರ್ಣ
ஆண்டெனல் சுரப்பி,ಆಂಟೆನಾಲ್ ಗ್ರಂಥಿ
முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு,ಮುಂಭಾಗದ (ಕುಹರದ) ಬೂದು ಕೊಂಬು
முன்புற ஹைப்போபிஸிஸ்,ಮುಂಭಾಗದ ಹೈಪೋಫಿಸಿಸ್
முன்புற தலையீட்டு சல்கஸ்,ಮುಂಭಾಗದ ಮಧ್ಯಸ್ಥಿಕೆಯ ಸಲ್ಕಸ್
மகரந்தம்,ಪರಾಗ
மகரந்த கலாச்சாரம்,ಪರಂಪರೆ ಸಂಸ್ಕೃತಿ
Anteridium,ಸ ೦ ಗಂಥಿಯ
ஆந்தமாசி,ಪರಾಗಿದರದ
அந்தோசெரோஸ்,ಆಂಥೆಸೆರೋಸ್
அந்தோசெரோடோப்சிடா,ಆಂಥೋಸೆರೋಟಾಪ್ಸಿಡಾ
ஆந்த்ராக்ஸ்,ಆಂಥ್ರಾಕ್ಸ್
