Punjabi,Hindi
ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ,ग्रेना-रहित हरितलवक
ਅਗਰੂ,"अकणकीय, रवाहीन"
ਅਗਰਾਨੂਲੋਸਾਈਟ,अकणिकाणु
ਖੇਤੀ ਬਾੜੀ,"कृषि, खेती"
ਐਗਰੋਫੋਰੈਸਟਰੀ,कृषिवानिकी
ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ,"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित"
ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼,ऐग्रोबैक्टीरियम टूमिफेसियन्स
ਐਗਰੋ ਕੈਮੀਕਲ,कृषि-रसायन
ਐਗਰੋ ਕੈਮੀਕਲ,कृषि रसायनिक
ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ,कृषि-जलवायु अंचल
ਖੇਤੀਬਾਜੀ ਗੁਣ,सस्यीय विशेषक
ਖੇਤੀਬਾੜੀ,सस्यविज्ञान
ਏਡਜ਼,एड्स
ਏਅਰ ਬਲੈਡਰ,वायु आशय
ੲੇ. ਸੀ,वातानुकूलक
ਹਵਾ ਦਾ ਰਾਹ,वायु पथ
ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ,वायु प्रदूषण
ਏਅਰ ਸੈਕ,वायु कोश
ਏਅਰ ਵੈਕਲੂਓਲ,वायु धानी
ਹਵਾ-ਸਾਹ,वायु-श्वसन
ਅਲੇਨ,एलेन
ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ,पक्षाकार पेशी
ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ,अलास्काई भूरा भालू
ਐਲਬਿਨੋ,वर्णकहीन
ਆਲਬੂਗੋ,ऐल्बूगो
ਐਲਬਮਿਨ,ऐल्बूमिन
ਐਲਬਿੰਜੀਨ ਬੀਜ,ऐल्बूमिनी बीज
ਐਲਬਿ → ਮਿਨੂਰੀਆ,"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया"
ਐਲਬਟਨਮ,"रसकाष्ठ, एल्बर्नम"
ਐਲਸੀਏਸੀ,ऐल्सीडी
Aldeyhede,ऐल्डिहाइड
ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ,ऐल्डोस्टेरोन तंत्र
ਅਲੇਸਟਰੋਨ,ऐल्डोस्टेरोन
ਅਲੇਪੁਰਨ ਪਰਤ,ऐल्यूरॉन परत
ਐਲੇਰੋਪਲਾਸਟ,ऐल्यूरोप्लास्ट
ਅਲਫਾਫਾ,ऐल्फाल्फा
ਐਲਗਲ ਖਿੜ,शैवाल प्रस्फुटन
ਅਲੀਗਿਨ,ऐल्जिन
ਪਰਦੇਸੀ ਡੀਐਨਏ,विजातीय डी. एन. ए
ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ,विदेशी जाति
ਅਲਾਈਨਮੈਂਟ,संरेखण
ਅਲਾਈਨਮੈਂਟ,अनुयोजन
ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ,आहार नाल
ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ,आहार-तंत्र
ਐਲਿਸਮੇਸਸੀ,ऐलिस्मेसी
ਐਲਕਾਲਾਇਡ,ऐल्केलॉइड
ਐਲਕਲੀਨ,क्षारीय
ਅਲਕਾਪਟਨੂਰੀਆ,ऐल्कैप्टनमेह
ਅੱਲੈਂਟੋਇਸ,अपरापोषिका
ਐਲੀ ਬਾਰੰਬਾਰਤਾ,विकल्पी आवृत्ति
ਐਲੀਲ,"विकल्पी, युग्मविकल्पी"
ਅਲੇਲਬਿਕ ਜੋੜੀ,विकल्पी युग्म
ਐਲਰਗੇਨ,"प्रत्यूर्जक, एलर्जन"
ਐਲੀਗੇਟਰ,"नक्र, ऐलिगेटर"
ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.,ऐलियम सीपा
ਆਲੋਗਮ,परनिषेचन
ਅਲਾਗ੍ਰਾਫਟ,अपरनिरोप
ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ,विस्थानिक जाति-उद्भवन
ਐਲੋਪੋਲਾਈਵਲਾਈਡ,अपरबहुगुणित
ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ,अपरस्थली प्रभाव
ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ,अपरस्थली एंजाइम
ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ,अपरस्थलीय संदमक
ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ,अपरस्थली मॉडुलन
ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ,अपरस्थलीय स्थान
ਐਲੋਸਟਰਿਕ ਰੋਕ,अपरस्थली संदमन
Allotetraplaidd,अपरचतुर्गुणित
ਐਲਾਨਸ,ऐलनस
ਐਲੋ,ऐलो
ਐਕਸੋਨ ਦੇ ਨਾਲ,ऐक्सॉन की दिशा में
ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ,ऐल्फा-ऐंटीट्रीप्सिन
ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ,"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन"
ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ,अल्पाइन जलवायवीय परिस्थिति
ਅਲਪਾਈਨ ਮੈਡੋ,अल्पाइन शाद्वल
ਅਲਪਾਈਨ ਜ਼ੋਨ,अल्पाइन क्षेत्र
ਅਲਸਟੋਨੀਆ,ऐल्स्टोनिया
ਅਲਟਰਨੇਰੀਆ,आल्टर्नेरिया
ਵਿਕਲਪਿਕ,एकांतर
ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ,पीढ़ी-एकांतरण
ਉਚਾਈ ਬਿਮਾਰੀ,तुंगता अस्वस्थता
ਉਚਾਈ,तुगंता
ਐਲਵੋਲਰ ਡੈਕਟ,कूपिका वाहिनी
ਅਲਾਈਨ,एलाइटीज
ਅਲਜ਼ਾਈਮਰ ਰੋਗ,ऐल्जाइमर रोग
ਅਮੈਕਰਾਈਨ ਸੈੱਲ,अतंत्रिकाक्षी कोशिका
ਅਮਰੰਥੈਸੇ,अमारेंथेसी
ਅਮੈਸ਼ਨਥਸ,अमारेंथस (चौलाई)
ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ,परिवेश परासरणी सांद्रण
ਅਮੈਸਟੋਮਾ,ऐम्बिस्टोमा
ਐਮੀਡ,ऐमाइड
ਅਮੀਨੋ ਐਸਿਡ,ऐमीनो अम्ल
ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ,ऐमीनो अम्ल-ग्राही
ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ,ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज
ਅਮੀਨੋਕੁਲੇਸ਼ਨ,ऐमीनोएसिलीयन
ਅਮਿਤੋਸਿਸ,असूत्री विभाजन
ਅਮੋਨੀਆ,अमोनिया
ਅਨੁਮੋਧ,अमोनीकरण
ਅਮੋਨੋਟੇਲਿਜ਼ਮ,अमोनिया-उत्सर्जन
ਅਮਨੀਓਸੈਂਟੀਸਿਸ,उल्बवेधन
ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ,उल्बवेधन तकनीक
ਅਮਨੀਓਸਾਈਟ,उल्बकोशिका
ਅਮਨੀਅਨ,उल्ब
ਅਮਨੀਓਟਿਕ ਤਰਲ,उल्ब तरल
ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ,उल्ब कला
ਅਮਨੀਓਟਿਕਯੂ,उल्ब कोश
ਅਮੋਬਾ,अमीबा
ਅਮੀਓਬੋਸਾਈਟ,"अमीबाणु, अमीबीकोशिका"
ਅਮੀਬੋਇਡ,"अमीबाभ, अमीबीय"
ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ,अमीबाभ लसीकाणु
ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ,"अमीबीय गति, अमीबाभ गति"
ਅਮੋਰੈਫਸ,"रवाहीन, अक्रिस्टलीय"
ਦੀ ਰਕਮ,"मात्रा, परिमाण"
ਅਮੀਫੇਟਾਮਾਈਨ,ऐम्फेटैमीन
ਅਮਫੀਬੀਆ,ऐम्फिबिया
ਐਫੀਬੀਅਨ,ऐम्फिबियन (प्राणी)
ਐਫੀਬੀਅਨ,उभयचर
Amphioxus,एम्फिऑक्सस
Amphioxus Lannolotus,ऐम्फिऑक्सस लेन्सयोलेटस
ਐਮਫੀਪਾਥਿਕ,उभयसंवेदी
ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ,उभयसंवेदी वसा
ਅਮਫੀਸਾਰਕਾ,ऐम्फिसार्का
ਐਂਪੀਸਿਲਿਨ,ऐम्पिसिलिन
Ampulla,"तुंबिका, ऐंपुला"
ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ,तुंबिका ग्रंथि
ਅਮੀਗਡਲ,ऐमिग्डल
ਅਮੀਗਡੇਲ,वातामक
ਅਮੀਗਡਲਿਨ,ऐमिग्डालिन
ਐਮੀਲੇਸ,एमिलेज
ਅਮੋਲੋਪਲਾਸਸਟ,मंडलवक
ਅਨਬਾਨਾ,ऐनाबीना
ਅਨਬਾਸ,ऐनाबस
ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ,उपचय पथक्रम
ਐਨਾਬੋਲਿਜ਼ਮ,उपचय
ਅਨਾਕਾਰਿਆਸੀ,ऐनाकार्डिएसी
ਅਨੀਮੀਆ,अरक्तता
ਅਨੀਰੋਬ,"अवायुजीव, अनॉक्सी जीव"
ਅਨੈਰੋਬਿਕ ਬਾਲਣ,अवायवी ईंधन
ਅਨੈਰੋਬਿਕ ਸਾਹ,"अवायु-श्वसन, अनॉक्सीय श्वसन"
ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ,अवायवी आपंक पाचित्र
ਅਨੀਰੋਬਿਕ,"अवायवी, अवायुजीवी"
ਅਨਾਮਾ,एनाइमा
ਗੁਦਾ,"गुदीय, गुद"
ਗੁਦਾ,पक्षांत
ਗੁਦਾ ਅਪਰਚਰ,"गुदीय द्वारक, गुद छिद्र"
ਗੁਦਾ ਕਰਬੇਲੀ,गुदलूम
ਗੁਦਾ ਲੂਪ,पक्षांत पाश
ਗੁਦਾ ਸ਼ੈਲੀ,गुदशूक
ਸਮਾਨ,समवृत्ति
ਸਮਾਨ,"सदृश, अनुरूप"
ਸਮਾਨਤਾ,समवृत्तिता
ਸਮਾਨਤਾ,"सादृश्य, अनुरूपता"
ਵਿਸ਼ਲੇਸ਼ਣ,विश्लेषण
ਐਨਾਫਸੇਸ,पश्चावस्था
ਐਨੀਟੋਮਿਕ ਬੈਰੀਅਰ,शारीरी रोध
ਐਨਾਟੋਮਿਕਲ ਪਹਿਲੂ,शारीरीय पक्ष
ਐਨੀਟੋਮਿਸਟ,शारीरज्ञ
ਸਰੀਰ ਵਿਗਿਆਨ,शारीर
ਪੂਰਵਜ ਵੰਸ਼ਜ ਕ੍ਰਮ,पूर्वज वंशज अनुक्रम
ਜੱਦੀ ਵੰਸ਼ਜ,पूर्वज वंशक्रम
ਪੂਰਵਜ ਕ੍ਰਮ,पूर्वज अनुक्रम
ਐਸੀਕੇਲੋਸਟੋਮਾ,ऐंकिलोस्टोमा
ਐਂਡਰੋਸੀਅਮ,पुमंग
ਐਂਡਰੋਜਨ,"ऐंड्रोजेन, पुंजन"
ਅਨੀਮੀਆ,अरक्तता
ਅਨੀਮੋਨ,अनेमनी
ਅਨੀਉਟਲੋਇਡ,असुगुणित
ਅਨੀਯੁਰਾਕੀਡੀ,असुगुणिता
ਐਨਜਾਈਨਾ,ऐंजाइना
ਐਂਜੀਗਰਾਮ,वाहिकाचित्र
ਐਂਜੀਓਗ੍ਰਾਫ,ऐंजिओग्राफ
ਐਂਜੀਓਗ੍ਰਾਫੀ,"वाहिकाचित्रण, ऐंजिओग्राफी"
ਐਂਜੀਓਪਲਾਸਟੀ,"वाहिका-संधान, ऐंजिओप्लास्टी"
ਐਂਜੀਓਸਪਰਸਮ,आवृतबीजी
ਐਂਜੀਓਟੈਨਸਿਨ,ऐंजिओटेन्सिन
ਐਂਜੀਓਟੈਨਸਿਨੋਜਨ,ऐंजिओटेन्सिनोजन
ਐਂਗਲਰ ਮੱਛੀ,वडिश मीन
ਅੰਗੀਨਾ,ऐंग्विना
Anguiss,ऐन्गुइस
ਜਾਨਵਰ,प्राणी
ਜਾਨਵਰ,पशु
ਜਾਨਵਰ ਗੋਬਰ,पशु शमल
ਪਸ਼ੂ ਪਾਲਣ,पशुपालन
ਜਾਨਵਰ ਕੈਰੀਓਟਾਈਪਿੰਗ,प्राणी गुणसूत्रप्ररूपण
ਪਸ਼ੂ ਰਾਜ,प्राणिजगत्
ਜਾਨਵਰਾਂ ਦੇ ਟਿਸ਼ੂ,प्राणि-ऊतक
ਯੰਤਰੀਆ,ऐनिमेलिया
Anion,ऋणायन
ਐਨਿਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ,विषमदैशिक पट्ट
ਐਂਲਿੰਗਿੰਗ,अनीलन
ਅੰਨੇਲਿਡ,ऐनेलिड (प्राणी)
ਅਨਲਿਲਡਾ,ऐनेलिडा
ਸਾਲਾਨਾ ਰਿੰਗ,वार्षिक वलय
ਅੰਨਟੇਡ,वलयाकार
ਸਾਲ,"वलयांश, ऐन्यूल"
ਅਸਧਾਰਨ ਕਿਸਮ,असंगत प्ररूप
ਐਨਾਓਫੇਲਜ਼,ऐनोफेलीज
ਕੀੜੀ ਹੈਟਰ,चींटीखोर
ਵਿਰੋਧੀ,विरोधी
ਅੰਟਾਰਕਟਿਕ,दक्षिण ध्रुवीय
ਐਂਟੀਨਾ,शृंगिका
ਐਂਟੀਨਾ ਕੰਪਲੈਕਸ,ऐन्टेना संकुल
ਐਨਟੇਨਲ ਗਲੈਂਡ,शृंगिका ग्रंथि
ਪਿਛਲੇ (ਵੈਂਟ੍ਰਲ) ਸਲੇਟੀ ਸਿੰਗ,अग्र (अधर) घूसर शृंग
ਐਂਟੀਰੀਫਾਈਫਾਈਸਿਸ,अग्र पीयूषिका
ਐਂਟੀਰੀਅਰ ਇੰਟਰਵੈਂਟ੍ਰਿਕੂਲਰ ਸੂਲਕਸ,अग्र अंतरानिलयी परिखा
ਐਂਥਰ,परागकोश
ਐਂਥਰ ਸਭਿਆਚਾਰ,पराग संवर्धन
ਐਂਡਰਾਈਡਿਅਮ,पुंधानी
ਐਂਡਰੋਜ਼ੋਇਡ,पुमणु
ਐਂਥਸੋਰੋਸ,ऐन्थोसिरोस
ਐਂਥੋਸਰੋਟੋਫਡਾਡਾ,ऐन्थोसिरोटॉप्सिडा
ਐਂਥ੍ਰੈਕਸ,ऐन्थ्रैक्स
ਐਂਥ੍ਰੋਪੋਜਾਈਜਡ ਅਲੋਪ,मानवजनित विलोपन
ਮਾਨਵ-ਵਿਗਿਆਨ,मानवविज्ञान
ਐਂਟੀਬੈਕਟੀਰੀਅਲ,प्रतिजीवाणुक
ਐਂਟੀਬਾਇਓਟਿਕ ਪੈਨਸਿਲਿਨ,प्रतिजैविक पेनिसिलिन
ਐਂਟੀਬਾਇਓਟਿਕ ਰੋਧਕ,प्रतिजैविक प्रतिरोधी
ਐਂਟੀਬਾਇਓਟਿਕ (ਜ਼),प्रतिजैविक
ਐਂਟੀਬਾਡੀ,"प्रतिरक्षी, प्रतिपिंड"
ਐਂਟੀਬਾਡੀ ਜੋੜਾ,"प्रतिरक्षी युग्म, प्रतिपिंड युग्म"
ਐਂਟੀਬਾਡੀ ਵਿਚੋਲੀ ਛੋਟ,प्रतिरक्षी माध्यित प्रतिरक्षा
ਐਂਟੀਕੋਆਗੂਲੈਂਟ,प्रतिस्कंदक
ਐਂਟੀਕੋਡਨ ਲੂਪ,प्रतिप्रकूट पाश (प्रतिकोडॉन पाश)
ਰੋਗਾਣੂਨਾਸ਼ਕ,प्रति-अवसादक
ਐਂਟੀਡੀਯੂਯੂਰੀ ਹਾਰਮੋਨ (ਏਡੀਐਚ),प्रतिमूत्रल हॉर्मोन
ਐਂਟੀਗਨ ਜੀਨ,प्रतिजन जीन
ਐਂਟੀਗਨ-ਐਂਟੀਬਾਡੀ ਕੰਪਲੈਕਸ,प्रतिजन-प्रतिरक्षी सम्मिश्र
