Hindi,Malayalam
"काल-प्रभावन, जीर्णन",വാർദ്ധക്യം (=വാർദ്ധക്യം)
जीर्णन-प्रक्रिया,പ്രായമാകൽ പ്രക്രിയ
एजिलायी,അഗെലൈ
शौर्य युग,ധീരതയുടെ പ്രായം
"प्रबोध युग, ज्ञानोदय युग",എൻഗ്ലൈറ്റ്മെന്റ് പ്രായം
पेरीक्लीज़ युग,പെരിക്കിൾസിന്റെ പ്രായം
तर्क प्रधान युग,യുക്തിയുടെ പ്രായം
भूमि सुधारवाद,കാർഷികവാദം
भूमि सुधारवादी आंदोलन,കാർഷിക പ്രസ്ഥാനം
एलबियन,ആൽബിയോൺ
अलबम,ആൽബം
"पौर मुख्य, विशिष्ट पौर, आल्‍डर्मन",ആൽഡർമാൻ
कुलांकित आयुध,വശീകരിക്കുന്ന ആയുധങ്ങൾ
मैत्री,അമിറ്റി
एम्फिकटिआनी परिषद,ആംഫിക്റ്റോണിക് കൗൺസിൽ
ऊपर देo : Amphictyonic Council,ആംഫിക്റ്റോണിക് ലീഗ്
"रंगवाट, रंगभूमि, अखाड़ा",ആംഫി തിയേറ്റർ
(मृद्भांडों का) अमरीनाल वर्ग,അമ്രി നാൽ ഗ്രൂപ്പ് (മൺപാത്രങ്ങൾ)
"काल-वैषम्य, काल-दोष",അനാക്രോണിസം
काल-वैषम्ययुक्त,അനാക്രോണിസ്റ്റിക്
पूर्वज,പൂർവ്വികൻ
पितृ-पूजा,പൂർവിക ആരാധന
कुल-परंपरा,വംശപരമ്പര
2. वंश,വംശപരമ്പര
3. वंश-क्रम,വംശപരമ്പര
4. उच्च कुल,വംശപരമ്പര
"प्राचीन शासन-व्यवस्था, क्रांति पूर्व शासन-व्यवस्था",പുരാതന ഭരണം
"पुरातन, प्राचीन",പുരാതന
प्राचीन गाथा,പുരാതന ബാലഡ്
प्राचीन मत,പുരാതന വിശ്വാസം
प्राचीन प्रथा,പുരാതന ആചാരം
प्राचीन हतिहास,പുരാതനമായ ചരിത്രം
प्राचीन स्मारक,പുരാതന സ്മാരകങ്ങൾ
उपाख्यान,ഉപകഥ
एन्जिलोट,ആഞ്ചലോട്ട്
देवदूत पूजा,ആഞ്ചലസ്
आन्जवै,ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ)
ऐन्गल्स,കോണുകൾ
आंग्लिक,ആംഗ്ലിക്കൻ
आंग्ल चर्च,ആംഗ്ലിക്കൻ കൂട്ടായ്മ
आंग्ल चर्चवाद,ആംഗ്ലിക്കനിസം
आंग्ल विरोधी,ആംഗ്ലോ-ഫോബ്
आंग्ल-दुर्भीति,ആംഗ്ലോ-ഫോബിയ
आंग्ल सैक्सन,ആംഗ്ലോ-സാക്സൺ
आंग्ल-सैक्सनवाद,ആംഗ്ലോ-സാക്‌സോണിസം
"आख्यान-लेखक, आख्यानकार",അനലിസ്റ്റ്
"वर्षवृत्त, आख्यान, ख्यात",വാർഷികങ്ങൾ
"अधिनहन, मिला देना",കൂട്ടിച്ചേർക്കൽ
युद्ध पूर्व (स्थिति),ആന്റി-ബെല്ലം
"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण",മുൻ തീയതി
पादरी प्रथा विरोधी,പൗരോഹിത്യ വിരുദ്ധത
पादरी प्रथा विरोधी विधान,വൈദിക വിരുദ്ധ നിയമം
"पुरावशेष, पुरावस्तु",പൗരാണികത
लगान-विरोधी,വാടക വിരുദ്ധം
2. एन्टी रैन्ट पार्टी,വാടക വിരുദ്ധം
"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद",സെമിറ്റിസം വിരുദ്ധത
ऐन्ज़ेक,അൻസാക്ക്
नागरिक सभा,അപ്പെല്ല
अरालू,അരലു
आर्च बिशप,ആർച്ച് ബിഷപ്പ്
आर्च डची,ആർച്ച് ഡച്ചി
आर्च ड्यूक,ആർച്ച് ഡ്യൂക്ക്
पुरालेख संग्रह,ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം)
महाधर्माध्यक्ष का पद,ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്
अभिजाततंत्र,പ്രഭുവർഗ്ഗം
अभिजात,പ്രഭു
अभिजातीय दंभ,പ്രഭുവർഗ്ഗ സ്നോബറി
अरस्तूवादी,അരിസ്റ്റോട്ടിലിയൻ
आर्मेडा,അർമാഡ
स्पेन का आर्मेडा,അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ)
कवच-विशारद,കവചക്കാരൻ (=കവചക്കാരൻ)
"कवच, बख्तर, वर्म",കവചം (=കവചം)
अo देo armorist,ആയുധധാരി
आर्य,ആര്യൻ
2. कुलीन,ആര്യൻ
अस्कारी,അസ്കരി
"आसिग्ना, भू-प्रतिभृत मुद्रा",നിയോഗിക്കുക
अभिसत्र,അസൈസ് ചെയ്യുക
2. विधिपृच्छा,അസൈസ് ചെയ്യുക
3. अभिसत्राधिनियम,അസൈസ് ചെയ്യുക
आयुध अभिसत्राधिनियम,അസൈസ് ഓഫ് ആയുധ നിയമം
डारेन उपस्थापन अभिसत्राधिनियम,അസൈസ് ഓഫ് ഡാരെൻ അവതരണം
मृत पूर्वज अभिसत्राधिनियम,മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്
अभिनव अधिधारणोत्सादन अभिसत्राधिनियम,അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ
नृशंसता,ക്രൂരത
आक्रमण,ആക്രമണം
"सर्वोच्च न्यायालय, ऑलिक काउन्सिल",ഔലിക് കൗൺസിൽ
गेडिस समाधान,ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി)
धुरी राष्ट्र,ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്)
"बाबुल, बेबीलोन",ബാബിലോൺ
बेबीलोनी बंदीकरण,ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം)
बाखुसी उपासक,ബച്ചനൽ ഭക്തൻ
मद्यपानोत्सव,ബച്ചനാലിയ
युवा योद्धा,ബാച്ചിലർ
"बगदाद अनुबंध, बगदाद पैक्ट",ബാഗ്ദാദ് കരാർ
बाल्कन लीग,ബാൽക്കൻ ലീഗ്
बाल्कन अनुबंध,ബാൽക്കൻ കരാർ
बाल्कन युद्ध,ബാൽക്കൻ യുദ്ധങ്ങൾ
बाल्टिक अनुबंध,ബാൾട്ടിക് കരാർ
दस्यु,കൊള്ളക്കാരൻ
बांडुंग सम्मेलन,ബന്ദൂങ് സമ്മേളനം
"निर्वासन, देश-निकाला",നാടുകടത്തൽ
"पताका, ध्वजा",ബാനർ
बर्बर,ബാർബേറിയൻ
कोट-घूँघट,ബാർബിക്കൻ
बारदोली सत्याग्रह,ബർദോളി സത്യാഗ്രഹം
बार्न बर्नस,കളപ്പുര ബർണറുകൾ
"बैरन, सामंत",ബാരൺ
बैरोनेज,ബാരോണേജ്
महासामंत,ബറോണസ് മേജേഴ്സ്
लघु सामंत,ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ
सामंत पत्नी,ബാരോണസ്
उपसामंत,ബാരോനെറ്റ്
उपसामंत वर्ग,ബാരോനെറ്റേജ്
2. बैरोनेट वंशावली,ബാരോനെറ്റേജ്
उपसामंत,ബാരോനെറ്റി
बैरोनी,ബാരോണി
दास बंदीगृह,ബാരക്കൂൺ
2. दास-गृह,ബാരക്കൂൺ
अवरोध,ബാരിക്കേഡ് (=ബാരിക്കഡോ)
2. घिराव,ബാരിക്കേഡ് (=ബാരിക്കഡോ)
3. मोचबिंदी,ബാരിക്കേഡ് (=ബാരിക്കഡോ)
आधार शिबिर,ബേസ് ക്യാമ്പ്
वैसिलिका,ബസിലിക്ക
2. सभा भवन,ബസിലിക്ക
बैस्टील,ബാസ്റ്റില
बैस्टील,ബാസ്റ്റിലി
2. कारागार,ബാസ്റ്റിലി
तोपखाना,ബാറ്ററി
"रण, समर, युद्ध",യുദ്ധം
रण-व्यूह,Battle-array
युद्ध-घोष,യുദ്ധകാഹളം
युद्ध कोलाहल,യുദ്ധം
"रण भूमि, रण क्षेत्र, समरांगण",യുദ്ധക്കളം
युद्ध-गान,യുദ്ധഗാനം
एड़-युद्ध,സ്പർസിന്റെ യുദ്ധം
ध्वज-संग्राम,സ്റ്റാൻഡേർഡ് യുദ്ധം
"रणपोत, जंगी जहाज़, संगरपोत",യുദ്ധക്കപ്പൽ
"संगरपोत शक्ति, रणपोत-शक्ति",യുദ്ധക്കപ്പൽ-ബലം
बेयू चित्रपट,Bayeux ടേപ്പ്സ്ട്രി
संकेत प्रकाश,ബീക്കൺ
प्रकाश स्तंभ,ബീക്കൺ ടവർ
मुखरक्षी,ബീവർ
2. बीवर सिक्का,ബീവർ
समुद्री बैगर,കടലിലെ യാചകർ
युयुत्यु,ബെല്ലിക്കോസ്
2. लड़ाकू,ബെല്ലിക്കോസ്
3. युद्धप्रिय,ബെല്ലിക്കോസ്
"युयुत्सा, युद्धप्रियता, लड़ाकूपन",ബെല്ലിക്കോസിറ്റി
बेलोना,ബെല്ലോന
"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति",ഗുണം
पादरी-सुविधा,വൈദികരുടെ പ്രയോജനം
बेनीलक्स,ബെനെലക്സ്
"बर्लिन डिकी, बर्लिन निषेध",ബെർലിൻ ഉത്തരവ്
"जुझारू योद्धा, नार्सी योद्धा",ബെർസർക്കർ
बजांत,ബസന്റ് (=ബെസന്റ്)
बैथेल,ബെഥേൽ
ग्रंथ-पूजक,ബിബ്ലിയോലേറ്റർ
ग्रंथपूजन,ഗ്രന്ഥശാസ്‌ത്രം
बिग बर्था,ബിഗ് ബെർത്ത
धर्मांध,മതഭ്രാന്തൻ
वासादेश,ബില്ലെറ്റിംഗ്
बिल ऑफ अटेन्डर,ബിൽ ഓഫ് അറ്റൈൻഡർ
अधिकार-पत्र,അവകാശങ്ങളുടെ ബിൽ
"जीवनीकार, चरित लेखक",ജീവചരിത്രകാരൻ
जातक कथाएँ,ജനന കഥകൾ
पड़ाव,Bivouac
2. रण-शिविर,Bivouac
3. सैनिक पहरा,Bivouac
बाइज़ोनिया,ബിസോണിയ
अवैध दास आयात,കറുത്ത പക്ഷികൾ
काला झंडा,കറുത്ത കൊടി
काल-कोठरी,ബ്ലാക്ക് ഹോൾ
2. ब्लैक होल,ബ്ലാക്ക് ഹോൾ
"गद्दार, द्रोही",കറുത്ത കാൽ (=ചുണങ്ങു)
"ब्लैक शर्ट, काली कुर्ती दल",കറുത്ത ഷർട്ട്
कुल चिह्र,ബ്ലാസൺ
2. कुल चिह्र अंकन,ബ്ലാസൺ
कुल-चिह्रांकन कला,ജ്വലനം
2. कलात्मक प्रदर्शन,ജ്വലനം
"तड़ित युद्ध, तूफानी हमला",ബ്ലിറ്റ്സ്ക്രീഗ്
"गौरवमय क्रांति, रक्तहीन क्रांति",രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം)
"रक्तपात देय, खून की कीमत, रक्तपात दण्ड",ബ്ലഡ് വൈറ്റ്
खूनी मेरी (सन् - ईo),ബ്ലഡി മേരി
ब्लू,നീല
"आभिजात्य, कुलीनता",നീല രക്തം
"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक",നീല പുസ്തകം
"नीला फीता, ब्लू रिबन",നീല നാട
2. सर्वोच्च सम्मान,നീല നാട
राजकीय रक्षक,ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ)
नीली कुर्ती दल (इटली),നീല ഷർട്ട്
नौसेना समर्थक,ബ്ലൂ വാട്ടർ സ്കൂൾ
"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल",ബോർഡ് ഓഫ് കൺട്രോൾ
"वर्म, जिरह-बख्तर",ശരീര കവചം
बूर,ബോയർ
लूट का माल,കൊള്ള
बरो,ബറോ
सीनेट सदन,ബൗളൂട്ടേറിയൻ
बूर्बा,ബർബോൺ
बॉक्सर विद्रोह,ബോക്സർ കലാപം
भुज कवच,ബ്രേസ്
बाहु पट्टिका,ബ്രസാർഡ്
"2. भुज बंध, भुज कवच",ബ്രസാർഡ്
बहुधान्यक प्रदेश,ബ്രെഡ് കോളനികൾ
"वक्षस्त्राण, उरस्ताण",ബ്രെസ്റ്റ് പ്ലേറ്റ്
आवक्ष भित्ति,മുലപ്പാൽ ജോലി
"ब्रेटवाल्डा, ब्रिटनों का अधिपति",ബ്രെറ്റ്വാൾഡ
बटमार,ബ്രിഗാൻഡ്
"बटमारी, लुंठन, राहजनी",ബ്രിഗൻഡേജ്
"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल",ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്
"ब्राउन शर्ट्स, भूरी कुर्ती दल",ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ)
ब्रुसेल्स संधि संगठन,ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ)
महिष चर्म,ബഫ്
2. लघु कोट,ബഫ്
बफ़-कोट,ബഫ്-കോട്ട്
बफ़-रेज़िमेंट,ബഫുകൾ
ब्यूल,ബ്യൂൾ (=കൗൺസിൽ)
पट्टेदारी,ബർഗേജ്
पौर प्रतिनिधि,ബർഗെസ്
बाईजेन्टिनी,ബൈസന്റൈൻ
बाइजेन्टिनी गिरजाघर,ബൈസന്റൈൻ പള്ളി
बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य,ബൈസന്റൈൻ സാമ്രാജ്യം
बाइजेन्टिनी संवत्,ബൈസന്റൈൻ യുഗം
बाइजेन्टिनी इतिहासकार,ബൈസന്റൈൻ ചരിത്രകാരന്മാർ
"काबेल, षडयंत्रकारियों का गुट",കാബൽ
सीज़रतंत्र,സീസറിസം
खलीफ़ा,ഖലീഫ
"खुशनवीस, सुलेखक",കാലിഗ്രാഫർ
सुलेख-विशारद,കാലിഗ്രാഫിസ്റ്റ്
सुलेख,കാലിഗ്രാഫി
कैल्ट्रॉप,കാൽട്രോപ്പ്
सौहार्द,സൗഹൃദം
लघु कक्ष,കാമറില്ല
2. षाड्यंत्रिक,കാമറില്ല
(पोप का) मुकुट,കാമലോകം
"छद्मावरण, छद्म गोपन",മറവി
अभियान,പ്രചാരണം
लश्करी; शिविरानुचर,ക്യാമ്പ് ഫോളോവർ
गिरजा क़ब्रिस्तान,കാമ്പോ സാന്റോ
कैंपस मारशियस,കാമ്പസ് മാർഷ്യസ്
"कान्फोरा, डलियावाली",കനേഫോറ
कैंग; काष्ठबंध,കാൻഗു
गोलाबारी,പീരങ്കി
"युद्ध-बलि, तोपचारा",പീരങ്കി കാലിത്തീറ്റ
धर्म-सूत्र,കാനൻ
"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम",കാനൻ നിയമം
"कैनोपेस आज्ञप्ति, कैनोपस डिक्री",കനോപ്പസ് ഉത്തരവ്
"चिह्रित शस्त्र, चिह्रित आयुध",ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു
बंदी,ബന്ദിയാക്കി
बंदीकर्त्ता,ക്യാപ്റ്റർ
कार्डिनल,കർദ്ദിനാൾ
कार्ल,കാൾ
कैरोलिन्जी राजवंश,കരോലിംഗിയൻ രാജവംശം
कारथूसी संप्रदाय,കാർത്തൂഷ്യൻ വിഭാഗം
कारथूसी मठ,കാർട്ടോസ
"किलेदार, कोटपाल",കാസ്റ്റേലിയൻ
2. केस्टेलन,കാസ്റ്റേലിയൻ
वर्ण-व्यवस्था,ജാതി വ്യവസ്ഥ
() दुर्ग,കോട്ട
(2) गढ़ी,കോട്ട
दुर्ग-नगर,കാസിൽ പട്ടണം
कैस्ट्रा,കാസ്ട്ര
2. रोमन शिविर,കാസ്ട്ര
पादरी का सिंहासन,കത്തീഡ്ര
मुख्य गिरजाघर,കത്തീഡ്രൽ
केटो स्ट्रीट षडयंत्र,കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന
कॉडिलो,കൌഡില്ലോ
() कैवेलियर,കവലിയർ
(2) घुड़सवार,കവലിയർ
कैवेलियर पार्लियामेंट,കവലിയർ പാർലമെന്റ്
"पक्ष-त्यागी गुट, आडुलम गुट",അദുല്ലം ഗുഹ
"गुहा-चित्रकारी, गुहा-चित्रण",ഗുഹ പെയിന്റിംഗ്
2. गुहा-चित्र,ഗുഹ പെയിന്റിംഗ്
सेन्टुमविर,സെന്റുംവിർ
सेंचुरियन,ശതാധിപൻ
"शताब्दी, सदी, शती",നൂറ്റാണ്ട്
"जिरह-बख्तर, श्रृंखला-कवच",ചെയിൻ കവചം (=ചെയിൻ മെയിൽ)
"समर्पित मंदिर, समर्पित पूजागृह",ചാന്ത്രി
2. समर्पित धर्मदास,ചാന്ത്രി
चैप पुस्तिका,ചാപ് ബുക്ക്
"धर्माधिकारी, चैपलिन",ചാപ്ലിൻ
पादरी मंडल,അധ്യായം
सांयोगिक दुर्घटनाएँ,അപകടങ്ങളുടെ അധ്യായം
कीतिंचिह्र,ചാർജ് ചെയ്യുക
"कार्यदूत, दूत-कार्यकारी",ഭാരവാഹികൾ
विदाई परामर्श,ചാർജ് വിഭജനം
युद्धाश्व,ചാർജർ
विजय रथ,രഥം
रथारोही,സാരഥി
2. रथी,സാരഥി
3. सारथी,സാരഥി
"अन्नसत्र, लंगर",ചാരിറ്റി അടുക്കള
"अधिकार-पत्र, चार्टर",ചാർട്ടർ
चार्टिस्ट आंदोलन,ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം)
"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ",ചാർട്ടോഫൈലാസിയം
"सामंत गढ़ी, शातो",ചാറ്റോ
पड़ताल चौकी,ചെക്ക് പോസ്റ്റ്
रासायनिक युद्ध,രാസയുദ്ധം
दुर्ग-नगर,ചെസ്റ്റർ
सरदार,മുഖ്യൻ
सरदार,തലവൻ
2. सामंत,തലവൻ
3. राजा,തലവൻ
"जालांशुक, जालीदार कपड़ा, शिफान",ഷിഫോൺ
शौर्य,ധീരത
यहूदी लोग,തിരഞ്ഞെടുത്ത ആളുകൾ
दिव्यवाणी कक्ष प्रवचन कक्ष,ക്രിസ്മോഗ്രാഫിയോൺ
ईसाई जगत,ക്രൈസ്തവലോകം
ईसवी काल,ക്രിസ്ത്യൻ യുഗം
ईसाई समाजवाद,ക്രിസ്ത്യൻ സോഷ്യലിസം
इतिवृत्त,ക്രോണിക്കിൾ
इतिवृत्तकार,ക്രോണിക്ലർ
स्वर्ण-भूमि,ക്രൈസ് ചെർസോണീസ്
रत्न-कक्ष,സിമിലിയം
सोलहवीं शती की शैली,സിൻക്വെസെന്റോ സ്റ്റൈൽ
परिनौचालन,പ്രദക്ഷിണം
सिस्तर्शी साधु,സിസ്റ്റെർസിയൻ സന്യാസി
"दुर्ग, गढ़ी",കോട്ട
() प्रशस्ति,അവലംബം
(2) उपस्थिति सूचना,അവലംബം
सविनय अवज्ञा (आन्दोलन),നിയമലംഘനം
गृह-युद्ध,ആഭ്യന്തരയുദ്ധം
रोमन नागरिक,സിവിസ് റൊമാനസ്
"कलासिकी युग, श्रेण्य युग",ക്ലാസിക്കൽ പ്രായം
बटमार,ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്)
"पादरीवाद, पुरोहितवाद",പൗരോഹിത്യം
"भूग्राही, क्लेरुक",ക്ലറച്ച്
क्लूनी आंदोलन,ക്ലൂനിയാക് പ്രസ്ഥാനം
"कवच, जिरह-बख्तर",കോട്ട് കവചം
कुलांक,കോട്ട് ഓഫ് ആംസ്
2. आयुधांक,കോട്ട് ഓഫ് ആംസ്
3. अस्त्र-ध्वजादि-चित्रण,കോട്ട് ഓഫ് ആംസ്
"कवच, जिरह-बख्तर, अंगत्राण",കോട്ട് ഓഫ് മെയിൽ
कोहॉर्ट,കോഹോർട്ട്
कोमिशिया,കോമിറ്റിയ
कोमिशिया सेंतुरियाता,കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ
कोमिशिया क्यूरिआता,കോമിറ്റിയ ക്യൂറിയാറ്റ
कोमिशिया ट्रिब्यूता,കോമിറ്റിയ ട്രിബ്യൂട്ട
स्मारक तोरण,സ്മാരക കമാനം
स्मारक सिक्का,സ്മാരക നാണയം
स्मारक मुहर,സ്മരണിക മുദ്ര
सार्वजनिक भूमि,പൊതുവായ ഫീൽഡ്
कम्यूनार्ड,കമ്മ്യൂണർഡ്
समझौता,കോൺകോർഡാറ്റ്
2. धर्म-संधि,കോൺകോർഡാറ്റ്
कंदोत्यर,കൊണ്ടോട്ടിയർ
"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि",സ്ഥിരീകരണം Cartarum
संघर्ष,സംഘർഷം
धर्म-संगति,സഭ
विजेता राज्य,കീഴടക്കുന്ന സംസ്ഥാനം
विजेता,ജേതാവ്
"वर्षक वीर, अत्याचारी विजेता",വിജയി
राजपरिषद्,കോൺസിലിയം
"चर्च न्यायालय, काँसिस्टरी",കോൺസ്റ്ററി
षड़यन्त्र,ഗൂഢാലോചന
2. साजिश,ഗൂഢാലോചന
कांसुली शासन,കോൺസുലേറ്റ്
परामर्श-पुस्तिका,കൺസൾട്ടേഷൻ പുസ്തകം
महाद्वीपीय व्यवस्था,കോണ്ടിനെന്റൽ സിസ്റ്റം
अनधिकृत आहूत पार्लियामेंट,കൺവെൻഷൻ പാർലമെന്റ്
कापरहेड्स,കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ)
"पट्ट-भूमि, पट्टे पर मिली भूमि",കോപ്പിഹോൾഡ്
परिसीमन; घेरा डालना,കോർഡനിംഗ്
"मुकुट, किरीट",കൊറോണ
राज्याभिषेक,കിരീടധാരണം
"अभिषेकाश्म, अभिषेक-शिला",കിരീടധാരണ കല്ല്
(ग्रंथ) संग्रह,കോർപ്പസ്
"जलदस्यु, समुद्री डाकू",കോർസെയർ
2. दस्यु पोत,കോർസെയർ
"उरस्त्राण, वक्षस्त्राण",കോർസെറ്റ് (=കോർസെലെറ്റ്)
"कार्टिज़, स्पेनी संसद",കോർട്ടെസ്
कुटी घर,കോട്ടർ (=കോട്ടിയർ)
2. खिदमती काश्तकार,കോട്ടർ (=കോട്ടിയർ)
काउन्ट पैलेटीनेट,പാലറ്റിനേറ്റ് എണ്ണുക
ग्राम्य आवास,നാടൻ വീട്
काउन्टी,കൗണ്ടി
काउन्टी बरो,കൗണ്ടി ബറോ
काउन्टी न्यायालय,കൗണ്ടി കോടതികൾ
काउन्टी रियासत,കൗണ്ടി പാലറ്റൈൻ
दरबार,കോടതി
2. राजसभा,കോടതി
राजपरिपत्र,കോടതി സർക്കുലർ
"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा",കോടതി മര്യാദകൾ
"राजदरबारी, राजसभासद, मुसाहिब",കോർട്ടിയർ
कोर्ट ऑफ कैसेशन,കാസേഷൻ കോടതി
"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स",കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC)
"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स",ഉടമസ്ഥരുടെ കോടതി
राजकवि,കോടതി കവി
प्रसंविदाकारी केमेरोनपंथी,ഉടമ്പടി കാമറോണിയക്കാർ
"राजा, क्राउन",കിരീടം
2. (क) ताज,കിരീടം
(ख) मुकुट,കിരീടം
"खालसा, राजभूमि",കിരീട ഭൂമി
2. संघ राज्य,കിരീട ഭൂമി
युवराज,കിരീടാവകാശി
"धर्मयुद्ध, जिहाद",കുരിശുയുദ്ധം
धर्म-योद्धा,കുരിശുയുദ്ധക്കാരൻ
"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश",ക്രിപ്റ്റോഗ്രാം
"वक्षस्त्राण, जिरहबख़्तर",ക്യൂറാസ്
"चर्म कवचधारी, अश्वारोही",ക്യൂറാസിയർ
संप्रदाय देवता,ആരാധനാ ദേവത
"क्यूरिया, सभा-भवन, परिषद",കൂരിയ
2. रोम का सीनेट भवन,കൂരിയ
जारशाही,സാറിസം
अंध महाद्वीप,ഇരുണ്ട ഭൂഖണ്ഡം
प्रलय-दिवस,വിധി ദിവസം
2. क़यामत का दिन,വിധി ദിവസം
"डीन, अधिष्ठाता",ഡീൻ
जशक,ദശാബ്ദം
दीनार,ഡെനാറിയസ്
सिंहासनच्युत राजा,സ്ഥാനഭ്രഷ്ടനായ രാജാവ്
विलुंठन,നശിപ്പിക്കുക
"अपहरण, लूट-खसोट",നാശം
गद्दी से उतारना,സിംഹാസനസ്ഥനാക്കുക
राजमुकुट,ഡയഡം
2. किरीट,ഡയഡം
3. राजचिह्र,ഡയഡം
डायेसिया,ഡയസിയ
न्यायालय,ഡികാസ്റ്റീരിയം
जलप्रलयवादी,ഡിലുവിയലിസ്റ്റ്
बिशप-क्षेत्र,രൂപത
2. डायोसीज़,രൂപത
क्रांतिकारी कार्यकारिणी,ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
2. दायरोक्तायर,ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
दिरहम,ദിർഹം
निष्ठाहीन,വിശ്വസ്തതയില്ലാത്ത
2. देशद्रोही,വിശ്വസ്തതയില്ലാത്ത
"राज्य-अपहरण नीति, राज्यलय-नीति",വീഴ്ചയുടെ സിദ്ധാന്തം
"प्रलेख, दस्तावेज़",പ്രമാണം
"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य",ഡോക്യുമെന്ററി തെളിവുകൾ
