Tamil,English
அதிர்வெண் ஒளிபரப்பு பெறுதல்,Broadcast receiver frequency
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,Broadcast transmitter
பூஸ்டர் ஆண்டெனா,Booster
பஸ் ஆண்டெனா,Bruce antenna
தூரிகை மூழ்குதல்,Brush discharge
குமிழ் மற்றும் வாயில்,Bubbled AND gate
புட்புடு அல்லது கேட்,Bubbled OR gate
குமிழி நினைவகம்,Bubble memory
மின்னழுத்தத்தை ஈடுசெய்யும்,Bucking voltage
தாங்கல்,Buffer
தாங்கல் பெருக்கி,Buffer amplifier
தாங்கல் சுற்று,Buffer circuit
தாங்கல் ஆபரேட்டர்,Buffer driver
தாங்கல் பதிவு,Buffer register
பல்பு,Bulb
மக்கள் தொகை விளைவு,Bulk effect
மேக்ரோ குறைக்கடத்தி சாதனம்,Bulk semi-conductor device
கொத்து,Buncher
மூழ்கிய பரிமாற்றம்,Burried crossover
மூழ்கிய அடுக்கு,Burried layer
மூழ்கிய தொடர்பு,Burrier contact
வெடிப்பு பெருக்கி,Burst amplifier
குண்டு வெடிப்பு கவர்,Burst blanking
குண்டு வெடிப்பு,Burst firing
வெடிப்பு கதவு பெருக்கி,Burst gate amplifier
வெடிப்பு முறை,Burst mode
வெடிப்பு பிரிப்பான்,Burst separator
வெடிப்பு சமிக்ஞை,Burst signal
வெடிப்பு பிழை திருத்தி குறியீடு,Burst-error correcting code
போதும்,Bus
பஸ் பார்,Bus bar
பேருந்து அமைப்பு,Bus organisation
பேருந்து தரநிலை,Bus standard
வெறும் கணம்,Bus transient
வெண்ணெய் மதிப்பு வடிகட்டி,Butter worth filter
bnc கம்பி,BNC cable
BNC இணைப்பாளர்,BNC connector
வழியில்,By pass
பைபாஸ் மின்தேக்கி,Bypass capacitor
பைட்,Byte
வி இசைக்குழு,C band
சி பேண்ட் ஆண்டெனா,C band antenna
கம்பி,Cable
கம்பி வழித்தடம்,Cable routing
தந்தி தொலைக்காட்சி,Cable version
கேச் நினைவகம்,Cache memory
சிசிம் அதிர்வெண் தரநிலை,Caesium frequency standard
கால்குலேட்டர்,Calculator
அளவுத்திருத்தம்,Calibration
அழைப்பு முகவரி,Call address
கால்பிட் ஆஸிலேட்டர்,Colpitt's oscillator
கேம் கார்டர்கள்,Camcorder
புகைப்பட கருவி,Camera
கேமரா குழாய்,Camera tube
குத்துவிளக்கு,Candela
மெழுகுவர்த்தி சக்தி,Candle power
கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்,Cantilever strain gauge
வைத்திருக்கும்,Capacitance
கொள்ளளவு இரத்த அழுத்த மின்மாற்றி,Capacitance blood pressure transducer
வைத்திருக்கும் விநியோகஸ்தர்,Capacitance distributor
ஒப்பந்தம் வைத்தல்,Capacitance junction
கொள்ளளவு அளவீடு,Capacitance meter
வைத்திருக்கும் சேகரிப்பான்,Capacitance pick-up
கொள்ளளவு எதிர்வினை,Capacitive reactance
"கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி",Capacitive transducer
மின்தேக்கி,Capacitor
மின்தேக்கி வங்கி,Capacitor bank
மின்தேக்கி வடிகட்டி,Capacitor filter
மின்தேக்கி உள்ளீடு வடிகட்டி,Capacitor input filter
வின்ச் மோட்டார்,Capstan motor
புல்லி சர்வோ உடல்,Capstan servo system
சார்க்கி,Capston
பிடிப்பு,Capture
பிடிப்பு பிரிவு,Capture cross-section
பிடிப்பு விளைவு,Capture effect
கேரியர் இரைச்சல் விகிதம்,Carrier to noise ratio (CNR)
கார் வானொலி,Car radio
கார்பன் மின்தடை,Carbon resistor
கார்டு ரீடர்,Card reader
இதய வரைபடம்,Cardiod diagram
வண்டி,Carriage
வண்டி திரும்புதல்,Carriage return
கேரியர்,Carrier
கேரியர் தொடர்பு,Carrier communication
கேரியர் செறிவு,Carrier concentration
கேரியர் அதிர்வெண்,Carrier frequency
கேரியர் இனப்பெருக்கம்,Carrier generation
கேரியர் நிலை,Carrier level
கேரியர் வாழ்க்கை,Carrier life time
கேரியர் இயக்கம்,Carrier mobility
கேரியர் பெருக்கல்,Carrier multiplication
கேரியர் இரைச்சல் நிலை,Carrier noise level
கேரியர் வரம்பு,Carrier range
கேரியர் மீட்பு சுற்று,Carrier recovery circuits
கேரியர் மறுசெருகல்,Carrier reinsertion
கடத்தும் சிதறல்,Carrier scattering
கேரியர் அடக்குமுறை,Carrier suppression
கேரியர் கூண்டு,Carrier trapping
கேரியர் வேகம்,Carrier velocity
கை பிட்,Carry bit
கொடி நடைபெற்றது,Carry flag
"உடைமைப் பதிவு, உடைமைப் பதிவு",Carry register
சிறிய ஜெனரேட்டர்,Carry-generator
கார்சன் சட்டம்,Carson's rule
கெட்டி உருகி,Cartridge fuse
கெட்டி நாடா,Cartridge tape
கேரி ஃபாஸ்டர் பாலம்,Carry foster bridge
படி பெருக்கி,Cascade amplifier
தரம்,Cascading
அடுக்கு பெருக்கி,Cascade amplifier
"கேஸ்கோட் பெருக்கி, படி பெருக்கி",Cascode amplifier
கேசட்,Cassette
தூண்டுதல்,Catalysis
சிறைப்பிடிக்கப்பட்ட பூச்சு,Catcher cavity
கேத்தோடு,Cathode
கேத்தோடு பின்வாங்கல்,Cathode follower
காதோட் டிரெயிலிங் பெருக்கி,Cathode follower amplifier
கேத்தோடு ஒளிர்வு,Cathode luminescence
கேத்தோடு பொருள்,Cathode material
கேத்தோடு கதிர் அலைக்காட்டி,Cathode ray oscilloscope (CRO)
கேத்தோடு கதிர் குழாய்,Cathode ray tube (CRT)
கேத்தோடு துகள் படிவு,Cathode sputtering
கேத்தோடு ஒளிர்வு,Cathode luminescence
தேங்காய் வடிகட்டி,Cauer filter
கேவர் வடிகட்டி,Caver filter
கோட்டார்,Cavity
ஆன்ட்ரல் கதிர்வீச்சு,Cavity radiation
cotter resonator,Cavity resonator
கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD),CCD (=charge couled device) amplifier
சிடிரோம்,CD-ROM
சிடி ரோம் டிரைவ்,CD-ROM drive
செல் (பேட்டரி),Cell (battery)
மைய வள உறுப்பு,Central processing element
மத்திய வள அலகு,Central processing unit (CPU)
மத்திய செயலி,Central processor
அர்த்தம்,Central value
நடு அதிர்வெண்,Centre frequency
நடுத்தர வெளியேற்ற மின்மாற்றி,Centre tapped transformer
"பீங்கான், களிமண்",Ceramic
பீங்கான் நிரப்பு,Ceramic filler
பீங்கான் வடிகட்டி,Ceramic filter
பீங்கான் பொருள்,Ceramic material
செராமிக் ரெசனேட்டர்,Ceramic resonator
பீங்கான் ஒலி பெறுதல்,Ceremic phono pick up
செரென்கோவ் கால்குலேட்டர்,Cerenkov counter
சர்மத்,Cermet
சால்கோஜெனைடு,Chalcogenoid
கால்கோபைரைட்,Chalcopyrite
"சேனல், சேனல்",Channel
சேனல் பேண்ட் விரிவாக்கம்,Channel bandwidth
சேனல் குறியாக்கி,Channel encoder
சேனல் அதிர்வெண்,Channel frequency
சேனல் பாத்திரம்,Channel selector
சேனல் பிரிப்பு,Channel separation
சேனல் கோட்பாடு,Channeling theory
எழுத்து ஜெனரேட்டர்,Character generator
பாத்திரம் அங்கீகாரம்,Character recognization
பண்பு மின்மறுப்பு,Characteristic impedance
சார்ஜ் கேரியர்,Charge carrier
கட்டணம் கட்டுப்பாட்டு அளவுரு,Charge control parameter
சார்ஜ் இணைக்கப்பட்ட சாதனம்,Charge coupled device
சார்ஜ் இணைந்த சீரற்ற அணுகல் நினைவகம்,Charge coupled random access memory
கட்டணம் அடர்த்தி,Charge density
கட்டணம் செலுத்தும் ஊசி சாதனம்,Charge injection device
கட்டணம் இழப்பு,Charge loss
கட்டணம் உந்தி,Charge pumping
சார்ஜ் உணர்திறன் பெருக்கி,Charge sensitive amplifier
கட்டணம் சேமிப்பு,Charge storage
சார்ஜ் துகள்கள்,Charged particle
உணர்ச்சிமிக்க,Charger
சட்டகம்,Chassis
robyshev வடிகட்டி,Chebyshev filter
மொத்தத்தை சரிபார்க்கவும்,Check sum
அதிர்வெண் சரிபார்க்கவும்,Check up frequency
இரசாயன பிணைப்பு,Chemical bond
இரசாயன நீராவி படிவு,Chemical vapour deposition
குழந்தை பூட்டு வசதி,Child lock facility
குழந்தை சட்டம்,Child's law
சிப்,Chip
சிப் செயல்படுத்தல்,Chip enable
மூச்சுத்திணறல்,Choke
இடைப்பட்ட,Choppar
இடைப்பட்ட பெருக்கி,Chopper amplifier
இடைப்பட்ட பெருக்கி,Chopper amplifier
இடைப்பட்ட முறை,Chopper mode
குரோமா பெருக்கி,Chroma amplifier
குணாதிசய வரைபடம்,Chromaticity diagram
நிறமி,Chrominance
வட்ட வரைபடம்,Circle diagram
சுற்று,Circuit
சுற்று பகுப்பாய்வு,Circuit analysis
சுற்று பிரிப்பான்,Circuit breaker
சுற்று வரைபடம்,Circuit diagram
சுற்று குறியீடு,Circuit rotation
சுற்று மாறுதல்,Circuit switching
வட்ட அலை பாதை,Circular wave guide
சுற்றும் நினைவகம்,Circulating memory
பிணைப்பு சுற்று,Clamping circuit
கைதட்டல் ஆஸிலேட்டர்,Clapp oscillator
வகுப்பு A பெருக்கி,Class A amplifier
வகுப்பு A] B] C] D செயல்பாடுகள்,"Class A, B, C, D operation"
வகுப்பு B பெருக்கி,Class B amplifier
வகுப்பு C பெருக்கி,Class C amplifier
வகுப்பு D பெருக்கி,Class D amplifier
எஸ் வகுப்பு உடல்,Class S system
"வெளியேற்றம், சுத்தமான",Clear
வெட்டுதல்,Clipping
வெட்டும் சுற்று,Clipping circuit
காலட்,Clock
கடிகார அதிர்வெண்,Clock frequency
கடிகார துடிப்பு ஜெனரேட்டர்,Clock pulse generator
காதல் ஆர்எஸ் ஃபிளிப் ஃப்ளாப்,Clocked RS flip-flop
மூடிய சுற்று தொலைக்காட்சி,Closed circuit television
மூடிய வளைய செயல்பாடு,Closed loop operation
மூடிய வளைய ஆதாயம்,Closed-loop gain
நிரப்பு உலோக செமிகண்டக்டர்,CMOS (complementary MOS)
CMOS சாதனம்,CMOS devices
CMRR (பொதுவான முறை நடுநிலைப்படுத்தல் விகிதம்),CMRR (common mode rejection ratio)
CO2லேசர்,CO2 lasor
கோஆக்சியல் கேபிள்,Co-axial cable
கோஆக்சியல் கோட்டர்,Co-axial cavity
கோஆக்சியல் இணைப்பான்,Coaxial connector
"கோஆக்சியல் கனெக்டர், கோஆக்சியல் கனெக்டர்",Co-axial connector
கோஆக்சியல் கோடு,Co-axial line
கோஆக்சியல் கோடு,Co-axial line
கோஆக்சியல் அலை பாதை,Co-axial wave guide
குறியீடு மாற்றம்,Code conversion
குறியீடு மாற்றி,Code converter
"கோடெக், கோடர்-டிகோடர்",CoDEC
ஸ்டீரியோ குறியீட்டு முறை,Coding (stereo)
இணைத்தல் குணகம்,Co efficient of coupling
கட்டுப்படுத்தும் சக்தி,Coercive force
ஒத்திசைவான ஒளி,Coherent light
ஜாதகம்,Coil
சுருள் முறுக்கு இயந்திரம்,Coil winding machine
தற்செயல் சுற்று,Coincidence circuit
சூடான கேத்தோடு குழாய்,Cold cathode tube
குளிர் வெல்டிங் புள்ளி,Cold solder point
"சேகரிப்பான், சேகரிப்பான்",Collector
ஸ்ட்ரீம் சேகரிக்கிறது,Collector current
சேகரிப்பான் சிதைவு,Collector dissipation
சேகரிப்பான் திறன்,Collector efficiency
இணை லென்ஸ்,Collimation lens
பாத்திர வரைவு,Color graphics
வண்ண வெடிப்பு,Colour burst
"வண்ண குறியீடு, எழுத்து குறியீடு",Colour code
வண்ண வேறுபாடு சமிக்ஞை,Colour difference signals
மாற்று மருந்து,Colour killer
வண்ண மானிட்டர்,Colour monitor
பாத்திரம் இனப்பெருக்கம்,Colour production
வண்ண செறிவு,Colour saturation
வண்ண கேரியர் அதிர்வெண்,Colour subcarrier frequency
நிறமிகு சமிக்ஞை,Colour syne signal
வண்ண தொலைக்காட்சி,Colour television
வண்ண தொலைக்காட்சி உடல்,Colour television system
"நெடுவரிசைப் பேச்சாளர், நெடுவரிசை ஒலி வைப்பாளர்",Column speaker
"சீப்பு வடிகட்டி, சீப்பு வடிகட்டி",Comb filter
இணைப்பு சுற்று,Combinational circuit
கூட்டு தர்க்கம்,Combinational logic
கட்டளை,Command
பொதுவான அடிப்படை பெருக்கி,Common base amplifier
பொதுவான அடிப்படை கட்டமைப்பு,Common base configuration
பொதுவான சேகரிப்பான் பெருக்கி,"Common collector amplifier
 (= emitter follower)"
பொதுவான சேகரிப்பான் கட்டமைப்பு,Common collector configuration
பொதுவான கொள்ளளவு பெருக்கி,Common drain amplifier
பொதுவான உமிழ்ப்பான் பெருக்கி,Common emitter amplifier
பொதுவான வாயில் பெருக்கி,Common gate amplifier
புவியியல்,Common ground
பொதுவான முறை சமிக்ஞை,Common mode signal
வெகுஜன வருவாய்,Common return
பொதுவான மூல பெருக்கி,Common source amplifier
பொதுவான உமிழ்ப்பான் கட்டமைப்பு,Common-emitter configuration
பைகான்வெர்ட்டர்,Commulator
தகவல் தொடர்பு செயற்கைக்கோள்,Communication satellite
தொடர்பு அமைப்பு,Communication system
சமூக ஆண்டெனா அமைப்பு,Community antenna system
காம்பாக்ட் ஸ்வாட்ச் ரோம் (சிடி ரோம்),Compact disc ROM (cROM)
சுருக்க மாறுபாடு,Companding
"அமுக்கி, கம்பண்டர்",Comparador
"ஒப்பீட்டாளர், ஒப்பிடுபவர்",Comparator
ஒப்பீட்டு டையோடு,Comparator diode
பொருந்தக்கூடிய தன்மை,Compatibility
ஈடுசெய்யும் அட்டென்யூட்டர்,Compensated attenuator
ஈடுசெய்யும் சார்பு,Compensation bias
ஈடுசெய்யும் சுமை,Compensation load
பழிவாங்கும் வருத்தம்,Compensation log
ஈடுசெய்யும் ஆய்வு,Compensation probe
தொகுப்பி,Compiler
தொகுப்பி வடிவமைப்பு,Compiler design
துணை,Complement
துணை விநியோகம்,Complementary distribution
நிரப்பு பிழை,Complementary error
நிரப்பு சமச்சீர் வெளியீடு,Complementary symmetry output
முழு பெருக்கி,Complete amplifier
கலப்பு அதிர்வெண்,Complex frequency
கூட்டு வலிமை,Complex power
பின்தொடர்தல்,Compliance
நிரப்பு பிழை செயல்பாடு,Complementary error function
நிரப்பு தருக்க சுற்று,Complementary logic circuit
தொகுதி,Component
அலாய் வீடியோ சிக்னல்,Composite signal
கலப்பு மின்தடை,Composition resistor
கலப்பு குறைக்கடத்தி,Compound semiconductor
சுருக்கம்,Compression
சுருக்க அதிர்வெண்,Compression frequency
"அமுக்கி, அமுக்கி, அமுக்கி",Compressor
கணினி உதவி வடிவமைப்பு,Computer aided design
கணினி உதவி உற்பத்தி,Computer aided manufacture (CAM)
கணினி வரைபடம்,Computer graphics
கணினி மொழி,Computer languages
கணினி நினைவகம்,Computer memory
கணினி வலையமைப்பு,Computer network
கணினி நிரல்,Computer program
கணினி வைரஸ்,Computer viruses
கணினி வைரஸ்,Computer virus
"செறிவூட்டுபவர், செறிவூட்டுபவர்",Concentrator
கட்டுப்படுத்தப்பட்ட கிளை,Conditional branching
கட்டுப்படுத்தப்பட்ட ஜம்ப்,Conditional jump
கட்டுப்படுத்தப்பட்ட நிரந்தரம்,Conditional stability
டிரைவர் கண்ணாடி,Conducting glass
