Tamil,Malayalam
டெண்டரை ஏற்றுக்கொள்வது,ടെണ്ടർ സ്വീകാര്യത
அணுகல்,പ്രവേശനം
அணுகல்,അപേക്ഷ
துணை,ഉപസാധനം
விபத்து,ആകസ്മികത
பழக்கவழக்கமயமாக்கல்,ACCLIMATIES
தங்குமிடம்,സ്ഥലസൗകരം
துணையுடன்,അനുഗമിച്ചു
உடன்பாடு,അക്കോര്
ஒப்புதல்,അഭാവം
அதன்படி,അക്കാരണത്താല്
கணக்கு,കണക്ക്
பொறுப்புக்கூறல்,ഉത്തരവാദിത്തം
பொறுப்பு,ഉത്തരവാദിയായ
கணக்கியல்,അക്കൗണ്ടൻസി
கணக்காளர்,കണക്കെഴുത്തുകാരി
கணக்கு,അക്കൗണ്ട്
கணக்கு தலை,അക്കൗണ്ട് തല
திரட்டப்பட்ட நன்மை,വർദ്ധിച്ച ആനുകൂല്യം
திரட்டப்பட்ட ஓய்வூதியம்,വർദ്ധിച്ച പെൻഷൻ
குவிப்பு,കൂന്വാരം
துல்லியம்,കൃതത
துல்லியமானது,സൂക്ഷ്മമായ
குற்றம்,ബോധിപ്പിക്കുന്ന
குற்றம் சாட்டப்பட்டவர்,കുറ്റക്കാരന്
சாதனை,നേട്ടം
ஒப்புதல்,അംഗീകാരം
ஒப்புதல் காரணமாக,അംഗീകാരത്തിന്റെ
அறிமுகம்,പരിചയം
கையகப்படுத்தல்,കൈവശപ്പെടുത്തൽ
விடுவித்தல்,കുറ്റപാട്വിൽപ്പന
நாடகம்,പവര്ത്തിക്കുക
நடிப்பு கொடுப்பனவு,അഭിനയ അലവൻസ്
செயல்,പവര്ത്തി
செயல் திட்டம்,പ്രവർത്തന പദ്ധതി
செயலில்,സജീവമായ
சுறுசுறுப்பாக,സജീവമായി
ஆர்வலர்,ചുറുചുറുക്കുള്ളവള്
கடவுளின் செயல்,ദൈവിക പ്രവൃത്തി
தவறான நடத்தை செயல்,ദുരാചാരത്തിന്റെ പ്രവർത്തനം
கமிஷன் மற்றும் விடுபடுதல் சட்டம்,കമ്മീഷന്റെയും ഒഴിവാക്കലിന്റെയും നിയമം
உண்மையான,യഥാര്ത്ഥത്തിലുള്ള
உண்மையான,വാസ്തവങ്ങൾ
தழுவல்,പൊരുത്തപ്പെടുത്തൽ
கூடுதலாக,കൂട്ടല്
கூடுதல் கட்டணம்,അധിക നിരക്ക്
கூடுதல் நிதி,അധിക ഫണ്ട്
கூடுதல் மானியம்,അധിക ഗ്രാന്റ്
கூடுதல் தகவல்,അധിക വിവരം
கூடுதல் ஊதியம்,അധിക വേതനം
கூட்டல் மற்றும் மாற்றம்,കൂട്ടിച്ചേർക്കലും മാറ്റവും
முகவரி,അഭിസംബോധന ചെയ്യുക
முகவரி,വിലാസശാല
வரவேற்பின் முகவரி,സ്വാഗത വിലാസം
போதுமானது,പരാപ്തമായ
பின்பற்றவும்,ഇത് പാലിക്കുക
தற்காலிக,ആഡ് ഹോക്ക്
தற்காலிக உரிமைகோரல்,AD HOC ക്ലെയിം
தற்காலிக குழு,താൽക്കാലിക സമിതി
தற்காலிக அதிகரிப்பு,താൽക്കാലിക വർദ്ധനവ്
தற்காலிக கட்டணம்,പരസ്യ ഹോക് പേയ്മെന്റ്
அருகில்,തൊട്ടുകിടക്കുന്ന
அருகிலுள்ள (= தொடர்ச்சியான),തൊട്ടടുത്ത് (= തുടർച്ചയായ)
ஒத்திவைப்பு,വചലിക്കുക
ஒத்திவைப்பு இயக்கம்,നീരസം ചലനം
தீர்ப்பளிக்கவும்,Cakudgge
தீர்ப்பளிக்கவும்,ശിക്ഷിക്കപ്യം
தீர்ப்பு,വിധിന്യായ
தீர்ப்பாளர்,Adjudication
சரிசெய்தல்,കമപ്പെടുത്തല്
நிர்வாகி,രാജംഭരിക്കുക
சத்தியப்பிரமாணத்தை நிர்வகிக்கவும்,സത്യപ്രതിഷേധിക്കുന്നു
நிர்வாகம்,ഭരണകൂടം
நீதி நிர்வாகம்,നീതിയുടെ ഭരണം
நிர்வாக,ഭരണപരമായത്
நிர்வாக நடவடிக்கை,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
நிர்வாக மதிப்பீடு,അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം
நிர்வாக ஒப்புதல்,അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം
நிர்வாக அதிகாரம்,അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി
நிர்வாக கட்டுப்பாடு,അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം
நிர்வாக முடிவு,അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം
நிர்வாகத் துறை,അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്
நிர்வாகத் தலைவர்,അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്
நிர்வாக தலைமையகம்,അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം
நிர்வாக நடவடிக்கைகள்,ഭരണപരമായ നടപടികൾ
நிர்வாக சக்தி,ഭരണപരമായ ശക്തി
நிர்வாக அனுமதி,ഭരണപരമായ അനുമതി
நிர்வாக நுட்பம்,അഡ്മിനിസ്ട്രേറ്റീവ് രീതി
நிர்வாக தீர்ப்பாயம்,അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ
ஒப்புதல்,അനഭാക്ഷ്യം
ஏற்றுக்கொள்ளக்கூடிய செலவு,അനുവദനീയമായ ചെലവ്
அனுமதிக்கவும்,സമ്മതിക്കുക
அட்டை சேர்க்கவும்,അഡ്മിറ്റ് കാർഡ്
ஒப்புக்கொள்ளப்பட்டது,പ്രവേശിപ്പിച്ചു
அறிவுறுத்துங்கள்,ഉപദേഷ്ടാപ്പ്
தத்தெடுப்பவர்,ദന്തം
தத்தெடுப்பவர்,ച്ചക്കല്
தத்தெடுப்பு,ദത്ത്
வயது வந்தோர்,പായപൂര്ത്തിയായി
கலப்படம்,മായം
விபச்சாரம்,വഭിചാരം
வயதுவந்தோர் உரிமை,മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി
விளம்பர மதிப்பீட்டு கடமை,പരസ്യ മൂല്യനിർണ്ണയം
முன்கூட்டியே,മുന്നേറുക
முன்கூட்டியே முன்பதிவு,അഡ്വാൻസ് ബുക്കിംഗ്
முன்கூட்டியே நகல்,അഡ്വാൻസ് കോപ്പി
அட்வான்ஸ் அதிகரிப்பு,അഡ്വാൻസ് ഇൻക്രിമെന്റ്
முன் பணம்,അഡ്വാൻസ് പേയ്മെന്റ്
பாதகமான நுழைவு,പ്രതികൂല പ്രവേശനം
பாதகமான கருத்துக்கள்,പ്രതികൂല പരാമർശങ്ങൾ
பாதகமான அறிக்கை,പ്രതികൂല റിപ്പോർട്ട്
விளம்பரம்,വിജ്ഞാപനം
ஆலோசனை,ഉപദേശം
கட்டண ஆலோசனை,പേയ്മെന്റിന്റെ ഉപദേശം
ஆலோசனை குழு,ഉപദേശക സമിതി
ஆலோசனை கவுன்சில்,ഉപദേശക സമിതി
வக்கீல்,വാദിക്കുക
விவகாரங்கள்,കാര്യങ്ങൾ
பிரமாணப் பத்திரம்,സതവാങ്മൂലം
இணைப்பு,ബന്ധം
உறுதிப்படுத்தல்,സ്ഥിരീകരണം
உறுதியான,ഉറപ്പിക്കുന്ന
வாங்க,ഉളവാക്കുക
மேற்கூறிய,മേൽപ്പറഞ്ഞ
புதிதாக,ശെറെഷ്
எதிராக,എതിരായി
வயது,വയസ്സ്
வயது சான்றிதழ்,പ്രായപരിധി
வாக்குரிமைக்கான வயது,വോട്ടവകാശത്തിനുള്ള പ്രായം
வயது எல்லை,പ്രായപരിധി
ஏஜென்சி,നിര്വ്വഹണം
நிகழ்ச்சி நிரல்,കാരപരിപാടി
ஓய்வூதிய வயது,വിരമിക്കലിന്റെ പ്രായം
மேலதிக வயது,അപാദന പ്രായം
திரட்டுதல்,അഗ്രഗേഷൻ
வேதனைக்குள்ளானது,ദു ved ഖിച്ചു
கிளர்ச்சி,പ്രക്ഷോഭക്തി
ஏஜிஎம்,AGM
ஒப்பந்தம்,കരാര്
ஒப்பந்த படிவம்,കരാർ ഫോം
வேளாண்மை,കൃഷിപ്പണി
வேளாண் தொழில்,കാർഷിക വ്യവസായം
உதவி,സഹായം
அலாரம்,ആപല്സൂചന
விழிப்புணர்வு,ജാല്തചിഹ്നം
மாற்றுப்பெயர்,അപരാഭിധാനം
குற்றச்சாட்டு,കുറ്റാരോപണം
விசுவாசம்,മേല്ക്കോയ്മയോട് ഭക്തി
கூட்டணி,സഖം
தொடர்புடைய சேவைகள்,അനുബന്ധ സേവനങ്ങൾ
அனைத்து உள்ளடக்கிய செலவு,എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്
அகில இந்திய சேவைகள்,അഖിലേന്ത്യാ സേവനങ്ങൾ
ஒதுக்கீடு,പങ്കുവയ്ക്കല്
ஒதுக்கீடு,അനുവദിച്ചതുക
ஒதுக்கீட்டு கடிதம்,അലോട്ട്മെന്റ് കത്ത്
ஒதுக்கீடு,അല്ലോട്ടി
அனுமதிக்கக்கூடியது,അനുവദനീയം
அனுமதிக்கக்கூடிய செலவுகள்,അനുവദനീയമായ ചെലവുകൾ
மேல்முறையீட்டை அனுமதிக்கவும்,ഒരു അപ്പീൽ അനുവദിക്കുക
கொடுப்பனவு,അനുമതി നല്കുക
அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை,എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം
அகரவரிசை வரிசை,അക്ഷരമാല ഓർഡർ
வாக்குவாதம்,വാസസ്ഥലമായ
மாற்று,ഏകാന്തരക്രമത്തിൽ
மாற்று,ബദൽ
ஒருங்கிணைப்பு,സംയോജനം
திருத்தப்பட்ட வரைவு,ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്
திருத்தம்,ഭേദഗതി
வசதி,സഖ്യം
இணக்கமான,മിതഭാവമുള്ള
வெடிமருந்து,വെടിക്കോപ്പ്
கடனின் கடன்தொகை,കടത്തിന്റെ പവിത്രത
தொகை,സംഖ
ஓய்வூதியத்தின் அளவு,പെൻഷന്റെ തുക
ஒப்பீட்டு இடுகை,അനലോഗസ് പോസ്റ്റ്
பகுப்பாய்வு,വിശകലനം
பகுப்பாய்வு ஆய்வு,അനലിറ്റിക്കൽ പഠനം
மூதாதையர்,പൂര്വ്വികന്
துணை தொழில்,അനുബന്ധ വ്യവസായം
பகை,ബദ്ധവൈരം
இணைப்பு,അനുബന്ധം
ஆண்டு,വാര്ഷികദിനം
அறிவிப்பு,അറിയിപ്പ്
எரிச்சல்,ഉപദവം
ஆண்டு நிதி அறிக்கை,വാർഷിക സാമ്പത്തിക പ്രസ്താവന
ஆண்டு அறிக்கை,വാർഷിക റിപ്പോർട്ട്
ஆண்டு,ആന്വിറ്റി
அநாமதேய,പേരറിയാത്ത
அநாமதேய புகார்,അജ്ഞാത പരാതി
பதில்,ഉത്തരവിദ്ധി
விடைத்தாள்,ഉത്തരക്കടലാസ്
எதிரி,ശതാപകന്
முன்னோடிகள்,മുൻഗാമികൾ
எதிர்பார்க்கப்பட்ட செலவு,പ്രതീക്ഷിച്ച ചെലവ്
எதிர்பார்க்கப்பட்ட வருமானம்,പ്രതീക്ഷിച്ച വരുമാനം
எதிர்பார்ப்பு,മുന്തോന്നല്
எதிர்பார்ப்பு ஜாமீன்,മുൻകൂട്ടി ജാമ്യം
ஊழல் எதிர்ப்பு நடவடிக்கை,അഴിമതി വിരുദ്ധ നടപടി
டம்பிங் எதிர்ப்பு,വിരുദ്ധ ഡമ്പിംഗ്
பழங்கால,പഴക്കം ചെന്ന
நிறவெறி,വർത്തിഡ്
அக்கறையின்மை,അപരാഭിചികം
உச்ச உடல்,അപെക്സ് ബോഡി
மன்னிப்பு,ക്ഷമാപണം
மேல்முறையீடு,പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക
தோற்றம்,കാഴ്ച
திருப்தி,വിശേഷണം
மேல்முறையீட்டு தீர்ப்பாயம்,അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ
பின் இணைப்பு,അനുബന്ധം
சாதனம்,ഉപകരണം
பொருந்தும்,പയോഗക്ഷമമായ
விண்ணப்பதாரர்,അപേക്ഷക
விண்ணப்பம்,അപേക്ഷ
விண்ணப்ப படிவம்,അപേക്ഷാ ഫോറം
பயன்படுத்தப்பட்டது,പ്രയോഗിച്ചു
விண்ணப்பிக்கவும்,അപേക്ഷിക്കുക
நியமிக்கப்பட்டவர்,നിയമിത
அதிகாரத்தை நியமித்தல்,അധികാരം നിയമിക്കുന്നു
நியமனம்,നിയമനം
நியமனம் கடிதம்,നിയമന പത്രിക
அமைச்சரவையின் நியமனங்கள் குழு,മന്ത്രിസഭയുടെ നിയമന സമിതി
ஊதியப் பகிர்வு,വേതനത്തെ വിഭവങ്ങൾ
மதிப்பீடு,വിലനിശ്ചയിക്കല്
மதிப்பீட்டாளர்,വിലഹരവാദി
பாராட்டு,അഭിനന്ദനം
அச்சம்,അവബോധം
பயிற்சி,തൊഴില്പരിശീലക
அணுகுமுறை,സമീപിക്കുക
பொருத்தமானது,അനുഗുണമായ
பொருத்தமான நடவடிக்கை,ഉചിതമായ പ്രവർത്തനം
பொருத்தமான தலை,ഉചിതമായ തല
ஒதுக்கீடு,വിനിയോഗം
ஒப்புதல்,അംഗീകരിക്കല്
தோராயமான,ഏകദേശമായ
ஆப்டிட்யூட் சோதனை,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്
தன்னிச்சையானது,സേച്ഛാചാരിയായ
நடுவர்,മാദ്ധസ്ഥം വഹിക്കുക
நடுவர்,മാദ്ധസ്ഥം
நடுவர் தீர்ப்பாயம்,മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ
நடுவர்,മദ്ധസ്ഥന്
கட்டிடக்கலை,വാസ്തുവിദ
காப்பகங்கள்,ഗന്ഥരക്ഷാലയം
பகுதி,പദേശം
பகுதி தலைமையகம்,ഏരിയസ്ഥാനം
வாதம்,വാദം
எழும்,എഴുന്നേല്ക്കുക
ஆயுத படைகள்,സായുധ സേന
ஏற்பாடு,കമീകരണം
நிலுவைத் தொகை,ഊരി
நிலுவைத் அறிக்கை,അരീയർ പ്രസ്താവന
வருகை அறிக்கை,വരവ് റിപ്പോർട്ട്
ஆணவம்,ധിക്കാരം
அர்செனல்,ആയുധശാല
கட்டுரை,പദാര്ത്ഥം
சங்கத்தின் கட்டுரைகள்,അസോസിയേഷന്റെ ലേഖനങ്ങൾ
கட்டுரைகள்,ലേഖനങ്ങൾ
ஏறுவரிசை ஒழுங்கு,ആരോഹണ ക്രമം
தெரிந்து கொள்ளுங்கள்,നിർണ്ണയിക്കുന്ന
எங்கே இருக்கிறது,എവിടെയാണ്
அம்சம்,വശം
ஆவேசம்,കയറിയ
படுகொலை,രാഷ്ടീയക്കൊല
தாக்குதல்,കയ്യേറ്റം നടത്തുക
ஒன்றுகூடு,സംയോജിപ്പിക്കുക
சட்டசபை,നിയമനിര്മ്മാണസഭ
ஒப்புதல்,അനുമതി
உறுதிப்படுத்தவும்,ഉറപ്പുപറയുക
மதிப்பீட்டாளர்,വിലയിരുത്തുന്ന
மதிப்பீடு,നികുതിചുമത്തല്
மதிப்பீட்டு ஆண்டு,വിലയിരുത്തൽ വർഷം
மதிப்பீட்டாளர்,അസര്യാകം
சொத்துக்கள்,ആസ്തി
ஒதுக்கப்பட்டவர்,നിയമനിക
ஒதுக்கீடு,ചുമതല
ஒதுக்குபவர்,യാസ
உதவி,സഹായം
இணை,തോഴന്
தொடர்பு,ചങ്ങാത്തം
கட்டணம் அனுமானம்,ചാർജ് അനുമാനം
உத்தரவாதம்,ഉറപ്പുനല്കല്
உத்தரவாத நிறுவனம்,അഷ്വറൻസ് കമ്പനി
உறுதி,ഉറപ്പുതരുന്നു
தள்ளுபடியில்,കിഴിവിൽ
அணு சக்தி,ആറ്റോമിക് പവർ
சமமாக,തുല്യത്തിൽ
பிரீமியத்தில்,പ്രീമിയത്തിൽ
இணைக்கவும்,ഘടിപ്പിക്കുക
இணைக்கப்பட்ட அலுவலகம்,അറ്റാച്ചുചെയ്ത ഓഫീസ്
இணைப்பு,ബന്ധം
இணைப்பு வரிசை,അറ്റാച്ചുമെന്റ് ഓർഡർ
அடைதல்,നേട്ടം
முயற்சி,പരിശമം
வருகை,ഹാജർ
வருகை பதிவு,ഹാജർ രജിസ്റ്റർ
வருகை சீட்டு,പങ്കെടുക്കുന്ന സ്ലിപ്പ്
கவனம்,ശ്രദ്ധ
சான்றளித்தல்,സാക്ഷ്യപ്പെടുത്തൽ
சான்றளிக்கப்பட்ட நகல்,സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്
அணுகுமுறை,ഭാവം
கவர்ச்சிகரமான சம்பளம்,ആകർഷകമായ ശമ്പളം
ஏலம்,ലേലം
ஏலதாரர்,ലേറ്റീയർ
ஏல விற்பனை,ലേല വിൽപ്പന
பார்வையாளர்கள்,സദസര്
ஆடியோ-காட்சி காட்சி,ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ
ஆடியோ காட்சி விளம்பரம்,ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി
தணிக்கை,കണക്കുപരിശോധിക്കുക
தணிக்கை செய்யப்பட்ட கணக்குகள்,ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ
தணிக்கை செய்யப்பட்ட இருப்புநிலை,ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്
தணிக்கை,ഓഡിറ്റിംഗ്
தணிக்கை ஆட்சேபனை,ഓഡിറ്റ് എതിർപ്പ്
தணிக்கையாளரின் அறிக்கை,ഓഡിറ്ററുടെ റിപ്പോർട്ട്
ஆடிட்டோரியம்,ആഡിറ്റോറിയം
தணிக்கை பத்தி,ഓഡിറ്റ് ഖണ്ഡിക
தணிக்கை அறிக்கை,കണക്കിറ്റ് റിപ്പോർട്ട്
சிக்கன நடவடிக்கை,ഉത്സവമായ
சிக்கன நடவடிக்கை,ചെലവുചുരുക്കൽ നടപടികൾ
உண்மையான,ആധികാരികം
அங்கீகரிக்கப்பட்ட பிரதிநிதி,അംഗീകൃത പ്രതിനിധി
அதிகாரப்பூர்வ,അംഗീകാരപരമായ
அதிகாரம்,അധികാരം
அதிகார கடிதம்,അതോറിറ്റി കത്ത്
அங்கீகாரம் பெற்றவர்,അധികാരപ്പെടുത്തി
அங்கீகரிக்கப்பட்ட மூலதனம்,അംഗീകൃത മൂലധനം
தானியங்கி,ഓട്ടോമാറ്റിക്
தன்னாட்சி,സയംശാസിതമായ
தன்னாட்சி உடல்,സ്വയംഭരണ സംഘടന
தன்னாட்சி,സയംഭരണാവകാശം
துணை,ഉക്സിലറി
கிடைக்கிறது,സുലഭം
சராசரி,ശരാശരി
சராசரி விடுப்பு,ശരാശരി അവധി
வெறுப்பு,അപീതി
தவிர்க்கவும்,അകറ്റുക
தவிர்க்கவும்,ഒഴിവാക്കുക
வரியைத் தவிர்ப்பது,നികുതി ഒഴിവാക്കുക
காத்திருந்தது,കാത്തിരിക്കുന്നു
விருது,കൊടുക്കുക
அதிகாரம் வழங்குதல்,അതോറിറ്റി അവാർഡ്
விழிப்புணர்வு,ബോധപ്പെടുത്തല്
பின்வாங்கியது,കസ്റ്റേറ്റഡ്
பின்னணி,പശ്ചാത്തലം
பின் பதிவு,ബാക്ക് ലോഗ്
பின்னால்,പുറപ്പെട്ടു
பின் குறிப்பு,തിരികെ റഫറൻസ്
காப்புப்பிரதி,ബാക്കപ്പ് ചെയ്യുക
பின்தங்கிய வகுப்புகள்,പിന്നോക്ക ക്ലാസുകൾ
பின்தங்கிய பழங்குடி,പിന്നോക്ക ഗോത്രം
மோசமான பேரம்,മോശം വിലപേശൽ
மோசமான நடத்தை,ചീത്ത സ്വഭാവം
மோசமான தன்மை,മോശം പ്രതീകം
மோசமான காலநிலை கொடுப்பனவு,മോശം കാലാവസ്ഥാ അലവൻസ്
மோசமான நடத்தை,മോശം പെരുമാറ്റം
மோசமான கடன்,കിട്ടാ കടം
சாமான்கள்,ബാഗ്
ஜாமீன்,ജാമം
இருப்பு,ബാക്കി
சமநிலை வீழ்த்தப்பட்டது,ബാലൻസ് കൊണ്ടുവന്നു
இருப்பு முன்வைக்கப்பட்டது,ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു
சீரான பட்ஜெட்,സമതുലിതമായ ബജറ്റ്
இருப்புநிலை,ബാലൻസ് ഷീറ്റ്
வாக்குப்பதிவு,വോട്ടിന്റെ നറുക്ക്
வாக்குப் பெட்டி,ബാലറ്റ് ബോക്സ്
வாக்குப்பதிவு காகிதம்,ബാലറ്റ് പേപ്പർ
தடை,നിരോധനം
வங்கி,ബാങ്ക്
வங்கி கணக்கு,ബാങ്ക് അക്കൗണ്ട്
வங்கி இருப்பு,ബാങ്ക് ബാലൻസ്
வங்கி கட்டணங்கள்,ബാങ്ക് ചാർജുകൾ
வங்கி உத்தரவாதம்,ബാങ്ക് ഗ്യാരന്റി
வங்கி விடுமுறை,ബാങ്ക് അവധി
வங்கி வசதி,ബാങ്കിംഗ് സൗകര്യം
வங்கி நேரம்,ബാങ്കിംഗ് സമയം
வங்கி பரிவர்த்தனை,ബാങ്കിംഗ് ഇടപാട്
வங்கி வீதம்,ബാങ്ക് നിരക്ക്
வங்கி சமரசம்,ബാങ്ക് അനുരഞ്ജനം
திவாலானது,നിര്ദ്ധനന്
வங்கி பாதுகாப்பு,ബാങ്ക് സുരക്ഷ
வங்கி அறிக்கை,ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്
விருந்து,വിരോതം
பார் கவுன்சில்,ബാർ കൗൺസിൽ
பேரம்,വില്പ്പനക്കരാര്
பேரம் பேசுதல்,വില പേശൽ
தரிசு நிலம்,തരിശുഭൂമി
பண்டமாற்று,ചരക്കുകൈമാറ്റക്കച്ചവടം
அடித்தளம்,അടിത്തറ
ஆதாரமற்றது,അടിസ്ഥാനപരമായ
அடித்தளம்,കെട്ടിടത്തിന്റെ അടിത്തറ
அடிப்படை ஆண்டு,അടിസ്ഥാന വർഷം
அடிப்படை,അടിസ്ഥാനപരമായ
அடிப்படையில்,അടിസ്ഥാനപരമായി
அடிப்படை நுண்ணறிவு,അടിസ്ഥാന ഇന്റലിജൻസ്
அடிப்படை ஊதியம்,അടിസ്ഥാന ശമ്പളം
ஊதியத்தின் அடிப்படை அளவு,ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്
அடிப்படை பயிற்சி,അടിസ്ഥാന പരിശീലനം
அடிப்படை,അടിസ്ഥാനം
தொகுதி,ഓടിക്കല്ല്
தொகுதி எண்,ബാച്ച് നമ്പര്
தாங்கி காசோலை,ചുമക്കുന്ന ചെക്ക്
மேற்கோள் காட்டப்படுவதற்கு முன்,ഉദ്ധരിച്ചതിന് മുമ്പ്
நடத்தை,പെരുമാറ്റം
நம்பிக்கை,വിശാസം
Par க்கு கீழே,പാരത്തില് താഴെ
பெஞ்ச்,ബഞ്ച്
பெஞ்ச்மார்க்,ബെഞ്ച്മാർക്ക്
நன்மை பயக்கும்,പ്രയോജനകരമായ
பயனாளி,പയോജകന്
நன்மை,ആനുകൂലം
சந்தேகத்தின் நன்மை,സംശയത്തിന്റെ പ്രയോജനം
கருணை,നന്മ
நல்ல நிதி,ബെൻ വോളന്റ് ഫണ്ട്
விருப்பம்,Arequeliathe
விருப்பப்படி,അയവിസ്താരം
துயரமடைந்தது,ദുര്ത്തന്ത
சிறந்த முயற்சிகள்,മികച്ച ശ്രമങ്ങൾ
மேம்பாடு,കാഴ്ചപ്പാട്
சார்பு,പക്ഷപാതം
பக்கச்சார்பான கருத்து,പക്ഷപാതപരമായ അഭിപ്രായം
நூலியல்,ബിബ്ലിയോഗ്രാഫി
இருபது ஆண்டு,ബിനാത്തില്
பிளவுபட்டு,വിഭജനം
பெரிய,ദിഭാരതം
இருதரப்பு,ഉഭയകക്ഷി
இருமொழி,രണ്ടുഭാഷകളിലുള്ള
இரு,ബൈകാമെറൽ
ர சி து,ബില്
மாற்றச்சீட்டு,വ്യവഹാര പത്രം
இருதரப்பு அறிக்கை,ബിമോണി റിപ്പോർട്ട്
பிணைப்பு,ബന്ധിക്കുക
பயோடேட்டா,ബയോഡറ്റ
இருதரப்பு,ബിപർട്ടിനെറ്റ്
இரு கட்சி ஒப்பந்தம்,Biparteait കരാർ
பிறப்பு ஆண்டுவிழா,ജന്മവാർഷികം
பிறப்பு சான்றிதழ்,ജനന സർട്ടിഫിക്കറ്റ്
பிறப்பு கட்டுப்பாடு,ജനന നിയന്ത്രണം
பிறந்த தேதி,ജനിച്ച ദിവസം
பிறந்த இடம்,ജന്മസ്ഥലം
பிறப்பு வீதம்,ജനന നിരക്ക്
இரு வாராந்திர,ബിക്കുളികം
கருப்பு பொருளாதாரம்,കറുത്ത സമ്പദ്വ്യവസ്ഥ
கருப்பு பட்டியல்,കറുത്ത പട്ടിക
பிளாக்மெயில்,കൊള്ളയടിക്കുക
கருப்பு சந்தை,കരിഞ്ചന്ത
பழி,കുറ്റപ്പെടുത്തുക
வெற்று சோதனை,ശൂന്യമായ പരിശോധന
போர்வை ஒப்பந்தம்,പുതപ്പ് ഇടപാട്
போர்வை ஒழுங்கு,പുതപ്പ് ഓർഡർ
குண்டு வெடிப்பு,സ്ഫോടനം
கலத்தல்,മിശ്രിതമാക്കുക
தொகுதி,ഉപരോധിക്കുക
முற்றுகை,ഉപരോധിക്കല്
தடுக்கப்பட்ட மூலதனம்,തടഞ്ഞ മൂലധനം
