Assamese,English
বেৰনেটচি,Baronetcy
বেৰনি,Barony
বেৰাকুন,Barracoon
বেৰাকুন,Barracoon
বেৰিকেড (=barricade),Barricade (=barricado)
বেৰিকেড (=barricade),Barricade (=barricado)
বেৰিকেড (=barricade),Barricade (=barricado)
বেচ কেম্প,Base camp
বেচিলিকা,Basilica
বেচিলিকা,Basilica
বাষ্টিলা,Bastila
বেষ্টিল,Bastille
বেষ্টিল,Bastille
বেটাৰি,Battery
যুদ্ধ,Battle
বাটলে-এৰে,Batlle-array
যুদ্ধৰ চিঞৰ,Battle cry
যুদ্ধৰ ডিন,Battle din
যুদ্ধক্ষেত্ৰ,Battle field
যুদ্ধ গীত,Battle hymn
স্পাৰ্ছৰ যুদ্ধ,Battle of the Spurs
ষ্টেণ্ডাৰ্ডৰ যুদ্ধ,Battle of the Standard
যুদ্ধজাহাজ,Battleship
যুদ্ধজাহাজ-শক্তি,Battleship-strength
Bayeux টেপেষ্ট্ৰি,Bayeux tapestry
বিকন,Beacon
বিকন টাৱাৰ,Beacon tower
বিভাৰ,Beaver
বিভাৰ,Beaver
সাগৰৰ ভিক্ষাৰী,Beggars of the sea
বেলিকোজ,Bellicose
বেলিকোজ,Bellicose
বেলিকোজ,Bellicose
বেলিকোচিটি,Bellicosity
বেলোনা,Bellona
বেনিফিচ,Benefice
ধৰ্মগুৰুসকলৰ লাভ,Benefit of clergy
বেনেলাক্স,Benelux
বাৰ্লিন ডিক্রী,Berlin Decree
Berserker,Berserker
Besant (=বেজান্ট),Besant (=bezant)
বেথেল,Bethel
বিব্লিঅ&#39;লেটাৰ,Bibliolater
গ্ৰন্থবিজ্ঞান,Bibliolatry
বিগ বাৰ্থা,Big Bertha
কুসংস্কাৰ,Bigot
বিলেটিং,Billeting
বিল অৱ এটেইণ্ডাৰ,Bill of Attainder
অধিকাৰৰ বিল,Bill of Rights
জীৱনীকাৰ,Biographer
জন্মৰ কাহিনী,Birth stories
বিভক,Bivouac
বিভক,Bivouac
বিভক,Bivouac
বিজোনিয়া,Bizonia
ক&#39;লা চৰাই চোৱা,Black birding
ক&#39;লা পতাকা,Black flag
ব্লেক হোল,Black Hole
ব্লেক হোল,Black Hole
ক&#39;লা ভৰি (=scab),Black leg (=scab)
ক&#39;লা চাৰ্ট,Black Shirt
ব্লেজন,Blazon
ব্লেজন,Blazon
ব্লেজনাৰী,Blazonry
ব্লেজনাৰী,Blazonry
ব্লিটজক্ৰিগ,Blitzkrieg
ৰক্তহীন বিপ্লৱ (=গৌৰৱময় বিপ্লৱ),Bloodless Revolution (=Glorious Revolution)
ব্লাডৱাইট,Bloodwite
ব্লাডি মেৰী,Bloody Mary
নীলা,Blue
নীলা তেজ,Blue blood
নীলা কিতাপ,Blue book
নীলা ফিতা,Blue ribbon
নীলা ফিতা,Blue ribbon
ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড),Blues (=Royal Horse Guards)
নীলা চাৰ্ট,Blue Shirt
ব্লু ৱাটাৰ স্কুল,Blue Water School
নিয়ন্ত্ৰণ ব’ৰ্ড,Board of Control
শৰীৰৰ কৱচ,Body armour
ব&#39;ৰ,Boer
লুটপাত,Booty
বৰো,Borough
Bouleuterion,Bouleuterion
বোৰ্বন,Bourbon
বক্সাৰ বিদ্ৰোহ,Boxer rebellion
ব্ৰেচ,Brace
ব্ৰাছাৰ্ড,Brassard
ব্ৰাছাৰ্ড,Brassard
ব্ৰেড কলনী,Bread colonies
ব্ৰেষ্ট প্লেট,Breast Plate
স্তনৰ কাম,Breast work
ব্ৰেটৱাল্ডা,Bretwalda
ব্ৰিগাণ্ড,Brigand
ব্ৰিগেণ্ডেজ,Brigandage
ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ,British Commonwealth of Nations
ব্ৰাউন চাৰ্ট (=নাজী),Brown Shirts (=The Nazis)
ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ),Brussels Treaty (Pact) organisation (=Western Europeon union)
বাফ,Buff
বাফ,Buff
বাফ-কোট,Buff-coat
বাফছ,Buffs
বুলে (=পৰিষদ),Bule (=council)
বাৰ্গেজ,Burgage
বাৰ্জেছ,Burgess
বাইজেন্টাইন,Byzantine
বাইজেন্টাইন গীৰ্জা,Byzantine church
বাইজেন্টাইন সাম্ৰাজ্য,Byzantine Empire
বাইজেন্টাইন যুগ,Byzantine Era
বাইজেন্টাইন ইতিহাসবিদ,Byzantine historians
কেবাল,Cabal
ছিজাৰীজম,Caesarism
খলিফা,Caliph
কেলিগ্ৰাফাৰ,Calligrapher
কেলিগ্ৰাফিষ্ট,Calligraphist
কেলিগ্ৰাফী,Calligraphy
কেলট্ৰপ,Caltrop
সতীৰ্থতা,Camaraderie
কেমাৰিলা,Camarilla
কেমাৰিলা,Camarilla
কেমেলাকম,Camelaucum
ছদ্মবেশ,Camouflage
অভিযান,Campaign
কেম্প অনুগামী,Camp follower
কেম্পো ছান্টো,Campo santo
কেম্পাছ মাৰ্চিয়াছ,Campus martius
কেনেফোৰা,Canephora
কেংগু,Cangue
কেননেড,Cannonade
কামানৰ ঘাঁহ,Cannon fodder
কেনন,Canon
কেনন আইন,Canon law
কেন&#39;পাছৰ ডিক্রী,Canopus decree
কেনটিং আৰ্মছ,Canting arms
বন্দী,Captive
বন্দী,Captor
কাৰ্ডিনেল,Cardinal
কাৰ্ল,Carl
কেৰ&#39;লিঞ্জিয়ান বংশ,Carolingian dynasty
কাৰ্থুছিয়ান পন্থা,Carthusian sect
কাৰ্টোছা,Cartosa
কেষ্টেলিয়ান,Castelian
কেষ্টেলিয়ান,Castelian
জাতি ব্যৱস্থা,Caste system
দুৰ্গ,Castle
দুৰ্গ,Castle
কেছল টাউন,Castle town
কাষ্ট্ৰা,Castra
কাষ্ট্ৰা,Castra
কেথেড্ৰা,Cathedra
কেথেড্ৰেল,Cathedral
কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ,Cato Street conspiracy
কৌডিলো,Caudillo
কেভেলিয়াৰ,Cavalier
কেভেলিয়াৰ,Cavalier
কেভেলিয়াৰ সংসদ,Cavalier Parliament
আদুল্লামৰ গুহা,Cave of Adullam
গুহা চিত্ৰকলা,Cave painting
গুহা চিত্ৰকলা,Cave painting
চেণ্টুমভিৰ,Centumvir
চেঞ্চুৰিয়ান,Centurion
শতিকা,Century
চেইন আৰ্মৰ (=চেইন মেইল),Chain armour (=chain mail)
চান্ট্ৰী,Chantry
চান্ট্ৰী,Chantry
চ্যাপ কিতাপ,Chap book
চেপলিন,Chaplain
অধ্যায়,Chapter
দুৰ্ঘটনাৰ অধ্যায়,Chapter of accidents
চাৰ্জ,Charge
চাৰ্জ ডি এফেয়াৰ্ছ,Charge d'affaires
চাৰ্জ পাৰ্টিং,Charge parting
চাৰ্জাৰ,Charger
ৰথ,Chariot
ৰথী,Charioteer
ৰথী,Charioteer
ৰথী,Charioteer
চেৰিটি কিচেন,Charity kitchen
চনদ,Charter
চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট),Chartist Movement (=Chartism)
চাৰ্ট’ফাইলেচিয়াম,Chartophylacium
চেট&#39;,Chateau
পোষ্ট চেক কৰক,Check post
ৰাসায়নিক যুদ্ধ,Chemical Warfare
চেষ্টাৰ,Chester
প্ৰধান,Chief
মুখীয়াল,Chieftain
মুখীয়াল,Chieftain
মুখীয়াল,Chieftain
চিফন,Chiffon
অশ্বাৰোহীতা,Chivalry
নিৰ্বাচিত লোকসকল,Chosen People
ক্ৰীছমোগ্ৰাফী,Chrismographion
খ্ৰীষ্টান ধৰ্ম,Christendom
খ্ৰীষ্টান যুগ,Christian era
খ্ৰীষ্টান সমাজবাদ,Christian Socialism
ক্ৰনিকল,Chronicle
ক্ৰনিকলাৰ,Chronicler
ক্ৰাইজ চেৰ্চোনিজ,Chryse Chersonese
চিমেলিয়াম,Cimelium
Cinquecento শৈলী,Cinquecento Style
প্ৰদক্ষিণ,Circumnavigation
চিষ্টাৰচিয়ান সন্ন্যাসী,Cistercian monk
দুৰ্গ,Citadel
উদ্ধৃতি,Citation
উদ্ধৃতি,Citation
নাগৰিক অবাধ্যতা,Civil disobedience
গৃহযুদ্ধ,Civil war
চিভিছ ৰোমানাছ,Civis Romanus
ধ্ৰুপদী যুগ,Classical age
ক্লেফ্ট (=klepht),Clepht (=klepht)
কেৰাণীবাদ,Clericalism
ক্লাৰুচ,Cleruch
ক্লুনিয়াক আন্দোলন,Cluniac movement
কোট কৱচ,Coat armour
কোট অৱ আৰ্মছ,Coat of arms
কোট অৱ আৰ্মছ,Coat of arms
কোট অৱ আৰ্মছ,Coat of arms
কোট অৱ মেইল,Coat of mail
কোহৰ্ট,Cohort
কমিটিয়া,Comitia
কমিটিয়া চেঞ্চুৰিয়াটা,Comitia Centuriata
কমিটিয়া কুৰিয়াটা,Comitia Curiata
কমিটিয়া ট্ৰিবুটা,Comitia Tributa
স্মৃতিচাৰণ তোৰণ,Commemorative arch
স্মৃতিচাৰণ মুদ্ৰা,Commemorative coin
স্মৃতিসৌধ,Commemorative seal
সাধাৰণ ক্ষেত্ৰ,Common field
কমিউনাৰ্ড,Communard
কনকৰ্ডেট,Concordat
কনকৰ্ডেট,Concordat
কণ্ডোটিয়েৰ,Condottiere
নিশ্চিতকৰণ Cartarum,Confirmation Cartarum
বিবাদ,Conflict
মণ্ডলী,Congregation
বিজয়ী ৰাষ্ট্ৰ,Conquering state
বিজয়ী,Conqueror
কনকিষ্টাডৰ,Conquistador
কনচিলিয়াম,Consilium
কনচিষ্টৰী,Consistory
ষড়যন্ত্ৰ,Conspiracy
ষড়যন্ত্ৰ,Conspiracy
কনছুলেট,Consulate
কনছুলেচন কিতাপ,Consulation book
মহাদেশীয় ব্যৱস্থা,Continental system
অধিৱেশন সংসদ,Convention Parliament
কপাৰহেড (=শান্তি গণতন্ত্ৰ),Copperheads (=peace democrats)
কপিহ&#39;ল্ড,Copyhold
ঘেৰাও কৰা,Cordoning
কৰ&#39;না,Corona
ৰাজ অভিষেক,Coronation
ৰাজ অভিষেক শিল,Coronation stone
কৰ্পাছ,Corpus
কৰ্চেয়াৰ,Corsair
কৰ্চেয়াৰ,Corsair
কৰ্চেট (=কোৰ্চলেট),Corset (=corselet)
কৰ্টেছ,Cortes
কোটাৰ (=cottier),Cottar (=cottier)
কোটাৰ (=cottier),Cottar (=cottier)
কাউন্ট পেলেটিনেট,Count Palatinate
দেশৰ ঘৰ,Country house
কাউন্টি,County
কাউন্টি বৰো,County borough
কাউন্টি আদালত,County courts
কাউন্টি পেলেটিন,County palatine
আদালত,Court
আদালত,Court
আদালতৰ চক্ৰান্তমূলক,Court circular
আদালতৰ শিষ্টাচাৰ,Court etiquette
কৰ্টিয়াৰ,Courtier
কেচেচনৰ আদালত,Court of cassation
সঞ্চালক আদালত (EIC),Court of Directors (E. I. C.)
মালিকৰ আদালত,Court of Proprietors
আদালতৰ কবি,Court poet
চুক্তিবদ্ধ কেমেৰনিয়ানসকল,Covenanted Cameronians
মুকুট,Crown
মুকুট,Crown
মুকুট,Crown
মুকুটৰ ভূমি,Crown land
মুকুটৰ ভূমি,Crown land
ক্ৰাউন প্ৰিন্স,Crown Prince
ক্ৰুছেড,Crusade
ক্ৰুছেডাৰ,Crusader
ক্ৰিপ্টোগ্ৰাম,Cryptogram
কুইৰাছ,Cuirass
কুইৰাচিয়াৰ,Cuirassier
কাল্ট দেৱতা,Cult deity
কুৰিয়া,Curia
কুৰিয়া,Curia
জাৰবাদ,Czarism
অন্ধকাৰ মহাদেশ,Dark continent
বিচাৰৰ দিন,Day of judgement
বিচাৰৰ দিন,Day of judgement
ডিন,Dean
দশক,Decade
ডেনাৰিয়াছ,Denarius
পদচ্যুত ৰজা,Deposed monarch
লুটপাত কৰা,Despoil
লুণ্ঠন,Despoilation
ডিথ্ৰন,Dethrone
ডায়েডেম,Diadem
ডায়েডেম,Diadem
ডায়েডেম,Diadem
ডায়েচিয়া,Diasia
ডিকাষ্টেৰিয়াম,Dicasterium
ডিলুভিয়ালিষ্ট,Diluvialist
ডাইচ,Diocese
ডাইচ,Diocese
ডাইৰেক্টৰ (=নিৰ্দেশনা),Directoire (=Directry)
ডাইৰেক্টৰ (=নিৰ্দেশনা),Directoire (=Directry)
দিৰহাম,Dirham
অবিশ্বাসী,Disloyal
অবিশ্বাসী,Disloyal
লেপছৰ মতবাদ,Doctrine of lapse
নথিপত্ৰ,Document
নথিপত্ৰৰ প্ৰমাণ,Documentary evidence
ডমছডে বুক,Domesday Book
কনষ্টেণ্টাইনৰ দান,Donation of Constantine
ডুম,Doom
বিধৱা ৰাণী,Dowager queen
ড্ৰেগুন,Dragoon
ড্ৰ&#39;মেডাৰিয়ান,Dromedarian
ড্ৰমেডাৰী,Dromedary
ড্ৰমণ্ড,Dromond
দ্বৈত,Dual
দ্বৈত মিত্ৰতা,Dual alliance
ডুৱেল এণ্টেণ্ট,Dual entente
দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ),Dual system (=dual government)
ড্যুক,Duke
ডুমা,Duma
বামন অৱতাৰ,Dwarf incarnation
বংশ,Dynasty
বংশ,Dynasty
ঈগল,Eagle
এলডাৰ মানুহ,Ealder man
আৰ্ল,Earl
আৰ্লডম,Earldom
আদিম গুপ্তাসকল,Early Guptas
প্ৰাথমিক (ঐতিহাসিক) স্থান,Early (historic) sites
প্ৰাথমিক বৈদিক যুগ,Early Vedic period
ইক্লেছিয়া,Ecclesia
পুনৰুদ্ধাৰৰ আদেশ,Edict of Restitution
আঠ ভাঁজ পথ,Eight fold path
বয়োজ্যেষ্ঠসকল,Elders
জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro),Elder statesman (=genro)
হাতী গোড,Elephant goad
এঘাৰ বছৰৰ অত্যাচাৰ,Eleven Years' Tyranny
এলিছাই (=এলিচি),Elysae (=Elysee)
ঘেৰাও আন্দোলন,Enclosure Movement
এনচাইক্লিকেল,Encyclical
বিশ্বকোষবাদী আন্দোলন,Encyclopaedist movement
এন্টেন্টে,Entente
এন্টেন্টে কৰ্ডিয়েল,Entente cordiale
এনথ্ৰন,Enthrone
এনট্যুৰেজ,Entourage
ইফোদ,Ephod
এফোৰ,Ephor
মহাকাব্যিক যুগ,Epic age
মহাকাব্যিক নায়ক,Epic hero
এপিগ্ৰাফ,Epigraph
এপিস্কোপেচি,Episcopacy
এপিস্কোপেট,Episcopate
খণ্ড,Episode
যুগ,Epoch
যুগ সৃষ্টিকাৰী অনুষ্ঠান,Epoch-making event
যুগ সৃষ্টিকাৰী মানুহ,Epoch-making man
ইপ&#39;নিম,Eponym
ইকুৱেৰী,Equerry
ইকুৱেৰী,Equerry
অশ্বাৰোহীৰ মূৰ্তি,Equestrian statue
যুগ,Era
এৰগাষ্টুলাম,Ergastulum
ইউখাৰিষ্ট,Eucharist
ইভানজেলিজম,Evangelicalism
ইভানজেলিকেল আন্দোলন,Evangelical movement
ইভানজেলিষ্ট,Evangelist
Exarch,Exarch
এক্সাইলাৰ্ক,Exilarch
ফেলেংগিষ্ট,Falangist
পিতৃ ভূমি,Father land
পিতৃ ভূমি,Father land
ফেৰিয়া,Feriae
ফেটিছ,Fetish
সামন্তীয় হোল্ডিংছ,Feudal holdings
সামন্তবাদ (=সামন্তীয় ব্যৱস্থা),Feudalism (=feudal system)
সামন্তীয় ব্যৱস্থা,Feudal system
সামন্তীয়,Feudatory
ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক),Fidei defensor (=Defender of the Faith)
ফিফ,Fief
ক্ষেত্ৰ ব্যৱস্থা,Field system
পোন্ধৰতম কৰ,Fifteenth tax
চিত্ৰৰ মূৰ,Figure head
ফিন ডি ছিকেল,Fin de siecle
জুই খোৱা,Fire eater
পাঁচ মাইল আইন,Five Mile Act
পতাকা,Flag
ফ্লেমেন ডায়েলিছ,Flamen Dialis
ফ্লেমেন মাৰ্চিয়ালিছ,Flamen Martialis
জ্বলি থকা টৰ্চ,Flaming torch
ফ্লেংক,Flank
ফ্লেংকিং মুভমেণ্ট,Flanking movement
ফুলি উঠা সভ্যতা,Flourishing civilization
নদীবাদী বিশ্বাস,Fluvialistic belief
লোক দেৱতা,Folk god
লোক দেৱী,Folk goddess
লোক স্মৃতি,Folk memory
লোক মিথ (=folklore),Folk myth (=folklore)
খাদ্য বিচাৰি ফুৰা,Foraging
আক্ৰমণ,Foray
পূৰ্বপুৰুষ,Forebear
পূৰ্বপুৰুষ,Forefather
আগশাৰীৰ,Forerunner
নিঃসংগ আশা,Forlorn hope
গঠনমূলক পৰ্যায়,Formative stage
দুৰ্গ,Fort
দুৰ্গ নিৰ্মাণ,Fortification
দুৰ্গম চহৰ,Fortified town
দুৰ্গ,Fortress
ফৰ্তুনা,Fortuna
ফ&#39;ৰাম ৰোমানম,Forum Romanum
ফ্ৰান্সিস্কান,Franciscan
ফ্ৰেংকলিন,Franklin
ভাতৃঘাতী যুদ্ধ,Fratricidal war
ফ্ৰী চাৰ্চ,Free Church
ফ্ৰীহোল্ডাৰ,Freeholder
ফ্ৰীলান্স সৈনিক,Freelance soldier
ফ্ৰীলান্স সৈনিক,Freelance soldier
ফ্ৰীমেন,Freeman
ফ্ৰীমেন,Freeman
ফ্ৰীপাছ,Freepass
ফৰাচী বিপ্লৱ,French Revolution
ফ্ৰাইয়াৰ,Friar
ফ্ৰিয়াছিয়ান ভাড়াতীয়া,Friasian mercenaries
সীমান্ত&#39;এ মানুহ,Frontier'a man
গেলিয়ন,Galleon
গ্যালিকান (=গ্যালিকানিষ্ট),Gallican (=Gallicanist)
গ্যালিকানিজম,Gallicanism
গেৰিছন,Garrison
গল,Gaul
গাউণ্টলেট,Gauntlet
গাউণ্টলেট,Gauntlet
গেজেবো,Gazebo
গেজেবো,Gazebo
গেজেবো,Gazebo
বংশাৱলীৰ ইতিহাস,Genealogical history
বংশাৱলীৰ ৰেকৰ্ড,Genealogical record
বংশাৱলীৰ তালিকা,Genealogical table
বংশাৱলীৰ গছ,Genealogical tree
বংশাৱলী,Genealogy
বংশাৱলী,Genealogy
প্ৰজন্ম,Generation
গণহত্যা,Genocide
অনা-ইহুদী,Gentile
অনা-ইহুদী,Gentile
অনা-ইহুদী,Gentile
অনা-ইহুদী,Gentile
গেট্টো,Ghetto
গেট্টো,Ghetto
গিবেট,Gibbet
গিল্ড (=গিল্ড),Gild (=guild)
গ্লেডিয়েটাৰ,Gladiater
গৌৰৱময় বিপ্লৱ,Glorious Revolution
গোল্ডেন হৰ্ড,Golden Horde
গ্ৰেণ্ড এলায়েন্স,Grand Alliance
গ্ৰেণ্ডী,Grandee
গ্ৰেণ্ড চাইন&#39;ৰ,Grand Signor
গ্ৰেণ্ড চাইন&#39;ৰ,Grand Signor
মহান গৃহযুদ্ধ,Great Civil War
মহান প্ৰস্থান (বুদ্ধৰ),Great Departure (of Buddha)
বৃহত্তৰ ভাৰত,Greater India
গ্ৰেট হেলাছ,Great Hellas
গ্ৰেট হৰ্ড,Great Horde
মহান পৰিত্যাগ (=মহান প্ৰস্থান),Great Renunciation (=great departure)
গ্ৰেট ছিল,Great Seal
গ্ৰেট ট্ৰেক,Great Trak
গ্ৰেট ভেহিকেল,Great Vehicle
চীনৰ গ্ৰেট ৱাল,Great Wall of China
গ্ৰেভ,Greave
গাৰ্ড-চেম্বাৰ,Guard-chamber
গাৰ্ড-চেম্বাৰ,Guard-chamber
গাৰ্ড-চেম্বাৰ,Guard-chamber
গুপ্তাছ,Guptas
হেজিঅ’গ্ৰাফী,Hagiography
হেজিঅ’গ্ৰাফী,Hagiography
হেজিঅ’লজি,Hagiology
হেজিঅ’লজি,Hagiology
ব্যক্তিগত দৰ্শকৰ হল,Hall of private audience
ৰাজহুৱা দৰ্শকৰ হল,Hall of public audience
হেচমেণ্ট,Hatchment
হেথেন,Heathen
হেথেন,Heathen
হেথেনিজম,Heathenism
হেগিৰা (হেজেৰা),Hegira (Hejera)
হেলেনিজম,Hellenism
হেলট,Helot
হেৰাল্ড্ৰি,Heraldry
ঐতিহ্য,Heritage
হাইৰ’গ্লিফিক ৰৈখিক আখৰ,Hieroglyphic linear characters
হাইৰ&#39;গ্লিফিক লিপি,Hieroglyphic script
হাই চাৰ্চ,High Church
হাই লেণ্ডাৰ,High Lander
হিন্দু ধৰ্ম,Hinduism
ইতিহাসবিদ,Historian
ইতিহাসবিদ,Historian
ঐতিহাসিক বস্তুবাদ,Historical materialism
ঐতিহাসিক যুগ,Historic era
ঐতিহাসিক সীমান্ত,Historic frontier
ইতিহাসবিদ,Historiographer
ইতিহাসবিদ,Historiographer
ইতিহাস লেখা,Historiography
ইতিহাস লেখা,Historiography
ইতিহাস,History
হিট্টী সাম্ৰাজ্য,Hittite empire
পবিত্ৰ মিত্ৰতা,Holy Alliance
পবিত্ৰ নগৰ,Holy city
পবিত্ৰ নগৰ,Holy city
পবিত্ৰ ভূমি,Holy land
পবিত্ৰ ভূমি,Holy land
হলি লীগ,Holy League
হলি লীগ,Holy League
পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire),Holy Roman Empire (=The Empire)
পবিত্ৰ সাগৰ,Holy Sea
পবিত্ৰ সাগৰ,Holy Sea
পবিত্ৰ যুদ্ধ,Holy war
পবিত্ৰ যুদ্ধ,Holy war
গৃহ চৰকাৰ,Home Government
