Marathi,Punjabi
उपयोजक भाषा,ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ
अंदाजे सिद्धांत,ਅਨੁਮਾਨ ਥਿਊਰੀ
आर्किटेक्चर,ਆਰਕੀਟੈਕਚਰ
क्षेत्र हस्तांतरण,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
युक्तिवाद,ਦਲੀਲ
अंकगणित आणि तर्कशास्त्र एकक,ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ
अंकगणित तपासणी,ਹਿਸਾਬ ਦੀ ਜਾਂਚ
अंकगणित स्थिरांक,ਅੰਕਿਤ ਸਥਿਰ
अंकगणित डेटा,ਅੰਕਿਤ ਡੇਟਾ
अंकगणित सूचना,ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ
अंकगणित आणि तर्कशास्त्र एकक (ALU),ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU)
अर्पानेट,ਅਰਪਨੇਟ
रचना,ਐਰੇ
अॅरे कॅशे,ਐਰੇ ਕੈਸ਼
अॅरे संगणक,ਐਰੇ ਕੰਪਿਊਟਰ
अॅरे घटक,ਐਰੇ ਤੱਤ
अॅरे नाव,ਐਰੇ ਨਾਮ
अॅरे प्रोसेसर,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
बाण दर्शक बटणे,ਤੀਰ ਕੁੰਜੀਆਂ
उच्चार,ਉਚਾਰਨ
उच्चार बिंदू,ਬਿਆਨ ਬਿੰਦੂ
कृत्रिम कॉम्पॅक्शन,ਨਕਲੀ ਸੰਕੁਚਿਤ
कृत्रिम नियंत्रण,ਨਕਲੀ ਕੰਟਰੋਲ
कृत्रिम बुद्धिमत्ता,ਬਣਾਵਟੀ ਗਿਆਨ
चढणारा,ਚੜ੍ਹਦਾ
चढत्या क्रमवारी,ਵਧਦੀ ਲੜੀ
ASCII बेटिकल ऑर्डर,ASCII ਬੇਟਿਕਲ ਆਰਡਰ
ASCII नियंत्रण वर्ण,ASCII ਕੰਟਰੋਲ ਅੱਖਰ
ASCII फाइल,ASCII ਫਾਈਲ
ASCII फॉन्ट,ASCII ਫੌਂਟ
ASCII हस्तांतरण,ASCII ਟ੍ਰਾਂਸਫਰ
प्रसर गुणोत्तर,ਆਕਾਰ ਅਨੁਪਾਤ
एएसपीआय,ਏ.ਐਸ.ਪੀ.ਆਈ
ASR टाइमर,ASR ਟਾਈਮਰ
एकत्र करणे,ਇਕੱਠਾ ਕਰਨਾ
असेंबलर,ਅਸੈਂਬਲਰ
विधानसभा,ਅਸੈਂਬਲੀ
विधानसभा भाषा,ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ
प्रतिपादन,ਦਾਅਵਾ
असाइनमेंट,ਅਸਾਈਨਮੈਂਟ
संघटना,ਐਸੋਸੀਏਸ਼ਨ
सहयोगी पत्ता,ਸਹਿਯੋਗੀ ਪਤਾ
सहयोगी स्मृती,ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ
asteric,ਤਾਰਾ
असममित,ਅਸਮਿਤ
असिंक्रोनस,ਅਸਿੰਕ੍ਰੋਨਸ
असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
असिंक्रोनस हस्तांतरण,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
एसिंक्रोनस ट्रान्सफर मोड (एटीएम),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
अणू,ਪਰਮਾਣੂ
संलग्न दस्तऐवज,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
संलग्न फाइल,ਨੱਥੀ ਫ਼ਾਈਲ
संलग्नक,ਲਗਾਵ
विशेषता,ਵਿਸ਼ੇਸ਼ਤਾ
ऑडिओ,ਆਡੀਓ
ऑडिट प्रोग्रामिंग,ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ
तपासणीचे सूत्र,ਆਡਿਟ ਟ੍ਰੇਲ
वाढ,ਵਾਧਾ
प्रमाणीकरण प्रोटोकॉल,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
ऑथरिंग सिस्टम,ਲੇਖਕ ਪ੍ਰਣਾਲੀ
अधिकृतता,ਅਧਿਕਾਰ
स्वयं गोषवारा,ਆਟੋ ਐਬਸਟਰੈਕਟ
ऑटोबूटिंग,ਆਟੋਬੂਟਿੰਗ
ऑटोकॅड,ਆਟੋਕੈਡ
ऑटोलॉग चालू,ਆਟੋਲੌਗ ਚਾਲੂ
स्वयंचलित,ਆਟੋਮੇਟਾ
ऑटोमेटा सिद्धांत,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
स्वयंचलित संगणन,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ
स्वयंचलित डेटा प्रक्रिया,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
स्वयंचलित त्रुटी सुधारणा,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
स्वयंचलित कार्य,ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ
स्वयंचलित अनुक्रमणिका,ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ
स्वयंचलित लायब्ररी कॉल,ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ
स्वयंचलित प्रोग्रामिंग,ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
स्वयंचलित पुनर्प्राप्ती कार्यक्रम,ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ
स्वयंचलित दिनचर्या,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
स्वयंचलित प्रणाली पुनर्प्राप्ती,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
स्वयंचलित टेलर मशीन (एटीएम),ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM)
ऑटोमेशन,ਆਟੋਮੇਸ਼ਨ
ऑटो प्ले,ਸਵੈ ਚਾਲ
स्वयं जतन करा,ਸਵੈ-ਸੰਭਾਲ
सहाय्यक,ਸਹਾਇਕ
सहाय्यक मेमरी,ਸਹਾਇਕ ਮੈਮੋਰੀ
सहायक स्टोरेज,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
उपलब्ध यादी,ਉਪਲਬਧ ਸੂਚੀ
उपलब्ध वेळ,ਉਪਲਬਧ ਸਮਾਂ
सरासरी,ਔਸਤ
awk (भाषा),awk (ਭਾਸ਼ਾ)
बॅकएंड,ਬੈਕਐਂਡ
बॅकएंड प्रोसेसर,ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ
बॅकफेस काढणे,ਬੈਕਫੇਸ ਹਟਾਉਣਾ
पार्श्वभूमी प्रक्रिया,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
बॅकिंग स्टोअर,ਬੈਕਿੰਗ ਸਟੋਰ
बॅकपॅचिंग,ਬੈਕਪੈਚਿੰਗ
बॅकस्पेस,ਬੈਕਸਪੇਸ
बॅकट्रॅकिंग,ਬੈਕਟਰੈਕਿੰਗ
बॅकअप,ਬੈਕ-ਅੱਪ
बॅकअप मेमरी,ਬੈਕਅੱਪ ਮੈਮੋਰੀ
मागास त्रुटी पुनर्प्राप्ती,ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ
ताळेबंद,ਸੰਤੁਲਨ ਸ਼ੀਟ
बँड,ਜਥਾ
बँड रुंदी,ਬੈਂਡ ਚੌੜਾਈ
बँकरचा अल्गोरिदम,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
बार कोड,ਬਾਰ ਕੋਡ
बार कोड स्कॅनर,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
बार आलेख,ਬਾਰ ਗ੍ਰਾਫ
मूळ पत्ता,ਅਧਾਰ ਪਤਾ
बेस बँड,ਅਧਾਰ ਬੈਂਡ
आधार क्रमांक,ਅਧਾਰ ਨੰਬਰ
बेस टेबल,ਅਧਾਰ ਸਾਰਣੀ
बेसिक,ਬੇਸਿਕ
मूलभूत नियंत्रण,ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ
मूलभूत इनपुट,ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ
मूलभूत सूचना,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
मूलभूत आउटपुट,ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ
मूलभूत पायरी,ਬੁਨਿਆਦੀ ਕਦਮ
तुकडी,ਬੈਚ
बॅच फाइल,ਬੈਚ ਫਾਈਲ
बॅच स्थिती,ਬੈਚ ਸਥਿਤੀ
बॅच प्रक्रिया,ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
बॅच सिस्टम,ਬੈਚ ਸਿਸਟਮ
बॉड,ਬੌਡ
बॉड दर,ਬੌਡ ਦਰ
तुळई,ਬੀਮ
बेंचमार्क,ਬੇਂਚਮਾਰਕ
द्विदिश संप्रेषण,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
द्विदिश दुवा,ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ
बायनरी कोड,ਬਾਈਨਰੀ ਕੋਡ
बायनरी अंक,ਬਾਈਨਰੀ ਅੰਕ
बायनरी इनपुट आउटपुट सिस्टम (BIOS),ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
बायनरी संख्या,ਬਾਈਨਰੀ ਨੰਬਰ
बायनरी ऑपरेटर,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
बायनरी संबंध,ਬਾਈਨਰੀ ਸਬੰਧ
बायनरी शोध,ਬਾਈਨਰੀ ਖੋਜ
बायनरी सर्च ट्री (BST),ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST)
बायनरी हस्तांतरण,ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ
बायनरी झाड,ਬਾਈਨਰੀ ਰੁੱਖ
द्विध्रुवीय मेमरी,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
जन्म मृत्यू मॉडेल,ਜਨਮ ਮੌਤ ਮਾਡਲ
जन्म मृत्यू प्रक्रिया,ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
बिट,ਬਿੱਟ
थोडा दोष,ਬਿੱਟ ਨੁਕਸ
बिट नकाशा,ਬਿੱਟ ਨਕਸ਼ਾ
बिट मॅप पिक्सेल (BMP),ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP)
बिट मॅट्रिक्स,ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ
बिट नमुना,ਬਿੱਟ ਪੈਟਰਨ
बिट स्थिती,ਬਿੱਟ ਸਥਿਤੀ
बिट दर,ਬਿੱਟ ਰੇਟ
ब्लॅक बॉक्स चाचणी,ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ
लुकलुकणे,ਝਪਕਣਾ
ब्लॉक,ਬਲਾਕ
ब्लॉक कॅशे,ਬਲਾਕ ਕੈਸ਼
ब्लॉक चेक,ਬਲਾਕ ਚੈੱਕ
ब्लॉक कॉपी,ਬਲਾਕ ਕਾਪੀ
ब्लॉक आकृती,ਬਲਾਕ ਚਿੱਤਰ
ब्लॉकिंग नेटवर्क,ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ
बोर्ड,ਫੱਟੀ
पुस्तक चिन्ह,ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ
बुलियन बीजगणित,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
बुलियन संबंध,ਬੂਲੀਅਨ ਸਬੰਧ
बूट विभाजन,ਬੂਟ ਭਾਗ
बूट strapping,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
बूट-स्ट्रॅप लोडर,ਬੂਟ-ਸਟੈਪ ਲੋਡਰ
पूल,ਪੁਲ
ब्रॉडबँड नेटवर्किंग,ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ
प्रसारण,ਪ੍ਰਸਾਰਣ
रेडिओ प्रसारित करा,ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ
ब्राउझ करा,ਬਰਾਊਜ਼ ਕਰੋ
ब्राउझर,ਬਰਾਊਜ਼ਰ
बी-वृक्ष,ਬੀ-ਰੁੱਖ
बबल मेमरी,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
बबल क्रमवारी,ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ
बादली,ਬਾਲਟੀ
मित्र प्रणाली,ਦੋਸਤ ਸਿਸਟਮ
बजेट प्रभावी नियंत्रण,ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ
बफर,ਬਫਰ
किडा,ਬੱਗ
बस,ਬੱਸ
बाइट,ਬਾਈਟ
बाइट कोड,ਬਾਈਟ ਕੋਡ
c,c
C++,C++
कॅशे,ਕੈਸ਼
कॅशे बफर,ਕੈਸ਼ ਬਫਰ
कॅशे मेमरी,ਕੈਸ਼ ਮੈਮੋਰੀ
गणना,ਗਣਨਾ
कॅल्क्युलेटर,ਕੈਲਕੁਲੇਟਰ
कॅल्क्युलेटर चिप,ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ
कॉल,ਕਾਲ ਕਰੋ
नावाने कॉल करा,ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ
संदर्भानुसार कॉल करा,ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
मूल्यानुसार कॉल करा,ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
व्हेरिएबल्सद्वारे कॉल करा,ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
कॉल गेट,ਕਾਲ ਗੇਟ
रद्द करा,ਰੱਦ ਕਰੋ
रद्द करा बटण,ਰੱਦ ਕਰੋ ਬਟਨ
प्रामाणिक,ਕੈਨੋਨੀਕਲ
प्रामाणिक स्वरूप,ਕੈਨੋਨੀਕਲ ਰੂਪ
क्षमता,ਸਮਰੱਥਾ
क्षमता यादी,ਸਮਰੱਥਾ ਸੂਚੀ
क्षमता,ਸਮਰੱਥਾ
कॅप्स लॉक की,ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ
कार्ड,ਕਾਰਡ
कार्ड रीडर,ਕਾਰਡ ਰੀਡਰ
मुख्यत्वे,ਮੁੱਖਤਾ
वाहक,ਕੈਰੀਅਰ
वाहक बँड,ਕੈਰੀਅਰ ਬੈਂਡ
वाहक लोड,ਕੈਰੀਅਰ ਲੋਡ
वाहक सिग्नल,ਕੈਰੀਅਰ ਸਿਗਨਲ
वाहक लहर,ਕੈਰੀਅਰ ਲਹਿਰ
वाहून नेणे,ਲੈ ਜਾਣਾ
कॅरी अंक,ਕੈਰੀ ਅੰਕ
ध्वज घेऊन जा,ਝੰਡਾ ਚੁੱਕੋ
काडतूस डिस्क,ਕਾਰਤੂਸ ਡਿਸਕ
कॅस्केड,ਕੈਸਕੇਡ
केस,ਕੇਸ
कॅथोड रे ट्यूब (सीआरटी),ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ)
कॅथोड रे ट्यूब (सीआरटी),ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ)
CD ROM डिस्क ड्राइव्ह,CD ROM ਡਿਸਕ ਡਰਾਈਵ
सेल,ਸੈੱਲ
सेल अॅनिमेशन,ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ
भ्रमणध्वनी,ਸੈਲੂਲਰ ਫ਼ੋਨ
केंद्रीय स्मृती,ਕੇਂਦਰੀ ਮੈਮੋਰੀ
सेंट्रल प्रोसेसिंग युनिट (CPU),ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU)
केंद्रीकृत प्रणाली,ਕੇਂਦਰੀ ਸਿਸਟਮ
प्रमाणित टेप,ਪ੍ਰਮਾਣਿਤ ਟੇਪ
साखळी,ਚੇਨ
साखळी डेटा,ਚੇਨ ਡਾਟਾ
साखळी दुवा,ਚੇਨ ਲਿੰਕ
चेनिंग,ਚੇਨਿੰਗ
चॅनल,ਚੈਨਲ
चॅनेल व्यस्त टोन,ਚੈਨਲ ਵਿਅਸਤ ਟੋਨ
चॅनेल क्षमता,ਚੈਨਲ ਦੀ ਸਮਰੱਥਾ
चॅनेल नियंत्रक,ਚੈਨਲ ਕੰਟਰੋਲਰ
चॅनेल त्रुटी,ਚੈਨਲ ਗਲਤੀ
चॅनेल कार्यक्रम,ਚੈਨਲ ਪ੍ਰੋਗਰਾਮ
चॅनेल विश्वसनीयता,ਚੈਨਲ ਭਰੋਸੇਯੋਗਤਾ
चॅनेल सेट,ਚੈਨਲ ਸੈੱਟ
वर्ण,ਅੱਖਰ
वर्ण कोड,ਅੱਖਰ ਕੋਡ
वर्ण की,ਅੱਖਰ ਕੁੰਜੀ
वर्ण वाचक,ਅੱਖਰ ਪਾਠਕ
वर्ण आकार,ਅੱਖਰ ਦਾ ਆਕਾਰ
तक्ता,ਚਾਰਟ
चेसिस,ਚੈਸੀਸ
बिट तपासा,ਚੈੱਕ ਬਿੱਟ
चेक अंक,ਚੈੱਕ ਅੰਕ
बेरीज तपासा,ਚੈੱਕ ਰਕਮ
शब्द तपासा,ਚੈੱਕ ਸ਼ਬਦ
चिप,ਚਿੱਪ
चिप संच,ਚਿੱਪ ਸੈੱਟ
निवडा,ਚੁਣੋ
रंगीत,ਰੰਗੀਨ ਤੌਰ &#39;ਤੇ
सिफर,ਸਿਫਰ
