Hindi,Kannada
तर्क प्रधान युग,ಕಾರಣದ ವಯಸ್ಸು
भूमि सुधारवाद,ಕೃಷಿಧರ್ಮ
भूमि सुधारवादी आंदोलन,ಕೃಷಿ ಚಳುವಳಿ
एलबियन,ಅಲ್ಬಿಯಾನ್
अलबम,ಆಲ್ಬಮ್
"पौर मुख्य, विशिष्ट पौर, आल्‍डर्मन",ಆಲ್ಡರ್ಮನ್
कुलांकित आयुध,ಸೂಚಿಸುವ ತೋಳುಗಳು
मैत्री,ಸೌಹಾರ್ದತೆ
एम्फिकटिआनी परिषद,ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಕೌನ್ಸಿಲ್
ऊपर देo : Amphictyonic Council,ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಲೀಗ್
"रंगवाट, रंगभूमि, अखाड़ा",ಆಂಫಿಥಿಯೇಟರ್
(मृद्भांडों का) अमरीनाल वर्ग,ಅಮ್ರಿ ನಲ್ ಗುಂಪು (ಕುಂಬಾರಿಕೆ)
"काल-वैषम्य, काल-दोष",ಅನಾಕ್ರೊನಿಸಂ
काल-वैषम्ययुक्त,ಅನಾಕ್ರೊನಿಸ್ಟಿಕ್
पूर्वज,ಪೂರ್ವಜ
पितृ-पूजा,ಪೂರ್ವಜರ ಆರಾಧನೆ
कुल-परंपरा,ಪೂರ್ವಜರು
2. वंश,ಪೂರ್ವಜರು
3. वंश-क्रम,ಪೂರ್ವಜರು
4. उच्च कुल,ಪೂರ್ವಜರು
"प्राचीन शासन-व्यवस्था, क्रांति पूर्व शासन-व्यवस्था",ಪ್ರಾಚೀನ ಆಡಳಿತ
"पुरातन, प्राचीन",ಪ್ರಾಚೀನ
प्राचीन गाथा,ಪ್ರಾಚೀನ ಲಾವಣಿ
प्राचीन मत,ಪ್ರಾಚೀನ ನಂಬಿಕೆ
प्राचीन प्रथा,ಪ್ರಾಚೀನ ಪದ್ಧತಿ
प्राचीन हतिहास,ಪುರಾತನ ಇತಿಹಾಸ
प्राचीन स्मारक,ಪ್ರಾಚೀನ ಸ್ಮಾರಕಗಳು
उपाख्यान,ಉಪಾಖ್ಯಾನ
एन्जिलोट,ಏಂಜೆಲೋಟ್
देवदूत पूजा,ಏಂಜೆಲಸ್
आन्जवै,ಆಂಜೆವಿನ್ (=ಆಂಜೆವಿನ್)
ऐन्गल्स,ಕೋನಗಳು
आंग्लिक,ಆಂಗ್ಲಿಕನ್
आंग्ल चर्च,ಆಂಗ್ಲಿಕನ್ ಕಮ್ಯುನಿಯನ್
आंग्ल चर्चवाद,ಆಂಗ್ಲಿಕನಿಸಂ
आंग्ल विरोधी,ಆಂಗ್ಲೋ-ಫೋಬ್
आंग्ल-दुर्भीति,ಆಂಗ್ಲೋ-ಫೋಬಿಯಾ
आंग्ल सैक्सन,ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸನ್
आंग्ल-सैक्सनवाद,ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ
"आख्यान-लेखक, आख्यानकार",ಅನಾಲಿಸ್ಟ್
"वर्षवृत्त, आख्यान, ख्यात",ಆನಲ್ಸ್
"अधिनहन, मिला देना",ಅನುಬಂಧ
युद्ध पूर्व (स्थिति),ಆಂಟೆ-ಬೆಲ್ಲಮ್
"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण",ಹಿಂದಿನ ದಿನಾಂಕ
पादरी प्रथा विरोधी,ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ
पादरी प्रथा विरोधी विधान,ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ
"पुरावशेष, पुरावस्तु",ಪ್ರಾಚೀನತೆ
लगान-विरोधी,ಬಾಡಿಗೆ ವಿರೋಧಿ
2. एन्टी रैन्ट पार्टी,ಬಾಡಿಗೆ ವಿರೋಧಿ
"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद",ಯೆಹೂದ್ಯ ವಿರೋಧಿ
ऐन्ज़ेक,ಅಂಜಾಕ್
नागरिक सभा,ಅಪೆಲ್ಲಾ
अरालू,ಅರಳು
आर्च बिशप,ಆರ್ಚ್ ಬಿಷಪ್
आर्च डची,ಆರ್ಚ್ ಡಚಿ
आर्च ड्यूक,ಆರ್ಚ್ ಡ್ಯೂಕ್
पुरालेख संग्रह,ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ)
महाधर्माध्यक्ष का पद,ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್
अभिजाततंत्र,ಶ್ರೀಮಂತವರ್ಗ
अभिजात,ಶ್ರೀಮಂತ
अभिजातीय दंभ,ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ
अरस्तूवादी,ಅರಿಸ್ಟಾಟಲ್
आर्मेडा,ನೌಕಾಪಡೆ
स्पेन का आर्मेडा,ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ)
कवच-विशारद,ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ)
"कवच, बख्तर, वर्म",ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ)
अo देo armorist,ಶಸ್ತ್ರಾಗಾರ
आर्य,ಆರ್ಯನ್
2. कुलीन,ಆರ್ಯನ್
अस्कारी,ಅಸ್ಕರಿ
"आसिग्ना, भू-प्रतिभृत मुद्रा",ನಿಯೋಜಿಸಿ
अभिसत्र,ಅಸೈಜ್ ಮಾಡಿ
2. विधिपृच्छा,ಅಸೈಜ್ ಮಾಡಿ
3. अभिसत्राधिनियम,ಅಸೈಜ್ ಮಾಡಿ
आयुध अभिसत्राधिनियम,ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್
डारेन उपस्थापन अभिसत्राधिनियम,ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ
मृत पूर्वज अभिसत्राधिनियम,ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್
अभिनव अधिधारणोत्सादन अभिसत्राधिनियम,ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್
नृशंसता,ದೌರ್ಜನ್ಯ
आक्रमण,ದಾಳಿ
"सर्वोच्च न्यायालय, ऑलिक काउन्सिल",ಆಲಿಕ್ ಕೌನ್ಸಿಲ್
गेडिस समाधान,ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ)
धुरी राष्ट्र,ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್)
"बाबुल, बेबीलोन",ಬ್ಯಾಬಿಲೋನ್
बेबीलोनी बंदीकरण,ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ)
बाखुसी उपासक,ಬಚ್ಚನಾಳ ಭಕ್ತ
मद्यपानोत्सव,ಬಚ್ಚನಾಲಿಯಾ
युवा योद्धा,ಪದವಿ
"बगदाद अनुबंध, बगदाद पैक्ट",ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ
बाल्कन लीग,ಬಾಲ್ಕನ್ ಲೀಗ್
बाल्कन अनुबंध,ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ
बाल्कन युद्ध,ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು
बाल्टिक अनुबंध,ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ
दस्यु,ಡಕಾಯಿತ
बांडुंग सम्मेलन,ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ
"निर्वासन, देश-निकाला",ಬಹಿಷ್ಕಾರ
"पताका, ध्वजा",ಬ್ಯಾನರ್
बर्बर,ಅನಾಗರಿಕ
कोट-घूँघट,ಬಾರ್ಬಿಕನ್
बारदोली सत्याग्रह,ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ
बार्न बर्नस,ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು
"बैरन, सामंत",ಬ್ಯಾರನ್
बैरोनेज,ಬ್ಯಾರನೇಜ್
महासामंत,ಬರೋನ್ಸ್ ಮೇಜರ್
लघु सामंत,ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು
सामंत पत्नी,ಬ್ಯಾರನೆಸ್
उपसामंत,ಬ್ಯಾರೊನೆಟ್
उपसामंत वर्ग,ಬ್ಯಾರೊನೆಟೇಜ್
2. बैरोनेट वंशावली,ಬ್ಯಾರೊನೆಟೇಜ್
उपसामंत,ಬ್ಯಾರೊನೆಟ್ಸಿ
बैरोनी,ಬರೋನಿ
दास बंदीगृह,ಬ್ಯಾರಕೂನ್
2. दास-गृह,ಬ್ಯಾರಕೂನ್
अवरोध,ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
2. घिराव,ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
3. मोचबिंदी,ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
आधार शिबिर,ಮೂಲ ಶಿಬಿರ
वैसिलिका,ಬೆಸಿಲಿಕಾ
2. सभा भवन,ಬೆಸಿಲಿಕಾ
बैस्टील,ಬಸ್ತಿಲಾ
बैस्टील,ಬಾಸ್ಟಿಲ್
2. कारागार,ಬಾಸ್ಟಿಲ್
तोपखाना,ಬ್ಯಾಟರಿ
"रण, समर, युद्ध",ಕದನ
रण-व्यूह,ಬ್ಯಾಟಲ್-ಅರೇ
युद्ध-घोष,ಯುದ್ಧದ ಕೂಗು
युद्ध कोलाहल,ಬ್ಯಾಟಲ್ ಡಿನ್
"रण भूमि, रण क्षेत्र, समरांगण",ಯುದ್ಧಭೂಮಿ
युद्ध-गान,ಯುದ್ಧ ಸ್ತೋತ್ರ
एड़-युद्ध,ಸ್ಪರ್ಸ್ ಕದನ
ध्वज-संग्राम,ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
"रणपोत, जंगी जहाज़, संगरपोत",ಯುದ್ಧನೌಕೆ
"संगरपोत शक्ति, रणपोत-शक्ति",ಯುದ್ಧನೌಕೆ-ಬಲ
बेयू चित्रपट,ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ
संकेत प्रकाश,ದಾರಿದೀಪ
प्रकाश स्तंभ,ದಾರಿದೀಪ ಗೋಪುರ
मुखरक्षी,ಬೀವರ್
2. बीवर सिक्का,ಬೀವರ್
समुद्री बैगर,ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು
युयुत्यु,ಬೆಲ್ಲಿಕೋಸ್
2. लड़ाकू,ಬೆಲ್ಲಿಕೋಸ್
3. युद्धप्रिय,ಬೆಲ್ಲಿಕೋಸ್
"युयुत्सा, युद्धप्रियता, लड़ाकूपन",ಬೆಲ್ಲಿಕೋಸಿಟಿ
बेलोना,ಬೆಲೋನಾ
"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति",ಪ್ರಯೋಜನ
पादरी-सुविधा,ಧರ್ಮಗುರುಗಳ ಲಾಭ
बेनीलक्स,ಬೆನೆಲಕ್ಸ್
"बर्लिन डिकी, बर्लिन निषेध",ಬರ್ಲಿನ್ ತೀರ್ಪು
"जुझारू योद्धा, नार्सी योद्धा",ಬರ್ಸರ್ಕರ್
बजांत,ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್)
बैथेल,ಬೆತೆಲ್
ग्रंथ-पूजक,ಗ್ರಂಥಪಾಲಕ
ग्रंथपूजन,ಗ್ರಂಥಾರಾಧನೆ
बिग बर्था,ದೊಡ್ಡ ಬರ್ತಾ
धर्मांध,ಮತಾಂಧ
वासादेश,ಬಿಲ್ಲೆಟಿಂಗ್
बिल ऑफ अटेन्डर,ಅಟೈಂಡರ್ ಬಿಲ್
अधिकार-पत्र,ಹಕ್ಕುಗಳ ಮಸೂದೆ
"जीवनीकार, चरित लेखक",ಜೀವನಚರಿತ್ರೆಕಾರ
जातक कथाएँ,ಜನ್ಮ ಕಥೆಗಳು
पड़ाव,ತಾತ್ಕಾಲಿಕ
2. रण-शिविर,ತಾತ್ಕಾಲಿಕ
3. सैनिक पहरा,ತಾತ್ಕಾಲಿಕ
बाइज़ोनिया,ಬಿಜೋನಿಯಾ
अवैध दास आयात,ಕಪ್ಪು ಪಕ್ಷಿಗಳು
काला झंडा,ಕಪ್ಪು ಬಾವುಟ
काल-कोठरी,ಕಪ್ಪು ರಂಧ್ರ
2. ब्लैक होल,ಕಪ್ಪು ರಂಧ್ರ
"गद्दार, द्रोही",ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು)
"ब्लैक शर्ट, काली कुर्ती दल",ಕಪ್ಪು ಶರ್ಟ್
कुल चिह्र,ಬ್ಲೇಝೋನ್
2. कुल चिह्र अंकन,ಬ್ಲೇಝೋನ್
कुल-चिह्रांकन कला,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
2. कलात्मक प्रदर्शन,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
"तड़ित युद्ध, तूफानी हमला",ಮಿಂಚುದಾಳಿ
"गौरवमय क्रांति, रक्तहीन क्रांति",ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್)
"रक्तपात देय, खून की कीमत, रक्तपात दण्ड",ಬ್ಲಡ್ವೈಟ್
खूनी मेरी (सन् - ईo),ಬ್ಲಡಿ ಮೇರಿ
ब्लू,ನೀಲಿ
"आभिजात्य, कुलीनता",ನೀಲಿ ರಕ್ತ
"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक",ನೀಲಿ ಪುಸ್ತಕ
"नीला फीता, ब्लू रिबन",ನೀಲಿ ರಿಬ್ಬನ್
2. सर्वोच्च सम्मान,ನೀಲಿ ರಿಬ್ಬನ್
राजकीय रक्षक,ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್)
नीली कुर्ती दल (इटली),ನೀಲಿ ಅಂಗಿ
नौसेना समर्थक,ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್
"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल",ನಿಯಂತ್ರಣ ಮಂಡಳಿ
"वर्म, जिरह-बख्तर",ದೇಹದ ರಕ್ಷಾಕವಚ
बूर,ಬೋಯರ್
लूट का माल,ಲೂಟಿ
बरो,ಬರೋ
सीनेट सदन,ಬೌಲ್ಯೂಟೇರಿಯನ್
बूर्बा,ಬೌರ್ಬನ್
बॉक्सर विद्रोह,ಬಾಕ್ಸರ್ ದಂಗೆ
भुज कवच,ಬ್ರೇಸ್
बाहु पट्टिका,ಬ್ರಾಸಾರ್ಡ್
"2. भुज बंध, भुज कवच",ಬ್ರಾಸಾರ್ಡ್
बहुधान्यक प्रदेश,ಬ್ರೆಡ್ ವಸಾಹತುಗಳು
"वक्षस्त्राण, उरस्ताण",ಸ್ತನ ಫಲಕ
आवक्ष भित्ति,ಸ್ತನ ಕೆಲಸ
"ब्रेटवाल्डा, ब्रिटनों का अधिपति",ಬ್ರೆಟ್ವಾಲ್ಡಾ
बटमार,ಬ್ರಿಗಾಂಡ್
"बटमारी, लुंठन, राहजनी",ಬ್ರಿಗಂಡೇಜ್
"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल",ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು
"ब्राउन शर्ट्स, भूरी कुर्ती दल",ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು)
ब्रुसेल्स संधि संगठन,ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ)
महिष चर्म,ಬಫ್
2. लघु कोट,ಬಫ್
बफ़-कोट,ಬಫ್-ಕೋಟ್
बफ़-रेज़िमेंट,ಬಫ್ಸ್
ब्यूल,ಬುಲೆ (=ಕೌನ್ಸಿಲ್)
पट्टेदारी,ಬರ್ಗೇಜ್
पौर प्रतिनिधि,ಬರ್ಗೆಸ್
बाईजेन्टिनी,ಬೈಜಾಂಟೈನ್
बाइजेन्टिनी गिरजाघर,ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್
बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य,ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ
बाइजेन्टिनी संवत्,ಬೈಜಾಂಟೈನ್ ಯುಗ
बाइजेन्टिनी इतिहासकार,ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು
"काबेल, षडयंत्रकारियों का गुट",ಕ್ಯಾಬಲ್
सीज़रतंत्र,ಸೀಸರಿಸಂ
खलीफ़ा,ಖಲೀಫ್
"खुशनवीस, सुलेखक",ಕ್ಯಾಲಿಗ್ರಾಫರ್
सुलेख-विशारद,ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್
सुलेख,ಕ್ಯಾಲಿಗ್ರಫಿ
कैल्ट्रॉप,ಕ್ಯಾಲ್ಟ್ರೋಪ್
सौहार्द,ಸೌಹಾರ್ದತೆ
लघु कक्ष,ಕ್ಯಾಮರಿಲ್ಲಾ
2. षाड्यंत्रिक,ಕ್ಯಾಮರಿಲ್ಲಾ
(पोप का) मुकुट,ಕ್ಯಾಮೆಲಾಕಮ್
"छद्मावरण, छद्म गोपन",ಮರೆಮಾಚುವಿಕೆ
अभियान,ಪ್ರಚಾರ
लश्करी; शिविरानुचर,ಶಿಬಿರದ ಅನುಯಾಯಿ
गिरजा क़ब्रिस्तान,ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ
कैंपस मारशियस,ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್
"कान्फोरा, डलियावाली",ಕ್ಯಾನೆಫೊರಾ
कैंग; काष्ठबंध,ಕ್ಯಾಂಗ್ಯೂ
गोलाबारी,ಕ್ಯಾನನೇಡ್
"युद्ध-बलि, तोपचारा",ಕ್ಯಾನನ್ ಮೇವು
धर्म-सूत्र,ಕ್ಯಾನನ್
"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम",ಕ್ಯಾನನ್ ಕಾನೂನು
"कैनोपेस आज्ञप्ति, कैनोपस डिक्री",ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು
"चिह्रित शस्त्र, चिह्रित आयुध",ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ
बंदी,ಬಂಧಿತ
बंदीकर्त्ता,ಕ್ಯಾಪ್ಟರ್
कार्डिनल,ಕಾರ್ಡಿನಲ್
कार्ल,ಕಾರ್ಲ್
कैरोलिन्जी राजवंश,ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ
कारथूसी संप्रदाय,ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ
कारथूसी मठ,ಕಾರ್ಟೊಸಾ
"किलेदार, कोटपाल",ಕ್ಯಾಸ್ಟೇಲಿಯನ್
2. केस्टेलन,ಕ್ಯಾಸ್ಟೆಲಿಯನ್
वर्ण-व्यवस्था,ಜಾತಿ ಪದ್ಧತಿ
() दुर्ग,ಕೋಟೆ
(2) गढ़ी,ಕೋಟೆ
दुर्ग-नगर,ಕೋಟೆಯ ಪಟ್ಟಣ
कैस्ट्रा,ಕ್ಯಾಸ್ಟ್ರಾ
2. रोमन शिविर,ಕ್ಯಾಸ್ಟ್ರಾ
पादरी का सिंहासन,ಕ್ಯಾಥೆಡ್ರಾ
मुख्य गिरजाघर,ಕ್ಯಾಥೆಡ್ರಲ್
केटो स्ट्रीट षडयंत्र,ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ
कॉडिलो,ಕೌಡಿಲ್ಲೊ
() कैवेलियर,ಕ್ಯಾವಲಿಯರ್
(2) घुड़सवार,ಕ್ಯಾವಲಿಯರ್
कैवेलियर पार्लियामेंट,ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು
"पक्ष-त्यागी गुट, आडुलम गुट",ಅದುಲ್ಲಮ್ ಗುಹೆ
"गुहा-चित्रकारी, गुहा-चित्रण",ಗುಹೆ ಚಿತ್ರಕಲೆ
2. गुहा-चित्र,ಗುಹೆ ಚಿತ್ರಕಲೆ
सेन्टुमविर,ಸೆಂಟಮ್ವಿರ್
सेंचुरियन,ಸೆಂಚುರಿಯನ್
"शताब्दी, सदी, शती",ಶತಮಾನ
"जिरह-बख्तर, श्रृंखला-कवच",ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್)
"समर्पित मंदिर, समर्पित पूजागृह",ಚಾಂಟ್ರಿ
2. समर्पित धर्मदास,ಚಾಂಟ್ರಿ
चैप पुस्तिका,ಅಧ್ಯಾಯ ಪುಸ್ತಕ
"धर्माधिकारी, चैपलिन",ಧರ್ಮಗುರು
पादरी मंडल,ಅಧ್ಯಾಯ
सांयोगिक दुर्घटनाएँ,ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ
कीतिंचिह्र,ಶುಲ್ಕ
"कार्यदूत, दूत-कार्यकारी",ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್
विदाई परामर्श,ಚಾರ್ಜ್ ವಿಭಜನೆ
युद्धाश्व,ಚಾರ್ಜರ್
विजय रथ,ರಥ
रथारोही,ಸಾರಥಿ
2. रथी,ಸಾರಥಿ
3. सारथी,ಸಾರಥಿ
"अन्नसत्र, लंगर",ಚಾರಿಟಿ ಅಡಿಗೆ
"अधिकार-पत्र, चार्टर",ಚಾರ್ಟರ್
चार्टिस्ट आंदोलन,ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ)
"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ",ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್
"सामंत गढ़ी, शातो",ಚಟೌ
पड़ताल चौकी,ಚೆಕ್ ಪೋಸ್ಟ್
रासायनिक युद्ध,ರಾಸಾಯನಿಕ ಯುದ್ಧ
दुर्ग-नगर,ಚೆಸ್ಟರ್
सरदार,ಮುಖ್ಯಸ್ಥ
सरदार,ಮುಖ್ಯಸ್ಥ
2. सामंत,ಮುಖ್ಯಸ್ಥ
3. राजा,ಮುಖ್ಯಸ್ಥ
"जालांशुक, जालीदार कपड़ा, शिफान",ಚಿಫೋನ್
शौर्य,ಅಶ್ವದಳ
यहूदी लोग,ಆಯ್ಕೆಮಾಡಿದ ಜನರು
दिव्यवाणी कक्ष प्रवचन कक्ष,ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್
ईसाई जगत,ಕ್ರೈಸ್ತಪ್ರಪಂಚ
ईसवी काल,ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ
ईसाई समाजवाद,ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ
इतिवृत्त,ಕ್ರಾನಿಕಲ್
इतिवृत्तकार,ಕ್ರಾನಿಕಲ್
स्वर्ण-भूमि,ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್
रत्न-कक्ष,ಸಿಮೆಲಿಯಮ್
सोलहवीं शती की शैली,ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ
परिनौचालन,ಪ್ರದಕ್ಷಿಣೆ
सिस्तर्शी साधु,ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ
"दुर्ग, गढ़ी",ಸಿಟಾಡೆಲ್
() प्रशस्ति,ಉಲ್ಲೇಖ
(2) उपस्थिति सूचना,ಉಲ್ಲೇಖ
सविनय अवज्ञा (आन्दोलन),ನಾಗರಿಕ ಅಸಹಕಾರ
गृह-युद्ध,ಅಂತರ್ಯುದ್ಧ
रोमन नागरिक,ಸಿವಿಸ್ ರೋಮನಸ್
"कलासिकी युग, श्रेण्य युग",ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು
बटमार,ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್)
