Gujarati,Bengali
આલ્ફા-પરીક્ષણ,আলফা-পরীক্ষা
આલ્ફા-સંસ્કરણ,আলফা-সংস্করণ
alt કી,alt কী
અલ્ટાવિસ્ટા,আলতাভিস্তা
અસ્પષ્ટતા,অস্পষ্টতা
અસ્પષ્ટ વ્યાકરણ,অস্পষ্ট ব্যাকরণ
અમેરિકન નેશનલ સ્ટાન્ડર્ડ ઇન્સ્ટિટ્યૂટ (ANSI),আমেরিকান ন্যাশনাল স্ট্যান্ডার্ড ইনস্টিটিউট (ANSI)
અમેરિકન સ્ટાન્ડર્ડ કોડ ફોર ઇન્ફોર્મેશન ઇન્ટરચેન્જ (ASCII),আমেরিকান স্ট্যান্ডার্ড কোড ফর ইনফরমেশন ইন্টারচেঞ্জ (ASCII)
એનાલોગ,এনালগ
એનાલોગ કમ્પ્યુટર,এনালগ কম্পিউটার
એનાલોગ ઉપકરણ,এনালগ ডিভাইস
એનાલોગ મોડેમ,এনালগ মডেম
એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC),এনালগ থেকে ডিজিটাল কনভার্টার (ADC)
અને,এবং
અને સર્કિટ,এবং সার্কিট
અને દરવાજો,এবং গেট
અને ઓપરેશન નહીં (બાકાત),এবং অপারেশন নয় (বর্জন)
એનિમેશન,অ্যানিমেশন
ટીકા,টীকা
વિસંગતતા,ব্যতিক্রম
પૂર્વવર્તી,পূর্ববর্তী
આગોતરી પેજીંગ,প্রত্যাশিত পেজিং
વિરોધી સપ્રમાણ,বিরোধী প্রতিসম
એન્ટિવાયરસ પ્રોગ્રામ,অ্যান্টিভাইরাস প্রোগ্রাম
એપ્લેટ,অ্যাপলেট
એપ્લિકેશન ડેવલપર,অ্যাপ্লিকেশন ডেভেলপার
એપ્લિકેશન પ્રોગ્રામિંગ,অ্যাপ্লিকেশন প্রোগ্রামিং
એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API),অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)
એપ્લિકેશન સોફ્ટવેર,অ্যাপ্লিকেশন সফ্টওয়্যার
લાગુ પડતી ભાષા,প্রয়োগমূলক ভাষা
અંદાજ સિદ્ધાંત,আনুমানিক তত্ত্ব
સ્થાપત્ય,স্থাপত্য
વિસ્તાર ટ્રાન્સફર,এলাকা স্থানান্তর
દલીલ,যুক্তি
અંકિત અને તર્ક એકમ,গাণিতিক এবং যুক্তিবিদ্যা ইউনিট
અંકિત તપાસ,গাণিতিক চেক
અંકિત સ્થિરાંક,গাণিতিক ধ্রুবক
અંકિત માહિતી,গাণিতিক তথ্য
અંકગણિત સૂચના,গাণিতিক নির্দেশনা
અંકગણિત અને તર્ક એકમ (ALU),পাটিগণিত এবং যুক্তি ইউনিট (ALU)
અર્પાનેટ,আরপানেট
એરે,অ্যারে
એરે કેશ,অ্যারে ক্যাশে
એરે કમ્પ્યુટર,অ্যারে কম্পিউটার
એરે તત્વ,অ্যারে উপাদান
એરે નામ,অ্যারের নাম
એરે પ્રોસેસર,অ্যারে প্রসেসর
તીર કીઓ,তীর চিহ্ন
ઉચ્ચારણ,উচ্চারণ
ઉચ્ચારણ બિંદુ,উচ্চারণ বিন্দু
કૃત્રિમ કોમ્પેક્શન,কৃত্রিম কম্প্যাকশন
કૃત્રિમ નિયંત્રણ,কৃত্রিম নিয়ন্ত্রণ
કૃત્રિમ બુદ્ધિ,কৃত্রিম বুদ্ধিমত্তা
ચડતા,আরোহী
ચડતા સૉર્ટ,আরোহী সাজানোর
ASCII બેટીકલ ઓર્ડર,ASCII বেটিকাল অর্ডার
ASCII નિયંત્રણ પાત્ર,ASCII নিয়ন্ত্রণ চরিত্র
ASCII ફાઇલ,ASCII ফাইল
ASCII ફોન્ટ,ASCII ফন্ট
ASCII ટ્રાન્સફર,ASCII স্থানান্তর
પાસા ગુણોત્તર,আনুমানিক অনুপাত
ASPI,এএসপিআই
ASR ટાઈમર,ASR টাইমার
ભેગા,একত্রিত করা
એસેમ્બલર,সংযোজনকারী
એસેમ્બલી,সমাবেশ
એસેમ્બલી ભાષા,এসেম্বলি
નિવેદન,দাবী
સોંપણી,নিয়োগ
સંગઠન,সংঘ
સહયોગી સરનામું,সহযোগী ঠিকানা
સહયોગી મેમરી,সহযোগী স্মৃতি
એસ્ટરીક,asteric
અસમપ્રમાણ,অপ্রতিসম
અસુમેળ,অ্যাসিঙ্ক্রোনাস
અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
અસુમેળ ટ્રાન્સફર,অ্যাসিঙ্ক্রোনাস স্থানান্তর
અસુમેળ ટ્રાન્સફર મોડ (ATM),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
અણુ,পরমাণু
જોડાયેલ દસ્તાવેજ,সংযুক্ত নথি
જોડેલી ફાઈલ,সংযুক্ত ফাইল
જોડાણ,সংযুক্তি
લક્ષણ,বৈশিষ্ট্য
ઓડિયો,শ্রুতি
ઓડિટ પ્રોગ્રામિંગ,অডিট প্রোগ্রামিং
વિષ્લેષણ,নিরীক্ষা পথ
વૃદ્ધિ,বৃদ্ধি
પ્રમાણીકરણ પ્રોટોકોલ,প্রমাণীকরণ প্রোটোকল
ઓથરિંગ સિસ્ટમ,অথরিং সিস্টেম
અધિકૃતતા,অনুমোদন
સ્વતઃ અમૂર્ત,স্বয়ংক্রিয় বিমূর্ত
ઓટોબૂટિંગ,অটোবুটিং
ઓટોકેડ,অটোক্যাড
ઓટોલોગ ચાલુ,অটোলগ চালু
ઓટોમેટા,স্বয়ংক্রিয়
ઓટોમેટા સિદ્ધાંત,স্বয়ংক্রিয় তত্ত্ব
આપોઆપ કમ્પ્યુટિંગ,স্বয়ংক্রিয় কম্পিউটিং
સ્વચાલિત ડેટા પ્રોસેસિંગ,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
આપોઆપ ભૂલ સુધારણા,স্বয়ংক্রিয় ত্রুটি সংশোধন
સ્વચાલિત કાર્ય,স্বয়ংক্রিয় ফাংশন
આપોઆપ અનુક્રમણિકા,স্বয়ংক্রিয় সূচীকরণ
સ્વચાલિત પુસ્તકાલય કૉલ,স্বয়ংক্রিয় লাইব্রেরি কল
આપોઆપ પ્રોગ્રામિંગ,স্বয়ংক্রিয় প্রোগ্রামিং
સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ,স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম
આપોઆપ નિયમિત,স্বয়ংক্রিয় রুটিন
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
ઓટોમેટિક ટેલર મશીન (ATM),স্বয়ংক্রিয় টেলার মেশিন (এটিএম)
ઓટોમેશન,অটোমেশন
ઑટોપ્લે,স্বয়ংক্রিয় চালু
સ્વતઃ સાચવો,অটোসেভ
સહાયક,সহায়ক
સહાયક મેમરી,অক্জিলিয়ারী মেমরি
સહાયક સંગ્રહ,অক্জিলিয়ারী স্টোরেজ
ઉપલબ્ધ યાદી,প্রাপ্তিসাধ্য তালিকা
ઉપલબ્ધ સમય,উপলব্ধ সময়
સરેરાશ,গড়
awk (ભાષા),awk (ভাষা)
બેકએન્ડ,ব্যাকএন্ড
બેકએન્ડ પ્રોસેસર,ব্যাকএন্ড প্রসেসর
બેકફેસ દૂર કરવું,ব্যাকফেস অপসারণ
પૃષ્ઠભૂમિ પ્રક્રિયા,পটভূমি প্রক্রিয়াকরণ
બેકિંગ સ્ટોર,ব্যাকিং স্টোর
બેકપેચિંગ,ব্যাকপ্যাচিং
બેકસ્પેસ,ব্যাকস্পেস
બેકટ્રેકિંગ,ব্যাকট্র্যাকিং
બેકઅપ,ব্যাক আপ
બેકઅપ મેમરી,ব্যাক আপ মেমরি
પછાત ભૂલ પુનઃપ્રાપ્તિ,পিছনের ত্রুটি পুনরুদ্ধার
સરવૈયા,ব্যালেন্স শীট
બેન્ડ,ব্যান্ড
બેન્ડ પહોળાઈ,ব্যান্ড প্রস্থ
બેંકરનું અલ્ગોરિધમ,ব্যাংকারের অ্যালগরিদম
બાર કોડ,বার কোড
બાર કોડ સ્કેનર,বারকোড স্ক্যানার
બાર ગ્રાફ,বার গ্রাফ
આધાર સરનામું,ভিত্তি ঠিকানা
આધાર બેન્ડ,বেস ব্যান্ড
આધાર નંબર,ভিত্তি নম্বর
આધાર ટેબલ,ভিত্তি টেবিল
પાયાની,বেসিক
મૂળભૂત નિયંત્રણ,মৌলিক নিয়ন্ত্রণ
મૂળભૂત ઇનપુટ,মৌলিক ইনপুট
મૂળભૂત સૂચના,মৌলিক নির্দেশ
મૂળભૂત આઉટપુટ,মৌলিক আউটপুট
મૂળભૂત પગલું,মৌলিক পদক্ষেপ
બેચ,ব্যাচ
બેચ ફાઇલ,ব্যাচ ফাইল
બેચ સ્થિતિ,ব্যাচ অবস্থান
બેચ પ્રક્રિયા,ধির গতির কাজ
બેચ સિસ્ટમ,ব্যাচ সিস্টেম
બાઉડ,বউড
બાઉડ દર,বড হার
બીમ,মরীচি
બેન્ચમાર્ક,মাপকাঠি
દ્વિદિશ સંચાર,দ্বিমুখী যোগাযোগ
દ્વિદિશ લિંક,দ্বিমুখী লিঙ্ক
દ્વિસંગી કોડ,বাইনারি কোড
દ્વિસંગી અંક,বাইনারি সংখ্যা
બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS),বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS)
દ્વિસંગી સંખ્યા,বাইনারি সংখ্যা
બાઈનરી ઓપરેટર,বাইনারি অপারেটর
દ્વિસંગી સંબંધ,বাইনারি সম্পর্ক
દ્વિસંગી શોધ,বাইনারি অনুসন্ধান
દ્વિસંગી શોધ વૃક્ષ (BST),বাইনারি সার্চ ট্রি (BST)
બાઈનરી ટ્રાન્સફર,বাইনারি স্থানান্তর
દ્વિસંગી વૃક્ષ,বাইনারি গাছ
બાયપોલર મેમરી,বাইপোলার মেমরি
જન્મ મૃત્યુ મોડેલ,জন্ম মৃত্যু মডেল
જન્મ મૃત્યુ પ્રક્રિયા,জন্ম মৃত্যু প্রক্রিয়া
બીટ,বিট
થોડી ખામી,বিট দোষ
બીટ નકશો,বিট মানচিত্র
બીટ મેપ પિક્સેલ (BMP),বিট ম্যাপ পিক্সেল (BMP)
બીટ મેટ્રિક્સ,বিট ম্যাট্রিক্স
બીટ પેટર્ન,বিট প্যাটার্ন
બીટ સ્થિતિ,বিট অবস্থান
બીટ દર,বিট হার
બ્લેક બોક્સ પરીક્ષણ,কালো বক্স পরীক্ষা
ઝબકવું,মিটমিট করে
બ્લોક,ব্লক
બ્લોક કેશ,ব্লক ক্যাশে
બ્લોક ચેક,ব্লক চেক
બ્લોક નકલ,ব্লক কপি
રેખાક્રુતિ,ব্লক ডায়াগ্রাম
બ્લોકીંગ નેટવર્ક,ব্লকিং নেটওয়ার্ক
પાટીયું,বোর্ড
પુસ્તક ચિહ્ન,বই চিহ্ন
બુલિયન બીજગણિત,বুলিয়ান বীজগণিত
બુલિયન સંબંધ,বুলিয়ান সম্পর্ক
બુટ પાર્ટીશન,বুট পার্টিশন
બુટ strapping,বুট strapping
બુટ-સ્ટ્રેપ લોડર,বুট-স্ট্র্যাপ লোডার
પુલ,সেতু
બ્રોડબેન્ડ નેટવર્કિંગ,ব্রডব্যান্ড নেটওয়ার্কিং
પ્રસારણ,সম্প্রচার
પ્રસારણ રેડિયો,রেডিও সম্প্রচার
બ્રાઉઝ કરો,ব্রাউজ
બ્રાઉઝર,ব্রাউজার
બી-ટ્રી,বি-বৃক্ষ
બબલ મેમરી,বুদ্বুদ মেমরি
બબલ સૉર્ટ,বুদ্বুদ সাজানোর
ડોલ,বালতি
મિત્ર સિસ્ટમ,বন্ধু সিস্টেম
બજેટ અસરકારક નિયંત્રણ,বাজেট কার্যকর নিয়ন্ত্রণ
બફર,বাফার
ભૂલ,বাগ
બસ,বাস
બાઈટ,বাইট
બાઈટ કોડ,বাইট কোড
c,গ
C++,সি++
કેશ,ক্যাশে
કેશ બફર,ক্যাশে বাফার
કેશ મેમરી,ক্যাশ মেমরি
ગણતરી,গণনা
કેલ્ક્યુલેટર,ক্যালকুলেটর
કેલ્ક્યુલેટર ચિપ,ক্যালকুলেটর চিপ
કૉલ,কল
નામથી બોલાવો,নামে ডাক
સંદર્ભ દ્વારા કૉલ કરો,রেফারেন্স দ্বারা কল করুন
મૂલ્ય દ્વારા કૉલ કરો,মূল্য দ্বারা কল
ચલ દ્વારા કૉલ કરો,ভেরিয়েবল দ্বারা কল
કૉલ ગેટ,কল গেট
રદ કરો,বাতিল
રદ કરો બટન,বাতিল বোতাম
પ્રમાણભૂત,ক্যানোনিকাল
પ્રમાણભૂત સ્વરૂપ,ক্যানোনিকাল ফর্ম
ક્ષમતા,ক্ষমতা
ક્ષમતા યાદી,ক্ষমতা তালিকা
ક્ષમતા,ক্ষমতা
કેપ્સ લોક કી,ক্যাপ লক কী
કાર્ડ,কার্ড
કાર્ડ રીડર,কার্ড পাঠক
મુખ્યત્વ,কার্ডিনালিটি
વાહક,বাহক
વાહક બેન્ડ,ক্যারিয়ার ব্যান্ড
વાહક લોડ,ক্যারিয়ার লোড
વાહક સંકેત,ক্যারিয়ার সংকেত
વાહક તરંગ,ক্যারিয়ার তরঙ্গ
વહન,বহন
વહન અંક,অঙ্ক বহন
ધ્વજ વહન કરો,পতাকা বহন
કારતૂસ ડિસ્ક,কার্তুজ ডিস্ক
કાસ્કેડ,ক্যাসকেড
કેસ,মামলা
કેથોડ રે ટ્યુબ (CRT),ক্যাথড রে টিউব (সিআরটি)
કેથોડ રે ટ્યુબ (CRT),ক্যাথোড রে টিউব (CRT)
CD ROM ડિસ્ક ડ્રાઇવ,সিডি রম ডিস্ক ড্রাইভ
કોષ,কোষ
સેલ એનિમેશન,সেল অ্যানিমেশন
સેલ્યુલર ફોન,মোবাইল ফোন
કેન્દ્રીય મેમરી,কেন্দ্রীয় স্মৃতি
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
કેન્દ્રિય સિસ્ટમ,কেন্দ্রীভূত ব্যবস্থা
પ્રમાણિત ટેપ,প্রত্যয়িত টেপ
સાંકળ,চেইন
સાંકળ ડેટા,চেইন ডেটা
સાંકળ કડી,চেইন লিঙ্ক
સાંકળ,চেইনিং
ચેનલ,চ্যানেল
ચેનલ વ્યસ્ત સ્વર,চ্যানেল ব্যস্ত টোন
ચેનલ ક્ષમતા,চ্যানেল ক্ষমতা
ચેનલ નિયંત્રક,চ্যানেল কন্ট্রোলার
ચેનલ ભૂલ,চ্যানেল ত্রুটি
ચેનલ કાર્યક્રમ,চ্যানেল প্রোগ্রাম
ચેનલ વિશ્વસનીયતા,চ্যানেল নির্ভরযোগ্যতা
ચેનલ સેટ,চ্যানেল সেট
પાત્ર,চরিত্র
અક્ષર કોડ,অক্ষর কোড
અક્ષર કી,অক্ষর কী
પાત્ર વાચક,চরিত্র পাঠক
અક્ષરનું કદ,অক্ষরের আকার
ચાર્ટ,চার্ট
ચેસિસ,চ্যাসিস
બીટ તપાસો,চেক বিট
અંક તપાસો,অংকের চেক
રકમ તપાસો,চেক যোগফল
શબ્દ તપાસો,চেক শব্দ
ચિપ,চিপ
ચિપ સેટ,চিপ সেট
પસંદ કરો,পছন্দ করা
રંગીન રીતે,বর্ণগতভাবে
સાઇફર,গোপনীয় কোড
સર્કિટ,সার্কিট
પરિપત્ર યાદી,বৃত্তাকার তালিকা
સિરસ,সাইরাস
અવતરણ,উদ্ধৃতি
વર્ગ,ক্লাস
વર્ગ ચલ,ক্লাস পরিবর্তনশীল
વર્ગીકરણ,শ্রেণীবিভাগ
ચોખ્ખુ,স্পষ্ট
સ્પષ્ટ વિસ્તાર,পরিষ্কার এলাকা
સ્પષ્ટ ચેનલ,পরিষ্কার চ্যানেল
ક્લિક કરો,ক্লিক
ગ્રાહક,ক্লায়েন্ট
ક્લાયંટ સર્વર,ক্লায়েন্ট সার্ভার
ક્લાઈન્ટ સ્ટબ,ক্লায়েন্ট স্টাব
ક્લિપ આર્ટ,ক্লিপ আর্ট
ક્લિપ આર્ટ લાઇબ્રેરી,ক্লিপ আর্ট লাইব্রেরি
ક્લિપ બોર્ડ,ক্লিপ বোর্ড
ક્લિપર,ক্লিপার
ક્લિપર ચિપ,ক্লিপার চিপ
સમૂહ,চক্র
ઘડિયાળ,ঘড়ি
ઘડિયાળ ચક્ર,ঘড়ি চক্র
ઘડિયાળની આવર્તન,ঘড়ি ফ্রিকোয়েন্সি
ઘડિયાળ હાર્ડવેર,ঘড়ির হার্ডওয়্যার
ઘડિયાળની પલ્સ,ঘড়ির নাড়ি
ઘડિયાળની ઝડપ,ঘরির গতি
ઘડિયાળ સુમેળ,ঘড়ি সিঙ্ক্রোনাইজেশন
ઘડિયાળની ટીક,ঘড়ির টিক টিক
ક્લોન,ক্লোন
બંધ,বন্ধ
ક્લોઝ સર્કિટ ટીવી (CCTV),ক্লোজ সার্কিট টিভি (সিসিটিভি)
બંધ,বন্ধ
ક્લાઉડ કમ્પ્યુટિંગ,ক্লাউড কম্পিউটিং
ક્લસ્ટર,ক্লাস্টার
કોટેડ કાર્ડ,প্রলিপ্ত কার্ড
કોટેડ કાગળ,লেপা কাগজ
કોક્સિયલ,সমাক্ষীয়
કો - એક્ષેલ કેબલ,সমাক্ষ তারের
કોડાસિલ,কোডাসাইল
કોડ,কোড
કોડ જનરેટર,উৎপাদকের কোড
કોડ પેજ,কোড পৃষ্ঠা
કોડ શબ્દ,কোড শব্দ
કોડર,কোডার
કોડિંગ તપાસ,কোডিং চেক
કોડિંગ ફોર્મ,কোডিং ফর্ম
કોડિંગ શીટ,কোডিং শীট
ગુણાંક,গুণাঙ্ক
સુસંગતતા,সমন্বয়
ઠંડા બૂટ,শীতল বুটজুতা
ઠંડી શરૂઆત,ঠান্ডা শুরু
સહયોગ,সহযোগিতা
પતન,পতন
કોલેટ,জমাট বাঁধা
કોલેટ ટેપ,কোলেট টেপ
અથડામણ,সংঘর্ষ
કોલોન,কোলন
રંગ (રંગ),রঙ রঙ)
રંગ સંતૃપ્તિ,রঙ স্যাচুরেশন
રંગ ટેબલ,রঙের টেবিল
કૉલમ,কলাম
સંયોજન,সংমিশ্রণ
કૉમ્બો બૉક્સ,কম্বো বাক্স
આદેશ,আদেশ
આદેશ બટન,আদেশ বোতাম
આદેશ યાદી,কমান্ড তালিকা
ટિપ્પણી,মন্তব্য
પ્રતિબદ્ધતા,অঙ্গীকার
કોમોડિટી,পণ্য
કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (કોબોલ),কমন বিজনেস ওরিয়েন্টেড ল্যাঙ্গুয়েজ (কোবোল)
સામાન્ય ભૂલ,সাধারণ ত্রুটি
સામાન્ય ભાષા,সাধারণ ভাষা
સામાન્ય દિનચર્યા,সাধারণ রুটিন
સંચાર,যোগাযোগ
સંચાર લાઇન,যোগাযোগ লাইন
સંચાર મોડ,যোগাযোগ মোড
સંચાર નેટવર્ક,যোগাযোগ নেটওয়ার্ক
સંચાર પરિમાણ,যোগাযোগ পরামিতি
સંચાર વ્યવસ્થા,যোগাযোগ ব্যবস্থা
કોમ્પેક્શન,কম্প্যাকশন
કમ્પેન્ડર,সঙ্গী
સંયોજન,companding
કંપની નેટવર્ક,কোম্পানি নেটওয়ার্ক
સરખામણી કસોટી,তুলনা পরীক্ষা
સુસંગતતા,সামঞ্জস্য
સુસંગત,উপযুক্ত
સંકલન,সংকলন
કમ્પાઇલ કરો અને જાઓ,কম্পাইল এবং যান
કમ્પાઇલર,কম্পাইলার
કમ્પાઇલર ભાષા,কম্পাইলার ভাষা
પૂરક,পরিপূরক
દસ પર પૂરક,পরিপূরক-অন-দশ
પૂરક,পরিপূরক
સંપૂર્ણ વહન,সম্পূর্ণ বহন
જટિલ,জটিল
જટિલ સંખ્યા,জটিল সংখ্যা
ઘટક,উপাদান
કમ્પોનન્ટ ઑબ્જેક્ટ મોડલ (COM),কম্পোনেন্ট অবজেক্ট মডেল (COM)
સંયુક્ત,যৌগিক
રચના,গঠন
કોમ્પ્યુટેશનલ,গণনামূলক
કમ્પ્યુટર,কম্পিউটার
કમ્પ્યુટર કેન્દ્ર,কম্পিউটার কেন্দ্র
કમ્પ્યુટર નિષ્ણાત,কম্পিউটার বিশেষজ্ঞ
કમ્પ્યુટર ગ્રાફિક્સ,কম্পিউটার গ্রাফিক্স
કમ્પ્યુટર સૂચના,কম্পিউটার নির্দেশনা
કમ્પ્યુટર ભાષા,কম্পিউটার ভাষা
કમ્પ્યુટર નેટવર્ક,কম্পিউটার নেটওয়ার্ক
કમ્પ્યુટર વિજ્ઞાન,কম্পিউটার বিজ্ঞান
કમ્પ્યુટર સુરક્ષા,কম্পিউটার নিরাপত্তা
કમ્પ્યુટર સિમ્યુલેટન,কম্পিউটার সিমুলেটন
કમ્પ્યુટર નિષ્ણાત,কম্পিউটার বিশেষজ্ঞ
કોમ્પ્યુટરાઇઝેશન,কম্পিউটারাইজেশন
કમ્પ્યુટરિસ્ટ,কম্পিউটারবিদ
કમ્પ્યુટરાઇઝેશન,কম্পিউটারাইজ করা
કમ્પ્યુટિંગ,কম্পিউটিং
ખ્યાલ,ধারণা
સંમતિ,সঙ্গতি
સમવર્તી,সমবর্তী
સ્થિતિ ચલ,শর্ত পরিবর্তনশীল
શરતી ઓપરેટર,শর্তসাপেক্ষ অপারেটর
શરતી નિવેદન,শর্তসাপেক্ষ বিবৃতি
વાહક,কন্ডাক্টর
કોન્ફરન્સિંગ,কনফারেন্সিং
ગોપનીયતા,গোপনীয়তা
રૂપરેખાંકન,কনফিগারেশন
ભીડ,যানজট
જોડાણમાં,সংযোগ
કનેક્ટ ગતિ,সংযোগ গতি
જોડાણ,সংযোগ
કનેક્શન ઓછું સંચાર,সংযোগ কম যোগাযোগ
જોડાણ પ્રકાશન,সংযোগ মুক্তি
કનેક્ટિવિટી,সংযোগ
કનેક્ટર,সংযোগকারী
