Hindi,Malayalam
एड्रिनोकॉर्टिकोट्रॉपिक निर्मोचक हार्मोन,അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ റിലീസ് ചെയ്യുന്നു (acth)
अधिशोषक,ദുര്ധി പകര്
अधिशोषण,ദുര്ഗയോധം
उन्नत कशेरुकी,വിപുലമായ കീടങ്ങൾ
लाभकारी उत्परिवर्तन,പ്രയോജനകരമായ മ്യൂട്ടേഷൻ
बाह्य कंचुक,സാഹസികമായ
अपस्थानिक जड़,സാഹസിക റൂട്ട്
प्रतिकूल प्रभाव,പ്രതികൂല ഫലം
ईडीज,Aedes
संवर्ध-वातन,സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം
वायूतक,അരേഞ്ചമ
"वायव (वि.), एरियल (सं.)",ഏരിയൽ
वायव जड़,Aierial റൂട്ട്
वायव प्ररोह,ഏരിയൽ ഷൂട്ട്
वायु श्वसन,എയ്റോബിക് ശ്വസനം
ऑक्सी श्वसन,എയ്റോബിക് ശ്വസനം
सौंदर्यबोध,സൗന്ദര്യശാസ്ത്രം
पुष्पदल विन्यास,പകർച്ചവ്വാധം
ग्रीष्मनिष्क्रियता,പകർച്ചവ്വാധം
अभिवाही,അശ്രദ്ധ
बंधुता वर्णलेखन,അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി
ग्रसित अंग,പീഡിപ്പിച്ച അവയവം
वनरोपण,വനനം
अनिषेकबीजता,അഗമോസ്പർമി
ऐगार,അഗറും
ऐगेरोस,അഗരോസ്
ऐगेरोस जेल वैद्युतकण संचलन,അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്
एगेरोस बहुलक जेल,അഗരോസ് പോളിമർ ജെൽ
एगास्ट,അഗാധമായ
अगेव,കൂരക്കം
आयु अनुसार वितरण,പ്രായ വിതരണം
आयु पिरैमिड,പ്രായ പിരമിഡ്
आश्लेषण,നിര്മ്മിപ്പ
पुंज,ആകെത്തുകയായുള്ള
पुटक पुंज,ഫോളിക്കിളിന്റെ ആകെത്തുക
पुटक समुच्चय,ഫോളിക്കിളിന്റെ ആകെത്തുക
"समुच्चय, समुच्चयन",അഗ്രഗേഷൻ
आक्रामकता,ആക്രമശാസ്ത്രം
प्रक्षोभक तंत्र,അജിറ്ററ്റർ സിസ്റ്റം
ऐग्नेथा,അഗ്നിനാഥ
अगूटी,അഗൗട്ടി
ग्रेना-रहित हरितलवक,അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്
"अकणकीय, रवाहीन",അഗ്രനനുകാരി
अकणिकाणु,അഗ്രമായനുലോസിടെ
"कृषि, खेती",കൃഷിപ്പണി
कृषिवानिकी,അഗ്രോഫോറസ്ട്രി
"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित",അഗ്രോബക്രിയം മധ്യസ്ഥത
ऐग्रोबैक्टीरियम टूमिफेसियन्स,അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്
कृषि-रसायन,കാർഷിക
कृषि रसायनिक,കാർഷിക
कृषि-जलवायु अंचल,അഗ്രോക്ലിമീയ മേഖല
सस्यीय विशेषक,അഗ്രോണമിക് സ്വഭാവം
सस्यविज्ञान,അഗ്രോണമി
एड्स,എയ്ഡ്സ്
वायु आशय,എയർ ബ്ളാഡര്
वातानुकूलक,എയർകണ്ടീഷണർ
वायु पथ,എയർ പാസേജ്
वायु प्रदूषण,വായു മലിനീകരണം
वायु कोश,വ്ലാക്
वायु धानी,വായു ശൂന്യത
वायु-श्वसन,എയർ ശ്വസനം
एलेन,അനെയ്ൻ
पक्षाकार पेशी,അലറി പേശി
अलास्काई भूरा भालू,അലാസ്കൻ ബ്ര rown ൺ ബിയർ
वर्णकहीन,ആൽബിനോ
ऐल्बूगो,ആൽബൂഗോ
ऐल्बूमिन,ആൽബമിൻ
ऐल्बूमिनी बीज,ആൽബ്യൂമിനസ് വിത്ത്
"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया",അൽബുമിനൂറിയ
"रसकाष्ठ, एल्बर्नम",ആൽബനം
ऐल्सीडी,അൽകെഡെ
ऐल्डिहाइड,Aldeheeede
ऐल्डोस्टेरोन तंत्र,ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം
ऐल्डोस्टेरोन,ആൽഡോസ്റ്റെറോൺ
ऐल्यूरॉन परत,അലോറോൺ ലെയർ
ऐल्यूरोप्लास्ट,അലൂറോപ്ലാസ്റ്റ്
ऐल्फाल्फा,പയറുവർഗ്ഗങ്ങൾ
शैवाल प्रस्फुटन,ആൽഗൽ പൂവ്
ऐल्जिन,അൾഗിൻ
विजातीय डी. एन. ए,അന്യഗ്രഹ ഡിഎൻഎ
विदेशी जाति,അന്യഗ്രഹ ജീവികൾ
संरेखण,വിന്യാപകമായ
अनुयोजन,വിന്യാപകമായ
आहार नाल,അലിമെന്ററി കനാൽ
आहार-तंत्र,അലിമെന്ററി സിസ്റ്റം
ऐलिस्मेसी,അലിയാസം
ऐल्केलॉइड,ആൽക്കലോയിഡ്
क्षारीय,ആൽക്കലൈൻ
ऐल्कैप्टनमेह,ആൽക്കപ്റ്റോറിയ
अपरापोषिका,Allantois
विकल्पी आवृत्ति,അല്ലെൽ ഫ്രീക്വൻസി
"विकल्पी, युग्मविकल्पी",അല്ലലേ
विकल्पी युग्म,അല്ലോമോർഫിക് ജോഡി
"प्रत्यूर्जक, एलर्जन",അലർജി
"नक्र, ऐलिगेटर",ചീങ്കണ്ണി
ऐलियम सीपा,അല്ലിയം സിപ
परनिषेचन,അലോഗാമി
अपरनिरोप,അല്ലുഫ്രാഫ്റ്റ്
विस्थानिक जाति-उद्भवन,അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ
अपरबहुगुणित,Allopolyplogid
अपरस्थली प्रभाव,എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്
अपरस्थली एंजाइम,Allonteric enzyme
अपरस्थलीय संदमक,ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ
अपरस्थली मॉडुलन,എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ
अपरस्थलीय स्थान,ഓസ്റ്റോസ്റ്റർ സൈറ്റ്
अपरस्थली संदमन,ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്
अपरचतुर्गुणित,അലോട്ട്ട്രലോയിഡ്
ऐलनस,അൽനസ്
ऐलो,കറ്റാർ
ऐक्सॉन की दिशा में,ആക്സോണിനൊപ്പം
ऐल्फा-ऐंटीट्रीप्सिन,ആൽഫ-ആന്റിട്രിറ്റിപ്സ്
"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन",ആൽഫ-ലാക്റ്റൽബുമിൻ
अल्पाइन जलवायवीय परिस्थिति,ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ
अल्पाइन शाद्वल,ആൽപൈൻ മെഡോ
अल्पाइन क्षेत्र,ആൽപൈൻ സോൺ
ऐल्स्टोनिया,ആൽസ്റ്റോണിയ
आल्टर्नेरिया,ആദരജോ
एकांतर,ഏകാന്തരക്രമത്തിൽ
पीढ़ी-एकांतरण,തലമുറയുടെ മാറിമാറ്റം
तुंगता अस्वस्थता,ഉറ്റമകരമായ രോഗം
तुगंता,ഉയരം
कूपिका वाहिनी,അൽവിയോളാർ നാളം
एलाइटीज,അലിറ്റ്സ്
ऐल्जाइमर रोग,അല്ഷിമേഴ്സ് രോഗം
अतंत्रिकाक्षी कोशिका,അമാക്രീൻ സെൽ
अमारेंथेसी,അമറാന്തം
अमारेंथस (चौलाई),അമരന്തസ്
परिवेश परासरणी सांद्रण,ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത
ऐम्बिस्टोमा,ആംബിസ്റ്റോമ
ऐमाइड,അറുമണ്ടിന്
ऐमीनो अम्ल,അമിനോ അമ്ലം
ऐमीनो अम्ल-ग्राही,അമിനോ ആസിഡ് സ്വീകാര്യത
ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज,അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്
ऐमीनोएसिलीयन,അമിപോസിലേഷൻ
असूत्री विभाजन,അമിറ്റോസിസ്
अमोनिया,ക്ഷാരവായു
अमोनीकरण,അമ്മോണിഫിക്കേഷൻ
अमोनिया-उत्सर्जन,അമോമോട്ടലിസം
उल्बवेधन,അമ്നിയോസെന്റസിസ്
उल्बवेधन तकनीक,Amniocentess സാങ്കേതികത
उल्बकोशिका,Amniocyte
उल्ब,Amnion
उल्ब तरल,അമ്നിയോട്ടിക് ദ്രാവകം
उल्ब कला,അമ്നിയോട്ടിക് മെംബ്രൺ
उल्ब कोश,അമ്നിയോട്ടിക് സഞ്ചി
अमीबा,അമീബ
"अमीबाणु, अमीबीकोशिका",Amoebocyte
"अमीबाभ, अमीबीय",Amoeboid
अमीबाभ लसीकाणु,Amoeboid lymphocyte
"अमीबीय गति, अमीबाभ गति",അമോബോഡ് ചലനം
"रवाहीन, अक्रिस्टलीय",അക്കോറോഫസ്
"मात्रा, परिमाण",സംഖ
ऐम्फेटैमीन,ആംഫെറ്റാമൈൻ
ऐम्फिबिया,ആംഫിബിയ
ऐम्फिबियन (प्राणी),ആംഫിബിയൻ
उभयचर,ആംഫിബിയൻ
एम्फिऑक्सस,Amphioxus
ऐम्फिऑक्सस लेन्सयोलेटस,ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്
उभयसंवेदी,ഉംഫിപതിക്
उभयसंवेदी वसा,ആംഫിപതിക് ലിപിഡ്
ऐम्फिसार्का,ആംഫിസാർക്ക
ऐम्पिसिलिन,ആമ്പസില്ലിൻ
"तुंबिका, ऐंपुला",അമ്പള്ളു
तुंबिका ग्रंथि,മുള്ളറി ഗ്രന്ഥി
ऐमिग्डल,ആമിഗ്ഡാൽ
वातामक,ആമിഗ്ഡേൽ
ऐमिग्डालिन,ആമിഗ്ഡാലിൻ
एमिलेज,അമിലേസ്
मंडलवक,അമിലോപ്ലാസ്റ്റ്
ऐनाबीना,അനാബെന
ऐनाबस,അനബാസ്
उपचय पथक्रम,അനാബോളിക് പാത
उपचय,അനാബോളിസം
ऐनाकार्डिएसी,അനകാർഡിയേസി
अरक्तता,വിളമിയ
"अवायुजीव, अनॉक्सी जीव",അയ്റോബ്
अवायवी ईंधन,അനാറോബിക് ഇന്ധനം
"अवायु-श्वसन, अनॉक्सीय श्वसन",അനാറോബിക് ശ്വസനം
अवायवी आपंक पाचित्र,അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ
"अवायवी, अवायुजीवी",Anaerobic
एनाइमा,അനൈമ
"गुदीय, गुद",മലദ്വാരം
पक्षांत,മലദ്വാരം
"गुदीय द्वारक, गुद छिद्र",മലദ്വാരം
गुदलूम,അനൽ സെറി
पक्षांत पाश,അനൽ ലൂപ്പ്
गुदशूक,അനൽ ശൈലി
समवृत्ति,അനസ്)
"सदृश, अनुरूप",അനസ്)
समवृत्तिता,അനലോഗി
"सादृश्य, अनुरूपता",അനലോഗി
विश्लेषण,വിശകലനം
पश्चावस्था,അനാഫേസ്
शारीरी रोध,Anatomic തടസ്സം
शारीरीय पक्ष,ശരീരഘടന
शारीरज्ञ,അനാട്ടമിസ്റ്റ്
शारीर,ശരീരശാസ്തം
पूर्वज वंशज अनुक्रम,പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി
पूर्वज वंशक्रम,പൂർവ്വിക വംശജർ
पूर्वज अनुक्रम,പൂർവ്വാവസ്ഥ
ऐंकिलोस्टोमा,ആൻസിലോസ്റ്റമ
पुमंग,ആൻഡ്രോസിയം
"ऐंड्रोजेन, पुंजन",ആൻഡ്രോജൻ
अरक्तता,വിളമിയ
अनेमनी,അനെമോൺ
असुगुणित,Aneuplogode
असुगुणिता,അനിയുപ്ലോയിഡി
ऐंजाइना,ആഞ്ചിന
वाहिकाचित्र,ആൻജിയോഗ്രാം
ऐंजिओग्राफ,ആഗിരിഗ്രാഫ്
"वाहिकाचित्रण, ऐंजिओग्राफी",ആജീദർ
"वाहिका-संधान, ऐंजिओप्लास्टी",ആൻജിയോപ്ലാസ്റ്റി
आवृतबीजी,അൻജിയോസ്പെർം
ऐंजिओटेन्सिन,ആൻജിയോടെൻസിൻ
ऐंजिओटेन्सिनोजन,ആൻജിയോടെൻസിനോജെൻ
वडिश मीन,ആംഗ്ലർ മത്സ്യം
ऐंग्विना,മുതൽക്കുള
ऐन्गुइस,ഉള്ക്കൊണ്ടിൻ
प्राणी,ജന്തു
पशु,ജന്തു
पशु शमल,മൃഗം ചാണകം
पशुपालन,മൃഗസംരക്ഷണം
प्राणी गुणसूत्रप्ररूपण,അനിമൽ കരിയട്ടിപ്പിംഗ്
प्राणिजगत्,ജന്തു ലോകം
प्राणि-ऊतक,മൃഗങ്ങളുടെ ടിഷ്യു
ऐनिमेलिया,അദ്ധ്യാപകൻ
ऋणायन,അനിയോൺ
विषमदैशिक पट्ट,അനിസോട്രോപിക് ബാൻഡ്
अनीलन,അനെലിലിംഗ്
ऐनेलिड (प्राणी),Anenelid
ऐनेलिडा,അന്നലിഡ
वार्षिक वलय,വാർഷിക മോതിരം
वलयाकार,റദ്ദാക്കിയത്
"वलयांश, ऐन्यूल",ചെറുമാനം
असंगत प्ररूप,അപാകത തരം
ऐनोफेलीज,അനോഫെൽസ്
चींटीखोर,ഉറുമ്പുതീനി
विरोधी,വിരുദ്ധ
दक्षिण ध्रुवीय,അന്റാർട്ടിക്ക്
शृंगिका,ഏരിയെല്
ऐन्टेना संकुल,ആന്റിന കോംപ്ലക്സ്
शृंगिका ग्रंथि,ആന്റിനൽ ഗ്രന്ഥി
अग्र (अधर) घूसर शृंग,ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ
अग्र पीयूषिका,ആന്റീരി ഹൈപ്പോഫിസിസ്
अग्र अंतरानिलयी परिखा,മുൻകാല ഇടവേള സൾക്കസ്
परागकोश,അഥേർ
पराग संवर्धन,ആന്തർ സംസ്കാരം
पुंधानी,അങ്കാദിയം
पुमणु,Antresood
ऐन्थोसिरोस,ആന്തസംഘങ്ങൾ
ऐन्थोसिरोटॉप्सिडा,ആന്തസൂറോടോപ്സിഡ
ऐन्थ्रैक्स,ആന്ത്രാക്സ്
मानवजनित विलोपन,ആന്ത്രോപെനിക് വംശനാശം
मानवविज्ञान,നരവംശശാസ്ത്രം
प्रतिजीवाणुक,ആൻറി ബാക്ടീരിയൽ
प्रतिजैविक पेनिसिलिन,ആൻറിബയോട്ടിക് പെനിസിലിൻ
प्रतिजैविक प्रतिरोधी,ആൻറിബയോട്ടിക് പ്രതിരോധം
प्रतिजैविक,ആൻറിബയോട്ടിക് (കൾ)
"प्रतिरक्षी, प्रतिपिंड",ആന്റിബോഡി
"प्रतिरक्षी युग्म, प्रतिपिंड युग्म",ആന്റിബോഡി ദമ്പതികൾ
प्रतिरक्षी माध्यित प्रतिरक्षा,ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി
प्रतिस्कंदक,Anicoagululant
प्रतिप्रकूट पाश (प्रतिकोडॉन पाश),ആന്റികോഡൻ ലൂപ്പ്
प्रति-अवसादक,ആന്റീഡിപ്രസന്റ്
प्रतिमूत्रल हॉर्मोन,ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH)
प्रतिजन जीन,ആന്റിജൻ ജീൻ
प्रतिजन-प्रतिरक्षी सम्मिश्र,ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്
प्रतिजनी निर्धारक,ആന്റിഗനിക് ഡിറ്റർമിനന്റ്
प्रतिपोषक कारक,ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ
प्रतिऑक्सीकारक,ആന്റിഓക്സിഡന്റ്
प्रतिव्यासांत केंद्रक,ആന്റിപോഡൽ ന്യൂക്ലിയസ്
प्रति-अर्थक आर.एन.ए.,ആന്റി സെൻസ് ആർഎൻഎ
प्रतिविषाणुक प्रोटीन,ആൻറിവിറൽ പ്രോട്ടീൻ
गह्वर,ആധാട്
अकेंद्रकी,Anuclate
गुदा,ഗുദം
दुश्चिंता विकार,ഉത്കണ്ഠ രോഗം
महाधमनी चाप,അയോർട്ടിക് കമാനം
कर्ण गुच्छिका,അയോർട്ടിക് ഗാംഗ്ലിയൻ
महाधमनी अर्धचंद्र कपाट,അയോർട്ടിക് സെമിലുനാർ വാൽവ്
महाधमनी कपाट,അയോർട്ടിക് വാൽവ്
पश्चावस्था वर्धक संमिश्र,APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്)
कपि-सम पूर्वज,അപ്പോയിലൈക്ക് പൂർവ്വം
ऐफिड,ആഫിഡ്
ऐफ्रोडाइट,അഫ്രോഡൈറ്റ്
शीर्ष प्रभाविता,അഗ്ര ആധിപത്യം
शीर्ष तल्प,അപ്ലിക്കേഷൻ പാഡ്
मधुमक्खीपालन,അവലി
ऐपिस इंडिका,Apis ഇൻഡിക്ക
अचलबीजाणु,എപ്ലാനോസ്പോര്
ऐप्लीसिया,അപ്ളീസിയ
ऐपोकार्पी,അപ്പോക്കാർപേ
वियुक्तांडपी,അപ്പോക്കറസ്
वियुक्तांडपी अंडाशय,അപ്പോക്കർബസ് അണ്ഡാശയം
अपस्रावी ग्रंथि,അപ്പോക്രൈൻ ഗ്രന്ഥി
एपोएंजाइम,അപെൻസൈം
असंगजनिक,ശാന്തമായ
असंगजनन,അപ്പോമിക്സിസ്
ऐपोप्लाज्म,UpoPlasm
सुप्रवाही पथक्रम,Apopleastic വഴി
एपोप्टोसिस,അപ്പോപ്ടോസിസ്
उपकरण,ഉപകരണങ്ങള്
उपांगी कंकाल,കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം
अंधनाल की परिशेषिका,കീകത്തിന്റെ അനുബന്ധം
ऐपल घोंघा,ആപ്പിൾ ഒച്ചുകൾ
जलकृषि,അക്വാകൾച്ചർ
ऐक्वापॉरिन,അക്വാപ്പീര
जलीय ऐम्फिबियन,ജലവിഷയക്കാരൻ
जलीय रूप,ജലരീതി
जलीय पर्यावास,ജല ആവാസവ്യവസ്ഥ
जलीय जीव,ജലജീവിങ്ങള്
जलीय पादप,ജലസ്വചന്തി
जलीय श्वसन,ജലവിശ്വാസം
जलीय तरल,ജല ദ്രാവകം
"नेत्रोद, ऐक्विअस ह्यूमर",ജലീയ ഉന്മൂലനം
जलीय अंतःकोशिका तरल,ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം
जलीय नमूना,ജലീയ സാമ്പിള്
जलीय विलयन,ജലീയ പരിഹാരം
एक्विला,അക്വില
ऐरेबिडॉप्सिस,അറബിഡോപ്സിസ്
एरेक्निडा,അരാക്നിഡ
एरेक्नॉइड (लूताजालाभ),അരാക്നോയിഡ്
अरेनियस,അരാനിയസ്
वृक्षवत्,അർബസവാളികമായ
वृक्षवत् लाइकोपॉड,അർബറോസന്റ് ലൈക്കോപോഡ്
आद्य जीवाणु,ആർക്കീഫായ
स्त्रीधानी,ആൾജിഗോണിയം
द्वीपसमूह,ദീപസമൂഹം
"उत्तरध्रुवीय, आर्कटिक",ആർട്ടിക്
आर्कटिक टर्न,ആർട്ടിക് ടെർൺ
"उत्तरध्रुवीय टुंड्रा, आर्कटिक टुंड्रा",ആർട്ടിക് തുണ്ട്ര
आर्डिया,Ardea
एरियोली ऊतक,ഇറോളാർ ടിഷ്യു
"आर्जिमनी, पीली कंटीली",ആർഗ്മോൺ (പ്രിക്ലി പോപ്പി)
आर्जिमनी मेक्सिकाना,ആർഗ്മോൺ മെക്സിക്കന
आर्जिनीन,അർജിനൈൻ
शुष्क प्रक्षेत्र,വരണ്ട പ്രദേശം
ऐरिस्टोलोकिएसी,അരിസ്റ്റോളോസിയേസി
भुजाकृत अशन,ആയുധ ഭക്ഷണം
सैनिक शलभ (चने की सूंडी),സൈനികമുറി
ऐरॉयड,യുരോഗി
ऐरोमा,സൗരഭം
प्रग्राही,അറസ്റ്റർ
आर्टिमिजिया,ആർടെമിസിയ
धमनी प्रकुंचनी,ധമനികന്ത്രി
धमनीकाठिन्यकारी,ആർട്ടീസിറോട്ടിക്
संधिपाद,ആർത്രോപോഡ്
संधिशोथ,സന്ധിവാതം
"संधिपाद संघ, आथ्रोपोडा",ആരോപോഡ
संधायक उपास्थि,ആർട്ടിക്കിൾ തരുണാസ്ഥി
संधिल,കൂട്ടിച്ചേര്ക്കുക
संधित,ആവിഷ്കരിച്ചു
कृत्रिम गतिचालक,കൃത്രിമ പേസ്മേക്കർ
कृत्रिम वरण,കൃത്രിമ തിരഞ്ഞെടുപ്പ്
आर्टोकार्पस हेटेरोफिलस (कटहल),ആർട്ടോകാർപസ് ഹെട്രോഫില്ലസ്
ऐस्बेस्टॉस रेशा,ആസ്ബറ്റോസ് ഫൈബർ
"ऐस्बेस्टॉसिता, ऐस्बेस्टॉस-आर्ति",ആസ്ബ്ടോസിസ്
