Kannada,Marathi
ಅಲ್ಗಾರಿದಮ್,अल्गोरिदम
ಅಲಿಯಾಸೆ,अलियासिंग
ಜೋಡಣೆ,संरेखित
ಜೋಡಣೆ,संरेखन
ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ,सर्व वेव्ह एरियल
ಮನವಸಿಕೆ,वाटप
ವರ್ಣಮಾಲೆಯ,वर्णमाला
ವರ್ಣಮಾಲೆಯ,अल्फान्यूमेरिक
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ,अल्फान्यूमेरिक वर्ण
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ,अल्फान्यूमेरिक माहिती
ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.),वैकल्पिक चालू (ए.सी.)
ಪರ್ಯಾಯ,वैकल्पिक
ಆವರ್ತಕ,अल्टरनेटर
ಎತ್ತರ,समुद्रसपाटीपासूनची उंची
ಅಪೊಗೀ ಎತ್ತರ,अपोजीची उंची
ಪೆರಿಜಿಯ ಎತ್ತರ,पेरिगीची उंची
ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ,हौशी रेडिओ संप्रेषण
ಒಳಭಾಗ,वातावरण
ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್,वातावरण मायक्रोफोन
ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ,वातावरणीय स्थिती
ಸುತ್ತುವರಿದ ಬೆಳಕು,वातावरणीय प्रकाश
ಸುತ್ತುವರಿದ ಶಬ್ದ,सभोवतालचा आवाज
ಹೊರಗಿನ ತಾಪಮಾನ,वातावरणीय तापमान
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್,अमेरिकन मानक कोड
ಒಂದು ಬಗೆಯ ಕಂತು,अँपियर
ಕಪಾಟಿ ಮೀಟರ್,अ‍ॅम्पेअर मीटर
ವರ್ಧನೆ,प्रवर्धन
ವರ್ಧನೆ ಅಂಶ,प्रवर्धन घटक
ಉಲ್ಬಣಕ,एम्पलीफायर
ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ,एम्पलीफायर गेन
ವರ್ಧಕ ಶಬ್ದ,एम्पलीफायर आवाज
ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು,एम्प्लिफाइंग उपकरणे
ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು,क्लीस्ट्रॉनचे विस्तार
ವರ್ಧಿಸುವ ಘಟಕ,एम्प्लिफाइंग युनिट
ವೈಶಾಲ್ಯ,मोठेपणा
ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ,मोठेपणा विकृती
ವೈಶಾಲ್ಯ ವಿಹಾರ,मोठेपणा सहन
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್,मोठेपणा घटक
ವೈಶಾಲ್ಯ,मोठेपणा मर्यादा
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್,मोठेपणा मॉड्यूलेटेड
ವೈಶಾಲ್ಯ,मोठेपणा मॉड्यूलेशन
ಅನಲಾಗ್ (,एनालॉग (अ‍ॅनालॉग)
ಸರ್ಕ್ಯೂಟ್,एनालॉग सर्किट
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,एनालॉग संगणक
ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್,एनालॉग रेडिओ फ्रिक्वेन्सी चॅनेल
ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ,एनालॉग प्रतिनिधित्व
ಅನಾಲಾಗ್ ಸಂಕೇತ,एनालॉग सिग्नल
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್,डिजिटल टू डिजिटल
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,डिजिटल कन्व्हर्टर टू एनालॉग
ಅನಾನುಕೂಲ ವಿಡಿಯೋ,एनालॉग व्हिडिओ
ಹೋಲುವ,समान
ಸಾದೃಶ್ಯ,समानता
ವಿಶ್ಲೇಷಣೆ,विश्लेषण
ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,डेटाचे विश्लेषण
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ,विश्लेषणात्मक घनता
ವಿಶ್ಲೇಷಿಸು,विश्लेषण
ವಿಶ್ಲೇಷಕ,विश्लेषक
ಪೂರಕ ಉಪಕರಣಗಳು,उपकरणे
ಮತ್ತು ಗೇಟ್,आणि गेट
ಘರ್ಷಣೆಯ ಕೋನ,कोलिमेशनचा कोन
ಧ್ರುವೀಕರಣದ ಕೋನ,ध्रुवीकरणाचा कोन
ತಿರುಗುವಿಕೆಯ ಕೋನ,रोटेशनचा कोन
ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å),अँगस्ट्रॉम (Å)
ಕೋನೀಯ,कोनीय
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,कोनीय प्रवेग
ಕೋನೀಯ ಸಮನ್ವಯ,कोनीय समन्वय
ಕೋನೀಯ ವಿಚಲನ,कोनीय विक्षेपण
ಕೋನೀಯ ಪ್ರಸರಣ,कोनीय फैलाव
ಕೋನೀಯ ಸ್ಥಳಾಂತರ,कोनीय विस्थापन
ಕೋನೀಯ ದೋಷ,कोनीय त्रुटी
ಕೋನೀಯ ಆವರ್ತನ,कोनीय वारंवारता
ಕೋನೀಯ ಆವೇಗ,कोनीय गती
ಕೋನೀಯ ಚಲನೆ,कोनीय गती
ಕೋನೀಯ ವೇಗ,कोनीय गती
ಅನೆ,अ‍ॅनिमेशन
ಆವರಣ,एनोड
ಆನೋಡ್ ಬ್ಯಾಟರಿ,एनोड बॅटरी
ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು,एनोड वैशिष्ट्य
ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ,एनोड सर्किट
ಆನೋಡ್ ಹರಡುವಿಕೆ,एनोड अपव्यय
ಆನೋಡ್ ದಕ್ಷತೆ,एनोड कार्यक्षमता
ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ,एनोड इनपुट पॉवर
ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,एनोड मॉड्यूलेशन
ಆನಂತಾ,अँटेना
ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್,अँटेना बीमविड्थ
ಆಂಟೆನಾ ಬೂಸ್ಟರ್,अँटेना बूस्टर
ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್,अँटेना चेंजओव्हर स्विच
ಆಂಟೆನಾ ಕಾಯಿಲ್,अँटेना कॉइल
ಆಂಟೆನಾ ಸಂರಚನೆ,अँटेना कॉन्फिगरेशन
ಆಂಟೆನಾ ಸಹಕ,अँटेना कपलर
ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್,अँटेना क्रॉस ध्रुवीय नमुना
ಪ್ರವಾಹ,अँटेना करंट
ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ,अँटेना डायरेक्टिव्हिटी गेन
ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್,अँटेना डुप्लेक्सर
ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,अँटेना प्रभावी क्षेत्र
ಆಂಟೆನಾ ದಕ್ಷತೆ,अँटेना कार्यक्षमता
ಆಂಟೆನಾ ಫೀಡ್,अँटेना फीड
ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ,अँटेना फूट प्रिंट
ಆಂಟೆನಾ ಗಳಿಕೆ,अँटेना गेन
ಆಂಟೆನಾ ಎತ್ತರ,अँटेना उंची
ಪ್ರತಿರೋಧ,अँटेना प्रतिबाधा
ಆಂಟೆನಾ ಪ್ರಚೋದನೆ,अँटेना इंडक्टन्स
ಆಂಟೆನಾ ಮಾದರಿ,अँटेना पॅटर्न
ಪತಂಗ,अँटेना प्लेक्सर
ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ,अँटेना ध्रुवीकरण
ಆಂಟೆನಾ ಶಕ್ತಿ,अँटेना पॉवर
ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ,अँटेना पॉवर गेन
ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ,अँटेना रेडिएशन प्रतिरोध
ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ,अँटेना रिएक्टन्स
ಆಂಟೆನಾ ಪ್ರತಿಫಲನ,अँटेना परावर्तक
ಆಂಟೆನಾ ಪ್ರತಿರೋಧ,अँटेना प्रतिकार
ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ,अँटेना रेझोनंट वारंवारता
ಆಂತರಿಕ ಅಂತರ,अँटेना स्पेसिंग
ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್,अँटेना स्विचिंग रूम
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್,अँटेना ट्यूनिंग कॉइल
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್,अँटेना ट्यूनिंग झोपडी
ದ್ಯುತಿರಂಧ್ರ,छिद्र
ಮಂಜುಗಡ್ಡೆಯ,अपोजी
ಕಟಾ ರಾಕೆಟ್,अपोजी रॉकेट
ಉಪಕರಣ,उपकरणे
ಸ್ಪಷ್ಟ,उघड
ರಭಸ,Let पलेट
ಅನ್ವಯಿಸು,अर्ज
ಅಂದಾಜು,अंदाजे
ಅಕ್ವೌಸ್ ಪರಿಹಾರ,जलीय द्रावण
ಚಾಪ,कंस
ವಾಸ್ತುಶಿಲ್ಪಿ,आर्किटेक्चर
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ,ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण
ಆರ್ಕೈವ್ಸ್,संग्रहण
ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್,अंकगणित कोडिंग
ಶಸ್ತ್ರಾಸ್ತ್ರ,आर्मेचर
ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್,आर्मेचर विंडिंग
ರಂಗ,रचना
ಬಂಧಕ,अरेस्टर
ಉಚ್ಚ್ಯ,बोलता
ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ),कलाकृती (= कलाकृती)
ಏರಿಕೆ,चढत्या
ಶೋಧ ಅನುಪಾತ,प्रसर गुणोत्तर
ಷೋಬರೆ,असेंबलर
ಪ್ರತಿಪಾದಿಸುವುದು,प्रतिपादन
ನಿಯೋಜನೆ,असाइनमेंट
ನಿಯೋಜನೆ ಚಾನೆಲ್,असाइनमेंट चॅनेल
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,असममित
ಅಸಮಕಾಲಿಕ,एसिन्क्रोनस
ವಾತಾವರಣ,वातावरण
ವಾತಾವರಣದ ನಷ್ಟ,वातावरणीय नुकसान
ವಾತಾವರಣದ ಶಬ್ದ,वातावरणीय आवाज
ವಾತಾವರಣದ ಒತ್ತಡ,वातावरणीय दबाव
ವಾತಾವರಣದ ಪ್ರಸರಣ,वातावरणीय प्रसार
ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ,वातावरणीय रेडिओ-वेव्ह
ವಾತಾವರಣದ,वातावरण
ಪರಮಾಣು,अणू
ಪರಮಾಣು ರಚನೆ,अणु रचना
ಬಾಂಧಾಣ,संलग्नक
ಗಮನ,क्षीणन
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ,क्षमतेचे नुकसान
ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್,ध्वनी लहरींचे लक्ष वेधणे
ಕೈಗೆಟುಕುವವನು,अ‍ॅटेन्युएटर
ಅಟೆಂಡು-ಪ್ಯಾಡ್,अ‍ॅटेन्युएटर-पॅड
ಶ್ರದ್ಧೆಯ ಮಿತಿ,ऑडिबिलिटी थ्रेशोल्ड
ಶ್ರವ್ಯ,ऐकण्यायोग्य
ಶ್ರವ್ಯ ಆವರ್ತನ,ऐकण्यायोग्य वारंवारता
ಶ್ರವ್ಯ ಸ್ವರ,ऐकण्यायोग्य टोन
ಸ್ವಸಾಧ್ಯ,ऐकण्यायोग्य-स्पेक्ट्रम
ಪ್ರೇಕ್ಷಕರು,प्रेक्षक
ಆವಿಷ್ಕಾರ,ऑडिओ
ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್,ऑडिओ एम्पलीफायर
ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ,ऑडिओ विश्लेषक
ಆಡಿಯೊ ಪ್ರಸಾರ,ऑडिओ प्रसारण
ಆಡಿಯೊ ಕೇಬಲ್,ऑडिओ केबल
ಆಡಿಯೊ ಸರಪಳಿ,ऑडिओ साखळी
ಆಡಿಯೊ ಕೋಡೆಕ್,ऑडिओ कोडेक
ಆಡಿಯೊ ಸಂಕೋಚನ,ऑडिओ कॉम्प्रेशन
ಆಡಿಯೊ ಸಂಕೋಚಕ,ऑडिओ कॉम्प्रेसर
ಆಡಿಯೊ ಕನ್ಸೋಲ್,ऑडिओ कन्सोल
ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ,ऑडिओ विकृती
ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ,ऑडिओ डायनॅमिक श्रेणी
ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ,ऑडिओ फाइल स्वरूप
ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ,ऑडिओ फ्रेम स्वरूप
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,ऑडिओ फ्रिक्वेन्सी एम्पलीफायर
ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್,ऑडिओ फ्रिक्वेन्सी जनरेटर
ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ,ऑडिओ वारंवारता श्रेणी
ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ,ऑडिओ वारंवारता प्रतिसाद
ಆವಿಷ್ಕಾರದ ಮಿತಿ,ऑडिओ लिमिटर
ಆಡಿಯೊ ಮಾರ್ಗ,ऑडिओ लाइन
ಆಡಿಯೊ ಮಿಕ್ಸರ್,ऑडिओ मिक्सर
ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್,ऑडिओ मॉड्यूलेशन
ಆವಿಭರಣ,ऑडिओ ऑसीलेटर
ಆಡಿಯೊ ಉತ್ಪಾದನೆ,ऑडिओ आउटपुट
ಆಡಿಯೊ ಶಕ್ತಿ,ऑडिओ पॉवर
ಆಡಿಯೊ ಗುಣಮಟ್ಟ,ऑडिओ गुणवत्ता
ಆಡಿಯೊ ಸಂಕೇತ,ऑडिओ सिग्नल
ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,ऑडिओ सिग्नल प्रक्रिया
ಆಡಿಯೊ ವರ್ಣಪಟಲ,ऑडिओ स्पेक्ट्रम
ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ,ऑडिओ स्टोरेज
ಆಡಿಯೊ ಉಪನಾಮ,ऑडिओ सब-कॅरियर
ಆಡಿಯೊ ಪರಿವರ್ತಕ,ऑडिओ ट्रान्सफॉर्मर
ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್,ऑडिओ ट्रान्समीटर
ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ,ऑडिओ/व्हिडिओ कॉम्प्रेशन
ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ,ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर
ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ,ऑडिओ-फ्रिक्वेन्सी सिग्नल
ಆಲಿಕಲ್ಲು ಮಾಪನ,ऑडिओमेट्री
ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ,ऑडिओ-व्हिज्युअल मदत
ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ,श्रवणविषयक समज
ದೃentೀಕರಣ,प्रमाणीकरण
ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ,अधिकृत वाहक वारंवारता
ಆಟೋ ಸಿಎಡಿ,ऑटो कॅड
ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ,ऑटो डायग्नोस्टिक्स
ಸ್ವಯಂಚಾಲಿತ,स्वयंचलित
ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ,स्वयंचलित नियंत्रण
ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ,स्वयंचलित शोध
ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು,स्वयंचलित उपकरणे
ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ,स्वयंचलित वारंवारता नियंत्रण
ಸ್ವಯಂಚಾಲಿತ ಮಿತಿ,स्वयंचलित मर्यादा
ಸ್ವಯಂಚಾಲಿತ ಯಂತ್ರ,स्वयंचलित मशीन
ಸ್ವಯಂಚಾಲಿತ ಫಾಸೆ ನಿಯಂತ್ರಣ,स्वयंचलित Phasae नियंत्रण
ಸ್ವಯಂಚಾಲಿತ ಚಿತ್ರ ಪ್ರಸರಣ,स्वयंचलित चित्र संप्रेषण
ಸ್ವಯಂಚಾಲಿತ ಪ್ಲೇಬ್ಯಾಕ್,स्वयंचलित प्लेबॅक
ಸ್ವಯಂಚಾಲಿತ ವಿದ್ಯುತ್ ನಿಯಂತ್ರಣ,स्वयंचलित उर्जा नियंत्रण
ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,स्वयंचलित प्रोग्रामिंग
ಸ್ವಯಂಚಾಲಿತ ರೆಕಾರ್ಡಿಂಗ್,स्वयंचलित रेकॉर्डिंग
ಸ್ವಯಂಚಾಲಿತ ಮರುಹೊಂದಿಸಿ,स्वयंचलित रीसेट
ಸ್ವಯಂಚಾಲಿತ ಶಟರ್,स्वयंचलित शटर
ಸ್ವಯಂಚಾಲಿತ ವ್ಯವಸ್ಥೆ,स्वयंचलित प्रणाली
ಸ್ವಯಂಚಾಲಿತ ದೂರವಾಣಿ,स्वयंचलित टेलिफोन
