Bengali,Hindi
অ্যাগ্রোবায়োলজি,कृषि जैविकी
অ্যাগ্রোক্লিম্যাটিক বৈচিত্র্য,कृषि जलवायुवीय विविधता
অ্যাগ্রোক্লিম্যাটিক জোনিং,कृषि जलवायुवीय क्षेत्रीकरण
কৃষি,कृषि वानिकी
কৃষিবিদ,सस्य मृदा विज्ञान
কৃষি,सस्य विज्ञान
অ্যাগ্রোপাস্টোরাল,कृषि पशुचारणिक
কৃষি,फसल प्रसंस्करण
অ্যাগ্রোস্টোলজি,घास विज्ञान
এগ্রোটাইপ,सस्य प्ररूप
এয়ার প্ল্যান্ট,अधिपादप
আকিওচি মাটি,ऐकिओची मृदा
অ্যালবিনিজম,"वर्णकहीनता, अवर्णता"
আলফিসোলস,एल्फिसॉल
শৈবাল,"शैवाल, काई"
অ্যালগাল ডিজিজ,शैवाल रोग
ক্ষার জল,क्षार जल
ক্ষারীয়,क्षारीय
অ্যালিল,विकल्पी
অ্যালিলোকেমিক্যালস,एलीलो रसायन
Allelomorph,युग्मविकल्पी
অ্যালোলোপ্যাথি,एलीलोपैथी
অলি ক্রপিং,वीथी सस्यन
বরাদ্দ,परनिषेक-फलता
অ্যালোগ্যামি,परनिषेचन
অ্যালোমেট্রি,"सापेक्षमिति, ऐलोमैट्री"
অ্যালোপলিপ্লয়েড,परबहुगुणित
Allosynapsis (allosyndesis),"परयुग्मन, अपायुग्लन"
বিকল্প ভারবহন,"एकातंर वर्ष फलन, एकांतरित फलन"
বিকল্প জমি ব্যবহার,वैकल्पिक भूमि उपयोग
পরিবেষ্টিত,परिवेश
অ্যামেলিয়োর্যান্ট,सुधारक
অ্যামিটোসিস,असूत्रीविभाजन
গোলাবারুদ,ऐमीनन
অ্যামোনিফিকেশন,अमोनियन
অ্যামোনিফায়ার,अमोनीकारक
অ্যামর্ফ,"अप्रभावी रूप, अरूपी"
অ্যাম্ফিমিক্সিস,उभय मिश्रण
এমফোটেরিক,उभयधर्मी
অ্যানাবোলিজম,उपचय
অ্যানেরোব,"अवायुजीव, अनॉक्सी जीव"
অ্যানিউপ্লয়েড,असुगुणित
কোণ রোপণ,कोणीय रोपण
পশুপালন,पशुपालन
প্রাণী প্রত্যাখ্যান,पशु उच्छिष्ट
অ্যানিমেট শক্তি,सजीव ऊर्जा
অ্যানিসোপ্লয়েড,असमगुणित
বার্ষিক উদ্ভিদ,एकवर्षीय पादप
বার্ষিক,वार्षिक
অ্যান্থেসিস,"परागोद्भव, प्रफुल्लन"
অ্যানথ্রাক্স,ऐन्थ्रेक्स
অ্যানথ্রোপোজেনিক ফ্যাক্টর,मानवजनिक कारक
অ্যান্টিবায়োসিস,प्रतिजीविता
অ্যান্টিবায়োটিক,"प्रतिजैविक, ऐन्टीबायोटिक"
প্রতিষেধক,प्रतिकारक
অ্যান্টিঅক্সিডেন্টস,प्रतिऑक्सीकारक
অ্যান্টিটক্সিন,प्रतिआविष
অ্যানুলাস,वलयिका
এফিড,"ऐफिड, माहू, चेपा"
অ্যাপিকাল কুঁড়ি,शीर्ष कलिका
অ্যাপিকাল আধিপত্য,शिखाग्र प्रभाविता
এপিক্যালচার (মৌমাছি পালন),मधुमक्खी पालन
অ্যাপোমিক্সিস,असंगजनन
অ্যাপোপটোসিস,एपोप्टोसिस
সংযোজন,उपांग
ক্ষুধার্ত,क्षुधावर्धक
প্রয়োগ,अनुप्रयुक्त
জলজ আগাছা,जलीय खरपतवार
আরবোরিয়াল,"वृक्षीय, वृक्षवासी"
আর্বোরাইজেশন,प्रशाखायन
আর্কিও-বোটানিকাল রেকর্ডস,आद्य वानस्पतिक अभिलेख
অঞ্চল পরিসংখ্যান,क्षेत्रांकड़
অঞ্চল,"क्षेत्र, क्षेत्रफल"
শুকনো বাস্তুতন্ত্র,शुष्क पारितंत्र
আরিল,"बीजचोल, बीजोपांग"
সুগন্ধ,"सौरभ, सुवास"
সুগন্ধযুক্ত উদ্ভিদ,सुगंधी पादप
সুগন্ধযুক্ত চাল,सुगंधित चावल
তীর,इक्षु पुष्पन
Asepsis,अपूति
অ্যাসেপটিক,"अपूतित, अज़र्म"
অ্যাসেক্সুয়াল প্রচার,अलैंगिक प्रवर्धन
অ্যাস,"आमाप, परख"
সম্পদ,परिसंपत्ति
সংমিশ্রণ,"स्वांगीकरण, आत्मसात्करण"
সংঘ,"साहचर्य, संघ"
জ্যোতিষী,"स्तंभक, कषाय"
অ্যাসিনাপসিস,असूत्रयुग्मन
Atavism,"पूर्वजता, ऐटाविज्म"
Atomizer,कणित्र
অ্যাট্রোফি,"अपुष्टि, क्षीणता"
অটোগামি,स्वयुग्मन
অটোলাইসিস,स्वलयन
অটোক্সিডেশন,"स्वतः उपचयन, स्वतः ऑक्सीकरण"
অটোপলিপ্লয়েড,स्वबहुगुणित
অক্সিনস,ऑक्सिन
এডাব্লুএন (ব্রিজল),"शूक, तूड़"
বাদাম,बादाम
অ্যালো,धीकुवार
অমরান্থাস,"चौलाई, रामदाना"
আম্মি,अजवाइन
অঞ্জান ঘাস,"अंजन घास, धामन घास"
অ্যান্থুরিয়াম,एंथूरियम
"অোনলা, ভারতীয় গুজবেরি",आंवला
অ্যাপল,सेब
এপ্রিকট,खुबानी
আরবিয়ান জেসমিন,"मोगरा, बेला"
সুপারি বাদাম,सुपारी
অর্জুন,अर्जुन
Asfoetida,हींग
অ্যাশ লাউ,पेठा
অশোক গাছ,अशोक
আশ্থমা আগাছা (ইউফোর্বিয়া),दूधी
অ্যাস্পারাগাস,सतावर
অ্যাভোকাডো,अवोकाडो
আলফালফা (লুসার্ন),"रिजक्रा, लूसर्न"
পিঁপড়া,चींटी
এফিডস,"तेला, माहू"
সেনা কৃমি,सैनिक कीट
কৃষি অর্থনীতিবিদ,कृषि अर्थशास्त्री
কৃষি এক্সটেনশনিস্ট,कृषि प्रसार विज्ञानी
কৃষি বিজ্ঞানী,कृषि वैज्ञानिक
কৃষি প্রকৌশলী,कृषि अभियंता
অ্যাগ্রোবায়োলজিস্ট,कृषि जीवविज्ञानी
কৃষিবিদ,सस्य विज्ञानी
অ্যাগ্রোফিজিসট,कृषि भौतिकीविद्
প্রাণী ব্রিডার,"प्राणि प्रजनक, पशु प्रजनक"
ব্যাসিলাস ভাইরাস,दंड विषाणु
ব্যাসিলাস,"दंडाणु, बैसिलस"
ব্যাকটিরিয়া,"जीवाणु, बैक्टीरिया"
ব্যাকটিরিওক্সিন,जीवविष
ব্যাগাস,खोई
ব্যালেন্স শীট,"तुलन-पत्र, चिट्ठा"
ভারসাম্যহীন নিষেক,संतुलित निषेचन
বার ডায়াগ্রাম,दंड आरेख
বাকল,छाल
ব্যারোমিটার,"वायुदाबमापी, बैरोमीटर"
বন্ধ্যা,"बजर, अकृष्य, बांझ"
বেস,"आधार, बेस, कपांग"
বেসিন,"थाला, द्रोणी"
বেসিপেটাল,तलाभिसारी
বেসস্টারনাম,"बेसिस्टर्नम, मूलाधारक"
উপসাগর,खाड़ी मानसून
বিয়ারিং প্ল্যান্ট,फलदायी पौधा
বিছানা,क्यारी
বেডার,क्यारी - पौधा
বিছানাপত্র,क्यारी बनाना
বীট গুড়,चुंकदर शीरा
বেলো,धौंकनी
বেল্ট,"पट्टी, इलाका"
বেনিফিট-ব্যয় বিশ্লেষণ,लाभ-लागत विश्लेषण
পক্ষপাতদুষ্ট (নমুনা),अभिनत (प्रतिचयन)
দ্বিবার্ষিক,द्विवर्षीय पादप
দ্বিপদী,द्विपद
বায়োএজেন্ট,जैवकारक
বায়োক্লিমেট,जीव जलवायु
বায়োনারজি,जैव ऊर्जा
বায়োনমিক্স,जीव पारिस्थितिकी
বায়োরিয়্যাক্টর,"जैव-प्रक्रियापात्र, बायो रिएक्टर"
বায়োস্ফিয়ার,जीव-मंडल
বায়োটিক,जैविक
বায়োটাইপ,जीव प्रारूप
উভকামী,द्विलिंगी
ব্লাঞ্চিং,धवलन
বিস্ফোরণ,"प्रध्वसं (रोग), झोंका रोग"
মিশ্রণ,सम्मिश्रण
ব্লাইট,"अंगमारी (रोग), ब्लाइट (रोग)"
ফোস্কা,"छाला, फफोला, उद्वर्त, ब्लिस्टर"
নীল বিপ্লব,नीली क्रांति
নীচে তাপ চেম্বার,तलीय ताप चैंबर
নীচে তাপ কৌশল,तलीय ताप तकनीक
ব্রান,चोकर
শাখা,शाखन
শাখা,"टहनी, उपशाखा"
প্রজনন,नस्ल
প্রজনন,"प्रजनन, अभिजनन"
Brimming,शीघ्र अंकुरण उपचार
ব্রুড,"शाव, अंड, भ्रूण"
উদীয়মান,कलिकायन
বাজেট,बजट
বাফার,"उभयप्रतिरोधी, बफर"
বাল্ব,शल्ककंद
বুট,"बंट (रोग), चोट"
উপজাত,"उपजात, उपोत्पाद"
বাবুল অ্যাকাসিয়া,"बबूल, कीकर"
শিশুর ভূট্টা,बेबी कॉर्न
বেল,बेल
বেল,लाजालु
বালসাম,गुलमेंहदी
বাঁশ,बांस
কলা,केला
বটগাছ,बरगद
বার্লি,जौ
বার্নইয়ার্ড মিললেট,सावां
পুদিনা,तुलसी
জারজ সিডার,रुद्राक्ष
জারজ মাইরোবালান,बहेड़ा
বাউহিনিয়া,कचनार
বে বেরি,कैफल
বিন,सेम
বীট,चुकंदर
বেলাদোনা,बेलाडोना
বের,बेर
বার্সিম,बरसीम
সুপারি,पान
বিলিম্বি,बिलिंबी
বিটার লাউ,करेला
কালো গ্রাম,उड़द
কালো নাইটশেড,मकोय
বোগেনভিলিয়া,बोगेनविलिया
বোতল ব্রাশ,बोटल ब्रश
বোতল লাউ,लौकी
বক্স ট্রি,"चीकदी, पापरी"
রুটি ফল,ब्रेड फ्रूट
ব্রাইডাল লতা,डेला
ব্রিনজাল,बैंगन
ব্রড শিম,"बाकला, चौड़ी बीन"
ব্রোকলি,ब्रोकोली
ব্রাসেলের স্প্রাউট,ब्रुसेल्स स्प्राउट
বাকউইট,कुटू
বুটিয়া,"पलाश लता, किंशुक"
ব্যান্ডিকুট,घूंस
ভাল্লুক,भालू
বিটল,भृंग
ফোস্কা বিটল,फफोला भृंग
নীল ষাঁড়,नील गाय
বোল কৃমি,कपास की सूंड़ी
প্রজাপতি,तितली
ব্যাকটিরিওলজিস্ট,जीवाणु विज्ञानी
বায়োকেমিস্ট,जैव रसायनविद्
জীববিজ্ঞানী,जीव विज्ञानी
বায়োটেকনোলজিস্ট,जैव प्रौद्योगिकीविद्
উদ্ভিদবিদ,वनस्पतिविद्
সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা,c नमी विशिष्टता वक्र
কেক,खली
ক্যালারিয়াস,"चूनेदार, कैल्सियमी"
ক্যালিফিকেশন,कैल्सीयन
ফসফেটের ক্যালকিনেশন,फॉस्फेट का निस्तापन
Calost,"किणता, कैलसता"
কলাস,"कैलस, किण"
ক্যালিক্স,"बाह्यदल पुंज, कैलिक्स"
ক্যালিক্স-এন্ড,बाह्यदल अंत
ক্যাম্বিয়াম,एधा
ক্যান্সার,कैंकर (जीवाणु रोग)
ক্যানিং,डिब्बाबंदी
ক্যানোপি,वितान
মূলধন,पूंजी
ক্যাপরিফিকেশন,परागण (अंजीर का)
ক্যাপসুল,"संपुट, संपुटिका, कैप्सूल"
কার্বনেটেড,कार्बोनीकृत
কার্বনাইজেশন,कार्बनन
কার্পেল,अंडप
কার্পাস,मणिबंध
ঢালাই,"ढलाई (लोहे की), क्षिप्ति (कीट)"
ক্যাটাবোলিজম,अपचय
ক্যাটালাইসিস,उत्प्रेरण
শুঁয়াপোকা,"इल्ली, सूंडी"
সি-ডিএনএ লাইব্রেরি,C- डीएनए संग्रह
সিলিং,सीमा
সেল,"कोशिका, कोष्ठिका"
কেন্দ্রীয় নেতা ব্যবস্থা,केंद्रीय अग्रलेख प्रणाली
কেন্দ্রিক,"सबिंदु, सकेंद्र"
সেন্ট্রিফিউগেশন,अपकेंद्रण
সেন্ট্রিফিউজ,अपकेंद्रित
সেন্ট্রিওল,तारककेंद्र
সেন্ট্রোজেনিক,केंद्रजनिक
সেন্ট্রোজেনাস,केंद्रजा
সার্কাস,लूम
সিরিয়াল,"धान्य, सीरियल"
শংসাপত্র,"प्रमाणीकरण, प्रमाणन"
প্রত্যয়িত বীজ,प्रमाणित बीज
চ্যাফ,"भूसा, कुट्टी, शल्क सहपत्र"
চালাজা,"निभाग, कैलाजा"
কেমোট্রপিজম,रसानुवर्तन
চিয়াসমা,"काएज्मा, व्यत्यस्त"
শীতল সময়,द्रुतशीतन घंटे
শীতল আঘাত,शीतज क्षति
চিমেরা,"विचित्रोतकी, किमेरा"
ক্লোরান্টি,हरित दली
ক্লোরোফিল,"पर्णहरित, हरितक"
ক্লোরোসিস,हरिमाहीनता
ক্লোরোলজি,जीव वितरण विज्ञान
ক্রোমাটিড,"क्रोमैटिड, अर्धगुणसूत्र"
ক্রোমাটিন,क्रोमैटिन
ক্রোমাটোগ্রাফি,वर्णलेखन
ক্রোমাটোলাইসিস,क्रोमोटिनलयन
ক্রোমোসেন্ট্রে,परिसूत्र बिंदु
ক্রোমোজেনেসিস,वर्णजनन
ক্রোমোপ্রোটিন,"क्रोमोप्रोटीन, वर्णकप्रोटीन"
ক্রোমোজোম,"गुणसूत्र, क्रोमोसोम"
দীর্ঘস্থায়ী,"चिरकाली, दीर्घकाली, जीर्ण, पुराना"
সিট্রঞ্জ,सिट्रेंज
ক্লেডোড,पर्णाभपर्व
শ্রেণিবদ্ধকরণ,वर्गीकरण
ক্লে,"मृत्तिका, चिकनी मिट्टी"
পরিষ্কার,"निर्मलन, मार्जन, सफाई, शोधन"
ক্লিস্টোগ্যামি,"अनुन्मील्य परागण, स्वपरागण"
ক্লাইম্যাক্টেরিক ফল,क्रांतिक श्वसनी फल
জলবায়ু,जलवायु
জলবায়ু,जलवायु विज्ञान
ক্লিপার,कतरनी
ক্লোড,ढेला (मिट्टी का)
ক্লোন,"क्लोन, कृन्तक"
মেঘ,"मेघ, बादल"
ক্লাম্প,"पुंज (क्लंप, संपुंजन)"
ক্লাস্টার,गुच्छ
মোটা,"स्थूल, मोटा, कच्चा, अपरिष्कृत"
কোট (বীজ),"आवरण (बीज़), चर्मावरण"
কোকুন,कोया
কোএনজাইম,"कोएन्जाइम, सह-प्रकिण्व"
সংহতি,संसंजन
কয়ার,"रेशा (जूट पटसन), नारियल जटा"
কোলোররিজা,मूलांकुर चोल
কলার,"स्तंभमूलसंधि, कॉलर, ग्रीवा"
কলয়েড (মাটি),कोलॉइड (मृदा)
কলিউমেলা,"स्तंभिका, कॉलुमेला"
কলাম,"दंड, स्तंभ, कॉलम"
কমেন্সালিজম,सहभोजिता
বাণিজ্যিক ব্যাংক,वाणिज्यिक बैंक
পণ্য,"जिंस, पण्य वस्तु"
সম্প্রদায়,समुदाय
সংযোগ (মাটির),"संहनन, (मृदा का)"
সামঞ্জস্যতা,"सुसंगति, संगतता"
সামঞ্জস্যতা,सुसंगतता
ক্ষতিপূরণ,"क्षतिपूर्ति, मुआवजा"
প্রতিযোগিতামূলক মিথস্ক্রিয়া,स्पर्धी अन्योन्यक्रिया
পরিপূরক ফসল,पूरक सस्य
জটিল,"सम्मिश्र, जटिल"
উপাদান,घटक
গঠন,संघटन
কম্পোস্ট,कंपोस्ट
চক্রবৃদ্ধিহারে সুদ,चक्रवृद्धि ब्याज
গণনা,अभिकलन
কম্পিউটার,"अभिकलित्र, कंप्यूटर"
একাগ্রতা,"सांद्रण, संकेद्रण"
কন্ডিশনার,"अनुकूलक, पुनरुद्धारक"
আচরণ,चालकता
কনফিগারেশন,"विन्यास, संरूपण"
অনুসার,"अनुरूपता, समविन्यास, समरूपता"
বিভ্রান্তিকর,"समाकुलन, संकरण"
সংমিশ্রণ,संयुग्मन
সংযোগকারী,"योजी, संयोजी"
সংরক্ষণ,सरंक्षण
একত্রীকরণের,चकबंदी
উপাদান,"संघटक, अवयव"
গ্রাহক,उपभोक्ता
খরচ,उपभोग
দূষণ,संदूषण
কনট্যুর রোপণ,समोच्च रोपण
কনট্যুর,समोच्च रेखा
চুক্তি চাষ,"संविदा कृषि, ठेका कृषि, अनुबंधित खेती"
নিয়ন্ত্রিত স্টোরেজ,नियंत्रित भंडारण
সমবায় ব্যাংক,सहकारी बैंक
সহযোগী,सहकारी संस्था सदस्य
কপিস,गुल्मवन
Corm,घनकंद
করোলা,"दलपुंज, कोरोला"
কর্টেক্স,"वल्कल, कॉर्टेक्स"
ব্যয়,लागत
কোটিলেডন (বীজ),बीजपत्र
ক্রেডিট সোসাইটি,ऋण समिति
ক্রেডিট,"उधार, साख"
পাওনাদার,"ऋणदाता, लेनदार"
ক্রেস্ট,"शिखा, शीर्ष, शिखर"
ক্রিঙ্কল,व्याकुंचन
সংকট,संकट
মানদণ্ড,कसौटी
সমালোচনা,"क्रांतिक, विकट, नाजुक"
শস্য বীমা,फसल बीमा
শস্য loan ণ,फसल ऋण
ফসল,"सस्य, फसल"
ক্রপিং অঞ্চল,सस्यन क्षेत्र
ক্রস-ইনমপ্যাটেবল,पार-असंगत
মুকুট (উদ্ভিদ),"मुकुट, शिखर (पादप)"
ক্রম্ব,मृदुकण
ক্রাস্ট,पपड़ी
ক্রিপ্টোগাম,"क्रिप्टोगैम, अपुष्पीपादप"
কুল (ফল),छांटन (फल)
কাল্ম,"कल्म, वेणुकाण्ड"
চাষকারী,कृष्य किस्म
চাষ,"कर्षण, कृषि, खेती"
কৃষক,"किसान, कल्टीवेटर (यंत्र)"
সংস্কৃতি,"संवर्ध, संवर्धन, पालन"
নিরাময়,"संसाधन, तैयार करना"
কার্লিং,"कुंतलन, कुंचन"
মুদ্রা,मुद्रा
কিউটিকাল,"उपत्वचा, क्यूटिकल"
কাটা,"कलम, कटाई, काटना, कटाग्र, कटावा"
সিস্ট,"कृमि कोष, सिस्ट, पुटी, विकृत गुल्म, रसौली"
সাইটোক্রোম,साइटोक्रोम
সাইটোগ্যামি,कोशिका युग्मन
সাইটোজেনেসিস,कोशिका जनन
সাইটোজেনেটিক্স,कोशिका आनुवंशिकी
সাইটোকাইনেসিস,कोशिका द्रव्य विभाजन
সাইটোলজি,कोशिका विज्ञान
সাইটোলাইসিস,कोशिकाविघटन
সাইটোমির,"साइटोमियर, कोशिका खंड"
সাইটোপ্লাজম,कोशिका द्रव्य
বাঁধাকপি,बंदगोभी
ক্যাকটাস,नागफनी
ক্যালেন্ডুলা,ज़रगुल
ক্যানারি ঘাস (ফালারিস),"गिल्ली डंडा, गेहूं का मामा"
ক্যানা,कैना
ক্যাপারি,करीर
ক্যাপসিকাম,शिमला मिर्च
ক্যারামবোলা,कमरख
ক্যারপা,पुसुर
এলাচ,इलाइची
কার্নেশন,कार्नेशन
গাজর,गाजर
হিজলি বাদাম,काजू
ক্যাসিয়া,अमलतास
ক্যাস্টর,अरंडी
ফুলকপি,फूलगोभी
সেলারি,सेलेरी
চ্যাম্প্যাক,चम्पा
চেনোপোডিয়াম,बथुआ
চেরি টমেটো,चेरी टमाटर
চেরি,चेरी
"ছোলা, গ্রাম",चना
মরিচ,मिर्च
চীন টারপেনটাইন গাছ,काकड़ा
কুকুর কুকুর,लौकू
ক্রিস্যান্থেমাম,गुलदाउदी
"চুফা, পৃথিবী বাদাম",चिचोड़ा
সিচরি,"चिकोरी, कारनी"
দারুচিনি,दालचीनी
সিট্রন,सिट्रोन
সিট্রোনেলা ঘাস,गंजनी
জেসমিন আরোহণ,मालती
লবঙ্গ,लौंग
ক্লাস্টার বিন,ग्वार बीन
কোকো,कहवा
নারকেল,नारियल
কফি,कॉफी
কোলিয়াস,पत्थरचूर
কলোকাসিয়া,अरबी
"কলোকিন্থ, তিক্ত আপেল",इंद्रायन
সাধারণ পার্সেলেন,जंगली पालक
ধনে,धनिया
সুতি,कपास
কাউপিয়া,लोबिया
কিউব,कबाब-चीनी
শসা,खीरा
Cucubits,कद्दूवर्गीय
জিরা,जीरा
কারি পাতা,करी पत्ता
আতা,शरीफा
ক্যাপসুল বোরার,पुटिका वेधक
ক্যাটারপিলার,इल्ली
সাইট্রাস সাইক্ল্লা,सिट्रस साएला
ক্রিকেট,झींगर
কাক,कौआ
কাটা কৃমি,कटुआ
দুগ্ধ,"डेरी, दुग्धशाला"
ডেয়ারিং,डेरी उद्योग
বাঁধ,"बांध, प्रजननी"
দিন-নিরপেক্ষ,दिवस निरपेक्ष पादप
ফুলের পরে দিন,पुष्पन के बाद के दिवस
পুরো পুষ্প পরে দিন,पूर्ण पुष्पन के बाद के दिवस
ডিব্লোসোমিং,निष्पुष्पन
ডিক্যালসিফিকেশন,विकैल्सीकरण
ডিক্যান্ট,"निथारना, निस्तारना"
ক্ষয়,क्षय
পাতলা,पर्णपाती
দশমিক,"दशमिक, दशमलव"
স্বল্পতা,न्यूनता
ডিফলোকুলেশন (মাটি),"अनूर्णन (मृदा), वि-उर्णन"
Defloration,विपुष्पन
ডিফোলিয়েশন,विपत्रण
বন নিধন,वनोन्मूलन
অবক্ষয়,"अपह्रासन, अपकर्षण"
অবক্ষয়,निम्नीकरण
ডিগ্রি দিন,अंश दिवस
ডিগ্রি,"मात्रा, अंश"
ডিহেসেন্স,स्फुटन
ডিহুলিং,भूसी हटाना
ডিহুসিং,भूसी हटाना
পানিশূন্যতা,निर्जलीकरण
ডিহাইড্রেটর,निर्जलकारित्र
চাহিদা,मांग
অবনতি,"विकृतीकरण, गुणनाशन"
অস্বীকার,अनाच्छादन
আমানত,"निक्षेप (मृदा), जमा (अर्थशास्त्र)"
জবানবন্দি,निक्षेपण
অবমূল্যায়ন বিচ্ছিন্নকরণ,"मूल्यह्रास, अवमूल्यन विलवणीकरण"
বিশৃঙ্খলা,"जल शुष्कन, निर्जलीकरण"
নকশা,"अभिकल्पना, डिजाइन"
ডেসিসেটর,शुष्कित्र
গন্তব্য,गुठली निकालना
Desuckering,वि-अंतः भूस्तारीकरण
Desynapsis,वियुग्मन
ডেটাসেল,"नर मंजरी निकालना (मक्का), बल्लर निकालना"
ডিটাসেলিং,बल्लर या फुंदन को काटना
নির্ধারক,निर्धारक
অবমূল্যায়ন,अवमूल्यन
দেভেজেটেশন,वनस्पतिरहित करना
বিচ্যুতি,विचलन
ডায়াড,द्विक
রোগ নির্ণয়,निदान
Dichogamy,भिन्नकाल पक्वता
দ্বৈতত্ত্ব,द्विभाजन
ডিকোটাইলডন (বীজ),"द्विबीजपत्री, डाइकोटिलेड़न (बीज)"
ফিরে মারা (রোগ),पश्चमारी (रोग)
বিচ্ছুরণ,"विसरण, विसार"
হজমতা,पाचनीयता
ডিহাইব্রিড,द्विसंकर
ডাইক (ডাইক),"बांध, नाली, परिवाह"
পাতলা,तनु
ডাইওসিয়াস,"एकलिंगाश्रयी, पृथक् लिंगी"
ডিপ্লোড,द्विगुणित
ডিপ্লোড,"द्विगुणित, डिप्लॉइड"
ডিপ্লোনেমা,द्विसूत्र
অসন্তুষ্টি,"निष्कलिकायन, कलिका निकालना"
ডিস্কিং,"तवेदार हल चलाना, चक्काकरण"
ছাড়,छूट
নির্বীজন,रोगाणुनाशन
বিচ্ছুরণ,"परिक्षेपण, प्रकीर्णन"
প্রচার,"प्रकीर्णन, प्रसरण"
বৈচিত্রতা,विविधीकरण
বিবিধ কৃষিকাজ,विविधीकृत कृषि
ডিএনএ মই,डीएनए सोपान
ডিএনএ রিসেপ্টর,डीएनए ग्राही
ডকেজ,गोदी-भाड़ा
প্রভাবশালী,प्रभावी
সুপ্ততা,प्रसुप्ति
ডোজ,"मात्रा, खुराक, डोज"
ডাবল সিগময়েড বক্ররেখা,दोहरा सिग्माभ वक्र
খসড়া (খসড়া),"झोंका, खिंचाव"
ড্রেন,"निकास नाली, अपवाहिका"
নিকাশী,जलनिकास
অঙ্কন,कर्षण
ভিজে যাওয়া,"दवा पिलाना, दवाई से तर करना"
ড্রেসিং (বীজ),प्रसाधन (बीज)
ড্রিল (এন।),"बरमा, उथली भूल, ड्रिल, वपित्र"
ড্রিলিং (এজি। ইঞ্জিন),"सूराख करना, बेधन, बरमाना"
ড্রিলিং (কৃষি),"वेधना, ड्रिल से बोना, ड्रिल से डालना"
ড্রিপ সেচ,बूंद-बूंद सिंचाई
শুকনো কৃষিকাজ,शुष्क खेती
ধুলো,"धूल, बुकनी"
ডাস্টার,"धूलित्र, प्रकीर्णक"
ধুলাবালি,बुरकना
বামন,"बौना, वामन"
বামন পিরামিড,वामन पिरामिड
