Malayalam,English
അക്കോസ്റ്റിക്,acoustical
ശബ്ദപ്രതിരോധം,acoustically insulated
അക്കോസ്റ്റിക് ഫോണോൺ,acoustical phonon
ശബ്ദ യൂണിറ്റ്,acoustical unit
അക്കോസ്റ്റിക്,acoustic
ശബ്ദ ജനറേറ്റർ,acoustic generator
പ്രവർത്തനവും പ്രതികരണവും,action and reaction
സജീവമാക്കൽ,activation
സജീവമാക്കൽ ഊർജ്ജം,"activation, energy"
"ആക്റ്റിവേറ്റർ, ആക്റ്റിവേറ്റർ",activator
സജീവമാണ്,active
ആക്ടിവിസം,activity
യഥാർത്ഥ സമ്മർദ്ദം,actual stress
മന്ത്രിക്കുന്നു,acute exposure
സംഗ്രഹിക്കാനായി,add
"തുക, കൂട്ടിച്ചേർക്കൽ, മൊത്തം (എഡി.), സങ്കലനം (വി.)",addition
"സംയോജിത സ്വരം, അധിക സ്വരം (സ്വരാക്ഷരങ്ങൾ)",additional tone
സങ്കലനം,additive
അഡീഷൻ,adhesion
പശ ഊർജ്ജം,adhesional energy
അടിയാബാറ്റ്,adiabat
adiabatic,adiabatic
ചൂട് ഇൻസുലേറ്റിംഗ്,adiathermanous
ബന്ധം,adjacent
ക്രമീകരിക്കാവുന്ന,adjustable
നുഴഞ്ഞുകയറ്റം,admittance
ആഗിരണം,adsorption
മുന്നോട്ട്,advanced
പുരോഗമനപരമായ,advancing
"ആകാശി, വായു (വി.), ഏരിയൽ (എഡി.)",aerial
ആന്റിന സ്ട്രീം,aerial current
ഏരിയൽ സർവേ,aerial survey
വായു വേഗത,aerial velocity
എയറോഡൈനാമിക് കോഫിഫിഷ്യന്റ്,aerodynamic coefficient
എയറോഡൈനാമിക്,aerodynamic
എയറോഡൈനാമിക്സ്,aerodynamics
എയറോനോട്ടിക്കൽ,aeronautical
എയറോനോട്ടിക്സ്,aeronautics
എയർ പൾസ്,aeropulse
"അന്തരീക്ഷം, വാതകമണ്ഡലം",aerosphere
ഫോക്കസ് സിസ്റ്റം,afocal system
തിരികെ ജ്വലനം,after burning
ബാക്ക് ലൈറ്റ്,after glow
ഞെട്ടൽ,aftershock
"പ്രായം, പ്രായം, പ്രായം, യുഗം (എഡി.), സമയത്തെ ബാധിക്കാൻ (ver.), സമയം, സമയം ബാധിക്കുക",age
സമയം ബാധിച്ചു,aged
"വാർദ്ധക്യം, വാർദ്ധക്യം",ageing (aging)
സമയ പ്രഭാവം,aging (=ageing)
സമയ ഫല പരിശോധന,aging test
ഗുരുത്വാകർഷണമില്ലാത്ത,agravic
അനുരഞ്ജനം,aim
"വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ",airborne radar
"ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം",airborne target
എയർ റെസ്പിറേറ്റർ,air breather
എയർ കണ്ടീഷനിംഗ്,air conditioning
എയർക്രൂ ട്രാൻസ്ഫോർമർ,aircore transformer
വിമാനം,aircraft
വിന്യാസം,alignment
വിന്യാസ പിശക്,alignment error
ലൈവ് സർക്യൂട്ട്,alive circuit
മുഴുവൻ ഗ്ലാസ് ട്യൂബ്,all glass tube
മുഴുവൻ മെറ്റൽ ട്യൂബ്,all metal tube
പരിഹരിക്കാൻ,allocate
"മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)",alloy
മിശ്രത്വൻ,alloying
സർവ്വവ്യാപിയായ മാധ്യമം,all-pervading medium
ഓമ്‌നി ആന്റിന,all-wave antenna
പഞ്ചഭൂതം,almanac
ആൽഫ,alpha
ആൽഫ പ്രവർത്തനം,alpha-activity
ആൽഫാന്യൂമെറിക്,alphabetical
ആൽഫാ റേ,alpha ray
മാറ്റുക,alteration
"ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്",alternating
ആൾട്ടർനേറ്റർ,alternator
ആൾട്ടിമീറ്റർ,altigraph
ആൾട്ടിമീറ്റർ,altimeter
ആൾട്ടിമെട്രി,altimetry
"ഉയരം, ഉയരം, ഉയരം, ഉയരം",altitude
അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU),ALU (Arithmatic Logic Unit)
ഒരു ഭരണം,Amagat law
പരിസ്ഥിതി,ambient
അമ്ക്രോൺ,amicron
അമ്മീറ്റർ,amméter
ആമ്പിയർ,ampere
ആമ്പിയർ നിയമം,Ampere's rule
ഉഭയജീവി അയോൺ,amphoteric ion
ആംപ്ലിഫിക്കേഷൻ,amplification
ആംപ്ലിഫയർ,amplifier
"ആംഗിൾ, അളവ്",amplitude
എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്),a. m. u. (atomic mass unit)
അനുയോജ്യം,analog (=analogue)
സാമ്യം,analogy
അനലിസ്റ്റ്,analyser
വിശകലനം,analysis
വിശകലനാത്മകമായ,analytical
നോൺ-പോയിന്റ്,anastigmatic
അസാധാരണമായ,anastigmatism
വാതിലും,AND gate
നോൺ-അക്കോസ്റ്റിക്,anechoic
അസാധാരണമായ ഇലാസ്തികത,anelasticity
ജലരഹിതമായ,aneroid
കോൺ,angle
angstrom യൂണിറ്റ്,Angstrom unit
കോണിക,angular
പ്രൊട്രാക്ടർ വെർനിയർ,angular vernier
തർക്കരഹിതമായ,anharmonic
ബഹുമാനമില്ലാത്ത,anharmonicity
അക്രോമാറ്റിക് കാന്തികവൽക്കരണം,anhysteresis
മന്ദത,anhysteretic
അയോൺ,anion
അസമമായ,anisodimensional
ഐസോട്രോപിക്,anisotropic
ഐസോട്രോപിസം,anisotropy
ഇല്ലാതാക്കൽ,annihilation
ഗൂഢാലോചനക്കാർ,annunciator
ആനോഡ്,anode
ആനോഡൈസേഷൻ,anodize
പൊരുത്തമില്ലാത്ത,anomalous
ഒപ്റ്റിക്കൽ സിസ്റ്റം,anoptic system
ആന്റിന,antenna
ആന്റിബെറിയോൺ,antibaryon
ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്,antibinding property
കൌണ്ടർ ബോണ്ട്,anitibonding
റിവേഴ്സ് പവർ,antiferroelectricity
ഡയമാഗ്നറ്റിക്,antiferromagnetic
ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ,antiferromagnetics
വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്,antifoggant
ആന്റിഗ്രാവിറ്റി,antigravity
ആന്റിലാംഡ കണിക,anti-lambda particle
അല്ലെലെപ്റ്റൺ,anti-lepton
ഡയമാഗ്നറ്റിക്,antimagnetic
പ്രതിദ്രവ്യം,antimatter
വിരുദ്ധ മിസൈൽ,antimissile
ആന്റിന്യൂട്രോൺ,antineutron
സ്പന്ദിക്കുന്ന,antinode
ആന്റി ന്യൂക്ലിയോൺ,antinucleon
ആന്റിപാർട്ടിക്കിൾ,antiparticle
ആന്റിപ്രോട്ടോൺ,antiproton
ആന്റി റിഫ്ലെക്റ്റീവ്,antireflection
ആന്റിസിമെട്രിക്,antisymmetric
ആവർത്തിക്കാത്ത,aperiodical
അനാക്രോണിസം,aperiodicity
സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്,apertural disc
ദ്വാരക്,aperture
"മുകളിൽ, മുകളിൽ, മുൻഭാഗം",apex
"സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ",aphelion
ഉദാസീനമായ ലേസ്,aplanat
ദയനീയമല്ലാത്ത,aplanatic
വൈകല്യമില്ലാത്തത്,aplanatism
വളരെ അക്രോമാറ്റിക്,apochromatic
"ഭൂമി-ഉയരം, അപ്പോജി",apogee
"ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള",apolar
പരധ്രുവത്വം,apolarity
ഉപകരണം,apparatus
"വെർച്വൽ, വിഷ്വൽ",apparent
ദൃശ്യ സൂര്യൻ,apparent sun
ദൃശ്യ സമയം,apparent time
ഉയർന്നുവരുന്ന രൂപം,appearance
അപേക്ഷ,appliance
പ്രയോഗക്ഷമത,applicability
അപേക്ഷിച്ചു,applied
നിരീക്ഷിക്കാവുന്നതാണ്,appreciable
സമീപനം,approach
"അടുത്ത്, ഏകദേശം",approximate
ഏകദേശ കണക്ക്,approximation
നീരാവി മർദ്ദം,aqueous tension
സ്വമേധയാ,arbitrary
"ആർക്ക് ചൂള, ആർക്ക് ചൂള",arc furnace
ആർക്കിമിഡീസിന്റെ നിയമം,Archimedes principle
വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം,architectural acoustics
ആർക്ക് ലാമ്പ്,arc lamp
ആർക്ക്-സ്പെക്ട്രം,arc spectrum
"പ്രദേശം, പ്രദേശം",area
"പ്രാദേശിക, പ്രാദേശിക",areal
"ഭുജം, ഭുജം, ശാഖ",arm
അമച്വർ,armature
"അറേ, അറേ",array
റിസീവർ,arrester
ഉച്ചാരണ വ്യക്തത,articulation
സിന്തറ്റിക്,artificial
കൃത്രിമ പരിവർത്തനം,artificial transmutation
ആരോഹണം,ascending
കയറ്റം,ascension of the star
കയറുന്നു,ascent
അഗോലി,aspheric
സമാഹരണം,aspherizing
കൂട്ടം,assemblage
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്",assemble
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്",assembly (=assemblage)
കൃത്യമായ കണക്കുകൂട്ടൽ,assessment of accuracy
വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ,assigned assignment (of quantum numbers)
"ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത",associated
സ്വരാക്ഷര ശബ്ദം,assonance
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,astable multivibrator (=free running multivibrator)
ആസ്തെനിക്,astatic
"വിട്ടുനിൽക്കൽ, astigmatism",astigmatism
ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്,astrionics
ജ്യോതിശാസ്ത്രം,astrometry
ബഹിരാകാശ സഞ്ചാരി,astronaut
ജ്യോതിശാസ്ത്രജ്ഞൻ,astronomer
സ്വർഗ്ഗീയ,astronomical
ജ്യോതിശാസ്ത്രം,astronomy
ജ്യോതിശാസ്ത്രം,astrophysics
അസമമായ,asymmetrical
അസിംപ്റ്റോട്ടിക്,asymptote
വഷളാക്കുന്നു,asymptotic
അസമന്വിത,asynchronous
"അന്തരീക്ഷം, അന്തരീക്ഷം",atmosphere
അന്തരീക്ഷം,atmospheric
കാറ്റ് പ്രക്ഷുബ്ധത,atmospherics
ആണവ,atom
ആറ്റോമിക,atomic
ആറ്റോമിസിറ്റി,atomicity
ആണവ പിണ്ഡം,atomic mass
ആറ്റോമിക നമ്പർ,atomic number
"ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ",atomic reactor (=atomic pile)
ആറ്റോമിക,atomistic
കണം,atomization
കണം,atomizer
ശോഷണം,attenuation
"ശോഷണം, ശോഷണം",attenuator
ചാം,attraction
ആകർഷണ ശക്തി,attractive forces
ശ്രവണക്ഷമത,audibility
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,audio-amplifier
കേൾക്കാവുന്ന,audio
ഓഡിയോ ജനറേറ്റർ,audio generator
ഓഡിബിലിറ്റി ഗ്രാഫ്,audiogram
കേൾവി ശാസ്ത്രം,audiology
ഓഡിയോമീറ്റർ,audiometer
കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ,audio oscillator
ശബ്ദ സിഗ്നൽ,audio signal
ദൃശ്യ-ശ്രാവ്യ,audiovisual
"ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം",auditorium
OZ പ്രഭാവം,Auger effect
പ്രമോഷൻ,augmentation
എൻഹാൻസർ,augmentor
ധ്രുവജ്വാല,aurora
ദക്ഷിണ ധ്രുവജ്വാല,aurora australis
ഉത്തരധ്രുവ ജ്വാല,aurora borealis
യാന്ത്രിക മുന്നറിയിപ്പ്,autoalarm
ഓട്ടോ പാരലലൈസർ,autocollimator
"ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്",automatic
"ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ",automation
"സഹായി, സഹകരണം, അധിക",auxiliary
"അവദവ, അവലാഞ്ചി",avalanche
"അർത്ഥം, അർത്ഥം",average
പരിവാരൻ,avoidance
അച്ചുതണ്ട്,axial
അച്ചുതണ്ട്,axis
അസിമുത്ത്,azimuth
അസിമുത്ത്,azimuthal
തിരികെ,back
"പശ്ചാത്തലം, പശ്ചാത്തലം",background
"പിന്നോട്ട്, പിന്നോട്ട്",backlash
ടേൺ എറൗണ്ട്,backout
ബാക്ക് വോൾട്ടേജ് പൾസർ,back swing voltage pulser
പോസ്റ്റ്-റിലേഷൻഷിപ്പ്,back to back connection
തിരിച്ചടവ്,back up
ആന്റി വോൾട്ടേജ്,back voltage (Freverse voltage)
പിൻഭാഗം ചിതറിക്കൽ,backward scattering
ഇന്റർസ്റ്റീഷ്യൽ വേവ്,back wave (=spacing wave)
ഇൻസുലേറ്റർ,bad conductor
പാരച്യൂട്ട് ജമ്പ്,bail out
ചൂടാക്കൽ,bakeout
"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്",balance
ബാലൻസർ,balancer
ബാലൻസ്,balancing
ഗോളാകൃതി,ball ended magnet
"ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്",ballistic
"പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ",ballistic galvanometer
മിസൈൽ,ballistic missile
"ബാലിസ്റ്റിക്സ്, ആയുധം",ballistics
പ്രൊജക്ഷൻ,ballistic throw
സ്വതന്ത്ര പാത,ballistic trajectory
"ബലൂൺ, ബലൂൺ",balloon
ബാൽമർ നിർത്തലാക്കൽ,Balmer discontinuity
"ബാൻഡ്, ബാൻഡ്, ബാൻഡ്",band
സ്ഫോടനം,bang
"അറേ, ബീം, തീരം, ബാങ്ക്, തീരം",bank
"കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ",bar
ബാർഡീൻ തത്വം,Bardeen theory
ബാർഖൗസെൻ പ്രഭാവം,Barkhausen effect
ബാർലോ സൈക്കിൾ,Barlow's wheel
ബാർ കാന്തം,bar magnet
കളപ്പുര,barn
വായു മർദ്ദം ഗ്രാഫ്,barogram
"ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്",barograph
ബാരോമീറ്റർ,barometer
അന്തരീക്ഷമർദ്ദം,barometry
"കോസ്മോസ്, ബാരോമോസ്ഫിയർ",barosphere
പെൻഡുലം പെൻഡുലം,bar pendulum
"തടസ്സം, ആണവ, ആണവ തടസ്സം",barrier
തടസ്സം നില,barrier layer (rectifier)=blocking layer -depletion layer =space charge layer
ബാരിയോൺ,baryon
ഗുരുമണ്ഡലം,barysphere
അടിസ്ഥാന ബാൻഡ്,base band
"അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര",basic
അടിസ്ഥാനം,basis
"എണ്ണൽ, ടീം രൂപീകരണം",batching
"ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി",bath
ബാറ്ററി,battery
"അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ",bay
പ്രദർശനം,B-display
കിബാൻ,beacon
"മാണിക, ബീഡ്",bead
"ബീം, ബീം, ബീം, ട്രംപ്",beam
"ഡിക്മാൻ, ഡിക്കൺ",bearing
"ഡോൾ, വിസ്പൻഡ്",beat
ബെക്വറൽ പ്രഭാവം,Becqueral effect
മണി ഭരണി,bell jar
തുരുത്തി,bellow
മണി ക്ലോക്ക്,bell shaped
"വേദിക, ബെഞ്ച്",bench
"മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)",bend
ബാങ്കൻ,bending
"വളഞ്ഞു, വളഞ്ഞു",bent
ബെർണൂലി-സമവാക്യം,Bernoulli's equation
അടിസ്ഥാന-പ്രവർത്തനം,Bessel function
മികച്ച അഡീഷൻ,best fit
ബീറ്റ (ബി),beta (भ्)
ബീറ്റാട്രോൺ,betatron
bethe മോഡൽ,Bethe's model
bivatron,bevatron
BH കർവ്,B-H curve
ദ്വികോണാകൃതിയിലുള്ള,biangular
"പക്ഷപാതം, പക്ഷപാതം",bias
ദ്വി-അക്ഷാംശം,biaxial
ബിക്രോമേറ്റ് സെൽ,bichromate cell
അഭ്യവതാൽ,biconcave
ഇരട്ട ആന്റിന,biconical aerial
ബൈകോൺവെക്സ്,biconvex
"ബൈ-ക്രിസ്റ്റൽ, ഡ്യുവൽ-ക്രിസ്റ്റൽ",bicrystal
ദ്വിദിശ മൈക്രോഫോൺ,bidirectional microphone
ദ്വിപദ മാതൃക,bifactor model
ഡയീഷ്യസ്,bifilar
ഉഭയകക്ഷി,bilateral
ബൈലിനയർ,bilinear
ദ്വിതന്മാത്ര,bimolecular
"ദ്വി-വേരിയബിൾ, ബൈ-ബേസ്, ഡ്യുവൽ",binary
"ബൈനറി കോഡ്, ബൈനറി കോഡ്",binary code
കളി താരം,binary star
ബൈനറി രീതി,binary system
ദ്വിമുഖം,binaural
ബോണ്ട്,binding
"ബൈനോക്കുലർ, ബൈനോക്കുലർ",binocular
ബൈനറി,binode
ദ്വിപദ വിതരണം,binomial distribution
"ദ്വികേന്ദ്രം, ദ്വികേന്ദ്രം, ബൈന്യൂക്ലിയേറ്റഡ്",binuclear
ബയോഡൈനാമിക്സ്,biodynamics
ബയോ ഇലക്ട്രോണിക്സ്,bioelectronics
ജൈവഭൗതികശാസ്ത്രജ്ഞൻ,biophysicist
ബയോഫിസിക്സ്,biophysics
ജൈവ ഉപഗ്രഹം,biosatellite
"ഛായാഗ്രാഹകൻ, ബയോസ്കോപ്പ്",bioscope
ബയോ-സാവാർട്ട് നിയമം,Biot-Savart'law
ബൈഫാസിക് കറന്റ്,biphase current
ദ്വിധ്രുവം,bipolar
"ബിപ്രിസം, ബൈപ്രിസം",biprism
"biquartz, biquartz",biquartz
ദ്വിമുഖ സ്വഭാവം,bistable characteristics
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,bistable multivibrator
"ഡ്വയങ്ക്* (ബൈനറി സംഖ്യ), ബർമീസ്, ആനി, തുക്",bit
"കറുപ്പ്, കൃഷ്ണ",black
കറുത്ത ശരീരം,black body
അദൃശ്യ വെളിച്ചം,black light
തിമിരയൻ റേഡിയോ തിമിരയൻ,black out
എജക്ഷൻ പൾസ്,black out pulse (=blanking pulse)
അവസാന പക്ഷപാതം,black out voltage (=cut of bias)
കറുത്ത വികിരണം,black radiation
"പൂർത്തിയാകാത്ത, ശൂന്യമായ",blank
മൂടുക,blanketing
അസാധുവാക്കൽ,blanking
"സ്ഫോടനം, സ്ഫോടനം, ആഘാതം",blast
"സാവിക, ബ്ലീഡർ, സവി",bleeder
"വേഷംമാറി, അന്ധൻ",blind
ബ്ലോച്ചിന്റെ സിദ്ധാന്തം,Bloch theorem
"തടയുക, തടയുക, തടയുക",blocking
"ഊതുക, അടിക്കുക",blow
നീല പ്രിന്റ്,blue print
അവ്യക്തത വൃത്തം,blur circle
അവ്യക്തമായ,blurred
"പന്ത്, ഗോളം, പെൻഡന്റ്",bob
"ശരീരം, വസ്തു",body
ശാരീരിക ശേഷി,body capacitance
കേന്ദ്രീകരിച്ചു,body centred
"ശരീരം-ഡയഗണൽ, അവസാനം-ഡയഗണൽ",body diagonal
"ബോഗി, അജ്ഞാത കണ്ടെത്തൽ (റഡാർ)",bogie
ബോർ പ്രഭാവം,Bohr effect
ബോർ മാഗ്നെറ്റൺ,Bohr magneton
"ബോയിലർ, ബോയിലർ",boiler
"തിളയ്ക്കുന്ന, തിളയ്ക്കുന്ന",boiling
ബോൾട്ട്സ്മാൻ സമവാക്യം,Boltzmann equation
ബോംബർ ഇലക്ട്രോൺ,bombarding electron
"ട്രോമാറ്റിക് ഊർജ്ജം, ബോംബിംഗ് ഊർജ്ജം",bombarding energy
ജാമ്യം,bond
"ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട",bonding
എൻഹാൻസർ,booster
ബോറോൺ,boron
ബോസ്-കണിക,Bose particle
ബോസോൺ,boson
"ഞെട്ടൽ, ചാടുക",bounce
ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,bound
"പരിധി, പരിധി (എഡി.), മാർജിനൽ (വി.)",boundary
ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,bound
ധനു മുറ്റം,bow
കപ്പലോട്ട തിരമാല,bow wave
ബോയിലർ ചൂടാക്കൽ,Boyle point
ബോയ്ലിന്റെ നിയമം,Boyle's law
ബോയിലർ ചൂടാക്കൽ,Boyle' temperature
ബ്രാക്കറ്റ്-ക്ലാസ്,Bracket series
ബാഗ് നിയമം,Bragg law
ഇഴചേർന്ന വയർ,braided wire
ബ്രേക്ക് ക്ലാസ്,braking orbit
ബ്രാമ കംപ്രസർ,Bramah press
ശാഖകൾ,branching
"ബ്രേവ് ലാറ്റിസ്, ബ്രേവ് ലാറ്റിസ്",Bravais lattice
പിച്ചള ബ്രേസിംഗ്,braze
വേർപിരിയൽ,break
ബ്രേക്ക് കണക്റ്റർ,break contact
"ഫ്രാക്ചർ ഡയോഡ്, സെനർ ഡയോഡ്",breakdown diode
ഒടിവ്,breaking
"ബ്രീഡർ റിയാക്ടർ, ബ്രീഡർ ന്യൂക്ലിയർ ഫർണസ്, ബ്രീഡർ ഫർണസ്",breeder reactor
പുനരുൽപാദനം,breeding
"റിട്ടാർഡന്റ് റേഡിയേഷൻ, ബ്രാസ്ട്രലുങ്",bremsstrahlung
ബ്രൂസ്റ്റർ ആംഗിൾ,Brewster angle
ബ്രൂസ്റ്റർ ഫ്രിഡ്ജ്,Brewster fringe
പാലം,bridge
പാലം ബോണ്ട്,bridging
"ശോഭയുള്ള, തിളക്കമുള്ള, മിന്നുന്ന",bright
പ്രകാശകൻ,brightening
റേഡിയൻസ്,bright
"ദ്യുതി, പ്രഭ",brightness
ബ്രിലുവൻ പ്രദേശം,Brillouin zone
ബ്രിട്ടീഷ് സ്റ്റാൻഡേർഡ് മെഴുകുതിരി,British Standard Candle
പൊട്ടുന്ന,brittle
പൊട്ടൽ,brittleness
പ്രക്ഷേപണം,broadcasting
വിശദമായ,broad
പിന്തിരിപ്പൻ,broadside
ബ്രോഗ്ലി ഫോർമുല,Broglie formula
വിഘടിച്ചു,broken
ബ്രൗണി ചലനം,Brownian motion
"കുച്ചി, ബുരുഷ്, കുർച്ച്, ഗുൽം",brush
"കുമിള, ബബിൾ (എഡി.), മംബിൾ (വി.)",bubble
ജ്വലനം,bubbling
പ്രതിരോധ നടപടികൾ,bucking
സങ്കോചം,buckling
"amp-resistance, buffer",buffer
ശബ്ദശാസ്ത്രം,building acoustics
ബർധൻ,build up
ബൾബ്,bulb
ഉദിക്കുക,bulging
"വോള്യം, ബൾക്ക്, പിണ്ഡം, പിണ്ഡം, വോള്യം",bulk
വോളിയം ഇലാസ്തികത ഗുണകം,bulk modulus
ജനസംഖ്യ സ്വത്ത്,bulk property
പരമാവധി താപനില,bulk temperature
വീർപ്പുമുട്ടൽ,bump (in a curve)
"കുല, കൂട്ടം (n.), കൂട്ടമായിരിക്കുക (ver.)",bunch
കുല,buncher
ബൺസെൻ സെൽ,Bunsen cell
ഉന്മേഷം,buoy
"ബൂയൻസി, ബൂയൻസി",buoyancy
ബർഗർ സർക്യൂട്ട്,Burger's circuit
കള്ളൻ മണി,burglar alarm
"ബർണർ, ഇഗ്നിറ്റർ",burner
പൂർണ്ണ ജ്വലനം,burn out
"സ്ഫോടനം, പൊട്ടിത്തെറി, വിള്ളൽ",burst
ലൈൻ തിരക്കിലാണ്,busy line
തിരക്കുള്ള ടോൺ,busy tone
ബസർ,buzzer
ബൈപാസ്,bypass
സർക്യൂട്ട്,bypassing
"കടൽ വയർ, കേബിൾ",cable
കാഡ്മിയം,cadmium
സീസിയം-കോശം,caesium cell
പഞ്ചാർ ദ്വിധ്രുവം,cage dipole
പഞ്ചാർ പ്രഭാവം,cage effect
കണക്കാക്കാൻ,calculate
കാൽക്കുലേറ്റർ,calculator
കലണ്ടർ,calendar
"കാലിബ്രേഷൻ, കാലിബ്രേഷൻ, റിവിഷൻ",calibrate
"കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ, കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ",calibration factor
കാലിപ്പറുകൾ,callipers
"കോൾ കാൽക്കുലേറ്റർ, ടോക്ക് കാൽക്കുലേറ്റർ",call-meter
"ചൂട് (വി.), കലോറിക് (എഡി.)",caloric
"കലോറിമീറ്റർ, കലോറിമീറ്റർ",calorimeter
"കലോറിമെട്രി, കലോറിമെട്രി",calorimetry
ക്യാമറ,camera
"കുല്യ കിരൺ, കനാൽ കിരൺ",canal rays
കാൻഡല,candela
"മെഴുകുതിരി, മെഴുകുതിരി",candle
കാനോനിക്കൽ,canonical
കാന്റിലിവർ,cantilever
"തൊപ്പി, വസ്ത്രം (എഡി.), ഇന്റർലേസിംഗ് (വി.)",cap
പിടിക്കുന്നു,capacitance
കപ്പാസിറ്റർ,capacitor
"കാപ്പിലാരിറ്റി, കാപ്പിലാരിറ്റി",capillarity
"കാപ്പിലറി, കാപ്പിലറി",capillary
