Hindi,Punjabi
पश्चांतर,ਬੈਕ ਗੇਜ
पश्च नली,ਪਿਛਲਾ ਗਟਰ
अग्निस्थान पृष्ठ,ਪਿਛਲਾ ਚੁੱਲ੍ਹਾ
पीठ/पृष्ठ भाग,ਬੈਕਿੰਗ
पिछला तख्ता,ਬੈਕਿੰਗ ਬੋਰਡ
पश्च दाब,ਪਿੱਠ ਦਾ ਦਬਾਅ
पश्च टेक,ਬੈਕ ਪ੍ਰੋਪ
पश्चावलोकन,ਪਿੱਛੇ ਦੀ ਨਜ਼ਰ
पश्चजल,ਵਾਪਸ ਪਾਣੀ
व्यारोध,ਘਬਰਾਹਟ
थैला पुशताबंदो,ਬੈਗਵਰਕ
गिट्टी,ਬੈਲਸਟ
बॉल मृत्तिका,ਬਾਲ ਮਿੱਟੀ
बॉल शंकुआकार शिकंजा,ਬਾਲ ਕੋਨ ਕਲੈਂਪ
काँटेदार तार,ਕੰਡਿਆਲੀ ਤਾਰ
छड़ कुत्ता,ਬਾਰ ਕੁੱਤਾ
त्रयंकी पार्श्व फलक,ਬਾਰਜ ਬੋਰਡ
बेरियम सल्फेट परीक्षण,ਬੇਰੀਅਮ ਸਲਫੇਟ ਟੈਸਟ
बैराज,ਬੈਰਾਜ
बरेट,ਬੈਰੇਟ
क्षार,ਅਧਾਰ
बेस विनिमय,ਬੇਸ ਐਕਸਚੇਂਜ
आधार रेखा,ਬੇਸ ਲਾਈਨ
तहखाना/अधोभवन,ਬੇਸਮੈਂਟ
अधोगृह भित्ति,ਬੇਸਮੈਂਟ ਦੀ ਕੰਧ
आधार पट्टिका,ਬੇਸ ਪਲੇਟ
समायोज्य आधार पट्टिका,"ਬੇਸ ਪਲੇਟ, ਅਨੁਕੂਲ"
क्षार संतृप्ति,ਬੇਸ ਸੰਤ੍ਰਿਪਤਾ
बेसाइड,ਬੇਸੌਇਡ
रोड़ा,ਬੱਲਾ
स्नानागर व शौच कुण्ड,ਇਸ਼ਨਾਨ ਅਤੇ ਡਬਲਯੂ.ਸੀ
सलामी खूँटी,ਬੈਟਰ ਪੈਗ
सलामी पाया,ਬੈਟਰ ਪੀਅਰ
सलामी नियम,ਬੈਟਰ ਨਿਯਮ
बॉक,ਬਾਲਕ (ਬਾਲਕ)
खंडक,ਬੇ
धारक,ਧਾਰਕ
धारण क्षमता,ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
धारक पाइल,ਬੇਅਰਿੰਗ ਪਾਇਲ
धारक स्तर,ਬੇਅਰਿੰਗ ਸਟ੍ਰੈਟਮ
आधार तल,ਬਿਸਤਰਾ
संस्तरण तल,ਬਿਸਤਰੇ ਦਾ ਜਹਾਜ਼
पड़ी दरज,ਬਿਸਤਰਾ ਜੋੜ
अश्माधार,ਬੈੱਡ ਰੌਕ
शयन कक्ष,ਬੈੱਡ ਰੂਮ
मधुमोम,ਮੋਮ
बैल बॉक्स,ਘੰਟੀ ਬਾਕਸ
बैलिंग बकेट,ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ
बैलोफ्राम,ਬੇਲੋਫ੍ਰਾਮ
पैड़ीदार नींव,ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ
पैड़ी बनाना,ਬੈਂਚਿੰਗ
निदेश तलचिह्न,ਬੇਂਚਮਾਰਕ
हितलाभ लागत विश्लेषण,ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
उपतट,ਬਰਮ
ढालू डेली,Bevelled ਬੰਦ
संस्तर/B-होराइजन,"ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-"
बीएट,ਬਾਇਟ
बंधक,ਬਿੰਦਰ
बंधक पदार्थ,ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ
बायोट का सिद्धांत,ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ
बीटूमन,ਬਿਟੂਮਨ
काली मृदा,ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ
काली मिट्टी,ਕਾਲੀ ਧਰਤੀ
काली शाब्दल मृदा,ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ
फलक,ਬਲੇਡ
वात्या भट्टी धातुमल सीमेंट,ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ
खंडीय संरचना,ਬਲਾਕੀ ਬਣਤਰ
बोगी संचलन प्रतिरोध,ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ
दलदल लोह खनित्र,ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ
चाल (चिनाई की),ਬਾਂਡ
बद्ध अवयव,ਬੰਧੂਆ ਮੈਂਬਰ
बद्ध प्रत्ययित तनन,ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ
बंधक पत्थर,ਬੰਧਨ ਪੱਥਰ
बद्ध जल,ਬੰਨ੍ਹ ਪਾਣੀ
पेटिकाकार नाली,ਬਾਕਸ ਗਟਰ
बंधनी,ਬ੍ਰੇਸ
खड़ी ईंट,ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ
ब्राइडल,ਲਗਾਮ
द्युति,ਚਮਕ
भूरी मृदा,ਭੂਰੀ ਮਿੱਟੀ
भवन,ਬਿਲਡਿੰਗ
भवन सर्वेक्षक,ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ
बफर (रोधक),ਬਫਰ
रोधनवक या अनुपामन वक,ਬਫਰ ਕਰਵ
रोधन,ਬਫਰਿੰਗ
रोधन क्षमता,ਬਫਰਿੰਗ ਸਮਰੱਥਾ
बन्दर,ਬੰਦਰ
पुश्ता,ਬਟਰਸ
c-संस्तर/c-होराइजन,ਸੀ-ਹੋਰੀਜ਼ਨ
तार/केबल,ਕੇਬਲ
तारगढ़ाई,ਕੇਬਲ ਮੋਲਡਿੰਗ
केबिल तंत्र,ਕੇਬਲਿੰਗ
केबिन,ਕੈਬਿਨ
केबिन अंकुश,ਕੈਬਿਨ ਹੁੱਕ
मंजूषा,ਕੈਬਨਿਟ
ध्वनि शोषण चादर,ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ
कैफेटेरिया,ਕੈਫੇਟੇਰੀਆ
पिंजरा,ਪਿੰਜਰਾ
पिंजरानुमा निर्माण,ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ
केनसूत्र,ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ
कैसन (या कॉफर),ਕੈਸਨ
कैसन रोग,ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ
केसन नींव,ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ
कैसन पाइल,ਕੈਸਨ ਢੇਰ
चूनेदार ईंट,ਕੈਲੇਰੀਅਸ ਇੱਟ
चूनेदार मिट्टी,ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ
चूनेदार पपड़ी,ਛਾਲੇਦਾਰ ਛਾਲੇ
केल्सीकरण,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
निस्तापन,ਕੈਲਸੀਨੇਸ਼ਨ
कैलसाइन,ਕੈਲਸੀਨ
कैल्साइट,ਕੈਲਸਾਈਟ
कैल्शियम एल्यूमिनेट सीमेंट,ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ
कैल्शियम सिलीकेट ईंट,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ
कैल्शियम सिलिकेट हाईड्रेट,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ
कालीचे,ਕੈਲੀਚੇ
कैलिफोर्निया असर अनुपात,ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ
केलिपर,ਕੈਲੀਪਰ
कैलोरीमीटर,ਕੈਲੋਰੀਮੀਟਰ
न्युब्ज़ता/कैम्बर,ਕੈਮਬਰ
नहर,ਨਹਿਰ
कैनॉपी,ਕੈਨੋਪੀ
बहुधारन पद,Cantilever ਪੈਰ
टोपी,ਕੈਪ
धारिता,ਸਮਰੱਥਾ
रेल पथ क्षमता,ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ
टोपी कंडरा,ਕੈਪ ਕੇਬਲ
केशिकत्व,ਕੈਪੀਲੇਰਿਟੀ
केशिका विच्छेद,ਕੇਸ਼ਿਕਾ ਬਰੇਕ
केशिका प्रवाह,ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ
केशिका आर्द्रता या केशिका जल,ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ
केशिका रंध्र अवकाश,ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ
केशिका रंध्रता,ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ
केशिका अवकाश,ਕੇਸ਼ੀਲ ਸਪੇਸ
प्रग्रहण वेग,ਵੇਗ ਕੈਪਚਰ ਕਰੋ
कार्बोनेशन,ਕਾਰਬਨੇਸ਼ਨ
कार्बन काजल,ਕਾਰਬਨ ਕਾਲਾ
ढलने योग्य उच्च तापसह,ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ
स्वस्थान ढली,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ
यथास्थान बनाई पाइल,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ
कैस्टर,ਕੈਸਟਰ
ढला पत्थर,ਪੱਥਰ ਸੁੱਟੋ
उत्प्रेरक,ਉਤਪ੍ਰੇਰਕ
मृदा श्रृंखला,ਕੈਟੇਨਾ
विडाल मुख,ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ
कैट हैड,ਬਿੱਲੀ ਦਾ ਸਿਰ
धनायन,ਕੈਸ਼ਨ
कैट बॉक,ਬਿੱਲੀ ਵਾਕ
कोटरन क्षति,Cavitation ਨੁਕਸਾਨ
सेलाइट,ਸੇਲੀਟ
कोशिकीय कंक्रीट,ਸੈਲੂਲਰ ਕੰਕਰੀਟ
कोशिकीय निर्माण,ਸੈਲੂਲਰ ਉਸਾਰੀ
सीमेंट,ਸੀਮਿੰਟ
बिटुमनी सीमेंट,"ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ"
शीघ्र सामर्थ्य सीमेंट,"ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ"
जलीय सीमेंट,"ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ"
न्यून ऊष्मा सीमेंट,"ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ"
चिनाई सीमेंट,"ਸੀਮਿੰਟ, ਚਿਣਾਈ"
प्राकृतिक सीमेंट,"ਸੀਮਿੰਟ, ਕੁਦਰਤੀ"
पोर्टलैंड सीमेंट,"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ"
पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट,"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ"
पोर्टलैंड पोजोलॉन सीमेंट,"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ"
सीमेंट धातुमल,"ਸੀਮਿੰਟ, ਸਲੈਗ"
सल्फेट प्रतिरोधी सीमेंट,"ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ"
सुपरसल्फेटेड सीमेंट,"ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ"
श्वेत सीमेंट,"ਸੀਮਿੰਟ, ਚਿੱਟਾ"
सीमेंट मिलावा अनुपात,ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ
सीमेंट अंश,ਸੀਮਿੰਟ ਸਮੱਗਰੀ
सेमेंट जेल,ਸੀਮਿੰਟ ਜੈੱਲ
सीमेंट गन,ਸੀਮਿੰਟ ਬੰਦੂਕ
सीमेंट भट्टी,ਸੀਮਿੰਟ ਭੱਠਾ
सीमेंट प्रलेप,ਸੀਮਿੰਟ ਪੇਂਟ
सीमेंट प्लास्टर,ਸੀਮਿੰਟ ਪਲਾਸਟਰ
सीमेंट शैल,ਸੀਮਿੰਟ ਚੱਟਾਨ
सीमेंट घोल,ਸੀਮਿੰਟ ਸਲਰੀ
सीमेंट भंडारण,ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼
सीमेंटीकरण प्रक्रम,ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
ढूला,ਸੈਂਟਰਿੰਗ
ढूला बनाना,ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ
केन्द्रीय मिश्रित कंक्रीट,ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ
केन्द्रीय मिश्रक,ਕੇਂਦਰੀ ਮਿਕਸਰ
अपकेन्द्री पंखा,ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ
खड़िया,ਚਾਕ
शैम्फर,ਚੈਂਫਰ
निष्कोणन पत्ती,ਚੈਂਫਰ ਪੱਟੀ
चैनल धरन,ਚੈਨਲ ਬੀਮ
अभिलाक्षणिक भार,ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ
अभिलाक्षणिक सामर्थ्य,ਗੁਣ ਸ਼ਕਤੀ
शुल्क माफी,ਚਾਰਜ ਬੰਦ
भरण,ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ
तरेड़न,ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ
रासायनिक आबंध,ਰਸਾਇਣਕ ਬੰਧਨ
चर्नोजेम,ਚੇਰਨੋਜ਼ਮ
चैस्टनट मृदा,ਚੈਸਟਨਟ ਮਿੱਟੀ
धुआरा पनाली,ਚਿਮਨੀ ਗਟਰ
अपखण्ड फलक,ਚਿੱਪ ਬੋਰਡ
छीलना,ਚਿੱਪਿੰਗ
दाना,ਚਿਪਸ
ढलवा नाली,ਚੂਤ
श्रेणी (कंक्रीट की),ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ)
मृत्तिका,ਮਿੱਟੀ
मृत्तिका अंश,ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ
मृत्तिका दृढ़ पटल,ਮਿੱਟੀ ਦਾ ਪੈਨ
सफाई द्वार,ਸਫਾਈ
निर्वात सुधार,ਸਾਫ਼ ਕਰੋ
गुटका,ਕਲੀਟ
क्लिंकर,ਕਲਿੰਕਰ
क्लिप,ਕਲਿਪ
स्कंदन,ਜੰਮਣਾ
स्थूल समुच्चय/मोटा मिलावा,ਮੋਟਾ ਕੁੱਲ
स्थूल कणीय मृदा,ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ
कोट,ਕੋਟ
कॉफर बाँध,ਕੋਫਰ ਡੈਮ
ससंजन,ਤਾਲਮੇਲ
कोलाइड,ਕੋਲਾਇਡ
कोलाइडी-आर्द्रता तुल्यांक अनुपात,ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण,ਕੋਲੋਇਡਲ ਸਿਸਟਮ
मिश्रोढ़ मृदा,ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ
स्तम्भ/टेक/संपीडांग,ਕਾਲਮ
कंकतित परिष्कृति,ਕੰਬਡ ਮੁਕੰਮਲ
संयुक्त पाद,ਸੰਯੁਕਤ ਪੈਰ
संयुक्त जल,ਸੰਯੁਕਤ ਪਾਣੀ
सामान्य कक्ष,ਸਾਂਝਾ ਕਮਰਾ
पूर्णावस्था प्रमाण पत्र,ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ
अंग वर्ग,ਕੰਪੋਨੈਂਟ ਵਰਗ
कंक्रीट,ਕੰਕਰੀਟ
कंकड़ स्तरन,ਕੰਕਰੀਸ਼ਨ
समेकित दर या एक समान दर,ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ
दूषणकारक,ਗੰਦਗੀ
खाना रखने स्थान,ਐਲਕੋਵ ਪਕਾਉਣਾ
मुंडेर/कोपिंग,ਮੁਕਾਬਲਾ ਕਰਨਾ
टोड़ा,ਕੋਰਬੇਲ
कॉनिस,ਕਾਰਨੀਸ
युग्मक,ਕਪਲਰ
द्वि-युग्मक,"ਕਪਲਰ, ਡਬਲ"
कड़ी युग्मक,"ਕਪਲਰ, ਪੁਟਲੌਗ"
भ्रामी युग्मक,"ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ"
रद्दा,ਕੋਰਸ
बेतरतीब रद्देदार ढोका चिनाई,ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
आच्छादित क्षत्र,ਕਵਰ ਕੀਤਾ ਖੇਤਰ
विसर्पण,ਕ੍ਰੀਪ
विसर्पण गुणांक,ਕ੍ਰੀਪ ਗੁਣਾਂਕ
क्रोटोवाइन,ਕਰੋਟੋਵਾਈਨ
काक पाद,ਕਾਂ ਦੇ ਪੈਰ
आचूर्ण संरचना,ਟੁਕੜਾ ਬਣਤਰ
कर्ब,ਕਰਬ
धारा,ਵਰਤਮਾਨ
वक्र-प्रतिरोध (रेल),ਕਰਵ ਪ੍ਰਤੀਰੋਧ
आर्द्रतारोधी स्तर,ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ
पूर्ण होने की तिथि,ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ
अचल भार,ਡੈੱਡ ਲੋਡ
धीर जल,ਮਰੇ ਹੋਏ ਪਾਣੀ
डेसीबल,ਡੈਸੀਬਲ
अनूर्पान,Deflocculation
वातन कोटि या वायु अवकाश अनुपात,ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ
समुच्चयन कोटि,ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ
प्रकीर्णन कोटि,ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ
संतृप्ति कोटि,ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ
घनता (आवासीय),ਘਣਤਾ
भरू कुट्टिम,ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ
मरू मृदा,ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ
विस्तृत विवरण,ਵੇਰਵੇ
विकास अवधि,ਵਿਕਾਸ ਦੀ ਮਿਆਦ
Dसंस्तर/Dहोराइजन,ਡੀ-ਹੋਰੀਜ਼ਨ
विकर्ण चाल,ਵਿਕਰਣ ਬੰਧਨ
आरेख,ਚਿੱਤਰ
आंगुलिक गोदी,ਡਿਜੀਟਲ ਡੌਕ
अन्तरात्मक जल दर,ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ
तनुता संवातन,ਪਤਲਾ ਹਵਾਦਾਰੀ
पूरोढक,ਡਾਇਲੁਵੀਅਮ
भोजन कक्ष,ਭੋਜਨ ਕਕਸ਼
दिशा निर्धारक खूँटी,ਦਿਸ਼ਾ ਪੈਗ
प्रकीर्णन,ਫੈਲਾਅ
डिस्टेम्पर,ਡਿਸਟੈਂਪਰ
गोदी,ਡੌਕ
1. द्वार 2. कपाट,ਦਰਵਾਜ਼ਾ
छत वातायन,ਡੋਰਮਰ
छत वातायन पृष्ठ,ਡੋਰਮਰ ਜਾਂਚ
दोहरी फ्लेमिश चाल,ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ
दोहरी परत,ਡਬਲ ਪਰਤ
गुज्झी,ਡੌਲ
आरेखन पट्ट/ड्राइंग बोर्ड,ਡਰਾਇੰਗ ਬੋਰਡ
बैठक,ਡਰਾਇੰਗ ਰੂਮ
1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली,ਵਹਿਣਾ
शुष्क बल्ब तापक्रम,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
शुष्क गोदी,ਸੁੱਕੀ ਡੌਕ
शुष्क ढोका चिनाई,ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ
डच चाल,ਡੱਚ ਬਾਂਡ
बौनी दीवार,ਬੌਣੀ ਕੰਧ
आवासीय यूनिट,ਨਿਵਾਸ ਯੂਨਿਟ
ओलती,ਈਵ
ओलती नाली,ਈਵਸ ਗਟਰ
आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन,ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ
एक्टोडाइनेमोर्फिक मृदा,ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
भँवर,ਐਡੀ
कण का प्रभावी आमाप,ਪ੍ਰਭਾਵੀ ਆਕਾਰ
उत्फुल्लन,ਪ੍ਰਫੁੱਲਤ
सहायक सरित,ਪ੍ਰਵਾਹ
उद्विक्षेप,ਉਚਾਈ
अवक्षालन,ਐਲੂਵੀਏਸ਼ਨ
अवक्षाल,ਐਲੂਵਿਅਮ
अंतर्गतिज मृदा,ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
इंजीनियरी संभाव्यता,ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ
इंग्लिश चाल,ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ
इंग्लिश गार्डन वाल चाल,ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ
ईं.पी.एम. (प्रतिमिलियन तुल्य),"EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;"
समतुल्य भार,ਬਰਾਬਰ ਭਾਰ
अर्ग,ਅਰਗ
विनिमययोग्य,ਵਟਾਂਦਰੇਯੋਗ
विनिमेय अम्लता,ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ
विनिमेय सोडियम प्रतिशतता,ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP)
धनायन विनिमय क्षमता,ਈ.ਐੱਸ.ਪੀ.
विनिमय अम्लता,ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ
विनिमय सम्मिश्र,ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ
निर्वात/रेचन,ਨਿਕਾਸ
अनावरित परिष्कृति,ਪ੍ਰਗਟ ਮੁਕੰਮਲ
गवाक्ष,ਆਈ
आई ब्रो,ਅੱਖ ਦਾ ਭਾਂਡਾ
मोहरा/अग्रभाग,ਸਾਹਮਣਾ ਕਰਨਾ
पार्श्व चाल,ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
सुरक्षा गुणांक,ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ
प्रवणता,ਗਿਰਾਵਟ
मुख पट्टी,ਫੇਸੀਆ
मुख पट्टी बोर्ड,ਫੇਸੀਆ ਬੋਰਡ
भ्रंश,ਨੁਕਸ
क्षेत्रीय नमी,ਖੇਤ ਦੀ ਨਮੀ
क्षेत्रीय आर्द्रता तुल्यांक,ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ
मसाले की चपती/फिलेट,ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ)
कलश,ਫਾਈਨਲ
अंतिम मापन,ਅੰਤਮ ਮਾਪ
अंतिम भुगतान,ਅੰਤਿਮ ਭੁਗਤਾਨq
अंतिम पूर्व प्रतिबल,ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ
अंतिम तनाव,ਅੰਤਮ ਤਣਾਅ
वित्तीय संभाव्यता,ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ
महीन समुच्चय/बारीक मिलावा,ਵਧੀਆ ਕੁੱਲ
विदीर्ण शैल,ਫਿਸਰਡ ਚੱਟਾਨ
पटिया पत्थर,ਝੰਡਾ ਪੱਥਰ
फ्लेमिश चाल,ਫਲੇਮਿਸ਼ ਬਾਂਡ
फ्लैशिंग/जल रोधी झिल्ली,ਫਲੈਸ਼ਿੰਗ
सद्योवेगी सरिता,ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ
सपाट छत,ਫਲੈਟ ਛੱਤ
फलीके,ਫਲੇਚੇ
फ्लेमिश गार्डन वाल चाल,ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ
चकमक प्रस्तर,Flint
फ्लिंट दीवार,Flint ਕੰਧ
