Bengali,Tamil
বীজগাণিতিক এক্সপ্রেশন,இயற்கணித வெளிப்பாடு
বীজগাণিতিক ফর্ম,இயற்கணித வடிவம்
বীজগণিতীয় ফাংশন,இயற்கணித செயல்பாடு
বীজগণিত জ্যামিতি,இயற்கணித வடிவியல்
বীজগণিতের বহুত্ব,இயற்கணிதப் பெருக்கம்
বীজগণিত ব্যবস্থা,இயற்கணித அமைப்பு
সমস্ত পূর্ণসংখ্যা সমস্যা,அனைத்து முழு எண் பிரச்சனை
বরাদ্দ সমস্যা,ஒதுக்கீடு பிரச்சனை
বর্ণানুক্রমিক স্বরলিপি,அகரவரிசைக் குறியீடு
বর্ণানুক্রমিক অক্ষর,அகரவரிசை எழுத்து
বিকল্প কোণ,மாற்று கோணம்
বিকল্প ফর্ম,மாற்று வடிவம்
বিকল্প গোষ্ঠী,மாற்று குழு
বিকল্প ম্যাট্রিক্স,மாற்று அணி
বিকল্প সিরিজ,மாற்று தொடர்
বিকল্প অনুমান,மாற்று கருதுகோள்
বিকল্প অপটিমা,மாற்று ஆப்டிமா
বিকল্প ফলাফল,மாற்று விளைவு
এনালগ থেকে ডিজিটাল রূপান্তরকারী,அனலாக்-டு-டிஜிட்டல் மாற்றி
অ্যানালগ কম্পিউটার,அனலாக் கணினி
বিশ্লেষণ,பகுப்பாய்வு
সহভক্তির বিশ্লেষণ,இணையான பகுப்பாய்வு
গণনা তথ্য বিশ্লেষণ,கணக்கியல் தரவு பகுப்பாய்வு
বৈচিত্র্যের বিশ্লেষণ,மாறுபாட்டின் பகுப்பாய்வு
বিশ্লেষণাত্মক জ্যামিতি,பகுப்பாய்வு வடிவியல்
বিশ্লেষণমূলক ফাংশন,பகுப்பாய்வு செயல்பாடு
কোণ,கோணம்
যোগাযোগের কোণ,தொடர்பு கோணம்
বিচ্যুতি কোণ,விலகல் கோணம்
বিষণ্নতা কোণ,மனச்சோர்வின் கோணம்
বিচ্যুতি কোণ,விலகல் கோணம்
বিবর্তন কোণ,விலகல் கோணம்
উচ্চতা কোণ,உயரத்தின் கோணம்
ঘটনার কোণ,நிகழ்வு கோணம்
অভিক্ষেপ কোণ,திட்ட கோணம்
প্রতিফলন কোণ,பிரதிபலிப்பு கோணம்
প্রতিসরণ কোণ,ஒளிவிலகல் கோணம்
ঘূর্ণন কোণ,சுழற்சி கோணம்
মোট প্রতিফলনের কোণ,மொத்த பிரதிபலிப்பு கோணம்
কৌণিক ত্বরণ,கோண முடுக்கம்
কৌণিক গতি,கோண இயக்கம்
কৌণিক গতি,கோண வேகம்
কৌণিক বেগ,கோண வேகம்
অ্যানুলাস,வளையம்
উত্তর,பதில்
বিরোধী – ডেরিভেটিভ,எதிர்ப்பு வழித்தோன்றல்
অপ্রতিসম ফাংশন,சமச்சீரற்ற செயல்பாடு
প্রযোজ্য,பொருந்தும்
আবেদন,விண்ணப்பம்
প্রয়োগকৃত গতিশীল প্রোগ্রামিং,பயன்பாட்டு டைனமிக் நிரலாக்கம்
প্রয়োগ করা জ্যামিতি,பயன்படுத்தப்படும் வடிவியல்
ফলিত গণিত,பயன்பாட்டு கணிதம்
ফলিত পরিসংখ্যান,பயன்பாட்டு புள்ளிவிவரங்கள்
আন্দাজ,தோராயமாக
প্রায় একটানা ফাংশন,தோராயமாக தொடர்ச்சியான செயல்பாடு
আনুমানিক পদ্ধতি,தோராயமான முறை
আনুমানিক সমাধান,தோராயமான தீர்வு
আনুমানিক সমস্যা,தோராயமான பிரச்சனை
আনুমানিক সম্পত্তি,தோராயமான சொத்து
যোগ্যতা পরীক্ষার ব্যাটারি,திறன் சோதனை பேட்டரி
Argand ডায়াগ্রাম,அர்காண்ட் வரைபடம்
নির্বিচারে নির্বাচিত,தன்னிச்சையாக தேர்வு
ইচ্ছামত,தன்னிச்சையான
নির্বিচারে ধ্রুবক,தன்னிச்சையான மாறிலி
নির্বিচারে উপাদান,தன்னிச்சையான உறுப்பு
নির্বিচারে পয়েন্ট,தன்னிச்சையான புள்ளி
আর্কিমিডিয়ান আইন,ஆர்க்கிமிடியன் சட்டம்
আর্কিমিডিসের নীতি,ஆர்க்கிமிடிஸ் கொள்கை
চাপ দৈর্ঘ্য,வில்லின் நீளம்
বৃত্তের চাপ,வட்ட வில்
আর্ক সাইন ডিস্ট্রিবিউশন,ஆர்க் சைன் விநியோகம்
চাপ সাইন রূপান্তর,ஆர்க் சைன் மாற்றம்
এলাকা,பகுதி
আঞ্চলিক টেক্সচার,பகுதி அமைப்பு
জটিল সংখ্যার যুক্তি,கலப்பு எண்ணின் வாதம்
গাণিতিক গড়,எண்கணித சராசரி
গাণিতিক অপারেশন,எண்கணித செயல்பாடு
পাটিগণিত একক,எண்கணித அலகு
ব্যবস্থা,ஏற்பாடு
অ্যারে,வரிசை
কৃত্রিম উপগ্রহ,செயற்கை செயற்கைக்கோள்
কৃত্রিম পরিবর্তনশীল,செயற்கை மாறி
আরোহণ,ஏறும்
আরোহী,ஏறும்
মাত্রার আরোহী ক্রম,அளவின் ஏறுவரிசை
আরোহী সিরিজ,ஏறுவரிசை தொடர்
সংযোজনকারী ভাষা,அசெம்பிளர் மொழி
নিয়োগ সমস্যা,பணி நியமன பிரச்சனை
সহযোগী আইন,துணை சட்டம்
অপারেটরদের সহযোগী আইন,ஆபரேட்டர்களின் துணை சட்டம்
সহযোগী অপারেশন,துணை செயல்பாடு
সহযোগীতা,கூட்டுறவு
ধরে নেওয়া গড়,சராசரியாக கருதப்படுகிறது
অনুমান সম্ভাব্যতা বন্টন,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
ধৃষ্টতা,அனுமானம்
জ্যোতিষশাস্ত্র,ஜோதிடம்
মহাকাশচারী প্রকৌশলী,விண்வெளி பொறியாளர்
জ্যোতির্বিজ্ঞানী,வானியலாளர்
জ্যোতির্বিদ্যা ঘড়ি,வானியல் கடிகாரம்
জ্যোতির্বিদ্যা,வானியல்
অপ্রতিসম বক্ররেখা,சமச்சீரற்ற வளைவு
অসমতা,சமச்சீரற்ற தன்மை
উপসর্গ,அறிகுறியற்றது
অ্যাসিম্পোটিক,அறிகுறியற்ற
লক্ষণগতভাবে দক্ষ অনুমানকারী,அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்
asymptotically নিরপেক্ষ অনুমানকারী,அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்
অ্যাসিম্পোটিক আচরণ,அறிகுறியற்ற நடத்தை
অ্যাসিম্পোটিক ডিস্ট্রিবিউশন ফাংশন,அறிகுறியற்ற விநியோக செயல்பாடு
অ্যাসিম্পোটিক সম্প্রসারণ,அறிகுறியற்ற விரிவாக்கம்
বায়ুমণ্ডলীয় চাপ,வளிமண்டல அழுத்தம்
এলোমেলোভাবে,சீரற்ற முறையில்
বৈশিষ্ট্য,பண்பு
বৈশিষ্ট্য নমুনা পদ্ধতি,மாதிரி செயல்முறை பண்புகளை
অগমেন্টেড ম্যাট্রিক্স,பெரிதாக்கப்பட்ட அணி
স্বয়ংক্রিয় সম্পর্ক সহগ,தன்னியக்க தொடர்பு குணகம்
স্বয়ংক্রিয় সম্পর্ক ফাংশন,தன்னியக்க தொடர்பு செயல்பாடு
স্বয়ংক্রিয়তা,தன்னியக்க மாறுபாடு
স্বয়ংক্রিয় কম্পিউটার,தானியங்கி கணினி
অটোরিগ্রেশন,தன்னியக்க பின்னடைவு
সহায়ক সমীকরণ,துணை சமன்பாடு
গড় নমুনা সংখ্যা বক্ররেখা (ASN কার্ভ),சராசரி மாதிரி எண் வளைவு (ASN வளைவு)
স্বতঃসিদ্ধ,கோட்பாடு
স্বতঃসিদ্ধ পদ্ধতি,அச்சு அணுகுமுறை
সম্ভাব্যতার স্বতঃসিদ্ধ,நிகழ்தகவு கோட்பாடு
অক্ষ,அச்சு
আবসিসার অক্ষ,abscissa அச்சு
পৃথিবীর অক্ষ,பூமியின் அச்சு
বিপ্লবের অক্ষ,புரட்சியின் அச்சு
ঘূর্ণনের অক্ষ,சுழற்சியின் அச்சு
ঘূর্ণনের অক্ষ,சுழற்சியின் அச்சு
ফিরে প্রতিস্থাপন,பின்-மாற்று
পশ্চাদপদ পার্থক্য,பின்தங்கிய வேறுபாடு
পশ্চাদগামী-ইন্টারপোলেশন সূত্র,பின்தங்கிய இடைக்கணிப்பு சூத்திரம்
ভারসাম্য,சமநிலை
সুষম নকশা,சீரான வடிவமைப்பு
ব্যালেন্স শীট,இருப்புநிலை
ক্ষেপণাস্ত্র,பாலிஸ்டிக் ஏவுகணை
ব্যালিস্টিক,பாலிஸ்டிக்ஸ்
বার,மதுக்கூடம்
ভিত্তি,அடித்தளம்
ভিত্তি কোণ,அடிப்படை கோணம்
লগারিদমের ভিত্তি,மடக்கையின் அடிப்படை
মৌলিক,அடிப்படை
মৌলিক সম্ভাব্য সমাধান,அடிப்படை சாத்தியமான தீர்வு
মৌলিক সমাধান,அடிப்படை தீர்வு
মৌলিক পরিবর্তনশীল,அடிப்படை மாறி
ভিত্তি,அடிப்படையில்
ভিত্তি উপাদান,அடிப்படை உறுப்பு
ভিত্তি ম্যাট্রিক্স,அடிப்படை அணி
একটি ভেক্টর স্থান ভিত্তি,ஒரு திசையன் இடத்தின் அடிப்படை
সাবস্পেস ভিত্তি,துணைவெளியின் அடிப்படை
Bayesian অনুমান,பேய்சியன் மதிப்பீடு
বেইস আইন,பேய்ஸ் சட்டம்
বেইসের উপপাদ্য,பேய்ஸ் தேற்றம்
বার্নোলি বিতরণ,பெர்னோலி விநியோகம்
বার্নোলি নম্বর,பெர்னோலி எண்
Bernoulli সম্ভাব্যতা ফাংশন,பெர்னோலி நிகழ்தகவு செயல்பாடு
বার্নউলির সমীকরণ,பெர்னோலியின் சமன்பாடு
বেরি ফাংশন,பெர்ரி செயல்பாடு
শ্রেষ্ঠ মিল,சிறந்த பொருத்தம்
সেরা - ফিট লাইন,சிறந்த பொருத்தம் வரி
সেরা সমাধান,சிறந்த தீர்வு
সেরা কৌশল,சிறந்த உத்திகள்
বিটা বিতরণ,பீட்டா விநியோகம்
পক্ষপাত,சார்பு
পক্ষপাতমূলক অনুমান,பாரபட்சமான மதிப்பீடு
বিহারমোনিক সমীকরণ,பைஹார்மோனிக் சமன்பாடு
দ্বিখণ্ডন,பிஜேக்ஷன்
দ্বিমুখী মানচিত্র,இருமுனை வரைபடம்
দ্বিমুখী ম্যাপিং,பைஜெக்டிவ் மேப்பிங்
বাইলিনিয়ার ফর্ম,இருகோடி வடிவம்
বাইলিনিয়ার ফাংশন,இருமுனை செயல்பாடு
বাইলিনিয়ার হারমিটিয়ান ফর্ম,இருமுனை ஹெர்மிடியன் வடிவம்
বাইনারি,பைனரி
বাইনারি কোড,பைனரி குறியீடு
বাইনারি কোডেড দশমিক,பைனரி குறியிடப்பட்ட தசம
বাইনারি কোডিং,பைனரி குறியீட்டு முறை
বাইনারি কম্পিউটার,பைனரி கணினி
বাইনারি সংখ্যা,பைனரி இலக்கம்
বাইনারি অপারেশন,பைனரி செயல்பாடு
বাইনারি সিস্টেম,பைனரி அமைப்பு
বাইনারি পরিবর্তনশীল,பைனரி மாறி
দ্বিপদ সহগ,ஈருறுப்புக் குணகம்
দ্বিপদ ডিস্ট্রিবিউশন,இருவகைப் பரவல்
দ্বিপদ সমীকরণ,ஈருறுப்புச் சமன்பாடு
দ্বিপদ সম্প্রসারণ,ஈருறுப்பு விரிவாக்கம்
দ্বিপদ অভিব্যক্তি,ஈருறுப்பு வெளிப்பாடு
দ্বিপদী র্যান্ডম পরিবর্তনশীল,ஈருறுப்பு சீரற்ற மாறி
দ্বিপদ উপপাদ্য,ஈருறுப்பு தேற்றம்
দ্বিখণ্ডন,இரு பிரிவு
দ্বিখণ্ডিত পদ্ধতি,பிரித்தல் முறை
দ্বিখণ্ডিত,இருவகை
biserial,இருமுறை
বিট,பிட்
দ্বিপদ দ্বিপদ বণ্টন,இருவகை இருவகைப் பரவல்
bivariate পারস্পরিক সম্পর্ক সহগ,இருவகை தொடர்பு குணகம்
দ্বিমুখী বন্টন,இருவகை விநியோகம்
দ্বিমুখী স্বাভাবিক বন্টন,இருவகை சாதாரண விநியோகம்
bivector,பைவெக்டர்
বোল্টজম্যান সমীকরণ,போல்ட்ஸ்மேன் சமன்பாடு
বুলিয়ান বীজগণিত,பூலியன் இயற்கணிதம்
বোস-আইনস্টাইন পরিসংখ্যান,போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
সীমানার অবস্থা,எல்லை நிலை
সীমানা স্তর,எல்லை அடுக்கு
সীমান,எல்லைக் கோடு
সীমানা মান,எல்லை மதிப்பு
সীমানা মান সমস্যা,எல்லை மதிப்பு பிரச்சனை
আবদ্ধ ফাংশন,வரையறுக்கப்பட்ட செயல்பாடு
আবদ্ধ ম্যাট্রিক্স,கட்டுப்பட்ட அணி
আবদ্ধ অঞ্চল,எல்லைக்குட்பட்ட பகுதி
আবদ্ধ সেট,வரையறுக்கப்பட்ட தொகுப்பு
ব্রোমিন,பிரவுனிய இயக்கம்
গণনা করা,கணக்கிட
গণনা করা,கணக்கிடுகிறது
গননা যন্ত্র,கணக்கிடும் இயந்திரம்
গণনা,கணக்கீடு
গণনা পদ্ধতি,கணக்கீட்டு செயல்முறை
ক্যালকুলেটর,கால்குலேட்டர்
ক্যালকুলাস,கால்குலஸ்
পরিবর্তনের ক্যালকুলাস,மாறுபாட்டின் கணக்கீடு
ক্যালোরি,கலோரி
বাতিল আইন,ரத்து சட்டம்
ক্যানোনিকাল সমীকরণ,நியமன சமன்பாடு
ক্যানোনিকাল ফর্ম,நியமன வடிவம்
ক্যানোনিকাল ম্যাট্রিক্স,நியமன அணி
ক্যান্টর সেট,கேன்டர் செட்
Cantor এর ত্রিনারি সেট,கேண்டரின் மும்முனைத் தொகுப்பு
ক্যাপাসিটেড পরিবহন সমস্যা,திறன் கொண்ட போக்குவரத்து பிரச்சனை
ক্ষমতা,திறன்
কৈশিক বল,தந்துகி விசை
অঙ্কবাচক সংখ্যা,கார்டினல் எண்
কার্টেসিয়ান অক্ষ,கார்ட்டீசியன் அச்சுகள்
কার্টেসিয়ান স্থানাঙ্ক,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
কার্টিজিয়ান পণ্য,கார்ட்டீசியன் தயாரிப்பு
সেটের কার্টেসিয়ান পণ্য,தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு
কেস স্টাডি,வழக்கு ஆய்வு
বিপর্যয়কর ওঠানামা,பேரழிவு ஏற்ற இறக்கம்
ক্যাটেনারি,கேடனரி
কচি বন্টন,காச்சி விநியோகம்
কচি সূত্র,கௌச்சி சூத்திரம்
Cauchy Goursat উপপাদ্য,Cauchy Goursat தேற்றம்
কচি রিম্যানের শর্ত,Cauchy Rimann நிபந்தனைகள்
কচি সিকোয়েন্স,கௌச்சி வரிசை
কচি অবিচ্ছেদ্য,Cauchy ஒருங்கிணைந்த
কচি প্রধান মান,Cauchy முதன்மை மதிப்பு
কচি অবশিষ্টাংশ উপপাদ্য,கௌச்சி எச்ச தேற்றம்
কেলি হ্যামিল্টন উপপাদ্য,கெய்லி ஹாமில்டன் தேற்றம்
স্বর্গীয় শরীরের,வானுலக
স্বর্গীয় পরিমাপ,வான அளவீடு
স্বর্গীয় বলবিদ্যা,வான இயக்கவியல்
মহাকাশীয় বস্তু,வான பொருள்
সেল ফ্রিকোয়েন্সি,செல் அலைவரிசை
জনগণনা,மக்கள் தொகை கணக்கெடுப்பு
সেন্টিল,சென்டைல்
সেন্টিমিটার,சென்டிமீட்டர்
সেন্টিমিটার গ্রাম দ্বিতীয় সিস্টেম,சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு
কেন্দ্রীয়,மத்திய
কেন্দ্রীয় অক্ষ,மைய அச்சு
কেন্দ্রীয় পার্থক্য,மைய வேறுபாடு
কেন্দ্রীয় পার্থক্য সূত্র,மைய வேறுபாடு சூத்திரம்
কেন্দ্রীয় পার্থক্য টেবিল,மைய வேறுபாடு அட்டவணை
কেন্দ্রীয় সীমা উপপাদ্য,மத்திய வரம்பு தேற்றம்
কেন্দ্রীয় মুহূর্ত,மைய தருணம்
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),மத்திய செயலாக்க அலகு (CPU)
কেন্দ্রীয় প্রবণতা,மைய போக்கு
কেন্দ্র,மையம்
মাধ্যাকর্ষণ কেন্দ্র,ஈர்ப்பு மையம்
দলের কেন্দ্র,குழுவின் மையம்
ভর কেন্দ্র,வெகுஜன மையம்
প্রতিসাম্য কেন্দ্র,சமச்சீர் மையம்
অপকেন্দ্র বল,மையவிலக்கு விசை
কেন্দ্রমুখী বল,மையவிலக்கு விசை
ভরকেন্দ্র,மையப்பகுதி
নিশ্চিততা,உறுதி
সিজিএস সিস্টেম,cgs அமைப்பு
সিজিএস ইউনিট,cgs அலகு
পার্থক্যের চেইন নিয়ম,வேறுபாட்டின் சங்கிலி விதி
সুযোগ কারণ,வாய்ப்பு காரணங்கள்
সুযোগ চলে যায়,வாய்ப்பு நகர்கிறது
অক্ষ পরিবর্তন,அச்சுகளின் மாற்றம்
ভিত্তি পরিবর্তন,அடிப்படை மாற்றம்
আদেশ পরিবর্তন,ஒழுங்கு மாற்றம்
বৈশিষ্ট্য সহগ,பண்பு குணகம்
নির্ধারক,தீர்மானிக்கும்
চরিত্রগত সমীকরণ,சிறப்பியல்பு சமன்பாடு
চরিত্রগত ফাংশন,பண்பு செயல்பாடு
লগারিদমের বৈশিষ্ট্য,மடக்கையின் சிறப்பியல்பு
চরিত্রগত বহুপদ,பண்பு பல்லுறுப்புக்கோவை
বৈশিষ্ট্যগত মান,பண்பு மதிப்பு
চরিত্রগত ভেক্টর,பண்பு திசையன்
অক্ষর সেট,எழுத்துத் தொகுப்பு
চার্ট,விளக்கப்படம்
চি-স্কয়ার বিতরণ,சி-சதுர விநியோகம்
চি-বর্গাকার সূত্র,சி-சதுர சூத்திரம்
চি-স্কয়ার পরীক্ষা,சி-சதுர சோதனை
জ্যা,நாண்
জ্যা-দ্বিখণ্ডন পদ্ধতি,நாண்-பிரித்தல் முறை
সাইফার বার্তা (=কোডেড বার্তা),மறைக்குறியீடு செய்தி (=குறியிடப்பட்ட செய்தி)
সাইফার (শূন্য),மறைக்குறியீடு (பூஜ்ஜியம்)
বৃত্ত,வட்டம்
অভিসার বৃত্ত,ஒன்றிணைந்த வட்டம்
সার্কিট ম্যাট্রিক্স,சுற்று அணி
বৃত্তাকার,வட்ட
বৃত্তাকার অ্যাসিম্পটোট,வட்ட அறிகுறி
বৃত্তাকার হেলিক্স,வட்ட சுருளி
বৃত্তাকার গতি,வட்ட இயக்கம்
পরিধি কেন্দ্র,சுற்று மையம்
পরিবৃত্ত,வட்ட வட்டம்
পরিধি করা,சுற்றம்
পরিধিকৃত,சுற்றத்தார்
পরিধিকৃত বৃত্ত,சுற்றப்பட்ட வட்டம்
ক্লাসিক্যাল ডিডাক্টিভ কৌশল,கிளாசிக்கல் கழித்தல் நுட்பம்
শাস্ত্রীয় গতিবিদ্যা,கிளாசிக்கல் இயக்கவியல்
শাস্ত্রীয় অপ্টিমাইজেশান,கிளாசிக்கல் தேர்வுமுறை
শাস্ত্রীয় ধ্বংস সমস্যা,பாரம்பரிய அழிவு பிரச்சனை
শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা,கிளாசிக்கல் புள்ளியியல் இயக்கவியல்
ত্রুটির শ্রেণীবিভাগ,பிழைகளின் வகைப்பாடு
ক্লাসের ব্যবধান,வகுப்பு இடைவெளி
ক্লাস-ব্যবধান ইউনিট,வகுப்பு இடைவெளி அலகு
শ্রেণীর সীমা,வகுப்பு வரம்பு
ঘড়ির কাঁটার দিকে,கடிகாரகடிகாரச்சுற்று
ক্লোপেন (= বন্ধ এবং খোলা),குளோபன் (= மூடிய மற்றும் திறந்த)
বন্ধ,மூடப்பட்டது
বদ্ধ উত্তল হুল,மூடிய குவிந்த மேலோடு
বন্ধ ঘনক্ষেত্র,மூடிய கன சதுரம்
বন্ধ বক্ররেখা,மூடிய வளைவு
বন্ধ ডোমেইন,மூடப்பட்ட டொமைன்
বন্ধ চিত্র,மூடிய உருவம்
বন্ধ ব্যবধান,மூடிய இடைவெளி
বন্ধ অঞ্চল,மூடப்பட்ட பகுதி
বন্ধ সেট,மூடிய தொகுப்பு
বন্ধ পৃষ্ঠ,மூடிய மேற்பரப்பு
বন্ধ,மூடல்
বন্ধ অপারেটর,மூடல் ஆபரேட்டர்
বন্ধ বিন্দু (= যোগাযোগ বিন্দু),மூடல் புள்ளி (= தொடர்பு புள்ளி)
বন্ধ ঘোষণা,மூடல் நிலைப்பாடு
বন্ধ সেট,மூடல் தொகுப்பு
ক্লাস্টার পয়েন্ট,கொத்து புள்ளி
গুচ্ছের আদর্শ,கொத்து மாதிரி
ক্লাস্টার সেট,கொத்து தொகுப்பு
সমাক্ষ বৃত্ত,கோஆக்சியல் வட்டங்கள்
সমাক্ষীয় প্যারাবোলাস,கோஆக்சியல் பரவளையங்கள்
সমাক্ষ সমতল,கோஆக்சியல் விமானங்கள்
সমাক্ষীয় ত্রিভুজ,கோஆக்சியல் முக்கோணங்கள்
কোব - ডগলাস ফাংশন,கோப் - டக்ளஸ் செயல்பாடு
কোডিং,குறியீட்டு முறை
ডেটা কোডিং,தரவு குறியீட்டு முறை
সহ-ডোমেইন,இணை டொமைன்
সহগ ম্যাট্রিক্স,குணகம் அணி
পারস্পরিক সম্পর্কের সহগ,தொடர்பு குணகம்
সংকল্প সহগ,நிர்ணய குணகம்
স্থিতিস্থাপকতার সহগ,நெகிழ்ச்சி குணகம்
সম্প্রসারণের সহগ,விரிவாக்க குணகம்
ঘর্ষণ সহগ,உராய்வு குணகம்
রৈখিক প্রসারণের সহগ,நேரியல் விரிவாக்கத்தின் குணகம்
রিগ্রেশন সহগ,பின்னடைவின் குணகம்
পৃষ্ঠ টান সহগ,மேற்பரப்பு பதற்றத்தின் குணகம்
প্রকরণ সহগ,மாறுபாட்டின் குணகம்
কোফ্যাক্টর,இணைக்காரன்
মুদ্রা নিক্ষেপ (মুদ্রা টস),நாணயம் வீசுதல் (நாணயத்தை வீசுதல்)
নমুনা সংগ্রহ,மாதிரி சேகரிப்பு
সমরেখার,கோலினியர்
সমরেখা,ஒற்றுமை
কলাম,நெடுவரிசை
কলামের সমতা,நெடுவரிசை சமநிலை
কলাম সমতুল্য,நெடுவரிசைக்கு சமமானது
কলাম সমতুল্য ম্যাট্রিক্স,நெடுவரிசைக்கு சமமான அணி
কলাম ম্যাট্রিক্স,நிரல் அணி
কলাম র‍্যাঙ্ক,நெடுவரிசை தரவரிசை
কলাম হ্রাস ইকোলন ম্যাট্রিক্স,நெடுவரிசை குறைக்கப்பட்ட echolon matrix
কলাম ভেক্টর,நெடுவரிசை திசையன்
কলাম অনুসারে,நெடுவரிசையில்
সম্মিলিত সমীকরণ,ஒருங்கிணைந்த சமன்பாடு
সাধারণ কোণ,பொதுவான கோணம்
সাধারণ অক্ষ,பொதுவான அச்சு
সাধারণ ভিত্তি,பொதுவான அடிப்படை
সাধারণ নির্ধারক,பொதுவான வகுக்கும்
সাধারণ পার্থক্য,பொதுவான வேறுபாடு
সাধারণ সমস্যা,பொதுவான காரணி
সাধারণ লগারিদম,பொதுவான மடக்கை
সাধারণ একাধিক,பொதுவான பல
সাধারণ অনুপাত,பொதுவான விகிதம்
সাধারণ বিভাগ,பொதுவான பிரிவு
সাধারণ দিক,பொதுவான பக்கம்
সাধারণ স্পর্শক,பொதுவான தொடுகோடு
