Hindi,Punjabi
"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी",ਅਨੁਕੂਲਤਾ ਦੇ ਮਾਪਦੰਡ
संलग्न,adjoint
"1. प्रबंधन ,2. नियंत्रण",ਪ੍ਰਸ਼ਾਸਨ
"1. प्रबंधक ,2. नियंत्रक",ਪ੍ਰਬੰਧਕ
ऐडोब एक्रोबेट,ਅਡੋਬ ਐਕਰੋਬੈਟ
ऐडोब फोटोशोप,ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ
ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन),ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP)
"1. उन्नत आंकड़ा ,2. उन्नत डाटा",ਉੱਨਤ ਡਾਟਾ
उन्नत सूचना तंत्र,ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
उन्नत प्रौद्योगिकी (ए टी),ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.)
कर्मक,ਏਜੰਟ
समुच्चयन,ਏਕੀਕਰਨ
विमानवाहित कंप्यूटर तंत्र,ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ
एल्डस पेज-मेक,aldus ਪੇਜ ਮੇਕਰ
सचेत पेटी,ਚੇਤਾਵਨੀ ਬਾਕਸ
ऐल्गॉल (कंप्यूटर भाषा),ਐਲਗੋਲ
"1.  एल्गोरिथ्म ,2. कलन विधि",ਐਲਗੋਰਿਦਮ
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण",ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
एल्गोरिथ्म दक्षता,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
"1. एलिआस ,2. उपनाम ,3. उर्फ",ਉਪਨਾਮ
संरेखण,ਅਲਾਈਨਮੈਂਟ
"1. आवंटन ,2. नियतन",ਵੰਡ
"1.अक्षरात्मक ,2. वर्णानुक्रम",ਵਰਣਮਾਲਾ
अक्षरांकीय,ਅੱਖਰ ਅੰਕੀ
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड",ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),ਅਲਫ਼ਾ-ਟੈਸਟ
"1. अल्फा वर्जन ,2. अल्फा रूप",ਅਲਫ਼ਾ-ਵਰਜਨ
आल्ट कुंजी,alt ਕੁੰਜੀ
आल्टाविस्टा,altavista
अनेकार्थकता,ਅਸਪਸ਼ਟਤਾ
संदिग्ध व्याकरण,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI)
अमेरिकी मानक कट (आस्की),ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII)
"1. अनुरुप ,2. एनालॉग",ਐਨਾਲਾਗ
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर",ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस",ਐਨਾਲਾਗ ਜੰਤਰ
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम",ਐਨਾਲਾਗ ਮਾਡਮ
अनुरुप से अंकीय रुपांतरक,ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC)
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),ਅਤੇ
एंड परिपथ,ਅਤੇ ਸਰਕਟ
एंड गेट और द्वार,ਅਤੇ ਗੇਟ
एंड नॉट संक्रिया (अपवर्जन),ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ)
"1. एनीमेशन, 2.  सजीवन",ਐਨੀਮੇਸ਼ਨ
टिप्पण,ਐਨੋਟੇਸ਼ਨ
असंगता,ਅਸੰਗਤਤਾ
पूर्ववर्ती,ਪੂਰਵ
प्रत्याशामूलक पृष्ठन,ਅਗਾਊਂ ਪੇਜਿੰਗ
प्रति-सममित,ਵਿਰੋਧੀ ਸਮਰੂਪ
विषाणुरोधी क्रमादेश,ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ
"1. एपलेट ,2. अनुप्रयोगिका",ਐਪਲਿਟ
अनुप्रयोग विकासक,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
अनुप्रयोग प्रोग्रामन,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)",ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)
अनुप्रयोग सॉफ्टवेयर,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
अनुप्रयोगी भाषा,ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ
सन्निकटण सिद्धांत,ਅਨੁਮਾਨ ਥਿਊਰੀ
संरचना,ਆਰਕੀਟੈਕਚਰ
क्षेत्र अंतरण,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
"1. प्राचर,स्वतंत्रचर, 2. कोणांक",ਦਲੀਲ
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई",ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ
अंकगणितीय जांच,ਹਿਸਾਬ ਦੀ ਜਾਂਚ
अंकगणितीय अचर,ਅੰਕਿਤ ਸਥਿਰ
अंकगणितीय आंकडा,ਅੰਕਿਤ ਡੇਟਾ
अंकगणितीय अनुदेश,ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ
गणितीय एवं तार्किक इकाई (ए. एल. यू.),ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU)
ए आर पी ए नेट (आरपानेट),ਅਰਪਨੇਟ
सरणी,ਐਰੇ
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति",ਐਰੇ ਕੈਸ਼
सरणी कंप्यूटर,ਐਰੇ ਕੰਪਿਊਟਰ
सरणी अवयव,ਐਰੇ ਤੱਤ
सरणी नाम,ਐਰੇ ਨਾਮ
सरणी प्रकर्मक,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
एरो कुंजी,ਤੀਰ ਕੁੰਜੀਆਂ
संधि,ਉਚਾਰਨ
संधि बिन्दु,ਬਿਆਨ ਬਿੰਦੂ
कृत्रिम संहनन,ਨਕਲੀ ਸੰਕੁਚਿਤ
कृत्रिम नियंत्रण,ਨਕਲੀ ਕੰਟਰੋਲ
कृत्रिम बोध,ਬਣਾਵਟੀ ਗਿਆਨ
आरोहक,ਚੜ੍ਹਦਾ
आरोही छंटाई,ਵਧਦੀ ਲੜੀ
आस्की वर्णक्रम,ASCII ਬੇਟਿਕਲ ਆਰਡਰ
आस्की नियंत्रण संप्रतीक,ASCII ਕੰਟਰੋਲ ਅੱਖਰ
आस्की संचिका,ASCII ਫਾਈਲ
आस्की फॉन्ट,ASCII ਫੌਂਟ
आस्की अंतरण,ASCII ਟ੍ਰਾਂਸਫਰ
अभिमुखता अनुपात,ਆਕਾਰ ਅਨੁਪਾਤ
"1. ऐस्पी ,2. ए एस पी आई",ਏ.ਐਸ.ਪੀ.ਆਈ
ए एस आर कालद,ASR ਟਾਈਮਰ
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना",ਇਕੱਠਾ ਕਰਨਾ
"1. कोडांतरक ,2. स्मरांतरक",ਅਸੈਂਬਲਰ
"1. कोडांतरण ,2. स्मरांतरण",ਅਸੈਂਬਲੀ
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा",ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ
निश्चयन,ਦਾਅਵਾ
"1. निर्दिष्ट कार्य ,2. नियतन",ਅਸਾਈਨਮੈਂਟ
साहचर्य,ਐਸੋਸੀਏਸ਼ਨ
साहचर्य पता,ਸਹਿਯੋਗੀ ਪਤਾ
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी",ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ
तारक (*का चिन्ह),ਤਾਰਾ
असम्मित,ਅਸਮਿਤ
"1. अतुल्यकालिक ,2. अतुल्यकाली",ਅਸਿੰਕ੍ਰੋਨਸ
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
अतुल्यकालिक अंतरण,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
अतुल्यकालिक अंतरण विधा (ए टी एम),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
"1. एटम ,2. परमाण",ਪਰਮਾਣੂ
संलग्न प्रलेख,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल",ਨੱਥੀ ਫ਼ਾਈਲ
"1. संलग्नक ,2. संबंद्ध",ਲਗਾਵ
"1. गुण ,2. विशेषता",ਵਿਸ਼ੇਸ਼ਤਾ
श्रव्य,ਆਡੀਓ
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन",ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ
लेखा सत्यापन,ਆਡਿਟ ਟ੍ਰੇਲ
संवर्धन,ਵਾਧਾ
प्रमाणन प्रोटोकॉल,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
संलेखन पद्धति,ਲੇਖਕ ਪ੍ਰਣਾਲੀ
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण",ਅਧਿਕਾਰ
स्वत: सार,ਆਟੋ ਐਬਸਟਰੈਕਟ
"1. स्वतः बूटिंग ,2. स्व बूटन",ਆਟੋਬੂਟਿੰਗ
ऑटोकैड (एक कंप्यूटर भाषा),ਆਟੋਕੈਡ
स्वत: लॉग-ऑन,ਆਟੋਲੌਗ ਚਾਲੂ
ऑटोमेटा,ਆਟੋਮੇਟਾ
आटोमेटा सिद्धांत,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
स्वत: अभिकलन,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ
स्वत: आंकड़ा प्रक्रमण,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
स्वत: त्रुटि संशोधन,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
स्वत: फलन,ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण",ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ
स्वत: संग्रह आह्वान,ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन",ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम",ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ
स्वत: नेमका,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
स्वत: सिस्टम पुन: प्राप्ति,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)",ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM)
स्वचालन,ਆਟੋਮੇਸ਼ਨ
"1. आटोप्ले ,2. स्वत: चलन",ਸਵੈ ਚਾਲ
स्वरक्षण,ਸਵੈ-ਸੰਭਾਲ
सहायक,ਸਹਾਇਕ
सहायक स्मृति,ਸਹਾਇਕ ਮੈਮੋਰੀ
सहायक भंडारण,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
उपलब्ध लिस्ट,ਉਪਲਬਧ ਸੂਚੀ
उपलब्ध समय,ਉਪਲਬਧ ਸਮਾਂ
औसत,ਔਸਤ
ए डब्ल्यू के (एक कंप्यूटर समादेश),awk (ਭਾਸ਼ਾ)
पश्चांत,ਬੈਕਐਂਡ
पश्चांत प्रक्रमक,ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ
पश्च फलन विलोपन,ਬੈਕਫੇਸ ਹਟਾਉਣਾ
पृष्ठभूमि प्रक्रमण,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
सहायक भंडार,ਬੈਕਿੰਗ ਸਟੋਰ
पश्च पैचीकरण,ਬੈਕਪੈਚਿੰਗ
"1. पश्चीयन ,2. बैकस्पेस",ਬੈਕਸਪੇਸ
पश्चपथन,ਬੈਕਟਰੈਕਿੰਗ
"1. बैक-अप ,2. पूर्तिकर",ਬੈਕ-ਅੱਪ
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी",ਬੈਕਅੱਪ ਮੈਮੋਰੀ
पश्च त्रुटि सुधार,ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ
(आय-व्यय) तुलन पत्र,ਸੰਤੁਲਨ ਸ਼ੀਟ
पट्टी,ਜਥਾ
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता",ਬੈਂਡ ਚੌੜਾਈ
बैंकर एल्गोरिथ्म,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
"1.बार कूट ,2. बार कोड",ਬਾਰ ਕੋਡ
बार कोड स्कैनर,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
बार ग्राफ,ਬਾਰ ਗ੍ਰਾਫ
आधार पता,ਅਧਾਰ ਪਤਾ
आधार बैंड,ਅਧਾਰ ਬੈਂਡ
आधार संख्या,ਅਧਾਰ ਨੰਬਰ
आधार सारणी,ਅਧਾਰ ਸਾਰਣੀ
बेसिक (एक कंप्यूटर भाषा),ਬੇਸਿਕ
"1. मूल नियंत्रण ,2. आधार नियंत्रण",ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ
"1. मूल निवेश ,2. आधारी निवेश",ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ
आधारभूत अनुदेश,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
आधारी निर्गम,ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ
मूल चरण,ਬੁਨਿਆਦੀ ਕਦਮ
"1. बैच ,2. समूह ,3. प्रचय",ਬੈਚ
"1. बैच फाइल ,2. बैच संचिका",ਬੈਚ ਫਾਈਲ
बैच स्थिति,ਬੈਚ ਸਥਿਤੀ
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण",ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
"1. बैच तंत्र ,2. प्रचय तंत्र",ਬੈਚ ਸਿਸਟਮ
बॉड,ਬੌਡ
बॉड दर,ਬੌਡ ਦਰ
किरण पुंज,ਬੀਮ
"1. निर्देशमानक ,2. बैचमार्क",ਬੇਂਚਮਾਰਕ
द्विदिश संचार,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
विदिश कड़ी,ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ
द्विआधारी कूट,ਬਾਈਨਰੀ ਕੋਡ
द्विआधारी अंक,ਬਾਈਨਰੀ ਅੰਕ
द्विआधारी निवेश निर्गम तंत्र (बायोस),ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
द्विआधारी संख्या,ਬਾਈਨਰੀ ਨੰਬਰ
द्विआधारी संकारक,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
द्विआधारी संबंध,ਬਾਈਨਰੀ ਸਬੰਧ
द्विआधारी खोज,ਬਾਈਨਰੀ ਖੋਜ
द्विआधारी अन्वेषण तरु (बी एस टी),ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण",ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ
द्विआधारी तरु,ਬਾਈਨਰੀ ਰੁੱਖ
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी",ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श",ਜਨਮ ਮੌਤ ਮਾਡਲ
जन्म मरण प्रक्रम,ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
"1. द्वयंक ,2. बिट",ਬਿੱਟ
बिट दोष,ਬਿੱਟ ਨੁਕਸ
बिट प्रतिचित्र,ਬਿੱਟ ਨਕਸ਼ਾ
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)",ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP)
"1. बिट आव्यूह ,2. बिट सारणी",ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ
बिट प्रतिरूप,ਬਿੱਟ ਪੈਟਰਨ
बिट स्थिति,ਬਿੱਟ ਸਥਿਤੀ
"1. बिट रेट ,2. बिट दर",ਬਿੱਟ ਰੇਟ
अंध पेटी परीक्षण,ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ
टिमटिमाना,ਝਪਕਣਾ
ब्लॉक,ਬਲਾਕ
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति",ਬਲਾਕ ਕੈਸ਼
खंडक जांच,ਬਲਾਕ ਚੈੱਕ
खंड प्रतिलिपि,ਬਲਾਕ ਕਾਪੀ
खंडक आरेख,ਬਲਾਕ ਚਿੱਤਰ
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम",ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ
बोर्ड,ਫੱਟੀ
पृष्ठ स्मृति,ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ
बूलीय बीजगणित,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
बूलीय संबंध,ਬੂਲੀਅਨ ਸਬੰਧ
बूट विभाजन,ਬੂਟ ਭਾਗ
बूट स्ट्रैपिंग,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,ਬੂਟ-ਸਟੈਪ ਲੋਡਰ
"1.ब्रिज, 2. सेतु",ਪੁਲ
ब्राडबैंड नेटवर्क,ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ
प्रसारण,ਪ੍ਰਸਾਰਣ
प्रसारण रेडियो,ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ
(नेट) विचरण,ਬਰਾਊਜ਼ ਕਰੋ
(नेट) विचरक,ਬਰਾਊਜ਼ਰ
बी-तरु,ਬੀ-ਰੁੱਖ
"1.बुदबुद स्मृति, 2.बबल मेमोरी",ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
बुदबुद छंटाी,ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ
"1.बाल्टी, 2.बकेट",ਬਾਲਟੀ
"1.बंधुता तंत्र, 2.बडी तंत्र",ਦੋਸਤ ਸਿਸਟਮ
बजट प्रभावी नियंत्रण,ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ
बफर,ਬਫਰ
दोष,ਬੱਗ
बस,ਬੱਸ
"1.अष्ट वयंक,2. बािट (आठ बिट)",ਬਾਈਟ
बािट कोड,ਬਾਈਟ ਕੋਡ
सी (कंप्यूटर भाषा),c
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)",C++
"1.कैश,2. द्रुतिका,3.द्रुत",ਕੈਸ਼
"1.कैश बफर, 2.द्रुतस्मृति बफर",ਕੈਸ਼ ਬਫਰ
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति",ਕੈਸ਼ ਮੈਮੋਰੀ
परिकलन,ਗਣਨਾ
"1.कैलकुलेटर, 2.परिकलक",ਕੈਲਕੁਲੇਟਰ
"1.कैलकुलेटर चिप,2. परिकलक चिप",ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ
आह्वान,ਕਾਲ ਕਰੋ
नाम आह्वान,ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ
संदर्भ आह्वान,ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
मान आह्वान,ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
चर आह्वान,ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
आहवान गेट,ਕਾਲ ਗੇਟ
"1.निरस्त करना, 2.रद्द करना",ਰੱਦ ਕਰੋ
निरसन बटन,ਰੱਦ ਕਰੋ ਬਟਨ
"1.विहित,2. कैनॉनिकल",ਕੈਨੋਨੀਕਲ
विहित रूप,ਕੈਨੋਨੀਕਲ ਰੂਪ
क्षमता,ਸਮਰੱਥਾ
क्षमता सूची,ਸਮਰੱਥਾ ਸੂਚੀ
"1.क्षमता,2. धारिता",ਸਮਰੱਥਾ
कैप्स लॉक कुंजी,ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ
"1.कार्ड,2. पत्रक",ਕਾਰਡ
कार्ड पाठक,ਕਾਰਡ ਰੀਡਰ
प्रमुखता,ਮੁੱਖਤਾ
वाहक,ਕੈਰੀਅਰ
वाहक बैंड,ਕੈਰੀਅਰ ਬੈਂਡ
