Gujarati,Tamil
"ઉંમર, ઉંમર, ઉંમર, યુગ (ed.), સમયને અસર કરવા માટે (ver.), સમય, સમય દ્વારા પ્રભાવિત થવો","வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது"
અસરગ્રસ્ત સમય,நேரம் பாதிக்கப்பட்டது
"વૃદ્ધાવસ્થા, વૃદ્ધત્વ","முதுமை, முதுமை"
સમયની અસર,நேர விளைவு
સમય અસર પરીક્ષણ,நேர விளைவு சோதனை
ગુરુત્વાકર્ષણ રહિત,புவியீர்ப்பு இல்லாதது
સમાધાન,நல்லிணக்கம்
"એરબોર્ન રડાર, એરિયલ રડાર","வான்வழி ரேடார், வான்வழி ரேடார்"
"હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય","வான் இலக்கு, வான் இலக்கு"
હવા શ્વસન કરનાર,காற்று சுவாசக் கருவி
એર કન્ડીશનીંગ,ஏர் கண்டிஷனிங்
એરક્રુ ટ્રાન્સફોર્મર,காற்று எதிர்ப்பு மின்மாற்றி
વિમાન,விமானம்
ગોઠવણી,சீரமைப்பு
સંરેખણ ભૂલ,சீரமைப்பு பிழை
જીવંત સર્કિટ,நேரடி சுற்று
સંપૂર્ણ કાચની નળી,முழு கண்ணாடி குழாய்
આખી મેટલ ટ્યુબ,முழு உலோக குழாய்
ઠીક,சரி செய்ய
"મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)","மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)"
મિશ્રત્વ,மிஷ்ரத்வான்
સર્વવ્યાપક માધ્યમ,எங்கும் நிறைந்த ஊடகம்
ઓમ્ની એન્ટેના,ஆம்னி ஆண்டெனா
પંચાંગ,பஞ்சாங்கம்
આલ્ફા,ஆல்பா
આલ્ફા-પ્રવૃત્તિ,ஆல்பா-செயல்பாடு
આલ્ફાન્યૂમેરિક,எண்ணெழுத்து
આલ્ફા કિરણ,ஆல்பா கதிர்
બદલો,மாற்றம்
"વૈકલ્પિક, વૈકલ્પિક","மாற்று, மாற்று"
વૈકલ્પિક,மின்மாற்றி
અલ્ટિમીટર,உயரமானி
અલ્ટિમીટર,உயரமானி
અલ્ટાઇમટ્રી,அல்டிமெட்ரி
"ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ","உயரம், உயரம், உயரம், உயரம்"
અંકગણિત તર્ક એકમ (ALU),எண்கணித ரீசனிங் யூனிட் (ALU)
amaget નિયમ,அமுத விதி
પર્યાવરણ,சூழல்
એમીક્રોન,அமிக்ரான்
એમીટર,அம்மீட்டர்
એમ્પીયર,ஆம்பியர்
એમ્પીયર કાયદો,ஆம்பியர்-சட்டம்
ઉભયજીવી આયન,நீர்வீழ்ச்சி அயனி
એમ્પ્લીફિકેશન,பெருக்கம்
એમ્પ્લીફાયર,பெருக்கி
"કોણ, પરિમાણ","கோணம், பரிமாணம்"
a એમ. યુ. (અણુ સમૂહ એકમ),அ. எம்.யு. (அணு நிறை அலகு)
સુસંગત,இணக்கமான
સામ્યતા,ஒப்புமை
વિશ્લેષક,ஆய்வாளர்
વિશ્લેષણ,பகுப்பாய்வு
વિશ્લેષણાત્મક,பகுப்பாய்வு
બિન-બિંદુ,புள்ளி அல்லாத
વિસંગત,முரண்பாடான
અને દરવાજો,மற்றும் கதவு
બિન-એકોસ્ટિક,ஒலி அல்லாத
વિસંગત સ્થિતિસ્થાપકતા,ஒழுங்கற்ற நெகிழ்ச்சி
નિર્જળ,நீரற்ற
કોણ,கோணம்
એંગસ્ટ્રોમ એકમ,angstrom அலகு
કોણીય,கோணல்
પ્રોટ્રેક્ટર વેર્નિયર,நீடிப்பான் வெர்னியர்
વિવાદાસ્પદ,சர்ச்சைக்குரிய
આદરહીન,மரியாதையற்ற
વર્ણહીન ચુંબકીયકરણ,வண்ணமயமான காந்தமாக்கல்
ઢીલું,மந்தமான
anion,அயனி
અસમપ્રમાણ,சமச்சீரற்ற
આઇસોટ્રોપિક,ஐசோட்ரோபிக்
આઇસોટ્રોપિઝમ,ஐசோட்ரோபிசம்
કાઢી નાખવું,நீக்குதல்
કાવતરાખોરો,சதிகாரர்கள்
એનોડ,நேர்மின்முனை
એનોડાઇઝેશન,அனோடைசேஷன்
અસંગત,சீரற்ற
ઓપ્ટિકલ સિસ્ટમ,ஒளியியல் அமைப்பு
એન્ટેના,ஆண்டெனா
એન્ટિબેરિયન,ஆன்டிபெரியன்
વિરોધી બંધન ગુણધર્મો,பிணைப்பு எதிர்ப்பு சொத்து
કાઉન્ટર બોન્ડ,எதிர் பத்திரம்
વિપરીત શક્તિ,தலைகீழ் சக்தி
ડાયમેગ્નેટિક,காந்தவியல்
ડાયમેગ્નેટિક સામગ્રી,காந்தப் பொருள்
બળતરા વિરોધી,அழற்சி எதிர்ப்பு
એન્ટિગ્રેવિટી,ஈர்ப்பு எதிர்ப்பு
એન્ટિલામડા કણ,ஆன்டிலாம்டா துகள்
એલેપ્ટન,அலெப்டன்
ડાયમેગ્નેટિક,காந்தவியல்
એન્ટિમેટર,எதிர்ப்பொருள்
વિરોધી મિસાઇલ,எதிர்ப்பு ஏவுகணை
એન્ટિન્યુટ્રોન,எதிர்நியூட்ரான்
ધબકતું,துடிக்கும்
એન્ટિન્યુક્લિયોન,எதிர் அணுக்கரு
એન્ટિપાર્ટિકલ,எதிர் துகள்
એન્ટિપ્રોટોન,ஆன்டிபுரோட்டான்
પ્રતિબિંબ વિરોધી,எதிர் பிரதிபலிப்பு
અસમપ્રમાણ,சமச்சீரற்ற
નોન રિકરિંગ,மீண்டும் நிகழாதது
અનાક્રોનિઝમ,காலமற்ற தன்மை
છિદ્રિત સ્કેનિંગ ડિસ્ક,துளையிடப்பட்ட ஸ்கேனிங் வட்டு
દ્વારક,துவாரக்
"ટોચ, ટોચ, આગળ","மேல், மேல், முன்"
"સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર","சூரியன் உயர், அதிக சூரியன்"
ઉદાસીન ફીત,அக்கறையற்ற சரிகை
બિન-દયનીય,பரிதாபமற்றது
બિન-વિકલાંગતા,இயலாமை
ખૂબ વર્ણહીન,மிகவும் வண்ணமயமான
"જમીન-ઊંચી, apogee","நிலம்-உயர்ந்த, உச்சநிலை"
"બિનધ્રુવીય, ગોળાકાર","துருவமற்ற, சுற்றளவு"
પેરાપોલરીટી,பார்ப்பனியம்
ઉપકરણ,சாதனம்
"વર્ચ્યુઅલ, વિઝ્યુઅલ","மெய்நிகர், காட்சி"
દૃશ્યમાન સૂર્ય,தெரியும் சூரியன்
દ્રશ્ય સમય,காட்சி நேரம்
ઉભરતો દેખાવ,வெளிப்படும் தோற்றம்
અરજી,விண்ணப்பம்
લાગુ પડવાની ક્ષમતા,பொருந்தக்கூடிய தன்மை
લાગુ,விண்ணப்பித்தார்
અવલોકનક્ષમ,கவனிக்கத்தக்கது
અભિગમ,அணுகுமுறை
"નજીક, આશરે","அருகில், தோராயமாக"
અંદાજ,தோராயம்
બાષ્પ દબાણ,நீராவி அழுத்தம்
સ્વૈચ્છિક,தன்னார்வ
"આર્ક ફર્નેસ, આર્ક ફર્નેસ","வில் உலை, வில் உலை"
આર્કિમિડીઝનો કાયદો,ஆர்க்கிமிடிஸ் சட்டம்
આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર,கட்டிடக்கலை ஒலியியல்
ચાપ દીવો,பரிதி விளக்கு
આર્ક-સ્પેક્ટ્રમ,வில்-ஸ்பெக்ட்ரம்
"વિસ્તાર, વિસ્તાર","பகுதி, பகுதி"
"પ્રાદેશિક, પ્રાદેશિક","பிராந்திய, பிராந்திய"
"હાથ, હાથ, શાખા","கை, கை, கிளை"
કલાપ્રેમી,அமெச்சூர்
"એરે, એરે","வரிசை, வரிசை"
રીસીવર,பெறுபவர்
ઉચ્ચાર સ્પષ્ટતા,உச்சரிப்பு தெளிவு
કૃત્રિમ,செயற்கை
કૃત્રિમ ટ્રાન્સમ્યુટેશન,செயற்கை மாற்றம்
ચડતા,ஏறுமுகம்
ચઢાણ,ஏற்றம்
ચડવું,ஏறும்
અગોલી,அகோலி
એકત્રીકરણ,திரட்டுதல்
નો સમૂહ,தொகுப்பு
"એસેમ્બલીંગ, એસેમ્બલીંગ","கூட்டுதல், கூட்டுதல்"
"એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ","அசெம்பிளிங், அசெம்பிள், அசெம்பிள்"
ચોકસાઇ અંદાજ,துல்லியமான மதிப்பீடு
ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ,குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்
"સંબંધિત, સહયોગી, જોડાણ","தொடர்புடைய, துணை, இணைந்த"
સ્વર અવાજ,உயிர் ஒலி
સ્વચાલિત મલ્ટિવાઇબ્રેટર,தானியங்கி மல்டிவிபிரேட்டர்
અસ્થેનિક,ஆஸ்தெனிக்
"ત્યાગ, અસ્પષ્ટતા","மதுவிலக்கு, astigmatism"
અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ,விண்வெளி பயண மின்னணுவியல்
એસ્ટ્રોફિઝિક્સ,வானியற்பியல்
અવકાશયાત્રી,விண்வெளி
ખગોળશાસ્ત્રી,வானியலாளர்
આકાશી,விண்ணுலகம்
ખગોળશાસ્ત્ર,வானியல்
એસ્ટ્રોફિઝિક્સ,வானியற்பியல்
અસમપ્રમાણ,சமச்சீரற்ற
એસિમ્પટોટિક,அறிகுறியற்ற
ઉત્તેજક,மோசமாக்கும்
અસુમેળ,ஒத்திசைவற்ற
"વાતાવરણ, વાતાવરણ","வளிமண்டலம், வளிமண்டலம்"
વાતાવરણીય,வளிமண்டலம்
પવનની અશાંતિ,காற்று கொந்தளிப்பு
પરમાણુ,அணுக்கரு
અણુ,அணு
પરમાણુ,அணுசக்தி
પરમાણુ સમૂહ,அணுக்கரு நிறை
અણુ સંખ્યા,அணு எண்
"પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો","அணு உலை, அணுக் குவியல்"
અણુ,அணு
કણ,துகள்
કણ,துகள்
એટેન્યુએશન,"தணிவு, தணிவு"
"હળવું કરવું, હળવું કરવું","தணித்தல், தணித்தல்"
વશીકરણ,வசீகரம்
આકર્ષણનું બળ,ஈர்ப்பு சக்தி
શ્રાવ્યતા,கேட்கக்கூடிய தன்மை
ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર,ஒலி அதிர்வெண் பெருக்கி
સાંભળી શકાય તેવું,கேட்கக்கூடிய
ઓડિયો જનરેટર,ஆடியோ ஜெனரேட்டர்
શ્રાવ્ય ગ્રાફ,கேட்கக்கூடிய வரைபடம்
સુનાવણી વિજ્ઞાન,கேட்கும் அறிவியல்
ઓડિયોમીટર,ஒலிமானி
શ્રાવ્ય આવર્તન ઓસિલેટર,கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்
ધ્વનિ સંકેત,ஒலி சமிக்ஞை
દ્રશ્ય-શ્રાવ્ય,ஒலி-ஒளி காட்சி
"ઓડિટોરિયમ, ઓડિટોરિયમ","ஆடிட்டோரியம், ஆடிட்டோரியம்"
ઓઝેડ અસર,OZ விளைவு
પ્રમોશન,பதவி உயர்வு
વધારનાર,மேம்படுத்துபவர்
ધ્રુવીય જ્યોત,துருவ சுடர்
દક્ષિણ ધ્રુવીય જ્યોત,தென் துருவ சுடர்
ઉત્તર ધ્રુવીય જ્યોત,வட துருவ சுடர்
આપોઆપ ચેતવણી,தானியங்கி எச்சரிக்கை
ઓટો પેરેલલાઈઝર,தானாக இணையாக
"આપોઆપ, આપોઆપ, આપોઆપ","தானியங்கி, தானியங்கி, தானியங்கி"
"ઓટોમેશન, ઓટોમેશન","ஆட்டோமேஷன், ஆட்டோமேஷன்"
"સહાયક, સહકારી, વધારાનું","உதவியாளர், கூட்டுறவு, கூடுதல்"
"અવડાવ, હિમપ્રપાત","அவடவா, அவலாஞ்சி"
"સરેરાશ, સરેરાશ","சராசரி, சராசரி"
પરિવાર,பரிவாரன்
અક્ષીય,அச்சு
ધરી,அச்சு
અઝીમથ,அஜிமுத்
અઝીમથ,அஜிமுத்
પાછા,மீண்டும்
"પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ","பின்னணி, பின்னணி"
"પછાત, પછાત","பின்தங்கிய, பின்தங்கிய"
ટર્નઅરાઉન્ડ,திருப்புமுனை
બેક વોલ્ટેજ પલ્સર,பின் மின்னழுத்த துடிப்பு
સંબંધ પછી,பிந்தைய உறவு
વળતર,கொடுக்கப்படுவதுடன்
વિરોધી વોલ્ટેજ,எதிர்ப்பு மின்னழுத்தம்
પશ્ચાદવર્તી સ્કેટરિંગ,பின்புற சிதறல்
ઇન્ટર્સ્ટિશલ તરંગ,இடைநிலை அலை
ઇન્સ્યુલેટર,இன்சுலேட்டர்
પેરાશૂટ જમ્પ,பாராசூட் ஜம்ப்
ગરમી,வெப்பமூட்டும்
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
બેલેન્સર,சமநிலைப்படுத்துபவர்
સંતુલન,சமநிலை
ગ્લોબ્યુલ,உருண்டை
"બેલિસ્ટિક, બેલિસ્ટિક","பாலிஸ்டிக், பாலிஸ்டிக்"
"પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર","ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்"
મિસાઇલ,ஏவுகணை
"બેલિસ્ટિક્સ, હથિયાર","பந்துவீச்சு, ஆயுதம்"
પ્રક્ષેપણ,கணிப்பு
મફત માર્ગ,இலவச பாதை
"બલૂન, બલૂન","பலூன், பலூன்"
બાલ્મર બંધ,பால்மர் இடைநிறுத்தம்
"બેન્ડ, બેન્ડ, બેન્ડ","இசைக்குழு, இசைக்குழு, இசைக்குழு"
વિસ્ફોટ,குண்டு வெடிப்பு
"એરે, બીમ, કિનારો, બેંક, કિનારો","வரிசை, கற்றை, கரை, கரை, கடற்கரை"
"કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા","நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு"
બાર્ડીન સિદ્ધાંત,பார்டீன் கொள்கை
barkhausen અસર,barkhausen விளைவு
બાર્લો ચક્ર,பார்லோ சுழற்சி
બાર ચુંબક,பட்டை காந்தம்
કોઠાર,கொட்டகை
હવાનું દબાણ ગ્રાફ,காற்று அழுத்த வரைபடம்
"બેરોગ્રાફ, બેરોગ્રાફ","barograph, barograph"
બેરોમીટર,காற்றழுத்தமானி
વાતાવરણ નુ દબાણ,வளிமண்டல அழுத்தம்
"કોસ્મોસ, બેરોમોસ્ફિયર","அண்டம், காற்றழுத்தம்"
લોલક લોલક,ஊசல்
"અવરોધ, પરમાણુ, પરમાણુ અવરોધ","தடை, அணு, அணு தடை"
અવરોધ સ્તર,தடை நிலை
બેરિયન,பேரியன்
ગુરુમંડળ,குருமண்டலம்
આધાર બેન્ડ,அடிப்படை இசைக்குழு
"મૂળભૂત, મૂળભૂત, આલ્કલાઇન","அடிப்படை, அடிப்படை, கார"
પાયો,அடித்தளம்
"ગણતરી, ટીમ રચના","கணக்கெடுப்பு, குழு உருவாக்கம்"
"કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન","தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்"
બેટરી,மின்கலம்
"એરે સેગમેન્ટ, ચેમ્બર, ખાડી","வரிசை பிரிவு, அறை, விரிகுடா"
પ્રદર્શન,கண்காட்சி
કિબાન,கிபான்
"મણિકા, બીડ","மாணிக்கா, பீட்"
"બીમ, બીમ, બીમ, ટ્રમ્પ","பீம், பீம், பீம், டிரம்ப்"
"ડિકમેન, ડિકોન","டிக்மன், டிக்கான்"
"ડોલ, વિસ્પંડ","டோல், விஸ்பாண்ட்"
બેકરેલ અસર,பெக்கரல் விளைவு
ઘંટડી બરણી,மணி ஜாடி
બેલો,பெல்லோஸ்
ઘંટડી ઘડિયાળ,மணி கடிகாரம்
"વેદિકા, બેંચ","வேதிகா, பெஞ்ச்"
"મોડ, બંક (સં.), વળાંક (v.)","முறை, பங்க் (எட்.), வளைவு (வி.)"
બેંકન,வங்கியாளர்
"વળેલું, વળેલું","வளைந்த, வளைந்த"
બર્નોલી-સમીકરણ,பெர்னோலி-சமன்பாடு
મૂળભૂત કાર્ય,அடிப்படை-செயல்பாடு
શ્રેષ્ઠ સંલગ્નતા,சிறந்த ஒட்டுதல்
બીટા (b),பீட்டா (பி)
betatron,பீட்டாட்ரான்
bethe મોડેલ,bethe மாதிரி
બાયવેટ્રોન,bivatron
BH વળાંક,BH வளைவு
દ્વિકોણીય,இருகோணமானது
"પૂર્વગ્રહ, પૂર્વગ્રહ","சார்பு, சார்பு"
દ્વિ-અક્ષીય,இரு-அச்சு
બાઈક્રોમેટ કોષ,பைக்ரோமேட் செல்
અભ્યવતલ,அப்யவடல்
ડબલ એન્ટેના,இரட்டை ஆண்டெனா
બાયકોન્વેક્સ,பைன்வெக்ஸ்
"દ્વિ-સ્ફટિક, દ્વિ-સ્ફટિક","இரு-படிகம், இரட்டை-படிகம்"
દ્વિદિશ માઇક્રોફોન,இருதரப்பு ஒலிவாங்கி
દ્વિપદી મોડેલ,இருவகை மாதிரி
એકલિંગાશ્રયી,டையோசியஸ்
દ્વિપક્ષીય,இருதரப்பு
દ્વિરેખીય,இருமுனை
બાયમોલેક્યુલર,இரு மூலக்கூறு
"દ્વિ-ચલ, દ્વિ-આધાર, દ્વિ","இரு-மாறி, இரு-அடிப்படை, இரட்டை"
"બાઈનરી કોડ, બાઈનરી કોડ","பைனரி குறியீடு, பைனரி குறியீடு"
રમત સ્ટાર,விளையாட்டு நட்சத்திரம்
દ્વિસંગી પદ્ધતિ,பைனரி முறை
બે બાજુવાળા,இரட்டை பக்க
બોન્ડ,பத்திரம்
"બાયનોક્યુલર, બાયનોક્યુલર","தொலைநோக்கி, தொலைநோக்கி"
દ્વિસંગી,பைனரி
દ્વિપદી વિતરણ,இருவகைப் பரவல்
"દ્વિકેન્દ્રીય, દ્વિકેન્દ્રીય, દ્વિસંગી","இருமைய, இருமைய, இரு அணுக்கரு"
બાયોડાયનેમિક્સ,உயிரியக்கவியல்
બાયો ઇલેક્ટ્રોનિક્સ,உயிர் மின்னணுவியல்
બાયોફિઝિસ્ટ,உயிர் இயற்பியலாளர்
બાયોફિઝિક્સ,உயிர் இயற்பியல்
જૈવિક ઉપગ્રહ,உயிரியல் செயற்கைக்கோள்
"સિનેમેટોગ્રાફર, બાયોસ્કોપ","ஒளிப்பதிவாளர், பயாஸ்கோப்"
બાયો-સાવર્ટ નિયમ,பயோ-சாவர்ட் விதி
બાયફેસિક વર્તમાન,இருமுனை மின்னோட்டம்
દ્વિધ્રુવ,இருமுனை
"બાયપ્રિઝમ, બાયપ્રિઝમ","இருபிரிசம், இருபிரிசம்"
"biquartz, biquartz","biquartz, biquartz"
બાયફાસિક પાત્ર,இருமுனை பாத்திரம்
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,இரண்டு-நிலை மல்டிவிபிரேட்டர்
"દ્વાયાંક* (દ્વિસંગી અંક), બર્મીઝ, અની, ટુક","ட்வயங்க்* (பைனரி எண்), பர்மிஸ், அனி, துக்"
"કાળો, કૃષ્ણ","கருப்பு, கிருஷ்ணா"
કાળું શરીર,கருப்பு உடல்
અદ્રશ્ય પ્રકાશ,கண்ணுக்கு தெரியாத ஒளி
તિમિરાયન રેડિયો તિમિરાયન,திமிராயன் வானொலி திமிராயன்
ઇજેક્શન પલ્સ,வெளியேற்ற துடிப்பு
પૂર્વગ્રહ સમાપ્ત કરો,முடிவு சார்பு
કાળા કિરણોત્સર્ગ,கருப்பு கதிர்வீச்சு
"અપૂર્ણ, ખાલી","முடிக்கப்படாத, வெற்று"
આવરણ,கவர்
રદબાતલ,ரத்து
"વિસ્ફોટ, વિસ્ફોટ, ગસ્ટ","வெடிப்பு, வெடிப்பு, புயல்"
"savika, bleeder, savi","savika, bleeder, savi"
"વેશપલટો, અંધ","மாறுவேடமிட்டு, குருடர்"
બ્લોચનું પ્રમેય,ப்ளாச்சின் தேற்றம்
"અવરોધ, અવરોધ, અવરોધ","தொகுதி, தொகுதி, தொகுதி"
"ફટકો, ફટકો, ફટકો","அடி, அடி, அடி"
બ્લુ પ્રિન્ટ,நீல அச்சு
અસ્પષ્ટતા વર્તુળ,தெளிவின்மை வட்டம்
અસ્પષ્ટ,தெளிவற்ற
"બોલ, ગોળા, પેન્ડન્ટ","பந்து, கோளம், பதக்கம்"
"શરીર, પદાર્થ","உடல், பொருள்"
શારીરિક ક્ષમતા,உடல் திறன்
કેન્દ્રિત,மையம் கொண்டது
"શરીર-કર્ણ, અંત-કર્ણ","உடல்-மூலைவிட்ட, இறுதி-மூலைவிட்ட"
"બોગી, અજાણી શોધ (રડાર)","போகி, தெரியாத கண்டறிதல் (ரேடார்)"
બોર અસર,துளை விளைவு
બોર મેગ્નેટોન,துளை காந்தம்
"બોઈલર, બોઈલર","கொதிகலன், கொதிகலன்"
"ઉકળતા, ઉકળતા","கொதிக்கும், கொதிக்கும்"
બોલ્ટ્સમેન સમીકરણ,போல்ட்ஸ்மேன் சமன்பாடு
બોમ્બર ઇલેક્ટ્રોન,குண்டுவீச்சு எலக்ட்ரான்
"આઘાતજનક ઊર્જા, બોમ્બિંગ ઊર્જા","அதிர்ச்சிகரமான ஆற்றல், குண்டுவீச்சு ஆற்றல்"
ગીરો,அடமானம்
"બંધાયેલ, બંધાયેલ, બંધાયેલ","பிணைக்கப்பட்ட, பிணைக்கப்பட்ட, பிணைக்கப்பட்ட"
વધારનાર,மேம்படுத்துபவர்
બોરોન,பழுப்பம்
બોસ-પાર્ટીકલ,போஸ்-துகள்
બોસોન,போஸான்
"આંચકો, કૂદકો","முட்டாள், குதி"
બંધાયેલ,கட்டுப்பட்டது
