Hindi,Kannada
"अतिरिक्त, सहायक, गौण (वि.), उपसाधन (सं.)","ಹೆಚ್ಚುವರಿ, ಪರಿಕರ, ಪರಿಕರ (ವಿ.), ಪರಿಕರಗಳು (ಸಂ)"
अभिगम काल,ಪ್ರವೇಶ ಸಮಯ
आगन्तुक त्रुटि,ಸಂದರ್ಶಕರ ದೋಷ
समंजन,ಹೊಂದಾಣಿಕೆ
संचित,ಸಂಗ್ರಹಿಸಲಾಗಿದೆ
"संचय, संचयन","ಶೇಖರಣೆ, ಶೇಖರಣೆ"
संचायक,ಸಂಚಯಕ
यथार्थता,ನಿಖರತೆ
यथार्थ,ರಿಯಾಲಿಟಿ
अवर्णक लेन्स,ವರ್ಣರಹಿತ ಮಸೂರ
अवर्णक,ವರ್ಣರಹಿತ
अवर्णकता,ವರ್ಣರಹಿತತೆ
ध्वानिक,ಅಕೌಸ್ಟಿಕ್
ध्वनिरुद्ध,ಧ್ವನಿ ನಿರೋಧಕ
ध्वानिक फ़ओनॉन,ಅಕೌಸ್ಟಿಕ್ ಫೋನಾನ್
ध्वनि-मात्रक,ಧ್ವನಿ ಘಟಕ
ध्वानिक,ಅಕೌಸ್ಟಿಕ್
ध्वनि जनित्र,ಧ್ವನಿ ಜನರೇಟರ್
क्रिया और प्रतिक्रिया,ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ
सक्रियण,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
सक्रियण उर्जा,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
"सक्रियकारक, सक्रियक","ಆಕ್ಟಿವೇಟರ್, ಆಕ್ಟಿವೇಟರ್"
सक्रिय,ಸಕ್ರಿಯ
सक्रियता,ಕ್ರಿಯಾಶೀಲತೆ
वास्तविक प्रतिबल,ನಿಜವಾದ ಒತ್ತಡ
क्षिप्र उद्भासन,ಗುಸುಗುಸು
"योग करना, जोड़ना",ಒಟ್ಟುಗೂಡಿಸಲು
"योग, जोड़, संकलन (सं.), योगात्मक (वि.)","ಮೊತ್ತ, ಸಂಕಲನ, ಒಟ್ಟು (ed.), ಸಂಯೋಜಕ (v.)"
"संयोजी स्वर, अतिरिक्त टोन (स्वर)","ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)"
"योज्य, योगात्मक",ಸಂಯೋಜಕ
आसंजन,ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
आसंजी ऊर्जा,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
ऐडियाबैट,ಅಡಿಯಾಬಟ್
रुद्धोष्म,ಅಡಿಯಾಬಾಟಿಕ್
उष्मा-अपार्य,ಶಾಖ ನಿರೋಧಕ
संलग्न,ಬಾಂಧವ್ಯ
समायोज्य,ಹೊಂದಾಣಿಕೆ
प्रवेश्यता,ನುಗ್ಗುವಿಕೆ
अधिशोषण,ಹೊರಹೀರುವಿಕೆ
अग्रगत,ಮುಂದೆ
प्रगामी,ಪ್ರಗತಿಪರ
"आकाशी, वायव (वि.), एरियल (सं.)","ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)"
ऐन्टेना धारा,ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್
आकाशी सर्वेक्षण,ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ
वायव वेग,ಗಾಳಿಯ ವೇಗ
वायुगतिक गुणांक,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ
वायुगतिक,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ
वायुगतिकी,ವಾಯುಬಲವಿಜ್ಞಾನ
वैमानिक,ಏರೋನಾಟಿಕಲ್
वैमानिकी,ಏರೋನಾಟಿಕ್ಸ್
वायुस्पंद,ಗಾಳಿಯ ನಾಡಿ
"वातमंडल, गैसमंडल","ವಾತಾವರಣ, ಅನಿಲಗೋಳ"
अफोकसी तंत्र,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
पश्च ज्वलन,ಹಿಂಭಾಗದ ದಹನ
पश्च दीप्ति,ಹಿಂಬದಿ ಬೆಳಕು
उत्तरघात,ಕನ್ಕ್ಯುಶನ್
"वय, आयु, उम्र, युग (सं.), कालप्रभावित करना (क्रि.), काल, कालप्रभावित होना","ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ"
कालप्रभावित,ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ
"कालप्रभावन, जरण","ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ"
कालप्रभावन,ಸಮಯದ ಪರಿಣಾಮ
कालप्रभावन परीक्षण,ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ
गुरुत्वहीन,ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ
संधान,ಸಮನ್ವಯ
"वायुवाहित रेडार, हवाई रेडार","ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್"
"वायुवर्ती लक्ष्य, हवाई लक्ष्य","ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ"
"वायुश्वासी, वायुश्वसित्र",ವಾಯು ಉಸಿರಾಟಕಾರಕ
वातानुकूलन,ಹವಾನಿಯಂತ್ರಣ
वायुक्रोडी ट्रांसफार्मर,ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
वायुयान,ವಿಮಾನ
संरेखण,ಜೋಡಣೆ
सरेखण त्रुटि,ಜೋಡಣೆ ದೋಷ
सजीव परिपथ,ಲೈವ್ ಸರ್ಕ್ಯೂಟ್
संपूर्ण कांच नलिका,ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ
संपूर्ण धातुनलिका,ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ
नियत करना,ಸರಿಪಡಿಸಲು
"मिश्रातु (सं.), मिश्रात्वन (क्रि.)","ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)"
मिश्रात्वन,ಮಿಶ್ರತ್ವಾನ್
सर्वव्यापी माध्यम,ಸರ್ವತ್ರ ಮಾಧ್ಯಮ
सर्वतरंग ऐन्टेना,ಓಮ್ನಿ ಆಂಟೆನಾ
पंचांग,ಪಂಚಾಂಗ
ऐल्फा,ಆಲ್ಫಾ
ऐल्फा-सक्रियता,ಆಲ್ಫಾ ಚಟುವಟಿಕೆ
अक्षरांकीय,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
ऐल्फा किरण,ಆಲ್ಫಾ ಕಿರಣ
परिवर्तन,ಬದಲಾವಣೆ
"एकांतर, प्रत्यावर्ती","ಪರ್ಯಾಯ, ಪರ್ಯಾಯ"
प्रत्यावर्तित्र,ಆವರ್ತಕ
तुंगतालेखी,ಅಲ್ಟಿಮೀಟರ್
तुंगतामापी,ಅಲ್ಟಿಮೀಟರ್
तुंगतामापिकी,ಆಲ್ಟೈಮೆಟ್ರಿ
"तुंगता, उंचाई, उन्नतांश, शीर्षलम्ब","ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ"
अंकगणित तर्क एकक (ए एल यू),ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU)
एमागेट नियम,ಅಮೇಟ್ ನಿಯಮ
परिवेश,ಪರಿಸರ
एमाइक्रोन,ಅಮಿಕ್ರಾನ್
ऐमीटर,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ
ऐम्पियर,ಆಂಪಿಯರ್
ऐम्पियर-नियम,ಆಂಪಿಯರ್-ಕಾನೂನು
उभयावेशी आयन,ಉಭಯಚರ ಅಯಾನು
प्रवर्धन,ವರ್ಧನೆ
प्रवर्धक,ಆಂಪ್ಲಿಫಯರ್
"कोणांक, आयाम","ಕೋನ, ಆಯಾಮ"
ए. एम. यू. (परमाणु संहति मात्रक),ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ)
अनुरूप,ಹೊಂದಬಲ್ಲ
सादृश्य,ಸಾದೃಶ್ಯ
विश्लेषक,ವಿಶ್ಲೇಷಕ
विश्लेषण,ವಿಶ್ಲೇಷಣೆ
विश्लेषीय,ವಿಶ್ಲೇಷಣಾತ್ಮಕ
अन-अबिन्दुक,ಪಾಯಿಂಟ್ ಅಲ್ಲದ
अन-अबिंदुकता,ಅಸಂಗತ
तथा द्वार,ಮತ್ತು ಬಾಗಿಲು
अप्रतिध्वनिक,ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ
विषम प्रत्यास्थता,ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
निर्द्रव,ಜಲರಹಿತ
कोण,ಕೋನ
ऐंग्स्ट्रम मात्रक,ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ
कोणीय,ಕೋನೀಯ
कोणमापी वर्नियर,ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್
अप्रसंवादी,ವಿವಾದಾತೀತ
अप्रसवादिता,ಗೌರವವಿಲ್ಲದ
अशैथिल्य चुंबकन,ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ
अशिथिलित,ಆಲಸ್ಯ
ऋणायन,ಅಯಾನ್
असमविम,ಅಸಮ್ಮಿತ
विषमदैशिक,ಐಸೊಟ್ರೊಪಿಕ್
विषमदैशिकता,ಐಸೊಟ್ರೋಪಿಸಮ್
विलोपन,ಅಳಿಸುವಿಕೆ
आख्यापित्र,ನಿರೂಪಕ
ऐनोड,ಆನೋಡ್
ऐनोडीकरण,ಆನೋಡೈಸೇಶನ್
अंसगत,ಅಸಮಂಜಸ
प्रकाशयंत्रहीन तंत्र,ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್
ऐन्टेना,ಆಂಟೆನಾ
ऐन्टिबेरियॉन,ಆಂಟಿಬೆರಿಯನ್
बंधन विरोधी गुणधर्म,ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ
प्रति-आबंधन,ಕೌಂಟರ್ ಬಾಂಡ್
प्रतिलोह विद्युत,ಹಿಮ್ಮುಖ ಶಕ್ತಿ
प्रतिलोहचुंबकीय,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್
प्रतिलोहचुबकीय पदार्थ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು
प्रतिकूहाकारक,ವಿರೋಧಿ ಉರಿಯೂತ
प्रतिगुरुत्व,ಗುರುತ್ವ ವಿರೋಧಿ
प्रतिलेम्डा कण,antilamda ಕಣ
ऐल्टीलेप्टॉन,ಅಲೆಲೆಪ್ಟನ್
प्रतिचुंबकीय,ಕಾಂತೀಯ
ऐन्टिद्रव्य,ಆಂಟಿಮಾಟರ್
मिसाइल विरोधी,ವಿರೋಧಿ ಕ್ಷಿಪಣಿ
ऐन्टिन्यूट्रॉन,ಆಂಟಿನ್ಯೂಟ್ರಾನ್
प्रस्पंद,ಮಿಡಿಯುತ್ತಿದೆ
प्रतिन्यूक्लिऑन,ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್
प्रतिकण,ಪ್ರತಿಕಣ
प्रतिप्रोटॉन,ಆಂಟಿಪ್ರೋಟಾನ್
परावर्तनरोधी,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ
प्रतिसममित,ಆಂಟಿಸಮ್ಮಿತೀಯ
अनावर्ती,ಮರುಕಳಿಸುವುದಿಲ್ಲ
अनावर्तिता,ಅನಾಕ್ರೊನಿಸಮ್
छिद्रित क्रमवीक्षण डिस्क,ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್
द्वारक,ದ್ವಾರಕ್
"शीर्ष, शिखर, अग्रक","ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ"
"सूर्योच्च, रवि उच्च, अपसौर","ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್"
अविपथी लेस,ನಿರಾಸಕ್ತಿ ಲೇಸ್
अविपथी,ಕರುಣಾಜನಕವಲ್ಲದ
अविपथिता,ಅಂಗವೈಕಲ್ಯವಲ್ಲದ
अति अवर्णी,ಬಹಳ ವರ್ಣರಹಿತ
"भूमि-उच्च, अपभू","ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ"
"अध्रुवी, परिध्रुवी","ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ"
परिध्रुविता,ಪರಧ್ರುವೀಯತೆ
उपकरण,ಸಾಧನ
"आभासी, दृष्ट","ವಾಸ್ತವ, ದೃಶ್ಯ"
दृष्ट सूर्य,ಗೋಚರ ಸೂರ್ಯ
दृष्ट समय,ದೃಶ್ಯ ಸಮಯ
"उदभावी, प्रकटन",ಹೊರಹೊಮ್ಮುವ ನೋಟ
अनुप्रयुक्ति,ಅಪ್ಲಿಕೇಶನ್
अनुप्रयोज्यता,ಅನ್ವಯಿಸುವಿಕೆ
अनुप्रयुक्त,ಅನ್ವಯಿಸಲಾಗಿದೆ
सुप्रेक्ष्य,ಗಮನಿಸಬಹುದಾದ
उपगमन,ಅನುಸಂಧಾನ
"सन्निकट, लगभग","ಹತ್ತಿರ, ಸುಮಾರು"
सन्निकटन,ಅಂದಾಜು
वाष्प दाब,ಆವಿಯ ಒತ್ತಡ
स्वेच्छ,ಸ್ವಯಂಪ್ರೇರಿತ
"आर्क भट्टी, चाप भट्टी","ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್"
आर्किमीडीज़ का नियम,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
स्थापत्य ध्वानिकी,ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್
आर्क लैंप,ಆರ್ಕ್ ದೀಪ
आर्क-स्पेक्ट्रम,ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್
"क्षेत्र, क्षेत्रफल","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
"क्षेत्रफलीय, क्षेत्रीय","ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ"
"बाहु, भुजा, शाखिका","ತೋಳು, ತೋಳು, ಶಾಖೆ"
आमेचर,ಹವ್ಯಾಸಿ
"व्यूह, सरणी","ವ್ಯೂಹ, ವ್ಯೂಹ"
प्रग्राही,ರಿಸೀವರ್
उच्चारण स्पष्टता,ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ
कृत्रिम,ಸಂಶ್ಲೇಷಿತ
कृत्रिम तत्वांतरण,ಕೃತಕ ರೂಪಾಂತರ
आरोही,ಆರೋಹಣ
तारारोहण,ಆರೋಹಣ
आरोहांक,ಹತ್ತುವುದು
अगोली,ಆಗೋಲಿ
अगोलीकरण,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
समुच्चय,ಜೊತೆ
"समुच्चय करना, समुच्चयन","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
"समुच्चय, समुच्चयन, कोडांतरण","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
परिशुद्धता आकलन,ನಿಖರವಾದ ಅಂದಾಜು
निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण,ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು
"संबंद्ध, सहचारी, संगुणित","ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ"
स्वरावृत्ति,ಸ್ವರ ಧ್ವನಿ
स्वचलित बहुकंपित्र,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
अस्थैतिक,ಅಸ್ತೇನಿಕ್
"अबिन्दुकता, एस्टिग्मेटिज्म","ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್"
अंतरिक्ष यात्रा इलेक्ट्रॉनिकी,ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
खगोलमिति,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
अंतरिक्षयात्री,ಗಗನಯಾತ್ರಿ
खगोलज्ञ,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
खगोलीय,ಆಕಾಶ
खगोलिकी,ಖಗೋಳಶಾಸ್ತ್ರ
खगोल भौतिकी,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
असममित,ಅಸಮ್ಮಿತ
अनंतस्पर्शी,ಲಕ್ಷಣರಹಿತ
उपगामी,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
अतुल्यकालिक,ಅಸಮಕಾಲಿಕ
"वायुमंडल, परिमंडल","ವಾತಾವರಣ, ವಾತಾವರಣ"
वायुमंडलीय,ವಾತಾವರಣದ
वायु-विद्युत क्षोभ,ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ
परमाणु,ಪರಮಾಣು
परमाण्वीय,ಪರಮಾಣು
परमाणुकता,ಪರಮಾಣುತ್ವ
परमाणु संहति,ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ
परमाणु क्रमांक,ಪರಮಾಣು ಸಂಖ್ಯೆ
"परमाणु-रिऐक्टर, परमाणु पाइल","ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ"
परमाण्विक,ಪರಮಾಣು
कणन,ಕಣ
कणित्र,ಕಣ
"क्षीणन, क्षीणता",ಕ್ಷೀಣತೆ
"क्षीणकारी, क्षीणक","ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು"
आकर्षण,ಮೋಡಿ
आकर्षण बल,ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ
श्रव्यता,ಶ್ರವ್ಯತೆ
श्रव्य आवृत्ति-प्रवर्धक,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
श्रव्य,ಶ್ರವ್ಯ
श्रव्यजनित्र,ಆಡಿಯೋ ಜನರೇಟರ್
श्रव्यता आलेख,ಶ್ರವಣ ಗ್ರಾಫ್
श्रवण विज्ञान,ಶ್ರವಣ ವಿಜ್ಞಾನ
श्रव्यतामापी,ಆಡಿಯೋಮೀಟರ್
श्रव्य आवृत्ति-दोलक,ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ
ध्वनि सिग्नल,ಧ್ವನಿ ಸಂಕೇತ
दृश्य-श्रव्य,ಶ್ರವ್ಯ-ದೃಶ್ಯ
"ऑडिटोरियम, सभाभवन","ಸಭಾಂಗಣ, ಸಭಾಂಗಣ"
ओज़ए प्रभाव,OZ ಪರಿಣಾಮ
संवर्धन,ಪ್ರಚಾರ
संवर्धक,ವರ್ಧಕ
ध्रुवीय ज्योति,ಧ್ರುವ ಜ್ವಾಲೆ
दक्षिण ध्रुवीय ज्योति,ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ
उत्तर ध्रुवीय ज्योति,ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ
स्वचालित सचेतक,ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ
स्वतः समांतरित्र,ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ
"आत्मचालित, स्वचालित, स्वतः","ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ"
"स्वचालन, स्वचालित यंत्र","ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ"
"सहायक, सहकारी, अतिरिक्त","ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ"
"अवधाव, ऐवेलांश","ಅವದಾವ, ಅವಲಾಂಚೆ"
"औसत, माध्य","ಅರ್ಥ, ಅರ್ಥ"
परिवर्जन,ಪರಿವಾರನ್
अक्षीय,ಅಕ್ಷೀಯ
अक्ष,ಅಕ್ಷರೇಖೆ
दिगंश,ಅಜಿಮುತ್
दिगंशीय,ಅಜಿಮುತ್
पश्च,ಹಿಂದೆ
"पृष्ठभूमि, पृष्ठभूमिक","ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ"
"पिच्छद, पश्चगमन","ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ"
प्रतिवर्तन,ತಿರುವು
पश्चडोल वोल्टता स्पंदक,ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್
पश्च-पश्च-संबंधन,ನಂತರದ ಸಂಬಂಧ
पूर्तिकर,ಮರುಪಾವತಿ
विरोधी वोल्टता,ವಿರೋಧಿ ವೋಲ್ಟೇಜ್
पश्चवर्ती प्रकीर्णन,ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ
अंतराली तरंग,ತೆರಪಿನ ಅಲೆ
कुचालक,ಇನ್ಸುಲೇಟರ್
पैराशूट सहित कूद पड़ना,ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ
तपन,ಬಿಸಿ
"तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
संतोलक,ಬ್ಯಾಲೆನ್ಸರ್
संतुलन,ಸಮತೋಲನ
गोलात चुबक,ಗೋಳಾಕಾರದ
"प्राक्षेपिक, प्राक्षेपिकीय","ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್"
"प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर","ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್, ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್"
प्रक्षेपास्त्र,ಕ್ಷಿಪಣಿ
"प्राक्षेपिकी, अस्त्र विज्ञान","ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
प्रक्षेप,ಪ್ರೊಜೆಕ್ಷನ್
मुक्त प्रक्षेप पथ,ಉಚಿತ ಪಥ
"बैलून, गुब्बारा","ಬಲೂನ್, ಬಲೂನ್"
बामर-असातत्य,ಬಾಲ್ಮರ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
"पट्ट, पट्टी, बैंड .दल","ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್"
धमाका,ಸ್ಫೋಟ
"व्यूह, पुंज, किनारा, बैंक, तट","ವ್ಯೂಹ, ಕಿರಣ, ತೀರ, ದಂಡೆ, ಕರಾವಳಿ"
"स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा","ಕಾಲಮ್, ಬಾರ್, ಕೋಬ್, ಬ್ಲಾಕ್, ಬಾರ್, ರಾಡ್, ಬಾರ್, 8. ಗೋಡೆ, 9. ಲೈನ್, 10. ಎಡ್ಜ್, 1 ಬ್ಲಾಕ್, 1, ಬಾರ್, 1, ಲೈನ್, 1, ಟೆಸ್ಟ್ ಲೈನ್"
बारडीन सिद्धांत,ಬಾರ್ಡೀನ್ ತತ್ವ
बार्कहाउज़एन प्रभाव,ಬರ್ಖೌಸೆನ್ ಪರಿಣಾಮ
बार्लो चक्र,ಬಾರ್ಲೋ ಸೈಕಲ್
दंड चुबंक,ಬಾರ್ ಮ್ಯಾಗ್ನೆಟ್
बार्न,ಕೊಟ್ಟಿಗೆ
वायुदाब-आलेख,ವಾಯು ಒತ್ತಡದ ಗ್ರಾಫ್
"वायुदाबलेखी, बैरोग्राफ","ಬರೋಗ್ರಾಫ್, ಬರೋಗ್ರಾಫ್"
वायुदाबमापी,ವಾಯುಭಾರ ಮಾಪಕ
वायुदाबमिति,ವಾತಾವರಣದ ಒತ್ತಡ
"कर्षमंडल, बैरोमंडल","ಬ್ರಹ್ಮಾಂಡ, ವಾಯುಮಂಡಲ"
