Assamese,Malayalam
বাফাৰিং,ബഫറിംഗ്
বাফাৰিং ক্ষমতা,ബഫറിംഗ് ശേഷി
বাণ্ডাৰ,ബണ്ടർ
বাট্ৰেছ,ബട്രസ്
গ-দিগন্ত,സി-ചക്രവാളം
কেবল,കേബിൾ
কেবল মল্ডিং,കേബിൾ മോൾഡിംഗ്
কেবলিং,കേബിളിംഗ്
কেবিন,ചെറിയമുറി
কেবিন হুক,ക്യാബിൻ ഹുക്ക്
কেবিনেট,കാബിനറ്റ്
কেবল্টৰ চাকৰি এৰিছে,കാബോൾട്ട് ഉപേക്ഷിച്ചു
কেফেটেৰিয়া,കഫറ്റീരിയ
সঁজা,കൂട്ടിൽ
পিঞ্জৰা নিৰ্মাণ,കൂട് നിർമ്മാണം
কয়িনৰ সূত্ৰ,കയീൻ ഫോർമുല
কেইচন,കൈസൺ
কেইচন ৰোগ,കെയ്സൺ രോഗം
কেইচন ফাউণ্ডেচন,കൈസൺ ഫൗണ്ടേഷൻ
কেইচন পাইল,കൈസൺ ചിത
কেলকেয়াৰযুক্ত ইটা,കാൽക്കറിയസ് ഇഷ്ടിക
কেলকেয়াৰযুক্ত মাটি,സുഷിരമുള്ള കളിമണ്ണ്
কেলকেয়াৰযুক্ত খোলা,സുഷിരമുള്ള പുറംതോട്
কেলচিফিকেশন,കാൽസിഫിക്കേഷൻ
কেলচিনেচন,കാൽസിനേഷൻ
কেলচিন,കാൽസൈൻ
কেলচাইট,കാൽസൈറ്റ്
কেলচিয়াম-এলুমিনেট চিমেণ্ট,കാൽസ്യം-അലുമിനേറ്റ് സിമന്റ്
কেলচিয়াম-চিলিকেট ইটা,കാൽസ്യം-സിലിക്കേറ്റ് ഇഷ്ടിക
কেলচিয়াম-চিলিকেট হাইড্ৰেট,കാൽസ്യം-സിലിക്കേറ്റ് ഹൈഡ്രേറ്റ്
কালিচে,കാലിച്ചെ
কেলিফৰ্ণিয়া বেয়াৰিং ৰেচিঅ’,കാലിഫോർണിയ ബെയറിംഗ് റേഷ്യോ
কেলিপাৰ,കാലിപ്പർ
কেলৰিমিটাৰ,കലോറിമീറ്റർ
কেম্বাৰ,കാംബർ
খাল,കനാൽ
কেনপি,മേലാപ്പ്
কেন্টিলিভাৰ ফুটিং,കാന്റിലിവർ ഫൂട്ടിംഗ്
কেপ,തൊപ്പി
ক্ষমতা,ശേഷി
ail ট্ৰেকৰ ক্ষমতা,എയിൽ ട്രാക്കിന്റെ ശേഷി
কেপ কেবল,തൊപ്പി കേബിൾ
কেপিলাৰিটি,കാപ്പിലാരിറ്റി
কেপিলাৰী ব্ৰেক,കാപ്പിലറി ബ്രേക്ക്
কেপিলাৰী প্ৰবাহ,കാപ്പിലറി ഒഴുക്ക്
কেপিলাৰী আৰ্দ্ৰতা বা কেপিলাৰী পানী,കാപ്പിലറി ഈർപ്പം അല്ലെങ്കിൽ കാപ്പിലറി വെള്ളം
কেপিলাৰী ছিদ্ৰ স্থান,കാപ്പിലറി പോർ സ്പേസ്
কেপিলাৰী ছিদ্ৰতা,കാപ്പിലറി പൊറോസിറ്റി
কেপিলাৰী স্থান,കാപ്പിലറി സ്പേസ്
কেপচাৰ বেগ,ക്യാപ്‌ചർ വേഗത
কাৰ্বনেচন,കാർബണേഷൻ
কাৰ্বন ব্লেক,കാർബൺ കറുപ്പ്
Castble অবাধ্য,കാസ്റ്റ്ബിൾ റിഫ്രാക്റ്ററി
কাষ্ট-ইন-প্লেচ বা কাষ্ট-ইন-চিটু,കാസ്റ്റ്-ഇൻ-പ്ലേസ് അല്ലെങ്കിൽ കാസ്റ്റ്-ഇൻ-സിറ്റു
কাষ্ট-ইন-প্লেচ পাইল,കാസ്റ്റ്-ഇൻ-പ്ലേസ് പൈൽ
কেষ্টাৰ,ജാതി
ঢালাই শিল,എറിയുന്ന കല്ല്
অনুঘটক,കാറ്റലിസ്റ്റ്
কেটেনা,കാറ്റെന
মেকুৰীৰ মুখ,പൂച്ച മുഖം
মেকুৰীৰ মূৰ,പൂച്ചയുടെ തല
কেটিয়ন,കാറ്റേഷൻ
মেকুৰী খোজ কাঢ়িব,പൂച്ച നടത്തം
গহ্বৰৰ ক্ষতি,കാവിറ്റേഷൻ കേടുപാടുകൾ
চেলাইট,സെലൈറ്റ്
কোষীয় কংক্ৰিট,സെല്ലുലാർ കോൺക്രീറ്റ്
কোষীয় নিৰ্মাণ,സെല്ലുലാർ നിർമ്മാണം
চিমেণ্ট,സിമന്റ്
"চিমেণ্ট, বিটুমিনাছ","സിമന്റ്, ബിറ്റുമിനസ്"
"চিমেণ্ট, উচ্চ শক্তি","സിമന്റ്, ഉയർന്ന ശക്തി"
"চিমেণ্ট, হাইড্ৰলিক","സിമന്റ്, ഹൈഡ്രോളിക്"
"চিমেণ্ট, কম জুইত","സിമന്റ്, കുറഞ്ഞ ചൂട്"
"চিমেণ্ট, শিলৰ কাম","സിമന്റ്, കൊത്തുപണി"
"চিমেণ্ট, প্ৰাকৃতিক","സിമന്റ്, പ്രകൃതി"
"চিমেণ্ট, পৰ্টলেণ্ড","സിമന്റ്, പോർട്ട്ലാൻഡ്"
"চিমেণ্ট, পৰ্টলেণ্ড ব্লাষ্ট ফাৰ্নেচৰ স্লেগ","സിമന്റ്, പോർട്ട്ലാൻഡ് ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ്"
"চিমেণ্ট, পৰ্টলেণ্ড প&#39;জ&#39;লান","സിമന്റ്, പോർട്ട്ലാൻഡ് പോസോളാൻ"
"চিমেণ্ট, স্লেগ","സിമന്റ്, സ്ലാഗ്"
"চিমেণ্ট, ছালফেট প্ৰতিৰোধী","സിമന്റ്, സൾഫേറ്റ് പ്രതിരോധം"
"চিমেণ্ট, ছুপাৰ ছালফেটেড","സിമന്റ്, സൂപ്പർ സൾഫേറ്റ്"
"চিমেণ্ট, বগা","സിമന്റ്, വെള്ള"
চিমেণ্ট-এগ্ৰিগেটৰ অনুপাত,സിമന്റ്-അഗ്രഗേറ്റ് അനുപാതം
চিমেণ্টৰ পৰিমাণ,സിമന്റ് ഉള്ളടക്കം
চিমেণ্ট জেল,സിമന്റ് ജെൽ
চিমেণ্টৰ বন্দুক,സിമന്റ് തോക്ക്
চিমেণ্টৰ ভঁৰাল,സിമന്റ് ചൂള
চিমেণ্টৰ ৰং,സിമന്റ് പെയിന്റ്
চিমেণ্টৰ প্লাষ্টাৰ,സിമന്റ് പ്ലാസ്റ്റർ
চিমেণ্টৰ শিল,സിമന്റ് പാറ
চিমেণ্টৰ গোন্ধ,സിമന്റ് സ്ലറി
চিমেণ্ট সংৰক্ষণ,സിമന്റ് സംഭരണം
চিমেণ্টেচন প্ৰক্ৰিয়া,സിമന്റേഷൻ പ്രക്രിയ
কেন্দ্ৰীকৰণ,കേന്ദ്രീകരിക്കുന്നു
চেণ্টাৰিং আৰু শ্বাটাৰিং,കേന്ദ്രീകരിക്കലും ഷട്ടറിംഗും
কেন্দ্ৰীয় মিশ্ৰিত কংক্ৰিট,സെൻട്രൽ മിക്സഡ് കോൺക്രീറ്റ്
কেন্দ্ৰীয় মিক্সাৰ,സെൻട്രൽ മിക്സർ
কেন্দ্ৰপৃথক ফেন,അപകേന്ദ്ര ഫാൻ
চক,ചോക്ക്
চেমফাৰ,ചാംഫർ
চেমফাৰ ষ্ট্ৰিপ,ചേംഫർ സ്ട്രിപ്പ്
চেনেল বিম,ചാനൽ ബീം
বৈশিষ্ট্যপূৰ্ণ বোজা,സ്വഭാവസവിശേഷത ലോഡ്
বৈশিষ্ট্যপূৰ্ণ শক্তি,സ്വഭാവ ശക്തി
চাৰ্জ অফ কৰক,ചാർജ്ജ് ഓഫ്
চাৰ্জিং,ചാർജിംഗ്
পৰীক্ষা কৰি আছে,പരിശോധിക്കുന്നു
ৰাসায়নিক বন্ধন,കെമിക്കൽ ബോണ്ട്
চেৰনোজেম,ചെർനോസെം
চেষ্টনাটৰ মাটি,ചെസ്റ്റ്നട്ട് മണ്ണ്
চিমনিৰ নালা,ചിമ്മിനി ഗട്ടർ
চিপ বৰ্ড,ചിപ്പ് ബോർഡ്
চিপিং,ചിപ്പിംഗ്
চিপছ,ചിപ്സ്
চুটে,ചട്ടി
শ্ৰেণী (কংক্ৰিটৰ),ക്ലാസ് (കോൺക്രീറ്റ്)
বোকা মাটি,കളിമണ്ണ്
মাটিৰ পৰিমাণ,കളിമൺ ഉള്ളടക്കം
মাটিৰ কেৰাহী,കളിമൺ പാൻ
ক্লিনআউট,പൂർണമായി കാലിയാക്കുക
চাফ-চিকুণ কৰক,ക്ലീനപ്പ്
ক্লিট কৰক,ക്ലീറ്റ്
ক্লিংকাৰ,ക്ലിങ്കർ
ক্লিপ,ക്ലിപ്പ്
জমা হোৱা,കട്ടപിടിക്കൽ
মোটা গোটা পদাৰ্থ,നാടൻ മൊത്തത്തിലുള്ളത്
মোটা দানাযুক্ত মাটি,പരുക്കൻ ധാന്യമുള്ള മണ്ണ്
কোট,കോട്ട്
কফাৰ বান্ধ,കോഫർ ഡാം
সংহতি,ഒത്തുചേരൽ
কলয়ড,കൊളോയിഡ്
কলয়ডাল আৰ্দ্ৰতাৰ সমতুল্য অনুপাত,കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം
কলয়ডাল ব্যৱস্থা,കൊളോയ്ഡൽ സിസ്റ്റം
কলুভিয়াল মাটি,കൊളുവിയൽ മണ്ണ്
স্তম্ভ,കോളം
কম্বড ফিনিচিং,കോമ്പഡ് ഫിനിഷ്
সংযুক্ত ফুটিং,സംയോജിത കാൽപ്പാദം
সংযুক্ত পানী,സംയോജിത വെള്ളം
কমন ৰুম,പൊതു മുറി
সম্পূৰ্ণ হোৱাৰ প্ৰমাণ পত্ৰ,പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്
উপাদান বৰ্গ,ഘടകം ചതുരം
কংক্ৰিট,കോൺക്രീറ്റ്
কংক্ৰিচন,കോൺക്രീഷൻ
একত্ৰিত হাৰ/ফ্লেট হাৰ,ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്
দূষক পদাৰ্থ,മലിനീകരണം
ৰন্ধা-বঢ়াৰ এলকোভ,ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു
মোকাবিলা কৰা,നേരിടുകയാണ്
কৰ্বেল,കോർബെൽ
কৰ্নিচ,കോർണിസ്
কাপলাৰ,കപ്ലർ
"কাপলাৰ, ডাবল","കപ്ലർ, ഇരട്ട"
"কাপলাৰ, পুটলগ","കപ്ലർ, പുട്ട്ലോഗ്"
"কাপলাৰ, চুইভেল","കപ്ലർ, സ്വിവൽ"
ধাৰা,കോഴ്സ്
কোৰ্চ কৰা ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ
আবৃত অঞ্চল,മൂടിയ പ്രദേശം
অধম,ഇഴയുക
ক্ৰিপ সহগ,ക്രീപ്പ് കോഫിഫിഷ്യന്റ്
ক্ৰ&#39;ট&#39;ভাইন,ക്രോട്ടോവിൻ
কাউৰী ভৰি,കാക്ക കാൽ
ক্ৰাম গঠন,നുറുക്കിന്റെ ഘടന
প্ৰতিবন্ধক,കർബ്
সোঁত,നിലവിലുള്ളത്
বক্ৰ প্ৰতিৰোধ ক্ষমতা,വക്ര പ്രതിരോധം
ডেম্প প্ৰুফ কোৰ্চ,ഈർപ്പം പ്രൂഫ് കോഴ്സ്
সম্পূৰ্ণ হোৱাৰ তাৰিখ,പൂർത്തിയാക്കിയ തീയതി
ডেড লোড,ഡെഡ് ലോഡ്
মৰা পানী,ചത്ത വെള്ളം
ডেচিবেল,ഡെസിബെൽ
ডিফ্ল’কুলেচন,ഡിഫ്ലോക്കുലേഷൻ
বায়ুমণ্ডলৰ মাত্ৰা বা বায়ু স্থান অনুপাত,വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം
একত্ৰীকৰণৰ মাত্ৰা,അഗ്രഗേഷൻ ബിരുദം
বিক্ষিপ্ততাৰ মাত্ৰা,വ്യാപനത്തിന്റെ അളവ്
চেচুৰেচনৰ ডিগ্ৰী,സാച്ചുറേഷൻ ഡിഗ്രി
ঘনত্ব,സാന്ദ്രത
মৰুভূমিৰ ফুটপাথ,മരുഭൂമിയിലെ നടപ്പാത
মৰুভূমিৰ মাটি,മരുഭൂമിയിലെ മണ്ണ്
সবিশেষ,വിശദാംശങ്ങൾ
উন্নয়নৰ সময়ছোৱা,വികസന കാലയളവ്
ডি-দিগন্ত,ഡി-ചക്രവാളം
তিৰ্যক বন্ধন,ഡയഗണൽ ബോണ്ട്
ডায়াগ্ৰাম,ഡയഗ്രം
ডিজিটেল ডক,ഡിജിറ്റൽ ഡോക്ക്
ভিন্নতামূলক পানীৰ হাৰ,വ്യത്യസ്ത ജലനിരക്ക്
পাতল কৰা ভেণ্টিলেচন,ഡില്യൂഷൻ വെന്റിലേഷൻ
ডিলুভিয়াম,ഡിലുവിയം
খোৱাঘৰ,ഡൈനിംഗ് റൂം
দিশৰ পেগ,ദിശ കുറ്റി
বিক্ষিপ্ততা,വിസരണം
ডিষ্টেম্পাৰ,ഡിസ്റ്റെമ്പർ
ডক,മുറിവാല്
দুৱাৰ,വാതിൽ
ডৰ্মাৰ,ഡോർമർ
ডৰ্মাৰ চেক,ഡോർമർ പരിശോധന
ডাবল ফ্লেমিছ বণ্ড,ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്
ডাবল লেয়াৰ,ഇരട്ട പാളി
ডৱেল,ഡോവൽ
অংকন বৰ্ড,വരക്കാനുള്ള ബോർഡ്
ড্ৰয়িং ৰুম,സന്ദര്ശകമുറി
ড্ৰিফ্ট,ഡ്രിഫ്റ്റ്
শুকান বাল্বৰ উষ্ণতা,ഉണങ്ങിയ ബൾബ് താപനില
শুকান ডক,ഡ്രൈ ഡോക്ക്
শুকান ৰবৰৰ শিলৰ কাম,ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി
ডাচ বণ্ড,ഡച്ച് ബോണ്ട്
বামন দেৱাল,കുള്ളൻ മതിൽ
বাসস্থানৰ ইউনিট,പാർപ്പിട യൂണിറ്റ്
ইভ,ഈവ്
ইভছ নালা,ഈവ്സ് ഗട്ടർ
অৰ্থনৈতিক সম্ভাৱনীয়তা,സാമ്പത്തിക സാധ്യത
বহিঃগতিশীল মাটি,എക്ടോഡൈനാമോർഫിക് മണ്ണ്
এডি,എഡ്ഡി
ফলপ্ৰসূ আকাৰ,ഫലപ്രദമായ വലിപ്പം
ফুলৰ ফুলনি,പുഷ്പം
এফ্লুৱেণ্ট,മലിനജലം
উচ্চতা,ഉയരത്തിലുമുള്ള
এলুভিয়েচন,എലുവിയേഷൻ
এলুভিয়াম,എലൂവിയം
এণ্ডোডাইনামৰ্ফিক মাটি,എൻഡോഡൈനാമോർഫിക് മണ്ണ്
অভিযান্ত্ৰিক সম্ভাৱনীয়তা,എഞ്ചിനീയറിംഗ് സാധ്യത
ইংৰাজী বণ্ড,ഇംഗ്ലീഷ് ബോണ്ട്
ইংৰাজী বাগিচাৰ দেৱালৰ বণ্ড,ഇംഗ്ലീഷ് ഗാർഡൻ വാൾ ബോണ്ട്
"ইপিএম (প্ৰতি মিলিয়নৰ সমতুল্য),&quot;","EPM (ഒരു ദശലക്ഷത്തിന് തുല്യം),&quot;"
সমতুল্য ওজন,തുല്യ ഭാരം
Erg,ഉദാ
বিনিময়যোগ্য,കൈമാറ്റം ചെയ്യാവുന്നത്
বিনিময়যোগ্য এচিডিটি,കൈമാറ്റം ചെയ്യാവുന്ന അസിഡിറ്റി
বিনিময়যোগ্য ছডিয়াম শতাংশ (ESP),കൈമാറ്റം ചെയ്യാവുന്ന സോഡിയം ശതമാനം (ESP)
ই এছ পি.,ഇ.എസ്.പി.
বিনিময় এচিডিটি,അസിഡിറ്റി കൈമാറ്റം ചെയ്യുക
এক্সচেঞ্জ কমপ্লেক্স,എക്സ്ചേഞ്ച് കോംപ്ലക്സ്
নিষ্কাশন,എക്സോസ്റ്റ്
উন্মুক্ত ফিনিচিং,തുറന്ന ഫിനിഷ്
নয়ন,കണ്ണ്
চকুৰ ভ্ৰূ,കണ് പുരികം
মুখামুখি,അഭിമുഖീകരിക്കുന്നു
বন্ধনৰ সন্মুখীন হোৱা,ഫേസിംഗ് ബോണ്ട്
সুৰক্ষাৰ কাৰক,സുരക്ഷാ ഘടകം
পৰি যোৱা,വീഴ്ച
ফেচিয়া,ഫേഷ്യ
ফেচিয়া বৰ্ড,ഫേഷ്യൽ ബോർഡ്
দোষ,തെറ്റ്
পথাৰ আৰ্দ্ৰতা,വയലിലെ ഈർപ്പം
চূড়ান্ত আৰ্দ্ৰতাৰ সমতুল্য,അന്തിമ ഈർപ്പം തുല്യമാണ്
ফিলেট (মৰ্টাৰৰ),ഫില്ലറ്റ് (മോർട്ടാർ)
চূড়ান্ত,ഫൈനൽ
চূড়ান্ত জোখ-মাখ,അന്തിമ അളവ്
চূড়ান্ত পেমেণ্টq,അന്തിമ പേയ്മെന്റ്q
চূড়ান্ত প্ৰি ষ্ট্ৰেছ,ഫൈനൽ പ്രീ-സ്ട്രെസ്
চূড়ান্ত উত্তেজনা,അവസാന പിരിമുറുക്കം
আৰ্থিক সম্ভাৱনীয়তা,സാമ്പത്തിക സാധ്യത
মিহি গোটা পদাৰ্থ,ഫൈൻ അഗ്രഗേറ്റ്
ছিন্নভিন্ন শিল,പിളർന്ന പാറ
পতাকা শিল,പതാക കല്ല്
ফ্লেমিছ বন্ধন,ഫ്ലെമിഷ് ബോണ്ട്
ফিচফিচাই থকা,മിന്നുന്നു
ঝলমলীয়া ধাৰা,മിന്നുന്ന പ്രവാഹം
সমতল চাল,പരന്ന മേൽക്കൂര
ফ্লেচে,ഫ്ലെഷെ
ফ্লেমিছ বাগিচাৰ দেৱালৰ বন্ধন,ഫ്ലെമിഷ് ഗാർഡൻ വാൾ ബോണ്ട്
ফ্লিন্ট,ഫ്ലിന്റ്
ফ্লিণ্টৰ দেৱাল,ഫ്ലിന്റ് മതിൽ
ভাসমান মজিয়া,ഫ്ലോട്ടിംഗ് ഫ്ലോർ
ফ্লকুলেচন,ഫ്ലോക്കുലേഷൻ
ফ্লকুলেচন সীমা,ഫ്ലോക്കുലേഷൻ പരിധി
ফ্লকুলেচন অনুপাত,ഫ്ലോക്കുലേഷൻ അനുപാതം
ফ্লকুলেছ,ഫ്ലോക്കുളുകൾ
মজিয়া,തറ
মজিয়াৰ ছীল,ഫ്ലോർ സീൽ
বৈ অহা,ഒഴുക്ക്
উঠা-নমা,ഏറ്റക്കുറച്ചിലുകൾ
ফুটিং,കാൽനടയായി
ভেঁটি,ഫൗണ്ടേഷൻ
ফ্ৰী ফ&#39;ল বেৰ&#39; টপিং মিক্সাৰ,ഫ്രീ ഫാൾ ബാരോ ടോപ്പിംഗ് മിക്സർ
ফ্ৰী ফ&#39;ল মিক্সাৰ (ড্ৰাম টাইপ),ഫ്രീ ഫാൾ മിക്സർ (ഡ്രം തരം)
মুক্ত শিল,സ്വതന്ത്ര കല്ല്
ফ্ৰেছেট,ഫ്രെഷെറ്റ്
ঘৰ্ষণৰ স্তূপ,ഘർഷണ കൂമ്പാരം
ভেকুলী,തവള
গেবল,ഗേബിൾ
গেবলেট,ഗബ്ലെറ്റ്
গাম্ব্ৰেলৰ চাল,ഗാംബ്രൽ മേൽക്കൂര
জোখ লোৱা,ഗേജ്
গেজিং অংশ,അളക്കൽ വിഭാഗം
গেজিং ষ্টেচন,ഗേജിംഗ് സ്റ്റേഷൻ
