Tamil,English
தாங்கும் பைல்,Bearing pile
தாங்கி அடுக்கு,Bearing stratum
படுக்கை,Bed
படுக்கை விமானம்,Bedding plane
படுக்கை கூட்டு,Bed joint
படுக்கை பாறை,Bed rock
படுக்கை அறை,Bed room
தேன் மெழுகு,Beeswax
மணி பெட்டி,Bell box
பெல்லிங் வாளி,Belling bucket
பெல்லோஃப்ராம்,Bellofram
பெஞ்ச் அடித்தளம்,Benched foundation
பெஞ்சிங்,Benching
பெஞ்ச் மார்க்,Bench mark
நன்மை செலவு பகுப்பாய்வு,Benefit cost analysis
பெர்ம்,Berm
வளைந்த மூடல்,Bevelled closure
"பி-ஹரைசன்,&quot;பி-","B-horizon,""B-"
பயாட்,Biat
பைண்டர்,Binder
பிணைப்பு பொருள்,Binding material
பயோட்டின் கோட்பாடு,Biot's theory
பிடுமின்,Bitumen
கருப்பு பருத்தி மண்,Black cotton soil
கருப்பு பூமி,Black earth 
கருப்பு தரை மண்,Black turf soil
கத்தி,Blade
ஊது உலை கசடு சிமெண்ட்,Blast furnace slag cement
தடுப்பு அமைப்பு,Blocky structure
போகி எதிர்ப்பு,Bogie resistance
போக்-இரும்பு தாது,Bog-iron ore
பத்திரம்,Bond
பிணைக்கப்பட்ட உறுப்பினர்,Bonded member
பிணைக்கப்பட்ட பிந்தைய பதற்றம்,Bonded post tensioning
பத்திர கல்,Bond stone
கட்டுப்பட்ட நீர்,Bound water
பெட்டி சாக்கடை,Box gutter
பிரேஸ்,Brace
விளிம்பில் செங்கல்,Brick-on-edge
கடிவாளம்,Bridle
பிரகாசம்,Brightness
பழுப்பு மண்,Brown soil
கட்டிடம்,Building
கட்டிட சர்வேயர்,Building surveyor
தாங்கல்,Buffer
தாங்கல் வளைவு,Buffer curve
தாங்கல்,Buffering
தாங்கல் திறன்,Buffering capacity
பண்டர்,Bunder
பட்டர்ஸ்,Buttress
சி-அடிவானம்,C-horizon
கேபிள்,Cable
கேபிள் மோல்டிங்,Cable moulding
கேபிளிங்,Cabling
அறை,Cabin
கேபின் ஹூக்,Cabin hook
மந்திரி சபை,Cabinet
கபோல்ட் வெளியேறினார்,Cabolt's quit
சிற்றுண்டியகம்,Cafeteria
கூண்டு,Cage
கூண்டு கட்டுமானம்,Cage construction
கெய்னின் சூத்திரம்,Cain's formula
கெய்சன்,Caisson
கெய்சன் நோய்,Caisson disease
கெய்சன் அடித்தளம்,Caisson foundation
கெய்சன் குவியல்,Caisson pile
சுண்ணாம்பு செங்கல்,Calcareous brick
சுண்ணாம்பு களிமண்,Calcareous clay
சுண்ணாம்பு மேலோடு,Calcareous crust
கால்சிஃபிகேஷன்,Calcification
கால்சினேஷன்,Calcination
கால்சின்,Calcine 
கால்சைட்,Calcite
கால்சியம்-அலுமினேட் சிமெண்ட்,Calcium-aluminate cement
கால்சியம்-சிலிகேட் செங்கல்,Calcium-silicate brick
கால்சியம்-சிலிகேட் ஹைட்ரேட்,Calcium-silicate hydrate
கலிச்சே,Caliche
கலிபோர்னியா தாங்கி விகிதம்,California bearing ratio
காலிபர்,Caliper
கலோரிமீட்டர்,Calorimeter
கேம்பர்,Camber
கால்வாய்,Canal
விதானம்,Canopy
கான்டிலீவர் அடிவாரம்,Cantilever footing
தொப்பி,Cap
திறன்,Capacity
ஆயில் பாதையின் திறன்,Capacity of ail track
தொப்பி கேபிள்,Cap cable
கேபிலரிட்டி,Capillarity
தந்துகி முறிவு,Capillary break
தந்துகி ஓட்டம்,Capillary flow
தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்,Capillary moisture or capillary water
தந்துகி துளை இடம்,Capillary pore space
கேபிலரி போரோசிட்டி,Capillary porosity
தந்துகி வெளி,Capillary space
பிடிப்பு வேகம்,Capture velocity
கார்பனேற்றம்,Carbonation
கார்பன் கருப்பு,Carbon black
காஸ்ட்பிள் பயனற்ற,Castble refractory
காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு,Cast-in-place or cast-in-situ
காஸ்ட்-இன்-பிளேஸ் பைல்,Cast-in-place pile
ஆமணக்கு,Castor
வார்ப்பு கல்,Cast stone
வினையூக்கி,Catalyst
கேட்டனா,Catena
பூனை முகம்,Cat face
பூனை தலை,Cat head
கேஷன்,Cation
பூனை நடை,Cat walk
குழிவுறுதல் சேதம்,Cavitation damage
செலைட்,Celite
செல்லுலார் கான்கிரீட்,Cellular concrete
செல்லுலார் கட்டுமானம்,Cellular construction
சிமெண்ட்,Cement
"சிமெண்ட், பிட்மினஸ்","Cement, bituminous"
"சிமெண்ட், அதிக வலிமை","Cement, high strength"
"சிமெண்ட், ஹைட்ராலிக்","Cement, hydraulic"
"சிமெண்ட், குறைந்த வெப்பம்","Cement, low heat"
"சிமெண்ட், கொத்து","Cement, masonary"
"சிமெண்ட், இயற்கை","Cement, natural"
"சிமெண்ட், போர்ட்லேண்ட்","Cement, portland"
"சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்","Cement, portland blast furnace slag"
"சிமெண்ட், போர்ட்லேண்ட் போஸோலன்","Cement, portland pozzolan"
"சிமெண்ட், கசடு","Cement, slag"
"சிமெண்ட், சல்பேட் எதிர்ப்பு","Cement, sulphate resistant"
"சிமெண்ட், சூப்பர் சல்பேட்","Cement, super sulphated"
"சிமெண்ட், வெள்ளை","Cement, white"
சிமெண்ட்-மொத்த விகிதம்,Cement-aggregate ratio
சிமெண்ட் உள்ளடக்கம்,Cement content
சிமெண்ட் ஜெல்,Cement gel
சிமெண்ட் துப்பாக்கி,Cement gun
சிமெண்ட் சூளை,Cement kiln
சிமெண்ட் பெயிண்ட்,Cement paint
சிமெண்ட் பூச்சு,Cement plaster
சிமெண்ட் பாறை,Cement rock
சிமெண்ட் குழம்பு,Cement slurry
சிமெண்ட் சேமிப்பு,Cement storage
சிமெண்டேஷன் செயல்முறை,Cementation process
மையப்படுத்துதல்,Centering
மையப்படுத்துதல் மற்றும் மூடுதல்,Centering and shuttering
மத்திய கலப்பு கான்கிரீட்,Central mixed concrete
மத்திய கலவை,Central mixer
மையவிலக்கு விசிறி,Centrifugal fan
சுண்ணாம்பு,Chalk
சேம்ஃபர்,Chamfer
சேம்பர் துண்டு,Chamfer strip
சேனல் கற்றை,Channel beam
சிறப்பியல்பு சுமை,Characteristic load
பண்பு வலிமை,Characteristic strength
சார்ஜ் ஆஃப்,Charge off
சார்ஜ் செய்கிறது,Charging
சரிபார்க்கிறது,Checking
இரசாயன பிணைப்பு,Chemical bond
செர்னோசெம்,Chernozem
கஷ்கொட்டை மண்,Chestnut soil
புகைபோக்கி சாக்கடை,Chimney gutter
சிப் போர்டு,Chip board
சிப்பிங்,Chipping
சீவல்கள்,Chips
சரிவு,Chute
வகுப்பு (கான்கிரீட்),Class (of concrete)
களிமண்,Clay
களிமண் உள்ளடக்கம்,Clay content
களிமண் பான்,Clay pan
சுத்தம் செய்,Cleanout
சுத்தம் செய்,Clean up
கிளீட்,Cleat
கிளிங்கர்,Clinker
கிளிப்,Clip
உறைதல்,Coagulation
கரடுமுரடான மொத்த,Coarse aggregate
கரடுமுரடான தானிய மண்,Coarse grained soil
கோட்,Coat
காஃபர் அணை,Coffer dam
ஒருங்கிணைப்பு,Cohesion
கொலாய்டு,Colloid
கூழ் ஈரப்பதம் சமமான விகிதம்,Colloidal moisture equivalent ratio
கூழ் அமைப்பு,Colloidal system
கொலுவல் மண்,Colluvial soil
நெடுவரிசை,Column
சீப்பு பூச்சு,Combed finish
இணைந்த அடி,Combined footing
ஒருங்கிணைந்த நீர்,Combined water
பொதுவான அறை,Common room
நிறைவு சான்றிதழ்,Completion certificate
கூறு சதுரம்,Component square
கான்கிரீட்,Concrete
கான்கிரீட்,Concretion
ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்,Consolidated rate/flat rate
அசுத்தங்கள்,Contaminants
அல்கோவ் சமையல்,Cooking alcove
சமாளிப்பது,Coping
கோர்பெல்,Corbel
கார்னிஸ்,Cornice
இணைப்பான்,Coupler
"கப்லர், இரட்டை","Coupler, double"
"கப்லர், புட்லாக்","Coupler, putlog"
"இணைப்பு, சுழல்","Coupler, swivel"
பாடநெறி,Course
சீரற்ற இடிந்த கொத்து,Coursed random rubble masonry
மூடப்பட்ட பகுதி,Covered area
தவழும்,Creep
க்ரீப் குணகம்,Creep coefficient
குரோடோவின்,Crotovine
காக்கை கால்,Crow foot
நொறுக்குத் தீனி அமைப்பு,Crumb structure
கட்டுப்படுத்து,Curb
தற்போதைய,Current
வளைவு எதிர்ப்பு,Curve resistance
ஈரப்பதம் இல்லாத பாடநெறி,Damp proof course
நிறைவு தேதி,Date of completion
நிலைச்சுமை,Dead load
இறந்த நீர்,Dead water
டெசிபல்,Decibel
டிஃப்ளோகுலேஷன்,Deflocculation
காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்,Degree of aeration or air space ratio
திரட்டல் பட்டம்,Degree of aggregation
சிதறல் பட்டம்,Degree of dispersion
செறிவூட்டல் பட்டம்,Degree of saturation
அடர்த்தி,Density
பாலைவன நடைபாதை,Desert pavement
பாலைவன மண்,Desert soil
விவரங்கள்,Details
வளர்ச்சி காலம்,Development period
டி-அடிவானம்,D-horizon
மூலைவிட்ட பிணைப்பு,Diagonal bond
வரைபடம்,Diagram
டிஜிட்டல் டாக்,Digital dock
வேறுபட்ட நீர் விகிதம்,Differential water rate
நீர்த்த காற்றோட்டம்,Dilution ventilation
டிலுவியம்,Diluvium
சாப்பிடும் அல்லது உணவருந்தும் அறை,Dining room
திசை ஆப்பு,Direction peg
சிதறல்,Dispersion
டிஸ்டெம்பர்,Distemper
கப்பல்துறை,Dock
கதவு,Door
டார்மர்,Dormer
டார்மர் சோதனை,Dormer check
இரட்டை சதை பிணைப்பு,Double flemish bond
இரட்டை அடுக்கு,Double layer
டோவல்,Dowel
வரைதல் பலகை,Drawing board
வரைதல் அறை,Drawing room
சறுக்கல்,Drift
உலர் குமிழ் வெப்பநிலை,Dry bulb temperature
உலர் கப்பல்துறை,Dry dock
உலர் ரப்பர் கொத்து,Dry rubber masonry
டச்சு பத்திரம்,Dutch bond
குள்ள சுவர்,Dwarf wall
குடியிருப்பு அலகு,Dwelling unit
ஈவ்,Eave
ஈவ்ஸ் சாக்கடை,Eaves gutter
பொருளாதார சாத்தியம்,Economic feasibility
எக்டோடைனமார்பிக் மண்,Ectodynamorphic soil
எட்டி,Eddy
பயனுள்ள அளவு,Effective size
மலர்ச்சி,Efflorescence
கழிவுநீர்,Effluent
உயரம்,Elevation
எலுவியேஷன்,Eluviation
எலுவியம்,Eluvium
எண்டோடைனமார்பிக் மண்,Endodynamorphic soil
பொறியியல் சாத்தியம்,Engineering feasibility
ஆங்கில பத்திரம்,English bond
ஆங்கில தோட்ட சுவர் பத்திரம்,English garden wall bond
"EPM (ஒரு மில்லியனுக்கு சமம்),&quot;","E.P.M. (equivalent per million),"""
சமமான எடை,Equivalent weight
எ.கா,Erg
மாற்றத்தக்கது,Exchangeable
மாற்றக்கூடிய அமிலத்தன்மை,Exchangeable acidity
மாற்றக்கூடிய சோடியம் சதவீதம் (ESP),Exchangeable sodium percentage (ESP)
ஈ.எஸ்.பி.,E. S P.
பரிமாற்ற அமிலத்தன்மை,Exchange acidity
பரிமாற்ற வளாகம்,Exchange complex
வெளியேற்ற,Exhaust
வெளிப்பட்ட பூச்சு,Exposed finish
கண்,Eye
கண் புருவம்,Eye brow
எதிர்கொள்ளும்,Facing
எதிர்கொள்ளும் பிணைப்பு,Facing bond
பாதுகாப்பு காரணி,Factor of safety
வீழ்ச்சி,Fall
ஃபேசியா,Facia
முக பலகை,Facia board
தவறு,Fault
வயல் ஈரப்பதம்,Field moisture
இறுதி ஈரப்பதம் சமம்,Final moisture equivalent
ஃபில்லட் (மோட்டார்),Fillet (of mortar)
இறுதி,Finial
இறுதி அளவீடு,Final measurement
இறுதி கட்டணம்,Final paymentq
இறுதி முன் மன அழுத்தம்,Final pre stress
இறுதி பதற்றம்,Final tension
நிதி சாத்தியம்,Financial feasibility
நேர்த்தியான மொத்த,Fine aggregate
பிளவுபட்ட பாறை,Fissured rock
கொடி கல்,Flag stone
பிளெமிஷ் பிணைப்பு,Flemish bond
ஒளிரும்,Flashing
பளிச்சிடும் ஓடை,Flashy stream
தட்டையான கூரை,Flat roof
Fleche,Fleche
பிளெமிஷ் தோட்ட சுவர் பிணைப்பு,Flemish garden wall bond
பிளின்ட்,Flint
பிளின்ட் சுவர்,Flint wall
மிதக்கும் தளம்,Floating floor
ஃப்ளோக்குலேஷன்,Flocculation
ஃப்ளோகுலேஷன் வரம்பு,Flocculation limit
ஃப்ளோகுலேஷன் விகிதம்,Flocculation ratio
ஃப்ளோக்குல்ஸ்,Floccules
தரை,Floor
மாடி முத்திரை,Floor seal
ஓட்டம்,Flow
ஏற்ற இறக்கம்,Fluctuation
காலடி,Footing
அறக்கட்டளை,Foundation
இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்,Free fall barrow topping mixer
இலவச வீழ்ச்சி கலவை (டிரம் வகை),Free fall mixer (drum type)
இலவச கல்,Free stone
புதியது,Freshet
உராய்வு குவியல்,Friction pile
தவளை,Frog
கேபிள்,Gable
கேப்லெட்,Gablet
சூதாட்ட கூரை,Gambrel roof
அளவீடு,Gauge
அளவிடும் பிரிவு,Gauging section
அளவிடும் நிலையம்,Gauging station
பொதுவான இருப்பிடத் திட்டம்,General location plan
பொது காற்றோட்டம்,General ventilation
G அடிவானம் அல்லது gley அடிவானம்,G horizon or gley horizon
வரை பனிப்பாறை,Glacial till
Gneiss,Gneiss
பொருட்கள் முற்றம்,Goods yard
சாய்வு எதிர்ப்பு,Gradient resistance
கிரானைட்,Granite
சிறுமணி அமைப்பு,Granular structure
குருணையாக்கம்,Granulation
சிறுமணி,Granule
ஈர்ப்பு நீர் இல்லாத நீர்,Gravitational water free water
ஈர்ப்பு முற்றம்,Gravitational yard
பெரிய மண் குழு,Great soil group
கிரில்லேஜ் அடித்தளம்,Grillage foundation
தரையில் கை மோல்டிங்,Ground hand moulding
குழுவாக்கப்பட்ட கப்பல்துறை,Grouped dock
குழு வீடுகள்,Group housing
விருந்தினர் அறை,Guest room
சாக்கடை,Gutter
சாக்கடை சுமப்பவர்,Gutter bearer
கால்வாய் சோதனை,Gutter check
சுத்தி அலங்காரம்,Hammer dressing
துறைமுகம்,Harbour
புகலிடத் துறைமுகம்,Harbour of refuge
கடினமான பான்,Hard pan
தலைப்பு,Header
தலைப்பு பத்திரம்,Header bond
தலைப்பு பாடநெறி,Header course
தலை வாயில் அமைப்பு,Head gate structure
கால்வாயின் தலைவர்,Head of canal
தலைமை சீராக்கி,Head regulator
ஹெர்ரிங் எலும்பு பிணைப்பு,Herring bone bond
இதயம்,Hearting
ஈரமாக்கும் வெப்பம்,Heat of wetting
உயர் அலுமினா சிமெண்ட்,High alumina cement
இடுப்பு,Hip
ஹிப் கேப்பிங்,Hip capping
இடுப்பு முனை,Hipped end
ஹூட்,Hood
ஹூட் மோல்டிங்,Hood moulding
ஹூக்கின் சட்டம்,Hook's law
வளைய இரும்பு,Hoop iron
அடிவானம்,Horizon
ஈரப்பதமாக்குதல்,Humidification
"ஈரப்பதம், முழுமையானது","Humidity, absolute"
"ஈரப்பதம், உறவினர்","Humidity, relative"
ஹம்ப் யார்டு,Hump yard
ஹைட்ராலிக் அழுத்தம்,Hydraulic pressure
நீரேற்றம்,Hydration
நீராற்பகுப்பு,Hydrolysis
ஹைட்ரோலைடிக் அமிலத்தன்மை,Hydrolytic acidity
ஹைட்ரோமார்பிக் மண்,Hydromorphic soil
ஹைட்ரோஃபிலிக் கொலாய்டு,Hydrophilic colloid
ஹைட்ரோபோபிக் கொலாய்டு,Hydrophobic colloid
ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்,Hydrostatic pressure ratio
ஹைக்ரோஸ்காப்டிக் குணகம்,Hygroscaptic coefficient
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,Hygroscopic moisture
ஹைட்ரோஸ்கோபிசிட்டி,Hydroscopicity
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,Hygroscopic moisture
ஹைபர்பேரிக் அறை,Hyperbaric chamber
ஹைப்பர்ஸ்டேடிக் சட்டகம்,Hyperstatic frame
ஹைப்சோமீட்டர்,Hypsometer
வெளிச்சம்,Illumination
உட்புகுதல் ஈரப்பதம்,Imbibation moisture
முதிர்ச்சியடையாத மண்,Immature soil
சிறைபிடிக்கப்பட்ட கப்பல்துறை,Impounded dock
நில வருவாய் அதிகரிப்பு,Increment of land revenue
சுதந்திர சாரக்கட்டு,Independent scaffold
உள்வாங்கப்பட்டது,Indurated
ஆரம்ப அழுத்த அழுத்தம்,Initial prestress
ஆரம்ப பதற்றம்,Initial tension
உள்நாட்டு நீர்வழி துறைமுகம்,Inland waterway port
காப்பு பலகை,Insulating board
இடைநிலை துறைமுகம்,Intermediate port
உள் உராய்வு,Internal friction
உள் மண்டல மண்,Intrazonal soil
அயன்,Ion
அயன் பரிமாற்றம்,Ion exchange
இரும்பு சட்டி,Iron pan
பாசன நிலம்,Irrigated land
நீர்ப்பாசனம்,Irrigation
பாசன செஸ்,Irrigation cess
ஜம்ப்,Jamb
தள்ளாட்டம்,Joggle
ஜாக்கிள் முள்,Joggle pin
ஜூல்,Joule
குதிப்பவர்,Jumper
கிலோகிராம்,Kilogram
கிலோகிராம் படை,Kilogram force
கிலோகிராம் விசை மீட்டர்,Kilogram force meter
கிலோவாட் மணி,Kilowatt hour
கிங் மூடல்,King closure
சமையலறை,Kitchen
லேஸ்டு நெடுவரிசை,Laced column
பின்னடைவு,Lagging
லமெல்லா வேர்,Lamella root
லேமினார் ஓட்டம்,Laminar flow
விளக்கு துளை,Lamp hole
நிலப் பெருக்கம்,Land accretion
நில சறுக்கல்,Land sliding
லேட்டரைட்,Laterite
லேட்டரைட் மண்,Laterite soil
பெரிய எண்களின் சட்டம்,Law of large numbers
தளவமைப்பு திட்டம்,Layout plan
பேரேடு,Ledger
சுண்ணாம்பு பான்,Lime pan
லிண்டல்,Lintel
திரவ வரம்பு,Liquid limit
நேரடி சுமை,Live load
களிமண்,Loam
உள்ளூர் வெளியேற்ற காற்றோட்டம்,Local exhaust ventilation
லோகோ முற்றம்,Loco yard
லூஸ்,Loess
குறைந்த பிளாஸ்டிக் வரம்பு,Lower plastic limit
குறைந்த வெப்ப சிமெண்ட்,Low heat cement
இயந்திர மோல்டிங்,Machine moulding
மேக்ரோஸ்ட்ரக்சர்,Macrostructure
முக்கிய தலைமை சீராக்கி,Main head regulator
முக்கிய துறைமுகம்,Main port
ஒப்பனை காற்று,Makeup air
மான்சார்ட்,Mansard
மார்ஷலிங் முற்றம்,Marshalling yard
கொத்து,Masonry
முதிர்ச்சியடைந்த வெப்பநிலை,Maturing temperature
இடைமட்ட மாடி,Mezzanine floor
இயந்திர பகுப்பாய்வு,Mechanical analysis
இயந்திர காற்றோட்டம்,Mechanical ventilation
மெட்ரிக் அமைப்பு,Metric system
நுண் கட்டமைப்பு,Microstructure
மில்லிக்கு சமம்,Milli equivalent
ஒரு லிட்டருக்கு மில்லி சமம்,Milli equivalent per litre
கனிம,Mineral
கனிம மண்,Mineral soil
சிறிய துறைமுகம்,Minor port
மிட்ரெட் மூடல்,Mitred closure
நடமாடும் மண் கொலாய்டு,Mobile soil colloid
ஈரப்பதம்,Moisture content
ஈரப்பதம் சாய்வு,Moisture gradient
ஒற்றைக்கல்,Monolith
மோனோரயில்,Monorail
தேசிய துறைமுக சபை,National harbour council
இயற்கை படுக்கை,Natural bed
இயற்கையான பூச்சு,Natural finish
இயற்கை துறைமுகம்,Natural harbour
இயற்கை காற்றோட்டம்,Natural ventilation
கடற்படை துறைமுகம்,Naval harbour
நியூட்டன்,Newton
சீரற்ற ஓட்டம்,Non uniform flow
நீர் வீதத்தை ஆக்கிரமித்துள்ளது,Occupies water rate
எண்ணெய் வண்ணப்பூச்சு,Oil paint
எண்ணெய் கிணறு சிமெண்ட்,Oil well cement
திறந்த சேனல் ஓட்டம்,Open channel flow
உகந்த ஈரப்பதம்,Optimum moisture
கரிம மண்,Organic soil
நோக்குநிலை,Orientation
ஆர்த்தோகனல்,Orthogonal
ஆர்ட்ஸ்டீன்,Ortstein
வெளிப்புற சமிக்ஞை,Outer signal
ஆக்சிஜனேற்றம்,Oxidation
சரக்கறை,Pantry
பாரபெட்,Parapet
பாரபெட் சுவர்,Parapet wall
பெற்றோர் பொருள்,Parent material
கூழாங்கல் வார்ப்பு பிளாஸ்டர்,Pebble cast plaster
பெடல்பர்,Pedalfer
பெடோகல்,Pedocal
பெடோஜெனெசிஸ்,Pedogenesis
பெடாலஜி,Pedology
பெடோஸ்பியர்,Pedosphere
பெனெட்ரோமீட்டர்,Penetrometer
பென்ட் கூரை,Pent roof
பெப்டிசிங் முகவர்,Peptizing agent
பகுப்பாய்வு காலம்,Period of analysis
பெர்பென்ட்,Perpend
பெர்ஸர்ப்ஷன்,Persorption
பையர்,Pier
பிலாஸ்டர்,Pilaster
பிட்ச்,Pitch
பிட்ச் கூரை,Pitched roof
வெற்று கான்கிரீட்,Plain concrete
விமான கோணம்,Plane angle
சமவெளி முற்றம்,Plain yard
பிளான்சோல்,Plansol
பிளாஸ்டிக் நிலைத்தன்மை,Plastic consistency
பிளாஸ்டிசிட்டி,Plasticity
பிளாஸ்டிசிட்டி இன்டெக்ஸ்,Plasticity index
பிளாஸ்டிசிட்டி வரம்பு,Plasticity limit
பிளாஸ்டிசிட்டி வரம்பு,Plasticity range
பிளாட்டி அமைப்பு,Platy structure
பீடம்,Plinth
உழவு மண்,Plough soil
பிளம் கல்,Plum stone
போட்ஸோல்,Podzole
சுட்டி,Pointing
பலகோண சுவர்,Polygonal wall
துளை இடம்,Pore space
துறைமுகம்,Port
நேர்மறை காற்றோட்டம்,Positive ventilation
புல்வெளி மண்,Prairie soil
துல்லியம்,Precision
முதன்மை துகள்,Primary particle
பிரிஸ்மாடிக் அமைப்பு,Prismatic structure
உற்பத்தி வேலை,Productive work
திட்ட நியாயப்படுத்தல்,Project justification
பாதுகாப்பு வேலை,Protective work
போலி-மைசீலியம்,Pseudo-mycelium
குட்டை,Puddle
புக்கிங்,Pugging
பியூமிஸ்,Pumice
குத்து,Puncheon
பொம்மை,Puppet
புட்லாக்,Putlog
புட்லாக் சாரக்கட்டு,Putlog scaffold
அளவு சர்வேயர்,Quantity surveyor
குவாரி சாறு,Quarry sap
குவே,Quay
ராணி மூடல்,Queen closure
குவோயின்,Quoin
ராஃப்ட் அடித்தளம்,Raft foundation
ரேக்கர்,Raker
ரேக்கிங்,Raking
ரேக்கிங் பத்திரம்,Raking bond
ரேக்கிங் ஒளிரும்,Raking flashing
வேகமாக மாறுபடும் ஓட்டம்,Rapidly varying flow
திரும்பப் பெறக்கூடிய கட்டணம்,Recoverable payment
சிவப்பு பூமி,Red earth
சிவப்பு களிமண்,Red loam
சீராக்கி,Regulator
ரெகர் அல்லது கருப்பு பருத்தி மண்,Regur or black cotton soil
திருப்பிச் செலுத்தும் ஒப்பந்தம்,Repayment contract
எஞ்சிய சுருக்கம்,Residual shrinkage
எஞ்சிய மண்,Residual soil
வெளிப்படுத்து,Reveal
பின்னை வெளிப்படுத்து,Reveal pin
டை வெளிப்படுத்து,Reveal tie
ரிட்ஜ்,Ridge
ரிட்ஜ் கேப்பிங்,Ridge capping
நதி,River
சாலை நிலை,Road stead
கரடுமுரடான பிளாஸ்டர்,Rough plaster
இடிபாடுகள்,Rubble
இடிந்த கொத்து,Rubble masonry
இடிந்த சுவர்,Rubble walling
இயங்கும் அளவீடு,Running measurement
பாதுகாப்பான தாங்கும் திறன்,Safe bearing capacity
உப்பு படிந்து,Salt glaze
மாதிரி அளவு,Sample size
மாதிரி விநியோகம்,Sampling distribution
மாதிரி பிழை,Sampling error
மணல்,Sand
மணல் பூச்சு,Sand finish
மணல் கை மோல்டிங்,Sand hand moulding
மணல் அள்ளுதல்,Sanding
நிறைவுற்ற மண்,Saturated soil
நிறைவுற்ற மண் பேஸ்ட்,Saturated soil paste
செறிவூட்டல் சாறு,Saturation extract
செறிவூட்டல் சதவீதம்,Saturation percentage
சாசர் குவிமாடம்,Saucer dome
சாரக்கட்டு,Scaffold
ஷிஸ்ட்,Schist
கடல் துறைமுகம்,Sea port
ரகசிய சாக்கடை,Secret gutter
இரண்டாவது,Second
வண்டல் பகுப்பாய்வு,Sedimentation analysis
அரை செயற்கை துறைமுகம்,Semi-artificial harbour
அரை அலை கப்பல்,Semi tidal dock
முதுமை,Senile
ஷேல்,Shale
தாள் குவியல்,Sheet pile
சுருக்க வரம்பு,Shrinkage limit
ஷட்டரிங்,Shuttering
சியாலிடிக் மண்,Siallitic soil
சிரோஜெம்,Sierozem
சில்லு,Sill
வண்டல் மண்,Silt
