Odiya,Assamese
analog ଉପକରଣ,এনালগ ডিভাইচ
ଆନାଗଲ୍ ମୋଡେମ୍ |,এনালগ মডেম
ଡିଜିଟାଲ୍ କନଭର୍ଟର (ADC),এনালগ টু ডিজিটেল কনভাৰ্টাৰ (ADC)
ଏବଂ,আৰু
ଏବଂ ସର୍କିଟ |,AND বৰ্তনী
ଏବଂ ଫାଟକ |,AND গেট
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (ବହିଷ୍କାର),AND অপাৰেচন নহয় (বৰ্জন)
ଆନିମେସନ୍,এনিমেচন
ଟିପ୍ପଣୀ,টীকাকৰণ
ଅନୋମାଲିୟା |,বিজুতি
ପ୍ରାଚୀନ,পূৰ্বসূৰী
ଆଶାକର୍ମୀ ପେଜିଂ |,প্ৰত্যাশিত পেজিং
ଆଣ୍ଟି-ସିମେଟ୍ରିକ୍ |,এন্টি-চিমেট্ৰিক
ଆଣ୍ଟିଭାଇରସ୍ ପ୍ରୋଗ୍ରାମ୍ |,এন্টিভাইৰাছ প্ৰগ্ৰেম
ଆପଲେଟ୍,applet
ପ୍ରୟୋଗ ବିକାଶକାରୀ,এপ্লিকেচন ডেভেলপাৰ
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,এপ্লিকেচন প্ৰগ্ৰেমিং
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API),এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API)
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,এপ্লিকেচন চফ্টৱেৰ
ପ୍ରୟୋଗ ଭାଷା |,প্ৰয়োগমূলক ভাষা
ଆନୁମାନିକ ତତ୍ତ୍। |,আনুমানিক তত্ত্ব
ସ୍ଥାପତ୍ୟ,স্থাপত্য
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର |,এলেকা হস্তান্তৰ
ଯୁକ୍ତି,তৰ্কাতৰ্কি
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |,গাণিতিক আৰু যুক্তিৰ একক
ଗାଣିତିକ ଯାଞ୍ଚ |,গাণিতিক পৰীক্ষা
ଗାଣିତିକ ସ୍ଥିର |,গাণিতিক ধ্ৰুৱক
ଗାଣିତିକ ତଥ୍ୟ,গাণিতিক তথ্য
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,গাণিতিক নিৰ্দেশনা
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ (ALU),গাণিতিক আৰু যুক্তি একক (ALU)
ARPANET,ARPANET
ଆରେ,এৰে
ଆରେ କ୍ୟାଚ୍,এৰে কেচ
ଆରେ କମ୍ପ୍ୟୁଟର |,এৰে কম্পিউটাৰ
ଆରେ ଉପାଦାନ |,এৰে উপাদান
ଆରେ ନାମ,এৰেৰ নাম
ଆରେ ସଞ୍ଚାଳକ,এৰে প্ৰচেছৰ
ତୀର କିଗୁଡ଼ିକ,কাঁড় চিহ্নসমূহ
ଆର୍ଟିକିଲେସନ୍,আৰ্টিকুলেচন
ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |,আৰ্টিকুলেচন পইণ্ট
କୃତ୍ରିମ ସଙ୍କୋଚନ |,কৃত্ৰিম সংকোচন
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,কৃত্ৰিম নিয়ন্ত্ৰণ
କୃତ୍ରିମ ବୁଦ୍ଧି,কৃত্ৰিম বুদ্ধিমত্তা
ଆରୋହଣ,আৰোহী
ଆରୋହଣ କ୍ରମ,আৰোহী সজাই পৰাই তোলা
ASCII ବେଟିକାଲ୍ କ୍ରମ |,ASCII betical ক্ৰম
ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |,ASCII নিয়ন্ত্ৰণ আখৰ
ASCII ଫାଇଲ୍ |,ASCII নথিপত্ৰ
ASCII ଫଣ୍ଟ |,ASCII ফন্ট
ASCII ସ୍ଥାନାନ୍ତର |,ASCII স্থানান্তৰ
ଆନୁମାନିକ ଅନୁପାତ,এস্পেক্ট ৰেচিঅ&#39;
ASPI,এ এছ পি আই
ASR ଟାଇମର୍ |,ASR টাইমাৰ
ଏକତ୍ର ହୁଅ,একত্ৰিত কৰা
ଏକତ୍ରକାରୀ,এছেম্বলাৰ
ସଭା,সভা
ସଭା ଭାଷା |,সমাবেশ ভাষা
ଧାରଣା,assertion
ଆସାଇନମେଣ୍ଟ,আবণ্টন কৰা কাৰ্য
ସଙ୍ଗଠନ,সংস্থা
ସହଯୋଗୀ ଠିକଣା,সহযোগী ঠিকনা
ସହଯୋଗୀ ସ୍ମୃତି,সহযোগী স্মৃতিশক্তি
ନକ୍ଷତ୍ର,এস্টেৰিক
ଅସୀମିତ |,অসমতাপূৰ্ণ
ଅସନ୍ତୁଳିତ |,এচিনক্ৰ&#39;নাছ
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),ডিজিটেল গ্রাহক লাইন (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),asynchronous সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,এচিনক্ৰ&#39;নাছ স্থানান্তৰ
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),এচিনক্ৰ&#39;নাছ স্থানান্তৰ ধৰণ (ATM)
ପରମାଣୁ,পৰমাণু
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,সংলগ্ন নথিপত্ৰ
ସଂଲଗ୍ନ ଫାଇଲ୍ |,সংলগ্ন ফাইল
ସଂଲଗ୍ନ,সংলগ্নক
ଗୁଣ,বৈশিষ্ট্য
ଅଡିଓ,অডিঅ&#39;
ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |,অডিট প্ৰগ্ৰেমিং
ଅଡିଟ୍ ଟ୍ରେଲ୍ |,অডিট ট্ৰেইল
ବୃଦ୍ଧି,বৃদ্ধি কৰা
ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |,প্ৰমাণীকৰণ প্ৰটোকল
ଲେଖକ ପ୍ରଣାଳୀ,লেখক ব্যৱস্থা
ପ୍ରାଧିକରଣ,অনুমোদন
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,অটো বিমূৰ্ত
ଅଟୋବୋଟିଂ,স্বয়ংক্ৰিয় বুট কৰা
ଅଟୋକ୍ୟାଡ୍ |,অটোকেড
ଅଟୋଲୋଜି ଅନ୍,অটোলগ অন
ଅଟୋମେଟା |,automata
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,automata তত্ত্ব
ସ୍ୱୟଂଚାଳିତ ଗଣନା,স্বয়ংক্ৰিয় কম্পিউটিং
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,স্বয়ংক্ৰিয় ভুল সংশোধন
ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ,স্বয়ংক্ৰিয় কাৰ্য্য
ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |,স্বয়ংক্ৰিয় সূচীভুক্তকৰণ
ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |,স্বয়ংক্ৰিয় লাইব্ৰেৰী কল
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং
ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |,স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম
ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |,স্বয়ংক্ৰিয় ৰুটিন
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ
ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍),স্বয়ংক্ৰিয় টেলাৰ মেচিন (ATM)
ସ୍ୱୟଂଚାଳିତ,অটোমেচন
ସ୍ଵତଃ ଚଳିତ,অটোপ্লে
ଅଟୋସେଭ୍ |,স্বয়ংক্ৰিয় সংৰক্ষণ কৰক
ସହାୟକକାରୀ,সহায়ক
ସହାୟକ ସ୍ମୃତି,সহায়ক স্মৃতিশক্তি
ସହାୟକ ଷ୍ଟୋରେଜ୍,সহায়ক সংৰক্ষণ
ଉପଲବ୍ଧ ତାଲିକା |,উপলব্ধ তালিকা
ଉପଲବ୍ଧ ସମୟ |,উপলব্ধ সময়
ହାରାହାରି,গড়
awk (ଭାଷା),awk (ভাষা)
ବ୍ୟାକେଣ୍ଡ୍ |,বেকএণ্ড
ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |,বেকএণ্ড প্ৰচেছৰ
ବ୍ୟାକଫେସ୍ ଅପସାରଣ |,বেকফেচ আঁতৰোৱা
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,পটভূমি প্ৰক্ৰিয়াকৰণ
ବ୍ୟାକିଂ ଷ୍ଟୋର |,বেকিং ষ্ট&#39;ৰ
ବ୍ୟାକପ୍ୟାଚ୍,বেকপেচিং
ବ୍ୟାକସ୍ପେସ୍ |,বেকস্পেচ
ବ୍ୟାକଟ୍ରାକ୍,পিছুৱাই যোৱা
ବ୍ୟାକ୍ ଅପ୍ |,বেক-আপ
ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |,বেক-আপ মেমৰি
ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,পিছলৈ ত্ৰুটি পুনৰুদ্ধাৰ
ତୂଳନା ପତ୍ର,বেলেন্স শ্বীট
ବ୍ୟାଣ୍ଡ,বেণ্ড
ବ୍ୟାଣ୍ଡ ଓସାର |,বেণ্ডৰ প্ৰস্থ
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,বেংকাৰৰ এলগৰিদম
ବାର୍ କୋଡ୍,বাৰ ক&#39;ড
ବାର୍ କୋଡ୍ ସ୍କାନର୍ |,বাৰ ক&#39;ড স্ক্যানাৰ
ବାର୍ ଗ୍ରାଫ୍ |,বাৰ গ্ৰাফ
ମୂଳ ଠିକଣା,ভিত্তি ঠিকনা
ବେସ୍ ବ୍ୟାଣ୍ଡ |,বেচ বেণ্ড
ଆଧାର ସଂଖ୍ୟା,ভিত্তি সংখ্যা
ଆଧାର ଟେବୁଲ୍ |,ভিত্তি টেবুল
ବେସିକ୍ |,প্ৰাথমিক
ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |,মূল নিয়ন্ত্ৰণ
ମ basic ଳିକ ଇନପୁଟ୍ |,মূল ইনপুট
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,মূল নিৰ্দেশনা
ମ basic ଳିକ ଆଉଟପୁଟ୍,মূল আউটপুট
ମ basic ଳିକ ପଦକ୍ଷେପ |,মূল পদক্ষেপ
ବ୍ୟାଚ୍,বেটছ
ବ୍ୟାଚ୍ ଫାଇଲ୍ |,বেচ ফাইল
ବ୍ୟାଚ୍ ସ୍ଥିତି |,বেচৰ অৱস্থান
ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |,বেচ প্ৰচেছিং
ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |,বেচ ব্যৱস্থা
baud,baud
ବାଉଡ୍ ହାର,বড হাৰ
ବିମ୍,আলোকৰশ্মি
ମାନଦଣ୍ଡ,বেঞ্চমাৰ্ক
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,দ্বিমুখী যোগাযোগ
ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |,দ্বিমুখী সংযোগ
ବାଇନାରୀ କୋଡ୍ |,বাইনাৰী ক&#39;ড
ବାଇନାରୀ ଅଙ୍କ,বাইনাৰী অংক
ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),বাইনাৰী ইনপুট আউটপুট চিস্টেম (BIOS)
ବାଇନାରୀ ସଂଖ୍ୟା,বাইনাৰী সংখ্যা
ବାଇନାରୀ ଅପରେଟର୍ |,বাইনাৰী অপাৰেটৰ
ବାଇନାରୀ ସମ୍ପର୍କ |,বাইনাৰী সম্পৰ্ক
ବାଇନାରୀ ସନ୍ଧାନ |,বাইনাৰী সন্ধান
ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST),বাইনাৰী সন্ধান গছ (BST)
ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |,বাইনাৰী স্থানান্তৰ
ବାଇନାରୀ ଗଛ |,বাইনাৰী গছ
ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି,বাইপোলাৰ মেম’ৰী
ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |,জন্ম মৃত্যুৰ আৰ্হি
ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,জন্ম মৃত্যু প্ৰক্ৰিয়া
ବିଟ୍,বিট
ବିଟ୍ ଦୋଷ |,বিট দোষ
ବିଟ୍ ମାନଚିତ୍ର,বিট মেপ
ବିଟ୍ ମାନଚିତ୍ର ପିକ୍ସେଲ୍ (BMP),বিট মেপ পিক্সেল (BMP)
ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,বিট মেট্ৰিক্স
ବିଟ୍ ପ୍ୟାଟର୍ |,বিট পেটাৰ্ণ
ବିଟ୍ ସ୍ଥିତି |,বিটৰ অৱস্থান
ବିଟ୍ ହାର,বিট হাৰ
କଳା ବାକ୍ସ ପରୀକ୍ଷା,ব্লেক বক্স পৰীক্ষা
ink ଲସି ଉଠୁଛି |,টিপটিপিয়াই
ବ୍ଲକ,অৱৰুদ্ধ কৰা
କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ |,ব্লক কেচ
ଯାଞ୍ଚ ଯାଞ୍ଚ କରନ୍ତୁ |,ব্লক চেক কৰক
କପି କପି କରନ୍ତୁ |,ব্লক কপি
ବ୍ଲକ ଚିତ୍ର,ব্লক ডায়াগ্ৰাম
ନେଟୱର୍କକୁ ଅବରୋଧ କରୁଛି,নেটৱাৰ্ক ব্লক কৰা
ବୋର୍ଡ,ব’ৰ্ড
ପୁସ୍ତକ ଚିହ୍ନ,বুক মাৰ্ক
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,বুলিয়ান বীজগণিত
ବୁଲିଅନ୍ ସମ୍ପର୍କ |,বুলিয়ান সম্পৰ্ক
ବୁଟ ବିଭାଜନ,বুট বিভাজন
ବୁଟ ଷ୍ଟ୍ରାପିଂ,বুট ষ্ট্ৰেপিং
ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର,বুট-ষ্ট্ৰেপ লোডাৰ
ସେତୁ,সেঁতু
ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |,ব্ৰডবেণ্ড নেটৱৰ্কিং
ପ୍ରସାରଣ,সম্প্ৰচাৰ
ରେଡିଓ ପ୍ରସାରଣ |,সম্প্ৰচাৰ ৰেডিঅ&#39;
ବ୍ରାଉଜ୍ କରନ୍ତୁ |,ব্ৰাউজ কৰক
ବ୍ରାଉଜର୍,ব্ৰাউজাৰ
ବି-ଗଛ |,বি-বৃক্ষ
ବବୁଲ୍ ମେମୋରୀ |,বুদবুদ স্মৃতিশক্তি
ବବୁଲ୍ ସର୍ଟ୍ |,বুদবুদ সজাই পৰাই তোলা
ବାଲଟି,বাল্টি
ସାଥୀ ସିଷ୍ଟମ୍,বন্ধু ব্যৱস্থা
ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |,বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ
ବଫର୍,বাফাৰ
ତ୍ରୁଟି,পোক
ବସ୍,বাছ
ବାଇଟ୍ |,বাইট
ବାଇଟ୍ କୋଡ୍ |,বাইট ক&#39;ড
ଗ,গ
C ++,C++
କ୍ୟାଚ୍,cache
କ୍ୟାଚ୍ ବଫର୍ |,কেশ্ব বাফাৰ
କ୍ୟାଶେ ମେମୋରୀ,কেশ্ব মেমৰি
ଗଣନା,গণনা কৰা
କାଲକୁଲେଟର,কেলকুলেটৰ
କାଲକୁଲେଟର ଚିପ୍,কেলকুলেটৰ চিপ
କଲ୍ କରନ୍ତୁ |,কল কৰা
ନାମରେ କଲ୍ କରନ୍ତୁ |,নামেৰে ফোন কৰক
ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,ৰেফাৰেন্সৰ দ্বাৰা কল কৰক
ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |,মূল্যৰ দ্বাৰা কল কৰক
ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,চলকৰ দ্বাৰা কল কৰক
କଲ୍ ଗେଟ୍ |,গেট কল কৰক
ବାତିଲ୍ କରନ୍ତୁ |,বাতিল কৰক
ବାତିଲ୍ ବଟନ୍,বাতিল বুটাম
କାନୋନିକାଲ୍ |,canonical
କାନୋନିକାଲ୍ ଫର୍ମ |,কেননিক ৰূপ
ସାମର୍ଥ୍ୟ |,ক্ষমতা
ସାମର୍ଥ୍ୟ ତାଲିକା |,ক্ষমতা তালিকা
କ୍ଷମତା,ক্ষমতা
କ୍ୟାପ୍ ଲକ୍ କୀ |,caps লক চাবি
କାର୍ଡ,কাৰ্ড
କାର୍ଡ ରିଡର୍ |,কাৰ্ড ৰিডাৰ
ହୃଦୟ,কাৰ্ডিনালিটি
ବାହକ,বাহক
ବାହକ ବ୍ୟାଣ୍ଡ |,বাহক বেণ্ড
ବାହକ ଭାର,বাহক বোজা
ବାହକ ସଙ୍କେତ,বাহক সংকেত
ବାହକ ତରଙ୍ଗ |,বাহক তৰংগ
ବହନ କର,কঢ়িওৱা
ଅଙ୍କ ବହନ କର |,carry digit
ପତାକା ବହନ କର |,পতাকা কঢ়িয়াই নিয়া
କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |,কাৰ্টিজ ডিস্ক
କ୍ୟାସକେଡ୍ |,cascade
କେସ୍,ঘটনা
କ୍ୟାଥୋଡ୍ ରେଡ୍ ଟ୍ୟୁବ୍ (CRT),কেথড ৰে টিউব (CRT)
କ୍ୟାଥୋଡ୍ ରେଶ୍ ଟ୍ୟୁବ୍ (CRT),কেথ&#39;ড ৰে টিউব (CRT)
CD ROM ଡିସ୍କ ଡ୍ରାଇଭ |,CD ROM ডিষ্ক ড্ৰাইভ
କକ୍ଷ,কোষ
ସେଲ୍ ଆନିମେସନ୍ |,কোষ এনিমেচন
ସେଲୁଲାର୍ ଫୋନ୍ |,চেলুলাৰ ফোন
କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି,কেন্দ্ৰীয় স্মৃতিশক্তি
