Tamil,Bengali
குவிப்பான் பதிவு,সংগ্রহকারী রেজিস্টার
திரட்டல் ஷிப்ட் வழிமுறை,সংগ্রহকারী শিফট নির্দেশনা
துல்லியம்,সঠিকতা
துல்லியம் கட்டுப்பாட்டு தன்மை,নির্ভুলতা নিয়ন্ত্রণ চরিত্র
துல்லியம் கட்டுப்பாட்டு அமைப்பு,নির্ভুলতা নিয়ন্ত্রণ ব্যবস্থা
ஏஸ் பைலட்,এস পাইলট
தன்மையை ஒப்புக் கொள்ளுங்கள்,চরিত্র স্বীকৃতি
ஒலி கப்ளர்,অ্যাকোস্টিক কাপলার
ஒலி இணைப்பு,অ্যাকোস্টিক কাপলিং
ஒலி தாமத வரி,অ্যাকোস্টিক বিলম্ব লাইন
ஒலி நினைவகம்,অ্যাকোস্টিক মেমরি
ஒலி மோடம்,অ্যাকোস্টিক মডেম
ஒலி சமிக்ஞை,অ্যাকোস্টিক সিগন্যাল
ஒலி சேமிப்பு,অ্যাকোস্টিক স্টোরেজ
சுருக்கம்,সংক্ষিপ্ত বিবরণ
செயல்,কর্ম
செயல் சுழற்சி,অ্যাকশন চক্র
செயல் வரி,অ্যাকশন লাইন
செயல் செய்தி,অ্যাকশন বার্তা
செயல் விவரக்குறிப்பு,ক্রিয়া স্পেসিফিকেশন
செயல்படுத்தல்,অ্যাক্টিভেশন
செயலில்,সক্রিয়
செயலில் உள்ள கோப்பு,সক্রিয় ফাইল
செயலில் வரி,সক্রিয় লাইন
செயலில் இணைப்பு,সক্রিয় লিঙ্ক
செயலில் உள்ள முதன்மை கோப்பு,সক্রিয় মাস্টার ফাইল
செயலில் உள்ள முதன்மை உருப்படி,সক্রিয় মাস্টার আইটেম
செயலில் உள்ள செயற்கைக்கோள்,সক্রিয় স্যাটেলাইট
செயலில் நிலையம்,সক্রিয় স্টেশন
செயலில் சேமிப்பு,সক্রিয় স্টোরেজ
செயல்பாடு,ক্রিয়াকলাপ
செயல்பாட்டு நிலை,কর্মকান্ডের পর্যায়
செயல்பாடு ஏற்றுதல்,ক্রিয়াকলাপ লোড হচ্ছে
செயல்பாட்டு விகிதம்,ক্রিয়াকলাপ অনুপাত
உண்மையான முகவரி (= முழுமையான முகவரி),আসল ঠিকানা (= পরম ঠিকানা)
உண்மையான குறியீடு (= முழுமையான குறியீடு),আসল কোড (= পরম কোড)
உண்மையான தரவு பரிமாற்ற வீதம்,প্রকৃত ডেটা স্থানান্তর হার
உண்மையான தசம புள்ளி,আসল দশমিক পয়েন্ট
உண்மையான வழிமுறை (= பயனுள்ள அறிவுறுத்தல்),প্রকৃত নির্দেশ (= কার্যকর নির্দেশ)
உண்மையான விசை,আসল কী
உண்மையான நேரம்,প্রকৃত সময়
உண்மையான வேலை நேரம்,আসল কাজের সময়
செயல்பாட்டு சமிக்ஞை,অ্যাকিউটিং সিগন্যাল
தகவமைப்பு,অভিযোজনযোগ্যতা
பின்னல்,অ্যাডাপ্টার
தகவமைப்பு சேனல் ஒதுக்கீடு,অভিযোজিত চ্যানেল বরাদ্দ
தகவமைப்பு ஒருங்கிணைப்பு,অভিযোজিত সংহতকরণ
தகவமைப்பு குறுக்குவெட்டு சமநிலை,অভিযোজিত ট্রান্সভার্সাল ইকুয়ালাইজার
நுழைவு சேர்க்கப்பட்டது,যুক্ত এন্ট্রি
கூடுதல்,সংযোজন
அடி,সংযোজন
சேர்க்கை துணைப்பிரிவு,অ্যাডার সাবট্র্যাক্টর
கோப்பைச் சேர்க்கவும்,ফাইল যুক্ত কর
கூடுதல் எழுத்து (= சிறப்பு எழுத்து),অতিরিক্ত চরিত্র (= বিশেষ চরিত্র)
கூடுதலாக ரெக்கார்டர்,সংযোজন রেকর্ডার
கூடுதலாக அட்டவணை,সংযোজন টেবিল
சேர்க்கை பண்புக்கூறு,সংযোজন বৈশিষ্ট্য
பயன்முறையைச் சேர்க்கவும்,মোড যুক্ত করুন
செயல்பாட்டைச் சேர்க்கவும்,অপারেশন যুক্ত করুন
முகவரி,ঠিকানা
முகவரி அளவீடு,ঠিকানা পরিমাপ
முகவரியிடக்கூடிய கிடைமட்ட நிலை,ঠিকানাযোগ্য অনুভূমিক অবস্থান
முகவரிக்குரிய புள்ளி,ঠিকানাযোগ্য পয়েন্ট
முகவரி செய்யக்கூடிய நிலை,ঠিকানাযোগ্য অবস্থান
முகவரிக்குரிய பதிவு,ঠিকানাযোগ্য নিবন্ধ
முகவரியிடக்கூடிய சேமிப்பு,ঠিকানাযোগ্য স্টোরেজ
முகவரியிடக்கூடிய செங்குத்து நிலை,ঠিকানাযোগ্য উল্লম্ব অবস্থান
முகவரி பஸ்,ঠিকানা বাস
முகவரி குறியீடு,ঠিকানা কোড
முகவரி ஒப்பீட்டாளர்,ঠিকানা তুলনামূলক
முகவரி கணக்கீடு,ঠিকানা গণনা
முகவரி மாறிலி,ধ্রুবক ঠিকানা
முகவரி மாற்றம்,ঠিকানা রূপান্তর
முகவரி தரவு,ঠিকানা ডেটা
உரையாற்றப்பட்ட நினைவகம்,সম্বোধন স্মৃতি
முகவரி பயனுள்ளதாக இருக்கும்,ঠিকানা কার্যকর
முகவரி புலம்,ঠিকানা ক্ষেত্র
முகவரி வடிவம்,ঠিকানা ফর্ম্যাট
முகவரி இலவச நிரல்,ঠিকানা বিনামূল্যে প্রোগ্রাম
முகவரி,সম্বোধন
"முகவரி
 எழுத்து","সম্বোধন
 চরিত্র"
குறுக்கீடு,বাধা সম্বোধন
முகவரி லூப்,লুপ সম্বোধন
மெய்நிகர் நினைவகத்தை உரையாற்றுதல்,ভার্চুয়াল মেমরি সম্বোধন
முகவரி ஒன்றோடொன்று,ঠিকানা ইন্টারল্যাকিং
முகவரி இல்லாத அறிவுறுத்தல் வடிவம்,ঠিকানাহীন নির্দেশাবলী ফর্ম্যাট
முகவரி வரி,ঠিকানা লাইন
முகவரி மேப்பிங்,ঠিকানা ম্যাপিং
முகவரி குறி,ঠিকানা চিহ্ন
முகவரி மாற்றம்,ঠিকানা পরিবর্তন
முகவரி பகுதி,ঠিকানা অংশ
முகவரி சுட்டிக்காட்டி,ঠিকানা পয়েন্টার
முகவரி பதிவு,ঠিকানা রেজিস্টার
முகவரி சமிக்ஞை,ঠিকানা সংকেত
முகவரி அளவு,ঠিকানা আকার
முகவரி இடம்,ঠিকানা স্থান
முகவரி விண்வெளி அடையாளங்காட்டி,ঠিকানা স্পেস আইডেন্টিফায়ার
முகவரி நிறுத்தம்,ঠিকানা স্টপ
முகவரி சுவடு,ঠিকানা ট্রেস
முகவரி பாடல்,ঠিকানা ট্র্যাক
முகவரி மொழிபெயர்ப்பு,ঠিকানা অনুবাদ
முகவரி மொழிபெயர்ப்பாளர்,ঠিকানা অনুবাদক
கூடுதல் துணை நேரம்,বিয়োগের সময় যোগ করুন
நேரம் சேர்க்கவும்,সময় যোগ করুন
அடுத்துள்ள,সংলগ্নতা
அருகிலுள்ள அமைப்பு,সংলগ্ন কাঠামো
அருகிலுள்ள சேனல்,সংলগ্ন চ্যানেল
அருகிலுள்ள டொமைன்,সংলগ্ন ডোমেন
அருகிலுள்ள மேட்ரிக்ஸ்,সংলগ্ন ম্যাট্রিক্স
அருகிலுள்ள முனை,সংলগ্ন নোড
அருகிலுள்ள சப்ரியா,সংলগ্ন সুবেরিয়া
தொடை (அமைப்பு),স্থগিত (সিস্টেম)
சரிசெய்யவும்,সামঞ্জস্য করুন
சரிசெய்யக்கூடிய அளவு,সামঞ্জস্যযোগ্য মাত্রা
உரை பயன்முறையை சரிசெய்யவும்,পাঠ্য মোড সামঞ্জস্য করুন
நிர்வாக தரவு செயலாக்கம்,প্রশাসনিক ডেটা প্রসেসিং
நிர்வாக செயல்பாடு,প্রশাসনিক অপারেশন
நிர்வாக ஆபரேட்டர்,প্রশাসনিক অপারেটর
நிர்வாக ஆபரேட்டர் நிலையம்,প্রশাসনিক অপারেটর স্টেশন
நிர்வாக ஆதரவு அமைப்பு,প্রশাসনিক সহায়তা সিস্টেম
மேம்பட்ட தொடர்பு சேவை,উন্নত যোগাযোগ পরিষেবা
மேம்பட்ட தகவல் அமைப்பு,উন্নত তথ্য সিস্টেম
மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்,উন্নত অপটিক্যাল চরিত্র পাঠক
மேம்பட்ட அறிவியல் கணினி,উন্নত বৈজ্ঞানিক কম্পিউটার
வான்வழி,এরিয়াল
மதிப்பீட்டு,সমষ্টি
மொத்த வெளிப்பாடு,সামগ্রিক অভিব্যক্তি
இலக்கு வட்டம்,লক্ষ্য বৃত্ত
இலக்கு புலம் (= இலக்கு சின்னம்),লক্ষ্য ক্ষেত্র (= লক্ষ্য প্রতীক)
நோக்கம் சின்னம்,লক্ষ্য প্রতীক
வான்வழி கணினி அமைப்பு,বায়ুবাহিত কম্পিউটার সিস্টেম
இயற்கணித ஈஜென்வெல்யூ சிக்கல்,বীজগণিত ইগেনভ্যালু সমস্যা
"இயற்கணித
 ஒருங்கிணைப்பு","বীজগণিত
 মিশ্রণ"
இயற்கணித மொழி,বীজগণিত ভাষা
இயற்கணித கையாளுதல்,বীজগণিত হেরফের
இயற்கணித கையாளுதல் மொழி,বীজগণিত ম্যানিপুলেশন ভাষা
இயற்கணித சார்ந்த மொழி,বীজগণিতমুখী ভাষা
இயற்கணித மாற்றம்,বীজগণিত শিফট
இயற்கணித அடையாளம் மாநாடு,বীজগণিত সাইন কনভেনশন
அல்கோல்,অ্যালগল
அல்கோல் அம்சம்,অ্যালগল বৈশিষ্ট্য
அல்கோல் நிரலாக்க,অ্যালগল প্রোগ্রামিং
வழிமுறை,অ্যালগরিদম
அல்காரிதம் துணை மொழி,অ্যালগরিদম সহযোগী ভাষা
வழிமுறை வகைப்பாடு,অ্যালগরিদম শ্রেণিবিন্যাস
வழிமுறை சிக்கலானது,অ্যালগরিদম জটিলতা
அல்காரிதம் கணக்கீடு,অ্যালগরিদম গণনাযোগ্যতা
வழிமுறை பகுப்பாய்வு,অ্যালগরিদমিক বিশ্লেষণ
வழிமுறை அணுகுமுறை,অ্যালগরিদমিক পদ্ধতির
வழிமுறை மொழி,অ্যালগরিদমিক ভাষা
வழிமுறை வழக்கம்,অ্যালগরিদমিক রুটিন
வழிமுறை கோட்பாடு,অ্যালগরিদমিক তত্ত্ব
மாற்றுப்பெயர்,ওরফে
மாற்றுப்பெயர்ச்சி,এলিয়াসিং
மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்),ওরফে নাম (= বিকল্প নাম)
சீரமைப்பு,প্রান্তিককরণ
ஒதுக்கவும்,বরাদ্দ
ஒதுக்கீடு அமைப்பு,বরাদ্দ কাঠামো
அனைத்து நோக்கம் கொண்ட கணினி,সমস্ত উদ্দেশ্যমূলক কম্পিউটার
அகரவரிசை எழுத்து,বর্ণমালা চরিত্র
அகரவரிசை எழுத்து தொகுப்பு,বর্ণমালা চরিত্র সেট
அகரவரிசை எழுத்து துணைக்குழு,বর্ণমালা চরিত্রের সাবসেট
அகரவரிசை குறியீடு,বর্ণমালা কোড
அகரவரிசை மாற்றம்,বর্ণমালা শিফট
அகரவரிசை சரம்,বর্ণমালা স্ট্রিং
அகரவரிசை சொல்,বর্ণমালা শব্দ
அகரவரிசை,বর্ণমালা
ஆல்பாஜோமெட்ரிக்ஸ்,আলফেজোমেট্রিক্স
ஆல்பமெரிக்,বর্ণমালা
ஆல்பமோசைக்,আলফামোসাইক
எண்ணெழுத்து,বর্ণমালা
எண்ணெழுத்து விசைப்பலகை சாதனம்,আলফানুমারিকাল কীবোর্ড ডিভাইস
எண்ணெழுத்து எழுத்து தொகுப்பு,আলফানিউমেরিক চরিত্র সেট
எண்ணெழுத்து குறியீடு,আলফানিউমেরিক কোড
எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு,আলফানিউমেরিক কোডেড চরিত্র সেট
எண்ணெழுத்து தரவு,আলফানিউমেরিক ডেটা
எண்ணெழுத்து காட்சி சாதனம்,আলফানিউমেরিক ডিসপ্লে ডিভাইস
எண்ணெழுத்து திருத்தப்பட்ட எழுத்து,আলফানিউমেরিক সম্পাদিত চরিত্র
எண்ணெழுத்து புலம்,আলফানিউমেরিক ফিল্ড
எண்ணெழுத்து அறிவுறுத்தல்,বর্ণমালা নির্দেশ
எண்ணெழுத்து விசைப்பலகை,আলফানিউমেরিক কীবোর্ড
எண்ணெழுத்து வகை,আলফানিউমেরিক বাছাই
எண்ணெழுத்து சேமிப்பு,আলফানিউমেরিক স্টোরেজ
மாற்றக்கூடிய நினைவகம்,পরিবর্তনযোগ্য মেমরি
மாற்ற சுவிட்ச்,পরিবর্তন সুইচ
மாற்றுதல்,পরিবর্তন
மாற்று பயன்முறை,পরিবর্তন মোড
மாற்று மீட்பு,বিকল্প পুনরুদ্ধার
மாற்று பாதை,বিকল্প রুট
மாற்று ரூட்டிங்,বিকল্প রাউটিং
மாற்று பாதை,বিকল্প ট্র্যাক
மாற்று (= அல்லது செயல்பாடு),বিকল্প (= বা অপারেশন)
மாற்று பண்புக்கூறு,বিকল্প বৈশিষ্ট্য
மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு),বিকল্প অস্বীকার (= না-অপারেশন)
தெளிவற்ற பிழை,অস্পষ্টতা ত্রুটি
தெளிவற்ற குறிப்பு,অস্পষ্ট রেফারেন্স
அனலாக்ஸ்,অ্যানালগ
அனலாக் சேர்க்கை,অ্যানালগ অ্যাডার
அனலாக் சேனல்,অ্যানালগ চ্যানেল
அனலாக் கணினி,অ্যানালগ কম্পিউটার
அனலாக் மாற்றி,অ্যানালগ রূপান্তরকারী
அனலாக் தரவு,অ্যানালগ ডেটা
அனலாக் டிவைடர்,অ্যানালগ বিভাজক
அனலாக் வசதி முனையம்,অ্যানালগ সুবিধা টার্মিনাল
"அனலாக் செயல்பாடு
 ஜெனரேட்டர்","অ্যানালগ ফাংশন
 জেনারেটর"
அனலாக் ஒருங்கிணைப்பு,অ্যানালগ ইন্টিগ্রেশন
அனலாக் பெருக்கி,অ্যানালগ গুণক
அனலாக் நிரலாக்க,অ্যানালগ প্রোগ্রামিং
அனலாக் அளவிடுதல்,অ্যানালগ স্কেলিং
அனலாக் சிக்னல்,এনালগ সংকেত
அனலாக் உருவகப்படுத்துதல்,অ্যানালগ সিমুলেশন
அனலாக் சுவிட்ச்,অ্যানালগ সুইচ
அனலாக் அமைப்பு,অ্যানালগ সিস্টেম
"டிஜிட்டலுக்கு அனலாக்
 மாற்றி","ডিজিটাল অ্যানালগ
 রূপান্তরকারী"
"டிஜிட்டலுக்கு அனலாக்
 குறியாக்கி","ডিজিটাল অ্যানালগ
 এনকোডার"
அனலாக் பரிமாற்றம்,অ্যানালগ সংক্রমণ
அனலாக் வகை,অ্যানালগ প্রকার
பகுப்பாய்வு தொகுதி,বিশ্লেষণ ব্লক
பகுப்பாய்வு முறை,বিশ্লেষণ মোড
பகுப்பாய்வு இயந்திரம்,বিশ্লেষণাত্মক ইঞ্জিন
மூதாதையர் பணி,পৈতৃক কাজ
துணை உபகரணங்கள்,আনুষঙ্গিক সরঞ্জাম
மற்றும்,এবং
மற்றும் சுற்று,এবং সার্কিট
மற்றும் உறுப்பு,এবং উপাদান
மற்றும் வாயில்,এবং গেট
மற்றும் மறைத்தல்,এবং মাস্কিং
மற்றும் செயல்பாடு அல்ல (= விலக்கு,এবং অপারেশন নয় (= বর্জন
மற்றும் செயல்பாடு,এবং অপারেশন
இணைப்பு நினைவகம்,সংযুক্তি স্মৃতি
சிறுகுறி,টীকা
அறிவிப்பாளர்,ঘোষণা
பதில்,উত্তর পাঠাও
பதில் தாமதம்,উত্তর দেরি
பதிலளிக்கும் நேரம்,উত্তর সময়
பதில் விளக்கு,উত্তর প্রদীপ
பதில் பட்டியல்,উত্তর তালিকা
பதில்,শুধুমাত্র উত্তর
எதிர்பார்ப்பு பயன்முறை,প্রত্যাশা মোড
எதிர்பார்ப்பு இடையக,প্রত্যাশিত বাফারিং
எதிர்பார்ப்பு கேரி,প্রত্যাশিত বহন
எதிர்பார்ப்பு பேஜிங்,প্রত্যাশিত পেজিং
எதிர்விளைவு செயல்பாடு,অ্যান্টিকোয়েনসেন্স অপারেশন
எதிர்விளைவு உறுப்பு,অ্যান্টিকোইনসেন্টেন্ট উপাদান
அபீரியோடிக் ஆண்டெனா,অ্যাপেরিওডিক অ্যান্টেনা
துளை அட்டை,অ্যাপারচার কার্ড
துளை குறியீடு,অ্যাপারচার কোড
துளை நேரம்,অ্যাপারচার সময়
இணைப்பு,সংযোজন
இணைப்பு பணி,অ্যাপেন্ডেজ টাস্ক
பயன்பாட்டு உருவாக்குநர்,অ্যাপ্লিকেশন ডেভেলপার
பயன்பாட்டு அடுக்கு,আবেদন স্তর
பயன்பாட்டு சார்ந்த மொழி,অ্যাপ্লিকেশন ভিত্তিক ভাষা
பயன்பாட்டு தொகுப்பு,অ্যাপ্লিকেশন প্যাকেজ
பயன்பாட்டு நிரல்,এপ্লিকেশন প্রোগ্রাম
பயன்பாட்டு நிரலாக்க,অ্যাপ্লিকেশন প্রোগ্রামিং
பயன்பாடு தேவையான மொழி,অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা
பயன்பாட்டு மென்பொருள்,অ্যাপ্লিকেশন সফ্টওয়্যার
Applique,অ্যাপ্লিক
தோராயக் கோட்பாடு,আনুমানিক তত্ত্ব
தன்னிச்சையான அணுகல்,স্বেচ্ছাসেবী অ্যাক্সেস
தன்னிச்சையான வரிசை கணினி,স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার
நடுவர்,সালিশ
கட்டிடக்கலை,আর্কিটেকচার
காப்பகப்படுத்துதல்,সংরক্ষণাগার
பகுதி குறியீடு,এরিয়া কোড
பகுதி தேடல்,অঞ্চল অনুসন্ধান
பகுதி பரிமாற்றம்,অঞ্চল স্থানান্তর
பகுதி மாறி,অঞ্চল পরিবর্তনশীল
வாதம்,যুক্তি
வாத முகவரி,যুক্তি ঠিকানা
வாத பட்டியல்,যুক্তি তালিকা
எண்கணித அறிவுறுத்தல்,গাণিতিক নির্দেশ
எண்கணித மற்றும் தர்க்க அலகு,গাণিতিক এবং যুক্তি ইউনিট
எண்கணித ஒதுக்கீட்டு அறிக்கை,গাণিতিক অ্যাসাইনমেন্ট বিবৃতি
எண்கணித சோதனை,গাণিতিক চেক
எண்கணித மாறிலி,পাটিগণিত ধ্রুবক
எண்கணித மாற்றம்,গাণিতিক রূপান্তর
எண்கணித தரவு,গাণিতিক ডেটা
எண்கணித விதிவிலக்கு,পাটিগণিত ব্যতিক্রম
எண்கணித வெளிப்பாடு,গাণিতিক অভিব্যক্তি
எண்கணித நிலையான புள்ளி,গাণিতিক স্থির পয়েন্ট
எண்கணித வரிசைமுறை,পাটিগণিত শ্রেণিবিন্যাস
அறிக்கை என்றால் எண்கணிதம்,বিবৃতি যদি গাণিতিক
எண்கணித தர்க்கம்,গাণিতিক যুক্তি
எண்கணித தர்க்க அலகு,গাণিতিক যুক্তি ইউনিট
எண்கணித செயல்பாடு,পাটিগণিত অপারেশন
எண்கணித ஆபரேட்டர்,পাটিগণিত অপারেটর
எண்கணித வழிதல்,পাটিগণিত ওভারফ্লো
எண்கணித படத் தரவு,গাণিতিক ছবির ডেটা
எண்கணித முன்னுரிமை,গাণিতিক অগ্রাধিকার
எண்கணித முதன்மை,গাণিতিক প্রাথমিক
எண்கணித பதிவு,গাণিতিক নিবন্ধ
எண்கணித உறவு,গাণিতিক সম্পর্ক
எண்கணித ஸ்கேன்,গাণিতিক স্ক্যান
எண்கணித பிரிவு,গাণিতিক বিভাগ
எண்கணித மாற்றம்,গাণিতিক শিফট
எண்கணித மாற்றம்,গাণিতিক স্থানান্তর
எண்கணித அறிக்கை,পাটিগণিত বিবৃতি
எண்கணித கால,গাণিতিক শব্দ
எண்கணித கீழ்ப்படிதல்,পাটিগণিত আন্ডারফ্লো
எண்கணித அலகு,গাণিতিক ইউনিট
வரிசை,অ্যারে
வரிசை,অ্যারে বাউন্ড
வரிசை கணினி,অ্যারে কম্পিউটার
வரிசை பரிமாணம்,অ্যারে মাত্রা
வரிசை உறுப்பு,অ্যারে উপাদান
வரிசை வெளிப்பாடு,অ্যারে এক্সপ্রেশন
வரிசை பெயர்,অ্যারের নাম
கட்டமைப்புகளின் வரிசை,কাঠামোর অ্যারে
வரிசை அச்சிடுதல்,অ্যারে প্রিন্টিং
வரிசை செயலாக்கம்,অ্যারে প্রসেসিং
வரிசை செயலி,অ্যারে প্রসেসর
வெளிப்பாடு புள்ளி,বক্তৃতা পয়েন্ট
செயற்கை அறிவாற்றல்,কৃত্রিম জ্ঞান
செயற்கை நுண்ணறிவு,কৃত্রিম বুদ্ধিমত্তা
செயற்கை மொழி,কৃত্রিম ভাষা
செயற்கை மாறி,কৃত্রিম পরিবর্তনশীল
கலை பயன்பாட்டு தரவு வங்கி,আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক
கலை பயன்பாட்டு இசை,আর্টস অ্যাপ্লিকেশন সংগীত
கலை பயன்பாட்டு முறை உருவாக்கம்,আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন
அசெண்டர்,আরোহী
ஏறும் வரிசை,আরোহী বাছাই
ASCIL,Ascil
ASCII கட்டுப்பாட்டு தன்மை,ASCII নিয়ন্ত্রণ চরিত্র
ASCII விசை வாரியம்,ASCII কী বোর্ড
அம்சம்,দিক
அம்சம் மற்றும்,দিক এবং
ஒன்றுகூடு,একত্রিত করা
கூடியிருந்த தோற்றம்,একত্রিত উত্স
காலத்தை ஒன்றிணைக்கவும்,সময়কাল একত্রিত করুন
அசெம்பிளர்,এসেম্বলার
அசெம்பிளர் டைரெக்டிவ்,এসেম্বলার ডাইরেক্টিভ
அசெம்பிளர் வசதி,এসেম্বলার সুবিধা
அசெம்பிளர் மொழி,এসেম্বলার ভাষা
அசெம்பிளிங்,একত্রিত
அசெம்பிளிங் கட்டம்,সমাবেশ পর্ব
நேரம் திரட்டுதல்,সময় একত্রিত
சட்டசபை,সমাবেশ
சட்டசபை மொழி,এসেম্বলি
சட்டசபை மொழி நிரலாக்க,অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং
சட்டசபை மொழி மென்பொருள் நெகிழ்வுத்தன்மை,সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা
சட்டசபை பட்டியல்,সমাবেশ তালিকা
சட்டசபை கட்டம்,সমাবেশ পর্ব
சட்டசபை வழக்கம்,সমাবেশ রুটিন
சட்டசபை நேரம்,সমাবেশ সময়
சட்டசபை பிரிவு,সমাবেশ ইউনিট
ஒதுக்கீட்டு அட்டவணைப்படுத்தல்,অ্যাসাইনমেন্ট ইনডেক্সিং
ஒதுக்கீட்டு செயல்பாடு,অ্যাসাইনমেন্ট অপারেশন
ஒதுக்கீட்டு அறிக்கை,নিয়োগ বিবৃতি
துணை முகவரி,সহযোগী ঠিকানা
துணை வரிசை பதிவு,সহযোগী অ্যারে রেজিস্টার
துணை விசை,সহযোগী কী
துணை மொழி,সহযোগী ভাষা
துணை நினைவகம்,সহযোগী স্মৃতি
துணை சேமிப்பு,সহযোগী স্টোরেজ
தசம புள்ளி என்று கருதப்படுகிறது,দশমিক বিন্দু ধরে নেওয়া
சமச்சீரற்ற சாதனம்,অসমমিত ডিভাইস
சமச்சீரற்ற i/o,অসমমিত আই/ও
ஒத்திசைவற்ற,অ্যাসিঙ্ক্রোনাস
ஒத்திசைவற்ற கணினி,অ্যাসিঙ্ক্রোনাস কম্পিউটার
ஒத்திசைவற்ற தரவு பரிமாற்றம்,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার
ஒத்திசைவற்ற தரவு பரிமாற்றம்,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন
ஒத்திசைவற்ற சாதனங்கள்,অ্যাসিঙ্ক্রোনাস ডিভাইস
ஒத்திசைவற்ற செயல்பாடு,অ্যাসিঙ্ক্রোনাস অপারেশন
ஒத்திசைவற்ற சமிக்ஞை,অ্যাসিঙ্ক্রোনাস সিগন্যালিং
ஒத்திசைவற்ற நேர பிரிவு மல்டிபிளெக்சிங்,অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং
ஒத்திசைவற்ற பரிமாற்றம்,অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন
ஒத்திசைவற்ற வேலை,অ্যাসিঙ্ক্রোনাস ওয়ার্কিং
இணைக்கப்பட்ட செயலாக்கம்,সংযুক্ত প্রক্রিয়াজাতকরণ
இணைக்கப்பட்ட செயலி,সংযুক্ত প্রসেসর
இணைக்கப்பட்ட ஆதரவு செயலி,সংযুক্ত সমর্থন প্রসেসর
செயல்பாட்டில் கலந்து கொண்டார்,অপারেশন উপস্থিত
பாதை அச்சுப்பொறியில் கலந்து கொண்டார்,ট্রেল প্রিন্টারে অংশ নিয়েছেন
கவனம் குறுக்கீடு,মনোযোগ বাধা
கவனம் விசை,মনোযোগ কী
