Tamil,Assamese
தன்னியக்கம்,অটোলাইছিছ
1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்,1. স্বতঃস্ফূৰ্ত অক্সিডেচন 2. স্বতঃস্ফূৰ্ত অক্সিডেচন
சுய மல்டிபிளக்ஸ்,self multiplexed
ஆக்சின்,অক্সিন
1. குலுக்கல் 2. தேரை,১/ জোকাৰি যোৱা ২. টোড
தண்டனை வைரஸ்,পেনাল ভাইৰাছ
1. பேசிலஸ் 2. பேசிலஸ்,১.বেচিলাছ ২.বেচিলাছ
1. பாக்டீரியா 2. பாக்டீரியா,১/ বেক্টেৰিয়া ২) বেক্টেৰিয়া
பாக்டீரியா நச்சு,বেক্টেৰিয়াৰ বিষাক্ত পদাৰ্থ
கரும்பு சக்கை,বাগাছ
இருப்பு தாள்,বেলেন্স শ্বীট
சீரான உர பயன்பாடு,সুষম সাৰৰ ব্যৱহাৰ
சட்ட வரைபடம்,বাৰ গ্ৰাফ
பட்டை,বাকলি
1. காற்றழுத்தமானி 2. காற்றழுத்தமானி,১.বেৰ’মিটাৰ ২.বেৰ’মিটাৰ
1. buzzer 2. inert 3. barren,১. বাজাৰ ২. নিষ্ক্ৰিয় ৩. বন্যাৰ্ত
1. அடிப்படை 2. அடிப்படை 3. குபாங்,1. ভিত্তি 2. ভিত্তি 3. কুপাং
1. தாலா 2. பேசின்,১.তালা ২.বেচিন
தலபிசாரி,তালাবিছাৰী
1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்,১.বেচিষ্টেৰনাম ২.মূল ধাৰণকাৰী
வளைகுடா பருவமழை,উপসাগৰীয় বাৰিষা
பழ செடி,ফলৰ উদ্ভিদ
படுக்கை,বিছনা
படுக்கை ஆலை,বিচনা উদ্ভিদ
படுக்கை,বিচনা চাদৰ
பீற்று வெல்லப்பாகு,বুটমাহৰ গুড়
பெல்லோஸ்,bellows
1. கீற்று 2. நிலப்பரப்பு,১.ষ্ট্ৰিপ ২.ভূখণ্ড
இலாப-செலவு பகுப்பாய்வு,লাভ-খৰচ বিশ্লেষণ
ஆர்வலர் (மாதிரி),আকাংক্ষিত (Sampling)
இரு ஆண்டு தாவரங்கள்,দ্বিবাৰ্ষিক উদ্ভিদ
இருவகை,দ্বিপদ
உயிர் காரணி,বায়&#39;ফেক্টৰ
உயிரியல் காலநிலை,জৈৱিক জলবায়ু
உயிர் ஆற்றல்,জৈৱ শক্তি
விலங்கு சூழலியல்,প্ৰাণীৰ পৰিস্থিতিতন্ত্ৰ
1. உயிர் செயலி 2. உயிர் உலை,১/ বায়’-প্ৰচেছৰ ২.বায়’-ৰিয়ক্টৰ
உயிர்க்கோளம்,জৈৱমণ্ডল
உயிரியல்,জৈৱিক
விலங்கினங்கள்,প্ৰাণীজগত
திவிலிங்கி,ডিভিলিংগি
தவலன்,ধাৱলান
1. பிரத்வாசன் (நோய்) 2. குடல் நோய்,১/প্ৰধ্বাসন (ৰোগ) ২) গাষ্ট ৰোগ
கலத்தல்,মিশ্ৰণ
1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்),১.আংমাৰী (ৰোগ) ২.ব্লাইট (ৰোগ) ২.
1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்,১/ ফোহা ২. ফোহা ৩. বিস্ফোৰণ ৪. ফোহা
நீல புரட்சி,নীলা বিপ্লৱ
பிளானர் வெப்பமூட்டும் அறை,প্লেনাৰ হিটিং চেম্বাৰ
பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்,সমতল উত্তাপন প্ৰযুক্তি
தவிடு,ব্ৰাণ
கிளைகள்,শাখা-প্ৰশাখা
1. கிளை 2. துணைக் கிளை,১.ডাল ২.উপশাখা
இனம்,বংশবৃদ্ধি
இனப்பெருக்கம்,প্ৰজনন
ஆரம்ப முளைப்பு சிகிச்சை,আগতীয়াকৈ অংকুৰণৰ চিকিৎসা
1. குட்டி 2. முட்டை 3. கரு,১. পোৱালি ২. কণী ৩. ভ্ৰূণ
துளிர்க்கிறது,budding
பட்ஜெட்,বাজেট
1.ஆம்போடெரிக் 2. தாங்கல்,১.এম্ফোটেৰিক ২.বাফাৰ
இனிப்பு உருளைக்கிழங்கு,মিঠা আলু
பன்ட் (நோய்),বান্ট (ৰোগ)
1. துணை தயாரிப்பு 2. துணை தயாரிப்பு,1. উপ-উৎপাদন 2. উপ-উৎপাদন
c ஈரப்பதம் விவரக்குறிப்பு வளைவு,c আৰ্দ্ৰতা নিৰ্দিষ্টকৰণ বক্ৰ
எண்ணெய் கேக்,তেলৰ কেক
1. சுண்ணாம்பு 2. கால்சியம்,১.চূণ ২.কেলচিয়াম
கால்சியன்,calcion
பாஸ்பேட் நீக்கம்,ফছফেট আঁতৰোৱা
1. கினாட்டா 2. கலாட்டா,১.কিনাটা ২.কালাটা
1.காலஸ் 2. கதிர்,১.কেলাছ ২.ৰশ্মি
1. செப்பல்ஸ் 2. கேலிக்ஸ்,1. ফুলৰ গুটি 2. calyx
வெளிப்புற முடிவு,বাহ্যিক শেষ
எதா,এধা
புற்றுநோய் (பாக்டீரியா நோய்),কেন্সাৰ (বেক্টেৰিয়াৰ ৰোগ)
பதப்படுத்தல்,কেনিং
வானம்,আকাশ
நிதி,বিত্ত
மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்),পৰগাছা (ডুমুৰৰ)
1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்,১.কেপচুল ২.কেপচুল ৩.কেপচুল
கார்பனேற்றப்பட்டது,কাৰ্বনাইজড
கார்பனான்,কাৰ্বনেন
கார்பேஸ்,carapace
வளையல்,এপাত হাতৰ অলংকাৰ
1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி),1. ঢালাই (লোহা) 2. ক্ষীপতি (পোক)
வினையூக்கம்,কেটাবলিজম
தூண்டுதல்,প্ৰৰোচনা
1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி,1. পোক 2. পোক
c d. என். அ. சேகரிப்பு,গ ঘ. এন. ক. সংগ্ৰহ
சரகம்,পৰিসৰ
1. செல் 2. செல்,১.কোষ ২.কোষ
மத்திய முன் அமைப்பு,কেন্দ্ৰীয় ফ্ৰন্ট ব্যৱস্থা
1. புள்ளி 2. கவனம்,1. বিন্দু 2. ফোকাচ
மையவிலக்கு,কেন্দ্ৰচালিতকৰণ
மையவிலக்கு,কেন্দ্ৰচালিত কৰক
நட்சத்திர மையம்,তাৰকা কেন্দ্ৰ
எபிஜெனெடிக்,এপিজেনেটিক
கேந்திரராஜா,কেন্দ্ৰজা
தறி,loom
1. தானியம் 2. தொடர்,১/ শস্যৰ বীজ ২. ছিৰিয়েল
1. சான்றிதழ் 2. சான்றிதழ்,১.প্ৰমাণীকৰণ ২.প্ৰমাণীকৰণ
சான்றளிக்கப்பட்ட விதை,প্ৰমাণিত বীজ
1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா,১) খেৰ ২.কুট্টি ৩.শালক সহপাত্ৰ
1. நிபாக் 2. கைலாஜா,১.নিভাগ ২.কৈলাজা
கைமோகிராபி,চাইম&#39;গ্ৰাফী
1. கியாஸ்மா 2. பிஸி,১.কিয়াজমা ২.ব্যস্ত
supercooling மணி,ছুপাৰকুলিং ঘন্টা
உறைபனி சேதம்,হিম ক্ষতি
1. விசிரோடகி 2. சிமேரா,১/ ভিচিৰোটাকি ২.চিমেৰা
பச்சை கஞ்சி,সেউজীয়া দাইল
1. தழை 2. பச்சை,১.পাতল ২.সেউজীয়া
சயனோசிஸ்,চাইন&#39;ছিছ
உயிரியல் விநியோக அறிவியல்,জৈৱিক বিতৰণ বিজ্ঞান
1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்,১) ক্ৰ’মেটিড ২) আধা ক্ৰম’জম
குரோமடின்,ক্ৰ&#39;মেটিন
குரோமடோகிராபி,ক্ৰ&#39;মাট&#39;গ্ৰাফী
நிறமாற்றம்,ক্ৰ&#39;মেটিনেচন
ஏட்ரியல் புள்ளி,অলিন্দৰ বিন্দু
நிறமூர்த்தம்,ক্ৰ&#39;মেট&#39;জেনেছিছ
1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்,১/ ক্ৰম’প্ৰটিন ২.ৰঞ্জক প্ৰটিন
1. குரோமோசோம்கள் 2. குரோமோசோம்கள்,১.ক্ৰম’জম ২.ক্ৰম’জম
1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று,1. দীৰ্ঘদিনীয়া 2. দীৰ্ঘদিনীয়া 3. দীৰ্ঘদিনীয়া 4. অচল
சிட்ரேஞ்ச்,ট্যাগ এর সাথে ছবি &#39;citrange&#39;:
இலையுதிர் திருவிழா,পতন উৎসৱ
வகைப்பாடு,শ্ৰেণীবিভাজন
1. களிமண் 2. களிமண்,১.মাটি ২.মাটি
1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு,১/ পৰিষ্কাৰ কৰা ২.স্ক্ৰাব কৰা ৩. পৰিষ্কাৰ কৰা ৪.বিশুদ্ধকৰণ
தொடர்ந்து மகரந்த சேர்க்கை,স্থায়ী পৰগাছা
சிலுவை பழம்,ক্ৰুচিফেৰাছ ফল
காலநிலை,জলবায়ু
காலநிலையியல்,জলবায়ুবিজ্ঞান
வெட்டு,shear
கட்டி (களிமண்),গোট (মাটি)
குளோன்,ক্ল&#39;ন
1.மேகங்கள் 2.மேகங்கள்,১.ডাৱৰ ২.ডাৱৰ
கொத்து,ক্লাম্প
கொத்து,মুঠি
1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான,১.মোটা ২.ৰুক্ষ ৩.কেঁচা ৪.ৰুক্ষ
1. கவர் 2. leatherette,১.আৱৰণ ২.চামৰাৰ টুকুৰা
கோயா,কয়া
1. கோஎன்சைம் 2. கோ-என்சைம்,১/ কো-এনজাইম ২.কো-এনজাইম
ஒற்றுமை,সংহতি
1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது,১/ আঁহ (পাট পাট) ২) নাৰিকল মোটা
மூலங்கூர் சோழன்,মুলংকুৰ চোলা
,
கொலாய்டு (மண்),কলয়ড (মাটি)
1.நெடுவரிசை 2.கொலுமல்லா,১.স্তম্ভ ২.কলমেলা
1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை,১/ শাস্তি ২.স্তম্ভ ৩.স্তম্ভ
ஒற்றுமை,কমিউনিয়ন
வணிக வங்கி,বাণিজ্যিক বেংক
1. சரக்கு 2. வணிகப் பொருட்கள்,১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী
சமூக,সমুদায়
சுருக்கம் (மண்),সংকোচন (মাটিৰ)
1. இணக்கம் 2. இணக்கம்,1. সামঞ্জস্যতা 2. সামঞ্জস্যতা
பொருந்தக்கூடிய தன்மை,সামঞ্জস্যতা
1. இழப்பீடு 2. இழப்பீடு,১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ
போட்டி தொடர்பு,প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া
துணை பயிர்,শস্যৰ পৰিপূৰক
1.கலவை 2. சிக்கலானது,১.সংমিশ্ৰিত ২.জটিল
தொகுதி,সমষ্টিবাসী
கலவை,সুৰ-ৰচনা
உரம்,পচন সাৰ
கூட்டு வட்டி,যৌগিক আগ্ৰহ
கணக்கீடு,গণনা
1. கணினி 2. கணினி,1. কম্পিউটাৰ 2. কম্পিউটাৰ
1. செறிவு 2. செறிவு,১/ ঘনত্ব ২. ঘনত্ব
1. Optimizer 2. Revitalizer,১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ
கடத்துத்திறன்,পৰিবাহীতা
1. கட்டமைப்பு 2. கட்டமைப்பு,1. বিন্যাস 2. বিন্যাস
1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்,1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা
1. ஒருங்கிணைப்பு 2. கலப்பு,১.সংহতি ২.সংকৰকৰণ
இணைத்தல்,সংযোজন
1. சேர்க்கை 2. இணைப்பு,1. যোগকৰণ 2. সংযোগী
பாதுகாப்பு,সুৰক্ষা
ஒருங்கிணைப்பு,একত্ৰীকৰণ
1. மூலப்பொருள் 2. தேவையான பொருட்கள்,১.উপাদান ২.উপাদান
நுகர்வோர்,গ্ৰাহক
நுகர்வு,সেৱন
மாசுபடுதல்,দূষণ কৰা
விளிம்பு நடவு,কনট্যুৰ ৰোপণ
விளிம்பு கோடு,কনট্যুৰ ৰেখা
1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்,১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি
கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு,নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ
கூட்டுறவு வங்கி,সমবায় বেংক
கூட்டுறவு சங்க உறுப்பினர்,সমবায় সমিতিৰ সদস্য
குல்மவன்,গুলমাৱন
க்யூப்ஸ்,ঘনকীয়
1. தல்புஞ்ச் 2. கொரோலா,১.দলপুঞ্জ ২.কৰোলা
1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்,১.কৰ্টেক্স ২.কৰ্টেক্স
செலவு,খৰচ
கோட்டிலிடன்,কুটিলডন
கடன் குழு,ক্ৰেডিট কমিটি
1. கடன் கொடுத்தல் 2. கடன்,১/ ঋণ দিয়া ২.ক্ৰেডিট
1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்,১/ ঋণদাতা ২.পাওনাদাৰ
1. முகடு 2. உச்சி 3. கோபுரம்,1. শিখৰ 2. শিখৰ 3. শিখৰ
திரும்பப் பெறுதல்,প্ৰত্যাহাৰ
பிரச்சனை,বিপদ
சோதனை,পৰীক্ষা
முக்கியமான,জটিল অৱস্থা
பயிர் காப்பீடு,শস্যৰ বীমা
பயிர் கடன்,শস্যৰ ঋণ
1. பயிர் 2. பயிர்,১.শস্য ২.শস্য
சாகுபடி பகுதி,খেতি কৰা অঞ্চল
குறுக்கு இணக்கமற்ற,ক্ৰছ অসঙ্গতিপূৰ্ণ
1. கிரீடம் 2. உச்சம் (தாவரம்),1. মুকুট 2. শিখৰ (উদ্ভিদ)
மென்மையான துகள்கள்,কোমল কণা
மேல் ஓடு,খোলা
1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது,1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম
கொடிமுந்திரி (பழம்),ছাঁটনি (ফল)
பேனா,কলম
சாகுபடி வகை,জাত জাত
1. இழுவை 2. விவசாயம் 3. விவசாயம்,১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা
1. விவசாயி 2. உழவர்,১/ কৃষক ২/ খেতিয়ক
1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு,১.খেতি ২.খেতি ৩.পালন
1.வளம் 2.தயாரிப்பு,১.সম্পদ ২.প্ৰস্তুতি
1.குந்தலன் 2.குஞ்சன்,১.কুন্তলন ২.কুঞ্চন
தோரணை,মুদ্ৰা
1. மேல்தோல் 2. க்யூட்டிகல்,১.এপিডাৰ্মিছ ২.কিউটিকল
1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்,1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব
1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்,১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম
சைட்டோக்ரோம்,চাইট&#39;ক্ৰ&#39;ম
செல் இணைப்பு,কোষ সংযোজন
செல் இனப்பெருக்கம்,কোষৰ প্ৰজনন
செல் மரபியல்,কোষৰ জিনীয় বিজ্ঞান
சைட்டோபிளாஸ்மிக் பிரிவு,চাইট’প্লাজমিক বিভাজন
உயிரணு உயிரியல்,কোষ জীৱবিজ্ঞান
செல் சிதைவு,কোষৰ লাইছিছ
1. சைட்டோமியர் 2. செல் பிரிவு,১) চাইট’মিৰ ২) কোষৰ বিভাজন
சைட்டோபிளாசம்,চাইট’প্লাজম
1. பால்பண்ணை 2. பால்பண்ணை,১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী
பால் தொழில்,দুগ্ধ উদ্যোগ
1. அணை 2. வளர்ப்பவர்,১.বান্ধ ২.প্ৰজননকাৰী
நாள் முழுமையான தாவரம்,দিন নিৰপেক্ষ উদ্ভিদ
பூக்கும் மறுநாள்,ফুল ফুলাৰ পিছদিনা
முழு பூக்கும் மறுநாள்,সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন
திறமையின்மை,অদক্ষতা
சுண்ணாம்பு நீக்கம்,ডিকেলচিফিকেশন
1. அப்புறப்படுத்து 2. அப்புறப்படுத்து,1. dislodge 2. dislodge কৰা
சிதைவு,পচি যোৱা
இலையுதிர்,পৰ্ণপাতী
1. தசமம் 2. தசம,১.দশমিক ২.দশমিক
