Bengali,English
গোপনীয় কোড,cipher
সার্কিট,circuit
বৃত্তাকার তালিকা,circular list
সাইরাস,cirus
উদ্ধৃতি,citation
ক্লাস,class
ক্লাস পরিবর্তনশীল,class variable
শ্রেণীবিভাগ,classification
স্পষ্ট,clear
পরিষ্কার এলাকা,clear area
পরিষ্কার চ্যানেল,clear channel
ক্লিক,click
ক্লায়েন্ট,client
ক্লায়েন্ট সার্ভার,client server
ক্লায়েন্ট স্টাব,client stub
ক্লিপ আর্ট,clip art
ক্লিপ আর্ট লাইব্রেরি,clip art library
ক্লিপ বোর্ড,clip board
ক্লিপার,clipper
ক্লিপার চিপ,clipper chip
চক্র,clique
ঘড়ি,clock
ঘড়ি চক্র,clock cycle
ঘড়ি ফ্রিকোয়েন্সি,clock frequency
ঘড়ির হার্ডওয়্যার,clock hardware
ঘড়ির নাড়ি,clock pulse
ঘরির গতি,clock speed
ঘড়ি সিঙ্ক্রোনাইজেশন,clock synchronization
ঘড়ির টিক টিক,clock tick
ক্লোন,clone
বন্ধ,close
ক্লোজ সার্কিট টিভি (সিসিটিভি),close circuit TV (CCTV)
বন্ধ,closure
ক্লাউড কম্পিউটিং,cloud computing
ক্লাস্টার,cluster
প্রলিপ্ত কার্ড,coated card
লেপা কাগজ,coated paper
সমাক্ষীয়,coaxial
সমাক্ষ তারের,coaxial cable
কোডাসাইল,codasyl
কোড,code
উৎপাদকের কোড,code generator
কোড পৃষ্ঠা,code page
কোড শব্দ,code word
কোডার,coder
কোডিং চেক,coding check
কোডিং ফর্ম,coding form
কোডিং শীট,coding sheet
গুণাঙ্ক,coefficient
সমন্বয়,coherence
শীতল বুটজুতা,cold boot
ঠান্ডা শুরু,cold start
সহযোগিতা,collaboration
পতন,collapse
জমাট বাঁধা,collate
কোলেট টেপ,collate tape
সংঘর্ষ,collision
কোলন,colon
রঙ রঙ),colour (color)
রঙ স্যাচুরেশন,colour saturation
রঙের টেবিল,colour table
কলাম,column
সংমিশ্রণ,combination
কম্বো বাক্স,combo box
আদেশ,command
আদেশ বোতাম,command button
কমান্ড তালিকা,command list
মন্তব্য,comment
অঙ্গীকার,commitment
পণ্য,commodity
কমন বিজনেস ওরিয়েন্টেড ল্যাঙ্গুয়েজ (কোবোল),Common Business Oriented Language (Cobol)
সাধারণ ত্রুটি,common error
সাধারণ ভাষা,common language
সাধারণ রুটিন,common routine
যোগাযোগ,communication
যোগাযোগ লাইন,communication line
যোগাযোগ মোড,communication mode
যোগাযোগ নেটওয়ার্ক,communication network
যোগাযোগ পরামিতি,communication parameter
যোগাযোগ ব্যবস্থা,communication system
কম্প্যাকশন,compaction
সঙ্গী,compander
companding,companding
কোম্পানি নেটওয়ার্ক,company network
তুলনা পরীক্ষা,comparison test
সামঞ্জস্য,compatibility
উপযুক্ত,compatible
সংকলন,compilation
কম্পাইল এবং যান,compile and go
কম্পাইলার,compiler
কম্পাইলার ভাষা,compiler language
পরিপূরক,complementary
পরিপূরক-অন-দশ,complement-on-ten
পরিপূরক,complementor
সম্পূর্ণ বহন,complete carry
জটিল,complex
জটিল সংখ্যা,complex number
উপাদান,component
কম্পোনেন্ট অবজেক্ট মডেল (COM),component object model (COM)
যৌগিক,composite
গঠন,composition
গণনামূলক,computational
কম্পিউটার,computer
কম্পিউটার কেন্দ্র,computer centre
কম্পিউটার বিশেষজ্ঞ,computer expert
কম্পিউটার গ্রাফিক্স,computer graphics
কম্পিউটার নির্দেশনা,computer instruction
কম্পিউটার ভাষা,computer language
কম্পিউটার নেটওয়ার্ক,computer network
কম্পিউটার বিজ্ঞান,computer science
কম্পিউটার নিরাপত্তা,computer security
কম্পিউটার সিমুলেটন,computer simulaton
কম্পিউটার বিশেষজ্ঞ,computer specialist
কম্পিউটারাইজেশন,computerisation
কম্পিউটারবিদ,computerist
কম্পিউটারাইজ করা,computerize
কম্পিউটিং,computing
ধারণা,concept
সঙ্গতি,concurrency
সমবর্তী,concurrent
শর্ত পরিবর্তনশীল,condition variable
শর্তসাপেক্ষ অপারেটর,conditional operator
শর্তসাপেক্ষ বিবৃতি,conditional statement
কন্ডাক্টর,conductor
কনফারেন্সিং,conferencing
গোপনীয়তা,confidentiality
কনফিগারেশন,configuration
যানজট,congestion
সংযোগ,conjunction
সংযোগ গতি,connect speed
সংযোগ,connection
সংযোগ কম যোগাযোগ,connection less communication
সংযোগ মুক্তি,connection release
সংযোগ,connectivity
সংযোগকারী,connector
একটানা,consecutive
ফলে,consequent
কনসোল,console
একত্রীকরণের,consolidation
ধ্রুবক,constant
ধ্রুবক নির্দেশ,constant instruction
বাধা,constraint
নির্মাণকারী,constructor
ধারক,container
বিষয়বস্তু,content
প্রসঙ্গ,context
প্রসঙ্গ মুক্ত ব্যাকরণ (CFG),context free grammar (CFG)
প্রসঙ্গ সুইচ,context switch
আকস্মিকতা,contingency
সংকোচন,contraction
বিপরীত,contrast
নিয়ন্ত্রণ,control
নিয়ন্ত্রণ এলাকা,control area
নিয়ন্ত্রণ বিট,control bit
নিয়ন্ত্রণ বাস,control bus
নিয়ন্ত্রণ কার্ড,control card
নিয়ন্ত্রণ বর্তনী,control circuit
নিয়ন্ত্রণ চক্র,control cycle
নিয়ন্ত্রণ প্রকৌশল,control engineering
নিয়ন্ত্রণ কী,control key
নিয়ন্ত্রণ যুক্তি,control logic
নিয়ন্ত্রণ লুপ,control loop
নিয়ন্ত্রণ চিহ্ন,control mark
নিয়ন্ত্রণ অপারেশন,control operation
নিয়ন্ত্রণ প্যানেল,control panel
নিয়ন্ত্রণ সংকেত,control signal
কন্ট্রোল সুইচ,control switch
নিয়ন্ত্রণ টেপ,control tape
নিয়ন্ত্রণ টার্মিনাল,control terminal
কন্ট্রোল ইউনিট (CU),control unit (CU)
অভিন্নতা,convergence
কথোপকথন,conversation
কথোপকথন সময় ভাগ করা,conversational time sharing
রূপান্তর,conversion
রূপান্তরকারী,converter
কুকের উপপাদ্য,Cook's theorem
সহ-প্রসেসর,co-processor
অনুলিপি,copy
কপিরাইট,copyright
কর্ড,cord
কর্ডলেস টেলিফোন,cordless telephone
ফলাফল,corollary
সংশোধন,correction
দূষিত,corrupted
গণনা,count
পাল্টা,counter
কান্ট্রি কোড,country code
সহবাস,covariance
কভারেজ,coverage
ক্র্যাশ,crash
জটিল পথ,critical path
সমালোচনামূলক পথ পদ্ধতি (CPM),critical path method (CPM)
ক্রস চেক,cross check
ক্রস কম্পাইলার,cross compiler
ক্রস ফায়ার,cross fire
ক্রস আলাপ,cross talk
ক্রিপ্টোগ্রাফিক,cryptographic
ক্রিপ্টোগ্রাফি,cryptography
মুদ্রার প্রতীক,currency symbol
বর্তমান ডিরেক্টরি,current directory
বর্তমান উইন্ডো,current window
কার্সার,cursor
বক্ররেখা,curve
কাটা এবং পেস্ট,cut and paste
কাটা পদ্ধতি,cut method
সাইবার,cyber
সাইবার ক্যাফে,cyber café
সাইবার নগদ,cyber cash
সাইবার অপরাধ,cyber crime
সাইবার ডেলিক্স,cyber delics
সাইবার আইন,cyber law
সাইবার সেক্স,cyber sex
সাইবারনাটিক্স,cybernatics
সাইবারনেশন,cybernation
সাইকেল,cycle
চক্র মেমরি,cycle memory
সাইকেল চুরি,cycle steal
চক্রাকারে,cycle time
চক্রাকার,cyclic
ডেমন,daemon
ডেইজি চাকা,daisy wheel
ডেটা অ্যাডমিনিস্ট্রেটর,data administrator
তথ্য বরাদ্দ,data allocation
তথ্য এলাকা,data area
ডেটা অ্যারে,data array
তথ্যশালা,data base
তথ্য বিরতি,data break
তথ্য বাস,data bus
তথ্য ক্যারিয়ার,data carrier
ডেটা সেল,data cell
ডেটা চ্যানেল,data channel
তথ্য যোগাযোগ,data communication
তথ্য সংকোচন,data compression
উপাত্ত ক্ষেত্র,data field
আমার স্নাতকের,data file
তথ্য প্রবাহ,data flow
তথ্য প্রবাহ চার্ট,data flow Chart
ডেটা অনুক্রম,data hierarchy
তথ্য স্তর,data level
ডেটা লাইব্রেরি,data library
ডেটা লিঙ্ক স্তর,data link layer
ডেটা লিঙ্ক স্তর (DLL),data link layer (DLL)
ডাটা ব্যাবস্থাপনা,data management
ডেটা ম্যানিপুলেশন,data manipulation
ডেটা ম্যানিপুলেশন ল্যাঙ্গুয়েজ (DML),data manipulation language (DML)
ডেটা মডেম,data modem
তথ্য পরিবর্তন,data modification
তথ্য জালিকা,data network
ডেটা অপারেশন,data operation
তথ্য সংস্থা,data organization
ডেটা আউটপুট,data output
তথ্য পথ,data path
তথ্য প্রস্তুতি,data prepration
ডেটা গোপনীয়তা,data privacy
ডাটা প্রসেসর,data processor
তথ্য সুরক্ষা,data protection
তথ্য রেকর্ড,data record
তথ্য পুনরুদ্ধার,data retrieval
ডেটা রুটিন,data routine
তথ্য নিরাপত্তা,data security
ডেটা সেট,data set
তথ্য সংকেত,data signal
ডেটা সিঙ্ক,data sink
তথ্য সূত্র,data source
ডেটা স্পেসিফিকেশন,data specification
ডেটা স্টেশন,data station
তথ্য ভান্ডার,data storage
ডেটা স্টোরেজ কাঠামো,data storage structure
তথ্য কাঠামো,data structure
ডেটা সুইচ,data switch
ডেটা টেবিল,data table
ডেটা টার্মিনাল,data terminal
ডেটা ট্রান্সক্রিপশন,data transcription
তথ্য স্থানান্তর,data transfer
ডেটা ট্রান্সমিশন,data transmission
ডেটা ট্রান্সমিশন চ্যানেল,data transmission Channel
ডেটা টাইপ,data type
ডেটা ইউনিট,data unit
তথ্য বৈধতা,data validation
তথ্যশালা,database
ডাটাবেস প্রশাসন,database adminstration
ডাটাবেস ডিজাইন,database design
ডাটাবেস ম্যানেজমেন্ট সিস্টেম,database management system
ডেটাগ্রাভ,datagrav
তথ্য,datum
মৃত এলাকা,dead zone
অচলাবস্থা,deadlock
অচলাবস্থা প্রতিরোধ,deadlock prevention
ডিবাগ,debug
সিদ্ধান্ত বক্স,decision box
সিদ্ধান্ত গ্রহণের প্রক্রিয়া,decision making process
সিদ্ধান্ত সমর্থন সিস্টেম,decision support system
সিদ্ধান্ত গাছ,decision tree
ডিকোডার,decoder
পচন নীতি,decomposition principle
ডিক্রিপশন,decryption
ডেডিকেটেড চ্যানেল,dedicated channel
ডেডিকেটেড পোর্ট,dedicated port
প্রতিরক্ষা ডেটা নেটওয়ার্ক (DDN),defence data network (DDN)
প্রতিরক্ষা তথ্য সিস্টেম,defence information system
ডিফ্র্যাগমেন্টেশন,defragmentation
বিলম্ব,delay
বিলম্ব পাল্টা,delay counter
বিলম্ব সময়,delay time
মুছে ফেলা,delete
মুছে ফেলার রেকর্ড,deletion record
ডিলিমিটার,delimiter
ডেল্টা মড্যুলেশন,delta modulation
চাহিদা পেজিং,demand paging
ডেমো,demo
demodulation,demodulation
demultiplexer,demultiplexer
অস্বাভাবিককরণ,denormalization
ঘনত্ব,density
নির্ভরতা,dependency
নির্ভরশীল ইউনিট,dependent unit
ডিকিউ,dequeue
ডিরেফারেন্সিং,dereferencing
উদ্ভূত গাছ,derivation tree
প্রাপ্ত ক্ষেত্র,derived field
অবরোহী সাজানোর,descending sort
নকশা,design
ডেস্ক ক্যালকুলেটর,desk calculator
ডেস্কটপ কম্পিউটার,desk top computer
ডেস্কটপ উপস্থাপনা,desktop presentation
ডেস্কটপ প্রকাশনা (DTP),desktop publishing (DTP)
ডেস্কটপ ভিডিও,desktop video
গন্তব্য ঠিকানা,destination address
ধ্বংসকারী,destructer
নির্ধারক স্বয়ংক্রিয়,deterministric automats
বিকাশকারী,developer
উন্নয়ন ব্যবস্থা,development system
যন্ত্র,device
ডিভাইস নিয়ন্ত্রণ ইউনিট,device control unit
ডিভাইস নিয়ামক,device controller
যন্ত্র ব্যবস্থাপনা,device management
ডিভাইস মোড,device mode
রোগ নির্ণয়,diagnosis
ডায়াগনস্টিক সিস্টেম,diagnostic system
কারণ নির্ণয়,diagnostics
চিত্র,diagram
ডায়াল,dial
ডায়াল লাইন,dial line
ডায়াল টোন,dial tone
ডায়াল আপ,dial up
ডায়ালগ,dialog
সংলাপ বাক্স,dialog box
ডায়ালআপ মডেম,dialup modem
মাত্রা,diamension
অভিধান,dictionary
পৃথকীকরণ,differentiation
ডিজিটাল,digital
ডিজিটাল চ্যানেল,digital channel
ডিজিটাল সার্কিট,digital circuit
ডিজিটাল কম্পিউটার,digital computer
ডিজিটাল তথ্য,digital data
ডিজিটাল সুবিধা,digital facility
ডিজিটাল ফিল্টার,digital filter
ডিজিটাল লাইব্রেরি,digital library
ডিজিটাল মড্যুলেশন,digital modulation
ডিজিটাল মনিটর,digital monitor
ডিজিটাল ছবি,digital picture
ডিজিটাল স্বাক্ষর,digital signature
ডিজিটাল সুইচ,digital switch
ডিজিটাল থেকে এনালগ (D/A) রূপান্তরকারী,digital to analog (D/A) converter
ডিজিটাইজেশন,digitization
ডিজিটাইজ করা,digitize
ডিজিটাইজার,digitizer
ডায়োড,diode
সরাসরি,direct
সরাসরি ঠিকানা,direct address
সরাসরি রূপান্তর,direct conversion
সরাসরি সংযোগ,direct coupling
সরাসরি মেমরি অ্যাক্সেস (DMA),direct memory access (DMA)
সরাসরি মেমরি অ্যাক্সেস (DMA),direct memory acess (DMA)
সরাসরি পদ্ধতি,direct method
নির্দেশ,directive
ডিরেক্টরি,directory
ডিরেক্টরি সার্ভার,directory server
ডিরেক্টরি সেবা,directory service
