Malayalam,Odiya
പരിഹരിക്കാൻ,ଠିକ କରିବା ପାଇଁ
"മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)","ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)"
മിശ്രത്വൻ,ମିଶ୍ର
സർവ്വവ്യാപിയായ മാധ്യമം,ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |
ഓമ്‌നി ആന്റിന,omni ଆଣ୍ଟେନା |
പഞ്ചഭൂതം,ଆଲମାନାକ |
ആൽഫ,ଆଲଫା
ആൽഫ പ്രവർത്തനം,ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |
ആൽഫാന്യൂമെറിക്,ବର୍ଣ୍ଣମାଳା
ആൽഫാ റേ,ଆଲଫା ରଶ୍ମି |
മാറ്റുക,ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
"ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്","ବିକଳ୍ପ, ବିକଳ୍ପ"
ആൾട്ടർനേറ്റർ,ବିକଳ୍ପ
ആൾട്ടിമീറ്റർ,ଉଚ୍ଚତା
ആൾട്ടിമീറ്റർ,ଉଚ୍ଚତା
ആൾട്ടിമെട്രി,ଉଚ୍ଚତା
"ഉയരം, ഉയരം, ഉയരം, ഉയരം","ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |"
അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU),ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU)
ഒരു ഭരണം,amaget ନିୟମ |
പരിസ്ഥിതി,ପରିବେଶ
അമ്ക്രോൺ,ଆମିକ୍ରନ୍ |
അമ്മീറ്റർ,ଆମ୍ମିଟର
ആമ്പിയർ,ଆମ୍ପେର୍
ആമ്പിയർ നിയമം,ampere-law
ഉഭയജീവി അയോൺ,ଆମ୍ଫିବିଆନ୍ ଆୟନ |
ആംപ്ലിഫിക്കേഷൻ,ବୃଦ୍ଧି
ആംപ്ലിഫയർ,ଏମ୍ପ୍ଲିଫାୟର୍
"ആംഗിൾ, അളവ്","କୋଣ, ପରିମାପ"
എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്),a। M. U. (ପରମାଣୁ ମାସ ଏକକ)
അനുയോജ്യം,ସୁସଙ୍ଗତ
സാമ്യം,ଅନୁରୂପ
അനലിസ്റ്റ്,ବିଶ୍ଳେଷକ |
വിശകലനം,ବିଶ୍ଳେଷଣ |
വിശകലനാത്മകമായ,ବିଶ୍ଳେଷଣାତ୍ମକ |
നോൺ-പോയിന്റ്,ଅଣ-ବିନ୍ଦୁ |
അസാധാരണമായ,ଅସନ୍ତୁଷ୍ଟ |
വാതിലും,ଏବଂ ଦ୍ୱାର
നോൺ-അക്കോസ്റ്റിക്,ଅଣ-ଆକାଶବାଣୀ |
അസാധാരണമായ ഇലാസ്തികത,ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |
ജലരഹിതമായ,ଆନ୍ହାଇଡ୍ରସ୍
കോൺ,କୋଣ
angstrom യൂണിറ്റ്,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
കോണിക,କୋଣାର୍କ |
പ്രൊട്രാക്ടർ വെർനിയർ,ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |
തർക്കരഹിതമായ,ବିବାଦୀୟ |
ബഹുമാനമില്ലാത്ത,ସମ୍ମାନଜନକ |
അക്രോമാറ്റിക് കാന്തികവൽക്കരണം,ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |
മന്ദത,ଅଳସୁଆ |
അയോൺ,ଆୟନ
അസമമായ,ଅସୀମିତ |
ഐസോട്രോപിക്,ଆଇସୋଟ୍ରୋପିକ୍ |
ഐസോട്രോപിസം,ଆଇସୋଟ୍ରୋପିଜିମ୍ |
ഇല്ലാതാക്കൽ,ବିଲୋପ
ഗൂഢാലോചനക്കാർ,ଷଡଯନ୍ତ୍ରକାରୀ
ആനോഡ്,anode
ആനോഡൈസേഷൻ,ଆନାଡାଇଜେସନ୍ |
പൊരുത്തമില്ലാത്ത,ଅସଙ୍ଗତ
ഒപ്റ്റിക്കൽ സിസ്റ്റം,ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |
ആന്റിന,ଆଣ୍ଟେନା |
ആന്റിബെറിയോൺ,ଆଣ୍ଟିବାୟର୍
ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്,ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |
കൌണ്ടർ ബോണ്ട്,କାଉଣ୍ଟର ବଣ୍ଡ |
റിവേഴ്സ് പവർ,ଓଲଟା ଶକ୍ତି |
ഡയമാഗ്നറ്റിക്,ଡାଇମାଗ୍ନେଟିକ୍ |
ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ,ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്,ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |
ആന്റിഗ്രാവിറ്റി,ଆଣ୍ଟିଗ୍ରାଭିଟି
ആന്റിലാംഡ കണിക,ଆଣ୍ଟିଲାମଡା କଣିକା |
അല്ലെലെപ്റ്റൺ,ଆଲେଲେପଟନ୍ |
ഡയമാഗ്നറ്റിക്,ଡାଇମାଗ୍ନେଟିକ୍ |
പ്രതിദ്രവ്യം,ଆଣ୍ଟିମାଟର୍ |
വിരുദ്ധ മിസൈൽ,ଆଣ୍ଟି ମିସାଇଲ୍
ആന്റിന്യൂട്രോൺ,ଆଣ୍ଟିନାଟ୍ରନ୍ |
സ്പന്ദിക്കുന്ന,ପଲସିଂ
ആന്റി ന്യൂക്ലിയോൺ,ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |
ആന്റിപാർട്ടിക്കിൾ,ଆଣ୍ଟିପାର୍ଟିକଲ୍ |
ആന്റിപ്രോട്ടോൺ,ଆଣ୍ଟିପ୍ରୋଟନ୍ |
ആന്റി റിഫ്ലെക്റ്റീവ്,ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |
ആന്റിസിമെട്രിക്,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |
ആവർത്തിക്കാത്ത,ପୁନରାବୃତ୍ତି ନୁହେଁ |
അനാക്രോണിസം,ଆନାକ୍ରୋନିଜିମ୍ |
സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്,ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |
ദ്വാരക്,ଦ୍ୱାରକ
"മുകളിൽ, മുകളിൽ, മുൻഭാഗം","ଉପର, ଉପର, ଆଗ"
"സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ","ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |"
ഉദാസീനമായ ലേസ്,ଉଦାସୀନ ଲେସ୍ |
ദയനീയമല്ലാത്ത,ଅଣ-ଦୁ hetic ଖଦାୟକ |
വൈകല്യമില്ലാത്തത്,ଅକ୍ଷମତା |
വളരെ അക്രോമാറ്റിക്,ବହୁତ ଆକ୍ରୋମାଟିକ୍ |
"ഭൂമി-ഉയരം, അപ്പോജി","ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |"
"ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള","ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |"
പരധ്രുവത്വം,ପାରାପୋଲାରିଟି |
ഉപകരണം,ଉପକରଣ
"വെർച്വൽ, വിഷ്വൽ","ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |"
ദൃശ്യ സൂര്യൻ,ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |
ദൃശ്യ സമയം,ଭିଜୁଆଲ୍ ସମୟ |
ഉയർന്നുവരുന്ന രൂപം,ଉଦୀୟମାନ ରୂପ
അപേക്ഷ,ଆବେଦନ
പ്രയോഗക്ഷമത,ପ୍ରଯୁଜ୍ୟତା |
അപേക്ഷിച്ചു,ପ୍ରୟୋଗ ହୋଇଛି |
നിരീക്ഷിക്കാവുന്നതാണ്,ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |
സമീപനം,ଉପାୟ
"അടുത്ത്, ഏകദേശം","ପାଖାପାଖି, ପାଖାପାଖି"
ഏകദേശ കണക്ക്,ଆନୁମାନିକତା
നീരാവി മർദ്ദം,ବାଷ୍ପ ଚାପ
സ്വമേധയാ,ସ୍ବେଚ୍ଛାକୃତ
"ആർക്ക് ചൂള, ആർക്ക് ചൂള","ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |"
ആർക്കിമിഡീസിന്റെ നിയമം,ଆର୍କିମିଡିସ୍ ନିୟମ |
വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം,ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |
ആർക്ക് ലാമ്പ്,ଆର୍କ ଦୀପ
ആർക്ക്-സ്പെക്ട്രം,ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |
"പ്രദേശം, പ്രദേശം","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
"പ്രാദേശിക, പ്രാദേശിക","ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ"
"ഭുജം, ഭുജം, ശാഖ","ବାହୁ, ବାହୁ, ଶାଖା |"
അമച്വർ,ଶ୍ରଦ୍ଧାଳୁ
"അറേ, അറേ","ଆରେ, ଆରେ"
റിസീവർ,ରସିଦ
ഉച്ചാരണ വ്യക്തത,ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |
സിന്തറ്റിക്,ସିନ୍ଥେଟିକ୍ |
കൃത്രിമ പരിവർത്തനം,କୃତ୍ରିମ ସଂକ୍ରମଣ
ആരോഹണം,ଆରୋହଣ
കയറ്റം,ଆରୋହଣ
കയറുന്നു,ଆରୋହଣ
അഗോലി,ଆଗୋଲି
സമാഹരണം,ଏକୀକରଣ
കൂട്ടം,ର ସେଟ୍
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
കൃത്യമായ കണക്കുകൂട്ടൽ,ସଠିକତା ଆକଳନ
വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ,ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
"ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത","ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |"
സ്വരാക്ഷര ശബ്ദം,ସ୍ ow ର ଶବ୍ଦ
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
ആസ്തെനിക്,asthenic
"വിട്ടുനിൽക്കൽ, astigmatism","ନିବୃତ୍ତତା, astigmatism |"
ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്,ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
ജ്യോതിശാസ്ത്രം,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
ബഹിരാകാശ സഞ്ചാരി,ମହାକାଶଚାରୀ
ജ്യോതിശാസ്ത്രജ്ഞൻ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
സ്വർഗ്ഗീയ,ସ୍ୱର୍ଗୀୟ
ജ്യോതിശാസ്ത്രം,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
ജ്യോതിശാസ്ത്രം,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
അസമമായ,ଅସୀମିତ |
അസിംപ്റ്റോട്ടിക്,ଅସ୍ମିପଟୋଟିକ୍ |
വഷളാക്കുന്നു,ବୃଦ୍ଧି
അസമന്വിത,ଅସନ୍ତୁଳିତ |
"അന്തരീക്ഷം, അന്തരീക്ഷം","ପରିବେଶ, ପରିବେଶ"
അന്തരീക്ഷം,ବାୟୁମଣ୍ଡଳ
കാറ്റ് പ്രക്ഷുബ്ധത,ପବନ ଅଶାନ୍ତି |
ആണവ,ପରମାଣୁ
ആറ്റോമിക,ପରମାଣୁ
ആറ്റോമിസിറ്റി,ପରମାଣୁ
ആണവ പിണ്ഡം,ଆଣବିକ ମାସ
ആറ്റോമിക നമ്പർ,ପରମାଣୁ ସଂଖ୍ୟା
"ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ","ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |"
ആറ്റോമിക,ପରମାଣୁ
കണം,କଣିକା
കണം,କଣିକା
ശോഷണം,ଆଘାତ
"ശോഷണം, ശോഷണം","ଆଘାତ, ଆଘାତ"
ചാം,ଚମତ୍କାର |
ആകർഷണ ശക്തി,ଆକର୍ଷଣର ଶକ୍ତି |
ശ്രവണക്ഷമത,ଶ୍ରବଣତା |
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
കേൾക്കാവുന്ന,ଶ୍ରବଣଯୋଗ୍ୟ |
ഓഡിയോ ജനറേറ്റർ,ଅଡିଓ ଜେନେରେଟର
ഓഡിബിലിറ്റി ഗ്രാഫ്,ଶ୍ରବଣତା ଗ୍ରାଫ୍ |
കേൾവി ശാസ്ത്രം,ବିଜ୍ଞାନ ଶୁଣିବା |
ഓഡിയോമീറ്റർ,ଅଡିଓମିଟର |
കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
ശബ്ദ സിഗ്നൽ,ଶବ୍ଦ ସଙ୍କେତ
ദൃശ്യ-ശ്രാവ്യ,ଅଡିଓ-ଭିଜୁଆଲ୍ |
"ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം","ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |"
OZ പ്രഭാവം,OZ ପ୍ରଭାବ
പ്രമോഷൻ,ପଦୋନ୍ନତି
എൻഹാൻസർ,ଉନ୍ନତିକାରୀ
ധ്രുവജ്വാല,ପୋଲାର ଅଗ୍ନି
ദക്ഷിണ ധ്രുവജ്വാല,ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି
ഉത്തരധ്രുവ ജ്വാല,ଉତ୍ତର ପୋଲାର ଅଗ୍ନି
യാന്ത്രിക മുന്നറിയിപ്പ്,ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |
ഓട്ടോ പാരലലൈസർ,ଅଟୋ ସମାନ୍ତରାଳ
"ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |"
"ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ"
"സഹായി, സഹകരണം, അധിക","ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |"
"അവദവ, അവലാഞ്ചി","ଅଭଡାଭା, ଆଭାଲଚେନ୍"
"അർത്ഥം, അർത്ഥം","ଅର୍ଥ, ଅର୍ଥ"
പരിവാരൻ,parivaran
അച്ചുതണ്ട്,ଅକ୍ଷୀୟ |
അച്ചുതണ്ട്,ଅକ୍ଷ
അസിമുത്ത്,ଆଜିମ୍ୟୁଥ୍
അസിമുത്ത്,ଆଜିମ୍ୟୁଥ୍
തിരികെ,ପଛକୁ
"പശ്ചാത്തലം, പശ്ചാത്തലം","ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି"
"പിന്നോട്ട്, പിന്നോട്ട്","ପଛକୁ, ପଛକୁ"
ടേൺ എറൗണ്ട്,ବୁଲି ପଡ
ബാക്ക് വോൾട്ടേജ് പൾസർ,ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |
പോസ്റ്റ്-റിലേഷൻഷിപ്പ്,ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ
തിരിച്ചടവ്,ପରିଶୋଧ
ആന്റി വോൾട്ടേജ്,ଆଣ୍ଟି ଭୋଲଟେଜ୍ |
പിൻഭാഗം ചിതറിക്കൽ,ପରବର୍ତ୍ତୀ ବିଛାଇବା |
ഇന്റർസ്റ്റീഷ്യൽ വേവ്,ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |
ഇൻസുലേറ്റർ,ଇନସୁଲେଟର
പാരച്യൂട്ട് ജമ്പ്,ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |
ചൂടാക്കൽ,ଗରମ
