Tamil,Kannada
உரையாற்றுவது,ಉದ್ದೇಶಿಸಿ
போதுமான அளவுகோல்கள்,ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡಗಳು
இணைந்த,ಪಕ್ಕದ
நிர்வாகம்,ಆಡಳಿತ
நிர்வாகி,ನಿರ್ವಾಹಕ
அடோப் அக்ரோபேட்,ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್
அடோ போட்டோஷாப்,ಅಡೋಬ್ ಫೋಟೋಶಾಪ್
அட்வான்ஸ் பிசினஸ் அப்ளிகேஷன் புரோகிராமிங் (ஏபிஏபி),ಅಡ್ವಾನ್ಸ್ ಬಿಸಿನೆಸ್ ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ (ABAP)
மேம்பட்ட தரவு,ಸುಧಾರಿತ ಡೇಟಾ
மேம்பட்ட தகவல் அமைப்பு,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
மேம்பட்ட தொழில்நுட்பம் (AT),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
முகவர்,ಏಜೆಂಟ್
திரட்டுதல்,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
வான்வழி கணினி அமைப்பு,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
அல்டஸ் பக்க தயாரிப்பாளர்,ಅಲ್ಡಸ್ ಪೇಜ್ ಮೇಕರ್
எச்சரிக்கை பெட்டி,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
அல்கோல்,ಆಲ್ಗೋಲ್
அல்காரிதம்,ಅಲ್ಗಾರಿದಮ್
அல்காரிதம் பகுப்பாய்வு,ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ
அல்காரிதம் திறன்,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
மாற்றுப்பெயர்,ಅಲಿಯಾಸ್
சீரமைப்பு,ಜೋಡಣೆ
ஒதுக்கீடு,ಹಂಚಿಕೆ
அகரவரிசை,ವರ್ಣಮಾಲೆಯ
எண்ணெழுத்து,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
எண்ணெழுத்து விசைப்பலகை,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀ ಬೋರ್ಡ್
ஆல்பா-சோதனை,ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ
ஆல்பா பதிப்பு,ಆಲ್ಫಾ-ಆವೃತ್ತಿ
alt விசை,ಆಲ್ಟ್ ಕೀ
அல்டாவிஸ்டா,ಅಲ್ಟಾವಿಸ್ತಾ
தெளிவின்மை,ಅಸ್ಪಷ್ಟತೆ
தெளிவற்ற இலக்கணம்,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
அமெரிக்க தேசிய தரநிலை நிறுவனம் (ANSI),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
தகவல் பரிமாற்றத்திற்கான அமெரிக்க தரநிலை குறியீடு (ASCII),ಮಾಹಿತಿ ವಿನಿಮಯಕ್ಕಾಗಿ ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್ (ASCII)
அனலாக்,ಅನಲಾಗ್
அனலாக் கணினி,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
அனலாக் சாதனம்,ಅನಲಾಗ್ ಸಾಧನ
அனலாக் மோடம்,ಅನಲಾಗ್ ಮೋಡೆಮ್
அனலாக் டு டிஜிட்டல் மாற்றி (ADC),ಅನಲಾಗ್ ಟು ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ (ADC)
மற்றும்,ಮತ್ತು
மற்றும் சுற்று,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
மற்றும் வாயில்,ಮತ್ತು ಗೇಟ್
மற்றும் செயல்பாடு அல்ல (விலக்கு),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
இயங்குபடம்,ಅನಿಮೇಷನ್
சிறுகுறிப்பு,ಟಿಪ್ಪಣಿ
ஒழுங்கின்மை,ಅಸಂಗತತೆ
முன்னோடி,ಪೂರ್ವಭಾವಿ
முன்கூட்டிய பேஜிங்,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
எதிர்ப்பு சமச்சீர்,ವಿರೋಧಿ ಸಮ್ಮಿತೀಯ
வைரஸ் தடுப்பு நிரல்,ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ
ஆப்லெட்,ಆಪ್ಲೆಟ್
பயன்பாட்டு டெவலப்பர்,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
பயன்பாட்டு நிரலாக்கம்,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
பயன்பாட்டு நிரலாக்க இடைமுகம் (API),ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)
பயன்பாட்டு மென்பொருள்,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
பயன்பாட்டு மொழி,ಅನ್ವಯಿಕ ಭಾಷೆ
தோராயக் கோட்பாடு,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
கட்டிடக்கலை,ವಾಸ್ತುಶಿಲ್ಪ
பகுதி பரிமாற்றம்,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
வாதம்,ವಾದ
எண்கணித மற்றும் தர்க்க அலகு,ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
எண்கணித சரிபார்ப்பு,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
எண்கணித மாறிலி,ಅಂಕಗಣಿತ ಸ್ಥಿರ
எண்கணித தரவு,ಅಂಕಗಣಿತದ ಡೇಟಾ
எண்கணித அறிவுரை,ಅಂಕಗಣಿತದ ಸೂಚನೆ
எண்கணிதம் மற்றும் தருக்க அலகு (ALU),ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU)
அர்பானெட்,ಅರ್ಪಾನೆಟ್
வரிசை,ಶ್ರೇಣಿ
வரிசை கேச்,ರಚನೆಯ ಸಂಗ್ರಹ
வரிசை கணினி,ಅರೇ ಕಂಪ್ಯೂಟರ್
வரிசை உறுப்பு,ರಚನೆಯ ಅಂಶ
வரிசை பெயர்,ರಚನೆಯ ಹೆಸರು
வரிசை செயலி,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
அம்புக்குறி விசைகள்,ಬಾಣದ ಕೀಲಿಗಳು
உச்சரிப்பு,ಉಚ್ಚಾರಣೆ
உச்சரிப்பு புள்ளி,ಉಚ್ಚಾರಣಾ ಬಿಂದು
செயற்கை சுருக்கம்,ಕೃತಕ ಸಂಕೋಚನ
செயற்கை கட்டுப்பாடு,ಕೃತಕ ನಿಯಂತ್ರಣ
செயற்கை நுண்ணறிவு,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
ஏறுபவர்,ಆರೋಹಣ
ஏறும் வகை,ಆರೋಹಣ ರೀತಿಯ
ASCII betical order,ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್
ASCII கட்டுப்பாட்டு எழுத்து,ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ
ASCII கோப்பு,ASCII ಫೈಲ್
ASCII எழுத்துரு,ASCII ಫಾಂಟ್
ASCII பரிமாற்றம்,ASCII ವರ್ಗಾವಣೆ
விகிதம்,ಆಕಾರ ಅನುಪಾತ
ASPI,ASPI
ASR டைமர்,ASR ಟೈಮರ್
கூடி,ಜೋಡಿಸು
அசெம்பிளர்,ಅಸೆಂಬ್ಲರ್
சட்டசபை,ಸಭೆ
சட்டசபை மொழி,ಅಸೆಂಬ್ಲಿ ಭಾಷೆ
வலியுறுத்தல்,ಪ್ರತಿಪಾದನೆ
பணி நியமனம்,ನಿಯೋಜನೆ
சங்கம்,ಸಂಘ
துணை முகவரி,ಸಹಾಯಕ ವಿಳಾಸ
துணை நினைவகம்,ಸಹಾಯಕ ಸ್ಮರಣೆ
ஆஸ்டிரிக்,ಆಸ್ಟರಿಕ್
சமச்சீரற்ற,ಅಸಮ್ಮಿತ
ஒத்திசைவற்ற,ಅಸಮಕಾಲಿಕ
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
அணு,ಪರಮಾಣು
இணைக்கப்பட்ட ஆவணம்,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
இணைக்கப்பட்டுள்ள கோப்பு,ಲಗತ್ತಿಸಲಾದ ಕಡತ
இணைப்பு,ಬಾಂಧವ್ಯ
பண்பு,ಗುಣಲಕ್ಷಣ
ஆடியோ,ಆಡಿಯೋ
தணிக்கை நிரலாக்கம்,ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
தணிக்கை சோதனை,ಆಡಿಟ್ ಟ್ರಯಲ್
பெருக்குதல்,ವರ್ಧನೆ
அங்கீகார நெறிமுறை,ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
ஆசிரியர் அமைப்பு,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
அங்கீகாரம்,ಅಧಿಕಾರ
தானியங்கு சுருக்கம்,ಸ್ವಯಂ ಅಮೂರ್ತ
தானாக துவக்குதல்,ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ
ஆட்டோகேட்,ಆಟೋಕ್ಯಾಡ್
ஆட்டோலாக் ஆன்,ಸ್ವಯಂ ಲಾಗ್ ಆನ್
தானியங்கி,ಸ್ವಯಂಚಾಲಿತ
தானியங்கு கோட்பாடு,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
தானியங்கி கணினி,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್
தானியங்கி தரவு செயலாக்கம்,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
தானியங்கி பிழை திருத்தம்,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
தானியங்கி செயல்பாடு,ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ
தானியங்கி அட்டவணைப்படுத்தல்,ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ
தானியங்கி நூலக அழைப்பு,ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ
தானியங்கி நிரலாக்க,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
தானியங்கி மீட்பு திட்டம்,ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ
தானியங்கி வழக்கம்,ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ
தானியங்கி கணினி மீட்பு,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM),ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM)
தானியங்கி,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
தானியங்கி,ಸ್ವಚಾಲಿತ
தானாக சேமிக்கவும்,ಸ್ವಯಂ ಉಳಿಸಿ
துணை,ಸಹಾಯಕ
துணை நினைவகம்,ಸಹಾಯಕ ಸ್ಮರಣೆ
துணை சேமிப்பு,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
கிடைக்கும் பட்டியல்,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
கிடைக்கும் நேரம்,ಲಭ್ಯವಿರುವ ಸಮಯ
சராசரி,ಸರಾಸರಿ
awk (மொழி),awk (ಭಾಷೆ)
பின்தளம்,ಬ್ಯಾಕೆಂಡ್
பின்தள செயலி,ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್
பின்முகத்தை அகற்றுதல்,ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ
பின்னணி செயலாக்கம்,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
பேக்கிங் கடை,ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ
பின் இணைப்பு,ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್
பின்வெளி,ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್
பின்வாங்குதல்,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
காப்புப்பிரதி,ಬ್ಯಾಕ್ ಅಪ್
காப்பு நினைவகம்,ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ
பின்னோக்கி பிழை மீட்பு,ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ
இருப்புநிலை,ಆಯವ್ಯಯ ಪಟ್ಟಿ
இசைக்குழு,ಬ್ಯಾಂಡ್
பட்டை அகலம்,ಬ್ಯಾಂಡ್ ಅಗಲ
வங்கியாளர் வழிமுறை,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
பார் குறியீடு,ಬಾರ್ ಕೋಡ್
பட்டை குறி படிப்பான் வருடி,ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
சட்ட வரைபடம்,ಬಾರ್ ಗ್ರಾಫ್
அடிப்படை முகவரி,ಮೂಲ ವಿಳಾಸ
அடிப்படை இசைக்குழு,ಬೇಸ್ ಬ್ಯಾಂಡ್
அடிப்படை எண்,ಮೂಲ ಸಂಖ್ಯೆ
அடிப்படை அட்டவணை,ಬೇಸ್ ಟೇಬಲ್
அடிப்படை,ಬೇಸಿಕ್
அடிப்படை கட்டுப்பாடு,ಮೂಲ ನಿಯಂತ್ರಣ
அடிப்படை உள்ளீடு,ಮೂಲ ಇನ್ಪುಟ್
அடிப்படை அறிவுறுத்தல்,ಮೂಲ ಸೂಚನೆ
அடிப்படை வெளியீடு,ಮೂಲ ಔಟ್ಪುಟ್
அடிப்படை படி,ಮೂಲ ಹಂತ
தொகுதி,ಬ್ಯಾಚ್
தொகுதி கோப்பு,ಬ್ಯಾಚ್ ಫೈಲ್
தொகுதி நிலை,ಬ್ಯಾಚ್ ಸ್ಥಾನ
தொகுதி செயலாக்கம்,ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ
தொகுதி அமைப்பு,ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ
பாட்,ಬಾಡ್
பாட் விகிதம்,ಬೌಡ್ ದರ
உத்திரம்,ಕಿರಣ
அளவுகோல்,ಮಾನದಂಡ
இருதரப்பு தொடர்பு,ದ್ವಿಮುಖ ಸಂವಹನ
இருதரப்பு இணைப்பு,ದ್ವಿಮುಖ ಲಿಂಕ್
பைனரி குறியீடு,ಬೈನರಿ ಕೋಡ್
பைனரி இலக்கம்,ದ್ವಿಮಾನ ಅಂಕಿ
பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்),ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
பைனரி எண்,ಬೈನರಿ ಸಂಖ್ಯೆ
பைனரி ஆபரேட்டர்,ಬೈನರಿ ಆಪರೇಟರ್
பைனரி உறவு,ದ್ವಿಮಾನ ಸಂಬಂಧ
பைனரி தேடல்,ಬೈನರಿ ಹುಡುಕಾಟ
பைனரி தேடல் மரம் (BST),ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST)
பைனரி பரிமாற்றம்,ಬೈನರಿ ವರ್ಗಾವಣೆ
பைனரி மரம்,ಅವಳಿ ಮರ
இருமுனை நினைவகம்,ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ
பிறப்பு இறப்பு மாதிரி,ಜನನ ಮರಣ ಮಾದರಿ
பிறப்பு இறப்பு செயல்முறை,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
பிட்,ಸ್ವಲ್ಪ
சிறிய தவறு,ಸ್ವಲ್ಪ ತಪ್ಪು
பிட் வரைபடம்,ಬಿಟ್ ನಕ್ಷೆ
பிட் மேப் பிக்சல் (BMP),ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP)
பிட் மேட்ரிக்ஸ்,ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
பிட் முறை,ಬಿಟ್ ಮಾದರಿ
பிட் நிலை,ಬಿಟ್ ಸ್ಥಾನ
பிட் விகிதம்,ಬಿಟ್ ದರ
கருப்பு பெட்டி சோதனை,ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ
கண் சிமிட்டுதல்,ಮಿಟುಕಿಸುವುದು
தொகுதி,ಬ್ಲಾಕ್
தொகுதி தற்காலிக சேமிப்பு,ಬ್ಲಾಕ್ ಸಂಗ್ರಹ
தடுப்பு சோதனை,ಬ್ಲಾಕ್ ಚೆಕ್
தொகுதி நகல்,ಬ್ಲಾಕ್ ನಕಲು
தொகுதி வரைபடம்,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
பிணையத்தைத் தடுக்கிறது,ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್
பலகை,ಬೋರ್ಡ್
புத்தககுறி,ಪುಸ್ತಕ ಗುರುತು
பூலியன் இயற்கணிதம்,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
பூலியன் உறவு,ಬೂಲಿಯನ್ ಸಂಬಂಧ
துவக்க பகிர்வு,ಬೂಟ್ ವಿಭಾಗ
பூட் ஸ்ட்ராப்பிங்,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
பூட்-ஸ்ட்ராப் ஏற்றி,ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
பாலம்,ಸೇತುವೆ
பிராட்பேண்ட் நெட்வொர்க்கிங்,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್
ஒளிபரப்பு,ಪ್ರಸಾರ
ஒலிபரப்பு வானொலி,ರೇಡಿಯೋ ಪ್ರಸಾರ
உலவ,ಬ್ರೌಸ್
உலாவி,ಬ್ರೌಸರ್
பி-மரம்,ಬಿ-ಟ್ರೀ
குமிழி நினைவகம்,ಬಬಲ್ ಮೆಮೊರಿ
குமிழி வகை,ಬಬಲ್ ರೀತಿಯ
வாளி,ಬಕೆಟ್
நண்பர் அமைப்பு,ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ
பட்ஜெட் பயனுள்ள கட்டுப்பாடு,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
தாங்கல்,ಬಫರ್
பிழை,ದೋಷ
பேருந்து,ಬಸ್
பைட்,ಬೈಟ್
பைட் குறியீடு,ಬೈಟ್ ಕೋಡ್
c,ಸಿ
C++,C++
தற்காலிக சேமிப்பு,ಸಂಗ್ರಹ
கேச் தாங்கல்,ಸಂಗ್ರಹ ಬಫರ್
கேச் நினைவகம்,ಸಂಗ್ರಹ ಮೆಮೊರಿ
கணக்கீடு,ಲೆಕ್ಕಾಚಾರ
கால்குலேட்டர்,ಕ್ಯಾಲ್ಕುಲೇಟರ್
கால்குலேட்டர் சிப்,ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್
அழைப்பு,ಕರೆ
பெயரால் அழைக்கவும்,ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ
குறிப்பு மூலம் அழைப்பு,ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ
மதிப்பு மூலம் அழைப்பு,ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ
மாறிகள் மூலம் அழைப்பு,ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ
அழைப்பு வாயில்,ಕರೆ ಗೇಟ್
ரத்து செய்,ರದ್ದುಮಾಡು
ரத்து பொத்தான்,ರದ್ದು ಬಟನ್
நியமனம்,ಅಂಗೀಕೃತ
நியமன வடிவம்,ಅಂಗೀಕೃತ ರೂಪ
திறன்,ಸಾಮರ್ಥ್ಯ
திறன் பட்டியல்,ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ
திறன்,ಸಾಮರ್ಥ್ಯ
தொப்பி பூட்டு விசை,ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ
அட்டை,ಕಾರ್ಡ್
கார்டு ரீடர்,ಕಾರ್ಡ್ ರೀಡರ್
கார்டினாலிட்டி,ಕಾರ್ಡಿನಲಿಟಿ
கேரியர்,ವಾಹಕ
கேரியர் பேண்ட்,ವಾಹಕ ಬ್ಯಾಂಡ್
கேரியர் சுமை,ವಾಹಕ ಲೋಡ್
கேரியர் சிக்னல்,ವಾಹಕ ಸಂಕೇತ
கேரியர் அலை,ವಾಹಕ ತರಂಗ
சுமந்து செல்,ಒಯ್ಯುತ್ತಾರೆ
இலக்கத்தை எடுத்துச் செல்லுங்கள்,ಅಂಕೆ ಸಾಗಿಸಿ
கொடியை ஏந்தி,ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ
கெட்டி வட்டு,ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್
அருவி,ಕ್ಯಾಸ್ಕೇಡ್
வழக்கு,ಪ್ರಕರಣ
கத்தோட் கதிர் குழாய் (CRT),ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT)
