Odiya,English
ଅତିରିକ୍ତ ଅନୁଦାନ,Additional grant
ଅତିରିକ୍ତ ସୂଚନା,Additional information
ଅତିରିକ୍ତ ଦେୟ,Additional pay
ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ,Addition and alteration
ଠିକଣା,Address
ଆଡ୍ରେସେେ |,Addressee
ସ୍ୱାଗତିବାର ଠିକଣା,Address of welcome
ପର୍ଯ୍ୟାପ୍ତ,Adequate
ନିୟମ ପାଳନ,Adhere to
ଅନୁପଚାରି,Ad hoc
ବିଜ୍ଞାପନ ହକ୍ ଦାବି |,Ad hoc claim
ବିଜ୍ଞାପନ ହକ୍ କମିଟି |,Ad hoc committee
AD HOC ବୃଦ୍ଧି |,Ad hoc increase
ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |,Ad hoc payment
ସଂଲଗ୍ନ,Adjacent
ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ),Adjoining (=contiguous)
ସ୍ଥଗିତତା,Adjournment
ଆଡଜାଇବା ଗତି,Adjournment motion
ସମର୍ଥନ କର ଘର,Adjudge
ଗୁଚିଚୀନିକ,Adjudicate
ସମର୍ଥନ,Adjudication
ଆଦ୍ବ୍ରୀକରଣ,Adjudicator
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,Adjustment
ପ୍ରଶାସକ,Administer
ଶପଥ କର,Administer oath
ପ୍ରଶାସନ,Administration
ନ୍ୟାୟ ପ୍ରଶାସନ,Administration of justice
ପ୍ରଶାସନିକ,Administrative
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,Administrative action
ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |,Administrative appraisal
ପ୍ରଶାସନିକ ଅନୁମୋଦନ |,Administrative approval
ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ,Administrative authority
ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |,Administrative control
ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି,Administrative decision
ପ୍ରଶାସନିକ ବିଭାଗ,Administrative department
ପ୍ରଶାସନିକ ମୁଣ୍ଡ,Administrative head
ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |,Administrative headquarters
ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |,Administrative measures
ପ୍ରଶାସନିକ ଶକ୍ତି |,Administrative power
ପ୍ରଶାସନିକ ମଞ୍ଜୁର |,Administrative sanction
ପ୍ରଶାସନିକ କ techni ଶଳ |,Administrative technique
ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |,Administrative tribunal
ଗ୍ରହଣୀୟତା |,Admissibility
ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |,Admissible expenditure
ସ୍ୱୀକାର କର |,Admit
କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |,Admit card
ସ୍ୱୀକାର କରାଯାଇଛି |,Admitted
ଉପଦେଶ ଦିଅନ୍ତୁ |,Admonish
ଆଡେପିଟି |,Adoptee
ଆଡପୁଟର୍,Adoptor
ଗ୍ରହଣ,Adoption
ବୟସ୍କ,Adult
ବ୍ୟଭିଚାର,Adulteration
ବ୍ୟଭିଚାର,Adultery
ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |,Adult franchise
ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |,Ad valorem duty
ଅଗ୍ରିମ,Advance
ଅଗ୍ରୀମ ବୁକିଂ,Advance booking
ଅଗ୍ରଶୀ ନକଲ,Advance copy
ଅଗ୍ରଗତି ବୃଦ୍ଧି,Advance increment
ଅଗ୍ରିମ ଦେୟ,Advance payment
ପ୍ରତିକୂଳ ପ୍ରବେଶ,Adverse entry
ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |,Adverse remarks
ପ୍ରତିକୂଳ ରିପୋର୍ଟ,Adverse report
ବିଜ୍ଞାପନ,Advertisement
ପରାମର୍ଶ,Advice
ଦେୟର ପରାମର୍ଶ |,Advice of payment
ପରାମର୍ଶଦାତା କମିଟି |,Advisory committee
ପରାମର୍ଶଦାତା ପରିଷଦ |,Advisory council
ଓକିଲ,Advocate
ସମ୍ପର୍କ,Affairs
ପ୍ରମାଣପତ୍ର,Affidavit
ଅନୁବନ୍ଧ,Affiliation
ନିଶ୍ଚିତତା,Affirmation
ନିଶ୍ଚିତ,Affirmative
ସୁଲଭ,Afford
Aforesaid,Aforesaid
ଉପରୁବର୍ତ୍ତୀ,Afresh
ବିପକ୍ଷରେ,Against
ବୟସ,Age
ବୟସ ପ୍ରମାଣପତ୍ର,Age certificate
ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |,Age for suffrage
ବୟସ ସୀମା |,Age limit
ସଂସ୍ଥା,Agency
କାର୍ଯ୍ୟସୂଚୀ,Agenda
ଅବସରର ବୟସ,Age of retirement
ସୁପରନୁଏସନ୍ ବୟସ,Age of superannuation
ମିଳନ,Aggregation
ବହୁଳ,Aggrieved
ଆଗ୍ରିଲେସନ୍,Agitation
Agm,AGM
ଚୁକ୍ତିନାମା,Agreement
ଚୁକ୍ତି ଫର୍ମ,Agreement form
କୃଷି,Agriculture
Agro-idustry,Agro-industry
ସହାୟତା,Aid
ଆଲାର୍ମ,Alarm
ସତର୍କତା,Alertness
ଛଦ୍ମନାମ,Alias
ଅଭିଯୋଗ,Allegation
ଅନୁଗତ,Allegiance
ମିଳିତତା,Alliance
ସମର୍ଥନ ସେବାଗୁଡିକ,Allied services
ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |,All inclusive cost
ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |,All India Services
ଆବଣ୍ଟନ,Allocation
ବଣ୍ଟନ,Allotment
ବଣ୍ଟନ ଚିଠି,Allotment letter
ବଣ୍ଟନେ |,Allottee
ଅନୁମତି ଯୋଗ୍ୟ,Allowable
ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |,Allowable expenses
ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |,Allow an appeal
ଭତ୍ତା,Allowance
ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ,All rights reserved
ବର୍ଣ୍ଣମାଳା କ୍ରମ,Alphabetic order
ବ atutem ିସଣ,Altercation
ବିକଳ୍ପ,Alternate
ବିକଳ୍ପ,Alternative
ଅମାଲଗାମୀ,Amalgamation
ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |,Amended draft
ସଂଶୋଧନ,Amendment
ସୁବିଧା,Amenity
ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ,Amicable
ଗୁଳିଗୋଳା,Ammunition
Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |,Amortization of debt
ପରିମାଣ,Amount
ପେନ୍ସନ୍ ର ପରିମାଣ,Amount of pension
ଅନୁରୂପ ପୋଷ୍ଟ |,Analogous post
ବିଶ୍ଳେଷଣ |,Analysis
ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |,Analytical study
ପୂର୍ବଜ,Ancestor
ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |,Ancillary industry
ଶତ୍ରୁତା |,Animosity
ଆନୁଷ୍ଠାନ,Annexure
ବାର୍ଷିକୀ,Anniversary
ଘୋଷଣା,Announcement
ବିରକ୍ତିକର,Annoyance
ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ,Annual financial statement
ବାର୍ଷିକ ବିବରଣୀ,Annual report
ବାର୍ଷିକ,Annuity
ବେନାମୀ |,Anonymous
ଅଜ୍ଞାତ ଅଭିଯୋଗ |,Anonymous complaint
ଉତ୍ତର୍ୟତା,Answerability
ଉତ୍ତର ସିଟ୍,Answer sheet
ବିରୋଧୀ,Antagonist
ପିତୃପୁରୁଷ,Antecedents
ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ,Anticipated expenditure
ପ୍ରତୀକ୍ଷିତ ଆୟ,Anticipated income
ପ୍ରତୀକ୍ଷା,Anticipation
ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |,Anticipatory bail
ବିରୋଧୀ ମାପ |,Anti-corruption measure
ଆଣ୍ଟି-ଡମ୍ପିଂ |,Anti-dumping
ପ୍ରାଚୀନ,Antique
ଅପାର୍ଥିଡ଼ିଆ,Apartheid
ଉଦାସୀନତା |,Apathy
Apex ଶରୀର,Apex body
କ୍ଷମା ପ୍ରାର୍ଥନା,Apology
ଆବେଦନ,Appeal
ରୂପ,Appearance
ସନ୍ତୁଷ୍ଟ,Appeasement
ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |,Appellate tribunal
ପରିଶିଷ୍ଟ,Appendix
ଉପକରଣ,Appliance
ପ୍ରଯୁଜ୍ୟ |,Applicable
ଆବେଦନକାରୀ |,Applicant
ପ୍ରୟୋଗ,Application
ଆବେଦନ ପତ୍ର,Application form
ପ୍ରୟୋଗ କରାଯାଏ |,Applied
ପ୍ରୟୋଗ କରନ୍ତୁ |,Apply
ଆପୋପିନିଟି,Appointee
ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |,Appointing authority
ନିଯୁକ୍ତି |,Appointment
ନିଯୁକ୍ତି ପତ୍ର,Appointment letter
କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |,Appointments Committee of the Cabinet
ମଜୁରୀର ଅନୁକରଣ |,Apportionment of wages
ମୂଲ୍ୟାଙ୍କନ,Appraisal
ମୂଲ୍ୟାଙ୍କନକାରୀ,Appraiser
ପ୍ରଶଂସା,Appreciation
ଭୟ,Apprehension
ଶିକ୍ଷାର୍ଥୀ,Apprentice
ଉପାୟ,Approach
ଉପଯୁକ୍ତ,Appropriate
ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ,Appropriate action
ଉପଯୁକ୍ତ ମୁଣ୍ଡ,Appropriate head
ଆବଣ୍ଟନ,Appropriation
ଅନୁମୋଦନ,Approval
ଆନୁମାନିକ,Approximate
ଦକ୍ଷତା ପରୀକ୍ଷା,Aptitude test
ଇଚ୍ଛାଧୀନ |,Arbitrary
ଆର୍ବିଟ୍ରେଟ୍ |,Arbitrate
ଆର୍ବିଟ୍ରେସନ୍,Arbitration
ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |,Arbitration tribunal
ଆର୍ବିଟର,Arbitrator
ସ୍ଥାପତ୍ୟ,Architecture
ଅଭିଲେଖାଗାର,Archives
କ୍ଷେତ୍ର,Area
କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |,Area headquarter
ଯୁକ୍ତି,Argument
ଉଠ,Arise
ସଶସ୍ତ୍ର ବାହିନୀ |,Armed forces
ବ୍ୟବସ୍ଥା,Arrangement
ବରିଟର,Arrear
ବର୍ବର ବିବୃତ୍ତି,Arrear statement
ଆଗମନ ରିପୋର୍ଟ,Arrival report
ଅହଂକାର,Arrogance
ଅସ୍ତ୍ରଶସ୍ତ୍ର,Arsenal
ପ୍ରବନ୍ଧ,Article
ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |,Articles of association
ପ୍ରବନ୍ଧଗୁଡ଼ିକ,Articles
ଆରୋହଣ କ୍ରମ,Ascending order
ଜାଣିବା,Ascertain
ଯେପରି ଅଛି,As is where is
ସର୍ବୋଚ୍ଚ,Aspect
ଆସଡିଅନ୍,Aspersion
ହତ୍ୟା,Assassination
ଆକ୍ରମଣ,Assault
ଏକତ୍ର ହୁଅ,Assemble
ସଭା,Assembly
ଖେଳନା,Assent
ନିଶ୍ଚିତ କର |,Assert
ମୂଲ୍ୟାଙ୍କନ,Assessee
ମୂଲ୍ୟାଙ୍କନ,Assessment
ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ,Assessment year
ମୂଲ୍ୟାଙ୍କନକାରୀ,Assessor
ସମ୍ପତ୍ତି,Assets
ଆସିଜେ,Assignee
ଆସାଇନମେଣ୍ଟ,Assignment
ଆସାଇନର୍,Assignor
ସହାୟତା,Assistance
ସହଯୋଗୀ,Associate
ସଙ୍ଗଠନ,Association
ଚାର୍ଜର ଅନୁମାନ |,Assumption of charge
ନିଶ୍ଚିତତା,Assurance
ନିଶ୍ଚିତ କର,Assurance company
ନିଶ୍ଚିତ କର,Assure
ରିହାତି ରେ,At discount
ପରମାଣୁ ଶକ୍ତି,Atomic power
ପାରରେ,At par
ପ୍ରିମିୟମରେ |,At premium
ସଂଲଗ୍ନ କରନ୍ତୁ,Attach
ସଂଲଗ୍ନ ଅଫିସ୍ |,Attached office
ସଂଲଗ୍ନ,Attachment
ସଂଲଗ୍ନ କ୍ରମ,Attachment order
ତଥ୍ୟ,Attainment
ଚେଷ୍ଟା,Attempt
ଉପସ୍ଥାନ,Attendance
ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |,Attendance register
ଆସେସେନ୍ ସ୍ଲିପ୍ |,Attendance slip
ଧ୍ୟାନ |,Attention
ପ୍ରମାଣପତ୍ର,Attestation
Atotsed କପି |,Attested copy
ମନୋଭାବ,Attitude
ଆକର୍ଷଣୀୟ ଦରମା,Attractive salary
ନିଲାମ,Auction
ନିଲାମକାରୀ,Auctioneer
ନିଲାମ ବିକ୍ରୟ,Auction sale
ଦର୍ଶକ |,Audience
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |,Audio-visual display
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |,Audio-visual publicity
ଅଡିଟ୍ |,Audit
ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |,Audited accounts
ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |,Audited balance sheet
ଅଡିଟ୍,Auditing
ଅଡିଟ୍ ଆପତ୍ତି |,Audit objection
ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |,Auditor's report
ଅଡିଟୋରିୟମ୍,Auditorium
ଅଡିଟ୍ ପାର୍ତାହୀ |,Audit paragraph
ଅଡିଟ୍ ରିପୋର୍ଟ,Audit report
A ଣୀତା,Austerity
ନିର୍ଯାତନା ମାପ |,Austerity measures
ପ୍ରାମାଣିକ,Authentic
ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |,Authorised representative
ଲେଖକ,Authoritative
ପ୍ରାଧିକରଣ,Authority
ପ୍ରାଧିକରଣ ଚିଠି |,Authority letter
ପ୍ରାଧିକୃତ,Authorized
ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |,Authorized capital
ସ୍ୱୟଂଚାଳିତ |,Automatic
ସ୍ autonomous ୟଂଶାସିତ,Autonomous
ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |,Autonomous body
ସ୍ onomy ାଧୀନତା,Autonomy
ସହାୟକକାରୀ,Auxiliary
ଉପଲବ୍ଧ |,Available
ହାରାହାରି,Average
ହାରାହାରି ଛୁଟି,Average leave
ଘୃଣା,Aversion
ପ୍ରତିରୋଧ,Avert
ଏଡ଼ାନ୍ତୁ |,Avoid
ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |,Avoidance of tax
ଅପେକ୍ଷା କରାଯାଇଛି,Awaited
ପୁରସ୍କାର,Award
ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |,Awarding authority
ସଚେତନତା,Awareness
ପୃଷ୍ଠଭୂମି,Backdated
ପୃଷ୍ଠଭୂମି,Background
ବ୍ୟାକ୍ ଲଗ୍,Back log
ପଛକୁ ଯିବା,Back out
ପଛଟି,Back reference
ବ୍ୟାକଅପ୍ କରନ୍ତୁ |,Back up
ପଛୁଆ କ୍ଲାସ୍,Backward classes
ପଛୁଆ ଜନଜାତି,Backward tribe
ଖରାପ ବୁ g ାମଣା |,Bad bargain
ଖରାପ ଆଚରଣ |,Bad behaviour
ଖରାପ ଚରିତ୍ର,Bad character
ଖରାପ ଜଳବାୟୁ ଭତ୍ତା |,Bad climate allowance
ଖରାପ ଆଚରଣ,Bad conduct
ଖରାପ debt ଣ,Bad debt
ବ୍ୟାଗେଜ୍,Baggage
ଜାମିନ,Bail
ସନ୍ତୁଳନ,Balance
ସନ୍ତୁଳନ ତଳକୁ ଅଣାଯାଇଥିଲା |,Balance brought down
ସନ୍ତୁଳନ ଆଗକୁ ବ .ିଗଲା |,Balance brought forward
ସନ୍ତୁଳିତ ବଜେଟ୍,Balanced budget
ତୂଳନା ପତ୍ର,Balance sheet
ମତଦାନ,Ballot
ବାଲାଟ ବାକ୍ସ,Ballot box
ବାଲାଟ କାଗଜ |,Ballot paper
ନିଷେଧ |,Ban
ବ୍ୟାଙ୍କ,Bank
ବ୍ୟାଙ୍କ ଖାତା,Bank account
ବ୍ୟାଙ୍କ ବାଲାନ୍ସ,Bank balance
ବ୍ୟାଙ୍କ ଚାର୍ଜ |,Bank charges
ବ୍ୟାଙ୍କ ଗ୍ୟାରେଣ୍ଟି |,Bank guarantee
ବ୍ୟାଙ୍କ ଛୁଟି,Bank holiday
ବ୍ୟାଙ୍କିଙ୍ଗ୍ ସୁବିଧା |,Banking facility
ବ୍ୟାଙ୍କିଙ୍ଗ୍ ଘଣ୍ଟା |,Banking hours
ବ୍ୟାଙ୍କିଙ୍ଗ୍ କାରବାର |,Banking transaction
ବ୍ୟାଙ୍କ ହାର,Bank rate
ବ୍ୟାଙ୍କ ସମନ୍ୱୟ |,Bank reconciliation
ଦେବାଳିଆ,Bankrupt
ବ୍ୟାଙ୍କ ସୁରକ୍ଷା,Bank security
ବ୍ୟାଙ୍କ ଷ୍ଟେଟମେଣ୍ଟ,Bank statement
ଭୋଜି |,Banquet
ବାର୍ ପରିଷଦ |,Bar council
ବୁ g ାମଣା,Bargain
ବୁ g ାମଣା,Bargaining
ବନ୍ଧ୍ୟା ଭୂମି,Barren land
ବାର୍ଟର,Barter
ଆଧାର,Base
ମୂଳହୀନ |,Baseless
ତଳ ମହଲା,Basement
ମୂଳ ବର୍ଷ,Base year
ମ basic ଳିକ,Basic
ମୁଳତଃ,Basically
ମ Basic ଳିକ ବୁଦ୍ଧି,Basic intelligence
ମ Basic ଳିକ ଦେୟ,Basic pay
ଦରମା ମ Basic ଳିକ ସ୍କେଲ୍ |,Basic scale of pay
ମ Basic ଳିକ ତାଲିମ |,Basic training
ଆଧାର,Basis
ବ୍ୟାଚ୍,Batch
ବ୍ୟାଚ୍ ନମ୍ବର |,Batch number
ଧାରକ ଯାଞ୍ଚ କରନ୍ତୁ |,Bearer cheque
ଦର୍ଶାଯାଇଛି,Before cited
ବ୍ୟବହାର,Behaviour
ବିଶ୍ୱାସ,Belief
ପାରେ ତଳେ |,Below par
ବେଞ୍ଚ,Bench
ବେଞ୍ଚମାର୍କ |,Benchmark
ଲାଭଦାୟକ |,Beneficial
ହିତାଧିକାରୀ,Beneficiary
ଲାଭ,Benefit
ସନ୍ଦେହର ଲାଭ,Benefit of doubt
ଦୟା ଦୃଷ୍ଟିଧତା,Benevolence
ଦୟାଳୁ ପାଣ୍ଠି |,Benevolent fund
ବିକେଥ,Bequeath
ଉତ୍ତରାଧିକାରୀ |,Bequest
ଶୋକ,Bereaved
ସର୍ବୋତ୍ତମ ପ୍ରୟାସ |,Best endeavours
ଉନ୍ନତି,Betterment
ପକ୍ଷ,Bias
ପକ୍ଷପାତିତ ମତ,Biased opinion
ବିବିଡୋ ରୋଗଗ୍ରାଫି |,Bibliography
ବିଏନୋନିଆଲ୍,Biennial
ବିଫ୍ୟୁର୍େଟ୍ |,Bifurcate
ବିଗାମି,Bigamy
ଦ୍ୱିପାକ୍ଷିକ |,Bilateral
ଦ୍ୱିଭାଷୀ,Bilingual
ଦ୍ୱି -ameral,Bicameral
ବିଲ୍,Bill
ବିନିମୟ ବିଲ୍ |,Bill of exchange
ବିମୋନେଟ୍ ରିପୋର୍ଟ କରନ୍ତୁ |,Bimonthly report
ବାଧ୍ୟତାମୂଳକ |,Binding
ବାୟୋଡା |,Biodata
ବିପୁଟିଟ୍,Bipartite
ବିପର୍ଡାଇଟ୍ ଚୁକ୍ତିନାମା |,Bipartite agreement
ଜନ୍ମ ବାର୍ଷିକୀ |,Birth anniversary
ଜନ୍ମ ପ୍ରମାଣପତ୍ର,Birth certificate
ଜନ୍ମ ନିୟନ୍ତ୍ରଣ,Birth control
ଜନ୍ମ ତାରିଖ,Birth date
ଜନ୍ମ ସ୍ଥାନ,Birth place
ଜନ୍ମ ହାର,Birth rate
ଦ୍ୱିଧ,Biweekly
କଳା ଅର୍ଥନୀତି,Black economy
କଳା ତାଲିକା,Black list
ବ୍ଲାକମେଲ୍ |,Blackmail
କଳା ବଜାର,Black market
ଦୋଷ,Blame
ଖାଲି ଚେକ୍ |,Blank cheque
କମ୍ବଳ ଡିଲ୍ |,Blanket deal
କମ୍ବଳ କ୍ରମ |,Blanket order
ବିସ୍ଫୋରଣ,Blast
ମିଶ୍ରଣ,Blending
ବ୍ଲକ,Block
ଅବରୋଧ,Blockade
ଅବରୋଧିତ ପୁଞ୍ଜିବା |,Blocked capital
ବ୍ଲକ ଚିଠି,Block letter
ରକ୍ତ ଦାନ,Blood donation
ରକ୍ତ ସମ୍ପର୍କ,Blood relations
ନୀଳ କଲର କାର୍ଯ୍ୟ |,Blue collar job
ବ୍ଲୁ ପ୍ରିଣ୍ଟ,Blueprint
ବ୍ଲଫ୍ |,Bluff
ବୋର୍ଡ,Board
ବୋର୍ଡିଂ ଏବଂ ରହଣି,Boarding and lodging
ନିର୍ଦ୍ଦେଶକ ବୋର୍ଡ,Board of directors
ରାଜସ୍ୱ ବୋର୍ଡ |,Board of revenue
ଶରୀର,Body
ଅଙ୍ଗରକ୍ଷୀ,Bodyguard
ବୋଗସ୍ ଭାଉଚର |,Bogus voucher
ବୋନାହିକତା |,Bonafides
ବନ୍ଧନ,Bond
ବନ୍ଧିତ ଶ୍ରମ,Bonded labour
ବୋନସ୍,Bonus
ବୁକିଂ କାର୍ଯ୍ୟାଳୟ,Booking office
ବୁକ୍-ରକ୍ଷକ,Book-keeper
ପୁସ୍ତକ-ରଖିବା,Book-keeping
ବୁକଲେଟ୍,Booklet
ରେଫରେନ୍ସ ବୁକ୍,Book of reference
ପୁସ୍ତକ ମୂଲ୍ୟ,Book value
ବୁଥ,Booth
ବୁଥ କ୍ୟାପଚର |,Booth capturing
ସୀମା ଭତ୍ତା,Border allowance
ସୀମା ରେଖା,Border line
Orr ଣଗ୍ରହୀତା |,Borrower
ଶକ୍ତି owing ଣ,Borrowing power
ମାଲିକ,Boss
ବୋତଲ,Bottleneck
ବ୍ରାକେଟ୍,Bracket
ସୀମା,Boundary
ବଏକଟ୍,Boycott
ପ୍ରତିଭା ପଳାୟନ,Brain drain
ଶାଖା କାର୍ଯ୍ୟାଳୟ,Branch office
ଭଙ୍ଗ କର,Breach
ଚୁକ୍ତିନାମା ଉଲ୍ଲଂଘନ |,Breach of agreement
ଆତ୍ମବିଶ୍ୱାସର ଉଲ୍ଲଂଘନ |,Breach of confidence
ଚୁକ୍ତିନାମା ଉଲ୍ଲଂଘନ |,Breach of contract
ଅନୁଶାସନ ଉଲ୍ଲଂଘନ କରନ୍ତୁ |,Breach of discipline
ଆଇନର ଉଲ୍ଲଂଘନ କର,Breach of law
ଶାନ୍ତିର ଉଲ୍ଲଂଘନ |,Breach of peace
ସ privilege ଭାଗ୍ୟ ଉଲ୍ଲଂଘନ |,Breach of privilege
ପ୍ରତିଜ୍ଞା ଉଲ୍ଲଂଘନ କର |,Breach of promise
