Malayalam,Marathi
പൂർണ്ണമായ ഇരുട്ട്,पूर्ण अंधार
സമ്പൂർണ്ണ ഷെഡ്യൂളിംഗ്,परिपूर्ण वेळापत्रक
കേവല സാന്ദ്രത*,परिपूर्ण घनता*
സമ്പൂർണ്ണ ഡ്രെയിനേജ്,पूर्ण निचरा
സമ്പൂർണ്ണ ഇഎംയു (വൈദ്യുതകാന്തിക യൂണിറ്റ്),संपूर्ण EMU (विद्युत चुंबकीय एकक)
സമ്പൂർണ്ണ ESU (സ്റ്റാറ്റിക് യൂണിറ്റ്),संपूर्ण ESU (स्थिर एकक)
സമ്പൂർണ്ണ കാര്യക്ഷമത,परिपूर्ण कार्यक्षमता
കേവല ഇലക്ട്രോമീറ്റർ,परिपूर्ण इलेक्ट्रोमीटर
കേവല ആവൃത്തി കേവല ആവൃത്തി,परिपूर्ण वारंवारता परिपूर्ण वारंवारता
കേവല ഈർപ്പം,परिपूर्ण आर्द्रता
കേവല സംഭവങ്ങൾ,परिपूर्ण घटना
കേവല അപവർത്തന സൂചിക,परिपूर्ण अपवर्तक निर्देशांक
സമ്പൂർണ്ണ അസ്ഥിരത,पूर्ण अस्थिरता
സമ്പൂർണ്ണ അസ്ഥിരത,पूर्ण अस्थिरता
"കേവല തീവ്രത, കേവല തീവ്രത","परिपूर्ण तीव्रता, परिपूर्ण तीव्रता"
അസ്തീനിയയുടെ സമ്പൂർണ്ണ പരിധി,अस्थेनियाची परिपूर्ण मर्यादा
കേവല പ്രകാശം സിൽ,परिपूर्ण प्रदीपन खिडकीच्या चौकटीचा खालचा आडवा
കേവല പ്രകാശ വക്രം,परिपूर्ण प्रकाश वक्र
കേവലമായ അളവ്,परिपूर्ण परिमाण
കേവല ബാരോമീറ്റർ,परिपूर्ण बॅरोमीटर
പരമോന്നത പരമോന്നത,सर्वोच्च सर्वोच्च
സമ്പൂർണ്ണ പരിധി,पूर्ण टोक
ഏറ്റവും താഴ്ന്നത്,परिपूर्ण सर्वात कमी
കേവല ആക്കം,परिपूर्ण गती
കേവല വേഗത,परिपूर्ण गती
കേവല സംഗീതം,परिपूर्ण संगीत
സമ്പൂർണ നിരീക്ഷണം,परिपूर्ण निरीक्षण
കേവല ഓം,परिपूर्ण ओम
കേവല ഓറിയന്റേഷൻ,परिपूर्ण अभिमुखता
കേവല ഇലക്ട്രോനെഗറ്റിവിറ്റി,परिपूर्ण विद्युत ऋणात्मकता
കേവല ഗുരുത്വാകർഷണം,परिपूर्ण गुरुत्व
കേവല മർദ്ദം,परिपूर्ण दबाव
സമ്പൂർണ്ണ സ്വത്ത്,परिपूर्ण मालमत्ता
കേവല സ്കെയിലർ,परिपूर्ण स्केलर
താപനിലയുടെ കേവല സ്കെയിൽ*,तापमानाचे अंतिम प्रमाण*
"കേവല സമന്വയം, സമ്പൂർണ്ണ സമന്വയം","परिपूर्ण समक्रमण, परिपूर्ण समक्रमण"
സമ്പൂർണ്ണ സമ്മർദ്ദം,पूर्ण ताण
കേവല സമമിതി,परिपूर्ण सममिती
കേവല ചലന ശരീരം,परिपूर्ण गती शरीर
കേവല യൂണിറ്റ് സിസ്റ്റം,परिपूर्ण एकक प्रणाली
കേവല താപനില,परिपूर्ण तापमान
കേവല സമയം,परिपूर्ण वेळ
കേവല യൂണിറ്റുകൾ,निरपेक्ष एकके
യഥാർത്ഥ മൂല്യം,परिपूर्ण मूल्य
പൂർണ്ണസംഖ്യ കാൽക്കുലേറ്റർ,पूर्णांक कॅल्क्युलेटर
കേവല വേഗത,परिपूर्ण वेग
കേവല വിസ്കോസിറ്റി,परिपूर्ण चिकटपणा
കേവല ഭാരം,परिपूर्ण वजन
കേവല പൂജ്യം*,पूर्ण शून्य*
പൂജ്യത്തിന്റെ കേവല വിഭജനം,शून्याचा पूर्ण विभाजक
ആഗിരണം ചെയ്യുക,शोषून घेणे
ആഗിരണ സൂചിക*,शोषक निर्देशांक*
ആഗിരണം ചെയ്ത ഊർജ്ജം,शोषलेली ऊर्जा
"ആഗിരണം, ആഗിരണം","शोषक, शोषक"
ആഗിരണം ചെയ്യാവുന്ന മാധ്യമം*,शोषक माध्यम*
ആഗിരണം ശേഷി,शोषण क्षमता
ആഗിരണം,शोषण
അബ്സോർപ്റ്റിയോമീറ്റർ*,शोषणमापक*
അബ്സോർപ്റ്റിയോമെട്രി*,शोषणमापन*
ആഗിരണം,शोषण
ആഗിരണം - ബാൻഡ്*,शोषण - बँड*
ആഗിരണം സർക്യൂട്ട്,शोषण सर्किट
ആഗിരണം ഗുണകം,शोषण गुणांक
ആഗിരണം കോളം,शोषण स्तंभ
ആഗിരണ സ്ഥിരത,अवशोषण स्थिर
ആഗിരണ തുടർച്ച,शोषण सातत्य
ആഗിരണം മേഖല,शोषण क्षेत्र
ആഗിരണം കറന്റ്,शोषण प्रवाह
ആഗിരണം വക്രം*,शोषण वक्र*
ആഗിരണം ഒടിവ്,शोषण फ्रॅक्चर
ആഗിരണം കോർ,शोषण कोर
ആഗിരണം ഘടകം,शोषण घटक
ആഗിരണം ഫിൽട്ടർ,शोषण फिल्टर
അബ്സോർപ്ഷൻ ഫ്ലേം ഫോട്ടോമെട്രി*,शोषण फ्लेम फोटोमेट्री*
ആഗിരണം ഹൈഗ്രോമീറ്റർ,शोषण हायग्रोमीटर
ആഗിരണ ഘാതം,शोषण घातांक
ആഗിരണം നാമമാത്രമാണ്,शोषण सीमांत
ആഗിരണം ലൈൻ,शोषण रेखा
ആഗിരണം നഷ്ടം,शोषण नुकसान
ആഗിരണം മോഡുലേഷൻ,शोषण मॉड्यूलेशन
പ്രകാശം ആഗിരണം,प्रकाश शोषण
റേഡിയേഷൻ ഊർജ്ജത്തിന്റെ ആഗിരണം,रेडिएशन उर्जेचे शोषण
ആഗിരണം കൊടുമുടി,शोषण शिखर
ആഗിരണം ഫോട്ടോമെട്രി,शोषण फोटोमेट्री
ആഗിരണം അനുപാതം,शोषण प्रमाण
ആഗിരണം പരിധി*,शोषण श्रेणी*
ആഗിരണം സ്പെക്ട്രം ഫോട്ടോമെട്രി*,शोषण स्पेक्ट्रम फोटोमेट्री*
ആഗിരണം സ്പെക്ട്രം*,शोषण स्पेक्ट्रम*
"ആഗിരണം ട്യൂബ്, ആഗിരണം ട്യൂബ്","शोषक नळी, शोषक नळी"
ആഗിരണം ഹൈഗ്രോമീറ്റർ,शोषण हायग्रोमीटर
ആഗിരണം ചെയ്യാവുന്ന*,शोषक*
ആഗിരണം ചെയ്യാവുന്ന ബാഷ്പീകരണം,शोषक बाष्पीभवक
ആഗിരണം നിയമം*,शोषण कायदा*
ആഗിരണം മീഡിയം,शोषण माध्यम
"ആഗിരണം ചെയ്യാനുള്ള ശേഷി, ആഗിരണം*","शोषक क्षमता, शोषकता*"
ആഗിരണം*,शोषण*
സ്റ്റുഡിയോ അലങ്കാരം,स्टुडिओ सजावट
ഗുണിത അനുപാതം,गुणोत्तर गुणोत्तर
അബോൾട്ട്,उद्धटपणा
കുറിച്ച്,बद्दल
ത്വരിതപ്പെടുത്തുക,गती वाढवणे
ആക്സിലറേഷൻ-സ്റ്റോപ്പ് ദൂരം,प्रवेग-थांबा अंतर
തിടുക്കപ്പെട്ടു,घाई केली
ദ്രുത സമയ ഫല പരിശോധന,द्रुत वेळ प्रभाव चाचणी
പെട്ടെന്നുള്ള ഒഴുക്ക്,जलद प्रवाह
പെട്ടെന്നുള്ള വേഗത,जलद गती
പെട്ടെന്നുള്ള ശരീരം,द्रुत शरीर
ആക്സിലറേറ്റർ തൂക്കം,प्रवेगक तोलणारा
ആക്സിലറേറ്റർ ഇലക്ട്രോഡ്*,प्रवेगक इलेक्ट्रोड*
ആക്സിലറേറ്റർ സമയം*,प्रवेगक वेळ*
ആക്സിലറേറ്റർ ഘട്ടം,प्रवेगक टप्पा
ആക്സിലറേറ്റർ നിരക്ക്,प्रवेगक दर
ആക്സിലറേറ്റർ വോൾട്ടേജ്*,प्रवेगक व्होल्टेज*
ത്വരണം,प्रवेग
ത്വരിതപ്പെടുത്തിയ ജ്വലനം,प्रवेगक ज्वलन
ആക്സിലറേഷൻ കോഫിഫിഷ്യന്റ്,प्रवेग गुणांक
ത്വരണം ഘടകം,प्रवेग घटक
ഗുരുത്വാകർഷണം മൂലം ത്വരണം,गुरुत्वाकर्षणामुळे प्रवेग
ത്വരണം ഘടകം,प्रवेग घटक
ത്വരിതപ്പെടുത്തിയ ചാർജ്,प्रवेगक शुल्क
ഗുരുത്വാകർഷണ ത്വരണം,गुरुत्वाकर्षणाचा प्रवेग
ത്വരണം സാധ്യത,प्रवेग क्षमता
ത്വരിതപ്പെടുത്തൽ നിയമം,प्रवेग कायदा
ത്വരിതപ്പെടുത്തൽ പ്രക്രിയ,प्रवेग प्रक्रिया
ആക്സിലറേഷൻ സോൺ,प्रवेग क्षेत्र
ത്വരിതപ്പെടുത്തൽ രീതി,प्रवेग पद्धत
"ആക്സിലറേഷൻ ടോളറൻസ്, ആക്സിലറേഷൻ ടോളറൻസ്","प्रवेग सहिष्णुता, प्रवेग सहिष्णुता"
ആക്സിലറേഷൻ വെക്റ്റർ,प्रवेग वेक्टर
ത്വരണം-വോൾട്ടേജ്,प्रवेग-व्होल्टेज
ത്വരണം തരംഗം,प्रवेग लहर
ആക്സിലറേറ്റർ,प्रवेगक
"ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*","प्रवेग, प्रवेगक*"
ആക്സിലറേറ്റർ സമവാക്യം,प्रवेगक समीकरण
ആക്സിലറേറ്റർ*,प्रवेगक*
ആക്സിലറോമീറ്റർ,प्रवेगमापक
ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ,एक्सीलरोमीटर जुळणी
പ്രിസ്ട്രെസർ,prestresser
സാധുവായ പ്രതീകങ്ങൾ,वैध वर्ण
സ്വീകാര്യത കോൺ,स्वीकृती कोन
സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ,स्वीकृती तपशील
സ്വീകാര്യമായ പരിശോധന,स्वीकार्य चाचणी
"സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ","स्वीकारणारा*, स्वीकारणारा"
റിസപ്റ്റർ ആറ്റം,रिसेप्टर अणू
റിസപ്റ്റർ ബോണ്ട്,रिसेप्टर बाँड
റിസീവർ സർക്യൂട്ട്,रिसीव्हर सर्किट
റിസപ്റ്റർ ലെവൽ,रिसेप्टर पातळी
ദാതാവിന്റെ തന്മാത്ര,दाता रेणू
റിസപ്റ്റർ പ്രോപ്പർട്ടി,रिसेप्टर गुणधर्म
റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ,रिसेप्टर गुणधर्म पातळी
ആക്സിലറേറ്റർ ഹോസ്,प्रवेगक नळी
"പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം","प्रवेश, प्रतीक्षा, प्रवेश"
ഭുജിലേക്ക് പ്രവേശിക്കുക,भुज प्रवेश
ആക്സസ് സിസ്റ്റം,प्रवेश प्रणाली
പ്രവേശന സമയം,प्रवेश वेळ
പ്രവേശനക്ഷമത,प्रवेशयोग्यता
"അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ","अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे"
അധിക നിയന്ത്രണങ്ങൾ,अतिरिक्त निर्बंध
യാദൃശ്ചികം,संधी योगायोग
ആകസ്മികമായ തിരുത്തൽ,अपघाती सुधारणा
ആകസ്മികമായ ബയോജനസിസ്,अपघाती बायोजेनेसिस
ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ,अपघाती वळवणे
സന്ദർശക പിശക്,अभ्यागत त्रुटी
"പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക","अचानक थांबणे, अचानक पकडणे"
ആകസ്മികമായ കൈമാറ്റം,अपघाती प्रेषण
ക്രമരഹിതമായ വ്യതിയാനം,यादृच्छिक भिन्नता
ക്രമീകരിക്കൽ,समायोजन
സ്ഥാനം പിടിച്ചു,स्थानबद्ध
സഞ്ചിത പിശക്,संचित त्रुटी
"ശേഖരണം, ശേഖരണം","जमा करणे, जमा करणे"
ഊർജ്ജ സംഭരണം,ऊर्जा साठवण
ശേഖരണം*,संचयक*
കൃത്യത,अचूकता
റിയാലിറ്റി,वास्तव
യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം,वास्तविक साधन निरीक्षण
കൃത്യമായ റേഞ്ച് മാർക്കർ,अचूक श्रेणी मार्कर
കൃത്യമായ സ്കാനിംഗ്,अचूक स्कॅनिंग
പ്രാക്ടീസ്,सराव
ആക്സിലറേറ്റർ സെൽ*,प्रवेगक सेल*
അക്രോമാറ്റിക് ലെൻസ്*,अक्रोमॅटिक लेन्स*
അക്രോമാറ്റിക്*,अक्रोमॅटिक*
അക്രോമാറ്റിക് അനലൈസർ,अॅक्रोमॅटिक विश्लेषक
ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന,वारंवारता तटस्थ अँटेना
അക്രോമാറ്റിക് ആകൃതി,अक्रोमॅटिक आकार
അക്രോമാറ്റിക് തൊങ്ങൽ,अक्रोमॅटिक फ्रिंज
അക്രോമാറ്റിക് ലെൻസ്*,अक्रोमॅटिक लेन्स*
അക്രോമാറ്റിക് പോയിന്റ് പാത,अक्रोमॅटिक पॉइंट पथ
അക്രോമാറ്റിക് ലെൻസ്,अॅक्रोमॅटिक लेन्स
അക്രോമാറ്റിക് പ്രിസം,अॅक्रोमॅटिक प्रिझम
അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്,अॅक्रोमॅटिक टेलिस्कोप
അക്രോമാറ്റിറ്റി*,रंगद्रव्य*
അക്രോമാറ്റിസേഷൻ*,अॅक्रोमॅटायझेशन*
അക്രോമാറ്റിറ്റി*,अक्रोमॅटिकता*
"ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി","लवचिक, अपवर्तक, अपवर्तक"
"അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്","एकोर्न नळी, बंजू नळी"
മിനിയേച്ചർ വാൽവ്,सूक्ष्म झडप
എക്കോഫോണി,इकोफोनी
അക്കോസ്റ്റിക്,ध्वनिक
അക്കോസ്റ്റിക് ആഗിരണം,ध्वनिक शोषकता
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്,ध्वनिक क्षीणन गुणांक
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ,ध्वनिक क्षीणन
അക്കോസ്റ്റിക് കള്ളൻ അലാറം,ध्वनिक चोर अलार्म
അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്,ध्वनिक क्षमता
ശ്രവണ കേന്ദ്രം,श्रवण केंद्र
അക്കോസ്റ്റിക് വിശദീകരണം,ध्वनिक स्पष्टीकरण
അക്കോസ്റ്റിക് കവർ,ध्वनिक आवरण
ശബ്ദ പ്രതികരണം,ध्वनिक प्रतिसाद
അക്കോസ്റ്റിക് ഘടകം,ध्वनिक घटक
ശബ്ദ ചാലകത,ध्वनिक चालकता
അക്കോസ്റ്റിക് ഡാംപിംഗ്,ध्वनिक ओलसर
അക്കോസ്റ്റിക് ഡിസ്പർഷൻ,ध्वनिक फैलाव
സൗണ്ട് ഹാക്കർ,ध्वनी हॅकर
ശബ്ദ ഊർജ്ജം*,ध्वनिक ऊर्जा*
അക്കോസ്റ്റിക് ഊർജ്ജ സമവാക്യം,ध्वनिक ऊर्जा समीकरण
ശബ്ദ സമവാക്യം,ध्वनिक समीकरण
അക്കോസ്റ്റിക് പുനഃസ്ഥാപിക്കൽ,ध्वनिक पुनर्स्थापना
ക്ലാഡ്നി രൂപങ്ങൾ,क्लॅडनी आकार
അക്കോസ്റ്റിക് ഫിൽട്ടർ,ध्वनिक फिल्टर
ശബ്ദ ജനറേറ്റർ,ध्वनी जनरेटर
അക്കോസ്റ്റിക് ഗ്രേറ്റിംഗ്,ध्वनिक जाळी
ശബ്ദ തടസ്സം*,ध्वनिक प्रतिबाधा*
അക്കോസ്റ്റിക് ജഡത്വം,ध्वनिक जडत्व
ശബ്ദ തീവ്രത,ध्वनिक तीव्रता
അക്കോസ്റ്റിക് ഇടപെടൽ മീറ്റർ,ध्वनिक हस्तक्षेप मीटर
അക്കോസ്റ്റിക് ഇടപെടൽ ഡിറ്റക്ടർ,ध्वनिक हस्तक्षेप डिटेक्टर
അക്കോസ്റ്റിക് ലെൻസ്,ध्वनिक लेन्स
ശബ്ദരേഖ,ध्वनी ओळ
അക്കോസ്റ്റിക് പിണ്ഡം,ध्वनिक वस्तुमान
അക്കോസ്റ്റിക് മെറ്റീരിയൽ,ध्वनिक साहित्य
അക്കോസ്റ്റിക് അർത്ഥം സ്വതന്ത്ര പാത,ध्वनिक अर्थ मुक्त मार्ग
അക്കോസ്റ്റിക് മോഡ്,ध्वनिक मोड
അക്കോസ്റ്റിക് ശബ്ദം,ध्वनिक आवाज
അക്കോസ്റ്റിക് ഓം*,ध्वनिक ओम*
"അക്കോസ്റ്റിക് പാനൽ, അക്കോസ്റ്റിക് ബോർഡ്","ध्वनिक पॅनेल, ध्वनिक मंडळ"
അക്കോസ്റ്റിക് ഘട്ടം സ്ഥിരം,ध्वनिक टप्पा स्थिर
അക്കോസ്റ്റിക് റിസീവർ,ध्वनिक प्राप्तकर्ता
ശബ്ദ സമ്മർദ്ദം,ध्वनिक दाब
ശബ്ദത്തിന്റെ സമമിതി നിയമം,ध्वनीचा सममिती नियम
അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ,ध्वनिक प्रसारण
ശബ്ദ ഗുണങ്ങൾ,ध्वनिक गुणधर्म
അക്കോസ്റ്റിക് ക്വാഡ്രുപോള്,अकौस्टिक क्वाड्रपोल
അക്കോസ്റ്റിക് വികിരണം മൂലകം,ध्वनिक विकिरण घटक
അക്കോസ്റ്റിക് വികിരണം,ध्वनिक विकिरण
ശബ്ദപ്രതിരോധം,ध्वनीरोधक
അക്കോസ്റ്റിക് റേഡിയോമീറ്റർ,ध्वनिक रेडिओमीटर
ശബ്ദ പ്രതികരണം,ध्वनिक प्रतिसाद
അക്കോസ്റ്റിക് റിസിപ്രോസിറ്റി സിദ്ധാന്തം,ध्वनिक परस्पर प्रमेय
അക്കോസ്റ്റിക് റിഡക്ഷൻ ഘടകം,ध्वनिक घट घटक
അക്കോസ്റ്റിക് പ്രതിഫലന ഗുണകം,ध्वनिक परावर्तन गुणांक
ശബ്ദ അപവർത്തനം,ध्वनिक अपवर्तन
ശബ്ദ പ്രതിരോധം,ध्वनिक प्रतिकार
ശബ്ദ പ്രതികരണം,ध्वनिक प्रतिसाद
അക്കോസ്റ്റിക് ചിതറിക്കൽ,ध्वनिक विखुरणे
ശ്രവണ പോയിന്റ്,श्रवण बिंदू
അക്കോസ്റ്റിക് കാഠിന്യം,ध्वनिक कडकपणा
ശബ്ദസംവിധാനം,ध्वनिक प्रणाली
അക്കോസ്റ്റിക് തെർമോമീറ്റർ,ध्वनिक थर्मामीटर
ശബ്ദ പ്രവേഗം,ध्वनिक वेग
ശബ്ദ തരംഗം,ध्वनी लहर
അക്കോസ്റ്റിക്,ध्वनिक
ശബ്ദ ആഗിരണം ഗുണകം,ध्वनी शोषण गुणांक
ശബ്ദ ആഗിരണം ഘടകം,ध्वनी शोषण घटक
അക്കോസ്റ്റിക് സർക്യൂട്ട്,ध्वनिक सर्किट
അക്കോസ്റ്റിക് പ്രതികരണം,ध्वनिक प्रतिसाद
അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ,ध्वनिक विलंब रेखा
ശബ്ദ വികലത,ध्वनिक विकृती
അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം,ध्वनिक ध्वनीशास्त्र
അക്കോസ്റ്റിക് ഫിൽട്ടർ,ध्वनिक फिल्टर
ശബ്ദ തടസ്സം*,ध्वनिक प्रतिबाधा*
ഫോണോഗ്രാഫ്,फोनोग्राफ
അക്കോസ്റ്റിക് ഓം*,ध्वनिक ओम*
അക്കോസ്റ്റിക് സ്ഥിരാങ്കം,ध्वनिक स्थिरांक
അക്കോസ്റ്റിക് ഫോണോൺ,ध्वनिक फोनन
അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ സ്ഥിരാങ്കം,ध्वनिक प्रसारण स्थिर
ശബ്ദ പരിവർത്തന ഗുണകം,ध्वनी रूपांतरण गुणांक
ശബ്ദ പ്രതിരോധം,ध्वनिक प्रतिकार
അക്കോസ്റ്റിക് കാഠിന്യം,ध्वनिक कडकपणा
ശബ്ദ യൂണിറ്റ്,ध्वनी युनिट
ശബ്ദപ്രതിരോധം,ध्वनीरोधक
അക്കോസ്റ്റിക് സൈഡ് ലൈൻ,अकौस्टिक साइड लाइन
"ശബ്ദശാസ്ത്രം, ശബ്ദശാസ്ത്രം","ध्वनीशास्त्र, ध्वनीशास्त्र"
ശബ്ദ മീറ്റർ,ध्वनी मीटर
ശബ്ദ സമ്മർദ്ദം,ध्वनी दाब
ഏറ്റെടുക്കൽ റഡാർ,संपादन रडार
ഫോട്ടോസിന്തറ്റിക് റേഡിയേഷൻ,प्रकाशसंश्लेषक विकिरण
ആക്ടിനിയം എമിഷൻ,ऍक्टिनियम उत्सर्जन
ആക്ടിനോ-യുറേനിയം,ऍक्टिनो-युरेनियम
ആക്ടിനോ-യുറേനിയം പരമ്പര,ऍक्टिनो-युरेनियम मालिका
റേഡിയോ ഇലക്ട്രിക്,रेडिओइलेक्ट्रिक
"ആക്ടിനോമീറ്റർ, ഫോട്ടോമൈക്രോമീറ്റർ","ऍक्टिनोमीटर, फोटोमायक्रोमीटर"
"പ്രവൃത്തി, പ്രവൃത്തി","कृती, कृती"
പ്രവർത്തനവും പ്രതികരണവും,क्रिया आणि प्रतिक्रिया
പ്രവർത്തന സ്ഥിരത,क्रिया स्थिर
സ്വാധീന മേഖല,प्रभाव क्षेत्र
"സജീവമാക്കി, സജീവമാക്കി","सक्रिय, सक्रिय"
സജീവ വ്യാപനം,सक्रिय प्रसार
"സജീവമാക്കിയ ഫൈബർ, സജീവമാക്കിയ ഫൈബർ","सक्रिय फायबर, सक्रिय फायबर"
സജീവമാക്കൽ പ്രഭാവം,सक्रियकरण प्रभाव
സജീവമാക്കൽ പ്രഭാവം,सक्रियकरण प्रभाव
സജീവമാക്കൽ വിശകലനം,सक्रियकरण विश्लेषण
പ്രവർത്തന കേന്ദ്രം,क्रियाकलाप केंद्र
ആക്ടിവേഷൻ ടെസ്റ്റർ,सक्रियकरण परीक्षक
സജീവമാക്കൽ ഊർജ്ജം,सक्रियता ऊर्जा
സജീവമാക്കൽ എൻട്രോപ്പി,सक्रियकरण एन्ट्रॉपी
സജീവമാക്കൽ അമിത വോൾട്ടേജ്,सक्रियकरण ओव्हरव्होल्टेज
സജീവമാക്കൽ നിരക്ക്,सक्रियता दर
"ആക്റ്റിവേറ്റർ, ആക്റ്റിവേറ്റർ","सक्रिय करणारा, सक्रिय करणारा"
ആക്റ്റിവേറ്റർ ആറ്റം,सक्रिय करणारा अणू
ആക്സിലറേറ്റർ,प्रवेगक
സജീവമായ ആഗിരണം,सक्रिय शोषण
സജീവമായ ഏരിയൽ,सक्रिय हवाई
റേഡിയേഷൻ അപകട മേഖല,रेडिएशन धोक्याचे क्षेत्र
സജീവ ഉപകരണം,सक्रिय डिव्हाइस
സജീവമായ ടാർഗെറ്റിംഗ്,सक्रिय लक्ष्यीकरण
സജീവ ഹൈഡ്രജൻ*,सक्रिय हायड्रोजन*
സജീവ മെഷ്,सक्रिय जाळी
സജീവ ലൈൻ സജീവ ലൈൻ,सक्रिय ओळ सक्रिय ओळ
