Malayalam,Tamil
അക്കോസ്റ്റിക്കൽ കാലതാമസം,ஒலியியல் தாமத வரி
അക്കോസ്റ്റിക്കൽ വക്രമാനം,ஒலியியல் விலகல்
അക്കോസ്റ്റിക്കൽ നാളം,ஒலியியல் குழாய்
അക്കോസ്റ്റിക്കൽ എനർജി,ஒலியியல் ஆற்றல்
അക്കോസ്റ്റിക്കൽ ഫീഡ്ബാക്ക്,ஒலியியல் கருத்து
അക്കോസ്റ്റിക്കൽ ഫിൽട്ടർ,ஒலியியல் வடிகட்டி
അക്കോസ്റ്റിക്കൽ ഇംപെഡൻസ്,ஒலியியல் மின்மறுப்பு
അക്കോസ്റ്റിക്കൽ പ്രചരണം സ്ഥിരാങ്കം,ஒலியியல் பரப்புதல் மாறிலி
അക്കോസ്റ്റിക്കൽ റെസിസ്റ്റൻസ്,ஒலியியல் எதிர்ப்பு
ശബ്ദപരമായി ഇൻസുലേറ്റ്,ஒலியியல் ரீதியாக காப்பிடப்பட்டது
അക്കോസ്റ്റിക്സ്,ஒலியியல்
കൈവശപ്പെടുത്തൽ,கையகப்படுத்தல்
സംക്ഷേപം,சுருக்கம்
പ്രവർത്തന മേഖല,செயல் பகுதி
സജീവമാക്കിയ ഫിലമെന്റ്,செயல்படுத்தப்பட்ட இழை
സജീവമായ,செயலில்
സജീവ ഏരിയ,செயலில் உள்ள பகுதி
സജീവ വിൻഡോ,செயலில் சாளரம்
പൊരുത്തപ്പെടലി,தகவமைப்பு
അഡാപ്റ്റർ (അഡാപ്റ്റർ),அடாப்டர் (அடாப்டர்)
അഡാപ്റ്റീവ് ഡിഫറൻഷ്യൽ പൾസ് കോഡ് മോഡുലേഷൻ,தகவமைப்பு வேறுபாடு துடிப்பு குறியீடு பண்பேற்றம்
മേൽവിലാസ പുസ്തകം,முகவரி புத்தகம்
വിലാസ ബസ്,முகவரி பஸ்
വിലാസ മിഴിവ്,முகவரி தீர்மானம்
തൊട്ടടുത്തുള്ള ചാനൽ ഇടപെടൽ,அருகிலுள்ள சேனல் குறுக்கீடு
തൊട്ടടുത്തുള്ള ചാനൽ സെലക്ടീവി,அருகிலுள்ள சேனல் தேர்வு
അടുത്തുള്ള ആവൃത്തി,அருகிலுள்ள அதிர்வெண்
തൊട്ടടുത്തുള്ള ഫ്രീക്വൻസി ചാനൽ,அருகிலுள்ள அதிர்வெண் சேனல்
തൊട്ടടുത്തുള്ള ചിത്ര കാരിയർ,அருகிலுள்ள படம் கேரியர்
തൊട്ടടുത്തുള്ള ശബ്ദ കാരിയർ,அருகிலுள்ள ஒலி கேரியர்
അടുത്തുള്ള സ്റ്റേഷൻ,அருகிலுள்ள நிலையம்
കമീകരിക്കുന്ന,சரிசெய்யக்கூடியது
ക്രമീകരിക്കാവുന്ന കണ്ടൻസർ,சரிசெய்யக்கூடிய மின்தேக்கி
സമ്മർദ്ദം ക്രമീകരിക്കുന്നു,அழுத்தம் சரிசெய்தல்
റെഞ്ച് ക്രമീകരിക്കുന്നു,குறடு சரிசெய்தல்
കമപ്പെടുത്തല്,சரிசெய்தல்
ഭരണാധിപന്,நிர்வாகி
നൂതന സാങ്കേതികവിദ്യ,மேம்பட்ட தொழில்நுட்பம்
ഏരിയൽ,வான்வழி
ഏരിയൽ അറേ,வான்வழி வரிசை
ഏരിയൽ ബൂസ്റ്റർ,வான்வழி பூஸ்டர்
ഏരിയൽ കറന്റ്,வான்வழி மின்னோட்டம்
എയറൽ ഇയർത്തിംഗ് സ്വിച്ച്,வான்வழி பூமி சுவிட்ச்
ഏരിയൽ കാര്യക്ഷമത,வான்வழி செயல்திறன்
ഏരിയൽ ഇതര,வான்வழி மின்மறுப்பு
ഏരിയൽ ഉൾപ്പെടുത്തൽ,வான்வழி தூண்டல்
ഏരിയൽ ഇൻസുലേറ്റർ,வான்வழி இன்சுலேட்டர்
ഏരിയൽ ലോഡിംഗ് കോയിൽ,வான்வழி ஏற்றுதல் சுருள்
ഏരിയൽ ഫോട്ടോഗ്രഫി,வான்வழி புகைப்படம்
ഏരിയൽ പവർ,வான்வழி சக்தி
ആകാശ വികിരണ ഏലിസ്റ്റൻസ്,வான்வழி கதிர்வீச்சு
ഏരിയൽ റിപ്രീൻസ്,வான்வழி எதிர்வினை
എയറോഡൈനാമിക്സ്,ஏரோடைனமிக்ஸ்
നിര്വ്വഹണം,ஏஜென்சி
എയർ കംപ്രസ്സർ,காற்று அழுத்தி
എയർ കണ്ടൻസർ,ஏர் மின்தேக்கி
വായു തണുപ്പിച്ചു,குளிா்ந்த காற்று
എയർ കോർഡ് കോയിൽ,காற்று கோர்ட் சுருள்
എയർ കണ്ടീഷനിംഗ്,ஏர் கண்டிஷனிங்
ആൽബിഡോ,ஆல்பெடோ
അൽഗോരിതം,வழிமுறை
അപരനാത്മകം,மாற்றுப்பெயர்ச்சி
വിന്യസിക്കുന്നു,சீரமைத்தல்
വിന്യാപകമായ,சீரமைப்பு
എല്ലാ തരംഗ ഏരിയലും,அனைத்து அலை வான்வழி
പങ്കുവയ്ക്കല്,ஒதுக்கீடு
അക്ഷരകമായ,அகரவரிசை
ആൽഫാന്യൂമെറിക്,எண்ணெழுத்து
ആൽഫാന്യൂമെറിക് പ്രതീകം,எண்ணெழுத்து எழுத்து
ആൽഫാന്യൂമെറിക് വിവരങ്ങൾ,எண்ணெழுத்து தகவல்
ഇതര കറന്റ് (A.C.),மாற்று மின்னோட்டம் (ஏ.சி.)
ഒന്നിടവിട്ടമ്മ,மாற்று
പകര്പ്പ്,மின்மாற்றி
ഉയരം,உயரம்
അപ്പോഗിയുടെ ഉയരം,அப்போஜியின் உயரம்
പെരിജിയുടെ ഉയരം,பெரிஜியின் உயரம்
അമേച്വർ റേഡിയോ ആശയവിനിമയം,அமெச்சூர் வானொலி தொடர்பு
അന്തരീതം,சூழ்நிலை
അന്തരീക്ഷ മൈക്രോഫോൺ,சுற்றுப்புற மைக்ரோஃபோன்
അന്തരീക്ഷ അവസ്ഥ,சுற்றுப்புற நிலை
ആംബിയന്റ് ലൈറ്റിംഗ്,சுற்றுப்புற விளக்குகள்
ആംബിയന്റ് ശബ്ദം,சுற்றுப்புற சத்தம்
ആംബിയന്റ് താപനില,சுற்றுப்புற வெப்பநிலை
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്,அமெரிக்கன் ஸ்டாண்டர்ட் கோட்
Ampere,ஆம்பியர்
ആമ്പിയർ മീറ്റർ,ஆம்பியர் மீட்டர்
ആംപ്ലിഫിക്കേഷൻ,பெருக்கம்
ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ,பெருக்க காரணி
ആംപ്ലിഫയർ,பெருக்கி
ആംപ്ലിഫയർ നേട്ടം,பெருக்கி ஆதாயம்
ആംപ്ലിഫയർ ശബ്ദം,பெருக்கி சத்தம்
ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു,உபகரணங்கள் பெருக்குதல்
Klystron ആംപ്ലിഫൈയിംഗ്,கிளிஸ்ட்ரான் பெருக்குதல்
ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്,பெருக்குதல் அலகு
വ്യാശമുള്ള,வீச்சு
വ്യാപ്തി വികസനം,வீச்சு விலகல்
ആംപ്ലിഡ്യൂഡ് ആസക്തി,வீச்சு உல்லாசப் பயணம்
വ്യാപ്തി ഘടകം,வீச்சு காரணி
ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ,அலைவீச்சு வரம்பு
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു,வீச்சு பண்பேற்றப்பட்டது
ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ,வீச்சு பண்பேற்றம்
അനലോഗ് (അനലോഗ്),ஒப்புமை (அனலாக்)
അനലോഗ് സർക്യൂട്ട്,அனலாக் சுற்று
അനലോഗ് കമ്പ്യൂട്ടർ,அனலாக் கணினி
അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ,அனலாக் ரேடியோ அதிர்வெண் சேனல்
അനലോഗ് പ്രാതിനിധ്യം,அனலாக் பிரதிநிதித்துவம்
അനലോഗ് സിഗ്നൽ,அனலாக் சிக்னல்
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്,டிஜிட்டலுக்கு அனலாக்
ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്,டிஜிட்டல் மாற்றிக்கு அனலாக்
അനലോഗ് വീഡിയോ,அனலாக் வீடியோ
അനസ്),ஒப்பீட்டு
അനലോഗി,ஒப்புமை
വിശകലനം,பகுப்பாய்வு
ഡാറ്റയുടെ വിശകലനം,தரவின் பகுப்பாய்வு
അനലിറ്റിക്കൽ സാന്ദ്രത,பகுப்பாய்வு அடர்த்தி
വിശകലനം ചെയ്യുക,பகுப்பாய்வு செய்யுங்கள்
വിശകലന,பகுப்பாய்வி
അനുബന്ധ ഉപകരണങ്ങൾ,துணை உபகரணங்கள்
ഗേറ്റിലും,மற்றும் வாயில்
കൂട്ടിയിടിയുടെ കോണിൽ,மோதலின் கோணம்
ധ്രുവീകരണത്തിന്റെ കോണിൽ,துருவமுனைப்பு கோணம்
ഭ്രമണത്തിന്റെ ആംഗിൾ,சுழற்சியின் கோணம்
Angstrom (å),ஆங்ஸ்ட்ரோம் (Å)
കോകാരുമായ,கோண
കോണീയ ത്വരണം,கோண முடுக்கம்
കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ,கோண ஒருங்கிணைப்புகள்
കോണീയ വ്യതിചലനം,கோண அழிவு
കോണീയ ചിതറിപ്പോയത്,கோண சிதறல்
കോണീയ സ്ഥാനചലനം,கோண இடப்பெயர்ச்சி
കോണീയ പിശക്,கோண பிழை
കോണീയ ആവൃത്തി,கோண அதிர்வெண்
കോണീയ ആക്കം,கோண உந்தம்
കോണീയ ചലനം,கோண இயக்கம்
കോണീയ പ്രവേഗം,கோண வேகம்
ജീവസഞ്ചാരണം,இயங்குபடம்
ആനോഡ്,நேர்மறை
അനോഡ് ബാറ്ററി,நேர்மறை பேட்டரி
ആനോഡ് സ്വഭാവം,நேர்மறை பண்பு
അനോഡ് സർക്യൂട്ട്,நேர்மறை சுற்று
ആനോഡ് ഡിസ്പിപ്പ്,அனோட் சிதறல்
ആനോഡ് കാര്യക്ഷമത,அனோட் செயல்திறன்
ആനോഡ് ഇൻപുട്ട് പവർ,அனோட் உள்ளீட்டு சக்தி
ആനോഡ് പരിഷ്കരണം,அனோட் மாடுலேஷன்
ഏരിയെല്,ஆண்டெனா
ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്,ஆண்டெனா பீம் அகலம்
ആന്റിന ബൂസ്റ്റർ,ஆண்டெனா பூஸ்டர்
ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്,ஆண்டெனா மாற்ற சுவிட்ச்
ആന്റിന കോയിൽ,ஆண்டெனா சுருள்
ആന്റിന കോൺഫിഗറേഷൻ,ஆண்டெனா உள்ளமைவு
ആന്റിന കപ്ലർ,ஆண்டெனா கப்ளர்
ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ,ஆண்டெனா குறுக்கு துருவ முறை
ആന്റിന കറന്റ്,ஆண்டெனா நடப்பு
ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
ആന്റിന ഡ്യുപ്ലെർസർ,ஆண்டெனா டூப்ளெக்சர்
ആന്റിന ഫലപ്രദമായ പ്രദേശം,ஆண்டெனா பயனுள்ள பகுதி
ആന്റിന കാര്യക്ഷമത,ஆண்டெனா செயல்திறன்
ആന്റിന ഫീഡ്,ஆண்டெனா ஊட்டம்
ആന്റിന ഫൂട്ട് പ്രിന്റ്,ஆண்டெனா கால் அச்சு
ആന്റിന നേട്ടം,ஆண்டெனா ஆதாயம்
ആന്റിന ഉയരം,ஆண்டெனா உயரம்
ആന്റിന ഇംപെഡൻസ്,ஆண்டெனா மின்மறுப்பு
ആന്റിന ഇൻഡക്റ്റൻസ്,ஆண்டெனா தூண்டல்
ആന്റിന പാറ്റേൺ,ஆண்டெனா முறை
ആന്റിന പ്ലെക്സർ,ஆண்டெனா பிளெக்ஸர்
ആന്റിന പോളൈസേഷൻ,ஆண்டெனா துருவமுனைப்பு
ആന്റിന പവർ,ஆண்டெனா சக்தி
ആന്റിന പവർ ലാഭം,ஆண்டெனா சக்தி ஆதாயம்
ആന്റിന റേഡിയേഷൻ പ്രതിരോധം,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
ആന്റിന റിനോപ്പൻസ്,ஆண்டெனா எதிர்வினை
ആന്റിന റിഫ്ലക്ടർ,ஆண்டெனா பிரதிபலிப்பாளர்
ആന്റിന റെസിസ്റ്റൻസ്,ஆண்டெனா எதிர்ப்பு
ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി,ஆண்டெனா அதிர்வு அதிர்வெண்
ആന്റിന സ്പെയ്സിംഗ്,ஆண்டெனா இடைவெளி
ആന്റിന സ്വിച്ചിംഗ് റൂം,ஆண்டெனா மாறுதல் அறை
ആന്റിന ട്യൂണിംഗ് കോയിൽ,ஆண்டெனா டியூனிங் சுருள்
ആന്റിന ട്യൂണിംഗ് ഹട്ട്,ஆண்டெனா ட்யூனிங் ஹட்
അപ്പേണ്ടർ,துவாரம்
അപ്പോജി,Apogee
അപ്പോജി റോക്കറ്റ്,அபோஜி ராக்கெட்
ഉപകരണങ്ങള്,கருவி
കാണാവുന്ന,தோன்றும்
ആപ്ലെറ്റ്,Applet
അപേക്ഷ,விண்ணப்பம்
ഏകദേശമായ,தோராயமான
ജല പരിഹാരം,நீர்வாழ் தீர்வு
കമാനം,வில்
വാസ്തുവിദ,கட்டிடக்கலை
ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം,ஒலி பதிவின் காப்பக பரிமாற்றம்
ഗന്ഥരക്ഷാലയം,காப்பகங்கள்
അരിത്മെറ്റിക് കോഡിംഗ്,எண்கணித குறியீட்டு முறை
യക്ഷി,ஆர்மேச்சர்
അർമേച്ചർ വിൻഡിംഗ്,ஆர்மேச்சர் முறுக்கு
ശേണി,வரிசை
അറസ്റ്റർ,கைது செய்பவர்
കൃതില്,வெளிப்பாடு
ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്),கலைப்பொருள் (= கலைப்பொருள்)
ആരോഹണം,ஏறுதல்
വീക്ഷണാനുപാതം,விகிதம்
അസംബ്ലി,அசெம்பிளர்
ഉറപ്പിച്ചുപറയല്,கூற்று
ചുമതല,ஒதுக்கீடு
അസൈൻമെന്റ് ചാനൽ,ஒதுக்கீட்டு சேனல்
അസമമായ,சமச்சீரற்ற
അസിൻക്രണസ്,ஒத்திசைவற்ற
അന്തരീക്ഷം,வளிமண்டலம்
അന്തരീക്ഷ നഷ്ടം,வளிமண்டல இழப்பு
അന്തരീക്ഷ ശബ്ദം,வளிமண்டல சத்தம்
അന്തരീക്ഷമർദ്ദം,வளிமண்டல அழுத்தம்
അന്തരീക്ഷ പ്രചരണം,வளிமண்டல பரவல்
അന്തരീക്ഷ റേഡിയോ-വേവ്,வளிமண்டல வானொலி-அலை
അന്തരീക്ഷ,வளிமண்டலங்கள்
പരമാണു,அணு
ആറ്റോമിക ഘടന,அணு அமைப்பு
ബന്ധം,இணைப்பு
അറ്റൻവറൻസ്,விழிப்புணர்வு
അറ്റൻവേേഷൻ നഷ്ടം,விழிப்புணர்வு இழப்பு
ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ,ஒலி அலைகளின் விழிப்புணர்வு
അറ്റൻവേറ്റർ,அட்டென்யூட்டர்
അറ്റൻവേറ്റർ പാഡ്,அட்டென்யூட்டர்-பேட்
സവിശേഷത പരിധി,கேட்கக்கூடிய வாசல்
ശ്രമത്തിനും,கேட்கக்கூடியது
കേൾക്കാവുന്ന ആവൃത്തി,கேட்கக்கூடிய அதிர்வெண்
കേൾക്കാവുന്ന ടോൺ,கேட்கக்கூடிய தொனி
കേൾക്കാവുന്ന-സ്പെക്ട്രം,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
സദസര്,பார்வையாளர்கள்
ഓഡിയോ,ஆடியோ
ഓഡിയോ ആംപ്ലിഫയർ,ஆடியோ பெருக்கி
ഓഡിയോ അനലൈസർ,ஆடியோ பகுப்பாய்வி
ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്,ஆடியோ ஒளிபரப்பு
ഓഡിയോ കേബിൾ,ஆடியோ கேபிள்
ഓഡിയോ ചെയിൻ,ஆடியோ சங்கிலி
ഓഡിയോ കോഡെക്,ஆடியோ கோடெக்
ഓഡിയോ കംപ്രഷൻ,ஆடியோ சுருக்கம்
ഓഡിയോ കംപ്രസ്സർ,ஆடியோ அமுக்கி
ഓഡിയോ കൺസോൾ,ஆடியோ கன்சோல்
ഓഡിയോ വക്രീകരണം,ஆடியோ விலகல்
ഓഡിയോ ഡൈനാമിക് ശ്രേണി,ஆடியோ டைனமிக் வரம்பு
ഓഡിയോ ഫയൽ ഫോർമാറ്റ്,ஆடியோ கோப்பு வடிவம்
ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്,ஆடியோ பிரேம் வடிவம்
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,ஆடியோ அதிர்வெண் பெருக்கி
ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി,ஆடியோ அதிர்வெண் வரம்பு
ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം,ஆடியோ அதிர்வெண் பதில்
ഓഡിയോ പരിധി,ஆடியோ லிமிட்டர்
ഓഡിയോ ലൈൻ,ஆடியோ வரி
ഓഡിയോ മിക്സർ,ஆடியோ மிக்சர்
ഓഡിയോ മോഡുലേഷൻ,ஆடியோ பண்பேற்றம்
ഓഡിയോ ഓസ്സിലേറ്റർ,ஆடியோ ஆஸிலேட்டர்
ഓഡിയോ output ട്ട്പുട്ട്,ஆடியோ வெளியீடு
ഓഡിയോ പവർ,ஆடியோ சக்தி
ഓഡിയോ നിലവാരം,ஆடியோ தரம்
ഓഡിയോ സിഗ്നൽ,ஆடியோ சிக்னல்
ഓഡിയോ സിഗ്നൽ പ്രോസസ്സിംഗ്,ஆடியோ சிக்னல் செயலாக்கம்
ഓഡിയോ സ്പെക്ട്രം,ஆடியோ ஸ்பெக்ட்ரம்
ഓഡിയോ സ്റ്റോറേജ്,ஆடியோ சேமிப்பு
ഓഡിയോ ഉപ-കാരിയർ,ஆடியோ துணை கேரியர்
ഓഡിയോ ട്രാൻസ്ഫോർമർ,ஆடியோ மின்மாற்றி
ഓഡിയോ ട്രാൻസ്മിറ്റർ,ஆடியோ டிரான்ஸ்மிட்டர்
ഓഡിയോ / വീഡിയോ കംപ്രഷൻ,ஆடியோ/வீடியோ சுருக்க
ഓഡിയോ-ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
ഓഡിയോ-ഫ്രീക്വൻസി സിഗ്നൽ,ஆடியோ-அதிர்வெண் சமிக்ஞை
ഓഡിയോമെട്രി,ஆடியோமெட்ரி
ഓഡിയോ-വിഷ്വൽ സഹായം,ஆடியோ காட்சி உதவி
ഓഡിറ്ററി ധാരണ,செவிவழி கருத்து
പ്രാമാണീകരണം,அங்கீகார
അംഗീകൃത കാരിയർ ആവൃത്തി,அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
ഓട്ടോ കാഡ്,ஆட்டோ கேட்
യാന്ത്രിക ഡയഗ്നോസ്റ്റിക്സ്,ஆட்டோ கண்டறிதல்
ഓട്ടോമാറ്റിക്,தானியங்கி
യാന്ത്രിക നിയന്ത്രണം,தானியங்கி கட்டுப்பாடு
യാന്ത്രിക കണ്ടെത്തൽ,தானியங்கி கண்டறிதல்
യാന്ത്രിക ഉപകരണങ്ങൾ,தானியங்கி உபகரணங்கள்
യാന്ത്രിക ആവൃത്തി നിയന്ത്രണം,தானியங்கி அதிர்வெண் கட்டுப்பாடு
യാന്ത്രിക പരിധി,தானியங்கி வரம்பு
യാന്ത്രിക യന്ത്രം,தானியங்கி இயந்திரம்
യാന്ത്രിക ഫാസ നിയന്ത്രണം,தானியங்கி கட்டக் கட்டுப்பாடு
യാന്ത്രിക ചിത്രം ട്രാൻസ്മിഷൻ,தானியங்கி பட பரிமாற்றம்
യാന്ത്രിക പ്ലേബാക്ക്,தானியங்கி பிளேபேக்
യാന്ത്രിക വൈദ്യുതി നിയന്ത്രണം,தானியங்கி சக்தி கட்டுப்பாடு
യാന്ത്രിക പ്രോഗ്രാമിംഗ്,தானியங்கி நிரலாக்க
യാന്ത്രിക റെക്കോർഡിംഗ്,தானியங்கி பதிவு
യാന്ത്രിക പുന .സജ്ജമാക്കുക,தானியங்கி மீட்டமைப்பு
യാന്ത്രിക ഷട്ടർ,தானியங்கி ஷட்டர்
യാന്ത്രിക സംവിധാനം,தானியங்கி அமைப்பு
യാന്ത്രിക ടെലിഫോൺ,தானியங்கி தொலைபேசி
യാന്ത്രിക താപനില നിയന്ത്രണം,தானியங்கி வெப்பநிலை கட்டுப்பாடு
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് റെഗുലേറ്റർ,தானியங்கி மின்னழுத்த சீராக்கி
യാന്ത്രിക വോളിയം കംപ്രസർ,தானியங்கி தொகுதி அமுக்கி
യാന്ത്രിക വോളിയം നിയന്ത്രണം,தானியங்கி தொகுதி கட்டுப்பாடு
യാന്ത്രിക വോളിയം എക്സ്പാൻഡർ,தானியங்கி தொகுதி விரிவாக்கம்
യന്തവല്ക്കരണം,தானியங்கு
യന്തമോടിക്കൽ,ஆட்டோமேஷன் கட்டுப்பாடு
ഓട്ടോമേഷൻ ഫ്രീക്റ്റി കണ്ട്രോളർ,ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி
ഉക്സിലറി,துணை
സഹായ ഓഡിയോ ബസ്,துணை ஆடியோ பஸ்
ലഭ്യമായ ശക്തി,கிடைக்கும் சக்தி
ഹിമപാത തകർച്ച,பனிச்சரிவு முறிவு
ശരാശരി ജീവിതം,சராசரி வாழ்க்கை
ശരാശരി മർദ്ദം,சராசரி அழுத்தம்
ശരാശരി വേഗത,சராசரி வேகம்
സ്പിൻ ആക്സിസ്,சுழல் அச்சு
അസിമുത്ത്,அசிமுத்
അസിമുത്ത് ആംഗിൾ,அஜிமுத் கோணம்
അസിമുത്ത് പിശക്,அஜிமுத் பிழை
ബാക്ക് ലൈറ്റ്,பின் ஒளி
ബാക്ക് പ്രൊജക്ഷൻ,பின் திட்டம்
ബാക്ക് വോൾട്ടേജ് (= റിവേഴ്സ് വോൾട്ടേജ്),பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்)
ബാക്ക്ഫയർ (ആർക്ക് ബാക്ക്),பின்னணி (வில் மீண்டும்)
പശ്ചാത്തല വെളിച്ചം,பின்னணி ஒளி
പശ്ചാത്തലം ശബ്ദം,பின்னணி இரைச்சல்
പശ്ചാത്തലം പ്രൊജക്ഷൻ,பின்னணி திட்டம்
ബാക്കപ്പ്,காப்புப்பிரதி
അന്ധാളിപ്പക്കുക,தடுப்பு
ബേക്കിംഗ്,பேக்கிங்
സമതുലിതമായ ഓഡിയോ,சீரான ஆடியோ
സമതുലിതമായ ഓഡിയോ ലൈൻ,சீரான ஆடியோ வரி
സമതുലിതമായ ട്രാൻസ്മിഷൻ ലൈൻ,சீரான பரிமாற்ற வரி
സന്തുഗതം,சமநிலைப்படுத்துதல்
ബാല്ലാസ്റ്റ്,நிலைப்படுத்தல்
ബാലസ്റ്റ് ഫാക്ടർ,நிலைப்படுத்தும் காரணி
Sulun,பலூன்
കൂട്ടം,பேண்ட்
ബാൻഡ് പാസ് ഫിൽട്ടർ,பேண்ட் பாஸ் வடிகட்டி
ബാൻഡ് സെലക്ടർ,இசைக்குழு தேர்வாளர்
ബാൻഡ് വിഭജനം,பேண்ட் பிரித்தல்
ബാൻഡ് നിർത്തുക ഫിൽട്ടർ,பேண்ட் ஸ்டாப் வடிகட்டி
ബാൻഡ് സ്വിച്ച്,பேண்ட் சுவிட்ச்
ബാൻഡ് ട്യൂറിംഗ്,பேண்ட் ட்யூனிங்
ബാൻഡ്വിഡ്ത്ത്,அலைவரிசை
ബാർ,மதுக்கூடம்
ബാർ കോഡ്,பார் குறியீடு
ബാർബെ ഡാറ്റ,பார் தரவு
നഗ്നമായ ബാൻഡ്,வெற்று இசைக்குழு
നഗ്നമായ വിളക്ക്,வெற்று விளக்கு
കളപ്പുര വാതിൽ,கொட்டகையின் கதவு
