English,Odiya
antibinding property,ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |
anitibonding,କାଉଣ୍ଟର ବଣ୍ଡ |
antiferroelectricity,ଓଲଟା ଶକ୍ତି |
antiferromagnetic,ଡାଇମାଗ୍ନେଟିକ୍ |
antiferromagnetics,ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
antifoggant,ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |
antigravity,ଆଣ୍ଟିଗ୍ରାଭିଟି
anti-lambda particle,ଆଣ୍ଟିଲାମଡା କଣିକା |
anti-lepton,ଆଲେଲେପଟନ୍ |
antimagnetic,ଡାଇମାଗ୍ନେଟିକ୍ |
antimatter,ଆଣ୍ଟିମାଟର୍ |
antimissile,ଆଣ୍ଟି ମିସାଇଲ୍
antineutron,ଆଣ୍ଟିନାଟ୍ରନ୍ |
antinode,ପଲସିଂ
antinucleon,ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |
antiparticle,ଆଣ୍ଟିପାର୍ଟିକଲ୍ |
antiproton,ଆଣ୍ଟିପ୍ରୋଟନ୍ |
antireflection,ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |
antisymmetric,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |
aperiodical,ପୁନରାବୃତ୍ତି ନୁହେଁ |
aperiodicity,ଆନାକ୍ରୋନିଜିମ୍ |
apertural disc,ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |
aperture,ଦ୍ୱାରକ
apex,"ଉପର, ଉପର, ଆଗ"
aphelion,"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |"
aplanat,ଉଦାସୀନ ଲେସ୍ |
aplanatic,ଅଣ-ଦୁ hetic ଖଦାୟକ |
aplanatism,ଅକ୍ଷମତା |
apochromatic,ବହୁତ ଆକ୍ରୋମାଟିକ୍ |
apogee,"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |"
apolar,"ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |"
apolarity,ପାରାପୋଲାରିଟି |
apparatus,ଉପକରଣ
apparent,"ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |"
apparent sun,ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |
apparent time,ଭିଜୁଆଲ୍ ସମୟ |
appearance,ଉଦୀୟମାନ ରୂପ
appliance,ଆବେଦନ
applicability,ପ୍ରଯୁଜ୍ୟତା |
applied,ପ୍ରୟୋଗ ହୋଇଛି |
appreciable,ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |
approach,ଉପାୟ
approximate,"ପାଖାପାଖି, ପାଖାପାଖି"
approximation,ଆନୁମାନିକତା
aqueous tension,ବାଷ୍ପ ଚାପ
arbitrary,ସ୍ବେଚ୍ଛାକୃତ
arc furnace,"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |"
Archimedes principle,ଆର୍କିମିଡିସ୍ ନିୟମ |
architectural acoustics,ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |
arc lamp,ଆର୍କ ଦୀପ
arc spectrum,ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |
area,"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
areal,"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ"
arm,"ବାହୁ, ବାହୁ, ଶାଖା |"
armature,ଶ୍ରଦ୍ଧାଳୁ
array,"ଆରେ, ଆରେ"
arrester,ରସିଦ
articulation,ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |
artificial,ସିନ୍ଥେଟିକ୍ |
artificial transmutation,କୃତ୍ରିମ ସଂକ୍ରମଣ
ascending,ଆରୋହଣ
ascension of the star,ଆରୋହଣ
ascent,ଆରୋହଣ
aspheric,ଆଗୋଲି
aspherizing,ଏକୀକରଣ
assemblage,ର ସେଟ୍
assemble,"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
assembly (=assemblage),"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
assessment of accuracy,ସଠିକତା ଆକଳନ
assigned assignment (of quantum numbers),ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
associated,"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |"
assonance,ସ୍ ow ର ଶବ୍ଦ
astable multivibrator (=free running multivibrator),ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
astatic,asthenic
astigmatism,"ନିବୃତ୍ତତା, astigmatism |"
astrionics,ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
astrometry,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
astronaut,ମହାକାଶଚାରୀ
astronomer,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
astronomical,ସ୍ୱର୍ଗୀୟ
astronomy,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
astrophysics,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
asymmetrical,ଅସୀମିତ |
asymptote,ଅସ୍ମିପଟୋଟିକ୍ |
asymptotic,ବୃଦ୍ଧି
asynchronous,ଅସନ୍ତୁଳିତ |
atmosphere,"ପରିବେଶ, ପରିବେଶ"
atmospheric,ବାୟୁମଣ୍ଡଳ
atmospherics,ପବନ ଅଶାନ୍ତି |
atom,ପରମାଣୁ
atomic,ପରମାଣୁ
atomicity,ପରମାଣୁ
atomic mass,ଆଣବିକ ମାସ
atomic number,ପରମାଣୁ ସଂଖ୍ୟା
atomic reactor (=atomic pile),"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |"
atomistic,ପରମାଣୁ
atomization,କଣିକା
atomizer,କଣିକା
attenuation,ଆଘାତ
attenuator,"ଆଘାତ, ଆଘାତ"
attraction,ଚମତ୍କାର |
attractive forces,ଆକର୍ଷଣର ଶକ୍ତି |
audibility,ଶ୍ରବଣତା |
audio-amplifier,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
audio,ଶ୍ରବଣଯୋଗ୍ୟ |
audio generator,ଅଡିଓ ଜେନେରେଟର
audiogram,ଶ୍ରବଣତା ଗ୍ରାଫ୍ |
audiology,ବିଜ୍ଞାନ ଶୁଣିବା |
audiometer,ଅଡିଓମିଟର |
audio oscillator,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
audio signal,ଶବ୍ଦ ସଙ୍କେତ
audiovisual,ଅଡିଓ-ଭିଜୁଆଲ୍ |
auditorium,"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |"
Auger effect,OZ ପ୍ରଭାବ
augmentation,ପଦୋନ୍ନତି
augmentor,ଉନ୍ନତିକାରୀ
aurora,ପୋଲାର ଅଗ୍ନି
aurora australis,ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି
aurora borealis,ଉତ୍ତର ପୋଲାର ଅଗ୍ନି
autoalarm,ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |
autocollimator,ଅଟୋ ସମାନ୍ତରାଳ
automatic,"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |"
automation,"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ"
auxiliary,"ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |"
avalanche,"ଅଭଡାଭା, ଆଭାଲଚେନ୍"
average,"ଅର୍ଥ, ଅର୍ଥ"
avoidance,parivaran
axial,ଅକ୍ଷୀୟ |
axis,ଅକ୍ଷ
azimuth,ଆଜିମ୍ୟୁଥ୍
azimuthal,ଆଜିମ୍ୟୁଥ୍
back,ପଛକୁ
background,"ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି"
backlash,"ପଛକୁ, ପଛକୁ"
backout,ବୁଲି ପଡ
back swing voltage pulser,ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |
back to back connection,ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ
back up,ପରିଶୋଧ
back voltage (Freverse voltage),ଆଣ୍ଟି ଭୋଲଟେଜ୍ |
backward scattering,ପରବର୍ତ୍ତୀ ବିଛାଇବା |
back wave (=spacing wave),ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |
bad conductor,ଇନସୁଲେଟର
bail out,ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |
bakeout,ଗରମ
balance,"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
balancer,ବାଲାନ୍ସର୍
balancing,ସନ୍ତୁଳନ
ball ended magnet,ଗ୍ଲୋବୁଲ୍
ballistic,"ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |"
ballistic galvanometer,"ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |"
ballistic missile,କ୍ଷେପଣାସ୍ତ୍ର
ballistics,"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
ballistic throw,ପ୍ରୋଜେକସନ
ballistic trajectory,ମାଗଣା ପଥ
balloon,"ବେଲୁନ୍, ବେଲୁନ୍ |"
Balmer discontinuity,ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |
band,"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |"
bang,ବିସ୍ଫୋରଣ
bank,"ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |"
bar,"ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |"
Bardeen theory,ବାର୍ଡେନ୍ ନୀତି |
Barkhausen effect,ବାର୍କହାଉନ୍ ପ୍ରଭାବ |
Barlow's wheel,ବାର୍ଲୋ ଚକ୍ର |
bar magnet,ବାର୍ ଚୁମ୍ବକ
barn,ଭଣ୍ଡାର
barogram,ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |
barograph,"ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |"
barometer,ବାରୋମିଟର |
barometry,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
barosphere,"ବ୍ରହ୍ମାଣ୍ଡ, ବାରୋମୋସଫର |"
bar pendulum,ପେଣ୍ଡୁଲମ୍ |
barrier,"ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ |"
barrier layer (rectifier)=blocking layer -depletion layer =space charge layer,ପ୍ରତିବନ୍ଧକ ସ୍ତର |
baryon,ବାରିଅନ୍ |
barysphere,ଗୁରୁମାଣ୍ଡଲ |
base band,ବେସ୍ ବ୍ୟାଣ୍ଡ |
basic,"ମ basic ଳିକ, ମ basic ଳିକ, କ୍ଷାରୀୟ |"
basis,ଆଧାର
batching,"ଗଣନା, ଦଳ ଗଠନ |"
bath,"କୂଅ, କୂଅ, ହିଟର, ଗରମ ପାତ୍ର, ସ୍ନାନ |"
battery,ବ୍ୟାଟେରୀ
bay,"ଆରେ ସେଗମେଣ୍ଟ, ଚାମ୍ବର, ବେ |"
B-display,ପ୍ରଦର୍ଶନ
beacon,କିବାନ୍
bead,"ମାଣିକା, ବିଡ୍ |"
beam,"ବିମ୍, ବିମ୍, ବିମ୍, ଟ୍ରମ୍ପ |"
bearing,"ଡିକମ୍ୟାନ୍, ଡିକ୍କନ୍ |"
beat,"ଡୋଲ୍, ଭିସପ୍ୟାଣ୍ଡ୍ |"
Becqueral effect,becquerel ପ୍ରଭାବ |
bell jar,ଘଣ୍ଟି ପାତ୍ର
bellow,ଘଣ୍ଟି
bell shaped,ଘଣ୍ଟି ଘଣ୍ଟା |
bench,"ବେଦିକା, ବେଞ୍ଚ"
bend,"ମୋଡ୍, ବାଙ୍କ (ଏଡି।), ବଙ୍କା (v।)"
bending,ବ୍ୟାଙ୍କାନ୍
bent,"ବଙ୍କା, ବଙ୍କା"
Bernoulli's equation,ବର୍ନୁଲି-ସମୀକରଣ |
Bessel function,ବେସାଲ୍-ଫଙ୍କସନ୍
best fit,ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |
beta (भ्),ବିଟା (ଖ)
betatron,ବେଟାଟ୍ରନ୍ |
Bethe's model,ବେଥ୍ ମଡେଲ୍ |
bevatron,ବିଭାଟ୍ରନ୍ |
B-H curve,BH ବକ୍ର
biangular,ଦ୍ୱିପାକ୍ଷିକ |
bias,"ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
biaxial,ଦ୍ୱି-ଅକ୍ଷୀୟ |
bichromate cell,ବାଇକ୍ରୋମାଟ୍ ସେଲ୍ |
biconcave,ଅଭିଭାଟାଲ୍ |
biconical aerial,ଡବଲ୍ ଆଣ୍ଟେନା |
biconvex,biconvex
bicrystal,"ଦ୍ୱି-ସ୍ଫଟିକ୍, ଡୁଆଲ୍-ସ୍ଫଟିକ୍ |"
bidirectional microphone,ଦ୍ୱି-ଦିଗୀୟ ମାଇକ୍ରୋଫୋନ୍ |
bifactor model,ଦ୍ୱିପାକ୍ଷିକ ମଡେଲ୍ |
bifilar,ଦ୍ୱିଗୁଣ
bilateral,ଦ୍ୱିପାକ୍ଷିକ
bilinear,ବିଲିନାର୍
bimolecular,ଦ୍ୱିମାଂଶ
binary,"ଦ୍ୱି-ପରିବର୍ତ୍ତନଶୀଳ, ଦ୍ୱି-ଆଧାର, ଦ୍ୱ ual ତ |"
binary code,"ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |"
binary star,ଖେଳ ତାରକା
binary system,ବାଇନାରୀ ପଦ୍ଧତି |
binaural,ଦ୍ୱିପାକ୍ଷିକ
binding,ବନ୍ଧନ
binocular,"ଦ୍ୱିପାକ୍ଷିକ, ଦ୍ୱିପାକ୍ଷିକ |"
binode,ବାଇନାରୀ
binomial distribution,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
binuclear,"ବାଇସେଣ୍ଟ୍ରାଲ୍, ଡିସେଣ୍ଟ୍ରିକ୍, ବିନ୍ୟୁକ୍ଲିଟେଡ୍ |"
biodynamics,ଜ od ବ ଡାଇନାମିକ୍ସ |
bioelectronics,ବାୟୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
biophysicist,ବାୟୋଫିଜିକ୍ |
biophysics,ବାୟୋଫିଜିକ୍ |
biosatellite,ଜ bi ବିକ ଉପଗ୍ରହ |
bioscope,"ସିନେମାଟୋଗ୍ରାଫର, ବାୟୋସ୍କୋପ୍ |"
Biot-Savart'law,ବାୟୋ-ସାବାର୍ଟ ନିୟମ |
biphase current,ଦ୍ୱିପାକ୍ଷିକ କରେଣ୍ଟ |
bipolar,ଡିପୋଲ୍
biprism,ଦ୍ୱିପାକ୍ଷିକ
biquartz,"biquartz, biquartz"
bistable characteristics,ଦ୍ୱିପାକ୍ଷିକ ଚରିତ୍ର |
bistable multivibrator,ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |
bit,"Dwayank * (ବାଇନାରୀ ସଂଖ୍ୟା), ବର୍ମା, ଅନି, ଟୁକ୍ |"
black,"କଳା, କୃଷ୍ଣ"
black body,କଳା ଶରୀର
black light,ଅଦୃଶ୍ୟ ଆଲୋକ |
black out,ତିମିରାୟାନ୍ ରେଡିଓ ତିମିରାୟାନ୍ |
black out pulse (=blanking pulse),ଇଜେକସନ ପଲ୍ସ |
black out voltage (=cut of bias),ଶେଷ ପକ୍ଷପାତ |
black radiation,କଳା ବିକିରଣ |
blank,"ଅସମ୍ପୂର୍ଣ୍ଣ, ଖାଲି"
blanketing,ଆବରଣ |
blanking,ବାତିଲ
blast,"ବିସ୍ଫୋରଣ, ବିସ୍ଫୋରଣ, ଗୁଷ୍ଟ"
bleeder,"ସାଭିକା, ବ୍ଲେଡର୍, ସାଭି |"
blind,"ଛଦ୍ମବେଶୀ, ଅନ୍ଧ"
Bloch theorem,ବ୍ଲୋଚ୍ ର ଥିଓରେମ୍ |
blocking,"ବ୍ଲକ, ବ୍ଲକ, ବ୍ଲକ"
blow,"blow ଟକା, blow ଟକା"
blue print,ନୀଳ ପ୍ରିଣ୍ଟ୍ |
blur circle,ଅସ୍ପଷ୍ଟତା ବୃତ୍ତ |
blurred,ଅସ୍ପଷ୍ଟ
bob,"ବଲ୍, ଗୋଲାକାର, ପେଣ୍ଡାଲ୍ |"
body,"ଶରୀର, ବସ୍ତୁ"
body capacitance,ଶାରୀରିକ କ୍ଷମତା |
body centred,କେନ୍ଦ୍ରିତ |
body diagonal,"ଶରୀର-ତ୍ରିକୋଣୀୟ, ଶେଷ-ତ୍ରିକୋଣୀୟ |"
