Bengali,Malayalam
পরম গতি শরীর,കേവല ചലന ശരീരം
পরম ইউনিট সিস্টেম,കേവല യൂണിറ്റ് സിസ്റ്റം
পরম তাপমাত্রা,കേവല താപനില
পরম সময়,കേവല സമയം
পরম একক,കേവല യൂണിറ്റുകൾ
পরম মান,യഥാർത്ഥ മൂല്യം
পূর্ণসংখ্যা ক্যালকুলেটর,പൂർണ്ണസംഖ്യ കാൽക്കുലേറ്റർ
পরম বেগ,കേവല വേഗത
পরম সান্দ্রতা,കേവല വിസ്കോസിറ്റി
পরম ওজন,കേവല ഭാരം
পরম শূন্য*,കേവല പൂജ്യം*
শূন্যের পরম ভাজক,പൂജ്യത്തിന്റെ കേവല വിഭജനം
শোষণ করা,ആഗിരണം ചെയ്യുക
শোষণ সূচক*,ആഗിരണ സൂചിക*
শোষিত শক্তি,ആഗിരണം ചെയ്ത ഊർജ്ജം
"শোষক, শোষক","ആഗിരണം, ആഗിരണം"
শোষক মাধ্যম*,ആഗിരണം ചെയ്യാവുന്ന മാധ്യമം*
শোষণ ক্ষমতা,ആഗിരണം ശേഷി
শোষণ,ആഗിരണം
শোষণ যন্ত্র*,അബ്സോർപ്റ്റിയോമീറ്റർ*
শোষণমিতি*,അബ്സോർപ്റ്റിയോമെട്രി*
শোষণ,ആഗിരണം
শোষণ - ব্যান্ড*,ആഗിരണം - ബാൻഡ്*
শোষণ সার্কিট,ആഗിരണം സർക്യൂട്ട്
শোষণ গুণাঙ্ক,ആഗിരണം ഗുണകം
শোষণ কলাম,ആഗിരണം കോളം
শোষণ ধ্রুবক,ആഗിരണ സ്ഥിരത
শোষণ ধারাবাহিকতা,ആഗിരണ തുടർച്ച
শোষণ অঞ্চল,ആഗിരണം മേഖല
শোষণ বর্তমান,ആഗിരണം കറന്റ്
শোষণ বক্ররেখা*,ആഗിരണം വക്രം*
শোষণ ফ্র্যাকচার,ആഗിരണം ഒടിവ്
শোষণ কোর,ആഗിരണം കോർ
শোষণ ফ্যাক্টর,ആഗിരണം ഘടകം
শোষণ ফিল্টার,ആഗിരണം ഫിൽട്ടർ
শোষণ শিখা ফটোমেট্রি*,അബ്സോർപ്ഷൻ ഫ്ലേം ഫോട്ടോമെട്രി*
শোষণ হাইগ্রোমিটার,ആഗിരണം ഹൈഗ്രോമീറ്റർ
শোষণ সূচক,ആഗിരണ ഘാതം
শোষণ প্রান্তিক,ആഗിരണം നാമമാത്രമാണ്
শোষণ লাইন,ആഗിരണം ലൈൻ
শোষণ ক্ষতি,ആഗിരണം നഷ്ടം
শোষণ মড্যুলেশন,ആഗിരണം മോഡുലേഷൻ
আলো শোষণ,പ്രകാശം ആഗിരണം
বিকিরণ শক্তি শোষণ,റേഡിയേഷൻ ഊർജ്ജത്തിന്റെ ആഗിരണം
শোষণ শিখর,ആഗിരണം കൊടുമുടി
শোষণ ফটোমেট্রি,ആഗിരണം ഫോട്ടോമെട്രി
শোষণ অনুপাত,ആഗിരണം അനുപാതം
শোষণ পরিসীমা*,ആഗിരണം പരിധി*
শোষণ স্পেকট্রাম ফটোমেট্রি*,ആഗിരണം സ്പെക്ട്രം ഫോട്ടോമെട്രി*
শোষণ বর্ণালী*,ആഗിരണം സ്പെക്ട്രം*
"শোষণ নল, শোষণ নল","ആഗിരണം ട്യൂബ്, ആഗിരണം ട്യൂബ്"
শোষণ হাইগ্রোমিটার,ആഗിരണം ഹൈഗ്രോമീറ്റർ
শোষক*,ആഗിരണം ചെയ്യാവുന്ന*
শোষক বাষ্পীভবনকারী,ആഗിരണം ചെയ്യാവുന്ന ബാഷ്പീകരണം
শোষণ আইন*,ആഗിരണം നിയമം*
শোষণ মাধ্যম,ആഗിരണം മീഡിയം
"শোষণ ক্ষমতা, শোষণ*","ആഗിരണം ചെയ്യാനുള്ള ശേഷി, ആഗിരണം*"
শোষণ*,ആഗിരണം*
স্টুডিও সজ্জা,സ്റ്റുഡിയോ അലങ്കാരം
বহুগুণ অনুপাত,ഗുണിത അനുപാതം
বিভ্রান্তি,അബോൾട്ട്
সম্পর্কিত,കുറിച്ച്
ত্বরান্বিত করা,ത്വരിതപ്പെടുത്തുക
ত্বরণ-স্টপ দূরত্ব,ആക്സിലറേഷൻ-സ്റ്റോപ്പ് ദൂരം
তাড়াতাড়ি,തിടുക്കപ്പെട്ടു
দ্রুত সময়ের প্রভাব পরীক্ষা,ദ്രുത സമയ ഫല പരിശോധന
দ্রুত প্রবাহ,പെട്ടെന്നുള്ള ഒഴുക്ക്
দ্রুত গতি,പെട്ടെന്നുള്ള വേഗത
দ্রুত শরীর,പെട്ടെന്നുള്ള ശരീരം
এক্সিলারেটর ওজনকারী,ആക്സിലറേറ്റർ തൂക്കം
এক্সিলারেটর ইলেক্ট্রোড*,ആക്സിലറേറ്റർ ഇലക്ട്രോഡ്*
এক্সিলারেটরের সময়*,ആക്സിലറേറ്റർ സമയം*
এক্সিলারেটর ফেজ,ആക്സിലറേറ്റർ ഘട്ടം
অ্যাক্সিলারেটর হার,ആക്സിലറേറ്റർ നിരക്ക്
এক্সিলারেটর ভোল্টেজ*,ആക്സിലറേറ്റർ വോൾട്ടേജ്*
ত্বরণ,ത്വരണം
ত্বরিত জ্বলন,ത്വരിതപ്പെടുത്തിയ ജ്വലനം
ত্বরণ সহগ,ആക്സിലറേഷൻ കോഫിഫിഷ്യന്റ്
ত্বরণ উপাদান,ത്വരണം ഘടകം
মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি,ഗുരുത്വാകർഷണം മൂലം ത്വരണം
ত্বরণ ফ্যাক্টর,ത്വരണം ഘടകം
ত্বরিত চার্জ,ത്വരിതപ്പെടുത്തിയ ചാർജ്
অভিকর্ষের ত্বরণ,ഗുരുത്വാകർഷണ ത്വരണം
ত্বরণ সম্ভাবনা,ത്വരണം സാധ്യത
ত্বরণ আইন,ത്വരിതപ്പെടുത്തൽ നിയമം
ত্বরণ প্রক্রিয়া,ത്വരിതപ്പെടുത്തൽ പ്രക്രിയ
ত্বরণ অঞ্চল,ആക്സിലറേഷൻ സോൺ
ত্বরণ পদ্ধতি,ത്വരിതപ്പെടുത്തൽ രീതി
"ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা","ആക്സിലറേഷൻ ടോളറൻസ്, ആക്സിലറേഷൻ ടോളറൻസ്"
ত্বরণ ভেক্টর,ആക്സിലറേഷൻ വെക്റ്റർ
ত্বরণ-ভোল্টেজ,ത്വരണം-വോൾട്ടേജ്
ত্বরণ তরঙ্গ,ത്വരണം തരംഗം
এক্সিলারেটর,ആക്സിലറേറ്റർ
"ত্বরণ, ত্বরণক*","ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*"
অ্যাক্সিলারেটর সমীকরণ,ആക്സിലറേറ്റർ സമവാക്യം
এক্সিলারেটর*,ആക്സിലറേറ്റർ*
অ্যাক্সিলোমিটার,ആക്സിലറോമീറ്റർ
অ্যাক্সিলোমিটার মিল,ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ
prestresser,പ്രിസ്ട്രെസർ
বৈধ অক্ষর,സാധുവായ പ്രതീകങ്ങൾ
গ্রহণযোগ্যতা কোণ,സ്വീകാര്യത കോൺ
গ্রহণযোগ্যতা স্পেসিফিকেশন,സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ
গ্রহণযোগ্য পরীক্ষা,സ്വീകാര്യമായ പരിശോധന
"গ্রহণকারী*, গ্রহণকারী","സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ"
রিসেপ্টর পরমাণু,റിസപ്റ്റർ ആറ്റം
রিসেপ্টর বন্ড,റിസപ്റ്റർ ബോണ്ട്
রিসিভার সার্কিট,റിസീവർ സർക്യൂട്ട്
রিসেপ্টর স্তর,റിസപ്റ്റർ ലെവൽ
দাতা অণু,ദാതാവിന്റെ തന്മാത്ര
রিসেপ্টর সম্পত্তি,റിസപ്റ്റർ പ്രോപ്പർട്ടി
রিসেপ্টর সম্পত্তি স্তর,റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ
অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ,ആക്സിലറേറ്റർ ഹോസ്
"অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস","പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം"
ভুজ অ্যাক্সেস করুন,ഭുജിലേക്ക് പ്രവേശിക്കുക
অ্যাক্সেস সিস্টেম,ആക്സസ് സിസ്റ്റം
প্রবেশাধিকার সময়,പ്രവേശന സമയം
অ্যাক্সেসযোগ্যতা,പ്രവേശനക്ഷമത
"অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক","അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ"
অতিরিক্ত সীমাবদ্ধতা,അധിക നിയന്ത്രണങ്ങൾ
কাকতালীয়,യാദൃശ്ചികം
আকস্মিক সংশোধন,ആകസ്മികമായ തിരുത്തൽ
দুর্ঘটনাজনিত বায়োজেনেসিস,ആകസ്മികമായ ബയോജനസിസ്
আকস্মিক ডাইভারশন,ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ
ভিজিটর ত্রুটি,സന്ദർശക പിശക്
"হঠাৎ বন্ধ, হঠাৎ বাতা","പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക"
দুর্ঘটনাজনিত সংক্রমণ,ആകസ്മികമായ കൈമാറ്റം
এলোমেলো পার্থক্য,ക്രമരഹിതമായ വ്യതിയാനം
সমন্বয়,ക്രമീകരിക്കൽ
অবস্থিত,സ്ഥാനം പിടിച്ചു
সঞ্চিত ত্রুটি,സഞ്ചിത പിശക്
"accumulation, accumulation","ശേഖരണം, ശേഖരണം"
শক্তি সঞ্চয়,ഊർജ്ജ സംഭരണം
সঞ্চয়ক*,ശേഖരണം*
সঠিকতা,കൃത്യത
বাস্তবতা,റിയാലിറ്റി
বাস্তব যন্ত্র পর্যবেক্ষণ,യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം
সঠিক পরিসীমা চিহ্নিতকারী,കൃത്യമായ റേഞ്ച് മാർക്കർ
নির্ভুলতা স্ক্যানিং,കൃത്യമായ സ്കാനിംഗ്
অনুশীলন করা,പ്രാക്ടീസ്
এক্সিলারেটর সেল*,ആക്സിലറേറ്റർ സെൽ*
অ্যাক্রোমেটিক লেন্স*,അക്രോമാറ്റിക് ലെൻസ്*
অ্যাক্রোমেটিক*,അക്രോമാറ്റിക്*
অ্যাক্রোম্যাটিক বিশ্লেষক,അക്രോമാറ്റിക് അനലൈസർ
ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা,ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന
অ্যাক্রোমেটিক আকৃতি,അക്രോമാറ്റിക് ആകൃതി
অ্যাক্রোম্যাটিক ফ্রিঞ্জ,അക്രോമാറ്റിക് തൊങ്ങൽ
অ্যাক্রোমেটিক লেন্স*,അക്രോമാറ്റിക് ലെൻസ്*
অ্যাক্রোম্যাটিক পয়েন্ট পাথ,അക്രോമാറ്റിക് പോയിന്റ് പാത
অ্যাক্রোম্যাটিক লেন্স,അക്രോമാറ്റിക് ലെൻസ്
অ্যাক্রোমেটিক প্রিজম,അക്രോമാറ്റിക് പ്രിസം
অ্যাক্রোম্যাটিক টেলিস্কোপ,അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്
বর্ণহীনতা*,അക്രോമാറ്റിറ്റി*
অ্যাক্রোমাটাইজেশন*,അക്രോമാറ്റിസേഷൻ*
বর্ণহীনতা*,അക്രോമാറ്റിറ്റി*
"স্থিতিস্থাপক, অবাধ্য, অবাধ্য","ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി"
"আকর্ণ হোস, বানজু হোস","അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്"
ক্ষুদ্রাকৃতির ভালভ,മിനിയേച്ചർ വാൽവ്
ইকোফোনি,എക്കോഫോണി
শাব্দিক,അക്കോസ്റ്റിക്
শাব্দ শোষণ,അക്കോസ്റ്റിക് ആഗിരണം
অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്
অ্যাকোস্টিক অ্যাটেন্যুয়েশন,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ
শাব্দ চোর অ্যালার্ম,അക്കോസ്റ്റിക് കള്ളൻ അലാറം
অ্যাকোস্টিক ক্যাপাসিট্যান্স,അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്
শ্রবণ কেন্দ্র,ശ്രവണ കേന്ദ്രം
শাব্দ ব্যাখ্যা,അക്കോസ്റ്റിക് വിശദീകരണം
শাব্দ আবরণ,അക്കോസ്റ്റിക് കവർ
শাব্দ প্রতিক্রিয়া,ശബ്ദ പ്രതികരണം
শাব্দিক উপাদান,അക്കോസ്റ്റിക് ഘടകം
শাব্দ পরিবাহিতা,ശബ്ദ ചാലകത
শাব্দ স্যাঁতসেঁতে,അക്കോസ്റ്റിക് ഡാംപിംഗ്
শাব্দ বিচ্ছুরণ,അക്കോസ്റ്റിക് ഡിസ്പർഷൻ
শব্দ হ্যাকার,സൗണ്ട് ഹാക്കർ
শাব্দ শক্তি*,ശബ്ദ ഊർജ്ജം*
শাব্দ শক্তি সমীকরণ,അക്കോസ്റ്റിക് ഊർജ്ജ സമവാക്യം
শাব্দিক সমীকরণ,ശബ്ദ സമവാക്യം
শাব্দ পুনঃস্থাপন,അക്കോസ്റ്റിക് പുനഃസ്ഥാപിക്കൽ
ক্ল্যাডনি আকার,ക്ലാഡ്നി രൂപങ്ങൾ
শাব্দ ফিল্টার,അക്കോസ്റ്റിക് ഫിൽട്ടർ
শব্দ জেনারেটর,ശബ്ദ ജനറേറ്റർ
শাব্দ ঝাঁঝরি,അക്കോസ്റ്റിക് ഗ്രേറ്റിംഗ്
শব্দের সংরোধ*,ശബ്ദ തടസ്സം*
শাব্দিক জড়তা,അക്കോസ്റ്റിക് ജഡത്വം
শাব্দ তীব্রতা,ശബ്ദ തീവ്രത
শাব্দ হস্তক্ষেপ মিটার,അക്കോസ്റ്റിക് ഇടപെടൽ മീറ്റർ
শাব্দ হস্তক্ষেপ আবিষ্কারক,അക്കോസ്റ്റിക് ഇടപെടൽ ഡിറ്റക്ടർ
শাব্দ লেন্স,അക്കോസ്റ്റിക് ലെൻസ്
শব্দ লাইন,ശബ്ദരേഖ
শাব্দ ভর,അക്കോസ്റ്റിക് പിണ്ഡം
শাব্দ উপাদান,അക്കോസ്റ്റിക് മെറ്റീരിയൽ
অ্যাকোস্টিক মানে মুক্ত পথ,അക്കോസ്റ്റിക് അർത്ഥം സ്വതന്ത്ര പാത
শাব্দ মোড,അക്കോസ്റ്റിക് മോഡ്
শাব্দিক শব্দ,അക്കോസ്റ്റിക് ശബ്ദം
শাব্দিক ওহম*,അക്കോസ്റ്റിക് ഓം*
"অ্যাকোস্টিক প্যানেল, অ্যাকোস্টিক বোর্ড","അക്കോസ്റ്റിക് പാനൽ, അക്കോസ്റ്റിക് ബോർഡ്"
শাব্দ ফেজ ধ্রুবক,അക്കോസ്റ്റിക് ഘട്ടം സ്ഥിരം
শাব্দ রিসিভার,അക്കോസ്റ്റിക് റിസീവർ
শাব্দ চাপ,ശബ്ദ സമ്മർദ്ദം
শব্দের প্রতিসাম্য নিয়ম,ശബ്ദത്തിന്റെ സമമിതി നിയമം
শাব্দ সংক্রমণ,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ
শাব্দ বৈশিষ্ট্য,ശബ്ദ ഗുണങ്ങൾ
শাব্দ চতুর্ভুজ,അക്കോസ്റ്റിക് ക്വാഡ്രുപോള്
শাব্দ বিকিরণ উপাদান,അക്കോസ്റ്റിക് വികിരണം മൂലകം
শাব্দ বিকিরণ,അക്കോസ്റ്റിക് വികിരണം
শব্দরোধী,ശബ്ദപ്രതിരോധം
অ্যাকোস্টিক রেডিওমিটার,അക്കോസ്റ്റിക് റേഡിയോമീറ്റർ
শাব্দ প্রতিক্রিয়া,ശബ്ദ പ്രതികരണം
অ্যাকোস্টিক পারস্পরিক তত্ত্ব,അക്കോസ്റ്റിക് റിസിപ്രോസിറ്റി സിദ്ധാന്തം
শাব্দ হ্রাস ফ্যাক্টর,അക്കോസ്റ്റിക് റിഡക്ഷൻ ഘടകം
শাব্দ প্রতিফলন সহগ,അക്കോസ്റ്റിക് പ്രതിഫലന ഗുണകം
শাব্দ প্রতিসরণ,ശബ്ദ അപവർത്തനം
শাব্দ প্রতিরোধের,ശബ്ദ പ്രതിരോധം
শাব্দ প্রতিক্রিয়া,ശബ്ദ പ്രതികരണം
শাব্দ বিচ্ছুরণ,അക്കോസ്റ്റിക് ചിതറിക്കൽ
শ্রবণ বিন্দু,ശ്രവണ പോയിന്റ്
শাব্দিক অনমনীয়তা,അക്കോസ്റ്റിക് കാഠിന്യം
শাব্দ ব্যবস্থা,ശബ്ദസംവിധാനം
শাব্দ থার্মোমিটার,അക്കോസ്റ്റിക് തെർമോമീറ്റർ
শাব্দ বেগ,ശബ്ദ പ്രവേഗം
শব্দ - তরঙ্গ,ശബ്ദ തരംഗം
শাব্দিক,അക്കോസ്റ്റിക്
শব্দ শোষণ সহগ,ശബ്ദ ആഗിരണം ഗുണകം
শব্দ শোষণ উপাদান,ശബ്ദ ആഗിരണം ഘടകം
শাব্দ সার্কিট,അക്കോസ്റ്റിക് സർക്യൂട്ട്
শাব্দ প্রতিক্রিয়া,അക്കോസ്റ്റിക് പ്രതികരണം
শাব্দ বিলম্ব লাইন,അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ
শাব্দ বিকৃতি,ശബ്ദ വികലത
শাব্দিক ধ্বনিবিদ্যা,അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം
শাব্দ ফিল্টার,അക്കോസ്റ്റിക് ഫിൽട്ടർ
শব্দের সংরোধ*,ശബ്ദ തടസ്സം*
ফোনোগ্রাফ,ഫോണോഗ്രാഫ്
শাব্দিক ওহম*,അക്കോസ്റ്റിക് ഓം*
শাব্দিক ধ্রুবক,അക്കോസ്റ്റിക് സ്ഥിരാങ്കം
শাব্দিক ফোনন,അക്കോസ്റ്റിക് ഫോണോൺ
শাব্দ সংক্রমণ ধ্রুবক,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ സ്ഥിരാങ്കം
শব্দ পরিবর্তন সহগ,ശബ്ദ പരിവർത്തന ഗുണകം
শাব্দ প্রতিরোধের,ശബ്ദ പ്രതിരോധം
শাব্দিক অনমনীয়তা,അക്കോസ്റ്റിക് കാഠിന്യം
শব্দ ইউনিট,ശബ്ദ യൂണിറ്റ്
শব্দরোধী,ശബ്ദപ്രതിരോധം
শাব্দ পার্শ্ব লাইন,അക്കോസ്റ്റിക് സൈഡ് ലൈൻ
"ধ্বনিবিদ্যা, ধ্বনিবিদ্যা","ശബ്ദശാസ്ത്രം, ശബ്ദശാസ്ത്രം"
শব্দ মিটার,ശബ്ദ മീറ്റർ
শব্দ চাপ,ശബ്ദ സമ്മർദ്ദം
অধিগ্রহণ রাডার,ഏറ്റെടുക്കൽ റഡാർ
সালোকসংশ্লেষী বিকিরণ,ഫോട്ടോസിന്തറ്റിക് റേഡിയേഷൻ
অ্যাক্টিনিয়াম নির্গমন,ആക്ടിനിയം എമിഷൻ
অ্যাক্টিনো-ইউরেনিয়াম,ആക്ടിനോ-യുറേനിയം
অ্যাক্টিনো-ইউরেনিয়াম সিরিজ,ആക്ടിനോ-യുറേനിയം പരമ്പര
তেজস্ক্রিয়,റേഡിയോ ഇലക്ട്രിക്
"অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার","ആക്ടിനോമീറ്റർ, ഫോട്ടോമൈക്രോമീറ്റർ"
"কর্ম, কাজ","പ്രവൃത്തി, പ്രവൃത്തി"
কর্ম এবং প্রতিক্রিয়া,പ്രവർത്തനവും പ്രതികരണവും
কর্ম ধ্রুবক,പ്രവർത്തന സ്ഥിരത
প্রভাব গোলক,സ്വാധീന മേഖല
"সক্রিয়, সক্রিয়","സജീവമാക്കി, സജീവമാക്കി"
সক্রিয় বিস্তার,സജീവ വ്യാപനം
"সক্রিয় ফাইবার, সক্রিয় ফাইবার","സജീവമാക്കിയ ഫൈബർ, സജീവമാക്കിയ ഫൈബർ"
সক্রিয়করণ প্রভাব,സജീവമാക്കൽ പ്രഭാവം
