Malayalam,Odiya
പായപൂര്ത്തിയായി,ବୟସ୍କ
മായം,ବ୍ୟଭିଚାର
വഭിചാരം,ବ୍ୟଭିଚାର
മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി,ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |
പരസ്യ മൂല്യനിർണ്ണയം,ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |
മുന്നേറുക,ଅଗ୍ରିମ
അഡ്വാൻസ് ബുക്കിംഗ്,ଅଗ୍ରୀମ ବୁକିଂ
അഡ്വാൻസ് കോപ്പി,ଅଗ୍ରଶୀ ନକଲ
അഡ്വാൻസ് ഇൻക്രിമെന്റ്,ଅଗ୍ରଗତି ବୃଦ୍ଧି
അഡ്വാൻസ് പേയ്മെന്റ്,ଅଗ୍ରିମ ଦେୟ
പ്രതികൂല പ്രവേശനം,ପ୍ରତିକୂଳ ପ୍ରବେଶ
പ്രതികൂല പരാമർശങ്ങൾ,ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |
പ്രതികൂല റിപ്പോർട്ട്,ପ୍ରତିକୂଳ ରିପୋର୍ଟ
വിജ്ഞാപനം,ବିଜ୍ଞାପନ
ഉപദേശം,ପରାମର୍ଶ
പേയ്മെന്റിന്റെ ഉപദേശം,ଦେୟର ପରାମର୍ଶ |
ഉപദേശക സമിതി,ପରାମର୍ଶଦାତା କମିଟି |
ഉപദേശക സമിതി,ପରାମର୍ଶଦାତା ପରିଷଦ |
വാദിക്കുക,ଓକିଲ
കാര്യങ്ങൾ,ସମ୍ପର୍କ
സതവാങ്മൂലം,ପ୍ରମାଣପତ୍ର
ബന്ധം,ଅନୁବନ୍ଧ
സ്ഥിരീകരണം,ନିଶ୍ଚିତତା
ഉറപ്പിക്കുന്ന,ନିଶ୍ଚିତ
ഉളവാക്കുക,ସୁଲଭ
മേൽപ്പറഞ്ഞ,Aforesaid
ശെറെഷ്,ଉପରୁବର୍ତ୍ତୀ
എതിരായി,ବିପକ୍ଷରେ
വയസ്സ്,ବୟସ
പ്രായപരിധി,ବୟସ ପ୍ରମାଣପତ୍ର
വോട്ടവകാശത്തിനുള്ള പ്രായം,ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |
പ്രായപരിധി,ବୟସ ସୀମା |
നിര്വ്വഹണം,ସଂସ୍ଥା
കാരപരിപാടി,କାର୍ଯ୍ୟସୂଚୀ
വിരമിക്കലിന്റെ പ്രായം,ଅବସରର ବୟସ
അപാദന പ്രായം,ସୁପରନୁଏସନ୍ ବୟସ
അഗ്രഗേഷൻ,ମିଳନ
ദു ved ഖിച്ചു,ବହୁଳ
പ്രക്ഷോഭക്തി,ଆଗ୍ରିଲେସନ୍
AGM,Agm
കരാര്,ଚୁକ୍ତିନାମା
കരാർ ഫോം,ଚୁକ୍ତି ଫର୍ମ
കൃഷിപ്പണി,କୃଷି
കാർഷിക വ്യവസായം,Agro-idustry
സഹായം,ସହାୟତା
ആപല്സൂചന,ଆଲାର୍ମ
ജാല്തചിഹ്നം,ସତର୍କତା
അപരാഭിധാനം,ଛଦ୍ମନାମ
കുറ്റാരോപണം,ଅଭିଯୋଗ
മേല്ക്കോയ്മയോട് ഭക്തി,ଅନୁଗତ
സഖം,ମିଳିତତା
അനുബന്ധ സേവനങ്ങൾ,ସମର୍ଥନ ସେବାଗୁଡିକ
എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്,ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |
അഖിലേന്ത്യാ സേവനങ്ങൾ,ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |
പങ്കുവയ്ക്കല്,ଆବଣ୍ଟନ
അനുവദിച്ചതുക,ବଣ୍ଟନ
അലോട്ട്മെന്റ് കത്ത്,ବଣ୍ଟନ ଚିଠି
അല്ലോട്ടി,ବଣ୍ଟନେ |
അനുവദനീയം,ଅନୁମତି ଯୋଗ୍ୟ
അനുവദനീയമായ ചെലവുകൾ,ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |
ഒരു അപ്പീൽ അനുവദിക്കുക,ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |
അനുമതി നല്കുക,ଭତ୍ତା
എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം,ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ
അക്ഷരമാല ഓർഡർ,ବର୍ଣ୍ଣମାଳା କ୍ରମ
വാസസ്ഥലമായ,ବ atutem ିସଣ
ഏകാന്തരക്രമത്തിൽ,ବିକଳ୍ପ
ബദൽ,ବିକଳ୍ପ
സംയോജനം,ଅମାଲଗାମୀ
ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്,ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |
ഭേദഗതി,ସଂଶୋଧନ
സഖ്യം,ସୁବିଧା
മിതഭാവമുള്ള,ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
വെടിക്കോപ്പ്,ଗୁଳିଗୋଳା
കടത്തിന്റെ പവിത്രത,Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |
സംഖ,ପରିମାଣ
പെൻഷന്റെ തുക,ପେନ୍ସନ୍ ର ପରିମାଣ
അനലോഗസ് പോസ്റ്റ്,ଅନୁରୂପ ପୋଷ୍ଟ |
വിശകലനം,ବିଶ୍ଳେଷଣ |
അനലിറ്റിക്കൽ പഠനം,ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |
പൂര്വ്വികന്,ପୂର୍ବଜ
അനുബന്ധ വ്യവസായം,ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |
ബദ്ധവൈരം,ଶତ୍ରୁତା |
അനുബന്ധം,ଆନୁଷ୍ଠାନ
വാര്ഷികദിനം,ବାର୍ଷିକୀ
അറിയിപ്പ്,ଘୋଷଣା
ഉപദവം,ବିରକ୍ତିକର
വാർഷിക സാമ്പത്തിക പ്രസ്താവന,ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ
വാർഷിക റിപ്പോർട്ട്,ବାର୍ଷିକ ବିବରଣୀ
ആന്വിറ്റി,ବାର୍ଷିକ
പേരറിയാത്ത,ବେନାମୀ |
അജ്ഞാത പരാതി,ଅଜ୍ଞାତ ଅଭିଯୋଗ |
ഉത്തരവിദ്ധി,ଉତ୍ତର୍ୟତା
ഉത്തരക്കടലാസ്,ଉତ୍ତର ସିଟ୍
ശതാപകന്,ବିରୋଧୀ
മുൻഗാമികൾ,ପିତୃପୁରୁଷ
പ്രതീക്ഷിച്ച ചെലവ്,ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ
പ്രതീക്ഷിച്ച വരുമാനം,ପ୍ରତୀକ୍ଷିତ ଆୟ
മുന്തോന്നല്,ପ୍ରତୀକ୍ଷା
മുൻകൂട്ടി ജാമ്യം,ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |
അഴിമതി വിരുദ്ധ നടപടി,ବିରୋଧୀ ମାପ |
വിരുദ്ധ ഡമ്പിംഗ്,ଆଣ୍ଟି-ଡମ୍ପିଂ |
പഴക്കം ചെന്ന,ପ୍ରାଚୀନ
വർത്തിഡ്,ଅପାର୍ଥିଡ଼ିଆ
അപരാഭിചികം,ଉଦାସୀନତା |
അപെക്സ് ബോഡി,Apex ଶରୀର
ക്ഷമാപണം,କ୍ଷମା ପ୍ରାର୍ଥନା
പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക,ଆବେଦନ
കാഴ്ച,ରୂପ
വിശേഷണം,ସନ୍ତୁଷ୍ଟ
അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ,ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |
അനുബന്ധം,ପରିଶିଷ୍ଟ
ഉപകരണം,ଉପକରଣ
പയോഗക്ഷമമായ,ପ୍ରଯୁଜ୍ୟ |
അപേക്ഷക,ଆବେଦନକାରୀ |
അപേക്ഷ,ପ୍ରୟୋଗ
അപേക്ഷാ ഫോറം,ଆବେଦନ ପତ୍ର
പ്രയോഗിച്ചു,ପ୍ରୟୋଗ କରାଯାଏ |
അപേക്ഷിക്കുക,ପ୍ରୟୋଗ କରନ୍ତୁ |
നിയമിത,ଆପୋପିନିଟି
അധികാരം നിയമിക്കുന്നു,ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |
നിയമനം,ନିଯୁକ୍ତି |
നിയമന പത്രിക,ନିଯୁକ୍ତି ପତ୍ର
മന്ത്രിസഭയുടെ നിയമന സമിതി,କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |
വേതനത്തെ വിഭവങ്ങൾ,ମଜୁରୀର ଅନୁକରଣ |
വിലനിശ്ചയിക്കല്,ମୂଲ୍ୟାଙ୍କନ
വിലഹരവാദി,ମୂଲ୍ୟାଙ୍କନକାରୀ
അഭിനന്ദനം,ପ୍ରଶଂସା
അവബോധം,ଭୟ
തൊഴില്പരിശീലക,ଶିକ୍ଷାର୍ଥୀ
സമീപിക്കുക,ଉପାୟ
അനുഗുണമായ,ଉପଯୁକ୍ତ
ഉചിതമായ പ്രവർത്തനം,ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ
ഉചിതമായ തല,ଉପଯୁକ୍ତ ମୁଣ୍ଡ
വിനിയോഗം,ଆବଣ୍ଟନ
അംഗീകരിക്കല്,ଅନୁମୋଦନ
ഏകദേശമായ,ଆନୁମାନିକ
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്,ଦକ୍ଷତା ପରୀକ୍ଷା
സേച്ഛാചാരിയായ,ଇଚ୍ଛାଧୀନ |
മാദ്ധസ്ഥം വഹിക്കുക,ଆର୍ବିଟ୍ରେଟ୍ |
മാദ്ധസ്ഥം,ଆର୍ବିଟ୍ରେସନ୍
മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ,ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |
മദ്ധസ്ഥന്,ଆର୍ବିଟର
വാസ്തുവിദ,ସ୍ଥାପତ୍ୟ
ഗന്ഥരക്ഷാലയം,ଅଭିଲେଖାଗାର
പദേശം,କ୍ଷେତ୍ର
ഏരിയസ്ഥാനം,କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |
വാദം,ଯୁକ୍ତି
എഴുന്നേല്ക്കുക,ଉଠ
സായുധ സേന,ସଶସ୍ତ୍ର ବାହିନୀ |
കമീകരണം,ବ୍ୟବସ୍ଥା
ഊരി,ବରିଟର
അരീയർ പ്രസ്താവന,ବର୍ବର ବିବୃତ୍ତି
വരവ് റിപ്പോർട്ട്,ଆଗମନ ରିପୋର୍ଟ
ധിക്കാരം,ଅହଂକାର
ആയുധശാല,ଅସ୍ତ୍ରଶସ୍ତ୍ର
പദാര്ത്ഥം,ପ୍ରବନ୍ଧ
അസോസിയേഷന്റെ ലേഖനങ്ങൾ,ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |
ലേഖനങ്ങൾ,ପ୍ରବନ୍ଧଗୁଡ଼ିକ
ആരോഹണ ക്രമം,ଆରୋହଣ କ୍ରମ
നിർണ്ണയിക്കുന്ന,ଜାଣିବା
എവിടെയാണ്,ଯେପରି ଅଛି
വശം,ସର୍ବୋଚ୍ଚ
കയറിയ,ଆସଡିଅନ୍
രാഷ്ടീയക്കൊല,ହତ୍ୟା
കയ്യേറ്റം നടത്തുക,ଆକ୍ରମଣ
സംയോജിപ്പിക്കുക,ଏକତ୍ର ହୁଅ
നിയമനിര്മ്മാണസഭ,ସଭା
അനുമതി,ଖେଳନା
ഉറപ്പുപറയുക,ନିଶ୍ଚିତ କର |
വിലയിരുത്തുന്ന,ମୂଲ୍ୟାଙ୍କନ
നികുതിചുമത്തല്,ମୂଲ୍ୟାଙ୍କନ
വിലയിരുത്തൽ വർഷം,ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ
അസര്യാകം,ମୂଲ୍ୟାଙ୍କନକାରୀ
ആസ്തി,ସମ୍ପତ୍ତି
നിയമനിക,ଆସିଜେ
ചുമതല,ଆସାଇନମେଣ୍ଟ
യാസ,ଆସାଇନର୍
സഹായം,ସହାୟତା
തോഴന്,ସହଯୋଗୀ
ചങ്ങാത്തം,ସଙ୍ଗଠନ
ചാർജ് അനുമാനം,ଚାର୍ଜର ଅନୁମାନ |
ഉറപ്പുനല്കല്,ନିଶ୍ଚିତତା
അഷ്വറൻസ് കമ്പനി,ନିଶ୍ଚିତ କର
ഉറപ്പുതരുന്നു,ନିଶ୍ଚିତ କର
കിഴിവിൽ,ରିହାତି ରେ
ആറ്റോമിക് പവർ,ପରମାଣୁ ଶକ୍ତି
തുല്യത്തിൽ,ପାରରେ
പ്രീമിയത്തിൽ,ପ୍ରିମିୟମରେ |
ഘടിപ്പിക്കുക,ସଂଲଗ୍ନ କରନ୍ତୁ
അറ്റാച്ചുചെയ്ത ഓഫീസ്,ସଂଲଗ୍ନ ଅଫିସ୍ |
ബന്ധം,ସଂଲଗ୍ନ
അറ്റാച്ചുമെന്റ് ഓർഡർ,ସଂଲଗ୍ନ କ୍ରମ
നേട്ടം,ତଥ୍ୟ
പരിശമം,ଚେଷ୍ଟା
ഹാജർ,ଉପସ୍ଥାନ
ഹാജർ രജിസ്റ്റർ,ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |
പങ്കെടുക്കുന്ന സ്ലിപ്പ്,ଆସେସେନ୍ ସ୍ଲିପ୍ |
ശ്രദ്ധ,ଧ୍ୟାନ |
സാക്ഷ്യപ്പെടുത്തൽ,ପ୍ରମାଣପତ୍ର
സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്,Atotsed କପି |
ഭാവം,ମନୋଭାବ
ആകർഷകമായ ശമ്പളം,ଆକର୍ଷଣୀୟ ଦରମା
ലേലം,ନିଲାମ
ലേറ്റീയർ,ନିଲାମକାରୀ
ലേല വിൽപ്പന,ନିଲାମ ବିକ୍ରୟ
സദസര്,ଦର୍ଶକ |
ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ,ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |
ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി,ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |
കണക്കുപരിശോധിക്കുക,ଅଡିଟ୍ |
ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ,ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |
ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്,ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |
ഓഡിറ്റിംഗ്,ଅଡିଟ୍
ഓഡിറ്റ് എതിർപ്പ്,ଅଡିଟ୍ ଆପତ୍ତି |
ഓഡിറ്ററുടെ റിപ്പോർട്ട്,ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |
ആഡിറ്റോറിയം,ଅଡିଟୋରିୟମ୍
ഓഡിറ്റ് ഖണ്ഡിക,ଅଡିଟ୍ ପାର୍ତାହୀ |
കണക്കിറ്റ് റിപ്പോർട്ട്,ଅଡିଟ୍ ରିପୋର୍ଟ
ഉത്സവമായ,A ଣୀତା
ചെലവുചുരുക്കൽ നടപടികൾ,ନିର୍ଯାତନା ମାପ |
ആധികാരികം,ପ୍ରାମାଣିକ
അംഗീകൃത പ്രതിനിധി,ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |
അംഗീകാരപരമായ,ଲେଖକ
അധികാരം,ପ୍ରାଧିକରଣ
അതോറിറ്റി കത്ത്,ପ୍ରାଧିକରଣ ଚିଠି |
അധികാരപ്പെടുത്തി,ପ୍ରାଧିକୃତ
അംഗീകൃത മൂലധനം,ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |
ഓട്ടോമാറ്റിക്,ସ୍ୱୟଂଚାଳିତ |
സയംശാസിതമായ,ସ୍ autonomous ୟଂଶାସିତ
സ്വയംഭരണ സംഘടന,ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |
സയംഭരണാവകാശം,ସ୍ onomy ାଧୀନତା
ഉക്സിലറി,ସହାୟକକାରୀ
സുലഭം,ଉପଲବ୍ଧ |
ശരാശരി,ହାରାହାରି
ശരാശരി അവധി,ହାରାହାରି ଛୁଟି
അപീതി,ଘୃଣା
അകറ്റുക,ପ୍ରତିରୋଧ
ഒഴിവാക്കുക,ଏଡ଼ାନ୍ତୁ |
നികുതി ഒഴിവാക്കുക,ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |
കാത്തിരിക്കുന്നു,ଅପେକ୍ଷା କରାଯାଇଛି
കൊടുക്കുക,ପୁରସ୍କାର
അതോറിറ്റി അവാർഡ്,ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |
ബോധപ്പെടുത്തല്,ସଚେତନତା
കസ്റ്റേറ്റഡ്,ପୃଷ୍ଠଭୂମି
പശ്ചാത്തലം,ପୃଷ୍ଠଭୂମି
ബാക്ക് ലോഗ്,ବ୍ୟାକ୍ ଲଗ୍
പുറപ്പെട്ടു,ପଛକୁ ଯିବା
തിരികെ റഫറൻസ്,ପଛଟି
ബാക്കപ്പ് ചെയ്യുക,ବ୍ୟାକଅପ୍ କରନ୍ତୁ |
