Punjabi,Kannada
ਅੱਖ ਦੀ ਰਿਹਾਇਸ਼,ಕಣ್ಣಿನ ವಸತಿ
ਅਦਭੁਤ ਵਾਧਾ,ಸನ್ಯಾಸಿಗಳ ಬೆಳವಣಿಗೆ
ਇਕੱਠਾ,ಸಂಗ್ರಹಣೆ
ਜੈਵਿਕ ਪਦਾਰਥ ਦਾ ਇਕੱਠਾ ਹੋਣਾ,ಸಾವಯವ ವಸ್ತುಗಳ ಸಂಗ್ರಹ
ਮਿੱਟੀ ਦਾ ਇਕੱਠਾ ਹੋਣਾ,ಮಣ್ಣಿನ ಸಂಗ್ರಹ
ਐਸੀਲੂਲਰ,ಉಭಯಾಕಾರದ
ਐਸੀਲੂਲਰ ਜੀਵ,ಅಸೆಲ್ಯುಲಾರ್ ಜೀವಿ
ਐਸੀਟੌਮੂਲਮ,ಅಸೆಟಾಬುಮ್
ਐਸੀਟਲਾਈਡਾਈਡ,ಅಸೆಟಾಲ್ಡಿಹೈಡ್
ਐਸੀਟੇਲ ਰੀਜ਼ਨ,ಅಸೆಟೈಲ್ ಕೊಯೆನ್ಜೈಮ್
ਅਮੀਥਿਨਾ,ಕಸ
ਅੱਕੇ,ಮೊಲ ಪ್ರಕಾರ
ਅਕੇਸ਼ੀ,ಉಂಗುರ
AchlamyDosporeae,ಅಕ್ಲಾಮಿಡೋಸ್ಪೋರಿಯಾ
ਐਸਿਡ ਬਾਰਸ਼,ಆಮ್ಲ ಮಳೆ
ਤੇਜਾਬ,ಆಮ್ಲೀಯ
ਤੇਜ਼ਾਬ ਗੈਸ,ಆಮ್ಲೀಯ ಅನಿಲ
ਐਸਿਡਿਟੀ,ಅಚ್ಚುಕಟ್ಟಾಗಿತ್ವ
ਐਕਸੀਨਰ ਸੈੱਲ,ಅಸಿನಾರ್ ಕೋಶ
ਆਕੋਲੀਓਮੈਟ,ಜಾಮಕೀಯ
ਐਕੋਨਿਟਮ,ಅನನಟ
ਐਕੋਰਨ ਕੀੜਾ,ಆಕ್ರೋಶದ ಹುಳು
ਧੁਨੀ ਜ਼ੋਨਿੰਗ,ಅಕೌಸ್ಟಿಕ್ ವಲಯ
ਪਾਤਰ ਪਾਤਰ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಪಾತ್ರ
ਸੀਮਤ ਸੀਮਤ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ
ਐਕੁਆਇਰਡ ਇਮੂਨੋ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ (ਏਡਜ਼),ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಇಮ್ಯುನೊ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್ (ಏಡ್ಸ್)
ਅਰੇਂੀਆ,ಪ್ರಾದೇಶಿಕ
ਐਸੀਰੇਸਾਈਨ ਡਾਇ,ಅಣಕಾದ ಬಣ್ಣ
ਐਕਰੋਸੀਐਸਟ੍ਰਿਕ,ವ್ಯಾಪಕವಾದ
ਐਕਰੋਮਰ,ಅಕ್ರಾಮನ್
ਅਸ਼ੋਕਲ ਤਰਤੀਬ,ಸ್ಥಗಿತದ ಅನುಕ್ರಮ
ਐਕਰੋਪੇਟਲ ਆਰਡਰ,ಅಕ್ರೊಫೆಟಲ್ ರಾಶಿ
ਐਕਰੋਸਿਨ,ಅಕ್ರೋಸಿನ್
ਐਕਟਿਨ,ಅ ೦ ಗಡಿ
ਐਕਟਿਨ ਵਰਗੇ ਪ੍ਰੋਟੀਨ,ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್
ਐਕਟਿਨੀਮੋਰਿਕ,ಕ್ರಿಯಾಶೀಲತೆ
ਐਕਟਿਨੋਮਾਈਸਾਈਟਸ,ಅಂಧ
ਕਾਰਵਾਈ ਸੰਭਾਵਨਾ,ಕ್ರಿಯಾಶೀಲತೆ
ਸਰਗਰਮ ਸਲੱਜ,ಸಕ್ರಿಯ ಕೆತ್ತನೆ
ਸਰਗਰਮ ਸਲੈਮ ਫਾਸਟ,ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್
ਐਕਟੀਵੇਸ਼ਨ Energy ਰਜਾ,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
ਐਕਟਿਵ ਸਮਾਈ,ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ਕਿਰਿਆਸ਼ੀਲ ਛੋਟ,ಸಕ್ರಿಯ ವಿನಾಯಿತಿ
ਸਰਗਰਮ ਰੇਡੀਏਸ਼ਨ,ಸಕ್ರಿಯ ವಿಕಿರಣ
ਐਕਟਿਵ ਸਾਈਟ,ಸಕ್ರಿಯ ಸೈಟ್
ਐਕਟੀਵੇਟ,ದಳ
ਅਮੀਮਿਨੇਟ,ವಕ್ರವಳತಿ ಮಾಡು
ਐਡਮਜ਼ੀਆ,ಆಡಮ್ಸಿಯಾ
ਅਨੁਕੂਲਤਾ,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
ਅਨੁਕੂਲਤਾ,ರೂಪಾಂತರ
ਚਾਨਣ ਸ਼ਾਸਨ ਲਈ ਅਨੁਕੂਲਤਾ,ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
ਪਾਣੀ ਦੀ ਘਾਟ ਲਈ ਅਨੁਕੂਲਤਾ,ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
ਅਨੁਕੂਲ ਗੁਣ,ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು
ਅਨੁਕੂਲ ਛੋਟ,ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ
ਅਨੁਕੂਲ ਰੇਡੀਏਸ਼ਨ,ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ
ਅਨੁਕੂਲ ਗੁਣ,ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ
ਏਕੈਕਸੀਅਲ ਸਤਹ,ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ
ਨਸ਼ਾ ਕਰਨ ਵਾਲੀ ਵਿਕਾਰ,ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ
ਐਡੀਨੇਨ,ತಿಕ್ಕಲು
ਐਡੇਨੋਕਾਰਸਪੋਰਟ੍ਰੋਪਿਨ,ಒಂದು ತತ್ತ್ವ
ਐਡੀਨੋਹਾਇਪਿਸਿਸ,ತತ್ತ್ವ
ਅਡੇਨੋਸਿਨ ਡਿਇਆਪਸਫੇਟ,ತಿರಸ್ಕಾರ
ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ,ಅಂಧ
ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ,ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್
ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ),ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ)
ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ,ತಿರಸ್ಕಾರ
ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
ਐਡਪੋਜ਼,ಅಡಿಪಡಿ
Adipocyte (ਚਰਬੀ ਸੈੱਲ),ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ)
ਐਡਪੋਜ਼ ਟਿਸ਼ੂ,ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ
ਐਡਨੇਟ,ಮಡಿ
ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ,ಪಕ್ಕದ ಸಮುದಾಯ
ਐਡਰੀਨਲ,ಮೂತ್ರಜನಕಾಂಗ
ਐਡਰੇਨਲ ਗਲੈਂਡ,ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ
ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್)
ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್)
ਐਡੋਰਬੈਂਟ,ಹೊರಹೀರುವ
ਇਸ਼ਤਿਹਾਰ,ಹೊರಹೀರತೆ
ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ,ಸುಧಾರಿತ ಸ್ವರಮೇಳ
ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ,ಅನುಕೂಲಕರ ರೂಪಾಂತರ
ਸਾਹਸੀ,ಸಾಹಸದ
ਸਾਹਸੀ ਜੜ,ಸಾಹಸಿ ಮೂಲ
ਗਲਤ ਪ੍ਰਭਾਵ,ದುಷ್ಪರಿಣಾಮ
ਏ.ਡੀ.ਡੀ.,ಈಡಿಸ್
ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ,ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ
Énerchyma,ವಾಮಪಂಥೀಯ
ਏਰੀਅਲ,ವೈಮಾನಿಕ
ਏਰੀਅਲ ਰੂਟ,ವೈಮಾನಿಕ ಮೂಲ
ਏਰੀਅਲ ਸ਼ੂਟ,ವೈಮಾನಿಕ ಚಿಗುರು
ਐਰੋਬਿਕ ਸਾਹ,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
ਐਰੋਬਿਕ ਸਾਹ,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
ਸੁਹਜ,ಸೌಂದರ್ಯಶಾಸ್ತ್ರ
ਖਰਾਸ਼,ಅಸ್ವಸ್ಥತೆ
ਖਰਾਸ਼,ಅಸ್ವಸ್ಥತೆ
ਪਿਆਰ,ವಿಪರೀತ
ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
ਦੁਖੀ ਅੰਗ,ಪೀಡಿತ ಅಂಗ
ਕਥਾ,ಸಂಯಮ
ਅਗਿਆਤ,ಗಗನಯ
ਅਗਰ,ಗಾಡಿ
ਅਗਿਆਤ,ಜನಗಮಣ
ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ,ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್
ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ,ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್
ਅਤਿ,ಚೂರುಪಾರು
ਅਗਾਵ,ಭೂತಾಳೆ
ਉਮਰ ਵੰਡ,ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ
ਉਮਰ ਪਿਰਾਮਿਡ,ವಯಸ್ಸು ಪಿರಮಿಡ್
Agglutate,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ਸਮੁੱਚੀ,ಒಟ್ಟು
Follicle ਦਾ ਸਮੁੱਚਾ,ಕೋಶಕ ಒಟ್ಟು
Follicle ਦਾ ਸਮੁੱਚਾ,ಕೋಶಕ ಒಟ್ಟು
ਇਕੱਤਰਤਾ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ਹਮਲਾਵਰਤਾ,ಆಕ್ರಮಣಶೀಲತೆ
ਐਗਰੀਏਟਰ ਸਿਸਟਮ,ಚಮತ್ಕಾರ
ਅਗਨੀਥਾ,ಅಜ್ಞಾತ
ਅਗਾਤੀ,ಗಾಡಿ
ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ,ಪಂಥದ
ਅਗਰੂ,ಕೃಪಣದ
ਅਗਰਾਨੂਲੋਸਾਈਟ,ಪಂಥಿ
ਖੇਤੀ ਬਾੜੀ,ಕೃಷಿ
ਐਗਰੋਫੋਰੈਸਟਰੀ,ಕೃಚಾರಕ
ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ,ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ
ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼,ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್
ਐਗਰੋ ਕੈਮੀਕਲ,ಕೃಷಿ ರಾಸಾಯನಿಕ
ਐਗਰੋ ਕੈਮੀਕਲ,ಕೃಷಿ ರಾಸಾಯನಿಕ
ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ,ಕೃಷಿ ವಲಯ
ਖੇਤੀਬਾਜੀ ਗੁਣ,ಕೃಷಿ ಲಕ್ಷಣ
ਖੇਤੀਬਾੜੀ,ಕೃಷಿ ವಿಜ್ಞಾನ
ਏਡਜ਼,ನೆರಳು
ਏਅਰ ਬਲੈਡਰ,ಗಾಳಿಗೊಡೆ
ੲੇ. ਸੀ,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
ਹਵਾ ਦਾ ਰਾਹ,ಗಾಳಿಯ ಮಾರ್ಗ
ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ,ವಾಯು ಮಾಲಿನ್ಯ
ਏਅਰ ਸੈਕ,ಗಾಳಿಯ ಚೀಲ
ਏਅਰ ਵੈਕਲੂਓਲ,ವಿಮಾನ ನಿರ್ವಾತ
ਹਵਾ-ਸਾਹ,ಗಾಳಿ ಮರೆಯುವ
ਅਲੇਨ,ತಲ್ಲಣ
ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ,ಅಲರಿ ಸ್ನಾಯು
ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ,ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ
ਐਲਬਿਨੋ,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
ਆਲਬੂਗੋ,ದಾಸ್ಯ
ਐਲਬਮਿਨ,ಉಣ್ಣೆಯಂಥ
ਐਲਬਿੰਜੀਨ ਬੀਜ,ಉಬ್ಬು ಬೀಜದ ಬೀಜ
ਐਲਬਿ → ਮਿਨੂਰੀਆ,ಬಿಲ್ಲಿನ
ਐਲਬਟਨਮ,ಪಾರಾಗಲಿ
ਐਲਸੀਏਸੀ,ಹದಮುದಾಯಿ
Aldeyhede,ಆಲ್ಡಿಹ್ಯೀಡ್
ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ,ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ
ਅਲੇਸਟਰੋਨ,ಆಲ್ಡೋಸ್ಟಲಿಗೆ
ਅਲੇਪੁਰਨ ਪਰਤ,ಅಲ್ಯೂರೋನ್ ಪದರ
ਐਲੇਰੋਪਲਾਸਟ,ಕಣ್ಣುಹಾಯ
ਅਲਫਾਫਾ,ಉಚ್ಚಾರಣಾ
ਐਲਗਲ ਖਿੜ,ಪಾಚಿಯ ಹೂವು
ਅਲੀਗਿਨ,ಪಾರಿಗೊಣ
ਪਰਦੇਸੀ ਡੀਐਨਏ,ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ
ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ,ಅನ್ಯ
ਅਲਾਈਨਮੈਂਟ,ಜೋಡಣೆ
ਅਲਾਈਨਮੈਂਟ,ಜೋಡಣೆ
ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ,ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ
ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ,ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ
ਐਲਿਸਮੇਸਸੀ,ಮಿತ್ರತತ್ವ
ਐਲਕਾਲਾਇਡ,ಕ್ಷಾರೀಯ
ਐਲਕਲੀਨ,ಕ್ಷಾರೀಯ
ਅਲਕਾਪਟਨੂਰੀਆ,ಕ್ಷಾರೀಯ
ਅੱਲੈਂਟੋਇਸ,ನಾರು
ਐਲੀ ਬਾਰੰਬਾਰਤਾ,ಆಲೀಲ್ ಆವರ್ತನ
ਐਲੀਲ,ಇಳಿಜಾರು
ਅਲੇਲਬਿਕ ਜੋੜੀ,ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ
ਐਲਰਗੇਨ,ಅಲರ್ಜಾಟ
ਐਲੀਗੇਟਰ,ಅಲಿಗ್ನ
ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.,ಆಲಿಯಂ ಸೆಪಾ
ਆਲੋਗਮ,ಅಲೋಗಮಿ
ਅਲਾਗ੍ਰਾਫਟ,ಅರಿಯುವವಳು
ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ,ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್
ਐਲੋਪੋਲਾਈਵਲਾਈਡ,ಸೂತ್ರ
ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ,ಅಲೀರಿಕ್ ಪರಿಣಾಮ
ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ,ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ
ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ
ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ,ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್
ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ,ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್
ਐਲੋਸਟਰਿਕ ਰੋਕ,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ
Allotetraplaidd,ತಟೆಾತ್ರಾ
ਐਲਾਨਸ,ದಾಸ್ಯ
ਐਲੋ,ಅಡೆ
ਐਕਸੋਨ ਦੇ ਨਾਲ,ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ
ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ,ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್
ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ,ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್
ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ,ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ
ਅਲਪਾਈਨ ਮੈਡੋ,ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು
ਅਲਪਾਈਨ ਜ਼ੋਨ,ಆಲ್ಪೈನ್ ವಲಯ
ਅਲਸਟੋਨੀਆ,ಆಲ್ಸ್ಟೋನಿಯಾ
ਅਲਟਰਨੇਰੀਆ,ಪರ್ಯೇಡು
ਵਿਕਲਪਿਕ,ಪರ್ಯಾಯ
ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ,ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ
ਉਚਾਈ ਬਿਮਾਰੀ,ಎತ್ತರ ಕಾಯಿಲೆ
ਉਚਾਈ,ಎತ್ತರ
ਐਲਵੋਲਰ ਡੈਕਟ,ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ
ਅਲਾਈਨ,ಮಣ್ಣು
ਅਲਜ਼ਾਈਮਰ ਰੋਗ,ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ
ਅਮੈਕਰਾਈਨ ਸੈੱਲ,ಅಮಾಮಿನ ಕೋಶ
ਅਮਰੰਥੈਸੇ,ಹುಳ
ਅਮੈਸ਼ਨਥਸ,ಹುಳಿ
ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ,ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ
ਅਮੈਸਟੋਮਾ,ಅಂಬಿಸ್ಟೋಮ
ਐਮੀਡ,ಅಸ್ಫುಲ್
ਅਮੀਨੋ ਐਸਿਡ,ಅಮೈನೊ ಆಸಿಡ್
ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ,ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ
ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ,ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್
ਅਮੀਨੋਕੁਲੇਸ਼ਨ,ಅಮೈನೊಅಸಿಲೇಷನ್
ਅਮਿਤੋਸਿਸ,ಅಮೀಟಾಸಿ
ਅਮੋਨੀਆ,ಅಮೋನಿಯ
ਅਨੁਮੋਧ,ಅಮೋನೀಕರಣ
ਅਮੋਨੋਟੇਲਿਜ਼ਮ,ಅಮ್ಮನೋಟೆಲಿಸಂ
ਅਮਨੀਓਸੈਂਟੀਸਿਸ,ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್
ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ,ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ
ਅਮਨੀਓਸਾਈਟ,ಅಮ್ನಿಯೈಟ್
ਅਮਨੀਅਨ,ಮಂಕಾದ
ਅਮਨੀਓਟਿਕ ਤਰਲ,ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ
ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ,ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್
ਅਮਨੀਓਟਿਕਯੂ,ಜಾಮಿಕಾಟದ ಚೀಲ
ਅਮੋਬਾ,ಅಮೀಬ
ਅਮੀਓਬੋਸਾਈਟ,ಅಮೀಬೋಸೈಟ್
ਅਮੀਬੋਇਡ,ಅಮೀಬಯುಡಿ
ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ,ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್
ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ,ಅಮೀಬಯಿಡ್ ಚಲನೆ
ਅਮੋਰੈਫਸ,ಅರೂಪದ
ਦੀ ਰਕਮ,ಮೊತ್ತ
ਅਮੀਫੇਟਾਮਾਈਨ,ಆಭರಣ
ਅਮਫੀਬੀਆ,ಉಭಯಚರ
ਐਫੀਬੀਅਨ,ಉಭಯಚರ
ਐਫੀਬੀਅਨ,ಉಭಯಚರ
Amphioxus,ಉಲ್ಬಣ
Amphioxus Lannolotus,ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್
ਐਮਫੀਪਾਥਿਕ,ಉಭಯಪಕ್ಷೀಯ
ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ,ಉಭಯಚರ ಲಿಪಿಡ್
ਅਮਫੀਸਾਰਕਾ,ಉಚ್ಚಾರೆ
ਐਂਪੀਸਿਲਿਨ,ಲೋಕದ
Ampulla,ಹಲ್ಲು
ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ,ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ
ਅਮੀਗਡਲ,ಅಮಿಗ್ಡಾಲ್
ਅਮੀਗਡੇਲ,ಬಾಚು
ਅਮੀਗਡਲਿਨ,ಅಮಿಗ್ಲಿನ್
ਐਮੀਲੇਸ,ಮಂಕಾದ
ਅਮੋਲੋਪਲਾਸਸਟ,ಅಮಿಲೋಪ್ಲಾಸ್ಟ್
ਅਨਬਾਨਾ,ಅ ೦ ಗಡಿ
ਅਨਬਾਸ,ಹಳ್ಳ
ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ,ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು
ਐਨਾਬੋਲਿਜ਼ਮ,ಅನಾಬಾಲಿಸಂ
ਅਨਾਕਾਰਿਆਸੀ,ಅನಾಕಾರ್ಡಿಯಾಸಿ
ਅਨੀਮੀਆ,ರಕ್ತಹೀನತೆ
ਅਨੀਰੋਬ,ಬಯೆರೋಲೆ
