Malayalam,Marathi
അനാക്രോണിസം,अनाक्रोनिझम
അനാക്രോണിസ്റ്റിക്,अनाक्रोनिस्टिक
പൂർവ്വികൻ,पूर्वज
പൂർവിക ആരാധന,पूर्वजांची पूजा
വംശപരമ്പര,वंशपरंपरा
വംശപരമ്പര,वंशपरंपरा
വംശപരമ്പര,वंशपरंपरा
വംശപരമ്പര,वंशपरंपरा
പുരാതന ഭരണം,प्राचीन राजवट
പുരാതന,प्राचीन
പുരാതന ബാലഡ്,प्राचीन बालगीत
പുരാതന വിശ്വാസം,प्राचीन श्रद्धा
പുരാതന ആചാരം,प्राचीन प्रथा
പുരാതനമായ ചരിത്രം,प्राचीन इतिहास
പുരാതന സ്മാരകങ്ങൾ,प्राचीन स्मारके
ഉപകഥ,किस्सा
ആഞ്ചലോട്ട്,अँजेलोट
ആഞ്ചലസ്,एंजलस
ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ),अँजेविन (=अंजेविन)
കോണുകൾ,कोन
ആംഗ്ലിക്കൻ,अँग्लिकन
ആംഗ്ലിക്കൻ കൂട്ടായ്മ,अँग्लिकन कम्युनियन
ആംഗ്ലിക്കനിസം,अँग्लिकनवाद
ആംഗ്ലോ-ഫോബ്,अँग्लो-फोब
ആംഗ്ലോ-ഫോബിയ,अँग्लो-फोबिया
ആംഗ്ലോ-സാക്സൺ,अँग्लो-सॅक्सन
ആംഗ്ലോ-സാക്‌സോണിസം,अँग्लो-सॅक्सोनवाद
അനലിസ്റ്റ്,अॅनालिस्ट
വാർഷികങ്ങൾ,इतिहास
കൂട്ടിച്ചേർക്കൽ,संलग्नीकरण
ആന്റി-ബെല്ലം,अँटी-बेलम
മുൻ തീയതി,पूर्वीची तारीख
പൗരോഹിത്യ വിരുദ്ധത,कारकुनविरोधी
വൈദിക വിരുദ്ധ നിയമം,कारकुनी विरोधी कायदा
പൗരാണികത,पुरातन वास्तू
വാടക വിരുദ്ധം,विरोधी भाडे
വാടക വിരുദ്ധം,विरोधी भाडे
സെമിറ്റിസം വിരുദ്ധത,सेमिटिझम विरोधी
അൻസാക്ക്,अँझॅक
അപ്പെല്ല,अपेला
അരലു,अरालू
ആർച്ച് ബിഷപ്പ്,आर्च बिशप
ആർച്ച് ഡച്ചി,आर्च डची
ആർച്ച് ഡ്യൂക്ക്,आर्च ड्यूक
ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം),आर्काइफ (=अभिलेख संग्रह)
ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്,आर्किपिस्कोपेट
പ്രഭുവർഗ്ഗം,अभिजात वर्ग
പ്രഭു,कुलीन
പ്രഭുവർഗ്ഗ സ്നോബറി,खानदानी स्नोबरी
അരിസ്റ്റോട്ടിലിയൻ,अॅरिस्टोटेलियन
അർമാഡ,आरमार
അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ),आरमार (=स्पॅनिश आरमार)
കവചക്കാരൻ (=കവചക്കാരൻ),आर्मोरिस्ट (= आर्मरिस्ट)
കവചം (=കവചം),चिलखत (= चिलखत)
ആയുധധാരി,आर्मरिस्ट
ആര്യൻ,आर्यन
ആര്യൻ,आर्यन
അസ്കരി,अस्करी
നിയോഗിക്കുക,नियुक्त करा
അസൈസ് ചെയ്യുക,Assize
അസൈസ് ചെയ്യുക,Assize
അസൈസ് ചെയ്യുക,Assize
അസൈസ് ഓഫ് ആയുധ നിയമം,शस्त्रास्त्र कायद्याची मदत
അസൈസ് ഓഫ് ഡാരെൻ അവതരണം,डॅरेन प्रेझेंटमेंटची मदत
മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്,मॉर्ट &#39;डी&#39; पूर्वजांची मदत
അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ,कादंबरी Disseisin च्या Assize
ക്രൂരത,अत्याचार
ആക്രമണം,हल्ला
ഔലിക് കൗൺസിൽ,ऑलिक कौन्सिल
ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി),देवीची कुर्‍हाड (= देवी कुर्हाड)
ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്),अक्ष (=रोम-बर्लिन-टोकियो अक्ष)
ബാബിലോൺ,बॅबिलोन
ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം),बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद)
ബച്ചനൽ ഭക്തൻ,बचनाल भक्त
ബച്ചനാലിയ,बचनालिया
ബാച്ചിലർ,बॅचलर
ബാഗ്ദാദ് കരാർ,बगदाद करार
ബാൽക്കൻ ലീഗ്,बाल्कन लीग
ബാൽക്കൻ കരാർ,बाल्कन करार
ബാൽക്കൻ യുദ്ധങ്ങൾ,बाल्कन युद्धे
ബാൾട്ടിക് കരാർ,बाल्टिक करार
കൊള്ളക്കാരൻ,डाकू
ബന്ദൂങ് സമ്മേളനം,बांडुंग परिषद
നാടുകടത്തൽ,हद्दपार
ബാനർ,बॅनर
ബാർബേറിയൻ,रानटी
ബാർബിക്കൻ,बार्बिकन
ബർദോളി സത്യാഗ്രഹം,बारडोली सत्याग्रह
കളപ്പുര ബർണറുകൾ,धान्याचे कोठार बर्नर्स
ബാരൺ,जहागीरदार
ബാരോണേജ്,बॅरोनेज
ബറോണസ് മേജേഴ്സ്,Barones majores
ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ,बॅरोन्स अल्पवयीन
ബാരോണസ്,जहागीरदार
ബാരോനെറ്റ്,बॅरोनेट
ബാരോനെറ്റേജ്,बॅरोनेटेज
ബാരോനെറ്റേജ്,बॅरोनेटेज
ബാരോനെറ്റി,बॅरोनेटसी
ബാരോണി,बॅरोनी
ബാരക്കൂൺ,बॅराकून
ബാരക്കൂൺ,बॅराकून
ബാരിക്കേഡ് (=ബാരിക്കഡോ),बॅरिकेड (= बॅरिकेडो)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),बॅरिकेड (= बॅरिकेडो)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),बॅरिकेड (= बॅरिकेडो)
ബേസ് ക്യാമ്പ്,बेस कॅम्प
ബസിലിക്ക,बॅसिलिका
ബസിലിക്ക,बॅसिलिका
ബാസ്റ്റില,बॅस्टिला
ബാസ്റ്റിലി,बॅस्टिल
ബാസ്റ്റിലി,बॅस्टिल
ബാറ്ററി,बॅटरी
യുദ്ധം,लढाई
Battle-array,Batlle-array
യുദ്ധകാഹളം,लढाई रडणे
യുദ്ധം,लढाई दिन
യുദ്ധക്കളം,युद्धक्षेत्र
യുദ്ധഗാനം,लढाई भजन
സ്പർസിന്റെ യുദ്ധം,स्पर्सची लढाई
സ്റ്റാൻഡേർഡ് യുദ്ധം,स्टँडर्डची लढाई
യുദ്ധക്കപ്പൽ,युद्धनौका
യുദ്ധക്കപ്പൽ-ബലം,युद्धनौका-शक्ती
Bayeux ടേപ്പ്സ്ട്രി,Bayeux टेपेस्ट्री
ബീക്കൺ,बीकन
ബീക്കൺ ടവർ,बीकन टॉवर
ബീവർ,बीव्हर
ബീവർ,बीव्हर
കടലിലെ യാചകർ,समुद्राचे भिकारी
ബെല്ലിക്കോസ്,बेलिकोज
ബെല്ലിക്കോസ്,बेलिकोज
ബെല്ലിക്കോസ്,बेलिकोज
ബെല്ലിക്കോസിറ്റി,बेलिकोसिटी
ബെല്ലോന,बेलोना
ഗുണം,फायदा
വൈദികരുടെ പ്രയോജനം,धर्मगुरूंचा लाभ
ബെനെലക്സ്,बेनेलक्स
ബെർലിൻ ഉത്തരവ്,बर्लिन डिक्री
ബെർസർക്കർ,बेसरकर
ബസന്റ് (=ബെസന്റ്),बेझंट (=बेझंट)
ബെഥേൽ,बेथेल
ബിബ്ലിയോലേറ്റർ,बिब्लिओलेटर
ഗ്രന്ഥശാസ്‌ത്രം,ग्रंथदिंडी
ബിഗ് ബെർത്ത,मोठा बर्था
മതഭ്രാന്തൻ,धर्मांध
ബില്ലെറ്റിംഗ്,बिलेटिंग
ബിൽ ഓഫ് അറ്റൈൻഡർ,अटेंडरचे बिल
അവകാശങ്ങളുടെ ബിൽ,अधिकारांचे विधेयक
ജീവചരിത്രകാരൻ,चरित्रकार
ജനന കഥകൾ,जन्मकथा
Bivouac,बिव्होक
Bivouac,बिव्होक
Bivouac,बिव्होक
ബിസോണിയ,बिझोनिया
കറുത്ത പക്ഷികൾ,काळा पक्षी
കറുത്ത കൊടി,काळा झेंडा
ബ്ലാക്ക് ഹോൾ,कृष्ण विवर
ബ്ലാക്ക് ഹോൾ,कृष्ण विवर
കറുത്ത കാൽ (=ചുണങ്ങു),काळा पाय (= खरुज)
കറുത്ത ഷർട്ട്,काळा शर्ट
ബ്ലാസൺ,ब्लेझोन
ബ്ലാസൺ,ब्लेझोन
ജ്വലനം,झगमगाट
ജ്വലനം,झगमगाट
ബ്ലിറ്റ്സ്ക്രീഗ്,ब्लिट्झक्रीग
രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം),रक्तहीन क्रांती (=वैभवशाली क्रांती)
ബ്ലഡ് വൈറ്റ്,ब्लडवाईट
ബ്ലഡി മേരി,ब्लडी मेरी
നീല,निळा
നീല രക്തം,निळे रक्त
നീല പുസ്തകം,निळे पुस्तक
നീല നാട,निळी फीत
നീല നാട,निळी फीत
ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ),ब्लूज (=रॉयल हॉर्स गार्ड)
നീല ഷർട്ട്,निळा शर्ट
ബ്ലൂ വാട്ടർ സ്കൂൾ,ब्लू वॉटर स्कूल
ബോർഡ് ഓഫ് കൺട്രോൾ,नियंत्रण मंडळ
ശരീര കവചം,शरीर चिलखत
ബോയർ,बोअर
കൊള്ള,लूट
ബറോ,बरो
ബൗളൂട്ടേറിയൻ,बुलेउटेरियन
ബർബോൺ,बोरबॉन
ബോക്സർ കലാപം,बॉक्सर बंडखोरी
ബ്രേസ്,ब्रेस
ബ്രസാർഡ്,ब्रासर्ड
ബ്രസാർഡ്,ब्रासर्ड
ബ്രെഡ് കോളനികൾ,ब्रेड वसाहती
ബ്രെസ്റ്റ് പ്ലേറ്റ്,ब्रेस्ट प्लेट
മുലപ്പാൽ ജോലി,स्तनाचे काम
ബ്രെറ്റ്വാൾഡ,ब्रेटवाल्डा
ബ്രിഗാൻഡ്,ब्रिगेंड
ബ്രിഗൻഡേജ്,दलाल
ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്,ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ),तपकिरी शर्ट (=नाझी)
ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ),ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
ബഫ്,बफ
ബഫ്,बफ
ബഫ്-കോട്ട്,बफ-कोट
ബഫുകൾ,बफ्स
ബ്യൂൾ (=കൗൺസിൽ),बुले (=परिषद)
ബർഗേജ്,बर्गेज
ബർഗെസ്,बर्जेस
ബൈസന്റൈൻ,बायझँटाईन
ബൈസന്റൈൻ പള്ളി,बायझँटाईन चर्च
ബൈസന്റൈൻ സാമ്രാജ്യം,बायझँटाईन साम्राज्य
ബൈസന്റൈൻ യുഗം,बायझँटाईन युग
ബൈസന്റൈൻ ചരിത്രകാരന്മാർ,बायझँटाईन इतिहासकार
കാബൽ,कॅबल
സീസറിസം,सीझरवाद
ഖലീഫ,खलिफा
കാലിഗ്രാഫർ,कॅलिग्राफर
കാലിഗ്രാഫിസ്റ്റ്,कॅलिग्राफिस्ट
കാലിഗ്രാഫി,कॅलिग्राफी
കാൽട്രോപ്പ്,कॅल्ट्रॉप
സൗഹൃദം,सौहार्द
കാമറില്ല,कॅमरिला
കാമറില്ല,कॅमरिला
കാമലോകം,कॅमेलॅकम
മറവി,क्लृप्ती
പ്രചാരണം,मोहीम
ക്യാമ്പ് ഫോളോവർ,शिबिराचे अनुयायी
കാമ്പോ സാന്റോ,कॅम्पो सॅंटो
കാമ്പസ് മാർഷ്യസ്,कॅम्पस मार्टियस
കനേഫോറ,कॅनेफोरा
കാൻഗു,कॅंग्यू
പീരങ്കി,तोफखाना
പീരങ്കി കാലിത്തീറ്റ,तोफ चारा
കാനൻ,कॅनन
കാനൻ നിയമം,कॅनन कायदा
കനോപ്പസ് ഉത്തരവ്,कॅनोपस डिक्री
ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു,कण्टिंग शस्त्र
ബന്ദിയാക്കി,बंदिवान
ക്യാപ്റ്റർ,कॅप्टर
കർദ്ദിനാൾ,कार्डिनल
കാൾ,कार्ल
കരോലിംഗിയൻ രാജവംശം,कॅरोलिंगियन राजवंश
കാർത്തൂഷ്യൻ വിഭാഗം,कार्थुशियन पंथ
കാർട്ടോസ,कार्टोसा
കാസ്റ്റേലിയൻ,कॅस्टेलियन
കാസ്റ്റേലിയൻ,कॅस्टेलियन
ജാതി വ്യവസ്ഥ,जाती व्यवस्था
കോട്ട,वाडा
കോട്ട,वाडा
കാസിൽ പട്ടണം,वाड्याचे शहर
കാസ്ട്ര,कास्त्रा
കാസ്ട്ര,कास्त्रा
കത്തീഡ്ര,कॅथेड्रा
കത്തീഡ്രൽ,कॅथेड्रल
കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന,केटो स्ट्रीट कट
കൌഡില്ലോ,कौडिल्लो
കവലിയർ,घोडेस्वार
കവലിയർ,घोडेस्वार
കവലിയർ പാർലമെന്റ്,घोडदळ संसद
അദുല്ലം ഗുഹ,अदुल्लमची गुहा
ഗുഹ പെയിന്റിംഗ്,गुहा चित्रकला
ഗുഹ പെയിന്റിംഗ്,गुहा चित्रकला
സെന്റുംവിർ,सेंटमवीर
ശതാധിപൻ,सेंच्युरियन
നൂറ്റാണ്ട്,शतक
ചെയിൻ കവചം (=ചെയിൻ മെയിൽ),साखळी चिलखत (=साखळी मेल)
ചാന്ത്രി,चंत्री
ചാന്ത്രി,चंत्री
ചാപ് ബുക്ക്,चॅप बुक
ചാപ്ലിൻ,धर्मगुरू
അധ്യായം,धडा
അപകടങ്ങളുടെ അധ്യായം,अपघातांचा अध्याय
ചാർജ് ചെയ്യുക,चार्ज करा
ഭാരവാഹികൾ,चार्ज डी अफेयर्स
ചാർജ് വിഭജനം,चार्ज विभाजन
ചാർജർ,चार्जर
രഥം,रथ
സാരഥി,सारथी
സാരഥി,सारथी
സാരഥി,सारथी
ചാരിറ്റി അടുക്കള,धर्मादाय स्वयंपाकघर
ചാർട്ടർ,सनद
ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം),चार्टिस्ट चळवळ (=चार्टिझम)
ചാർട്ടോഫൈലാസിയം,चार्टोफिलेशियम
ചാറ്റോ,Chateau
ചെക്ക് പോസ്റ്റ്,चेक पोस्ट
രാസയുദ്ധം,रासायनिक युद्ध
ചെസ്റ്റർ,चेस्टर
മുഖ്യൻ,प्रमुख
തലവൻ,सरदार
തലവൻ,सरदार
തലവൻ,सरदार
ഷിഫോൺ,शिफॉन
ധീരത,शौर्य
തിരഞ്ഞെടുത്ത ആളുകൾ,निवडलेले लोक
ക്രിസ്മോഗ്രാഫിയോൺ,ख्रिसमोग्राफीन
ക്രൈസ്തവലോകം,ख्रिस्ती धर्म
ക്രിസ്ത്യൻ യുഗം,ख्रिश्चन युग
ക്രിസ്ത്യൻ സോഷ്യലിസം,ख्रिश्चन समाजवाद
ക്രോണിക്കിൾ,क्रॉनिकल
ക്രോണിക്ലർ,क्रॉनिकलर
ക്രൈസ് ചെർസോണീസ്,Chryse Chersonese
സിമിലിയം,सिमेलियम
സിൻക്വെസെന്റോ സ്റ്റൈൽ,Cinquecento शैली
പ്രദക്ഷിണം,परिक्रमा
സിസ്റ്റെർസിയൻ സന്യാസി,सिस्टर्सियन साधू
കോട്ട,किल्ला
അവലംബം,उद्धरण
അവലംബം,उद्धरण
നിയമലംഘനം,सविनय कायदेभंग
ആഭ്യന്തരയുദ്ധം,नागरी युद्ध
സിവിസ് റൊമാനസ്,सिव्हिस रोमनस
ക്ലാസിക്കൽ പ്രായം,शास्त्रीय वय
ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്),Clepht (=klepht)
പൗരോഹിത്യം,कारकुनीवाद
ക്ലറച്ച്,लिपिक
ക്ലൂനിയാക് പ്രസ്ഥാനം,क्लुनियाक हालचाली
കോട്ട് കവചം,कोट चिलखत
കോട്ട് ഓഫ് ആംസ്,अंगरखा
കോട്ട് ഓഫ് ആംസ്,अंगरखा
കോട്ട് ഓഫ് ആംസ്,अंगरखा
കോട്ട് ഓഫ് മെയിൽ,मेलचा कोट
കോഹോർട്ട്,पलटण
കോമിറ്റിയ,कॉमिटिया
കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ,Comitia Centuriata
കോമിറ്റിയ ക്യൂറിയാറ്റ,Comitia Curiata
കോമിറ്റിയ ട്രിബ്യൂട്ട,कमिटीया ट्रिबुटा
സ്മാരക കമാനം,स्मारक कमान
സ്മാരക നാണയം,स्मारक नाणे
സ്മരണിക മുദ്ര,स्मारक शिक्का
പൊതുവായ ഫീൽഡ്,सामान्य फील्ड
കമ്മ്യൂണർഡ്,Communard
കോൺകോർഡാറ്റ്,कॉन्कॉर्डॅट
കോൺകോർഡാറ്റ്,कॉन्कॉर्डॅट
കൊണ്ടോട്ടിയർ,कॉन्डोटिएरे
സ്ഥിരീകരണം Cartarum,पुष्टीकरण कार्टारम
സംഘർഷം,संघर्ष
സഭ,मंडळी
കീഴടക്കുന്ന സംസ്ഥാനം,जिंकणारे राज्य
ജേതാവ്,जिंकणारा
വിജയി,जिंकणारा
കോൺസിലിയം,कॉन्सिलियम
കോൺസ്റ്ററി,कंसिस्टरी
ഗൂഢാലോചന,षडयंत्र
ഗൂഢാലോചന,षडयंत्र
കോൺസുലേറ്റ്,वाणिज्य दूतावास
കൺസൾട്ടേഷൻ പുസ്തകം,सल्लामसलत पुस्तक
കോണ്ടിനെന്റൽ സിസ്റ്റം,खंडीय प्रणाली
കൺവെൻഷൻ പാർലമെന്റ്,अधिवेशन संसद
കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ),कॉपरहेड्स (=पीस डेमोक्रॅट्स)
കോപ്പിഹോൾഡ്,कॉपीहोल्ड
കോർഡനിംഗ്,कोर्डनिंग
കൊറോണ,कोरोना
കിരീടധാരണം,राज्याभिषेक
കിരീടധാരണ കല്ല്,राज्याभिषेक दगड
കോർപ്പസ്,कॉर्पस
കോർസെയർ,Corsair
കോർസെയർ,Corsair
കോർസെറ്റ് (=കോർസെലെറ്റ്),कॉर्सेट (=कॉर्सलेट)
കോർട്ടെസ്,कोर्टेस
കോട്ടർ (=കോട്ടിയർ),कोटर (=कोटीर)
കോട്ടർ (=കോട്ടിയർ),कोटर (= cottier)
പാലറ്റിനേറ്റ് എണ്ണുക,काउंट पॅलेटिनेट
നാടൻ വീട്,देशाचे घर
കൗണ്ടി,परगणा
കൗണ്ടി ബറോ,काउंटी बरो
കൗണ്ടി കോടതികൾ,काउंटी न्यायालये
കൗണ്ടി പാലറ്റൈൻ,काउंटी पॅलाटिन
കോടതി,कोर्ट
കോടതി,कोर्ट
കോടതി സർക്കുലർ,न्यायालयाचे परिपत्रक
കോടതി മര്യാദകൾ,न्यायालयीन शिष्टाचार
കോർട്ടിയർ,दरबारी
കാസേഷൻ കോടതി,कोर्ट ऑफ कॅसेशन
കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC),कोर्ट ऑफ डायरेक्टर्स (EIC)
ഉടമസ്ഥരുടെ കോടതി,मालकांचे न्यायालय
കോടതി കവി,दरबारी कवी
ഉടമ്പടി കാമറോണിയക്കാർ,करार केला कॅमेरोनियन
കിരീടം,मुकुट
കിരീടം,मुकुट
കിരീടം,मुकुट
കിരീട ഭൂമി,मुकुट जमीन
കിരീട ഭൂമി,मुकुट जमीन
കിരീടാവകാശി,राजकुमार
കുരിശുയുദ്ധം,धर्मयुद्ध
കുരിശുയുദ്ധക്കാരൻ,धर्मयुद्ध
ക്രിപ്റ്റോഗ്രാം,क्रिप्टोग्राम
ക്യൂറാസ്,कुइरास
ക്യൂറാസിയർ,क्युरासियर
ആരാധനാ ദേവത,पंथ देवता
കൂരിയ,कुरिया
കൂരിയ,कुरिया
സാറിസം,झारवाद
ഇരുണ്ട ഭൂഖണ്ഡം,गडद खंड
വിധി ദിവസം,न्यायाचा दिवस
വിധി ദിവസം,न्यायाचा दिवस
ഡീൻ,डीन
ദശാബ്ദം,दशक
ഡെനാറിയസ്,दिनारियस
സ്ഥാനഭ്രഷ്ടനായ രാജാവ്,पदच्युत सम्राट
നശിപ്പിക്കുക,उध्वस्त करा
നാശം,उध्वस्त
സിംഹാസനസ്ഥനാക്കുക,डिथ्रोन
ഡയഡം,डायडेम
ഡയഡം,डायडेम
ഡയഡം,डायडेम
ഡയസിയ,डायशिया
ഡികാസ്റ്റീരിയം,डिकॅस्टेरियम
ഡിലുവിയലിസ്റ്റ്,डिलुवालिस्ट
രൂപത,बिशपच्या अधिकारातील प्रदेश
രൂപത,बिशपच्या अधिकारातील प्रदेश
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),डायरेक्टरी (=निर्देशिका)
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),डायरेक्टरी (=निर्देशिका)
ദിർഹം,दिरहाम
വിശ്വസ്തതയില്ലാത്ത,अविश्वासू
വിശ്വസ്തതയില്ലാത്ത,अविश्वासू
വീഴ്ചയുടെ സിദ്ധാന്തം,चूकीचा सिद्धांत
പ്രമാണം,दस्तऐवज
ഡോക്യുമെന്ററി തെളിവുകൾ,कागदोपत्री पुरावा
ഡോംസ്‌ഡേ ബുക്ക്,डोम्सडे बुक
കോൺസ്റ്റന്റൈന്റെ സംഭാവന,कॉन्स्टंटाईनचे दान
വിധി,नशिबात
സ്ത്രീധന രാജ്ഞി,डोगर राणी
ഡ്രാഗൺ,ड्रॅगन
ഡ്രോമെഡേറിയൻ,ड्रोमेडरियन
ഡ്രോമെഡറി,ड्रोमेडरी
ഡ്രോമണ്ട്,ड्रोमंड
ഇരട്ട,दुहेरी
ഇരട്ട സഖ്യം,दुहेरी युती
ഡ്യുവൽ എന്റന്റ്,दुहेरी entente
ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ),दुहेरी प्रणाली (= दुहेरी सरकार)
ഡ്യൂക്ക്,सरदार
ഡുമ,ड्यूमा
വാമനാവതാരം,बटू अवतार
രാജവംശം,राजवंश
രാജവംശം,राजवंश
കഴുകൻ,गरुड
മൂപ്പൻ,मोठा माणूस
ഏൾ,अर्ल
എർൾഡം,अर्लडम
ആദ്യകാല ഗുപ്തർ,लवकर गुप्त
ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ,प्रारंभिक (ऐतिहासिक) साइट
ആദ്യകാല വേദകാലം,प्रारंभिक वैदिक काळ
എക്ലീസിയ,उपदेशक
തിരിച്ചടവിന്റെ ശാസന,पुनर्स्थापना आदेश
എട്ട് മടക്ക പാത,आठ पट मार्ग
മൂപ്പന്മാർ,वडीलधारे
മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ),ज्येष्ठ राजकारणी (= genro)
എലിഫന്റ് ഗോഡ്,हत्तीचा गोडा
പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം,अकरा वर्षांचा जुलूम
എലിസെ (=എലിസീ),एलिसी (=एलिसी)
എൻക്ലോഷർ പ്രസ്ഥാനം,बंदिस्त चळवळ
വിജ്ഞാനകോശം,एनसायकिकल
എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം,विश्वकोशवादी चळवळ
എന്റന്റെ,एंटेंट
എന്റെ ഹൃദയം,एंटेंट कॉर्डियल
സിംഹാസനം,सिंहासन
പരിവാരം,दलाल
എഫോദ്,एफोद
എഫോർ,एफोर
ഇതിഹാസ യുഗം,महाकाव्य युग
ഇതിഹാസ നായകൻ,महाकाव्य नायक
എപ്പിഗ്രാഫ്,एपिग्राफ
എപ്പിസ്കോപ്പസി,एपिस्कोपसी
എപ്പിസ്കോപ്പ,एपिस्कोपेट
എപ്പിസോഡ്,भाग
യുഗം,युग
യുഗനിർമ്മാണ സംഭവം,युग निर्माण करणारी घटना
യുഗനിർമ്മാതാവ്,युग निर्माण करणारा माणूस
പേരുനാമം,उपनाम
ഇക്വറി,इक्वरी
ഇക്വറി,इक्वरी
കുതിരസവാരി പ്രതിമ,अश्वारूढ पुतळा
യുഗം,युग
