Hindi,Tamil
ध्वानिकतः रुद्ध,ஒலியியல் ரீதியாக காப்பிடப்பட்டது
"ध्वानिकी, ध्वनि विज्ञान",ஒலியியல்
"अधिग्रहण, अर्जन, उपार्जन",கையகப்படுத்தல்
संक्षिप्त रूप,சுருக்கம்
कार्य क्षेत्र,செயல் பகுதி
"सक्रियकृत तंतु, सक्रियित तंतु",செயல்படுத்தப்பட்ட இழை
सक्रिय,செயலில்
सक्रिय क्षेत्र,செயலில் உள்ள பகுதி
सक्रिय विंडो,செயலில் சாளரம்
अनुकूलनीयता,தகவமைப்பு
"अनुकूलक, अनुकूलित्र",அடாப்டர் (அடாப்டர்)
अनुकूली विभेदी स्पंद कोड मॉडुलन,தகவமைப்பு வேறுபாடு துடிப்பு குறியீடு பண்பேற்றம்
"पता पुस्तिका, एड्रेस बुक",முகவரி புத்தகம்
"पता बस, एड्रेस बस",முகவரி பஸ்
"पता विभेदन, एड्रेस विभेदन",முகவரி தீர்மானம்
"आसन्न सरणी व्यतिकरण, आसन्न चैनल व्यतिकरण",அருகிலுள்ள சேனல் குறுக்கீடு
"आसन्न चैनल वरण-क्षमता, आसन्न चैनल चयनात्मकता",அருகிலுள்ள சேனல் தேர்வு
आसन्न आवृत्ति,அருகிலுள்ள அதிர்வெண்
आसन्न आवृत्ति चैनल,அருகிலுள்ள அதிர்வெண் சேனல்
"आसन्न चित्र वाहक, संलग्न वीडियो वाहक",அருகிலுள்ள படம் கேரியர்
आसन्न ध्वनि वाहक,அருகிலுள்ள ஒலி கேரியர்
"निकटवतब स्टेशन, निकटवतब केंद्र",அருகிலுள்ள நிலையம்
समायोज्य,சரிசெய்யக்கூடியது
समायोज्य संधारित्र,சரிசெய்யக்கூடிய மின்தேக்கி
समायोज्य दाब,அழுத்தம் சரிசெய்தல்
समायोजी रिंच,குறடு சரிசெய்தல்
समायोजन,சரிசெய்தல்
"प्रशासक, नियंत्रक",நிர்வாகி
उन्नत प्रौद्योगिकी,மேம்பட்ட தொழில்நுட்பம்
"एरियल (ऐन्टेना), आकाशी, वायव, हवाई",வான்வழி
एरियल व्यूह,வான்வழி வரிசை
"एरियल वर्धक, ऐन्टेना वर्धक",வான்வழி பூஸ்டர்
ऐन्टेना धारा,வான்வழி மின்னோட்டம்
ऐन्टेना भूसंपर्कक स्विच,வான்வழி பூமி சுவிட்ச்
ऐन्टेना दक्षता,வான்வழி செயல்திறன்
ऐन्टेना प्रतिबाधा,வான்வழி மின்மறுப்பு
ऐन्टेना प्रेरकत्व,வான்வழி தூண்டல்
ऐन्टेना विद्तरोधी,வான்வழி இன்சுலேட்டர்
ऐन्टेना भारण कुंडली,வான்வழி ஏற்றுதல் சுருள்
आकाषी फोटोग्राफी,வான்வழி புகைப்படம்
ऐन्टेना षक्ति,வான்வழி சக்தி
आकाशी विकिरण प्रतिरोध,வான்வழி கதிர்வீச்சு
ऐन्टेना प्रतिघात,வான்வழி எதிர்வினை
वायुगतिकी,ஏரோடைனமிக்ஸ்
"एजेंसी, अभिकरण",ஏஜென்சி
वायु संपीडक,காற்று அழுத்தி
वायु संधारित्र,ஏர் மின்தேக்கி
वायुशीतित,குளிா்ந்த காற்று
वायु क्रोडित कुंडली,காற்று கோர்ட் சுருள்
वातानुकूलन,ஏர் கண்டிஷனிங்
ऐल्बीडो,ஆல்பெடோ
"कलन विधि, एल्गोरिथ्म",வழிமுறை
एलियासिंग,மாற்றுப்பெயர்ச்சி
संरेखण,சீரமைத்தல்
संरेखण,சீரமைப்பு
सर्व तरंग एरियल,அனைத்து அலை வான்வழி
नियतन,ஒதுக்கீடு
"वर्णक्रमीय, वर्णक्रमिक",அகரவரிசை
अक्षरांकीय,எண்ணெழுத்து
अक्षरांकीय संप्रतीक,எண்ணெழுத்து எழுத்து
अक्षरांकीय सूचना,எண்ணெழுத்து தகவல்
प्रत्यावतब धारा (ए सी),மாற்று மின்னோட்டம் (ஏ.சி.)
प्रत्यावर्तन,மாற்று
"प्रत्यावर्तक, प्रत्यावर्तित्र",மின்மாற்றி
"तुंगता, उन्नतांश, शीर्षलंब",உயரம்
अपभू-तुंगता,அப்போஜியின் உயரம்
उपभू-तुंगता,பெரிஜியின் உயரம்
अव्यावसायिक रेडियो संचार,அமெச்சூர் வானொலி தொடர்பு
परिवेश,சூழ்நிலை
परिवेश माइक्रोफोन,சுற்றுப்புற மைக்ரோஃபோன்
परिवेशी दशा,சுற்றுப்புற நிலை
परिवेश प्रकाश व्यवस्था,சுற்றுப்புற விளக்குகள்
परिवेशी रव,சுற்றுப்புற சத்தம்
"परिवेशी ताप, परिवेश ताप",சுற்றுப்புற வெப்பநிலை
अमरीकी मानक कोड,அமெரிக்கன் ஸ்டாண்டர்ட் கோட்
ऐम्पियर,ஆம்பியர்
ऐम्पियर मापी,ஆம்பியர் மீட்டர்
प्रवर्धन,பெருக்கம்
प्रवर्धन गुणक,பெருக்க காரணி
प्रवर्धक,பெருக்கி
प्रवर्धक लब्धि,பெருக்கி ஆதாயம்
प्रवर्धक रव,பெருக்கி சத்தம்
प्रवर्धन उपस्कर,உபகரணங்கள் பெருக்குதல்
प्रवर्धन क्लाइस्ट्रॉन,கிளிஸ்ட்ரான் பெருக்குதல்
प्रवर्धन एकक,பெருக்குதல் அலகு
"आयाम, कोणांक",வீச்சு
आयाम विरूपण,வீச்சு விலகல்
आयाम प्रसार,வீச்சு உல்லாசப் பயணம்
आयाम गुणक,வீச்சு காரணி
आयाम सीमक,அலைவீச்சு வரம்பு
आयाम मॉडुलित,வீச்சு பண்பேற்றப்பட்டது
आयाम मॉडुलन,வீச்சு பண்பேற்றம்
"अनुरूप, एनालॉग",ஒப்புமை (அனலாக்)
अनुरूप परिपथ,அனலாக் சுற்று
अनुरूप कंप्यूटर,அனலாக் கணினி
अनुरूप रेडियो आवृत्ति चैनल,அனலாக் ரேடியோ அதிர்வெண் சேனல்
अनुरूप निरूपण,அனலாக் பிரதிநிதித்துவம்
"अनुरूप संकेत, अनुरूप सिगनल",அனலாக் சிக்னல்
अनुरूप से अंकीय,டிஜிட்டலுக்கு அனலாக்
अनुरूप-अंकीय परिवर्तक,டிஜிட்டல் மாற்றிக்கு அனலாக்
अनुरूप वीडियो,அனலாக் வீடியோ
"अनुरूप, स–श",ஒப்பீட்டு
अनुरूपता,ஒப்புமை
विष्लेषण,பகுப்பாய்வு
आंकड़ा विष्लेषण,தரவின் பகுப்பாய்வு
विष्लेषी घनत्व,பகுப்பாய்வு அடர்த்தி
विष्लेषण करना,பகுப்பாய்வு செய்யுங்கள்
विष्लेषक,பகுப்பாய்வி
सहायक उपस्कर,துணை உபகரணங்கள்
"ऐन्ड गेट, तथा द्वार, AND गेट",மற்றும் வாயில்
समांतरण कोण,மோதலின் கோணம்
धुवण कोण,துருவமுனைப்பு கோணம்
घूर्णन कोण,சுழற்சியின் கோணம்
ऐंग्स्ट्रम(Å),ஆங்ஸ்ட்ரோம் (Å)
"कोणीय, d¨f.kd",கோண
d¨.kh; त्वरण,கோண முடுக்கம்
कोणीय निर्देशांक,கோண ஒருங்கிணைப்புகள்
कोणीय विक्षेपण,கோண அழிவு
कोणीय परिक्षेपण,கோண சிதறல்
कोणीय विस्थापन,கோண இடப்பெயர்ச்சி
कोणीय त्रुटि,கோண பிழை
कोणीय आवृत्ति,கோண அதிர்வெண்
कोणीय संवेग,கோண உந்தம்
कोणीय गति,கோண இயக்கம்
कोणीय वेग,கோண வேகம்
"ऐनीमेशन, सजीवन",இயங்குபடம்
ऐनोड,நேர்மறை
ऐनोड बैटरी,நேர்மறை பேட்டரி
ऐनोड अभिलक्षण,நேர்மறை பண்பு
ऐनोड परिपथ,நேர்மறை சுற்று
ऐनोड क्षय,அனோட் சிதறல்
ऐनोड दक्षता,அனோட் செயல்திறன்
ऐनोड निवेश षक्ति,அனோட் உள்ளீட்டு சக்தி
ऐनोड मॉडुलन,அனோட் மாடுலேஷன்
ऐन्टेना,ஆண்டெனா
ऐन्टेना किरणपुंज चौड़ाई,ஆண்டெனா பீம் அகலம்
ऐन्टेना वर्धक,ஆண்டெனா பூஸ்டர்
ऐन्टेना परिवर्तन स्विच,ஆண்டெனா மாற்ற சுவிட்ச்
ऐन्टेना कुंडली,ஆண்டெனா சுருள்
"ऐन्टेना विन्यास, ऐन्टेना संरूपण",ஆண்டெனா உள்ளமைவு
ऐन्टेना युग्मक,ஆண்டெனா கப்ளர்
ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप,ஆண்டெனா குறுக்கு துருவ முறை
ऐन्टेना धारा,ஆண்டெனா நடப்பு
ऐन्टेना दैशिकता लब्धि,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
ऐन्टेना द्वैध संकेतक,ஆண்டெனா டூப்ளெக்சர்
ऐन्टेना प्रभावी क्षेत्र,ஆண்டெனா பயனுள்ள பகுதி
ऐन्टेना दक्षता,ஆண்டெனா செயல்திறன்
ऐन्टेना प्रभरण,ஆண்டெனா ஊட்டம்
ऐन्टेना व्याप्ति,ஆண்டெனா கால் அச்சு
ऐन्टेना लब्धि,ஆண்டெனா ஆதாயம்
ऐन्टेना ऊंचाई,ஆண்டெனா உயரம்
ऐन्टेना प्रतिबाधा,ஆண்டெனா மின்மறுப்பு
ऐन्टेना प्रेरकत्व,ஆண்டெனா தூண்டல்
ऐन्टेना प्रतिरूप,ஆண்டெனா முறை
"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक",ஆண்டெனா பிளெக்ஸர்
ऐन्टेना धुवण,ஆண்டெனா துருவமுனைப்பு
ऐन्टेना षक्ति,ஆண்டெனா சக்தி
ऐन्टेना षक्ति लब्धि,ஆண்டெனா சக்தி ஆதாயம்
ऐन्टेना विकिरण प्रतिरोध,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
ऐन्टेना प्रतिघात,ஆண்டெனா எதிர்வினை
ऐन्टेना परावर्तक,ஆண்டெனா பிரதிபலிப்பாளர்
ऐन्टेना प्रतिरोध,ஆண்டெனா எதிர்ப்பு
ऐन्टेना अनुनादी आवृत्ति,ஆண்டெனா அதிர்வு அதிர்வெண்
ऐन्टेना अंतरालन,ஆண்டெனா இடைவெளி
ऐन्टेना स्विचन कक्ष,ஆண்டெனா மாறுதல் அறை
ऐन्टेना समस्वरक कुंडली,ஆண்டெனா டியூனிங் சுருள்
ऐन्टेना समस्वरक कुटीर,ஆண்டெனா ட்யூனிங் ஹட்
द्वारक,துவாரம்
"भूमि उच्च, अपभू",Apogee
अपभू राकेट,அபோஜி ராக்கெட்
उपकरण,கருவி
आभासी,தோன்றும்
ऐपलेट (जावा में प्रोग्राम),Applet
"अनुप्रयोग, आवेदन",விண்ணப்பம்
"आसन्न, लगभग, सन्निकट",தோராயமான
जलीय घोल,நீர்வாழ் தீர்வு
"चाप, आर्क",வில்
"संरचना, स्थापत्यकला, वास्तुकला",கட்டிடக்கலை
पुरालेखीय ध्वनि-अभिलेखन अंतरण,ஒலி பதிவின் காப்பக பரிமாற்றம்
अभिलेखागार; पुरालेख,காப்பகங்கள்
अंकगणितीय कोडन,எண்கணித குறியீட்டு முறை
आर्मेचर,ஆர்மேச்சர்
"आर्मेचर कुंडलन, आर्मेचर कुंडली",ஆர்மேச்சர் முறுக்கு
"व्यूह, सरणी",வரிசை
"प्रग्राही, निरोधक",கைது செய்பவர்
सुस्पष्ट उच्चारण,வெளிப்பாடு
शिल्पतथ्य; छविदोष,கலைப்பொருள் (= கலைப்பொருள்)
आरोहण,ஏறுதல்
अभिमुखता अनुपात,விகிதம்
समायोजक,அசெம்பிளர்
निष्चयन,கூற்று
"समनुदेशन, नियत कार्य",ஒதுக்கீடு
नियतन चैनल,ஒதுக்கீட்டு சேனல்
असममित,சமச்சீரற்ற
अतुल्यकालिक,ஒத்திசைவற்ற
वायुमंडल,வளிமண்டலம்
वायुमंडलीय हानि,வளிமண்டல இழப்பு
वायुमंडलीय रव,வளிமண்டல சத்தம்
वायुमंडलीय दाब,வளிமண்டல அழுத்தம்
वायुमंडलीय संचरण,வளிமண்டல பரவல்
वायुमंडलीय रेडियो तरंग,வளிமண்டல வானொலி-அலை
वायु-वैद्युत् क्षोभ,வளிமண்டலங்கள்
परमाणु,அணு
परमाणु संरचना,அணு அமைப்பு
संलग्नक,இணைப்பு
क्षीणन,விழிப்புணர்வு
क्षीणन हानि,விழிப்புணர்வு இழப்பு
ध्वनि तरंग क्षीणन,ஒலி அலைகளின் விழிப்புணர்வு
क्षीणकारी,அட்டென்யூட்டர்
क्षीणकारी पैड,அட்டென்யூட்டர்-பேட்
श्रव्यता देहली,கேட்கக்கூடிய வாசல்
श्रव्य,கேட்கக்கூடியது
श्रव्य आवृत्ति,கேட்கக்கூடிய அதிர்வெண்
श्रव्य स्वरक,கேட்கக்கூடிய தொனி
श्रव्य स्पेक्ट्रम,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
"श्रोतागण, दर्शकगण, श्रोता समुदाय",பார்வையாளர்கள்
"श्रव्य, ऑडियो",ஆடியோ
श्रव्य प्रवर्धक,ஆடியோ பெருக்கி
श्रव्य विष्लेषक,ஆடியோ பகுப்பாய்வி
श्रव्य प्रसारण,ஆடியோ ஒளிபரப்பு
"श्रव्य केबल, ऑडियो केबल",ஆடியோ கேபிள்
श्रव्य  शृंखला,ஆடியோ சங்கிலி
"श्रव्य कोडेक, श्रव्य कोडक-विकोडक",ஆடியோ கோடெக்
श्रव्य संपीडन,ஆடியோ சுருக்கம்
श्रव्य संपीडक,ஆடியோ அமுக்கி
श्रव्य कंसोल,ஆடியோ கன்சோல்
श्रव्य विरूपण,ஆடியோ விலகல்
"श्रव्य गतिक सीमा, श्रव्य गतिक परास",ஆடியோ டைனமிக் வரம்பு
श्रव्य संचिका आरूप,ஆடியோ கோப்பு வடிவம்
श्रव्य फ्रेम आरूप,ஆடியோ பிரேம் வடிவம்
श्रव्य आवृत्ति प्रवर्धक,ஆடியோ அதிர்வெண் பெருக்கி
श्रव्य आवृत्ति जनित्र,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
श्रव्य आवृत्ति परास,ஆடியோ அதிர்வெண் வரம்பு
श्रव्य आवृत्ति अनुक्रिया,ஆடியோ அதிர்வெண் பதில்
श्रव्य सीमक,ஆடியோ லிமிட்டர்
श्रव्य लाइन,ஆடியோ வரி
श्रव्य मिश्रक,ஆடியோ மிக்சர்
श्रव्य मॉडुलन,ஆடியோ பண்பேற்றம்
"श्रव्य दोलक, श्रव्य दोलित्र",ஆடியோ ஆஸிலேட்டர்
श्रव्य निर्गत,ஆடியோ வெளியீடு
श्रव्य षक्ति,ஆடியோ சக்தி
श्रव्य गुणवत्ता,ஆடியோ தரம்
"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल",ஆடியோ சிக்னல்
श्रव्य संकेत प्रक्रमण,ஆடியோ சிக்னல் செயலாக்கம்
"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम",ஆடியோ ஸ்பெக்ட்ரம்
श्रव्य भंडारण,ஆடியோ சேமிப்பு
श्रव्य (आवृत्ति) उपवाहक,ஆடியோ துணை கேரியர்
श्रव्य रूपांतरक,ஆடியோ மின்மாற்றி
श्रव्य प्रेषित्र,ஆடியோ டிரான்ஸ்மிட்டர்
–श्य/श्रव्य संपीडन,ஆடியோ/வீடியோ சுருக்க
श्रव्य आवृत्ति दोलक,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल",ஆடியோ-அதிர்வெண் சமிக்ஞை
श्रव्यमिति,ஆடியோமெட்ரி
–ष्य-श्रव्य साधन,ஆடியோ காட்சி உதவி
श्रवण बोध,செவிவழி கருத்து
"अधिप्रमाणन, प्रमाणीकरण",அங்கீகார
"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति",அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
"ऑटो कैड, ऑटो CAD",ஆட்டோ கேட்
स्वतः नैदानिकी,ஆட்டோ கண்டறிதல்
"स्वचल, स्वचालित, स्वतः, स्व",தானியங்கி
स्वतः नियंत्रण,தானியங்கி கட்டுப்பாடு
स्वतः संसूचन,தானியங்கி கண்டறிதல்
स्वचालित उपस्कर,தானியங்கி உபகரணங்கள்
स्वतःआवृत्ति नियंत्रण,தானியங்கி அதிர்வெண் கட்டுப்பாடு
स्वचालित सीमक,தானியங்கி வரம்பு
स्वचालित मशीन,தானியங்கி இயந்திரம்
स्वतः कला नियंत्रण,தானியங்கி கட்டக் கட்டுப்பாடு
स्वतः चित्र प्रेषण,தானியங்கி பட பரிமாற்றம்
"स्व प्रतिश्रवण, स्व प्रति–श्यण",தானியங்கி பிளேபேக்
स्वतः षक्ति नियंत्रण,தானியங்கி சக்தி கட்டுப்பாடு
"स्वतःप्रोग्रामन, स्वतः क्रमादेशन",தானியங்கி நிரலாக்க
स्वतः अभिलेखन,தானியங்கி பதிவு
स्वतः पुनः स्थापन,தானியங்கி மீட்டமைப்பு
स्वचालित कपाट,தானியங்கி ஷட்டர்
स्वचल तंत्र,தானியங்கி அமைப்பு
स्वचालित टेलीफोन,தானியங்கி தொலைபேசி
स्वतः ताप-नियंत्रण,தானியங்கி வெப்பநிலை கட்டுப்பாடு
स्वतः वोल्टता नियामक,தானியங்கி மின்னழுத்த சீராக்கி
स्वतः प्रबलता संपीडक,தானியங்கி தொகுதி அமுக்கி
स्वतः प्रबलता नियंत्रक,தானியங்கி தொகுதி கட்டுப்பாடு
स्वतः प्रबलता विस्तारक,தானியங்கி தொகுதி விரிவாக்கம்
स्वचालन,தானியங்கு
"स्वचालन नियंत्रण, स्वतः नियंत्रण, स्वनियंत्रण",ஆட்டோமேஷன் கட்டுப்பாடு
स्वतः आवृत्ति नियंत्रक,ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி
सहायक,துணை
सहायक श्रव्य बस,துணை ஆடியோ பஸ்
उपलब्ध षक्ति,கிடைக்கும் சக்தி
"ऐवेलांशी भंग, अवधाव भंग",பனிச்சரிவு முறிவு
"औसत आयु, औसत जीवन",சராசரி வாழ்க்கை
औसत दाब,சராசரி அழுத்தம்
औसत चाल,சராசரி வேகம்
प्रचक्रण-अक्ष,சுழல் அச்சு
दिगंश,அசிமுத்
दिगंश कोण,அஜிமுத் கோணம்
दिगंश त्रुटि,அஜிமுத் பிழை
"पृष्ठ प्रकाश, पश्च प्रकाश",பின் ஒளி
पश्च प्रक्षेपण,பின் திட்டம்
विरोधी वोल्टता,பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்)
विपरीत आर्क,பின்னணி (வில் மீண்டும்)
पृष्ठभूमि प्रकाश,பின்னணி ஒளி
पृष्ठभूमि रव,பின்னணி இரைச்சல்
पृष्ठभूमि प्रक्षेपण,பின்னணி திட்டம்
"बैक-अप, पूर्तिकर, प्रतिपोषक",காப்புப்பிரதி
"गतिरोधक, व्यारोध, बाधिका",தடுப்பு
भर्जन,பேக்கிங்
संतुलित श्रव्य,சீரான ஆடியோ
संतुलित श्रव्य लाइन,சீரான ஆடியோ வரி
संतुलित संचरण लाइन,சீரான பரிமாற்ற வரி
संतुलन,சமநிலைப்படுத்துதல்
स्थिरक,நிலைப்படுத்தல்
स्थिरण कारक,நிலைப்படுத்தும் காரணி
बलून,பலூன்
"बैंड, पट्टी",பேண்ட்
"बैंड पारक फिल्टर, बैंड पारक निस्यंदक",பேண்ட் பாஸ் வடிகட்டி
बैंड वरक,இசைக்குழு தேர்வாளர்
बैंड विपाटन,பேண்ட் பிரித்தல்
"बैंड वर्जक फिल्टर, बैंड वर्जक निस्यंदक",பேண்ட் ஸ்டாப் வடிகட்டி
बैंड स्विच,பேண்ட் சுவிட்ச்
"पट्टी समस्वरण, बैंड ट्यूनिंग",பேண்ட் ட்யூனிங்
"बैंड विस्तार, बैंडविड्थ, बैंड चौड़ाई",அலைவரிசை
"बार, दंड",மதுக்கூடம்
बार कोड,பார் குறியீடு
"बार डाटा, बार आंकड़ा",பார் தரவு
खुली पट्टी,வெற்று இசைக்குழு
अनावृत लैम्प,வெற்று விளக்கு
बार्न द्वार,கொட்டகையின் கதவு
आधार बैंड,தள இசைக்குழு
आधार बैंड संकेत,அடிப்படை இசைக்குழு சமிக்ஞை
आधार बैंड तंत्र,அடிப்படை இசைக்குழு அமைப்பு
आधार विचरक,அடிப்படை உலாவி
आधार संग्राही संधि,அடிப்படை சேகரிப்பான் சந்தி
आधार विद्युत्रोधी,அடிப்படை இன்சுலேட்டர்
"मन्द्रस्वर, बास",பாஸ்
मन्द्रस्वर क्षतिपूर्ति,பாஸ் இழப்பீடு
मन्द्रस्वर लाउडस्पीकर,பாஸ் ஒலிபெருக்கி (வூஃபர்)
समूह क्रमवीक्षण,தொகுதி ஸ்கேனிங்
बैटरी आवेशन,பேட்டரி சார்ஜிங்
किरण पुंज,உத்திரம்
विस्पंद,அடி
विस्पंद आवृत्ति दोलित्र,அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்
बेल,பெல்
"अभिनति, बायस",சார்பு
"बायस परिपथ, अभिनति परिपथ",சார்பு சுற்று
"अभिनति आवृत्ति, बायस-आवृत्ति",சார்பு அதிர்வெண்
बायस वोल्टता,சார்பு மின்னழுத்தம்
"अग्रबायसित, अग्राभिनत",முன்னோக்கி திசையில் பக்கச்சார்பானது
उभयमुखी माइक्रोफोन,இரு திசை மைக்ரோஃபோன்
"बिलबोर्ड, विज्ञापन फलक",விளம்பர பலகை
बिलबोर्ड अनुप्रयोग,விளம்பர பலகை விண்ணப்பம்
द्विधात्विक अवयव,இரு-உலோக உறுப்பு
द्विआधारी,இரும
द्विआधारी कोडित दशमलव,பைனரி குறியீட்டு தசம
द्विआधारी अंक (बिट),ஈராண்டின் இலக்கியம் (பிட்)
द्विआधारी संख्या,இரும எண்
द्विकणब श्रवण,பைனரல் விசாரணை
"द्विनेत्री, बाइनॉक्युलर",தொலைநோக்கி
"जैवमितीय, जैवमितिक",பயோமெட்ரிக்
द्विधुवी ट्रांजिस्टर,இருமுனை டிரான்சிஸ்டர்
बिट नियतन,பிட் ஒதுக்கீடு
बिट दर,பிட் வீதம்
श्वेत-श्याम टेलीविजन,கருப்பு & வெள்ளை டிவி
"रिक्त, शून्य, विलोप",வெற்று
विलोपन अंतराल,வெற்று இடைவெளி
विलोपन स्तर,வெற்று நிலை
स्रावी प्रतिरोध,ரத்தான் எதிர்ப்பு
ध्वनिरूद्ध कैमरा,பிளம்பட் கேமரா
"अंधक चौंध, चकाचौंध",கண்மூடித்தனமான கண்ணை கூசும்
टिमटिमाना,கண் சிமிட்டுங்கள்
टिमटिमाना,ஒளிரும்
ब्लॉक कोड,தொகுதி குறியீடு
ब्लॉक आरेख,தொகுதி வரைபடம்
ब्लॉक अंतरापत्र,தொகுதி இடைக்கணிப்பு
अवरोधक संधारित्र,மின்தேக்கியைத் தடுக்கும்
अवरोधक दोलित्र,ஆஸிலேட்டரைத் தடுக்கும்
प्रफुल्लन,பூக்கும்
ब्लो लैम्प,விளக்கு ஊது
फूंकनी,குழாய் குழாய்
"धौंकनी, ब्लोअर",ஊதுகுழல்
ब्लूटूथ,புளூடூத்
कायिक धारिता,உடல் கொள்ளளவு
"बुक मार्क, पृष्ठ स्मृति",புத்தககுறி
बूलीय बीजगणित,பூலியன் இயற்கணிதம்
"बूम, तीव्रवृद्धि",ஏற்றம்
"बढ़ाना; वर्धन, उछाल",பூஸ்ட்
वर्धक,பூஸ்டர்
वर्धक प्रकाश,பூஸ்டர் ஒளி
वर्धन,அதிகரிக்கும்
बूटकरण,துவக்க
बूटस्ट्रैप,பூட்ஸ்ட்ராப்
तलीय प्रकाश,கீழே ஒளி
"उच्छलन प्रकाश, प्रस्कन्द प्रकाश",பவுன்ஸ் லைட்
"भंग, भंजन",உடைக்கவும்
भंजन वोल्टता,முறிவு மின்னழுத்தம்
सेतु अवयव,பாலம் உறுப்பு
सेतुबद्ध दिष्टकारी,பாலம் திருத்தி
सेतुबद्ध ‘T’ क्षीणकारी,பிரிட்ஜ் ‘டி’ அட்டென்யூட்டர்
सेतुबद्ध संरचना,பிரிட்ஜ் அமைப்பு
सेतुबंधन,பாலம்
सेतुबंधन प्रवर्धक,பாலம் பெருக்கி
सेतुबंधन हानि,பாலம் இழப்பு
"द्युति, दीप्ति",பிரகாசம்
"द्युति नियंत्रण, दीप्ति नियंत्रण",பிரகாசம் கட்டுப்பாடு
भंगुर,உடையக்கூடிய
भंगुर पदार्थ,உடையக்கூடிய பொருள்
