Odiya,Malayalam
ଠିକଣା ଜେନେରେଟର,വിലാസ ജനറേറ്റർ
ଠିକଣା ରେଖା,വിലാസ ലൈൻ
ଠିକଣା ମ୍ୟାପିଂ,വിലാസ മാപ്പിംഗ്
ଠିକଣା ସୂଚକ,വിലാസ സൂചിക
ଠିକଣା ରେଜିଷ୍ଟର,വിലാസ രജിസ്റ്റർ
ଠିକଣା ରେଜୋଲୁସନ,വിലാസം റെസലൂഷൻ
ଠିକଣା ଅନୁବାଦ,വിലാസ വിവർത്തനം
ଠିକଣା ସ୍ମୃତି,അഭിസംബോധന ചെയ്ത മെമ്മറി
ଠିକଣା,അഭിസംബോധന
ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ,പര്യാപ്തത മാനദണ്ഡം
ଯୋଗ,അനുബന്ധം
ପ୍ରଶାସନ,ഭരണകൂടം
ପ୍ରଶାସକ,കാര്യനിർവാഹകൻ
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,അഡോബ് അക്രോബാറ്റ്
ଆଡୋବ ଫଟୋଶପ୍ |,അഡോബ് ഫോട്ടോഷോപ്പ്
ଆଡଭାନ୍ସ ବ୍ୟବସାୟ ଆବେଦନ ପ୍ରୋଗ୍ରାମିଂ (ABAP),അഡ്വാൻസ് ബിസിനസ് ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് (ABAP)
ଉନ୍ନତ ତଥ୍ୟ,വിപുലമായ ഡാറ്റ
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,വിപുലമായ വിവര സംവിധാനം
ଉନ୍ନତ ଜ୍ଞାନକ technology ଶଳ (AT),നൂതന സാങ്കേതികവിദ്യ (AT)
ଏଜେଣ୍ଟ,ഏജന്റ്
ଏକୀକରଣ,സമാഹരണം
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം
aldus ପୃଷ୍ଠା ନିର୍ମାତା |,ആൽഡസ് പേജ് മേക്കർ
ଆଲର୍ଟ ବାକ୍ସ,മുന്നറിയിപ്പ് ബോക്സ്
ଆଲଗୋଲ୍,ആൽഗോൾ
ଆଲଗୋରିଦମ |,അൽഗോരിതം
ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |,അൽഗോരിതം വിശകലനം
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,അൽഗോരിതം കാര്യക്ഷമത
ଛଦ୍ମନାମ,അപരനാമം
ଶ୍ରେଣୀବଦ୍ଧତା |,വിന്യാസം
ଆବଣ୍ଟନ,വിഹിതം
ବର୍ଣ୍ଣାନୁକ୍ରମିକ,അക്ഷരമാലാക്രമം
ବର୍ଣ୍ଣମାଳା,ആൽഫാന്യൂമെറിക്
ବର୍ଣ୍ଣମାଳା କି ବୋର୍ଡ |,ആൽഫാന്യൂമെറിക് കീ ബോർഡ്
ଆଲଫା-ପରୀକ୍ଷା,ആൽഫ-ടെസ്റ്റ്
ଆଲଫା-ସଂସ୍କରଣ |,ആൽഫ പതിപ്പ്
alt କି,alt കീ
altavista,അൾട്ടാവിസ്റ്റ
ଅସ୍ପଷ୍ଟତା |,അവ്യക്തത
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,അവ്യക്തമായ വ്യാകരണം
ଆମେରିକୀୟ ଜାତୀୟ ମାନକ ପ୍ରତିଷ୍ଠାନ (ANSI),അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI)
ସୂଚନା ଆଦାନ ପ୍ରଦାନ ପାଇଁ ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କୋଡ୍ (ASCII),അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII)
analog,അനലോഗ്
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,അനലോഗ് കമ്പ്യൂട്ടർ
analog ଉପକରଣ,അനലോഗ് ഉപകരണം
ଆନାଗଲ୍ ମୋଡେମ୍ |,അനലോഗ് മോഡം
ଡିଜିଟାଲ୍ କନଭର୍ଟର (ADC),അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC)
ଏବଂ,ഒപ്പം
ଏବଂ ସର୍କିଟ |,കൂടാതെ സർക്യൂട്ട്
ଏବଂ ଫାଟକ |,ഒപ്പം ഗേറ്റും
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (ବହିଷ୍କାର),കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ)
ଆନିମେସନ୍,ആനിമേഷൻ
ଟିପ୍ପଣୀ,വ്യാഖ്യാനം
ଅନୋମାଲିୟା |,അപാകത
ପ୍ରାଚୀନ,മുൻഗാമി
ଆଶାକର୍ମୀ ପେଜିଂ |,മുൻകൂർ പേജിംഗ്
ଆଣ୍ଟି-ସିମେଟ୍ରିକ୍ |,വിരുദ്ധ സമമിതി
ଆଣ୍ଟିଭାଇରସ୍ ପ୍ରୋଗ୍ରାମ୍ |,ആന്റിവൈറസ് പ്രോഗ്രാം
ଆପଲେଟ୍,ആപ്ലെറ്റ്
ପ୍ରୟୋଗ ବିକାଶକାରୀ,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API),ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
ପ୍ରୟୋଗ ଭାଷା |,ബാധകമായ ഭാഷ
ଆନୁମାନିକ ତତ୍ତ୍। |,ഏകദേശ സിദ്ധാന്തം
ସ୍ଥାପତ୍ୟ,വാസ്തുവിദ്യ
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର |,ഏരിയ കൈമാറ്റം
ଯୁକ୍ତି,വാദം
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |,"ഗണിത, യുക്തി യൂണിറ്റ്"
ଗାଣିତିକ ଯାଞ୍ଚ |,ഗണിത പരിശോധന
ଗାଣିତିକ ସ୍ଥିର |,ഗണിത സ്ഥിരാങ്കം
ଗାଣିତିକ ତଥ୍ୟ,ഗണിത ഡാറ്റ
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,ഗണിത നിർദ്ദേശം
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ (ALU),ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU)
ARPANET,അർപാനെറ്റ്
ଆରେ,അറേ
ଆରେ କ୍ୟାଚ୍,അറേ കാഷെ
ଆରେ କମ୍ପ୍ୟୁଟର |,അറേ കമ്പ്യൂട്ടർ
ଆରେ ଉପାଦାନ |,അറേ ഘടകം
ଆରେ ନାମ,അറേ പേര്
ଆରେ ସଞ୍ଚାଳକ,അറേ പ്രോസസർ
ତୀର କିଗୁଡ଼ିକ,അമ്പടയാള കീകൾ
ଆର୍ଟିକିଲେସନ୍,ഉച്ചാരണം
ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |,ആർട്ടിക്കുലേഷൻ പോയിന്റ്
କୃତ୍ରିମ ସଙ୍କୋଚନ |,കൃത്രിമ കോംപാക്ഷൻ
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,കൃത്രിമ നിയന്ത്രണം
କୃତ୍ରିମ ବୁଦ୍ଧି,നിർമ്മിത ബുദ്ധി
ଆରୋହଣ,ആരോഹണം
ଆରୋହଣ କ୍ରମ,ആരോഹണ തരം
ASCII ବେଟିକାଲ୍ କ୍ରମ |,ASCII ബെറ്റിക്കൽ ഓർഡർ
ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |,ASCII നിയന്ത്രണ പ്രതീകം
ASCII ଫାଇଲ୍ |,ASCII ഫയൽ
ASCII ଫଣ୍ଟ |,ASCII ഫോണ്ട്
ASCII ସ୍ଥାନାନ୍ତର |,ASCII കൈമാറ്റം
ଆନୁମାନିକ ଅନୁପାତ,വീക്ഷണാനുപാതം
ASPI,എ.എസ്.പി.ഐ
ASR ଟାଇମର୍ |,ASR ടൈമർ
ଏକତ୍ର ହୁଅ,കൂട്ടിച്ചേർക്കുക
ଏକତ୍ରକାରୀ,അസംബ്ലർ
ସଭା,അസംബ്ലി
ସଭା ଭାଷା |,അസംബ്ലി ഭാഷ
ଧାରଣା,അവകാശവാദം
ଆସାଇନମେଣ୍ଟ,നിയമനം
ସଙ୍ଗଠନ,അസോസിയേഷൻ
ସହଯୋଗୀ ଠିକଣା,അനുബന്ധ വിലാസം
ସହଯୋଗୀ ସ୍ମୃତି,അനുബന്ധ മെമ്മറി
ନକ୍ଷତ୍ର,ആസ്റ്ററിക്
ଅସୀମିତ |,അസമമായ
ଅସନ୍ତୁଳିତ |,അസമന്വിത
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,അസമന്വിത കൈമാറ്റം
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
ପରମାଣୁ,ആറ്റം
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,അറ്റാച്ചുചെയ്ത പ്രമാണം
ସଂଲଗ୍ନ ଫାଇଲ୍ |,അറ്റാച്ചുചെയ്ത ഫയൽ
ସଂଲଗ୍ନ,ബന്ധം
ଗୁଣ,ആട്രിബ്യൂട്ട്
ଅଡିଓ,ഓഡിയോ
ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |,ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്
ଅଡିଟ୍ ଟ୍ରେଲ୍ |,ഓഡിറ്റ് ട്രയൽ
ବୃଦ୍ଧି,വർദ്ധിപ്പിക്കൽ
ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |,പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ
ଲେଖକ ପ୍ରଣାଳୀ,എഴുത്ത് സംവിധാനം
ପ୍ରାଧିକରଣ,അംഗീകാരം
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,യാന്ത്രിക സംഗ്രഹം
ଅଟୋବୋଟିଂ,ഓട്ടോബൂട്ടിംഗ്
ଅଟୋକ୍ୟାଡ୍ |,ഓട്ടോകാഡ്
ଅଟୋଲୋଜି ଅନ୍,ഓട്ടോലോഗ് ഓൺ
ଅଟୋମେଟା |,ഓട്ടോമാറ്റ
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,ഓട്ടോമാറ്റ സിദ്ധാന്തം
ସ୍ୱୟଂଚାଳିତ ଗଣନା,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,യാന്ത്രിക പിശക് തിരുത്തൽ
ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ,യാന്ത്രിക പ്രവർത്തനം
ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |,ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്
ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |,ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്
ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |,യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം
ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |,യാന്ത്രിക ദിനചര്യ
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍),ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം)
ସ୍ୱୟଂଚାଳିତ,ഓട്ടോമേഷൻ
ସ୍ଵତଃ ଚଳିତ,ഓട്ടോപ്ലേ
ଅଟୋସେଭ୍ |,സ്വയം സംരക്ഷിക്കുക
ସହାୟକକାରୀ,സഹായകമായ
ସହାୟକ ସ୍ମୃତି,സഹായ മെമ്മറി
ସହାୟକ ଷ୍ଟୋରେଜ୍,സഹായ സംഭരണം
ଉପଲବ୍ଧ ତାଲିକା |,ലഭ്യമായ പട്ടിക
ଉପଲବ୍ଧ ସମୟ |,ലഭ്യമായ സമയം
ହାରାହାରି,ശരാശരി
awk (ଭାଷା),awk (ഭാഷ)
ବ୍ୟାକେଣ୍ଡ୍ |,പിൻഭാഗം
ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |,ബാക്കെൻഡ് പ്രോസസർ
ବ୍ୟାକଫେସ୍ ଅପସାରଣ |,ബാക്ക്ഫേസ് നീക്കം
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,പശ്ചാത്തല പ്രോസസ്സിംഗ്
ବ୍ୟାକିଂ ଷ୍ଟୋର |,ബാക്കിംഗ് സ്റ്റോർ
ବ୍ୟାକପ୍ୟାଚ୍,ബാക്ക്പാച്ചിംഗ്
ବ୍ୟାକସ୍ପେସ୍ |,ബാക്ക്സ്പേസ്
ବ୍ୟାକଟ୍ରାକ୍,ബാക്ക്ട്രാക്കിംഗ്
ବ୍ୟାକ୍ ଅପ୍ |,ബാക്ക്-അപ്പ്
ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |,ബാക്കപ്പ് മെമ്മറി
ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ
ତୂଳନା ପତ୍ର,ബാലൻസ് ഷീറ്റ്
ବ୍ୟାଣ୍ଡ,ബാൻഡ്
ବ୍ୟାଣ୍ଡ ଓସାର |,ബാൻഡ് വീതി
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,ബാങ്കറുടെ അൽഗോരിതം
ବାର୍ କୋଡ୍,ബാർ കോഡ്
ବାର୍ କୋଡ୍ ସ୍କାନର୍ |,ബാർ കോഡ് സ്കാനർ
ବାର୍ ଗ୍ରାଫ୍ |,ബാർ ഗ്രാഫ്
ମୂଳ ଠିକଣା,അടിസ്ഥാന വിലാസം
ବେସ୍ ବ୍ୟାଣ୍ଡ |,അടിസ്ഥാന ബാൻഡ്
ଆଧାର ସଂଖ୍ୟା,അടിസ്ഥാന നമ്പർ
ଆଧାର ଟେବୁଲ୍ |,അടിസ്ഥാന പട്ടിക
ବେସିକ୍ |,അടിസ്ഥാനം
ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |,അടിസ്ഥാന നിയന്ത്രണം
ମ basic ଳିକ ଇନପୁଟ୍ |,അടിസ്ഥാന ഇൻപുട്ട്
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,അടിസ്ഥാന നിർദ്ദേശം
ମ basic ଳିକ ଆଉଟପୁଟ୍,അടിസ്ഥാന ഔട്ട്പുട്ട്
ମ basic ଳିକ ପଦକ୍ଷେପ |,അടിസ്ഥാന ഘട്ടം
ବ୍ୟାଚ୍,ബാച്ച്
ବ୍ୟାଚ୍ ଫାଇଲ୍ |,ബാച്ച് ഫയൽ
ବ୍ୟାଚ୍ ସ୍ଥିତି |,ബാച്ച് സ്ഥാനം
ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |,ബാച്ച് പ്രോസസ്സിംഗ്
ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |,ബാച്ച് സിസ്റ്റം
baud,ബൗഡ്
ବାଉଡ୍ ହାର,ബാഡ് നിരക്ക്
ବିମ୍,ബീം
ମାନଦଣ୍ଡ,ബെഞ്ച്മാർക്ക്
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,ദ്വിദിശ ആശയവിനിമയം
ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |,ദ്വിദിശ ലിങ്ക്
ବାଇନାରୀ କୋଡ୍ |,ബൈനറി കോഡ്
ବାଇନାରୀ ଅଙ୍କ,ബൈനറി അക്കം
ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS)
ବାଇନାରୀ ସଂଖ୍ୟା,ബൈനറി നമ്പർ
ବାଇନାରୀ ଅପରେଟର୍ |,ബൈനറി ഓപ്പറേറ്റർ
ବାଇନାରୀ ସମ୍ପର୍କ |,ബൈനറി ബന്ധം
ବାଇନାରୀ ସନ୍ଧାନ |,ബൈനറി തിരയൽ
ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST),ബൈനറി സെർച്ച് ട്രീ (BST)
ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |,ബൈനറി കൈമാറ്റം
ବାଇନାରୀ ଗଛ |,ബൈനറി മരം
ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି,ബൈപോളാർ മെമ്മറി
ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |,ജനന മരണ മാതൃക
ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,ജനന മരണ പ്രക്രിയ
ବିଟ୍,ബിറ്റ്
ବିଟ୍ ଦୋଷ |,ചെറിയ തെറ്റ്
ବିଟ୍ ମାନଚିତ୍ର,ബിറ്റ് മാപ്പ്
ବିଟ୍ ମାନଚିତ୍ର ପିକ୍ସେଲ୍ (BMP),ബിറ്റ് മാപ്പ് പിക്സൽ (BMP)
ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ബിറ്റ് മാട്രിക്സ്
ବିଟ୍ ପ୍ୟାଟର୍ |,ബിറ്റ് പാറ്റേൺ
ବିଟ୍ ସ୍ଥିତି |,ബിറ്റ് സ്ഥാനം
ବିଟ୍ ହାର,ബിറ്റ് നിരക്ക്
କଳା ବାକ୍ସ ପରୀକ୍ଷା,ബ്ലാക്ക് ബോക്സ് പരിശോധന
ink ଲସି ଉଠୁଛି |,മിന്നിമറയുന്നു
ବ୍ଲକ,തടയുക
କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ |,കാഷെ തടയുക
ଯାଞ୍ଚ ଯାଞ୍ଚ କରନ୍ତୁ |,ബ്ലോക്ക് ചെക്ക്
କପି କପି କରନ୍ତୁ |,ബ്ലോക്ക് കോപ്പി
ବ୍ଲକ ଚିତ୍ର,ബ്ലോക്ക് ഡയഗ്രം
ନେଟୱର୍କକୁ ଅବରୋଧ କରୁଛି,തടയൽ ശൃംഖല
ବୋର୍ଡ,ബോർഡ്
ପୁସ୍ତକ ଚିହ୍ନ,ബുക്ക് മാർക്ക്
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,ബൂലിയൻ ബീജഗണിതം
ବୁଲିଅନ୍ ସମ୍ପର୍କ |,ബൂളിയൻ ബന്ധം
ବୁଟ ବିଭାଜନ,ബൂട്ട് പാർട്ടീഷൻ
ବୁଟ ଷ୍ଟ୍ରାପିଂ,ബൂട്ട് സ്ട്രാപ്പിംഗ്
ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର,ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ
ସେତୁ,പാലം
ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |,ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്
ପ୍ରସାରଣ,പ്രക്ഷേപണം
ରେଡିଓ ପ୍ରସାରଣ |,പ്രക്ഷേപണം റേഡിയോ
ବ୍ରାଉଜ୍ କରନ୍ତୁ |,ബ്രൗസ് ചെയ്യുക
ବ୍ରାଉଜର୍,ബ്രൗസർ
ବି-ଗଛ |,ബി-ട്രീ
ବବୁଲ୍ ମେମୋରୀ |,ബബിൾ മെമ്മറി
ବବୁଲ୍ ସର୍ଟ୍ |,ബബിൾ അടുക്കുക
ବାଲଟି,ബക്കറ്റ്
ସାଥୀ ସିଷ୍ଟମ୍,ബഡ്ഡി സിസ്റ്റം
ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |,ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം
ବଫର୍,ബഫർ
ତ୍ରୁଟି,ബഗ്
ବସ୍,ബസ്
ବାଇଟ୍ |,ബൈറ്റ്
ବାଇଟ୍ କୋଡ୍ |,ബൈറ്റ് കോഡ്
ଗ,സി
C ++,C++
କ୍ୟାଚ୍,കാഷെ
କ୍ୟାଚ୍ ବଫର୍ |,കാഷെ ബഫർ
କ୍ୟାଶେ ମେମୋରୀ,കാഷെ മെമ്മറി
ଗଣନା,കണക്കുകൂട്ടല്
କାଲକୁଲେଟର,കാൽക്കുലേറ്റർ
କାଲକୁଲେଟର ଚିପ୍,കാൽക്കുലേറ്റർ ചിപ്പ്
କଲ୍ କରନ୍ତୁ |,വിളി
ନାମରେ କଲ୍ କରନ୍ତୁ |,പേര് വിളിക്കുക
ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,റഫറൻസ് വഴി വിളിക്കുക
ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |,മൂല്യമനുസരിച്ച് വിളിക്കുക
ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,വേരിയബിളുകൾ വഴി വിളിക്കുക
କଲ୍ ଗେଟ୍ |,കോൾ ഗേറ്റ്
ବାତିଲ୍ କରନ୍ତୁ |,റദ്ദാക്കുക
ବାତିଲ୍ ବଟନ୍,റദ്ദാക്കുക ബട്ടൺ
