Odiya,Marathi
ଉତ୍ତରଦାୟିତ୍ୱ,उत्तरदायित्व
ଉତ୍ତରଦାୟୀ |,जबाबदार
ଆକାଉଣ୍ଟାଣ୍ଟି,अकाउंटन्सी
ଆକାଉଣ୍ଟାଣ୍ଟ,अकाउंटंट
ଖାତା ପାଇଁ,साठी खाते
ଖାତା ହେଡ୍,खाते डोके
ଅଭିଯୋଗ ଲାଭ,जमा लाभ
ପେନ୍ ପେନ୍ସନ୍,जमा पेन्शन
ଜମା,संचय
ସଠିକତା,अचूकता
ସଠିକ୍,अचूक
ଅଭିଯୋଗ,आरोप
ଅଭିଯୁକ୍ତ,आरोपी
ସଫଳତା,यश
ସ୍ୱୀକୃତି,पोचपावती
ସ୍ୱୀକୃତି ଦେବାର |,पावती देय
ପରିଚୟ,ओळखी
ଅଧିଗ୍ରହଣ,संपादन
ନିର୍ଦ୍ଦୋଷ,शोध
କାର୍ଯ୍ୟ କର,कायदा
ଅଭିନୟ ଭତ୍ତା,अभिनय भत्ता
କାର୍ଯ୍ୟ,क्रिया
କ୍ରିୟା ଯୋଜନା,कृती योजना
ସକ୍ରିୟ,सक्रिय
ସକ୍ରିୟ ଭାବରେ |,सक्रियपणे
କାର୍ଯ୍ୟକର୍ତ୍ତା,कार्यकर्ता
God ଶ୍ୱରଙ୍କ କାର୍ଯ୍ୟ,देवाची करणी
ଦୁଷ୍କର୍ମ କାର୍ଯ୍ୟ,गैरवर्तन कायदा
କମିଶନ ଏବଂ ଓସାସଙ୍କ କାର୍ଯ୍ୟ |,कमिशनचे कार्य आणि वगळणे
ପ୍ରକୃତ,वास्तविक
କାର୍ଯ୍ୟ,वास्तविक
ଆଡାପ୍ଟେସନ୍,रुपांतर
ଯୋଗ,या व्यतिरिक्त
ଅତିରିକ୍ତ ଚାର୍ଜ,अतिरिक्त शुल्क
ଅତିରିକ୍ତ ପାଣ୍ଠି,अतिरिक्त निधी
ଅତିରିକ୍ତ ଅନୁଦାନ,अतिरिक्त अनुदान
ଅତିରିକ୍ତ ସୂଚନା,अतिरिक्त माहिती
ଅତିରିକ୍ତ ଦେୟ,अतिरिक्त वेतन
ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ,जोड आणि बदल
ଠିକଣା,पत्ता
ଆଡ୍ରେସେେ |,पत्ता
ସ୍ୱାଗତିବାର ଠିକଣା,स्वागताचा पत्ता
ପର୍ଯ୍ୟାପ୍ତ,पुरेसे
ନିୟମ ପାଳନ,चे पालन करा
ଅନୁପଚାରି,अ‍ॅड हॉक
ବିଜ୍ଞାପନ ହକ୍ ଦାବି |,तदर्थ दावा
ବିଜ୍ଞାପନ ହକ୍ କମିଟି |,तदर्थ समिती
AD HOC ବୃଦ୍ଧି |,तदर्थ वाढ
ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |,तदर्थ देयक
ସଂଲଗ୍ନ,समीप
ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ),शेजारी (= संमिश्र)
ସ୍ଥଗିତତା,तहकूब
ଆଡଜାଇବା ଗତି,तहकूब गती
ସମର୍ଥନ କର ଘର,सहभाग
ଗୁଚିଚୀନିକ,न्यायाधीश
ସମର୍ଥନ,निर्णय
ଆଦ୍ବ୍ରୀକରଣ,न्यायाधीश
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,समायोजन
ପ୍ରଶାସକ,प्रशासकीय
ଶପଥ କର,शपथ प्रशासित करा
ପ୍ରଶାସନ,प्रशासन
ନ୍ୟାୟ ପ୍ରଶାସନ,न्याय प्रशासन
ପ୍ରଶାସନିକ,प्रशासकीय
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,प्रशासकीय कारवाई
ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |,प्रशासकीय मूल्यांकन
ପ୍ରଶାସନିକ ଅନୁମୋଦନ |,प्रशासकीय मान्यता
ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ,प्रशासकीय अधिकार
ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |,प्रशासकीय नियंत्रण
ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି,प्रशासकीय निर्णय
ପ୍ରଶାସନିକ ବିଭାଗ,प्रशासकीय विभाग
ପ୍ରଶାସନିକ ମୁଣ୍ଡ,प्रशासकीय प्रमुख
ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |,प्रशासकीय मुख्यालय
ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |,प्रशासकीय उपाय
ପ୍ରଶାସନିକ ଶକ୍ତି |,प्रशासकीय शक्ती
ପ୍ରଶାସନିକ ମଞ୍ଜୁର |,प्रशासकीय मंजुरी
ପ୍ରଶାସନିକ କ techni ଶଳ |,प्रशासकीय तंत्र
ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |,प्रशासकीय न्यायाधिकरण
ଗ୍ରହଣୀୟତା |,प्रवेशयोग्यता
ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |,स्वीकार्य खर्च
ସ୍ୱୀକାର କର |,कबूल करा
କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |,प्रवेश कार्ड
ସ୍ୱୀକାର କରାଯାଇଛି |,दाखल
ଉପଦେଶ ଦିଅନ୍ତୁ |,सूचना
ଆଡେପିଟି |,दत्तक
ଆଡପୁଟର୍,दत्तक
ଗ୍ରହଣ,दत्तक
ବୟସ୍କ,प्रौढ
ବ୍ୟଭିଚାର,भेसळ
ବ୍ୟଭିଚାର,व्यभिचार
ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |,प्रौढ मताधिकार
ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |,अ‍ॅड व्हॅलोरम ड्यूटी
ଅଗ୍ରିମ,प्रगती
ଅଗ୍ରୀମ ବୁକିଂ,अ‍ॅडव्हान्स बुकिंग
ଅଗ୍ରଶୀ ନକଲ,आगाऊ प्रत
ଅଗ୍ରଗତି ବୃଦ୍ଧି,आगाऊ वाढ
ଅଗ୍ରିମ ଦେୟ,आगाऊ भरणा
ପ୍ରତିକୂଳ ପ୍ରବେଶ,प्रतिकूल प्रविष्टी
ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |,प्रतिकूल टीका
ପ୍ରତିକୂଳ ରିପୋର୍ଟ,प्रतिकूल अहवाल
ବିଜ୍ଞାପନ,जाहिरात
ପରାମର୍ଶ,सल्ला
ଦେୟର ପରାମର୍ଶ |,देयकाचा सल्ला
ପରାମର୍ଶଦାତା କମିଟି |,सल्लागार समिती
ପରାମର୍ଶଦାତା ପରିଷଦ |,सल्लागार परिषद
ଓକିଲ,वकिली
ସମ୍ପର୍କ,घडामोडी
ପ୍ରମାଣପତ୍ର,प्रतिज्ञापत्र
ଅନୁବନ୍ଧ,संलग्नता
ନିଶ୍ଚିତତା,पुष्टीकरण
ନିଶ୍ଚିତ,होकारार्थी
ସୁଲଭ,परवाना
Aforesaid,उपरोक्त
ଉପରୁବର୍ତ୍ତୀ,पुन्हा
ବିପକ୍ଷରେ,विरुद्ध
ବୟସ,वय
ବୟସ ପ୍ରମାଣପତ୍ର,वय प्रमाणपत्र
ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |,मताधिकार वय
ବୟସ ସୀମା |,वय मर्यादा
ସଂସ୍ଥା,एजन्सी
କାର୍ଯ୍ୟସୂଚୀ,अजेंडा
ଅବସରର ବୟସ,सेवानिवृत्तीचे वय
ସୁପରନୁଏସନ୍ ବୟସ,अधोरेखित वय
ମିଳନ,एकत्रिकरण
ବହୁଳ,संताप
ଆଗ୍ରିଲେସନ୍,आंदोलन
Agm,एजीएम
ଚୁକ୍ତିନାମା,करार
ଚୁକ୍ତି ଫର୍ମ,करार फॉर्म
କୃଷି,शेती
Agro-idustry,कृषी-उद्योग
ସହାୟତା,मदत
ଆଲାର୍ମ,गजर
ସତର୍କତା,सतर्कता
ଛଦ୍ମନାମ,उर्फ
ଅଭିଯୋଗ,आरोप
ଅନୁଗତ,निष्ठा
ମିଳିତତା,युती
ସମର୍ଥନ ସେବାଗୁଡିକ,संबद्ध सेवा
ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |,सर्व समावेशक किंमत
ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |,अखिल भारतीय सेवा
ଆବଣ୍ଟନ,वाटप
ବଣ୍ଟନ,वाटप
ବଣ୍ଟନ ଚିଠି,वाटप पत्र
ବଣ୍ଟନେ |,अ‍ॅलोटी
ଅନୁମତି ଯୋଗ୍ୟ,परवानगीयोग्य
ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |,अनुमत खर्च
ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |,अपीलला परवानगी द्या
ଭତ୍ତା,भत्ता
ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ,सर्व हक्क राखीव
ବର୍ଣ୍ଣମାଳା କ୍ରମ,वर्णमाला क्रम
ବ atutem ିସଣ,भांडण
ବିକଳ୍ପ,वैकल्पिक
ବିକଳ୍ପ,पर्यायी
ଅମାଲଗାମୀ,एकत्रिकरण
ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |,सुधारित मसुदा
ସଂଶୋଧନ,दुरुस्ती
ସୁବିଧା,सुविधा
ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ,मैत्रीपूर्ण
ଗୁଳିଗୋଳା,दारूगोळा
Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |,कर्जाचे or न्टायझेशन
ପରିମାଣ,रक्कम
ପେନ୍ସନ୍ ର ପରିମାଣ,पेन्शनची रक्कम
ଅନୁରୂପ ପୋଷ୍ଟ |,समान पोस्ट
ବିଶ୍ଳେଷଣ |,विश्लेषण
ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |,विश्लेषणात्मक अभ्यास
ପୂର୍ବଜ,पूर्वज
ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |,सहायक उद्योग
ଶତ୍ରୁତା |,वैर
ଆନୁଷ୍ଠାନ,जोड
ବାର୍ଷିକୀ,वर्धापनदिन
ଘୋଷଣା,घोषणा
ବିରକ୍ତିକର,त्रास
ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ,वार्षिक आर्थिक विधान
ବାର୍ଷିକ ବିବରଣୀ,वार्षिक अहवाल
ବାର୍ଷିକ,वार्षिकी
ବେନାମୀ |,अज्ञात
ଅଜ୍ଞାତ ଅଭିଯୋଗ |,अज्ञात तक्रार
ଉତ୍ତର୍ୟତା,उत्तरदायित्व
ଉତ୍ତର ସିଟ୍,उत्तरपत्रिका
ବିରୋଧୀ,विरोधी
ପିତୃପୁରୁଷ,पूर्वज
ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ,अपेक्षित खर्च
ପ୍ରତୀକ୍ଷିତ ଆୟ,अपेक्षित उत्पन्न
ପ୍ରତୀକ୍ଷା,अपेक्षा
ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |,अपेक्षित जामीन
ବିରୋଧୀ ମାପ |,भ्रष्टाचारविरोधी उपाय
ଆଣ୍ଟି-ଡମ୍ପିଂ |,अँटी-डंपिंग
ପ୍ରାଚୀନ,प्राचीन
ଅପାର୍ଥିଡ଼ିଆ,वर्णभेद
ଉଦାସୀନତା |,औदासिन्य
Apex ଶରୀର,शिखर शरीर
କ୍ଷମା ପ୍ରାର୍ଥନା,दिलगिरी
ଆବେଦନ,अपील
ରୂପ,देखावा
ସନ୍ତୁଷ୍ଟ,शांतता
ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |,अपील न्यायाधिकरण
ପରିଶିଷ୍ଟ,परिशिष्ट
ଉପକରଣ,उपकरण
ପ୍ରଯୁଜ୍ୟ |,लागू
ଆବେଦନକାରୀ |,अर्जदार
ପ୍ରୟୋଗ,अर्ज
ଆବେଦନ ପତ୍ର,अर्ज
ପ୍ରୟୋଗ କରାଯାଏ |,लागू
ପ୍ରୟୋଗ କରନ୍ତୁ |,अर्ज करा
ଆପୋପିନିଟି,नेमणूक
ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |,अधिकाराची नेमणूक
ନିଯୁକ୍ତି |,नियुक्ती
ନିଯୁକ୍ତି ପତ୍ର,नियुक्ती पत्र
କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |,मंत्रिमंडळाची नेमणूक समिती
ମଜୁରୀର ଅନୁକରଣ |,वेतनाचे विभाजन
ମୂଲ୍ୟାଙ୍କନ,मूल्यमापन
ମୂଲ୍ୟାଙ୍କନକାରୀ,मूल्यांकनकर्ता
ପ୍ରଶଂସା,कौतुक
ଭୟ,भीती
ଶିକ୍ଷାର୍ଥୀ,शिकाऊ उमेदवार
ଉପାୟ,संपर्क साधा
ଉପଯୁକ୍ତ,योग्य
ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ,योग्य कृती
ଉପଯୁକ୍ତ ମୁଣ୍ଡ,योग्य डोके
ଆବଣ୍ଟନ,विनियोग
ଅନୁମୋଦନ,मान्यता
ଆନୁମାନିକ,अंदाजे
ଦକ୍ଷତା ପରୀକ୍ଷା,योग्यता चाचणी
ଇଚ୍ଛାଧୀନ |,अनियंत्रित
ଆର୍ବିଟ୍ରେଟ୍ |,लवाद
ଆର୍ବିଟ୍ରେସନ୍,लवाद
ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |,लवाद न्यायाधिकरण
ଆର୍ବିଟର,लवाद
ସ୍ଥାପତ୍ୟ,आर्किटेक्चर
ଅଭିଲେଖାଗାର,संग्रहण
କ୍ଷେତ୍ର,क्षेत्र
କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |,क्षेत्र मुख्यालय
ଯୁକ୍ତି,युक्तिवाद
ଉଠ,उद्भवू
ସଶସ୍ତ୍ର ବାହିନୀ |,सशस्त्र सेना
ବ୍ୟବସ୍ଥା,व्यवस्था
ବରିଟର,थकबाकी
ବର୍ବର ବିବୃତ୍ତି,थकबाकी विधान
ଆଗମନ ରିପୋର୍ଟ,आगमन अहवाल
ଅହଂକାର,गर्विष्ठपणा
ଅସ୍ତ୍ରଶସ୍ତ୍ର,शस्त्रागार
ପ୍ରବନ୍ଧ,लेख
ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |,संघटनेचा लेख
ପ୍ରବନ୍ଧଗୁଡ଼ିକ,लेख
ଆରୋହଣ କ୍ରମ,चढत्या ऑर्डर
ଜାଣିବା,निश्चित करा
ଯେପରି ଅଛି,कोठे आहे
ସର୍ବୋଚ୍ଚ,पैलू
ଆସଡିଅନ୍,भ्रष्टाचार
ହତ୍ୟା,हत्या
ଆକ୍ରମଣ,हल्ला
ଏକତ୍ର ହୁଅ,एकत्र करा
ସଭା,असेंब्ली
ଖେଳନା,मान्यता
ନିଶ୍ଚିତ କର |,ठामपणे
ମୂଲ୍ୟାଙ୍କନ,निर्धारक
ମୂଲ୍ୟାଙ୍କନ,मूल्यांकन
ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ,मूल्यांकन वर्ष
ମୂଲ୍ୟାଙ୍କନକାରୀ,मूल्यांकनकर्ता
ସମ୍ପତ୍ତି,मालमत्ता
ଆସିଜେ,असिशात
ଆସାଇନମେଣ୍ଟ,असाइनमेंट
ଆସାଇନର୍,असाइनर
ସହାୟତା,सहाय्य
ସହଯୋଗୀ,सहयोगी
ସଙ୍ଗଠନ,असोसिएशन
ଚାର୍ଜର ଅନୁମାନ |,शुल्काची धारणा
ନିଶ୍ଚିତତା,आश्वासन
ନିଶ୍ଚିତ କର,आश्वासन कंपनी
ନିଶ୍ଚିତ କର,आश्वासन
ରିହାତି ରେ,सूट वर
ପରମାଣୁ ଶକ୍ତି,अणु शक्ती
ପାରରେ,समम वर
ପ୍ରିମିୟମରେ |,प्रीमियमवर
ସଂଲଗ୍ନ କରନ୍ତୁ,संलग्न करा
ସଂଲଗ୍ନ ଅଫିସ୍ |,संलग्न कार्यालय
ସଂଲଗ୍ନ,संलग्नक
ସଂଲଗ୍ନ କ୍ରମ,संलग्नक ऑर्डर
ତଥ୍ୟ,प्राप्ती
ଚେଷ୍ଟା,प्रयत्न
ଉପସ୍ଥାନ,उपस्थिती
ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |,उपस्थिती नोंदणी
ଆସେସେନ୍ ସ୍ଲିପ୍ |,उपस्थिती स्लिप
ଧ୍ୟାନ |,लक्ष
ପ୍ରମାଣପତ୍ର,प्रमाणीकरण
Atotsed କପି |,प्रमाणित प्रत
ମନୋଭାବ,वृत्ती
ଆକର୍ଷଣୀୟ ଦରମା,आकर्षक पगार
ନିଲାମ,लिलाव
ନିଲାମକାରୀ,लिलाव
ନିଲାମ ବିକ୍ରୟ,लिलाव विक्री
ଦର୍ଶକ |,प्रेक्षक
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |,ऑडिओ-व्हिज्युअल प्रदर्शन
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |,ऑडिओ-व्हिज्युअल प्रसिद्धी
ଅଡିଟ୍ |,ऑडिट
ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |,ऑडिट खाती
ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |,ऑडिट बॅलन्स शीट
ଅଡିଟ୍,ऑडिटिंग
ଅଡିଟ୍ ଆପତ୍ତି |,ऑडिट आक्षेप
ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |,ऑडिटरचा अहवाल
ଅଡିଟୋରିୟମ୍,सभागृह
ଅଡିଟ୍ ପାର୍ତାହୀ |,ऑडिट परिच्छेद
ଅଡିଟ୍ ରିପୋର୍ଟ,ऑडिट अहवाल
A ଣୀତା,कठोरता
ନିର୍ଯାତନା ମାପ |,कठोरपणाचे उपाय
ପ୍ରାମାଣିକ,अस्सल
ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |,अधिकृत प्रतिनिधी
ଲେଖକ,अधिकृत
ପ୍ରାଧିକରଣ,अधिकार
ପ୍ରାଧିକରଣ ଚିଠି |,प्राधिकरण पत्र
ପ୍ରାଧିକୃତ,अधिकृत
ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |,अधिकृत भांडवल
ସ୍ୱୟଂଚାଳିତ |,स्वयंचलित
ସ୍ autonomous ୟଂଶାସିତ,स्वायत्त
ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |,स्वायत्त शरीर
ସ୍ onomy ାଧୀନତା,स्वायत्तता
ସହାୟକକାରୀ,सहाय्यक
ଉପଲବ୍ଧ |,उपलब्ध
ହାରାହାରି,सरासरी
ହାରାହାରି ଛୁଟି,सरासरी रजा
ଘୃଣା,प्रतिकार
ପ୍ରତିରୋଧ,टाळतो
ଏଡ଼ାନ୍ତୁ |,टाळा
ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |,कर टाळणे
ଅପେକ୍ଷା କରାଯାଇଛି,प्रतीक्षा केली
ପୁରସ୍କାର,पुरस्कार
ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |,पुरस्कार प्राधिकरण
ସଚେତନତା,जागरूकता
ପୃଷ୍ଠଭୂମି,बॅकडेटेड
ପୃଷ୍ଠଭୂମି,पार्श्वभूमी
ବ୍ୟାକ୍ ଲଗ୍,परत लॉग
ପଛକୁ ଯିବା,मागे होणे
ପଛଟି,परत संदर्भ
ବ୍ୟାକଅପ୍ କରନ୍ତୁ |,बॅक अप
ପଛୁଆ କ୍ଲାସ୍,मागास वर्ग
ପଛୁଆ ଜନଜାତି,मागास जमाती
ଖରାପ ବୁ g ାମଣା |,वाईट सौदा
ଖରାପ ଆଚରଣ |,वाईट वागणं
ଖରାପ ଚରିତ୍ର,वाईट वर्ण
ଖରାପ ଜଳବାୟୁ ଭତ୍ତା |,वाईट हवामान भत्ता
ଖରାପ ଆଚରଣ,वाईट आचरण
ଖରାପ debt ଣ,वाईट कर्ज
ବ୍ୟାଗେଜ୍,सामान
ଜାମିନ,जामीन
ସନ୍ତୁଳନ,शिल्लक
ସନ୍ତୁଳନ ତଳକୁ ଅଣାଯାଇଥିଲା |,शिल्लक खाली आणले
ସନ୍ତୁଳନ ଆଗକୁ ବ .ିଗଲା |,शिल्लक पुढे आणले
ସନ୍ତୁଳିତ ବଜେଟ୍,संतुलित बजेट
ତୂଳନା ପତ୍ର,शिल्लक पत्रक
ମତଦାନ,मतपत्रिका
ବାଲାଟ ବାକ୍ସ,मतपेटी
ବାଲାଟ କାଗଜ |,मतपत्रिका
ନିଷେଧ |,बंदी
ବ୍ୟାଙ୍କ,बँक
ବ୍ୟାଙ୍କ ଖାତା,बँक खाते
ବ୍ୟାଙ୍କ ବାଲାନ୍ସ,बँक बॅलन्स
ବ୍ୟାଙ୍କ ଚାର୍ଜ |,बँक शुल्क
ବ୍ୟାଙ୍କ ଗ୍ୟାରେଣ୍ଟି |,बँक हमी
ବ୍ୟାଙ୍କ ଛୁଟି,बँक सुट्टी
ବ୍ୟାଙ୍କିଙ୍ଗ୍ ସୁବିଧା |,बँकिंग सुविधा
ବ୍ୟାଙ୍କିଙ୍ଗ୍ ଘଣ୍ଟା |,बँकिंग तास
ବ୍ୟାଙ୍କିଙ୍ଗ୍ କାରବାର |,बँकिंग व्यवहार
ବ୍ୟାଙ୍କ ହାର,बँक दर
ବ୍ୟାଙ୍କ ସମନ୍ୱୟ |,बँक सलोखा
ଦେବାଳିଆ,दिवाळखोर
ବ୍ୟାଙ୍କ ସୁରକ୍ଷା,बँक सुरक्षा
ବ୍ୟାଙ୍କ ଷ୍ଟେଟମେଣ୍ଟ,बँक स्टेटमेंट
ଭୋଜି |,मेजवानी
ବାର୍ ପରିଷଦ |,बार कौन्सिल
ବୁ g ାମଣା,सौदा
ବୁ g ାମଣା,बार्गेनिंग
ବନ୍ଧ୍ୟା ଭୂମି,नापीक जमीन
ବାର୍ଟର,बार्टर
ଆଧାର,पाया
ମୂଳହୀନ |,निराधार
ତଳ ମହଲା,तळघर
ମୂଳ ବର୍ଷ,बेस वर्ष
ମ basic ଳିକ,मूलभूत
ମୁଳତଃ,मूलभूतपणे
ମ Basic ଳିକ ବୁଦ୍ଧି,मूलभूत बुद्धिमत्ता
ମ Basic ଳିକ ଦେୟ,मूलभूत वेतन
ଦରମା ମ Basic ଳିକ ସ୍କେଲ୍ |,मूलभूत वेतन
ମ Basic ଳିକ ତାଲିମ |,मूलभूत प्रशिक्षण
ଆଧାର,आधार
ବ୍ୟାଚ୍,बॅच
ବ୍ୟାଚ୍ ନମ୍ବର |,बिल्ला क्रमांक
ଧାରକ ଯାଞ୍ଚ କରନ୍ତୁ |,वाहक तपासणी
ଦର୍ଶାଯାଇଛି,उद्धृत करण्यापूर्वी
ବ୍ୟବହାର,वर्तन
ବିଶ୍ୱାସ,विश्वास
ପାରେ ତଳେ |,समम खाली
ବେଞ୍ଚ,खंडपीठ
ବେଞ୍ଚମାର୍କ |,बेंचमार्क
ଲାଭଦାୟକ |,फायदेशीर
ହିତାଧିକାରୀ,लाभार्थी
ଲାଭ,फायदा
ସନ୍ଦେହର ଲାଭ,संशयाचा फायदा
ଦୟା ଦୃଷ୍ଟିଧତା,परोपकार
ଦୟାଳୁ ପାଣ୍ଠି |,बेनिव्हॉलेंट फंड
ବିକେଥ,निर्विकार
ଉତ୍ତରାଧିକାରୀ |,वकील
ଶୋକ,शोक
ସର୍ବୋତ୍ତମ ପ୍ରୟାସ |,सर्वोत्तम प्रयत्न
ଉନ୍ନତି,बेटरमेंट
ପକ୍ଷ,पूर्वाग्रह
ପକ୍ଷପାତିତ ମତ,पक्षपाती मत
ବିବିଡୋ ରୋଗଗ୍ରାଫି |,ग्रंथसूची
ବିଏନୋନିଆଲ୍,द्विवार्षिक
ବିଫ୍ୟୁର୍େଟ୍ |,द्विपक्षीय
ବିଗାମି,बिगॅमी
ଦ୍ୱିପାକ୍ଷିକ |,द्विपक्षीय
ଦ୍ୱିଭାଷୀ,द्विभाषिक
ଦ୍ୱି -ameral,द्विभाषिक
ବିଲ୍,बिल
ବିନିମୟ ବିଲ୍ |,विनिमयाची पावती
ବିମୋନେଟ୍ ରିପୋର୍ଟ କରନ୍ତୁ |,द्विपक्षीय अहवाल
ବାଧ୍ୟତାମୂଳକ |,बंधनकारक
ବାୟୋଡା |,बायोडाटा
ବିପୁଟିଟ୍,द्विपक्षीय
ବିପର୍ଡାଇଟ୍ ଚୁକ୍ତିନାମା |,द्विपक्षीय करार
ଜନ୍ମ ବାର୍ଷିକୀ |,वर्धापन दिन
ଜନ୍ମ ପ୍ରମାଣପତ୍ର,जन्म प्रमाणपत्र
ଜନ୍ମ ନିୟନ୍ତ୍ରଣ,जन्म नियंत्रण
