English,Gujarati
Aspect ratio,"કદ ગુણોત્તર, પાસા ગુણોત્તર"
Astable circuit (free running circuit),ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ)
Astable multivibrator,સ્વચાલિત મલ્ટિવાઇબ્રેટર
Astable multivibrator,ફ્લોટિંગ મલ્ટિવાઇબ્રેટર
Asymmetrical junction,અસમપ્રમાણ જંકશન
Asynchronous counters,અસુમેળ કેલ્ક્યુલેટર
Atom,પરમાણુ
Atomic number,અણુ સંખ્યા
Atomic structure,અણુ માળખું
Audio amplifier,ઓડિયો એમ્પ્લીફાયર
Audio amplifier,ઓડિયો એમ્પ્લીફાયર
Audio cassette,ઓડિયો કેસેટ
Audio circuit,ઓડિયો સર્કિટ
Audio frequency,સાંભળી શકાય તેવી આવર્તન
Automatic voltage control,આપોઆપ વોલ્ટેજ નિયંત્રણ
Avalanche,હિમપ્રપાત
Average detector,સરેરાશ ડિટેક્ટર
Axial mode,અક્ષીય મોડ
Axial ratio,અક્ષીય ગુણોત્તર
Antenna,એન્ટેના
Back e.m.f.,પાછળનું ઇલેક્ટ્રોમોટિવ બળ
Back field,પાછળનો વિસ્તાર
Back scattering,પાછા સ્કેટર
Background charge,પૃષ્ઠભૂમિ ચાર્જ
Background noise,બાજુનો અવાજ
Backlash,પ્રત્યાગમન
Backlobe radiation,પશ્ચાદવર્તી ઇરેડિયેશન
Backward diode,બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ
Backward wave oscillator,બેકવર્ડ વેવ ઓસિલેટર
Baffle,"અવરોધ, અવરોધ"
Baffle shield,અવરોધ
Balanced bridge,સંતુલિત પુલ
Balanced demodulator,સંતુલિત મોડ્યુલેટર
Balanced modulator,સંતુલિત મોડ્યુલેટર
Balanced network,સંતુલિત સર્કિટ
Balancedslope detector,સંતુલિત ઢાળ ડિટેક્ટર
Ballast resistors,વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર
Balometer,બોલોમીટર
Balometer bridge,બોલોમીટર પુલ
Balun,બલૂન
Banana jack,બનાના જેક
Banana plug,બનાના પ્લગ
Band,"બેન્ડ, પાટો"
Band conduction,બેન્ડ ડ્રાઈવર
Band energy,બેન્ડ ઊર્જા
Band gap,બેન્ડ ગેપ
Band pass amplifier,બેડપાર્ક એમ્પ્લીફાયર
Band pass filter,બેન્ડ પાસ ફિલ્ટર
Baud rate generator,બાઉડ રેટ જનરેટર
Band spreading,banddispersion
Band stop,બેન્ડ રેઝિસ્ટર
Band stop filter,બેન્ડ બ્રેકર ફિલ્ટર
Band width,બેન્ડ વિસ્તરણ
Band-elimination filter,બેન્ડ રીમુવર ફિલ્ટર
Bandwidth dispersion product,બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક
Bandwidth distance product,બેન્ડ એક્સ્ટેંશન અંતર ગુણક
Bank capacity,"બીમ કેપેસિટર, બેંક કેપેસિટર"
Barker code,"બાર્કર કોડ, બાર્કર કોડ"
Barkhausen criterion,barravaugen માપદંડ
Barretter,બેરેટર
Barrier,અવરોધ
Barrier capacitor,ઇન્સ્યુલેટીંગ કેપેસિટર
Barrier energy,અવરોધ ઊર્જા
Barrier voltage,રેઝિસ્ટર વોલ્ટેજ
Bartlett window,બાર્ટલેટ વિન્ડો
Base,"આધાર, આધાર"
Base band,આધાર બેન્ડ
Base band transmission,બેઝ બેન્ડ ટ્રાન્સમિશન
Base charge,બેઝ ચાર્જ
Base current,આધાર પ્રવાહ
Base current source,આધાર વર્તમાન સ્ત્રોત
Base dipping,આધાર ઉતારવું
Base doping,આધાર મદન
Base emitter feedback,આધાર ઉત્સર્જક ફીડ
Base emitter junction,આધાર ઉત્સર્જક જંકશન
Base infection,બેઝ ઈન્જેક્શન
Base line,જમીન રેખા
Base resistance,આધાર પ્રતિકાર
Base source,આધાર સ્ત્રોત
Base spreading resistance,આધાર વિસ્તરણ પ્રતિકાર
Base spreading resistance,આધાર વિસ્તરણ પ્રતિકાર
Base thickness,આધાર જાડાઈ
Base transport,બેઝ એક્સેસ
Base width modulation,"આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન"
Base-collector junction,આધાર કલેક્ટર સંધિ
Bass,ગંધ
Bass frequency,બાસ આવર્તન
Battery,બેટરી
Baud,બાઉડ
Baud rate,બાઉડ દર
Baud rate generator,બાઉડ રેટ જનરેટર
Baudot code,બોડો કોડ
Beacon,"સંકેત, દીવાદાંડી"
Bead,"મણિકા, બીડ"
Bead capacitor,મેનિક કેપેસિટર
Bead thermister,મણિકર્તાપિ પ્રતિરોધકો
Bean antenna,"બીમ એન્ટેના, બીમ એન્ટેના"
Beam finder,બીમ ડિટેક્ટર
Beam power tube,બીમ પાવર નળી
Beam switching tube,બીમ સ્વિચિંગ નોઝલ
Beam width,બીમ વિસ્તરણ
Beat frequency,હરાવ્યું આવર્તન
Beat frequency oscillator,બીટ-ફ્રિકવન્સી ઓસિલેટર
Beat oscillator,પલ્સ ઓસિલેટર
Bel,બેલ
Bending loss,બેન્ડિંગ નુકશાન
Bessel filter,બેસેલ ફિલ્ટર
Beta,બેટા
B-H curve,b-h વળાંક
Bias,"પૂર્વગ્રહ, પૂર્વગ્રહ"
Bias current,પૂર્વગ્રહ વર્તમાન
Bias resistor,પૂર્વગ્રહ પ્રતિકાર
Biconical antenna,ડબલ એન્ટેના
Bidirection load current,દ્વિપક્ષીય લોડ વર્તમાન
Bi-directional antenna,દ્વિદિશ એન્ટેના
Bidirectional LED,દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ
Bidirectional thyristor,દ્વિપક્ષીય થાઇરિસ્ટર
Bi-FET technology,bi FET ટેકનોલોજી
Bifilar transformer,બાય પોઇન્ટ ટ્રાન્સફોર્મર
Bifilar winding,ડબલ ફ્યુઝન
Bilateral network,દ્વિપક્ષીય સર્કિટ
Binary,દ્વિસંગી
Binary addition,દ્વિસંગી રકમ
Binary circuit,દ્વિસંગી સર્કિટ
Binary coded decimal (BCD),દ્વિસંગી કોડેડ દશાંશ
Binary coded decimal system,દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ
Binary commutating capacitor,દ્વિસંગી દ્વિધ્રુવ કેપેસિટર
Binary counter,દ્વિસંગી કેલ્ક્યુલેટર
Binary counter,દ્વિસંગી કેલ્ક્યુલેટર
Binary decoder,દ્વિસંગી ડીકોડર
Binary ladder,દ્વિસંગી નિસરણી
Binary odometer,બાઈનરી પેથોમીટર
Binary state,દ્વિસંગી સ્થિતિ
Binary to decimal decoders,દ્વિસંગી-દશાંશ ડીકોડર
Binary weight,બાઈનરી લોડ
Binary word,દ્વિસંગી શબ્દો
Bipolar,દ્વિધ્રુવી
Bipolar capacitor,બાયપોલર કેપેસિટર
Bipolar device,દ્વિધ્રુવી ઉપકરણ
Bipolar power supply,દ્વિધ્રુવી સ્ત્રોત
Bipolar transistor,બાયપોલર ટ્રાંઝિસ્ટર
Bipolar junction transistor,બાયપોલર જંકશન ટ્રાંઝિસ્ટર
Biquad filter,ચતુર્ભુજ ફિલ્ટર
Bistable,ડબલ સ્થિતિ
Bistable multivibratic,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
Bistable relay,દ્વિપક્ષીય રિલે
Bistable state,બે તબક્કાની સ્થિતિ
Bistable trigger,બે-સ્થિતિ ટ્રિગર
Bit error,બીટ ભૂલ
Bit error rate (BER),બીટ ભૂલ દર
Bit error,બીટ ભૂલ
Bit timing error,બિટકલ ભૂલ
Black box,અંધ બોક્સ
Blanking pulses,કન્ડેન્સ્ડ પલ્સ
Bleeder,સચિવ
Bleeder resistor,સ્ત્રાવ અવરોધક
Blind speed,અંધત્વ
Block diagram,સેગમેન્ટ ડાયાગ્રામ
Block impedance,અવરોધક અવરોધ
Block transfer,ટુકડો ટ્રાન્સફર
Blocking,ઇન્ટરસેપ્ટ
Blocking capacitor,રેઝિસ્ટર કેપેસિટર
Blocking capacitor,રેઝિસ્ટર કેપેસિટર
Blocking oscillator,રેઝિસ્ટર ઓસિલેટર
Blocking oscillator,અવરોધિત ઓસિલેટર
Blocking voltage,રેઝિસ્ટર વોલ્ટેજ
Blower,બ્લોઅર
Bode diagram/plot,બોડ ડાયાગ્રામ
Boltzmann relation,વોલ્ટ્ઝમેન સંબંધ
Boltzmann's constant,વોલ્ટ્ઝમેન સતત
Bond,બોન્ડ
Bonded strain gauge,બંધાયેલ તાણ ગેજ
Boot strapping amplifier,સ્વ-સહાયક એમ્પ્લીફાયર
Boolean algebra,બુલિયન બીજગણિત
Boolean equation,બુલિયન સમીકરણ
Boot strapping,બુટ Strapon
Booth's algorithm,બૂથનું અલ્ગોરિધમ
Bootstrap sweep circuit,બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ
Bosanquert's law,bosscutts નિયમ
"Bose-Chaudhary-Hoeckingham
 (BCH) code",બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ
Bounce,"કૂદકો, કૂદકો"
Bound electron,બંધાયેલ ઇલેક્ટ્રોન
Bragg reflector,બ્રેગ રિફ્લેક્ટર
Braided wire,ગૂંથેલા વાયર
Branch,શાખા
Branching,શાખાઓ
Bread board,પ્રયોગ બોર્ડ
Break down region,બ્રેક ઝોન
Break down voltage,બ્રેકિંગ વોલ્ટેજ
Breakdown diode,બ્રેકડાઉન ડાયોડ
Breakdown rating,અસ્થિભંગ ફિક્સેશન
Breakdown voltage,બ્રેકિંગ વોલ્ટેજ
Bridge,પુલ
Bridge rectifier,પુલ સુધારક
Broad band,વિશાળ બેન્ડ
Broad cast band,બ્રોડકાસ્ટ બેન્ડ
Broad side array,અપાર્થિવ એરે
Broadcast,પ્રસારણ
Broadcast antenna,બ્રોડકાસ્ટ એન્ટેના
Broadcast receiver,બ્રોડકાસ્ટ રીસીવર
Broadcast receiver frequency,ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર
Broadcast transmitter,બ્રોડકાસ્ટ ટ્રાન્સમીટર
Booster,બૂસ્ટર એન્ટેના
Bruce antenna,બસ એન્ટેના
Brush discharge,બ્રશ નિમજ્જન
Bubbled AND gate,પરપોટા અને દરવાજો
Bubbled OR gate,બુડબુડુ અથવા ગેટ
Bubble memory,બબલી મેમરી
Bucking voltage,વળતર આપતું વોલ્ટેજ
Buffer,બફર
Buffer amplifier,બફર એમ્પ્લીફાયર
Buffer circuit,બફર સર્કિટ
Buffer driver,બફર ઓપરેટર
Buffer register,બફર રજીસ્ટર
Bulb,બલ્બ
Bulk effect,વસ્તી અસર
Bulk semi-conductor device,મેક્રો સેમિકન્ડક્ટર ઉપકરણ
Buncher,ટોળું
Burried crossover,ડૂબી ગયેલ વિનિમય
Burried layer,ડૂબી ગયેલ સ્તર
Burrier contact,ડૂબી ગયેલો સંપર્ક
Burst amplifier,બ્લાસ્ટ એમ્પ્લીફાયર
Burst blanking,બ્લાસ્ટ કવર
Burst firing,બ્લાસ્ટ ફાયરિંગ
Burst gate amplifier,વિસ્ફોટ ડોર એમ્પ્લીફાયર
Burst mode,વિસ્ફોટ મોડ
Burst separator,વિસ્ફોટ વિભાજક
Burst signal,વિસ્ફોટ સંકેત
Burst-error correcting code,વિસ્ફોટ ભૂલ સુધારનાર કોડ
Bus,પૂરતૂ
Bus bar,બસ બાર
Bus organisation,બસ સંસ્થા
Bus standard,બસ ધોરણ
Bus transient,માત્ર ક્ષણિક
Butter worth filter,માખણ વર્થ ફિલ્ટર
BNC cable,bnc વાયર
BNC connector,BNC જોઈન્ટર
By pass,બાય-વે
Bypass capacitor,બાયપાસ કેપેસિટર
Byte,બાઈટ
C band,વી બેન્ડ
C band antenna,સી બેન્ડ એન્ટેના
Cable,વાયર
Cable routing,વાયર રૂટીંગ
Cable version,ટેલિગ્રાફ ટેલિવિઝન
Cache memory,કેશ મેમરી
Caesium frequency standard,સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ
Calculator,કેલ્ક્યુલેટર
Calibration,માપાંકન
Call address,કૉલ સરનામું
Colpitt's oscillator,કૉલપિટ ઓસિલેટર
Camcorder,કેમ કોર્ડર
Camera,કેમેરા
Camera tube,કેમેરા નળી
Candela,candela
Candle power,મીણબત્તીની શક્તિ
Cantilever strain gauge,કેન્ટીલીવર તાણ ગેજ
Capacitance,હોલ્ડિંગ
Capacitance blood pressure transducer,કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર
Capacitance distributor,હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર
Capacitance junction,સંધિ હોલ્ડિંગ
Capacitance meter,કેપેસિટેન્સ ગેજ
Capacitance pick-up,હોલ્ડિંગ કલેક્ટર
Capacitive reactance,ક્ષમતા પ્રતિક્રિયા
Capacitive transducer,"કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર"
Capacitor,કેપેસિટર
Capacitor bank,કેપેસિટર બેંક
Capacitor filter,કેપેસિટર ફિલ્ટર
Capacitor input filter,કેપેસિટર ઇનપુટ ફિલ્ટર
Capstan motor,વિંચ મોટર
Capstan servo system,પુલી સર્વો બોડી
Capston,ચરખી
Capture,કેપ્ચર
Capture cross-section,કેપ્ચર કલમ
Capture effect,કેપ્ચર અસર
Carrier to noise ratio (CNR),વાહક અવાજ ગુણોત્તર
Car radio,કાર રેડિયો
Carbon resistor,કાર્બન રેઝિસ્ટર
Card reader,કાર્ડ રીડર
Cardiod diagram,કાર્ડિયોઇડ ડાયાગ્રામ
Carriage,વાહન
Carriage return,વાહન વળતર
Carrier,વાહક
Carrier communication,વાહક સંચાર
Carrier concentration,વાહક એકાગ્રતા
Carrier frequency,વાહક આવર્તન
Carrier generation,વાહક પ્રજનન
Carrier level,વાહક સ્તર
Carrier life time,વાહક જીવન
Carrier mobility,વાહક ગતિશીલતા
Carrier multiplication,વાહક ગુણાકાર
Carrier noise level,વાહક અવાજ સ્તર
Carrier range,વાહક શ્રેણી
Carrier recovery circuits,વાહક પુનઃપ્રાપ્તિ સર્કિટ
Carrier reinsertion,વાહક પુનઃનિર્માણ
Carrier scattering,વાહક છૂટાછવાયા
Carrier suppression,વાહક દમન
Carrier trapping,વાહક પાંજરું
Carrier velocity,વાહક વેગ
Carry bit,હેન્ડ બીટ
Carry flag,ધ્વજ રાખવામાં આવ્યો
Carry register,"કબજાની નોંધણી, કબજાની નોંધણી"
Carry-generator,પોર્ટેબલ જનરેટર
Carson's rule,કાર્સનનો કાયદો
Cartridge fuse,કારતૂસ ફ્યુઝ
Cartridge tape,કારતૂસ ટેપ
Carry foster bridge,કેરી ફોસ્ટર બ્રિજ
Cascade amplifier,સ્ટેપ એમ્પ્લીફાયર
Cascading,ગ્રેડેશન
Cascade amplifier,કાસ્કેડ એમ્પ્લીફાયર
Cascode amplifier,"કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર"
Cassette,કેસેટ
Catalysis,પ્રેરિત
Catcher cavity,કેપ્ટિવ કોટર
Cathode,કેથોડ
Cathode follower,કેથોડ પાછળનું
Cathode follower amplifier,કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર
Cathode luminescence,કેથોડ લ્યુમિનન્સ
Cathode material,કેથોડ સામગ્રી
Cathode ray oscilloscope (CRO),કેથોડ રે ઓસિલોસ્કોપ
Cathode ray tube (CRT),કેથોડ રે ટ્યુબ
Cathode sputtering,કેથોડ કણો જુબાની
Cathode luminescence,કેથોડ લ્યુમિનન્સ
Cauer filter,કોયર ફિલ્ટર
Caver filter,કેવર ફિલ્ટર
Cavity,કોટર
Cavity radiation,એન્ટ્રાલ રેડિયેશન
Cavity resonator,કોટર રેઝોનેટર
CCD (=charge couled device) amplifier,ફેટ ચાર્જ કપલ્ડ ડિવાઇસ (CCD)
CD-ROM,સીડી રોમ
CD-ROM drive,સીડી રોમ ડ્રાઇવ
Cell (battery),સેલ (બેટરી)
Central processing element,કેન્દ્રીય સંસાધન તત્વ
Central processing unit (CPU),કેન્દ્રીય સંસાધન એકમ
Central processor,કેન્દ્રીય પ્રોસેસર
Central value,સરેરાશ સ્કેલ
Centre frequency,મધ્ય આવર્તન
Centre tapped transformer,મધ્યમ એક્ઝોસ્ટ ટ્રાન્સફોર્મર
Ceramic,"સિરામિક, માટી"
Ceramic filler,સિરામિક ફિલર
Ceramic filter,સિરામિક ફિલ્ટર
Ceramic material,સિરામિક સામગ્રી
Ceramic resonator,સિરામિક રેઝોનેટર
Ceremic phono pick up,સિરામિક સાઉન્ડ રીસીવર
Cerenkov counter,સેરેનકોવ કેલ્ક્યુલેટર
Cermet,સરમત
Chalcogenoid,chalcogenide
Chalcopyrite,કેલ્કોપીરાઈટ
Channel,"ચેનલ, ચેનલ"
Channel bandwidth,ચેનલ બેન્ડ વિસ્તરણ
Channel encoder,ચેનલ કોડર
Channel frequency,ચેનલ આવર્તન
Channel selector,ચેનલ પાત્ર
Channel separation,ચેનલ અલગ
Channeling theory,ચેનલ સિદ્ધાંત
Character generator,અક્ષર જનરેટર
Character recognization,પાત્રની ઓળખ
Characteristic impedance,લાક્ષણિક અવબાધ
Charge carrier,ચાર્જ કેરિયર
Charge control parameter,ચાર્જ નિયંત્રણ પરિમાણ
Charge coupled device,ચાર્જ જોડી ઉપકરણ
Charge coupled random access memory,ચાર્જ જોડી રેન્ડમ એક્સેસ મેમરી
Charge density,ચાર્જ ઘનતા
Charge injection device,ચાર્જ ઈન્જેક્શન ઉપકરણ
Charge loss,ચાર્જ નુકશાન
Charge pumping,ચાર્જ પમ્પિંગ
Charge sensitive amplifier,ચાર્જ સેન્સિંગ એમ્પ્લીફાયર
Charge storage,ચાર્જ સંગ્રહ
Charged particle,ચાર્જ કણો
Charger,જુસ્સાદાર
Chassis,ફ્રેમ
Chebyshev filter,રોબીશેવ ફિલ્ટર
Check sum,કુલ તપાસો
Check up frequency,આવર્તન તપાસો
Chemical bond,રાસાયણિક બંધન
Chemical vapour deposition,રાસાયણિક વરાળ જુબાની
Child lock facility,ચાઇલ્ડ લોક સુવિધા
Child's law,બાળકનો કાયદો
Chip,ચિપ
Chip enable,ચિપ સક્રિયકરણ
Choke,ગૂંગળામણ
Choppar,તૂટક તૂટક
Chopper amplifier,તૂટક તૂટક એમ્પ્લીફાયર
Chopper amplifier,તૂટક તૂટક એમ્પ્લીફાયર
Chopper mode,તૂટક તૂટક મોડ
Chroma amplifier,ક્રોમા એમ્પ્લીફાયર
Chromaticity diagram,લાક્ષણિકતા રેખાકૃતિ
Chrominance,પિગમેન્ટેશન
Circle diagram,વર્તુળ રેખાકૃતિ
Circuit,સર્કિટ
Circuit analysis,સર્કિટ વિશ્લેષણ
Circuit breaker,સર્કિટ બ્રેકર
Circuit diagram,પરિપથ આકૃતિ
Circuit rotation,સર્કિટ નોટેશન
Circuit switching,સર્કિટ સ્વિચિંગ
Circular wave guide,ગોળાકાર તરંગ માર્ગ
Circulating memory,ફરતી મેમરી
Clamping circuit,બંધન સર્કિટ
Clapp oscillator,ક્લૅપ ઓસિલેટર
Class A amplifier,વર્ગ A એમ્પ્લીફાયર
"Class A, B, C, D operation",વર્ગ A] B] C] D કામગીરી
Class B amplifier,વર્ગ બી એમ્પ્લીફાયર
Class C amplifier,વર્ગ સી એમ્પ્લીફાયર
Class D amplifier,વર્ગ ડી એમ્પ્લીફાયર
Class S system,એસ વર્ગ શરીર
Clear,"હકાલપટ્ટી, સ્વચ્છ"
Clipping,ઉતારવું
Clipping circuit,ઉતારવાની સર્કિટ
Clock,કેલાડ
Clock frequency,ઘડિયાળની આવર્તન
Clock pulse generator,ઘડિયાળ પલ્સ જનરેટર
Clocked RS flip-flop,કદલ આરએસ ફ્લિપ ફ્લોપ
Closed circuit television,બંધ સર્કિટ ટેલિવિઝન
Closed loop operation,બંધ લૂપ કામગીરી
Closed-loop gain,બંધ લૂપ ગેઇન
CMOS (complementary MOS),પૂરક મેટાલિક સેમિકન્ડક્ટર
CMOS devices,CMOS ઉપકરણ
CMRR (common mode rejection ratio),સીએમઆરઆર (કોમન મોડ ન્યુટ્રલાઇઝેશન રેશિયો)
CO2 lasor,CO2 લેસર
Co-axial cable,કો - એક્ષેલ કેબલ
Co-axial cavity,કોક્સિયલ કોટર
Coaxial connector,કોક્સિયલ કનેક્ટર
Co-axial connector,"કોક્સિયલ કનેક્ટર, કોક્સિયલ કનેક્ટર"
Co-axial line,કોક્સિયલ રેખા
Co-axial line,કોક્સિયલ રેખા
Co-axial wave guide,કોક્સિયલ વેવ પાથ
Code conversion,કોડ ફેરફાર
Code converter,કોડ ચેન્જર
CoDEC,"કોડેક, કોડર-ડીકોડર"
Coding (stereo),સ્ટીરિયો કોડિંગ
Co efficient of coupling,જોડાણ ગુણાંક
Coercive force,પ્રતિબંધક બળ
Coherent light,સુસંગત પ્રકાશ
Coil,જન્માક્ષર
Coil winding machine,કોઇલ વિન્ડિંગ મશીન
Coincidence circuit,સંયોગ સર્કિટ
Cold cathode tube,ગરમ કેથોડ ટ્યુબ
Cold solder point,કોલ્ડ વેલ્ડીંગ પોઈન્ટ
Collector,"કલેક્ટર, કલેક્ટર"
Collector current,સંગ્રહ પ્રવાહ
Collector dissipation,કલેક્ટર સડો
Collector efficiency,કલેક્ટર કાર્યક્ષમતા
Collimation lens,સમાંતર લેન્સ
Color graphics,પાત્ર ડ્રાફ્ટિંગ
Colour burst,રંગ વિસ્ફોટ
Colour code,"રંગ કોડ, અક્ષર કોડ"
Colour difference signals,રંગ વિભેદક સંકેત
Colour killer,મારણ
Colour monitor,રંગ મોનિટર
Colour production,પાત્ર પ્રજનન
Colour saturation,રંગ સંતૃપ્તિ
Colour subcarrier frequency,રંગીન વાહક આવર્તન
Colour syne signal,વર્ણહીન સંકેત
Colour television,રંગીન ટેલિવિઝન
Colour television system,રંગીન ટેલિવિઝન બોડી
Column speaker,"કૉલમ સ્પીકર, કૉલમ સાઉન્ડ ડિપોઝિટર"
Comb filter,"કાંસકો ફિલ્ટર, કાંસકો ફિલ્ટર"
Combinational circuit,કનેક્શન સર્કિટ
Combinational logic,સંયુક્ત તર્ક
Command,આદેશ
Common base amplifier,સામાન્ય આધાર એમ્પ્લીફાયર
Common base configuration,સામાન્ય આધાર રૂપરેખાંકન
"Common collector amplifier
 (= emitter follower)",સામાન્ય કલેક્ટર એમ્પ્લીફાયર
Common collector configuration,સામાન્ય કલેક્ટર રૂપરેખાંકન
Common drain amplifier,સામાન્ય કેપેસિટીવ એમ્પ્લીફાયર
Common emitter amplifier,સામાન્ય ઉત્સર્જક એમ્પ્લીફાયર
Common gate amplifier,સામાન્ય દ્વાર એમ્પ્લીફાયર
Common ground,ભૂસ્તરશાસ્ત્રીય
Common mode signal,સામાન્ય મોડ સિગ્નલ
Common return,સામૂહિક વળતર
Common source amplifier,સામાન્ય સ્ત્રોત એમ્પ્લીફાયર
Common-emitter configuration,સામાન્ય ઉત્સર્જક રૂપરેખાંકન
Commulator,બાયકન્વર્ટર
Communication satellite,સંચાર ઉપગ્રહ
Communication system,સંચાર વ્યવસ્થા
Community antenna system,સમુદાય એન્ટેના સિસ્ટમ
Compact disc ROM (cROM),કોમ્પેક્ટ સ્વેચ રોમ (સીડી રોમ)
Companding,કમ્પ્રેશન વેરિઅન્સ
Comparador,"કમ્પ્રેસર, કમ્પેન્ડર"
Comparator,"તુલના કરનાર, તુલના કરનાર"
Comparator diode,તુલનાત્મક ડાયોડ
Compatibility,સુસંગતતા
Compensated attenuator,વળતર આપનાર
Compensation bias,વળતરલક્ષી પૂર્વગ્રહ
Compensation load,વળતરનો ભાર
Compensation log,પ્રતિશોધાત્મક પસ્તાવો
Compensation probe,વળતરની તપાસ
Compiler,કમ્પાઇલર
Compiler design,કમ્પાઇલર ડિઝાઇન
Complement,પૂરક
Complementary distribution,પૂરક વિતરણ
Complementary error,પૂરક ભૂલ
Complementary symmetry output,પૂરક સમપ્રમાણતા આઉટપુટ
Complete amplifier,સંપૂર્ણ એમ્પ્લીફાયર
Complex frequency,સંયુક્ત આવર્તન
Complex power,સંયુક્ત તાકાત
Compliance,ફોલો-અપ
Complementary error function,પૂરક ભૂલ કાર્ય
Complementary logic circuit,પૂરક લોજિક સર્કિટ
Component,ઘટક
Composite signal,એલોય વિડિયો સિગ્નલ
Composition resistor,મિશ્ર રેઝિસ્ટર
Compound semiconductor,સંયુક્ત સેમિકન્ડક્ટર
Compression,સંકોચન
Compression frequency,કમ્પ્રેશન આવર્તન
Compressor,"કોમ્પ્રેસર, કોમ્પ્રેસર, કોમ્પ્રેસર"
Computer aided design,કમ્પ્યુટર સહાયિત ડિઝાઇન
Computer aided manufacture (CAM),કમ્પ્યુટર સહાયિત ઉત્પાદન
