Kannada,Gujarati
ಅಲ್ಗಾರಿದಮ್,અલ્ગોરિધમ
ಎಲ್ಲಾ ಪಾಸ್ ಫಿಲ್ಟರ್,બધા પાસ ફિલ્ટર
ಮಿಶ್ರಲೋಹ ಜಂಕ್ಷನ್,એલોય જંકશન
ಕ್ಷೀಣತೆ,એટેન્યુએશન
ಪರ್ಯಾಯ ಪ್ರವಾಹ,વૈકલ્પિક પ્રવાહ
ಹೊರಗಿನ ತಾಪಮಾನ,આસપાસનું તાપમાન
ಬೈಪೋಲಾರ್,દ્વિધ્રુવી
ವರ್ಧನೆ,એમ્પ્લીફિકેશન
ಆಂಪ್ಲಿಫಯರ್,એમ્પ્લીફાયર
ಆಂಪ್ಲಿಫಯರ್ ದಕ್ಷತೆ,એમ્પ્લીફાયર કાર્યક્ષમતા
ಆಯಾಮಗಳು,પરિમાણો
ವೈಶಾಲ್ಯ ಕ್ಷೀಣತೆ,કંપનવિસ્તાર એટેન્યુએશન
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ AM ಆಂದೋಲಕ,કંપનવિસ્તાર મોડ્યુલેટેડ AM ઓસિલેટર
ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಶನ್,કંપનવિસ્તાર મોડ્યુલેશન
ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಟರ್,કંપનવિસ્તાર મોડ્યુલેટર
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,એંગસ્ટ્રોમ એકમ
ಅನಲಾಗ್ ಸರ್ಕ್ಯೂಟ್,એનાલોગ સર્કિટ
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,એનાલોગ કમ્પ્યુટર
ಅನಲಾಗ್ ಫಿಲ್ಟರ್,એનાલોગ ફિલ્ટર
ಅನಲಾಗ್ ಮಲ್ಟಿಮೀಟರ್,એનાલોગ મલ્ટિમીટર
ಅನಲಾಗ್ ಸ್ವಿಚ್,એનાલોગ સ્વીચ
ಮತ್ತು ಗೇಟ್,અને દરવાજો
ಕೋನೀಯ ಆವರ್ತನ,કોણીય આવર્તન
"ಅಯಾನ್, ಅಯಾನ್","anion, anion"
ಅನೆಲಿಂಗ್ ತಾಪಮಾನ,એનિલિંગ તાપમાન
ಆನೋಡ್,એનોડ
ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್,એનોડ એમ્પ્લીફાયર
ಅನೋಡೈನ್,anodyne
ಆಂಟೆನಾ,એન્ટેના
ಆಂಟೆನಾ ಘಟಕ,એન્ટેના ઘટક
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ ಲೇಪನ,વિરોધી પ્રતિબિંબીત કોટિંગ
ಪ್ರತಿಲೋಜಿನ್ ಆಂಪ್ಲಿಫಯರ್,એન્ટિલોગિન એમ્પ્લીફાયર
ಆಂಟಿರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್,પ્રતિરોધક સર્કિટ
ದ್ವಾರಕ ಕಾಲ,દ્વારક સમયગાળો
ವರ್ಚುವಲ್ ಶಕ್ತಿ,વર્ચ્યુઅલ પાવર
ತಂತಿ ಸಂಪರ್ಕ,વાયર કનેક્શન
ಅಂದಾಜು ವೋಲ್ಟೇಜ್ ಲಾಭ,અંદાજિત વોલ્ટેજ ગેઇન
ಆರ್ಮ್ಸ್ಟ್ರಾಂಗ್ ಮಾಡ್ಯುಲೇಟರ್,આર્મસ્ટ્રોંગ મોડ્યુલેટર
ಆಂಟೆನಾ ರಚನೆ,એન્ટેના એરે
"ಗಾತ್ರ ಅನುಪಾತ, ಆಕಾರ ಅನುಪಾತ","કદ ગુણોત્તર, પાસા ગુણોત્તર"
ತೇಲುವ ಸರ್ಕ್ಯೂಟ್ (ಉಚಿತ ಆಪರೇಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್),ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ)
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,સ્વચાલિત મલ્ટિવાઇબ્રેટર
ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,ફ્લોટિંગ મલ્ટિવાઇબ્રેટર
ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್,અસમપ્રમાણ જંકશન
ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,અસુમેળ કેલ્ક્યુલેટર
ಪರಮಾಣು,પરમાણુ
ಪರಮಾಣು ಸಂಖ್ಯೆ,અણુ સંખ્યા
ಪರಮಾಣು ರಚನೆ,અણુ માળખું
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,ઓડિયો એમ્પ્લીફાયર
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,ઓડિયો એમ્પ્લીફાયર
ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್,ઓડિયો કેસેટ
ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್,ઓડિયો સર્કિટ
ಶ್ರವ್ಯ ಆವರ್ತನ,સાંભળી શકાય તેવી આવર્તન
ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ,આપોઆપ વોલ્ટેજ નિયંત્રણ
ಹಿಮಕುಸಿತ,હિમપ્રપાત
ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್,સરેરાશ ડિટેક્ટર
ಅಕ್ಷೀಯ ಮೋಡ್,અક્ષીય મોડ
ಅಕ್ಷೀಯ ಅನುಪಾತ,અક્ષીય ગુણોત્તર
ಆಂಟೆನಾ,એન્ટેના
ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್,પાછળનું ઇલેક્ટ્રોમોટિવ બળ
ಹಿಂಭಾಗದ ಪ್ರದೇಶ,પાછળનો વિસ્તાર
ಮತ್ತೆ ಚದುರುವಿಕೆ,પાછા સ્કેટર
ಹಿನ್ನೆಲೆ ಶುಲ್ಕ,પૃષ્ઠભૂમિ ચાર્જ
ಅಡ್ಡ ಶಬ್ದ,બાજુનો અવાજ
ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ,પ્રત્યાગમન
ಹಿಂಭಾಗದ ವಿಕಿರಣ,પશ્ચાદવર્તી ઇરેડિયેશન
ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್,બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ
ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ,બેકવર્ડ વેવ ઓસિલેટર
"ಅಡಚಣೆ, ಅಡಚಣೆ","અવરોધ, અવરોધ"
ಅಡಚಣೆ,અવરોધ
ಸಮತೋಲಿತ ಸೇತುವೆ,સંતુલિત પુલ
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,સંતુલિત મોડ્યુલેટર
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,સંતુલિત મોડ્યુલેટર
ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್,સંતુલિત સર્કિટ
ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್,સંતુલિત ઢાળ ડિટેક્ટર
ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ,વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર
ಬೋಲೋಮೀಟರ್,બોલોમીટર
ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ,બોલોમીટર પુલ
ಬಲೂನ್,બલૂન
ಬನಾನಾ ಜ್ಯಾಕ್,બનાના જેક
ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್,બનાના પ્લગ
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್","બેન્ડ, પાટો"
ಬ್ಯಾಂಡ್ ಚಾಲಕ,બેન્ડ ડ્રાઈવર
ಬ್ಯಾಂಡ್ ಶಕ್ತಿ,બેન્ડ ઊર્જા
ಬ್ಯಾಂಡ್ ಅಂತರ,બેન્ડ ગેપ
ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್,બેડપાર્ક એમ્પ્લીફાયર
ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್,બેન્ડ પાસ ફિલ્ટર
ಬಾಡ್ ದರ ಜನರೇಟರ್,બાઉડ રેટ જનરેટર
ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್,banddispersion
ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್,બેન્ડ રેઝિસ્ટર
ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್,બેન્ડ બ્રેકર ફિલ્ટર
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,બેન્ડ વિસ્તરણ
ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್,બેન્ડ રીમુવર ફિલ્ટર
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್,બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ,બેન્ડ એક્સ્ટેંશન અંતર ગુણક
"ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್","બીમ કેપેસિટર, બેંક કેપેસિટર"
"ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್","બાર્કર કોડ, બાર્કર કોડ"
barravaugen ಮಾನದಂಡ,barravaugen માપદંડ
ನ್ಯಾಯವಾದಿ,બેરેટર
ತಡೆಗೋಡೆ,અવરોધ
ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್,ઇન્સ્યુલેટીંગ કેપેસિટર
ತಡೆ ಶಕ್ತಿ,અવરોધ ઊર્જા
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,રેઝિસ્ટર વોલ્ટેજ
ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ,બાર્ટલેટ વિન્ડો
"ಬೇಸ್, ಬೇಸ್","આધાર, આધાર"
ಬೇಸ್ ಬ್ಯಾಂಡ್,આધાર બેન્ડ
ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ,બેઝ બેન્ડ ટ્રાન્સમિશન
ಮೂಲ ಶುಲ್ಕ,બેઝ ચાર્જ
ಮೂಲ ಪ್ರಸ್ತುತ,આધાર પ્રવાહ
ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ,આધાર વર્તમાન સ્ત્રોત
ಬೇಸ್ ಕತ್ತರಿಸುವುದು,આધાર ઉતારવું
ಆಧಾರ್ ಮದನ್,આધાર મદન
ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್,આધાર ઉત્સર્જક ફીડ
ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್,આધાર ઉત્સર્જક જંકશન
ಬೇಸ್ ಇಂಜೆಕ್ಷನ್,બેઝ ઈન્જેક્શન
ನೆಲದ ರೇಖೆ,જમીન રેખા
ಮೂಲ ಪ್ರತಿರೋಧ,આધાર પ્રતિકાર
ಮೂಲ ಮೂಲ,આધાર સ્ત્રોત
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,આધાર વિસ્તરણ પ્રતિકાર
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,આધાર વિસ્તરણ પ્રતિકાર
ಬೇಸ್ ದಪ್ಪ,આધાર જાડાઈ
ಮೂಲ ಪ್ರವೇಶ,બેઝ એક્સેસ
"ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್","આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન"
ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ,આધાર કલેક્ટર સંધિ
ವಾಸನೆ,ગંધ
ಬಾಸ್ ಆವರ್ತನ,બાસ આવર્તન
ಬ್ಯಾಟರಿ,બેટરી
ಬಾಡ್,બાઉડ
ಬೌಡ್ ದರ,બાઉડ દર
ಬಾಡ್ ದರ ಜನರೇಟರ್,બાઉડ રેટ જનરેટર
ಬೋಡೋ ಕೋಡ್,બોડો કોડ
"ಸಂಕೇತ, ದಾರಿದೀಪ","સંકેત, દીવાદાંડી"
"ಮಾಣಿಕ, ಬೀಡು","મણિકા, બીડ"
ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್,મેનિક કેપેસિટર
ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ,મણિકર્તાપિ પ્રતિરોધકો
"ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ","બીમ એન્ટેના, બીમ એન્ટેના"
ಕಿರಣ ಶೋಧಕ,બીમ ડિટેક્ટર
ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ,બીમ પાવર નળી
ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು,બીમ સ્વિચિંગ નોઝલ
ಕಿರಣದ ವಿಸ್ತರಣೆ,બીમ વિસ્તરણ
ಬೀಟ್ ಆವರ್ತನ,હરાવ્યું આવર્તન
ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ,બીટ-ફ્રિકવન્સી ઓસિલેટર
ನಾಡಿ ಆಂದೋಲಕ,પલ્સ ઓસિલેટર
ಗಂಟೆ,બેલ
ಬಾಗುವ ನಷ್ಟ,બેન્ડિંગ નુકશાન
ಬೆಸೆಲ್ ಫಿಲ್ಟರ್,બેસેલ ફિલ્ટર
ಬೀಟಾ,બેટા
b-h ಕರ್ವ್,b-h વળાંક
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","પૂર્વગ્રહ, પૂર્વગ્રહ"
ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ,પૂર્વગ્રહ વર્તમાન
ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ,પૂર્વગ્રહ પ્રતિકાર
ಡಬಲ್ ಆಂಟೆನಾ,ડબલ એન્ટેના
ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ,દ્વિપક્ષીય લોડ વર્તમાન
ದ್ವಿಮುಖ ಆಂಟೆನಾ,દ્વિદિશ એન્ટેના
ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್,દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ
ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್,દ્વિપક્ષીય થાઇરિસ્ટર
ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ,bi FET ટેકનોલોજી
ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,બાય પોઇન્ટ ટ્રાન્સફોર્મર
ಡಬಲ್ ಸಮ್ಮಿಳನ,ડબલ ફ્યુઝન
ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್,દ્વિપક્ષીય સર્કિટ
ಅವಳಿ,દ્વિસંગી
ಬೈನರಿ ಮೊತ್ತ,દ્વિસંગી રકમ
ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್,દ્વિસંગી સર્કિટ
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,દ્વિસંગી કોડેડ દશાંશ
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ
ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್,દ્વિસંગી દ્વિધ્રુવ કેપેસિટર
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,દ્વિસંગી કેલ્ક્યુલેટર
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,દ્વિસંગી કેલ્ક્યુલેટર
ಬೈನರಿ ಡಿಕೋಡರ್,દ્વિસંગી ડીકોડર
ಬೈನರಿ ಏಣಿ,દ્વિસંગી નિસરણી
ಬೈನರಿ ಪಾಥೋಮೀಟರ್,બાઈનરી પેથોમીટર
ದ್ವಿಮಾನ ಸ್ಥಿತಿ,દ્વિસંગી સ્થિતિ
ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್,દ્વિસંગી-દશાંશ ડીકોડર
ಬೈನರಿ ಲೋಡ್,બાઈનરી લોડ
ಬೈನರಿ ಪದಗಳು,દ્વિસંગી શબ્દો
ಬೈಪೋಲಾರ್,દ્વિધ્રુવી
ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್,બાયપોલર કેપેસિટર
ಬೈಪೋಲಾರ್ ಸಾಧನ,દ્વિધ્રુવી ઉપકરણ
ಬೈಪೋಲಾರ್ ಮೂಲ,દ્વિધ્રુવી સ્ત્રોત
ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,બાયપોલર ટ્રાંઝિસ્ટર
ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,બાયપોલર જંકશન ટ્રાંઝિસ્ટર
ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್,ચતુર્ભુજ ફિલ્ટર
ಎರಡು ಸ್ಥಾನ,ડબલ સ્થિતિ
ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
ದ್ವಿಮುಖ ರಿಲೇ,દ્વિપક્ષીય રિલે
ದ್ವಿಮುಖ ಸ್ಥಿತಿ,બે તબક્કાની સ્થિતિ
ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ,બે-સ્થિતિ ટ્રિગર
ಬಿಟ್ ದೋಷ,બીટ ભૂલ
ಬಿಟ್ ದೋಷ ದರ,બીટ ભૂલ દર
ಬಿಟ್ ದೋಷ,બીટ ભૂલ
ಬಿಟ್ಕಲ್ ದೋಷ,બિટકલ ભૂલ
ಕುರುಡು ಪೆಟ್ಟಿಗೆ,અંધ બોક્સ
ಮಂದಗೊಳಿಸಿದ ನಾಡಿ,કન્ડેન્સ્ડ પલ્સ
ಸ್ರವಿಸುವವನು,સચિવ
ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ,સ્ત્રાવ અવરોધક
ಕುರುಡುತನ,અંધત્વ
ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ,સેગમેન્ટ ડાયાગ્રામ
ತಡೆಯುವ ಪ್ರತಿರೋಧ,અવરોધક અવરોધ
ತುಣುಕು ವರ್ಗಾವಣೆ,ટુકડો ટ્રાન્સફર
ತಡೆಹಿಡಿಯಿರಿ,ઇન્ટરસેપ્ટ
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,રેઝિસ્ટર કેપેસિટર
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,રેઝિસ્ટર કેપેસિટર
ತಡೆಯುವ ಆಂದೋಲಕ,રેઝિસ્ટર ઓસિલેટર
ತಡೆಯುವ ಆಂದೋಲಕ,અવરોધિત ઓસિલેટર
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,રેઝિસ્ટર વોલ્ટેજ
ಊದುವವನು,બ્લોઅર
ಬೋಡ್ ರೇಖಾಚಿತ್ರ,બોડ ડાયાગ્રામ
ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ,વોલ્ટ્ઝમેન સંબંધ
ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ,વોલ્ટ્ઝમેન સતત
ಕರಾರುಪತ್ರ,બોન્ડ
ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್,બંધાયેલ તાણ ગેજ
ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್,સ્વ-સહાયક એમ્પ્લીફાયર
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,બુલિયન બીજગણિત
ಬೂಲಿಯನ್ ಸಮೀಕರಣ,બુલિયન સમીકરણ
ಬೂಟ್ ಸ್ಟ್ರಾಪನ್,બુટ Strapon
ಬೂತ್ ಅಲ್ಗಾರಿದಮ್,બૂથનું અલ્ગોરિધમ
ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್,બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ
ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ,bosscutts નિયમ
ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್,બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ
"ಜಂಪ್, ಜಂಪ್","કૂદકો, કૂદકો"
ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್,બંધાયેલ ઇલેક્ટ્રોન
ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ,બ્રેગ રિફ્લેક્ટર
ಹೆಣೆದುಕೊಂಡ ತಂತಿ,ગૂંથેલા વાયર
ಶಾಖೆ,શાખા
ಕವಲೊಡೆಯುತ್ತಿದೆ,શાખાઓ
ಪ್ರಯೋಗ ಮಂಡಳಿ,પ્રયોગ બોર્ડ
ವಿರಾಮ ವಲಯ,બ્રેક ઝોન
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,બ્રેકિંગ વોલ્ટેજ
ಸ್ಥಗಿತ ಡಯೋಡ್,બ્રેકડાઉન ડાયોડ
ಮುರಿತದ ಸ್ಥಿರೀಕರಣ,અસ્થિભંગ ફિક્સેશન
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,બ્રેકિંગ વોલ્ટેજ
ಸೇತುವೆ,પુલ
ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್,પુલ સુધારક
ವಿಶಾಲ ಬ್ಯಾಂಡ್,વિશાળ બેન્ડ
ಪ್ರಸಾರ ಬ್ಯಾಂಡ್,બ્રોડકાસ્ટ બેન્ડ
ಆಸ್ಟ್ರಲ್ ಅರೇ,અપાર્થિવ એરે
ಪ್ರಸಾರ,પ્રસારણ
ಪ್ರಸಾರ ಆಂಟೆನಾ,બ્રોડકાસ્ટ એન્ટેના
ಪ್ರಸಾರ ರಿಸೀವರ್,બ્રોડકાસ્ટ રીસીવર
ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್,ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર
ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್,બ્રોડકાસ્ટ ટ્રાન્સમીટર
ಬೂಸ್ಟರ್ ಆಂಟೆನಾ,બૂસ્ટર એન્ટેના
ಬಸ್ ಆಂಟೆನಾ,બસ એન્ટેના
ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್,બ્રશ નિમજ્જન
ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್,પરપોટા અને દરવાજો
ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್,બુડબુડુ અથવા ગેટ
ಬಬ್ಲಿ ನೆನಪು,બબલી મેમરી
ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್,વળતર આપતું વોલ્ટેજ
ಬಫರ್,બફર
ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್,બફર એમ્પ્લીફાયર
ಬಫರ್ ಸರ್ಕ್ಯೂಟ್,બફર સર્કિટ
ಬಫರ್ ಆಪರೇಟರ್,બફર ઓપરેટર
ಬಫರ್ ರಿಜಿಸ್ಟರ್,બફર રજીસ્ટર
ಬಲ್ಬ್,બલ્બ
ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ,વસ્તી અસર
ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ,મેક્રો સેમિકન્ડક્ટર ઉપકરણ
ಗುಂಪನ್ನು,ટોળું
ಮುಳುಗಿದ ವಿನಿಮಯ,ડૂબી ગયેલ વિનિમય
ಮುಳುಗಿದ ಪದರ,ડૂબી ગયેલ સ્તર
