English,Punjabi
age,"ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ"
aged,ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ
ageing (aging),"ਬੁਢਾਪਾ, ਬੁਢਾਪਾ"
aging (=ageing),ਸਮਾਂ ਪ੍ਰਭਾਵ
aging test,ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
agravic,ਗੰਭੀਰਤਾ ਰਹਿਤ
aim,ਸੁਲ੍ਹਾ
airborne radar,"ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ"
airborne target,"ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ"
air breather,ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ
air conditioning,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
aircore transformer,ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
aircraft,ਜਹਾਜ਼
alignment,ਅਲਾਈਨਮੈਂਟ
alignment error,ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ
alive circuit,ਲਾਈਵ ਸਰਕਟ
all glass tube,ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ
all metal tube,ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ
allocate,ਠੀਕ ਕਰਨ ਲਈ
alloy,"ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)"
alloying,ਮਿਸ਼ਰਤਵਨ
all-pervading medium,ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ
all-wave antenna,ਓਮਨੀ ਐਂਟੀਨਾ
almanac,ਅਲਮੈਨਕ
alpha,ਅਲਫ਼ਾ
alpha-activity,ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ
alphabetical,ਅੱਖਰ ਅੰਕੀ
alpha ray,ਅਲਫ਼ਾ ਰੇ
alteration,ਬਦਲੋ
alternating,"ਬਦਲਵਾਂ, ਬਦਲਵਾਂ"
alternator,ਅਲਟਰਨੇਟਰ
altigraph,ਅਲਟੀਮੀਟਰ
altimeter,ਅਲਟੀਮੀਟਰ
altimetry,ਅਲਟਾਈਮੇਟਰੀ
altitude,"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
ALU (Arithmatic Logic Unit),ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU)
Amagat law,amaget ਨਿਯਮ
ambient,ਵਾਤਾਵਰਣ
amicron,amicron
amméter,ammeter
ampere,ਐਂਪੀਅਰ
Ampere's rule,ਐਂਪੀਅਰ-ਲਾਅ
amphoteric ion,amphibian ion
amplification,ਵਾਧਾ
amplifier,ਐਂਪਲੀਫਾਇਰ
amplitude,"ਕੋਣ, ਮਾਪ"
a. m. u. (atomic mass unit),a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ)
analog (=analogue),ਅਨੁਕੂਲ
analogy,ਸਮਾਨਤਾ
analyser,ਵਿਸ਼ਲੇਸ਼ਕ
analysis,ਵਿਸ਼ਲੇਸ਼ਣ
analytical,ਵਿਸ਼ਲੇਸ਼ਣੀ
anastigmatic,ਗੈਰ-ਪੁਆਇੰਟ
anastigmatism,ਅਸਧਾਰਨ
AND gate,ਅਤੇ ਦਰਵਾਜ਼ਾ
anechoic,ਗੈਰ-ਧੁਨੀ
anelasticity,ਅਸਧਾਰਨ ਲਚਕਤਾ
aneroid,ਨਿਹਾਈਡ੍ਰਸ
angle,ਕੋਣ
Angstrom unit,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
angular,ਕੋਣੀ
angular vernier,protractor vernier
anharmonic,ਵਿਵਾਦਪੂਰਨ
anharmonicity,ਬੇਇੱਜ਼ਤੀ
anhysteresis,ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ
anhysteretic,ਢਿੱਲੀ
anion,anion
anisodimensional,ਅਸਮਿਤ
anisotropic,ਆਈਸੋਟ੍ਰੋਪਿਕ
anisotropy,isotropism
annihilation,ਮਿਟਾਉਣਾ
annunciator,ਸਾਜ਼ਿਸ਼ਕਰਤਾ
anode,ਐਨੋਡ
anodize,anodization
anomalous,ਅਸੰਗਤ
anoptic system,ਆਪਟੀਕਲ ਸਿਸਟਮ
antenna,ਐਂਟੀਨਾ
antibaryon,ਐਂਟੀਬੇਰੀਅਨ
antibinding property,ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ
anitibonding,ਵਿਰੋਧੀ ਬਾਂਡ
antiferroelectricity,ਉਲਟ ਸ਼ਕਤੀ
antiferromagnetic,ਡਾਇਮੈਗਨੈਟਿਕ
antiferromagnetics,ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ
antifoggant,ਸਾੜ ਵਿਰੋਧੀ
antigravity,ਐਂਟੀਗ੍ਰੈਵਿਟੀ
anti-lambda particle,antilamda ਕਣ
anti-lepton,ਐਲੇਲੈਪਟਨ
antimagnetic,ਡਾਇਮੈਗਨੈਟਿਕ
antimatter,ਐਂਟੀਮੈਟਰ
antimissile,ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ
antineutron,antineutron
antinode,pulsating
antinucleon,antinucleon
antiparticle,ਵਿਰੋਧੀ ਕਣ
antiproton,ਐਂਟੀਪ੍ਰੋਟੋਨ
antireflection,ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ
antisymmetric,ਵਿਰੋਧੀ ਸਮਰੂਪ
aperiodical,ਗੈਰ-ਆਵਰਤੀ
aperiodicity,anachronism
apertural disc,perforated ਸਕੈਨਿੰਗ ਡਿਸਕ
aperture,ਦੁਆਰਕ
apex,"ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ"
aphelion,"ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ"
aplanat,ਉਦਾਸੀਨ ਕਿਨਾਰੀ
aplanatic,ਗੈਰ ਤਰਸਯੋਗ
aplanatism,ਗੈਰ-ਅਯੋਗਤਾ
apochromatic,ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ
apogee,"ਜ਼ਮੀਨ-ਉੱਚਾ, apogee"
apolar,"ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ"
apolarity,parapolarity
apparatus,ਡਿਵਾਈਸ
apparent,"ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ"
apparent sun,ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ
apparent time,ਵਿਜ਼ੂਅਲ ਸਮਾਂ
appearance,ਉਭਰਦੀ ਦਿੱਖ
appliance,ਐਪਲੀਕੇਸ਼ਨ
applicability,ਲਾਗੂ ਹੋਣ
applied,ਲਾਗੂ ਕੀਤਾ
appreciable,ਦੇਖਣਯੋਗ
approach,ਪਹੁੰਚ
approximate,"ਨੇੜੇ, ਲਗਭਗ"
approximation,ਲਗਭਗ
aqueous tension,ਭਾਫ਼ ਦਾ ਦਬਾਅ
arbitrary,ਸਵੈ-ਇੱਛਤ
arc furnace,"ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ"
Archimedes principle,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
architectural acoustics,ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ
arc lamp,ਚਾਪ ਲੈਂਪ
arc spectrum,ਚਾਪ-ਸਪੈਕਟ੍ਰਮ
area,"ਖੇਤਰ, ਖੇਤਰ"
areal,"ਖੇਤਰੀ, ਖੇਤਰੀ"
arm,"ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ"
armature,ਸ਼ੁਕੀਨ
array,"ਐਰੇ, ਐਰੇ"
arrester,ਪ੍ਰਾਪਤਕਰਤਾ
articulation,ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ
artificial,ਸਿੰਥੈਟਿਕ
artificial transmutation,ਨਕਲੀ ਤਬਦੀਲੀ
ascending,ਚੜ੍ਹਦਾ
ascension of the star,ਚੜ੍ਹਾਈ
ascent,ਚੜ੍ਹਨਾ
aspheric,ਅਗੋਲੀ
aspherizing,ਏਕੀਕਰਨ
assemblage,ਦਾ ਸੈੱਟ
assemble,"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
assembly (=assemblage),"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
assessment of accuracy,ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ
assigned assignment (of quantum numbers),ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
associated,"ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ"
assonance,ਸਵਰ ਆਵਾਜ਼
astable multivibrator (=free running multivibrator),ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
astatic,ਅਸਥਨਿਕ
astigmatism,"ਪਰਹੇਜ਼, ਅਜੀਬਤਾ"
astrionics,ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
astrometry,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
astronaut,ਪੁਲਾੜ ਯਾਤਰੀ
astronomer,ਖਗੋਲ ਵਿਗਿਆਨੀ
astronomical,ਆਕਾਸ਼ੀ
astronomy,ਖਗੋਲ ਵਿਗਿਆਨ
astrophysics,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
asymmetrical,ਅਸਮਿਤ
asymptote,asymptotic
asymptotic,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
asynchronous,ਅਸਿੰਕ੍ਰੋਨਸ
atmosphere,"ਮਾਹੌਲ, ਮਾਹੌਲ"
atmospheric,ਵਾਯੂਮੰਡਲ
atmospherics,ਹਵਾ ਦੀ ਗੜਬੜ
atom,ਪ੍ਰਮਾਣੂ
atomic,ਪਰਮਾਣੂ
atomicity,ਪਰਮਾਣੂ
atomic mass,ਪ੍ਰਮਾਣੂ ਪੁੰਜ
atomic number,ਪਰਮਾਣੂ ਨੰਬਰ
atomic reactor (=atomic pile),"ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ"
atomistic,ਪਰਮਾਣੂ
atomization,ਕਣ
atomizer,ਕਣ
attenuation,ਧਿਆਨ
attenuator,"ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ"
attraction,ਸੁਹਜ
attractive forces,ਖਿੱਚ ਦੀ ਤਾਕਤ
audibility,ਸੁਣਨਯੋਗਤਾ
audio-amplifier,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
audio,ਸੁਣਨਯੋਗ
audio generator,ਆਡੀਓ ਜਨਰੇਟਰ
audiogram,ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ
audiology,ਸੁਣਨ ਵਿਗਿਆਨ
audiometer,ਆਡੀਓਮੀਟਰ
audio oscillator,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ
audio signal,ਧੁਨੀ ਸੰਕੇਤ
audiovisual,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ
auditorium,"ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ"
Auger effect,OZ ਪ੍ਰਭਾਵ
augmentation,ਤਰੱਕੀ
augmentor,ਵਧਾਉਣ ਵਾਲਾ
aurora,ਧਰੁਵੀ ਲਾਟ
aurora australis,ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ
aurora borealis,ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ
autoalarm,ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ
autocollimator,ਆਟੋ ਸਮਾਨੰਤਰ
automatic,"ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ"
automation,"ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ"
auxiliary,"ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ"
avalanche,"ਅਵਦਾਵਾ, ਅਵਦਾਵਾ"
average,"ਮਤਲਬ, ਮਤਲਬ"
avoidance,ਪਰਿਵਾਰ
axial,ਧੁਰੀ
axis,ਧੁਰਾ
azimuth,ਅਜ਼ੀਮਥ
azimuthal,ਅਜ਼ੀਮਥ
back,ਵਾਪਸ
background,"ਪਿਛੋਕੜ, ਪਿਛੋਕੜ"
backlash,"ਪਿਛਾਂਹ, ਪਿਛੇ"
backout,ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ
back swing voltage pulser,ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ
back to back connection,ਪੋਸਟ-ਰਿਸ਼ਤਾ
back up,ਅਦਾਇਗੀ
back voltage (Freverse voltage),ਵਿਰੋਧੀ ਵੋਲਟੇਜ
backward scattering,ਪਿਛਲਾ ਖਿੰਡਾ
back wave (=spacing wave),ਵਿਚਕਾਰਲੀ ਲਹਿਰ
bad conductor,ਇੰਸੂਲੇਟਰ
bail out,ਪੈਰਾਸ਼ੂਟ ਛਾਲ
bakeout,ਹੀਟਿੰਗ
balance,"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
balancer,ਸੰਤੁਲਨ
balancing,ਸੰਤੁਲਨ
ball ended magnet,ਗਲੋਬਿਊਲ
ballistic,"ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ"
ballistic galvanometer,"ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ"
ballistic missile,ਮਿਜ਼ਾਈਲ
ballistics,"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
ballistic throw,ਪ੍ਰੋਜੈਕਸ਼ਨ
ballistic trajectory,ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ
balloon,"ਗੁਬਾਰਾ, ਗੁਬਾਰਾ"
Balmer discontinuity,balmer ਬੰਦ
band,"ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ"
bang,ਧਮਾਕਾ
bank,"ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ"
bar,"ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ"
Bardeen theory,bardeen ਅਸੂਲ
Barkhausen effect,barkhausen ਪ੍ਰਭਾਵ
Barlow's wheel,ਬਾਰਲੋ ਚੱਕਰ
bar magnet,ਪੱਟੀ ਚੁੰਬਕ
barn,ਕੋਠੇ
barogram,ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ
barograph,"barograph, barograph"
barometer,ਬੈਰੋਮੀਟਰ
barometry,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
barosphere,"cosmos, baromosphere"
bar pendulum,ਪੈਂਡੂਲਮ ਪੈਂਡੂਲਮ
barrier,"ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ"
barrier layer (rectifier)=blocking layer -depletion layer =space charge layer,ਰੁਕਾਵਟ ਦਾ ਪੱਧਰ
baryon,ਬੈਰੀਅਨ
barysphere,ਗੁਰੂਮੰਡਲ
base band,ਅਧਾਰ ਬੈਂਡ
basic,"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ, ਖਾਰੀ"
basis,ਅਧਾਰ
batching,"ਗਣਨਾ, ਟੀਮ ਦਾ ਗਠਨ"
bath,"ਟੋਆ, ਟੋਆ, ਹੀਟਰ, ਗਰਮ ਕਰਨ ਵਾਲਾ ਘੜਾ, ਇਸ਼ਨਾਨ"
battery,ਬੈਟਰੀ
bay,"ਐਰੇ ਖੰਡ, ਚੈਂਬਰ, ਬੇ"
B-display,ਪ੍ਰਦਰਸ਼ਨੀ
beacon,ਕਿਬਾਨ
bead,"ਮਨਿਕਾ, ਬੀਡ"
beam,"ਬੀਮ, ਬੀਮ, ਬੀਮ, ਟਰੰਪ"
bearing,"ਡਿਕਮਨ, ਡਿਕਨ"
beat,"dole, vispand"
Becqueral effect,becquerel ਪ੍ਰਭਾਵ
bell jar,ਘੰਟੀ ਦੀ ਸ਼ੀਸ਼ੀ
bellow,ਘੰਟੀ
bell shaped,ਘੰਟੀ ਘੜੀ
bench,"ਵੇਦਿਕਾ, ਬੈਂਚ"
bend,"ਮੋਡ, ਬੰਕ (ਐਡੀ.), ਮੋੜ (ਵੀ.)"
bending,ਬੈਂਕਨ
bent,"ਝੁਕਿਆ, ਝੁਕਿਆ"
Bernoulli's equation,ਬਰਨੌਲੀ-ਸਮੀਕਰਨ
Bessel function,ਬੇਸਲ-ਫੰਕਸ਼ਨ
best fit,ਵਧੀਆ ਚਿਪਕਣ
beta (भ्),ਬੀਟਾ (ਬੀ)
betatron,betatron
Bethe's model,bethe ਮਾਡਲ
bevatron,bivatron
B-H curve,BH ਵਕਰ
biangular,biangular
bias,"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
biaxial,ਦੋ-ਧੁਰੀ
bichromate cell,bicromate ਸੈੱਲ
biconcave,ਅਭਯਵਤਲ
biconical aerial,ਡਬਲ ਐਂਟੀਨਾ
biconvex,biconvex
bicrystal,"ਦੋ-ਕ੍ਰਿਸਟਲ, ਦੋਹਰਾ-ਕ੍ਰਿਸਟਲ"
bidirectional microphone,ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ
bifactor model,ਬਾਇਨੋਮੀਅਲ ਮਾਡਲ
bifilar,dioecious
bilateral,ਦੁਵੱਲੀ
bilinear,ਦੋ ਲੀਨੀਅਰ
bimolecular,bmolecular
binary,"ਦੋ-ਵੇਰੀਏਬਲ, ਦੋ-ਆਧਾਰ, ਦੋਹਰਾ"
binary code,"ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ"
binary star,ਖੇਡ ਸਟਾਰ
binary system,ਬਾਈਨਰੀ ਢੰਗ
binaural,ਦੋ-ਪਾਸੜ
binding,ਬਾਂਡ
binocular,"ਦੂਰਬੀਨ, ਦੂਰਬੀਨ"
binode,ਬਾਈਨਰੀ
binomial distribution,ਬਾਇਨੋਮੀਅਲ ਵੰਡ
binuclear,"ਦੋ-ਕੇਂਦਰੀ, ਦੋ-ਕੇਂਦਰੀ, ਦੋ-ਕੇਂਦਰੀ"
biodynamics,ਬਾਇਓਡਾਇਨਾਮਿਕਸ
bioelectronics,ਬਾਇਓ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
biophysicist,ਜੀਵ-ਭੌਤਿਕ ਵਿਗਿਆਨੀ
biophysics,ਬਾਇਓਫਿਜ਼ਿਕਸ
biosatellite,ਜੈਵਿਕ ਉਪਗ੍ਰਹਿ
bioscope,"ਸਿਨੇਮੈਟੋਗ੍ਰਾਫਰ, ਬਾਇਓਸਕੋਪ"
Biot-Savart'law,ਜੀਵ-ਸਾਵਰਤ ਨਿਯਮ
biphase current,biphasic ਮੌਜੂਦਾ
bipolar,dipole
biprism,"ਬਿਪ੍ਰਿਜ਼ਮ, ਬਿਪ੍ਰਿਜ਼ਮ"
biquartz,"biquartz, biquartz"
bistable characteristics,biphasic ਅੱਖਰ
bistable multivibrator,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
bit,"ਦਵੈਅੰਕ* (ਬਾਈਨਰੀ ਅੰਕ), ਬਰਮੀ, ਅਨੀ, ਟੁਕ"
black,"ਕਾਲਾ, ਕ੍ਰਿਸ਼ਨਾ"
black body,ਕਾਲੇ ਸਰੀਰ
black light,ਅਦਿੱਖ ਰੋਸ਼ਨੀ
black out,ਤਿਮੀਰਾਯਨ ਰੇਡੀਓ ਤਿਮੀਰਾਯਨ
black out pulse (=blanking pulse),ਇੰਜੈਕਸ਼ਨ ਪਲਸ
black out voltage (=cut of bias),ਪੱਖਪਾਤ ਖਤਮ ਕਰੋ
black radiation,ਕਾਲਾ ਰੇਡੀਏਸ਼ਨ
blank,"ਅਧੂਰਾ, ਖਾਲੀ"
blanketing,ਕਵਰ
blanking,ਰੱਦ ਕਰਨਾ
blast,"ਧਮਾਕਾ, ਧਮਾਕਾ, ਝੱਖੜ"
bleeder,"savika, bleeder, savi"
blind,"ਭੇਸ, ਅੰਨ੍ਹਾ"
Bloch theorem,ਬਲੋਚ ਦਾ ਸਿਧਾਂਤ
blocking,"ਬਲਾਕ, ਬਲਾਕ, ਰੁਕਾਵਟ"
blow,"ਉਡਾਉਣ, ਉਡਾਉਣ, ਉਡਾਉਣ"
blue print,ਬਲੂ ਪ੍ਰਿੰਟ
blur circle,ਅਸਪਸ਼ਟਤਾ ਚੱਕਰ
blurred,ਅਸਪਸ਼ਟ
bob,"ਗੇਂਦ, ਗੋਲਾ, ਪੈਂਡੈਂਟ"
body,"ਸਰੀਰ, ਵਸਤੂ"
body capacitance,ਸਰੀਰਕ ਸਮਰੱਥਾ
