Punjabi,Gujarati
ਏਟੀਓਲੋਜੀ (ਐਟਾਇਜੀੋਲੋਜੀ),એટીઓલોજી (ઇટીઓલોજી)
ਕਥਾ,વનીકરણ
ਅੰਦੋਲਨ,આંદોલન
ਆਕਮਾਰਕ,ગુનો
ਅਗਰਾਰੀਅਨ,કૃષિ
ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ,કૃષિ ચિકિત્સક
ਖੇਤੀਬਾੜੀ ਕਿਰਤ,કૃષિ -મજૂર
ਖੇਤੀਬਾੜੀ ਮਾਰਕੀਟਿੰਗ,કૃષિ
ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ,કૃષિ પ્રૌ નગર
ਖੇਤੀ ਬਾੜੀ,કૃષિ
ਐਗਰੀਸਿਲਵੀਕਲਚਰ,કૃષિવિજ્icultureાની
ਖੇਰਤ,કૃષિવિવિધિ
ਖੇਤੀਬਾਜੀਕਲ ਨੁਕਸ,કૃષિવિજ્ologicalાનની ખામી
ਅਗਾਹੀਵੋਲੋਜੀ,કૃષિવિજ્iologyાન
ਐਗ੍ਰੋਕਲਮੈਟਿਕ ਵਿਭਿੰਨਤਾ,કૃષિ વિવિધતા
ਅਗਰੋਕਲਮੈਟਿਕ ਜ਼ੋਨਿੰਗ,કૃષિવિજ્ingાન
ਐਗਰੋਫੋਰੈਸਟਰੀ,કૃષિ -પ્રવેશ
ਖੇਤੀਬਾਜੀ,કૃષિવિજ્ologyાન
ਖੇਤੀਬਾੜੀ,કૃષિવિજ્yાન
ਐਗ੍ਰੋਪਾਸਟਰਲ,જૂથબદ્ધ
ਸ਼ਿਕਾਰ,કૃષિ કે થાંભલા
ਐਗਰੋਸਟੋਲੋਜੀ,કૃષિવિજ્ologyાન
ਐਗਰੋਟਾਈਪ,કૃષિવંશ
ਏਅਰ ਪੌਦਾ,વિમાન
ਅਕੀਓਚੀ ਮਿੱਟੀ,અકીયોચી માટી
ਅਲਮੀਨੀਜ਼ਮ,માદા
ਐਲਫਿਸੋਲਸ,ક alંગું
ਐਲਗੀ,શેવાળ
ਐਲਗਲ ਰੋਗ,મૂર્ત રોગ
ਅਲਕਾਲੀ ਪਾਣੀ,ક્ષારયુક્ત પાણી
ਐਲਕਲੀਨ,ક્ષુદ્ર
ਐਲੀਲੇ,એલીલ
ਐਲਲੋਕਲਿਕਸ,એલેલોકેમિકલ્સ
ਅਲੇਲੋਮੋਰਫ,એલેલોમોર્ફ
ਅਲੇਲੋਪੈਥੀ,અખરોશ
ਐਲੀ ਫਸਲ,એલી પાક
ਅਲੋਕਰੇਪੀ,ફાળવણી
ਆਲੋਗਮ,સહ -સંબંધ
ਐਲੋਮੈਟਰੀ,એલોમેટ્રી
ਐਲੋਪੋਲਾਈਵਲਾਈਡ,ફિલોપ્લોઇડ
ਐਲੋਸਮੈਨੈਪਸਿਸ (ਐਲੋਸਿਨੈਂਡਸਿਸ),એલોસિનાપ્સિસ (એલોસિન્ડિસિસ)
ਵਿਕਲਪਿਕ ਬੇਅਰਿੰਗ,વૈકલ્પિક બેરિંગ
ਵਿਕਲਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,વૈકલ્પિક જમીનનો ઉપયોગ
ਅੰਬੀਨਟ,ઠેકડેલું
ਅਮਜੀਗਤ,ઉદ્ધત
ਅਮਿਤੋਸਿਸ,ક્ષુત્વ
ਅਮਿਨਾਜਾਈਜ਼,મરણોત્તર
ਅਨੁਮੋਧ,ચંદ્ર
ਅਮੋਨੀਫਾਇਰ,એમોનિફાયર
ਅਮੋਰਫ,આતુર
ਐਮਫੀਮਿਕਸਿਸ,Amાળ
ਐਮਫੋਟੇਰਿਕ,અતિશય
ਐਨਾਬੋਲਿਜ਼ਮ,અનોખા
ਅਨੀਰੋਬ,એનોરોબ
ਅਨੀਉਟਲੋਇਡ,Anડતું
ਕੋਣ ਲਾਉਣਾ,અંકિત -વાવેતર
ਪਸ਼ੂ ਪਾਲਣ,પશુપાલન
ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ,પશુ ઇનકાર
Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ,સજીવ
ਅਨੀਸੋਪਲੋਇਡ,શિરદર્શક
ਸਾਲਾਨਾ ਪੌਦਾ,વાર્ષિક પ્લાન્ટ
ਸਾਲਾਨਾ,વાર્ષિક
ਐਥੇਸਮਿਸ,કળશ
ਐਂਥ੍ਰੈਕਸ,એક જાતની નશરીય
ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ,માનવ -પરિબળ
ਐਂਟੀਬਾਇਸਿਸ,એન્ટિબાઈસિસ
ਐਂਟੀਬਾਇਓਟਿਕ,એન્ટિબાઇટર
ਐਂਟੀਡੋਟਾ,મારોશત
ਐਂਟੀਆਕਸੀਡੈਂਟਸ,એન્ટી ox કિસડન્ટો
Antitoxin,પુષ્પ
ਐਨਾਬੁਲਸ,હડંગું
Aphid,Apષધ
Apical ਮੁਕੁਲ,ક budદડી
ਏਪਿਕਲ ਦਬਦਬਾ,મડાગાંઠ
Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ),માપી (મધમાખી રાખવી)
ਅਪੋਮਿਕਸ,અનુવાદ
ਅਪੋਪੋਟੋਸਿਸ,એપોપ્ટોસિસ
ਅੰਤਿਕਾ,સંલગ્ન
ਭੁੱਖ,મોહક
ਲਾਗੂ ਕੀਤਾ,લાગુ કરવું
ਐਕੁਆਟਿਕ ਬੂਟੀ,જળચર નીંદણ
ਅਰਬੋਰੀਅਲ,વૃક્ષને લગતું
ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ,હવાઇકરણ
ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,સર્વસામાન્ય રેકોર્ડ
ਖੇਤਰ ਦੇ ਅੰਕੜੇ,ક્ષેત્ર આંકડા
ਖੇਤਰ,વિસ્તાર
ਐੱਫ.ਡੀ.ਆਈ.,શુષ્ક ઇકોસિસ્ટમ
ਅਰਿਲ,અણીદાર
ਖੁਸ਼ਬੂ,સુગંધ
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,સુગંધિત છોડ
ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ,સુગંધિત ચોખા
ਐਰੋਇੰਗ,તંગર
Espesisis,મહાપમાવર
Sseptic,ખસી
ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ,અજાતીય પ્રચાર
ਅਨੀ,પરાકાષ્ઠા
ਸੰਪਤੀ,અસ્ક્યામત
ਸਹਿਯੋਗ,આત્મસાત
ਐਸੋਸੀਏਸ਼ਨ,મંડળ
ਤੂਫਾਨੀ,આહલાદક
ਅਸਟੀਪਿਸਿਸ,અસમપ્રાપ્ત
ਅਟਵੀਵਾਦ,તૃષ્ણા
ਐਟੋਮਾਈਜ਼ਰ,અણમા
ਸ਼ੋਸ਼ਣ,કૃશતા
ਆਟੋਗ੍ਰਾਮ,સ્વતસ્તરી
ਆਟੋਲਿਸਸਿਸ,સ્વચાલનતા
ਆਟੋਮਿਡੇਸ਼ਨ,સ્વચાલિત થાંભલા
ਆਟੋਪਲਿਪਲਾਈਡ,સ્વોલપ્લોઇડ
Auxins,Uxક્સિન્સ
ਅੱਲ (ਬ੍ਰਿਸਟਲ),AWN (બરછટ)
ਬਦਾਮ,બદામ
ਐਲੋ,કુંવાર
ਅਮੈਸ਼ਨਥਸ,અમરાન્થસ
ਅਮਮੀ,ક amંગું
ਅੰਜਨ ਘਾਹ,અંજાન ઘાસ
ਐਂਥਿਰੀਅਮ,ગૂંજ
"ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ","ઓનલા, ભારતીય ગૂસબેરી"
ਸੇਬ,સફરજન
ਖੜਮਾਨੀ,દુર્દ્રાવી
ਅਰਬੀਅਨ ਜੈਸਮੀਨ,જાસ્મિન
ਅਰੇਕਾ ਗਿਰੀਦਾਰ,અરેકા અખરોટ
ਅਰਜੁਨ,ખલાસી
ਓਡੋਏਟਿਡਾ,અફેટીડા
ਸੁਆਹ,રાખ
ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ,અશોક વૃક્ષ
ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ),એશ્થમા નીંદણ (યુફોર્બિયા)
ਐਸਪੈਰਾਗਸ,શતાવરીનો શતાાયણ
ਆਵਾਕੈਡੋ,એવોકાડો
ਅਲਫਾਲਫਾ (LUSEREN),અલ્ફાલ્ફા (લ્યુસર્ન)
ਕੀੜੀਆਂ,કીડી
ਐਫੀਡਜ਼,એફિડ
ਆਰਮੀ ਕੀੜੀ,સૈન્યમાં
ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ,કૃષિ -અર્થશાસ્ત્રી
ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ,કૃષિ વિસ્તરણવાદી
ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ,કૃષિ -વિજ્ scientાન
ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ,ખેતી ઈજનેર
ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ,કેરોગવિજ્ologistાન
ਖੇਤੀਬਾਮੀ,કૃષિવિજ્istાની
ਅਸ਼ੋਲੀ,કૃષિવિજ્stાન
ਜਾਨਵਰ ਬ੍ਰੀਡਰ,પશુ સંવર્ધક
ਬੇਸਿਲਸ ਵਾਇਰਸ,બેસિલસ વાયરસ
ਬੈਸੀਲਸ,દંભ
ਬੈਕਟੀਰੀਆ,જીવાત
ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ,કોઇ
ਬੈਗਸ,મસાલા
ਸੰਤੁਲਨ ਸ਼ੀਟ,સરવૈયા
ਸੰਤੁਲਿਤ ਖਾਦ,શેતરાન
ਬਾਰ ਡਾਇਗਰਾਮ,આકૃતિ
ਸੱਕ,ભડકો
ਬੈਰੋਮੀਟਰ,બાહુદ માળખાં
ਬੰਜਰ,ઉજ્જડ
ਅਧਾਰ,પાયો
ਬੇਸਿਨ,ઉજવણી
ਬਾਸਿਪਟਲ,બીક
ਬਾਸੈਸਟਰਨੀਮ,દરિયાકાંઠે
ਬੇ ਮਾਨਸੂਨ,ચોમાસા
ਬੇਅਰਿੰਗ ਪੌਦਾ,પધ્ધદનો છોડ
ਬਿਸਤਰੇ,પથારી
ਬੇਡਰ,ઘાને
ਬਿਸਤਰੇ,નાળ
ਬੀਟ ਗੁੜ,બીટ દાળ
ਝੁਕੋ,ધૂન
ਬੈਲਟ,બેલ્ટ
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,લાભ આપતી કિંમતે વિશ્લેષણ
ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ),પક્ષપાતી (નમૂના)
ਬਨੀਅਲ,દ્વિવાર્ષિક
ਬਿਨੀਮਾਇਲ,દ્વિપદી
ਬਾਇਓਜੈਂਟ,જૈવિક
ਬਾਇਓਸੈਲਮੇਟ,જૈવ
ਬਾਇਓਨੇਰਜੀ,બાયનર્જી
ਬਯਨੋਮਿਕਸ,જીવવિજ્icsાન
ਬਾਇਓਰੇਟਰ,બાયરોએક્ટર
ਬਾਇਓਸਪੇਅਰ,જીવશોષ
ਬਾਇਓਟਿਕ,જૈવિક
ਬਾਇਓਟਾਈਪ,જંતુઓ
ਲਿੰਗੀ,દ્વિલિંગી
ਬਲੈਂਚਿੰਗ,નિસ્તેજ
ਧਮਾਕਾ,વિનોદ
ਮਿਸ਼ਰਣ,મિશ્રણ
ਝੁਲਸਣ,વાંક કા blવો
ਛਾਲੇ,ફટકો
ਨੀਲਾ ਇਨਕਲਾਬ,ક્રાંતિ
ਤਲ ਗਰਮੀ ਚੈਂਬਰ,તળિયે ગરમીનો ઓરડો
ਤਲ ਹੀਟ ਤਕਨੀਕ,તળિય ગરમીની તકનીક
ਬ੍ਰੈਨ,ક brંગું
ਸ਼ਾਖਾ,શાખા
ਬ੍ਰੀਚਲੇਟ,શાખા -શાખા -શાખ્ય
ਨਸਲ,ઉછેર
ਪ੍ਰਜਨਨ,ઉછેર
ਝਗੜਾ,કોઇ
ਬਰੂਦ,ક brંગું
ਉਭਰਦਾ,જાંબુડી
ਬਜਟ,અંદાજપત્ર
ਬਫਰ,બફર
ਬੱਲਬ,ગોળાકાર
ਬੈਂਟ,સંલગ્ન
ਉਪ-ਉਤਪਾਦ,પેટા-પેદાશ
ਬਾਬੂਬਦ ਬੱਬੀ,બબુલ બાવળ
ਬੇਬੀ ਮੱਕੀ,બાળક મકાઈ
ਬਾਲ,બેલ
ਬਿਲ,બાલ
ਬਾਲਸਮ,બાલસમ
ਬਾਂਸ,વાંસ
ਕੇਲਾ,કરડ
ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ,વડ નું વૃક્ષ
ਜੌ,જવ
ਬਾਰਨੀਅਰ ਬਾਜਰੇ,બાર્નેયાર્ડ બાજરી
ਤੁਲਸੀ,એક જાતનો છોડ
ਬਾਸਟਰਡ ਸੀਡਰ,બેસ્ટાર્ડ દેવદાર
ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ,બેસ્ટર્ડ માયરોબાલન
Bauhinia,બૌહિનીયા
ਬੇ ਬੇਰੀ,ખાડી
ਬੀਨ,બીન
ਚੁਕੰਦਰ,સલાદ
ਬੇਲਾਡੋਨਾ,બાલ્ટડોન્ના
ਬੇਰ,બેવકૂફ
ਸੋਰਸਮ,ઠપકો આપવો
ਸੁਪਾਰੀ,સોપારી
ਬਿਲੀਮਬੀ,બિલોમ્બી
ਕੌੜਾ ਬੈਰ,કડવી દારૂ
ਕਾਲਾ ਗ੍ਰਾਮ,કાળો ગ્રામ
ਕਾਲੀ ਨਾਈਟਸੈਡ,કાળી નાઈટશેડ
ਬੌਗੇਨਵਿਲੇਸਾ,બોગૈનવિલે
ਬੋਤਲ ਬੁਰਸ਼,બોટ
ਬੋਤਲ ਬਘਿਆੜ,બોટલ ગોળા
ਬਾਕਸ ਲੜੀ,બ boxટ -ઝાડ
ਬਰੈੱਡ ਫਲਾਂ,બ્રેડ ફળો
ਵਿਆਹ ਦੀ ਨਿੰਬੂ,લગ્ન સમારંભ
ਬ੍ਰਿੰਜਲ,શોરબકોર
ਬ੍ਰੌਡ ਬੀਨ,વ્યાપક બીન
ਬ੍ਰੋ CC ਓਲਿ,કોતરણી
ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ,બ્રસેલ્સ sprout
ਬੱਕਵੈਟ,બિયાં સાથેનો દાણો
ਬੁਟੀਆ,Butોરિયા
ਬੈਂਡਿਕੋਟ,એક જાતની નાની ભડકી
ਰਿੱਛ,સહન કરવું
ਬੀਟਲ,ભમરો
ਛਾਲੇ ਬੀਟਲ,ફોલ્લો ભમરો
ਨੀਲਾ ਬੁੱਲ,વાદળી બળદ
ਬੁਲ ਕੀੜਾ,Bણપત્ર
ਬਟਰਫਲਾਈ,બ butterટરફ્લાય
ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ,જીવાણુવિજ્ologistાની
ਬਾਇਓਕੈਮਿਸਟ,જૈવ રસાયણાકાર
ਜੀਵ ਵਿਗਿਆਨੀ,જીવવિજ્ologistાન
ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ,જીવવિજ્ologistાની
ਬੋਟੈਨਿਸਟ,વનસ્પતિશાસ્ત્ર
ਸੀ ਨਮੀ ਦੇ ਗੁਣ,સી ભેજ લાક્ષણિકતા વળાંક
ਕੇਕ,કેક
ਕੈਲਕਿਸ,ગુણવાળું
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,ચુન્યાસ
ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ,ફોસ્ફેટનું ગણતરી
ਕਲੇਸ਼,ઉશ્કેરાટ
ਕਾਲਸ,ક callલસ
ਕੈਲੀਕਸ,Calાળ
ਕੈਲੀਕਸ-ਐਂਡ,ક calલિક્સનો અંત
ਕੈਮਬੀਅਮ,કણસ
ਕੈਨਕਰ,ક canંગું
ਕੈਨਿੰਗ,ડબ્બા
ਕੈਨੋਪੀ,છત્ર
ਪੂੰਜੀ,પાટનગર
ਕੈਪਟੇਸ਼ਨ,કરચલીકરણ
ਕੈਪਸੂਲ,ક capંગલ
ਕਾਰਬੋਨੇਟਡ,કાર્બન
ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ,કાર્બનલાઇઝેશન
ਕਾਰਪਲ,કળ
ਕਾਰਪਸ,કળશ
ਕਾਸਟਿੰਗ,કિલ્લો
ਕੈਟਾਬੋਲਿਜ਼ਮ,વિસર્જન
ਉਤਪ੍ਰੇਸਿਆ,ઉદ્દીપન
ਕੇਟਰਪਿਲਰ,ઈયળ
ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ,સી-ડી.એન.એ.
ਛੱਤ,છત
ਸੈੱਲ,ઓરડું
ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ,કેન્દ્રીય નેતા પદ્ધતિ
ਕੇਂਦਰਿਤ,કેન્દ્ર બનાવવી
ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ,કેન્દ્રો
ਸੈਂਟਰਿਫਿ ize ਜ,કેન્દ્ર
ਸੈਂਟਰਿਓਲ,કેન્દ્ર
CentRogenic,કેન્દ્રોવાળું
ਸੈਂਟੀਗਨੌਜ਼,કેન્દ્રો
ਚੱਕਰ,કરકસર
ਅਨਾਜ,ધારણ
ਸਰਟੀਫਿਕੇਸ਼ਨ,પ્રમાણપત્ર
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,પ્રમાણિત બીજ
ਤੂਫਾਨ,કણ
ਚਮਜ਼ਾ,ચલાઝા
ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ,વાદળવિજ્ismાન
ਚਿਆਸਮਾ,જાંબુડિયા રંગ
ਚਿਲਿੰਗ ਘੰਟੇ,ઠંડક કલાકો
ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ,ઠંડક ઇજા
Chimera,તંગ
ਚਲੋਟਰੈਠੀ,કળ
ਕਲੋਰੋਫਿਲ,હરિતદ્રવ્ય
ਕਲੋਰੋਸਿਸ,હરિતદ્રવ્ય
ਕਲੋਰੋਲੋਜੀ,હરિતદ્રવ્ય
Chrimindidd,ક્રોમેટિડ
ਕ੍ਰੋਮੈਟਿਨ,ક્રોમટિન
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,ક્રોમશલિઓ
ਕ੍ਰੋਮੈਟੋਲਸਿਸ,ક્રોધિતતા
ਕ੍ਰੋਮੋਸੀਸਟਰ,ક્રોમોસેન્ટ્રી
ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ,ક્રોમતત્વ
ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ,રંગભૂમિ
ਕ੍ਰੋਮੋਸੋਮ,રંગબેરંગી
ਦੀਰਘ,કાયમી
ਸਾਇੰਗ,સિત્તર
ਕਲੇਡਡ,કવડો
ਵਰਗੀਕਰਣ,વર્ગીકરણ
ਮਿੱਟੀ,માટી
ਸਫਾਈ,સફાઈ
ਕਲੇਰਿਸਟਾਗਮੀ,રોટી
ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ,ઘાતકી ફળ
ਮੌਸਮ,વાતાવરણ
ਜਲਵਾਯੂ,આબોહવાવિજ્ologyાન
ਕਲੀਪਰ,જાડું
ਕਲੋਡ,ગાલ
ਕਲੋਨ,ક્લોન
ਬੱਦਲ,વાદળ
ਕਲੰਪ,ઝગડો
ਕਲੱਸਟਰ,ઝગડો
ਮੋਟੇ,બરછટ
ਕੋਟ (ਬੀਜ),કોટ (બીજ)
ਕੋਕੂਨ,કોપરો
ਸਿੱਕੇ,કોનઝાઇમ
ਏਕਤਾ,સુશોભન
ਕੋਇਰ,Coાંકણ
ਕੋਲੀੋਰਿਹਿਜ਼ਾ,કોયડો
ਕਾਲਰ,કોઠાર
ਕੋਲੋਇਡ (ਮਿੱਟੀ),કોલોઇડ (માટી)
ਕੋਲਮੂਲਾ,જાંબુડિયા રંગનું બનેલું
ਕਾਲਮ,કોલમ
ਰਿਮੈਂਸੀਵਾਦ,સંપ્રદાય
ਵਪਾਰਕ ਬੈਂਕ,વેપારી બેંક
ਕਮੋਡਿਟੀ,કોડ્યુ
ਕਮਿ Community ਨਿਟੀ,સમુદાય
ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ),કોમ્પેક્શન (માટીનું)
ਅਨੁਕੂਲਤਾ,સુસંગતતા
ਅਨੁਕੂਲਤਾ,સુસંગતતા
ਮੁਆਵਜ਼ਾ,વળતર
ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
ਪੂਰਕ ਫਸਲ,પૂરક પાક
ਗੁੰਝਲਦਾਰ,સંકુલ
ਭਾਗ,ઘટક
ਰਚਨਾ,-નું જોડાણ
ਖਾਦ,કંપોસ્ટ
ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ,સંયોજન વ્યાજ
ਗਣਨਾ,ગણતરી
ਕੰਪਿ computer ਟਰ,કોમ્પ્યુટર
ਧਿਆਨ ਟਿਕਾਉਣਾ,એકાગ્રતા
ਕੰਡੀਸ਼ਨਰ,શરત
ਚਾਲ-ਚਲਣ,વાહકતા
ਕੌਨਫਿਗਰੇਸ਼ਨ,ગોઠવણી
ਅਨੁਕੂਲਤਾ,સુસંગતતા
ਉਲਝਣ,મૂંઝવણભર્યું
ਸੰਜੋਗ,જોડાણ
ਕੁਨੈਕਟਿਵ,સંબંધક
ਸੰਭਾਲ,સંરક્ષણ
ਇਕਜੁੱਟ,એકીકરણ
ਹਲਕੇ,ઘટ
ਖਪਤਕਾਰ,ગ્રાહક
ਖਪਤ,વપરાશ
ਗੰਦਗੀ,દૂષણ
ਕੋਟੌਰ ਲਾਉਣਾ,સમોચ્ચ વાવેતર
ਸਮਾਲ,સમતૈલી
ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ,કરાર -ખેતી
ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ,નિયંત્રિત સંગ્રહ
ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ,સહકારી બેંક
ਸਹਿਕਾਰਤਾ,ભૌતિક
ਕਾੱਪੀਸ,ક copંગું
ਕੋਰਮ,કોતર
ਕੋਰੋਲਾ,કોથળી
ਕੋਰਟੇਕਸ,કોતરણી
ਲਾਗਤ,ખર્ચ
ਕੋਟੀਲਡਨ (ਬੀਜ),કોટિલેડોન (બીજ)
ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ,ધિરાણ મંડળી
ਕ੍ਰੈਡਿਟ,જમા
ਲੈਣਦਾਰ,લેણદાર
ਕਰੈਸਟ,ખરબચડું
Crinkle,કરચલી
ਸੰਕਟ,સંકટ
ਮਾਪਦੰਡ,માપદંડ
ਆਲੋਚਨਾਤਮਕ,વિવેકી
ਫਸਲੀ ਬੀਮਾ,પાક વીમો
ਫਸਲ ਲੋਨ,પાક -લોન
ਫਸਲ,પાક
ਕਰੂਪਿੰਗ ਖੇਤਰ,પાક વિસ્તાર
ਕਰਾਸ-ਅਨੁਕੂਲ,વળગાડ
ਤਾਜ (ਪੌਦਾ),તાજ (છોડ)
ਟੁਕੜਾ,ભડકો
ਛਾਲੇ,બંદર
ਕ੍ਰਿਪਟੌਗਮ,ગુપ્ત
ਕੂਲ (ਫਲ),કુલ (ફળો)
ਕੂਲਮ,ક culંગું
ਕਾਸ਼ਤਕਾਰ,ખેડૂત
ਕਾਸ਼ਤ,ખેતી
ਕਾਸ਼ਤਕਾਰ,ખેડૂત
ਸਭਿਆਚਾਰ,સંસ્કાર
ਕਰਿੰਗ,ઉપચાર
ਕਰਲਿੰਗ,કરચલી
ਮੁਦਰਾ,ચલણ
ਕਟੀਲ,પહાડીચણો
ਕੱਟਣਾ,કાપવા
ਗੱਠ,કોતરણી
Cytochromo,કોયડો
ਸਾਈਨੋਗਮੀ,ચિત્ત્રમણિકા
Cytegeenesis,ચક્રાક્રમ
ਸਾਇਟਾਈਜਨੇਟਿਕ,સાયટોજેનેટિક્સ
ਸਾਇਟੋਕਿਨੇਸਿਸ,ચિત્તભ્રમ
ਸਾਇਟੋਲੋਜੀ,મનોહરવિજ્ cyાન
ਸਾਈਂਟਾਈਸਿਸ,કોયતરો
