Malayalam,English
ആന്റി-റിഫ്ലക്ടീവ് കോട്ടിംഗ്,Anti-reflection coating
ആന്റിലോഗിൻ ആംപ്ലിഫയർ,Anti-log amplifier
antiresonant സർക്യൂട്ട്,Anti-resonant circuit
ദ്വാരക കാലഘട്ടം,Aperture time
വെർച്വൽ പവർ,Apparent power
വയർ കണക്ഷൻ,Apparent wiring
ഏകദേശ വോൾട്ടേജ് നേട്ടം,Approximate voltage gain
ആംസ്ട്രോങ് മോഡുലേറ്റർ,Armstrong modulator
ആന്റിന അറേ,Arrays of antenna
"വലുപ്പ അനുപാതം, വീക്ഷണ അനുപാതം",Aspect ratio
ഫ്ലോട്ടിംഗ് സർക്യൂട്ട് (സ്വതന്ത്ര ഓപ്പറേറ്റിംഗ് സർക്യൂട്ട്),Astable circuit (free running circuit)
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,Astable multivibrator
ഫ്ലോട്ടിംഗ് മൾട്ടിവൈബ്രേറ്റർ,Astable multivibrator
അസമമായ ജംഗ്ഷൻ,Asymmetrical junction
അസിൻക്രണസ് കാൽക്കുലേറ്റർ,Asynchronous counters
ആണവ,Atom
ആറ്റോമിക നമ്പർ,Atomic number
ആറ്റോമിക് ഘടന,Atomic structure
ഓഡിയോ ആംപ്ലിഫയർ,Audio amplifier
ഓഡിയോ ആംപ്ലിഫയർ,Audio amplifier
ഓഡിയോ കാസറ്റ്,Audio cassette
ഓഡിയോ സർക്യൂട്ട്,Audio circuit
കേൾക്കാവുന്ന ആവൃത്തി,Audio frequency
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് നിയന്ത്രണം,Automatic voltage control
ഹിമപാതം,Avalanche
ശരാശരി ഡിറ്റക്ടർ,Average detector
അക്ഷീയ മോഡ്,Axial mode
അക്ഷീയ അനുപാതം,Axial ratio
ആന്റിന,Antenna
ബാക്ക് ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്,Back e.m.f.
പിൻ പ്രദേശം,Back field
തിരികെ ചിതറിക്കിടക്കുക,Back scattering
പശ്ചാത്തല ചാർജ്,Background charge
സൈഡ് ശബ്ദം,Background noise
പിന്നോക്കാവസ്ഥ,Backlash
പിൻഭാഗത്തെ വികിരണം,Backlobe radiation
ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്,Backward diode
ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ,Backward wave oscillator
"തടസ്സം, തടസ്സം",Baffle
തടസ്സം,Baffle shield
സമതുലിതമായ പാലം,Balanced bridge
സമതുലിതമായ മോഡുലേറ്റർ,Balanced demodulator
സമതുലിതമായ മോഡുലേറ്റർ,Balanced modulator
സമതുലിതമായ സർക്യൂട്ട്,Balanced network
സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ,Balancedslope detector
നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം,Ballast resistors
ബൊലോമീറ്റർ,Balometer
ബോലോമീറ്റർ പാലം,Balometer bridge
ബലൂണ്,Balun
ബനാന ജാക്ക്,Banana jack
ബനാന പ്ലഗ്,Banana plug
"ബാൻഡ്, ബാൻഡേജ്",Band
ബാൻഡ് ഡ്രൈവർ,Band conduction
ബാൻഡ് ഊർജ്ജം,Band energy
ബാൻഡ് വിടവ്,Band gap
ബാഡ്പാർക്ക് ആംപ്ലിഫയർ,Band pass amplifier
ബാൻഡ് പാസ് ഫിൽട്ടർ,Band pass filter
ബോഡ് റേറ്റ് ജനറേറ്റർ,Baud rate generator
ബാൻഡ് ഡിസ്പെർഷൻ,Band spreading
ബാൻഡ് റെസിസ്റ്റർ,Band stop
ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ,Band stop filter
ബാൻഡ് വിപുലീകരണം,Band width
ബാൻഡ് റിമൂവർ ഫിൽട്ടർ,Band-elimination filter
ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ,Bandwidth dispersion product
ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ,Bandwidth distance product
"ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ",Bank capacity
"ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്",Barker code
barravaugen മാനദണ്ഡം,Barkhausen criterion
ബാരേറ്റർ,Barretter
തടസ്സം,Barrier
ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ,Barrier capacitor
തടസ്സം ഊർജ്ജം,Barrier energy
റെസിസ്റ്റർ വോൾട്ടേജ്,Barrier voltage
ബാർട്ട്ലെറ്റ് വിൻഡോ,Bartlett window
"അടിസ്ഥാനം, അടിസ്ഥാനം",Base
അടിസ്ഥാന ബാൻഡ്,Base band
അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ,Base band transmission
അടിസ്ഥാന ചാർജ്,Base charge
അടിസ്ഥാന കറന്റ്,Base current
അടിസ്ഥാന നിലവിലെ ഉറവിടം,Base current source
അടിസ്ഥാന കത്രിക,Base dipping
ആധാർ മദൻ,Base doping
അടിസ്ഥാന എമിറ്റർ ഫീഡ്,Base emitter feedback
അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ,Base emitter junction
അടിസ്ഥാന കുത്തിവയ്പ്പ്,Base infection
ഗ്രൗണ്ട് ലൈൻ,Base line
അടിസ്ഥാന പ്രതിരോധം,Base resistance
അടിസ്ഥാന ഉറവിടം,Base source
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,Base spreading resistance
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,Base spreading resistance
അടിസ്ഥാന കനം,Base thickness
അടിസ്ഥാന പ്രവേശനം,Base transport
"ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ",Base width modulation
അടിസ്ഥാന കളക്ടർ ഉടമ്പടി,Base-collector junction
മണം,Bass
ബാസ് ആവൃത്തി,Bass frequency
ബാറ്ററി,Battery
ബൗഡ്,Baud
ബാഡ് നിരക്ക്,Baud rate
ബോഡ് റേറ്റ് ജനറേറ്റർ,Baud rate generator
ബോഡോ കോഡ്,Baudot code
"സിഗ്നൽ, ബീക്കൺ",Beacon
"മാണിക, ബീഡ്",Bead
മാനിക് കപ്പാസിറ്റർ,Bead capacitor
മണികർത്താപി റെസിസ്റ്ററുകൾ,Bead thermister
"ബീം ആന്റിന, ബീം ആന്റിന",Bean antenna
ബീം ഡിറ്റക്ടർ,Beam finder
ബീം പവർ ഹോസ്,Beam power tube
ബീം സ്വിച്ചിംഗ് നോസിലുകൾ,Beam switching tube
ബീം വികാസം,Beam width
അടി ആവൃത്തി,Beat frequency
ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ,Beat frequency oscillator
പൾസ് ഓസിലേറ്റർ,Beat oscillator
മണി,Bel
വളയുന്ന നഷ്ടം,Bending loss
ബെസൽ ഫിൽട്ടർ,Bessel filter
ബീറ്റ,Beta
b-h വക്രം,B-H curve
"പക്ഷപാതം, പക്ഷപാതം",Bias
ബയസ് കറന്റ്,Bias current
പക്ഷപാത പ്രതിരോധം,Bias resistor
ഇരട്ട ആന്റിന,Biconical antenna
ദ്വിദിശ ലോഡ് കറന്റ്,Bidirection load current
ദ്വിദിശ ആന്റിന,Bi-directional antenna
ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്,Bidirectional LED
ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ,Bidirectional thyristor
bi FET സാങ്കേതികവിദ്യ,Bi-FET technology
ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ,Bifilar transformer
ഇരട്ട സംയോജനം,Bifilar winding
ഉഭയകക്ഷി സർക്യൂട്ട്,Bilateral network
ബൈനറി,Binary
ബൈനറി തുക,Binary addition
ബൈനറി സർക്യൂട്ട്,Binary circuit
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,Binary coded decimal (BCD)
ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം,Binary coded decimal system
ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ,Binary commutating capacitor
ബൈനറി കാൽക്കുലേറ്റർ,Binary counter
ബൈനറി കാൽക്കുലേറ്റർ,Binary counter
ബൈനറി ഡീകോഡർ,Binary decoder
ബൈനറി ഗോവണി,Binary ladder
ബൈനറി പാത്തോമീറ്റർ,Binary odometer
ബൈനറി അവസ്ഥ,Binary state
ബൈനറി-ഡെസിമൽ ഡീകോഡർ,Binary to decimal decoders
ബൈനറി ലോഡ്,Binary weight
ബൈനറി വാക്കുകൾ,Binary word
ബൈപോളാർ,Bipolar
ബൈപോളാർ കപ്പാസിറ്റർ,Bipolar capacitor
ബൈപോളാർ ഉപകരണം,Bipolar device
ബൈപോളാർ ഉറവിടം,Bipolar power supply
ബൈപോളാർ ട്രാൻസിസ്റ്റർ,Bipolar transistor
ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ,Bipolar junction transistor
ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ,Biquad filter
ഇരട്ട സ്ഥാനം,Bistable
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,Bistable multivibratic
ദ്വിദിശ റിലേ,Bistable relay
രണ്ട്-ഘട്ട സംസ്ഥാനം,Bistable state
രണ്ട്-സ്ഥാന ട്രിഗർ,Bistable trigger
ബിറ്റ് പിശക്,Bit error
ബിറ്റ് പിശക് നിരക്ക്,Bit error rate (BER)
ബിറ്റ് പിശക്,Bit error
ബിറ്റ്കാൽ പിശക്,Bit timing error
അന്ധമായ പെട്ടി,Black box
ഘനീഭവിച്ച പൾസ്,Blanking pulses
സ്രഷ്ടാവ്,Bleeder
സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ,Bleeder resistor
അന്ധത,Blind speed
സെഗ്മെന്റ് ഡയഗ്രം,Block diagram
തടസ്സം തടയൽ,Block impedance
ശകലം കൈമാറ്റം,Block transfer
തടസ്സപ്പെടുത്തുക,Blocking
തടയൽ കപ്പാസിറ്റർ,Blocking capacitor
റെസിസ്റ്റർ കപ്പാസിറ്റർ,Blocking capacitor
തടയുന്ന ഓസിലേറ്റർ,Blocking oscillator
തടയുന്ന ഓസിലേറ്റർ,Blocking oscillator
റെസിസ്റ്റർ വോൾട്ടേജ്,Blocking voltage
ഊതുന്നയാൾ,Blower
ബോഡ് ഡയഗ്രം,Bode diagram/plot
വോൾട്ട്സ്മാൻ ബന്ധം,Boltzmann relation
വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം,Boltzmann's constant
ബോണ്ട്,Bond
ബന്ധിത സ്ട്രെയിൻ ഗേജ്,Bonded strain gauge
സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ,Boot strapping amplifier
ബൂളിയൻ ബീജഗണിതം,Boolean algebra
ബൂളിയൻ സമവാക്യം,Boolean equation
ബൂട്ട് സ്ട്രാപ്പൺ,Boot strapping
ബൂത്തിന്റെ അൽഗോരിതം,Booth's algorithm
ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്,Bootstrap sweep circuit
bosscutts ഭരണം,Bosanquert's law
ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്,"Bose-Chaudhary-Hoeckingham
 (BCH) code"
"ചാടുക, ചാടുക",Bounce
ബന്ധിത ഇലക്ട്രോൺ,Bound electron
ബ്രാഗ് റിഫ്ലക്ടർ,Bragg reflector
ഇഴചേർന്ന വയർ,Braided wire
ശാഖ,Branch
ശാഖകൾ,Branching
പരീക്ഷണ ബോർഡ്,Bread board
ബ്രേക്ക് സോൺ,Break down region
ബ്രേക്കിംഗ് വോൾട്ടേജ്,Break down voltage
ബ്രേക്ക്ഡൗൺ ഡയോഡ്,Breakdown diode
ഒടിവ് പരിഹരിക്കൽ,Breakdown rating
ബ്രേക്കിംഗ് വോൾട്ടേജ്,Breakdown voltage
പാലം,Bridge
പാലം റക്റ്റിഫയർ,Bridge rectifier
വിശാലമായ ബാൻഡ്,Broad band
ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്,Broad cast band
ആസ്ട്രൽ അറേ,Broad side array
പ്രക്ഷേപണം,Broadcast
ബ്രോഡ്കാസ്റ്റ് ആന്റിന,Broadcast antenna
ബ്രോഡ്കാസ്റ്റ് റിസീവർ,Broadcast receiver
ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ,Broadcast receiver frequency
പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ,Broadcast transmitter
ബൂസ്റ്റർ ആന്റിന,Booster
ബസ് ആന്റിന,Bruce antenna
ബ്രഷ് നിമജ്ജനം,Brush discharge
ബബ്ലിംഗും ഗേറ്റും,Bubbled AND gate
ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്,Bubbled OR gate
ബബ്ലി മെമ്മറി,Bubble memory
വോൾട്ടേജ് നഷ്ടപരിഹാരം,Bucking voltage
ബഫർ,Buffer
ബഫർ ആംപ്ലിഫയർ,Buffer amplifier
ബഫർ സർക്യൂട്ട്,Buffer circuit
ബഫർ ഓപ്പറേറ്റർ,Buffer driver
ബഫർ രജിസ്റ്റർ,Buffer register
ബൾബ്,Bulb
ജനസംഖ്യാ പ്രഭാവം,Bulk effect
മാക്രോ അർദ്ധചാലക ഉപകരണം,Bulk semi-conductor device
കുല,Buncher
മുങ്ങിയ കൈമാറ്റം,Burried crossover
മുങ്ങിയ പാളി,Burried layer
മുങ്ങിയ കോൺടാക്റ്റ്,Burrier contact
സ്ഫോടന ആംപ്ലിഫയർ,Burst amplifier
സ്ഫോടന കവർ,Burst blanking
സ്ഫോടനം വെടിവയ്പ്പ്,Burst firing
സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ,Burst gate amplifier
ബർസ്റ്റ് മോഡ്,Burst mode
സ്ഫോടനം സെപ്പറേറ്റർ,Burst separator
സ്ഫോടന സിഗ്നൽ,Burst signal
ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്,Burst-error correcting code
മതി,Bus
ബസ് ബാർ,Bus bar
ബസ് സംഘടന,Bus organisation
ബസ് സ്റ്റാൻഡേർഡ്,Bus standard
വെറും നൈമിഷികം,Bus transient
വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ,Butter worth filter
bnc വയർ,BNC cable
BNC ജോയിന്റർ,BNC connector
വഴിയിൽ,By pass
ബൈപാസ് കപ്പാസിറ്റർ,Bypass capacitor
ബൈറ്റ്,Byte
വി ബാൻഡ്,C band
സി ബാൻഡ് ആന്റിന,C band antenna
വയർ,Cable
വയർ റൂട്ടിംഗ്,Cable routing
ടെലിഗ്രാഫ് ടെലിവിഷൻ,Cable version
കാഷെ മെമ്മറി,Cache memory
സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്,Caesium frequency standard
കാൽക്കുലേറ്റർ,Calculator
കാലിബ്രേഷൻ,Calibration
കോൾ വിലാസം,Call address
കോൾപിറ്റ് ഓസിലേറ്റർ,Colpitt's oscillator
ക്യാം കോർഡറുകൾ,Camcorder
ക്യാമറ,Camera
ക്യാമറ ഹോസ്,Camera tube
കാൻഡല,Candela
മെഴുകുതിരി ശക്തി,Candle power
കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്,Cantilever strain gauge
പിടിക്കുന്നു,Capacitance
കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ,Capacitance blood pressure transducer
ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ,Capacitance distributor
ഉടമ്പടി നിലനിർത്തൽ,Capacitance junction
കപ്പാസിറ്റൻസ് ഗേജ്,Capacitance meter
പിടിക്കുന്ന കളക്ടർ,Capacitance pick-up
കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം,Capacitive reactance
"കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ",Capacitive transducer
കപ്പാസിറ്റർ,Capacitor
കപ്പാസിറ്റർ ബാങ്ക്,Capacitor bank
കപ്പാസിറ്റർ ഫിൽട്ടർ,Capacitor filter
കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ,Capacitor input filter
വിഞ്ച് മോട്ടോർ,Capstan motor
പുള്ളി സെർവോ ബോഡി,Capstan servo system
ചാർക്കി,Capston
പിടിക്കുക,Capture
ക്യാപ്‌ചർ വിഭാഗം,Capture cross-section
ക്യാപ്‌ചർ പ്രഭാവം,Capture effect
കാരിയർ ശബ്ദ അനുപാതം,Carrier to noise ratio (CNR)
കാർ റേഡിയോ,Car radio
കാർബൺ റെസിസ്റ്റർ,Carbon resistor
കാർഡ് റീഡർ,Card reader
കാർഡിയോയിഡ് ഡയഗ്രം,Cardiod diagram
വണ്ടി,Carriage
വണ്ടി മടക്കം,Carriage return
വാഹകൻ,Carrier
കാരിയർ ആശയവിനിമയം,Carrier communication
കാരിയർ ഏകാഗ്രത,Carrier concentration
കാരിയർ ആവൃത്തി,Carrier frequency
കാരിയർ പുനരുൽപാദനം,Carrier generation
കാരിയർ ലെവൽ,Carrier level
കാരിയർ ജീവിതം,Carrier life time
കാരിയർ മൊബിലിറ്റി,Carrier mobility
കാരിയർ ഗുണനം,Carrier multiplication
കാരിയർ ശബ്ദ നില,Carrier noise level
കാരിയർ ശ്രേണി,Carrier range
കാരിയർ വീണ്ടെടുക്കൽ സർക്യൂട്ട്,Carrier recovery circuits
കാരിയർ വീണ്ടും ചേർക്കൽ,Carrier reinsertion
ചാലക വിസരണം,Carrier scattering
കാരിയർ അടിച്ചമർത്തൽ,Carrier suppression
കാരിയർ കൂട്ടിൽ,Carrier trapping
കാരിയർ വേഗത,Carrier velocity
കൈ കട്ട്,Carry bit
പതാക നടത്തി,Carry flag
"കൈവശരേഖ, കൈവശാവകാശ രജിസ്റ്റർ",Carry register
പോർട്ടബിൾ ജനറേറ്റർ,Carry-generator
കാർസൺ നിയമം,Carson's rule
കാട്രിഡ്ജ് ഫ്യൂസ്,Cartridge fuse
കാട്രിഡ്ജ് ടേപ്പ്,Cartridge tape
കാരി ഫോസ്റ്റർ പാലം,Carry foster bridge
സ്റ്റെപ്പ് ആംപ്ലിഫയർ,Cascade amplifier
ഗ്രേഡേഷൻ,Cascading
കാസ്കേഡ് ആംപ്ലിഫയർ,Cascade amplifier
"കാസ്‌കോഡ് ആംപ്ലിഫയർ, സ്റ്റെപ്പ് ആംപ്ലിഫയർ",Cascode amplifier
കാസറ്റ്,Cassette
പ്രേരണ,Catalysis
ക്യാപ്റ്റീവ് കോട്ടർ,Catcher cavity
കാഥോഡ്,Cathode
കാഥോഡ് ട്രെയിലിംഗ്,Cathode follower
കാഥോഡ് ട്രെയിലിംഗ് ആംപ്ലിഫയർ,Cathode follower amplifier
കാഥോഡ് ലുമിനൻസ്,Cathode luminescence
കാഥോഡ് മെറ്റീരിയൽ,Cathode material
കാഥോഡ് റേ ഓസിലോസ്കോപ്പ്,Cathode ray oscilloscope (CRO)
കാഥോഡ് റേ ട്യൂബ്,Cathode ray tube (CRT)
കാഥോഡ് കണിക നിക്ഷേപം,Cathode sputtering
കാഥോഡ് ലുമിനൻസ്,Cathode luminescence
കയർ ഫിൽട്ടർ,Cauer filter
കവർ ഫിൽട്ടർ,Caver filter
കോടോർ,Cavity
ആന്ട്രൽ റേഡിയേഷൻ,Cavity radiation
cotter resonator,Cavity resonator
ഫാറ്റ് ചാർജ് കപ്പിൾഡ് ഉപകരണം (CCD),CCD (=charge couled device) amplifier
സിഡി റോം,CD-ROM
സിഡി റോം ഡ്രൈവ്,CD-ROM drive
സെൽ (ബാറ്ററി),Cell (battery)
കേന്ദ്ര വിഭവ ഘടകം,Central processing element
കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്,Central processing unit (CPU)
സെൻട്രൽ പ്രൊസസർ,Central processor
ശരാശരി സ്കെയിൽ,Central value
മിഡ് ഫ്രീക്വൻസി,Centre frequency
മധ്യ എക്സ്ഹോസ്റ്റ് ട്രാൻസ്ഫോർമർ,Centre tapped transformer
"സെറാമിക്, കളിമണ്ണ്",Ceramic
സെറാമിക് ഫില്ലർ,Ceramic filler
സെറാമിക് ഫിൽറ്റർ,Ceramic filter
സെറാമിക് മെറ്റീരിയൽ,Ceramic material
സെറാമിക് റെസൊണേറ്റർ,Ceramic resonator
സെറാമിക് ശബ്ദ റിസീവർ,Ceremic phono pick up
cerenkov കാൽക്കുലേറ്റർ,Cerenkov counter
സർമാറ്റ്,Cermet
ചാൽകോജെനൈഡ്,Chalcogenoid
കാൽകോപൈറൈറ്റ്,Chalcopyrite
"ചാനൽ, ചാനൽ",Channel
ചാനൽ ബാൻഡ് വിപുലീകരണം,Channel bandwidth
ചാനൽ കോഡർ,Channel encoder
ചാനൽ ആവൃത്തി,Channel frequency
ചാനൽ സ്വഭാവം,Channel selector
ചാനൽ വേർതിരിക്കൽ,Channel separation
ചാനൽ സിദ്ധാന്തം,Channeling theory
പ്രതീക ജനറേറ്റർ,Character generator
സ്വഭാവം തിരിച്ചറിയൽ,Character recognization
സ്വഭാവ പ്രതിരോധം,Characteristic impedance
ചാർജ് കാരിയർ,Charge carrier
ചാർജ് നിയന്ത്രണ പാരാമീറ്റർ,Charge control parameter
ചാർജ്ജ് കപ്പിൾഡ് ഉപകരണം,Charge coupled device
ചാർജ് കപ്പിൾഡ് റാൻഡം ആക്സസ് മെമ്മറി,Charge coupled random access memory
ചാർജ് സാന്ദ്രത,Charge density
ചാർജ് ഇൻജക്ഷൻ ഉപകരണം,Charge injection device
ചാർജ് നഷ്ടം,Charge loss
ചാർജ് പമ്പിംഗ്,Charge pumping
ചാർജ് സെൻസിംഗ് ആംപ്ലിഫയർ,Charge sensitive amplifier
ചാർജ് സംഭരണം,Charge storage
ചാർജ്ജ് കണങ്ങൾ,Charged particle
വികാരാധീനമായ,Charger
ഫ്രെയിം,Chassis
robyshev ഫിൽട്ടർ,Chebyshev filter
മൊത്തം പരിശോധിക്കുക,Check sum
ആവൃത്തി പരിശോധിക്കുക,Check up frequency
കെമിക്കൽ ബോണ്ട്,Chemical bond
രാസ നീരാവി നിക്ഷേപം,Chemical vapour deposition
ചൈൽഡ് ലോക്ക് സൗകര്യം,Child lock facility
ബാലനിയമം,Child's law
ചിപ്പ്,Chip
ചിപ്പ് സജീവമാക്കൽ,Chip enable
വീര്പ്പുമുട്ടുക,Choke
ഇടയ്ക്കിടെ,Choppar
ഇടയ്ക്കിടെയുള്ള ആംപ്ലിഫയർ,Chopper amplifier
ഇടയ്ക്കിടെയുള്ള ആംപ്ലിഫയർ,Chopper amplifier
ഇടവിട്ടുള്ള മോഡ്,Chopper mode
ക്രോമ ആംപ്ലിഫയർ,Chroma amplifier
സ്വഭാവ രേഖാചിത്രം,Chromaticity diagram
പിഗ്മെന്റേഷൻ,Chrominance
സർക്കിൾ ഡയഗ്രം,Circle diagram
സർക്യൂട്ട്,Circuit
സർക്യൂട്ട് വിശകലനം,Circuit analysis
സർക്യൂട്ട് ബ്രേക്കർ,Circuit breaker
സർക്യൂട്ട് ഡയഗ്രം,Circuit diagram
സർക്യൂട്ട് നൊട്ടേഷൻ,Circuit rotation
സർക്യൂട്ട് സ്വിച്ചിംഗ്,Circuit switching
വൃത്താകൃതിയിലുള്ള തരംഗ പാത,Circular wave guide
രക്തചംക്രമണം മെമ്മറി,Circulating memory
ബോണ്ടിംഗ് സർക്യൂട്ട്,Clamping circuit
ക്ലാപ്പ് ഓസിലേറ്റർ,Clapp oscillator
ക്ലാസ് എ ആംപ്ലിഫയർ,Class A amplifier
ക്ലാസ് എ] ബി] സി] ഡി പ്രവർത്തനങ്ങൾ,"Class A, B, C, D operation"
ക്ലാസ് ബി ആംപ്ലിഫയർ,Class B amplifier
ക്ലാസ് സി ആംപ്ലിഫയർ,Class C amplifier
ക്ലാസ് ഡി ആംപ്ലിഫയർ,Class D amplifier
എസ് ക്ലാസ് ബോഡി,Class S system
"പുറത്താക്കൽ, ശുദ്ധി",Clear
കത്രിക,Clipping
ഷീറിംഗ് സർക്യൂട്ട്,Clipping circuit
കാലാഡ്,Clock
ക്ലോക്ക് ആവൃത്തി,Clock frequency
ക്ലോക്ക് പൾസ് ജനറേറ്റർ,Clock pulse generator
