Punjabi,Tamil
ਨਕਲੀ ਵੇਰੀਏਬਲ,செயற்கை மாறி
ਚੜ੍ਹਨਾ,ஏறும்
ਵੱਧਦੇ ਹੋਏ,ஏறும்
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,அளவின் ஏறுவரிசை
ਚੜ੍ਹਦੀ ਲੜੀ,ஏறுவரிசை தொடர்
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,அசெம்பிளர் மொழி
ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ,பணி நியமன பிரச்சனை
ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,துணை சட்டம்
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,ஆபரேட்டர்களின் துணை சட்டம்
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,துணை செயல்பாடு
ਸੰਗਤ,கூட்டுறவு
ਮਤਲਬ ਮੰਨਿਆ,சராசரியாக கருதப்படுகிறது
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
ਧਾਰਨਾ,அனுமானம்
ਜੋਤਿਸ਼,ஜோதிடம்
ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ,விண்வெளி பொறியாளர்
ਖਗੋਲ ਵਿਗਿਆਨੀ,வானியலாளர்
ਖਗੋਲੀ ਘੜੀ,வானியல் கடிகாரம்
ਖਗੋਲ ਵਿਗਿਆਨ,வானியல்
ਅਸਮਿਤ ਵਕਰ,சமச்சீரற்ற வளைவு
ਅਸਮਿਤੀ,சமச்சீரற்ற தன்மை
asymptote,அறிகுறியற்றது
asymptotic,அறிகுறியற்ற
asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ,அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்
asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ,அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்
asymptotic ਵਿਵਹਾਰ,அறிகுறியற்ற நடத்தை
asymptotic ਵੰਡ ਫੰਕਸ਼ਨ,அறிகுறியற்ற விநியோக செயல்பாடு
asymptotic ਵਿਸਥਾਰ,அறிகுறியற்ற விரிவாக்கம்
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,வளிமண்டல அழுத்தம்
ਬੇਤਰਤੀਬੇ &#39;ਤੇ,சீரற்ற முறையில்
ਵਿਸ਼ੇਸ਼ਤਾ,பண்பு
ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ,மாதிரி செயல்முறை பண்புகளை
ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ,பெரிதாக்கப்பட்ட அணி
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,தன்னியக்க தொடர்பு குணகம்
ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ,தன்னியக்க தொடர்பு செயல்பாடு
autocovariance,தன்னியக்க மாறுபாடு
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,தானியங்கி கணினி
ਆਟੋਰਿਗਰੇਸ਼ਨ,தன்னியக்க பின்னடைவு
ਸਹਾਇਕ ਸਮੀਕਰਨ,துணை சமன்பாடு
ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ),சராசரி மாதிரி எண் வளைவு (ASN வளைவு)
axiom,கோட்பாடு
ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ,அச்சு அணுகுமுறை
ਸੰਭਾਵਨਾ ਦਾ axiom,நிகழ்தகவு கோட்பாடு
ਧੁਰਾ,அச்சு
abscissa ਦਾ ਧੁਰਾ,abscissa அச்சு
ਧਰਤੀ ਦੀ ਧੁਰੀ,பூமியின் அச்சு
ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ,புரட்சியின் அச்சு
ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ,சுழற்சியின் அச்சு
ਸਪਿਨ ਦਾ ਧੁਰਾ,சுழற்சியின் அச்சு
ਵਾਪਸ-ਸਥਾਪਨਾ,பின்-மாற்று
ਪਿਛਲਾ ਫਰਕ,பின்தங்கிய வேறுபாடு
ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ,பின்தங்கிய இடைக்கணிப்பு சூத்திரம்
ਸੰਤੁਲਨ,சமநிலை
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,சீரான வடிவமைப்பு
ਸੰਤੁਲਨ ਸ਼ੀਟ,இருப்புநிலை
ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ,பாலிஸ்டிக் ஏவுகணை
ਬੈਲਿਸਟਿਕਸ,பாலிஸ்டிக்ஸ்
ਪੱਟੀ,மதுக்கூடம்
ਅਧਾਰ,அடித்தளம்
ਅਧਾਰ ਕੋਣ,அடிப்படை கோணம்
ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ,மடக்கையின் அடிப்படை
ਬੁਨਿਆਦੀ,அடிப்படை
ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ,அடிப்படை சாத்தியமான தீர்வு
ਬੁਨਿਆਦੀ ਹੱਲ,அடிப்படை தீர்வு
ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ,அடிப்படை மாறி
ਆਧਾਰ,அடிப்படையில்
ਆਧਾਰ ਤੱਤ,அடிப்படை உறுப்பு
ਆਧਾਰ ਮੈਟਰਿਕਸ,அடிப்படை அணி
ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,ஒரு திசையன் இடத்தின் அடிப்படை
ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ,துணைவெளியின் அடிப்படை
ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ,பேய்சியன் மதிப்பீடு
ਬੇਸ ਦਾ ਕਾਨੂੰਨ,பேய்ஸ் சட்டம்
ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ,பேய்ஸ் தேற்றம்
ਬਰਨੌਲੀ ਵੰਡ,பெர்னோலி விநியோகம்
ਬਰਨੌਲੀ ਨੰਬਰ,பெர்னோலி எண்
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,பெர்னோலி நிகழ்தகவு செயல்பாடு
ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ,பெர்னோலியின் சமன்பாடு
ਬੇਰੀ ਫੰਕਸ਼ਨ,பெர்ரி செயல்பாடு
ਵਧੀਆ ਫਿੱਟ,சிறந்த பொருத்தம்
ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ,சிறந்த பொருத்தம் வரி
ਵਧੀਆ ਹੱਲ,சிறந்த தீர்வு
ਵਧੀਆ ਰਣਨੀਤੀਆਂ,சிறந்த உத்திகள்
ਬੀਟਾ ਵੰਡ,பீட்டா விநியோகம்
ਪੱਖਪਾਤ,சார்பு
ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ,பாரபட்சமான மதிப்பீடு
biharmonic ਸਮੀਕਰਨ,பைஹார்மோனிக் சமன்பாடு
ਦੋਭਾਗ,பிஜேக்ஷன்
ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ,இருமுனை வரைபடம்
ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ,பைஜெக்டிவ் மேப்பிங்
ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ,இருகோடி வடிவம்
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,இருமுனை செயல்பாடு
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ,இருமுனை ஹெர்மிடியன் வடிவம்
ਬਾਈਨਰੀ,பைனரி
ਬਾਈਨਰੀ ਕੋਡ,பைனரி குறியீடு
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,பைனரி குறியிடப்பட்ட தசம
ਬਾਈਨਰੀ ਕੋਡਿੰਗ,பைனரி குறியீட்டு முறை
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,பைனரி கணினி
ਬਾਈਨਰੀ ਅੰਕ,பைனரி இலக்கம்
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,பைனரி செயல்பாடு
ਬਾਈਨਰੀ ਸਿਸਟਮ,பைனரி அமைப்பு
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,பைனரி மாறி
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,ஈருறுப்புக் குணகம்
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,இருவகைப் பரவல்
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,ஈருறுப்புச் சமன்பாடு
ਬਾਇਨੋਮੀਅਲ ਵਿਸਤਾਰ,ஈருறுப்பு விரிவாக்கம்
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,ஈருறுப்பு வெளிப்பாடு
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,ஈருறுப்பு சீரற்ற மாறி
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,ஈருறுப்பு தேற்றம்
ਦੋਭਾਗ,இரு பிரிவு
ਦੋਭਾਗ ਵਿਧੀ,பிரித்தல் முறை
ਬਾਈਸੈਕਟਰ,இருவகை
biserial,இருமுறை
ਬਿੱਟ,பிட்
bivariate binomial distribution,இருவகை இருவகைப் பரவல்
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,இருவகை தொடர்பு குணகம்
ਦੋ-ਪੱਖੀ ਵੰਡ,இருவகை விநியோகம்
ਬਾਇਵਰੀਏਟ ਸਧਾਰਣ ਵੰਡ,இருவகை சாதாரண விநியோகம்
bivector,பைவெக்டர்
ਬੋਲਟਜ਼ਮੈਨ ਸਮੀਕਰਨ,போல்ட்ஸ்மேன் சமன்பாடு
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,பூலியன் இயற்கணிதம்
ਬੋਸ - ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
ਸੀਮਾ ਸਥਿਤੀ,எல்லை நிலை
ਸੀਮਾ ਪਰਤ,எல்லை அடுக்கு
ਸੀਮਾ ਰੇਖਾ,எல்லைக் கோடு
ਸੀਮਾ ਮੁੱਲ,எல்லை மதிப்பு
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,எல்லை மதிப்பு பிரச்சனை
ਸੀਮਾਬੱਧ ਫੰਕਸ਼ਨ,வரையறுக்கப்பட்ட செயல்பாடு
ਸੀਮਾਬੱਧ ਮੈਟ੍ਰਿਕਸ,கட்டுப்பட்ட அணி
ਸੀਮਾਬੱਧ ਖੇਤਰ,எல்லைக்குட்பட்ட பகுதி
ਸੀਮਾਬੱਧ ਸੈੱਟ,வரையறுக்கப்பட்ட தொகுப்பு
ਬ੍ਰਾਊਨੀਅਨ ਮੋਸ਼ਨ,பிரவுனிய இயக்கம்
ਗਣਨਾ ਕਰੋ,கணக்கிட
ਗਣਨਾ,கணக்கிடுகிறது
ਗਣਨਾ ਮਸ਼ੀਨ,கணக்கிடும் இயந்திரம்
ਗਣਨਾ,கணக்கீடு
ਗਣਨਾ ਵਿਧੀ,கணக்கீட்டு செயல்முறை
ਕੈਲਕੁਲੇਟਰ,கால்குலேட்டர்
ਕੈਲਕੂਲਸ,கால்குலஸ்
ਪਰਿਵਰਤਨ ਦਾ ਕੈਲਕੂਲਸ,மாறுபாட்டின் கணக்கீடு
ਕੈਲੋਰੀ,கலோரி
ਰੱਦ ਕਰਨ ਦਾ ਕਾਨੂੰਨ,ரத்து சட்டம்
ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ,நியமன சமன்பாடு
ਕੈਨੋਨੀਕਲ ਰੂਪ,நியமன வடிவம்
ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ,நியமன அணி
ਕੈਂਟਰ ਸੈੱਟ,கேன்டர் செட்
ਕੈਂਟਰ ਦਾ ਟਰਨਰੀ ਸੈੱਟ,கேண்டரின் மும்முனைத் தொகுப்பு
ਸਮਰੱਥਾ ਵਾਲੀ ਆਵਾਜਾਈ ਦੀ ਸਮੱਸਿਆ,திறன் கொண்ட போக்குவரத்து பிரச்சனை
ਸਮਰੱਥਾ,திறன்
ਕੇਸ਼ਿਕਾ ਬਲ,தந்துகி விசை
ਮੁੱਖ ਨੰਬਰ,கார்டினல் எண்
ਕਾਰਟੇਸੀਅਨ ਧੁਰੇ,கார்ட்டீசியன் அச்சுகள்
ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
ਕਾਰਟੇਸੀਅਨ ਉਤਪਾਦ,கார்ட்டீசியன் தயாரிப்பு
ਸੈੱਟਾਂ ਦਾ ਕਾਰਟੇਸ਼ੀਅਨ ਉਤਪਾਦ,தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு
ਮਾਮਲੇ &#39;ਦਾ ਅਧਿਐਨ,வழக்கு ஆய்வு
ਘਾਤਕ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,பேரழிவு ஏற்ற இறக்கம்
ਕੈਟੇਨਰੀ,கேடனரி
ਕੌਚੀ ਵੰਡ,காச்சி விநியோகம்
ਕੌਚੀ ਫਾਰਮੂਲਾ,கௌச்சி சூத்திரம்
ਕੌਚੀ ਗੌਰਸਤ ਪ੍ਰਮੇਯ,Cauchy Goursat தேற்றம்
ਕਾਚੀ ਰੀਮੈਨ ਦੀਆਂ ਸਥਿਤੀਆਂ,Cauchy Rimann நிபந்தனைகள்
ਕਾਚੀ ਕ੍ਰਮ,கௌச்சி வரிசை
ਕੌਚੀ ਅਟੁੱਟ,Cauchy ஒருங்கிணைந்த
ਕੌਚੀ ਪ੍ਰਮੁੱਖ ਮੁੱਲ,Cauchy முதன்மை மதிப்பு
ਕਾਚੀ ਅਵਸ਼ੇਸ਼ ਪ੍ਰਮੇਯ,கௌச்சி எச்ச தேற்றம்
ਕੈਲੀ ਹੈਮਿਲਟਨ ਪ੍ਰਮੇਯ,கெய்லி ஹாமில்டன் தேற்றம்
ਆਕਾਸ਼ੀ ਸਰੀਰ,வானுலக
ਆਕਾਸ਼ੀ ਮਾਪ,வான அளவீடு
ਆਕਾਸ਼ੀ ਮਕੈਨਿਕਸ,வான இயக்கவியல்
ਆਕਾਸ਼ੀ ਵਸਤੂ,வான பொருள்
