Kannada,Gujarati
ಅಕ್ಲಾಮಿಡೋಸ್ಪೋರಿಯಾ,આચ્છાદન
ಆಮ್ಲ ಮಳೆ,એસિડ વરસાદ
ಆಮ್ಲೀಯ,અમ્દિન
ಆಮ್ಲೀಯ ಅನಿಲ,અમ્બલિક ગેસ
ಅಚ್ಚುಕಟ್ಟಾಗಿತ್ವ,અમલ્ય
ಅಸಿನಾರ್ ಕೋಶ,કોતરણીનો કોષ
ಜಾಮಕೀಯ,Acાંકણ
ಅನನಟ,એક જાતની કળા
ಆಕ್ರೋಶದ ಹುಳು,એકોખી
ಅಕೌಸ್ಟಿಕ್ ವಲಯ,ધ્વનિ ક્ષેત્ર
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಪಾತ್ರ,પ્રાપ્ત કરેલું પાત્ર
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ,હસ્તગત પ્રતિરક્ષા
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಇಮ್ಯುನೊ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್ (ಏಡ್ಸ್),હસ્તગત ઇમ્યુનો ઉણપ સિન્ડ્રોમ (એઇડ્સ)
ಪ್ರಾದೇಶಿಕ,ક્રોધાવેશ
ಅಣಕಾದ ಬಣ್ಣ,એસિડાઇન રંગ
ವ್ಯಾಪಕವಾದ,અતિશય
ಅಕ್ರಾಮನ್,કરચલી
ಸ್ಥಗಿತದ ಅನುಕ್ರಮ,સર્કરો
ಅಕ್ರೊಫೆಟಲ್ ರಾಶಿ,સરકરાનો હુકમ
ಅಕ್ರೋಸಿನ್,ગળાશ
ಅ ೦ ಗಡಿ,કાર્ય
ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್,કૃત્ય
ಕ್ರಿಯಾಶೀಲತೆ,અભિપ્રાયનું
ಅಂಧ,કૃત્ય
ಕ್ರಿಯಾಶೀಲತೆ,કાર્ય માટેની ક્ષમતા
ಸಕ್ರಿಯ ಕೆತ್ತನೆ,સક્રિય કાદવ
ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್,સક્રિય કાદવ ફ્લોક
ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ,સક્રિય energyર્જા
ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,સક્રિય શોષણ
ಸಕ್ರಿಯ ವಿನಾಯಿತಿ,સક્રિય પ્રતિરક્ષા
ಸಕ್ರಿಯ ವಿಕಿರಣ,સક્રિય કિરણોત્સર્ગ
ಸಕ್ರಿಯ ಸೈಟ್,સક્રિય સ્થળ
ದಳ,સક્રિય
ವಕ್ರವಳತಿ ಮಾಡು,અણીદાર
ಆಡಮ್ಸಿಯಾ,એડ્મસિયા
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,અનુકૂલનક્ષમતા
ರೂಪಾಂತರ,અનુકૂલન
ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು,પ્રકાશ શાસન માટે અનુકૂલન
ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು,પાણીની અછતને અનુકૂલન
ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು,અનુકૂલનશીલ લાક્ષણિકતાઓ
ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ,અનુકૂલનશીલ પ્રતિરક્ષા
ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ,અનુકૂલનશીલ કિરણોત્સર્ગ
ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ,અનુકૂલન લક્ષણ
ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ,ઉપદેશક
ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ,વ્યસનકારક વિકાર
ತಿಕ್ಕಲು,એક જાતની adાળ
ಒಂದು ತತ್ತ್ವ,એડોનોકોર્ટિકોટ્રોપિન
ತತ್ತ್ವ,એનોહિપોફિસીસ
ತಿರಸ್ಕಾರ,એડેનોસિન ડિફોસ્ફેટ
ಅಂಧ,એમેનોસિન
ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್,એનોસિન મોનોફોસ્ફેટ
ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ),એડેનોસિન ટ્રાઇફોસ્ફેટ (એટીપી)
ತಿರಸ್ಕಾರ,સાયક્લેઝ
ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ,ચપળ બળ
ಅಡಿಪಡಿ,શણગારવું
ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ),એડિપોસાઇટ (ચરબી કોષ)
ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ,ચરબી પેશી
ಮಡಿ,Nતરતું
ಪಕ್ಕದ ಸಮುದಾಯ,સંલગ્ન સમુદાય
ಮೂತ್ರಜನಕಾಂಗ,વ્યવહાસી
ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ,એડ્રીનલ ગ્રંથિ
ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್),એડ્રેનોકોર્ટિકોટ્રોપિક હોર્મોન (એસીટીએચ)
ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್),એડ્રેનોકોર્ટિકોટ્રોપિક રિલીઝિંગ હોર્મોન (એસીટીઆરએચ)
ಹೊರಹೀರುವ,શોષક
ಹೊರಹೀರತೆ,શોષક
ಸುಧಾರಿತ ಸ್ವರಮೇಳ,અદ્યતન તાર
ಅನುಕೂಲಕರ ರೂಪಾಂತರ,ફાયદાકારક પરિવર્તન
ಸಾಹಸದ,સાહસિક
ಸಾಹಸಿ ಮೂಲ,અગમ્ય મૂળ
ದುಷ್ಪರಿಣಾಮ,પ્રતિકૂળ અસર
ಈಡಿಸ್,એડીસ
ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ,સંસ્કૃતિનો વાયુ
ವಾಮಪಂಥೀಯ,વિમાન
ವೈಮಾನಿಕ,હવાઈ
ವೈಮಾನಿಕ ಮೂಲ,હવાઈ ​​મૂળ
ವೈಮಾನಿಕ ಚಿಗುರು,હવાઈ ​​ગોળી
ಏರೋಬಿಕ್ ಉಸಿರಾಟ,વાયુગામી શ્વસન
ಏರೋಬಿಕ್ ಉಸಿರಾಟ,વાયુગામી શ્વસન
ಸೌಂದರ್ಯಶಾಸ್ತ್ರ,સૌંદર્ય શાસ્ત્ર
ಅಸ್ವಸ್ಥತೆ,નિલાસ્ય
ಅಸ್ವಸ್ಥತೆ,નિલાસ્ય
ವಿಪರೀತ,સંલગ્ન
ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ,લગાવ રંગ
ಪೀಡಿತ ಅಂಗ,પીડિત અંગ
ಸಂಯಮ,વનીકરણ
ಗಗನಯ,અકસ્માત
ಗಾಡಿ,પાટિયું
ಜನಗಮಣ,અણીદાર
ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್,એલોઝ જેલ એલેટ્રોફોરેસિસ
ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್,પિલર જેલ
ಚೂರುಪಾರು,અવસ્થામાં
ಭೂತಾಳೆ,ખાડી
ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ,વય વહેંચણી
ವಯಸ್ಸು ಪಿರಮಿಡ್,વય પિરામિડ
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,Agલટ
ಒಟ್ಟು,સમૂહ
ಕೋಶಕ ಒಟ್ಟು,એકંદર
ಕೋಶಕ ಒಟ್ಟು,એકંદર
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,એકંદર
ಆಕ್ರಮಣಶೀಲತೆ,આક્રમકતા
ಚಮತ್ಕಾರ,આંદોલનકારી પદ્ધતિ
ಅಜ್ಞಾತ,એકરાગ
ಗಾಡಿ,અણી
ಪಂಥದ,અગ્રાણ ક્લોરોપ્લાસ્ટ
ಕೃಪಣದ,એકરારવાળું
ಪಂಥಿ,એગ્રાન્યુલોસાઇટ
ಕೃಷಿ,કૃષિ
ಕೃಚಾರಕ,કૃષિ -પ્રવેશ
ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ,મધ્યસ્થી
ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್,એગ્રોબેક્ટેરિયમ ટ્યુમેફેસિઅન્સ
ಕೃಷಿ ರಾಸಾಯನಿಕ,કૃષિ -તકનીકી
ಕೃಷಿ ರಾಸಾಯನಿಕ,કૃષિ -તકનીકી
ಕೃಷಿ ವಲಯ,કૃષિ -ક્ષેત્ર
ಕೃಷಿ ಲಕ್ಷಣ,કૃષિવિજ્ trાન
ಕೃಷಿ ವಿಜ್ಞಾನ,કૃષિવિજ્yાન
ನೆರಳು,સહાય
ಗಾಳಿಗೊಡೆ,હવાઈ ​​મૂત્રાશય
ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ,હવાઈ ​​કન્ડિશનર
ಗಾಳಿಯ ಮಾರ್ಗ,હવાઈ ​​માર્ગ
ವಾಯು ಮಾಲಿನ್ಯ,હવા પ્રદૂષણ
ಗಾಳಿಯ ಚೀಲ,હવાઈ ​​કોથળી
ವಿಮಾನ ನಿರ್ವಾತ,હવાઈપૂટી
ಗಾಳಿ ಮರೆಯುವ,હવાઈ ​​શ્વાસ
ತಲ್ಲಣ,અણીદાર
ಅಲರಿ ಸ್ನಾಯು,અણીદાર સ્નાયુ
ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ,અલાસ્કા બ્રાઉન રીંછ
ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ,કોયડો
ದಾಸ್ಯ,કાંચક
ಉಣ್ಣೆಯಂಥ,આલ્બ્યુબિન
ಉಬ್ಬು ಬೀಜದ ಬೀಜ,શામક બીજ
ಬಿಲ್ಲಿನ,આલ્બમિન્યુરિયા
ಪಾರಾಗಲಿ,આવરણ
ಹದಮುದಾಯಿ,અણી
ಆಲ್ಡಿಹ್ಯೀಡ್,શણગાર
ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ,મિથોસ્ટેરોન
ಆಲ್ಡೋಸ್ಟಲಿಗೆ,અલડોસ્ટેરા
ಅಲ್ಯೂರೋನ್ ಪದರ,Alલ્યુરોન સ્તર
ಕಣ್ಣುಹಾಯ,એક જાતનો અવાજ
ಉಚ್ಚಾರಣಾ,એક જાતની કળા
ಪಾಚಿಯ ಹೂವು,એલ્ગલ મોર
ಪಾರಿಗೊಣ,જાસૂસ
ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ,પરાયું ડીએનએ
ಅನ್ಯ,પરિયન જાતિઓ
ಜೋಡಣೆ,ગોઠવણી
ಜೋಡಣೆ,ગોઠવણી
ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ,ઉદાર નહેર
ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ,અંતરીલ પદ્ધતિ
ಮಿತ್ರತತ್ವ,અણી
ಕ್ಷಾರೀಯ,ક્ષુદ્ર
ಕ್ಷಾರೀಯ,ક્ષુદ્ર
ಕ್ಷಾರೀಯ,આલ્કીપ્ટોન્યુરિયા
ನಾರು,અણી
ಆಲೀಲ್ ಆವರ್ತನ,એલીલ આવર્તન
ಇಳಿಜಾರು,એલીલ
ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ,એલેલોમોર્ફિક જોડી
ಅಲರ್ಜಾಟ,એલર્જન
ಅಲಿಗ್ನ,મગર
ಆಲಿಯಂ ಸೆಪಾ,એલીયમ સી.પી.ઇ.પી.એ.
ಅಲೋಗಮಿ,સહ -સંબંધ
ಅರಿಯುವವಳು,અલગ
ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್,એલોપેટ્રિક સ્પષ્ટીકરણ
ಸೂತ್ರ,ફિલોપ્લોઇડ
ಅಲೀರಿಕ್ ಪರಿಣಾಮ,એલોસ્ટીક અસર
ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ,એલોસ્ટીક ઉત્સુક
ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ,એલોસ્ટીક અવરોધક
ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್,ખેલ -મોડ્યુલેશન
ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್,એલોસ્ટીક સ્થળ
ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ,એલોસ્ટીક અવરોધ
ತಟೆಾತ್ರಾ,એલોટેટ્રાપ્લોઇડ
ದಾಸ್ಯ,કૃતિ
ಅಡೆ,કુંવાર
ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ,ચેતાક્ષની સાથે
ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್,આલ્ફા-એન્ટાઇટ્રિપ્સિન
ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್,અણી
ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ,આધ્યાત્મિક આબોહવાની સ્થિતિ
ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು,ઘાસચારો
ಆಲ್ಪೈನ್ ವಲಯ,આલ્પાઈન ઝોન
ಆಲ್ಸ್ಟೋನಿಯಾ,અલ્ટોનીયા
ಪರ್ಯೇಡು,અનાદર
ಪರ್ಯಾಯ,વૈભવી
ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ,એકાંત
ಎತ್ತರ ಕಾಯಿಲೆ,Altણ માંદગી
ಎತ್ತರ,Altંચાઈ
ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ,મૂર્ત નળી
ಮಣ್ಣು,પહાડી
ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ,અલ્ઝાઇમર રોગ
ಅಮಾಮಿನ ಕೋಶ,આદિક કોષ
ಹುಳ,અમરાન્થેસી
ಹುಳಿ,અમરાન્થસ
ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ,આસપાસના ઓસ્મોટિક એકાગ્રતા
ಅಂಬಿಸ್ಟೋಮ,મંગળિયા
ಅಸ್ಫುಲ್,કાર્યરત થવું
ಅಮೈನೊ ಆಸಿಡ್,એમિનો એસિડ
ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ,એમિનો એસિડ સ્વીકારનાર
ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್,એમિનોસિલ ટી આર.એન.એ.
ಅಮೈನೊಅಸಿಲೇಷನ್,જાદુગરી
ಅಮೀಟಾಸಿ,ક્ષુત્વ
ಅಮೋನಿಯ,તરંગ
ಅಮೋನೀಕರಣ,ચંદ્ર
ಅಮ್ಮನೋಟೆಲಿಸಂ,દ્વેષીકરણ
ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್,મૈવસેન્ટિસીસ
ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ,મણકાલોની તકનીક
ಅಮ್ನಿಯೈಟ್,Amnoocyte
ಮಂಕಾದ,મૈથુન
ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ,મણિ -પ્રવાહી
ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್,મખરોધ
ಜಾಮಿಕಾಟದ ಚೀಲ,મખસુડ
ಅಮೀಬ,અમીર
ಅಮೀಬೋಸೈಟ್,એમોએબોસાઇટ
ಅಮೀಬಯುಡಿ,અમીર
ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್,એમોએબોઇડ લિમ્ફોસાઇટ
ಅಮೀಬಯಿಡ್ ಚಲನೆ,એમીબોઇડ આંદોલન
ಅರೂಪದ,આકારહીન
ಮೊತ್ತ,રકમ
ಆಭರಣ,મેફેટેમાઇન
ಉಭಯಚರ,ઉન્માદ
ಉಭಯಚರ,ઉન્માદ
ಉಭಯಚರ,ઉન્માદ
ಉಲ್ಬಣ,Amન
ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್,Amણપત્ર
ಉಭಯಪಕ್ಷೀಯ,ઉભય
ಉಭಯಚರ ಲಿಪಿಡ್,ઉભયપથિક લિપિડ
ಉಚ್ಚಾರೆ,Amતરતી કળા
ಲೋಕದ,જાદુઈ
ಹಲ್ಲು,Amાંકી
ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ,Amકલી ગ્રંથિ
ಅಮಿಗ್ಡಾಲ್,મસ્તક
ಬಾಚು,એમીગડેલ
ಅಮಿಗ್ಲಿನ್,એમીગડાલિન
ಮಂಕಾದ,સ્ફોટક
ಅಮಿಲೋಪ್ಲಾಸ್ಟ್,મેલીલોપ્લાસ્ટ
ಅ ೦ ಗಡಿ,અનોડો
ಹಳ್ಳ,અનોડો
ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು,એનાબોલિક માર્ગ
ಅನಾಬಾಲಿಸಂ,અનોખા
ಅನಾಕಾರ್ಡಿಯಾಸಿ,અનોખા
ರಕ್ತಹೀನತೆ,રખડુ
ಬಯೆರೋಲೆ,એનોરોબ
ಆಮ್ಲಜನವ್ಯಕ್ತಿ,એંટરોબિક બળતણ
ಆಮ್ಲಜನವ್ಯಕ್ತಿ,એંકોરોબિક શ્વસન
ಆಮ್ಲಜನಕರಹಿತ ಕೆಸರು ಡೈಜೆಸ್ಟರ್,એનારોબિક કાદવ પાચક
ಆಮ್ಲಜನವ್ಯಕ್ತಿ,એંટરો
ಅನೈಮ,અનોદ
ಗುದ,ગુદા
ಗುದ,ગુદા
ಗುದ ದ್ಯುತಿರಂಧ್ರ,ગુદા છિદ્ર
ಗುದ,ગુદા સર્કી
ಗುದ ಲೂಪು,ગુદા લૂપ
ಗುದ ಶೈಲಿ,ગુદા શૈલી
ಹೋಲುವ,સમાન
ಹೋಲುವ,સમાન
ಸಾದೃಶ್ಯ,સાદ્રશ્ય
ಸಾದೃಶ್ಯ,સાદ્રશ્ય
ವಿಶ್ಲೇಷಣೆ,વિશ્લેષણ
ಅನಾಫೇಸ್,એફેઝ
ಅಂಗರಚನಾ ತಡೆಗೋಡೆ,એનાટોમિક અવરોધ
ಅಂಗರಚನಾ ಅಂಶ,શરીરરચનાવિષયક પાસા
ಅಂಗರಚನಾ ತಜ್ಞ,શરીરરચનાવિજ્istાની
ಅಂಗರಚನಾಶಾಸ್ತ್ರ,શરીરરચના
ಪೂರ್ವಜರ ವಂಶಸ್ಥ ಅನುಕ್ರಮ,પૂર્વજ વંશજ અનુક્રમ
ಪೂರ್ವಜರ ವಂಶ,પૂર્વજોનો વંશ
ಪೂರ್ವಜರ ಅನುಕ್ರಮ,પૂર્વજો
ಚಾಚು,આદ
ಆಂಡ್ರೊಸಿಯಮ್,જનનુભારી
Andrಷಧ,થાંભલા
ರಕ್ತಹೀನತೆ,રખડુ
ವೇಶ್ಯೆ,ક anંગું
ಅನೆಲಾಯ್ಡ್,Anડતું
ಅನೆಪ್ಲು,Anન
ಗಂಜಿ,કંઠમાળ
ಆಂಗಿಯ ವರ್ಗ,ઝેરગ્રામ
ಆತಿ,ઝ પણરો
ಆಂಜಿಯಾರಿ ಶಾಸ್ತ್ರ,ઝળહળાકાર
ಆಂಜಿಯೋಪ್ಲಾಸ್ಟಿ,રંગની કળા
ಆಂಗಿಯೋಸ್ಪೆರ್ಮು,કણક
ಆಂಜಿಯೋಟೆನ್ಸಿನ್,રંગગતિ
ಆಂಜಿಯೋಟೆನ್ಸಿನ್ ವಂಶದ,રંગગતિ
ಗಾಳಹಾಕಿ ಮೀನು,કોઠાર માછલી
ಗದ್ದೆ,ઓગળવી
ಕುಡಿನೂದಿ,અંગૂઠા
ಪ್ರಾಣಿ,પશુ
ಪ್ರಾಣಿ,પશુ
ಪ್ರಾಣಿ ಸಗಣಿ,પ્રાણીનું છાણ
ಪಶುಸಂಗೋಪನೆ,પશુપાલન
ಪ್ರಾಣಿ ಕ್ಯಾರಿಯೋಟೈಪಿಂಗ್,પશુ કેરીયોટાઇપિંગ
ಪ್ರಾಣಿ ಸಾಮ್ರಾಜ್ಯ,પ્રાણીસૃષ્ટિ
ಪ್ರಾಣಿಗಳ ಅಂಗಾಂಶ,પશુ પેશી
ಪ್ರಾಣಿ,પોલાણ
ಅಯಾನು,ઠગ
ಅನಿಸೊಟ್ರಾಪಿಕ್ ಬ್ಯಾಂಡ್,એશિશ
ಮುಟ್ಟಿದ,Ingંચે ચપટી
ಗಡಿಯಾರ,નેલિડ
ಅನುಗ್ರಹದ,Annણપુટી
ವಾರ್ಷಿಕ ಉಂಗುರ,વાર્ષિક
ಉರಿಯೂತ,ઉશ્કેરાયેલું
ಅನ್ನ್ಯೂಲ್,વાંકું
ಅಸಂಗತ ಪ್ರಕಾರ,વિસંગત પ્રકાર
ಅನಾಫಿಲಿಸ್,પર્વતમાળા
ಇರುವೆ ಭಕ್ಷಕ,કીડી
ವಿರೋಧದ,વિરોધી
ಪೃಷ್ಠದ,એન્ટાર્કટિક
ಆನಂತಾ,એન્ટેના
ಆಂಟೆನಾ ಸಂಕೀರ್ಣ,એન્ટેના સંકુલ
ಆಂಟೆನಾಲ್ ಗ್ರಂಥಿ,દ્વેષી ગ્રંથિ
ಮುಂಭಾಗದ (ಕುಹರದ) ಬೂದು ಕೊಂಬು,અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન
ಮುಂಭಾಗದ ಹೈಪೋಫಿಸಿಸ್,અગ્રવર્તી હાયપોફિસીસ
ಮುಂಭಾಗದ ಮಧ್ಯಸ್ಥಿಕೆಯ ಸಲ್ಕಸ್,અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ
ಪರಾಗ,ગૂંથ મારવો
ಪರಂಪರೆ ಸಂಸ್ಕೃತಿ,એન્થર સંસ્કૃતિ
ಸ ೦ ಗಂಥಿಯ,માદક દ્રવ્યો
ಪರಾಗಿದರದ,એન્થેરોઝોઇડ
ಆಂಥೆಸೆರೋಸ್,એન્થોસેરોસ
ಆಂಥೋಸೆರೋಟಾಪ್ಸಿಡಾ,એન્થોસેરોટોપ્સિડા
ಆಂಥ್ರಾಕ್ಸ್,એક જાતની નશરીય
ಮಾನವಜನ್ಯದ ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ,માનવશાસ્ત્ર
ಮಾನವಶಾಸ್ತ್ರ,માનવશાસ્ત્ર
ಅನುಭವಿನಲ್ಲಿರುವ,એન્ટિબેક્ટેરનું
ಪ್ರತಿಜೀವಕ ಪೆನ್ಸಿಲಿನ್,એન્ટિબાયોટિક પેનિસિલિન
ಪ್ರತಿಜೀವಕ ನಿರೋಧಕ,એન્ટિબાયોટિક પ્રતિરોધક
ಪ್ರತಿಜೀವಕ (ಗಳು),એન્ટિબાયોટિક (ઓ)
ಪ್ರತಿಕಾಯ,એન્ટિબોડી
ಪ್ರತಿಕಾಯ ದಂಪತಿಗಳು,એન્ટિબોડી દંપતી
ಪ್ರತಿಕಾಯ ಮಧ್ಯಸ್ಥ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ,એન્ટિબોડી મધ્યસ્થી
ಪ್ರತಿಮೆಯಂಥ,એન્ટીકોએગ્યુલેંટ
ಆಕ್ಟೊಡಾನ್ ಲೂಪ್,એન્ટિકોડન લૂપ
ಖಿನ್ನತೆ -ತತ್ವ,એન્ટીડિપ્રેસ
ಆಂಟಿಡಿಯುರೆಟಿಕ್ ಹಾರ್ಮೋನ್ (ಎಡಿಎಚ್),એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ)
ಪ್ರತಿಜನಕ ಜೀನ್,જનીન
ಪ್ರತಿಜನಕ,એન્ટિજેન-એન્ટિબોડી સંકુલ
