Gujarati,Malayalam
પ્રવૃત્તિ,പ്രവർത്തനം
પ્રવૃત્તિ સ્તરે,പ്രവർത്തന നില
પ્રવૃત્તિ લોડિંગ,പ്രവർത്തന ലോഡിംഗ്
પ્રવૃત્તિ ગુણોત્તર,പ്രവർത്തന അനുപാതം
વાસ્તવિક સરનામું (= સંપૂર્ણ સરનામું),യഥാർത്ഥ വിലാസം (= കേവല വിലാസം)
વાસ્તવિક કોડ (= સંપૂર્ણ કોડ),യഥാർത്ഥ കോഡ് (= കേവല കോഡ്)
વાસ્તવિક ડેટા ટ્રાન્સફર રેટ,യഥാർത്ഥ ഡാറ്റ കൈമാറ്റ നിരക്ക്
વાસ્તવિક દશાંશ બિંદુ,യഥാർത്ഥ ദശാംശസ്ഥാനം
વાસ્તવિક સૂચના (= અસરકારક સૂચના),യഥാർത്ഥ നിർദ്ദേശം (= ഫലപ്രദമായ നിർദ്ദേശം)
ખરેખર ચા,യഥാർത്ഥ കീ
વાસ્તવિક સમય,യഥാർത്ഥ സമയം
વાસ્તવિક કામનો સમય,യഥാർത്ഥ ജോലി സമയം
કાર્યકારી સંકેત,ആരംഭിക്കുന്ന സിഗ്നൽ
અનુકૂલનક્ષમતા,പൊരുത്തപ്പെടലി
અનુકૂલન,അഡാപ്റ്റർ
અનુકૂલનશીલ ચેનલ ફાળવણી,അഡാപ്റ്റീവ് ചാനൽ അനുവദിക്കൽ
અનુકૂલનશીલ એકીકરણ,അഡാപ്റ്റീവ് ഇന്റഗ്രേഷൻ
અનુકૂલનશીલ બરાબરી,അഡാപ്റ്റീവ് ട്രാൻസ്വേഴ്സ് ഇക്വൈസർ
ઉમેરાયેલ નોંધ,എൻട്രി ചേർത്തു
પરિવર્તન,കൂട്ടിച്ചേര്ക്കുക
પ્રહાર,ആംഗം
ઉપદેશક,എ ഷട്രക്റ്റർ
ફાઇલ ઉમેરો,ഫയൽ ചേർക്കുക
વધારાના પાત્ર (= વિશેષ પાત્ર),അധിക പ്രതീകം (= പ്രത്യേക പ്രതീകം)
વધારાની રેકોર્ડર,ബഹുമതി
વધારાનો કોઠો,കൂട്ടിച്ചേർക്കലാ പട്ടിക
ઉમેરણ લક્ષણ,അഡിറ്റീവ് ആട്രിബ്യൂട്ട്
મોડમાં ઉમેરો,മോഡ് ചേർക്കുക
કામગીરી ઉમેરો,പ്രവർത്തനം ചേർക്കുക
સંબોધન,അഭിസംബോധന ചെയ്യുക
સરનામા -માપદંડ,വിലാസ നടപടി
સરનામું આડી સ્થિતિ,അഭിസംബോധന ചെയ്യാവുന്ന തിരശ്ചീന സ്ഥാനം
સંબોધન - બિંદુ,വിലാസ പോയിന്റ്
પ્રતિયોગી સ્થિતિ,അഭിസംബോധന ചെയ്യാവുന്ന സ്ഥാനം
સરનામું રજિસ્ટર,വിലാസ രജിസ്റ്റർ
પ્રત્યુત્તરપાત્ર સંગ્રહ,വിലാസ സംഭരണം
સરનાક verભી સ્થિતિ,അഭിസംബോധന ചെയ്യാവുന്ന ലംബ സ്ഥാനം
સરનાવ બસ,വിലാസ ബസ്
સરનામું,വിലാസ കോഡ്
સરખામણી કરનાર,വിലാസ താരതമ്യക്കാരൻ
સરનામું,വിലാസ കണക്കുകൂട്ടൽ
નિવારણ,വിലാസ സ്ഥിരത
ધર્મપરિવર્તન,വിലാസ പരിവർത്തനം
માહિતી,വിലാസ ഡാറ്റ
સંબોધિત મેમરી,മെമ്മറി അഭിസംബോധന ചെയ്തു
સંબોધન અસરકારક,വിലാസ ഫലപ്രദമാണ്
સરનાવનું ક્ષેત્ર,വിലാസ ഫീൽഡ്
સરનાકનું બંધારણ,വിലാസ ഫോർമാറ്റ്
મફત કાર્યક્રમ,വിലാസ സ contry ജന്യ പ്രോഗ്രാം
સંબોધન,അഭിസംബോധന
"સંબોધન
 પાત્ર","അഭിസംബോധന
 കഥാപാതം"
સંબોધન,അഭിസംബോധന ഇന്ററപ്റ്റ്
સંબોધન,വിലാസം ലൂപ്പ്
વર્ચુઅલ મેમરીને સંબોધવા,വെർച്വൽ മെമ്മറി അഭിസംബോധന ചെയ്യുന്നു
સરનામું,വിലാസം ഇന്റർലേസിംഗ്
સરનામાંહીન સૂચના બંધારણ,വിലാസരഹിതമായ നിർദ്ദേശങ്ങൾ ഫോർമാറ്റ്
સરનામા,വിലാസ ലൈൻ
સરનામાંનું નકશો,വിലാസ മാപ്പിംഗ്
સરનાવ,വിലാസ അടയാളം
સરનામા -ફેરફાર,വിലാസ പരിഷ്ക്കരണം
સરનામા ભાગ,വിലാസ ഭാഗം
સરનાક નિર્દેશક,വിലാസം പോയിന്റർ
સરના નોંધણી,വിലാസ രജിസ്റ്റർ
સરનામે સંકેત,വിലാസ സിഗ്നൽ
સરનાવનું કદ,വിലാസ വലുപ്പം
સરનાવની જગ્યા,വിലാസ ഇടം
સરનામું સ્થાન ઓળખકર્તા,വിലാസ ബഹിരാകാശ ഐഡന്റിഫയർ
સરનાવ બંધ,വിലാസ സ്റ്റോപ്പ്
સરનામા,വിലാസ ട്രെയ്സ്
સરનામા,വിലാസ ട്രാക്ക്
અનુવાદ,വിവർത്തനം വിവർത്തനം ചെയ്യുക
અનુવાદક,വിലാസ പരിഭാഷകന്
સબમટ્રેક્ટ સમય ઉમેરવો,ചേർക്കുക-കുറയ്ക്കുക സമയം
સમય ઉમેરો,സമയം ചേർക്കുക
સંલગ્નતા,വാര്ത്താവകം
સંલગ્ન માળખું,അഡ്ജഞ്ചൻസിൻസ് ഘടന
સંલગ્ન માતૃભાષા,തൊട്ടടുത്തുള്ള ചാനൽ
સંલગ્ન ડોમેન,അടുത്തുള്ള ഡൊമെയ്ൻ
સંલગ્ન મેટ્રિક્સ,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
સંલગ્ન નોડ,തൊട്ടടുത്തുള്ള നോഡ്
સંલગ્ન સુબેરિયા,തൊട്ടടുത്തുള്ള സുബരിയ
સંવાદિતા (સિસ્ટમ),കസ്റ്റേഴ്സ് (സിസ്റ്റം)
સમાયોજન કરવું,കമപ്പെടുത്തുക
ગોઠવણપાત્ર હદ,ക്രമീകരിക്കാവുന്ന പരിധി
ટેક્સ્ટ મોડને સમાયોજિત કરો,ടെക്സ്റ്റ് മോഡ് ക്രമീകരിക്കുക
વહીવટી માહિતી પ્રક્રિયા,അഡ്മിനിസ്ട്രേറ്റീവ് ഡാറ്റ പ്രോസസ്സിംഗ്
વહીવટી કામગીરી,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
વહીવટી operatorપરેટર,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ
વહીવટી પ્રચાલક,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ സ്റ്റേഷൻ
વહીવટી સહાયક પદ્ધતિ,അഡ്മിനിസ്ട്രേറ്റീവ് സപ്പോർട്ട് സിസ്റ്റം
અદ્યતન સંદેશાવ્યવહાર સેવા,നൂതന ആശയവിനിമയ സേവനം
અદ્યતન માહિતી પદ્ધતિ,വിപുലമായ വിവര സിസ്റ്റം
અદ્યતન ઓપ્ટિકલ પાત્ર રીડર,വിപുലമായ ഒപ്റ്റിക്കൽ പ്രതീക റീഡർ
અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર,വിപുലമായ ശാസ്ത്ര കമ്പ്യൂട്ടർ
હવાઈ,ഏരിയൽ
સમૂહ,ആകെത്തുകയായുള്ള
કુલ અભિવ્યક્તિ,മൊത്തം എക്സ്പ്രഷൻ
લક્ષ્યસ્થાન વર્તુળ,ലക്ഷ്യമിടുന്നു
લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક),ലക്ഷ്യമിടുന്ന ഫീൽഡ് (= ലക്ഷ്യമിടുന്നത്)
લક્ષ્યસ્થાન પ્રતીક,എഡിയൽ ചിഹ്നം
હવાઈ ​​કમ્પ્યુટર સિસ્ટમ,എയർബോൺ കമ്പ്യൂട്ടർ സിസ്റ്റം
બીજગણિત ઇગન્યુલ્યુ સમસ્યા,ബീജഗണിത ഐജൻവാലു പ്രശ്നം
"બીજગણિત
 એકીકરણ","ബീജഗണിത
 സംയോജനം"
બીજગણિત ભાષા,ബീജഗണിത ഭാഷ
બીજગણિત હેરાફેરી,ബീജഗണിത കൃത്രിമത്വം
બીજગણિત હેરાફેરી ભાષા,ബീജഗണിത കൃത്രിമ ഭാഷ
બીજગણિત લક્ષી ભાષા,ബീജഗണിത ഓറിയന്റഡ് ഭാഷ
બીજગણિત પાળી,ബീജഗണിത മാറ്റം
બીજગણિત ચિહ્ન સંમેલન,ബീജഗണിത ചിഹ്ന കൺവെൻഷൻ
શિરચ્છેદ,അൽഗോൾ
શીલ લક્ષણ,അൽഗോൾ സവിശേഷത
અલ્ગોલ કાર્યક્રમ,അൽഗോൾ പ്രോഗ്രാമിംഗ്
અલ્ગોરિધમનો,അൽഗോരിതം
અલ્ગોરિધમનો સહયોગી ભાષા,അൽഗോരിതം അസോസിയേറ്റീവ് ഭാഷ
અલ્ગોરિધમનો વર્ગીકરણ,അൽഗോരിതം വർഗ്ഗീകരണം
અલ્ગોરિધમની જટિલતા,അൽഗോരിതം സങ്കീർണ്ണത
અલ્ગોરિધમની ગણતરી,അൽഗോരിതം കേസബിലിറ്റി
અલ્ગોરિધમિક વિશ્લેષણ,അൽഗോരിത്ത്മിക് വിശകലനം
અલ્ગોરિધમિક અભિગમ,അൽഗോരിത്തിസ് സമീപനം
અલ્ગોરિધએમ ભાષા,അൽഗോറിത്ത്മിക് ഭാഷ
અલ્ગોરિધમનો રૂટિન,അൽഗോരിഥമ്മിക് പതിവ്
અલ્ગોરિધમનો સિદ્ધાંત,അൽഗോരിതംസിക് സിദ്ധാന്തം
ઉર્ફે,അപരാഭിധാനം
પરવાના,അപരനാത്മകം
ઉપનામ નામ (= વૈકલ્પિક નામ),അപരനാമം (= ഇതര പേര്)
ગોઠવણી,വിന്യാപകമായ
ફાળવવું,നീക്കിവയ്ക്കുക
ફાળવણીનું માળખું,അലോക്കേഷൻ ഘടന
હેતુસર કમ્પ્યુટર,എല്ലാ ഉദ്ദേശ്യ കമ്പ്യൂട്ടറും
વર્ણાનુક્રમ,അക്ഷരമാല പ്രതീകം
મૂળાક્ષરોનો પાત્ર સમૂહ,അക്ഷരമാല പ്രതീക സെറ്റ്
મૂળાક્ષરો,അക്ഷരമാല പ്രതീക സബ്സെറ്റ്
વર્ણાનુક્રમ,അക്ഷരമാല കോഡ്
વર્ણાનુક્રમ,അക്ഷരമാല മാറ്റം
વર્ણાનુક્રમ,അക്ഷരമാല സ്ട്രിംഗ്
વર્ણાનુક્રમ,അക്ഷരമാല വാക്ക്
મૂળાક્ષરો,അക്ഷരമാലാളം
અલ્ફેજ ome મેટ્રિક્સ,ആഫറാമോമെട്രിക്സ്
મૂર્તિમંત,ആഫളാചിക്
મરણોત્તર,ആൽഫമോസയ്ക്ക്
મૂર્તિમંત,ആൽഫാന്യൂമെറിക്
આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ,ആൽഫാന്യൂമെറിക്കൽ കീബോർഡ് ഉപകരണം
મૂળાક્ષર,ആൽഫാന്യൂമെറിക് പ്രതീക സെറ്റ്
મૂળાક્ષર,ആൽഫാന്യൂമെറിക് കോഡ്
આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ,ആൽഫാന്യൂമെറിക് കോഡ്ഡ് പ്രതീക സെറ്റ്
મૂળાક્ષરીનો ડેટા,ആൽഫാന്യൂമെറിക് ഡാറ്റ
આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ,ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം
મૂળાક્ષર સંપાદિત પાત્ર,ആൽഫാന്യൂമെറിക് എഡിറ്റുചെയ്ത പ്രതീകം
વર્ણ -ક્ષેત્ર,ആൽഫാന്യൂമെറിക് ഫീൽഡ്
વર્ણ -સૂચના,ആൽഫാന്യൂമെറിക് നിർദ്ദേശം
મૂળાક્ષર કીબોર્ડ,ആൽഫാന്യൂമെറിക് കീബോർഡ്
મૂળાક્ષર,ആൽഫാന്യൂമെറിക് തരം
મૂળાક્ષર સંગ્રહ,ആൽഫാന്യൂമെറിക് സംഭരണം
બદલવા યોગ્ય,മാറ്റം വരുത്തുന്നതിന് മെമ്മറി
ફેરફાર -ફેરૂપ,മാറ്റങ്ങൾ സ്വിച്ച്
પરિવર્તનશીલ,മാറ്റം
ફેરફાર,മാറ്റ മോഡ്
વૈકલ્પિક પુન recovery પ્રાપ્તિ,ഇതര വീണ്ടെടുക്കൽ
વૈકલ્પિક માર્ગ,ഇതര റൂട്ട്
વૈકલ્પિક માર્ગ,ഇതര റൂട്ടിംഗ്
વૈકલ્પિક પાટા,ഇതര ട്രാക്ക്
ફેરબદલ (= અથવા કામગીરી),ഇതര (= അല്ലെങ്കിൽ പ്രവർത്തനം)
વૈકલ્પિક લક્ષણ,ഇതര ആട്രിബ്യൂട്ട്
વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી),"ഇതര നിഷേധം (= അല്ല, പ്രവർത്തനം)"
અસ્પષ્ટ ભૂલ,അവ്യക്തത പിശക്
અસ્પષ્ટ સંદર્ભ,അവ്യക്തമായ റഫറൻസ്
પ્રાચય,അനാലോഗ്
એનાશ -ઉપાડનાર,അനലോഗ് അഡെർ
મનોલોત્ર,അനലോഗ് ചാനൽ
એનાલોગ કમ્પ્યુટર,അനലോഗ് കമ്പ്യൂട്ടർ
એનાશ -રૂપાંતર કરનાર,അനലോഗ് കൺവെർട്ടർ
મનોજ્ analા આંકડા,അനലോഗ് ഡാറ്റ
એનાશ -વિભાજક,അനലോഗ് ഡിവൈഡർ
એનાલોગ સુવિધા ટર્મિન,അനലോഗ് ഫെസിലിറ്റി ടെർമിനൽ
"મનોલોગ કાર્ય
 જનરેટર","അനലോഗ് ഫംഗ്ഷൻ
 വൈദുതോല്പാദനയന്തം"
મનોરોગ એકીકરણ,അനലോഗ് സംയോജനം
એનાલ -ગુણાકાર,അനലോഗ് ഗുണിതം
એનાશિક કાર્યક્રમ,അനലോഗ് പ്രോഗ്രാമിംഗ്
એનાલ -સ્તનપાન,അനലോഗ് സ്കെയിലിംഗ്
એનાલોગ સંકેત,അനലോഗ് സിഗ്നൽ
એનાશ સિમ્યુલેશન,അനലോഗ് സിമുലേഷൻ
એનાશ -સ્વીચ,അനലോഗ് സ്വിച്ച്
પ્રાકૃતિક પદ્ધતિ,അനലോഗ് സിസ്റ്റം
"ડિજિટલથી એનાલોગ
 એકત્રીકરણ કરનાર","ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 കൺവെർട്ടർ"
"ડિજિટલથી એનાલોગ
 એન્કોડર","ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 എൻകോഡർ"
મનોલોગ પ્રસારણ,അനലോഗ് ട്രാൻസ്മിഷൻ
એનોગ પ્રકાર,അനലോഗ് തരം
વિશ્લેષણ -વિધિ,വിശകലന ബ്ലോക്ക്
વિશ્લેષણ પદ્ધતિ,വിശകലന മോഡ്
વિશ્લેષણાત્મક,അനലിറ്റിക്കൽ എഞ്ചിൻ
પૂર્વજો,പൂർവ്വിക ചുമതല
આનુષંગિક સાધનસામગ્રી,അനുബന്ധ ഉപകരണങ്ങൾ
અને,ഒപ്പം
અને સર્કિટ,സർക്യൂട്ട്
અને,ഘടകവും
અને દરવાજો,ഗേറ്റിലും
અને માસ્કિંગ,മാസ്കിംഗ്
અને ઓપરેશન નથી (= બાકાત,പ്രവർത്തനമല്ല (= ഒഴിവാക്കൽ
કામગીરી,പ്രവർത്തനവും
જોડાણ મેમરી,അനെക്സ് മെമ്മറി
નોંધણી,വ്യാഖ്യാനിലും
જાહેરાત કરનાર,Annnuniator
પાછો જવાબ આપો,ഉത്തരം തിരികെ
જવાબ,ഉത്തരം കാലതാമസം
જવાબદાર સમય,ഉത്തരം നൽകുന്നു
જવાબ દીવો,ഉത്തര വിളക്ക്
જવાબ સૂચિ,ഉത്തരം പട്ടിക
માત્ર,ഉത്തരം മാത്രം
અપેક્ષા -મોડ,പ്രതീക്ഷ മോഡ്
આગોતરક બફર,മുൻകൂട്ടി ബഫറിംഗ്
આગોતરક કેરી,മുൻകൂട്ടി കാരി
આગોતરી પેજિંગ,മുൻകൂട്ടി പങ്കിടൽ
અસત્ય કામગીરી,ആന്റിക്കോസിൻസ് പ്രവർത്തനം
કૃત્રિમ તત્વ,Anticoicient ഘടകം
અતિશય એન્ટેના,അപ്രൈയോഡിക് ആന്റിന
છિદ્ર,അപ്പർച്ചർ കാർഡ്
છિદ્ર,അപ്പർച്ചർ കോഡ്
છિદ્રનો સમય,അപ്പർച്ചർ സമയം
સંલગ્ન,അനുബന്ധം
સંલગ્ન કાર્ય,അനുബന്ധ ചുമതല
અરજી વિકાસકર્તા,അപ്ലിക്കേഷൻ ഡെവലപ്പർ
અરજી -સ્તર,ആപ്ലിക്കേഷൻ ലെയർ
અરજીલક્ષી ભાષા,ആപ്ലിക്കേഷൻ ഓറിയന്റഡ് ഭാഷ
અરજી,ആപ്ലിക്കേഷൻ പാക്കേജ്
અરજી કાર્યક્રમ,അപ്ലിക്കേഷൻ പ്രോഗ്രാം
અરજી કાર્યક્રમ,അപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
અરજી જરૂરી ભાષા,അപേക്ഷ ആവശ്യമായ ഭാഷ
એપ્લિકેશન સોફ્ટવેર,അപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
અનુકૂળ,പേഷൻ
આશરે સિદ્ધાંત,ഏകദേശ സിദ്ധാന്തം
મનસ્વી પ્રવેશ,അനിയന്ത്രിതമായ പ്രവേശനം
મનસ્વી ક્રમ કમ્પ્યુટર,അനിയന്ത്രിതമായ ശ്രേണി കമ്പ്യൂട്ടർ
લવાદી,മാദ്ധസ്ഥം
સ્થાપત્ય,വാസ്തുവിദ
આર્કા,ശേഖരം
વિસ્તાર કોડ,ഏരിയ കോഡ്
વિસ્તાર -શોધ,ഏരിയ തിരയൽ
વિસ્તાર -તબદીલી,ഏരിയ കൈമാറ്റം
ક્ષેત્રીય,ഏരിയ വേരിയബിൾ
દલીલ,വാദം
દલીલ સરનામું,വാദം വിലാസം
દલીલ યાદી,ആർദ്ര ലിസ്റ്റ്
અંકગણિત સૂચના,അരിറ്റെറ്റിക്കൽ നിർദ്ദേശം
અંકગણિત અને તર્ક એકમ,"അരിത്മെറ്റിക്, ലോജിക് യൂണിറ്റ്"
અંકગણિત સોંપણી નિવેદન,അരിത്മെറ്റിക് അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്
અંકગણિત તપાસ,ഗണിത പരിശോധന
ન્યાયશાસ્ત્ર,അരിത്മെറ്റിക് സ്ഥിരാങ്കം
અંકગણિત,അരിത്മെറ്റിക് പരിവർത്തനം
સમાંતરતર ડેટા,അരിത്മെറ്റിക് ഡാറ്റ
અંકગણિત અપવાદ,ഗണിത അപവാദം
અંકગણિત અભિવ્યક્તિ,അരിത്മെറ്റിക് എക്സ്പ്രഷൻ
અંકગણિત નિયત બિંદુ,അരിത്മെറ്റിക് നിശ്ചിത പോയിന്റ്
અંકગણિત વંશવેલો,അരിത്മെറ്റിക് ശ്രേണി
અંકગણિત જો નિવેદન,പ്രസ്താവനയാണെങ്കിൽ അരിത്മെറ്റിക്
ન્યાયશાસ્ત્રનું તર્કશાસ્ત્ર,അരിത്മെറ്റിക് ലോജിക്
અંકગણિત તર્ક એકમ,അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്
ન્યાયશાસ્ત્ર કામગીરી,അരിത്മെറ്റിക് പ്രവർത്തനം
સમેટાં પ્રપણ,അരിത്മെറ്റിക് ഓപ്പറേറ്റർ
અંકગણિત ઓવરફ્લો,അരിത്മെറ്റിക് ഓവർഫ്ലോ
અંકગણિત ચિત્ર -માહિતી,അരിത്മെറ്റിക് പിക്ചർ ഡാറ്റ
અંકગણિત અગ્રતા,ഗണിത മുൻഗണന
અંકગણિત પ્રાથમિક,അരിത്മെറ്റിക് പ്രൈമറി
અંકગણિત રજિસ્ટર,അരിത്മെറ്റിക് രജിസ്റ്റർ
અંકગણિત સંબંધ,അരിത്മെറ്റിക് ബന്ധം
અંકગણિત સ્કેન,അരിത്മെറ്റിക് സ്കാൻ
અંકગણિત વિભાગ,അരിത്മെറ്റിക് വിഭാഗം
અંકગણિત પાળી,അരിത്മെറ്റിക് ഷിഫ്റ്റ്
અંકગણિત,അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്
અંકગણિત નિવેદન,ഗണിത പ്രസ്താവന
ન્યાયશાસ્ત્રની મુદત,അരിത്മെറ്റിക് ടേം
અંકગણિત,അരിത്മെറ്റിക് അണ്ടർഫ്ലോ
અંકગણિત એકમ,അരിത്മെറ്റിക് യൂണിറ്റ്
કળ,ശേണി
એરે બાઉન્ડ,അറേ ബന്ധിത
એરે કમ્પ્યુટર,അറേ കമ്പ്യൂട്ടർ
એરેનું પરિમાણ,അറേ അളവ്
એરે તત્વ,അറേ ഘടകം
અભિવ્યક્તિ,ശ്രമരീതി
એરે નામ,അറേ പേര്
રચના,ഘടനകളുടെ നിര
એરે મુદ્રણ,അറേ പ്രിന്റിംഗ്
એરે પ્રક્રિયા,അറേ പ്രോസസ്സിംഗ്
એરે પ્રોસેસર,അറേ പ്രോസസർ
સ્પષ્ટ મુદ્દો,ആർട്ടിക്കേഷൻ പോയിന്റ്
કૃત્રિમ માન્યતા,കൃത്രിമ കോഗ്നിഷൻ
કૃત્રિમ બુદ્ધિ,നിർമ്മിത ബുദ്ധി
કૃત્રિમ ભાષા,കൃത്രിമ ഭാഷ
કૃત્રિમ ચલ,കൃത്രിമ വേരിയബിൾ
કળા -એપ્લિકેશન ડેટા બેંક,ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്
કલાકાર -અરજી,ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം
કળા -એપ્લિકેશન પેટર્ન જનરેશન,ആർട്സ് ആപ്ലിക്കേഷൻ പാറ്റേൺ തലമുറ
ચડતું,ആസര്ണം
ચ ascતો સ .ર્ટ,ആരോഹണം അടുക്കുക
અયોગ્ય,Alcyly
ASCII નિયંત્રણ પાત્ર,ASCII നിയന്ത്രണ പ്രതീകം
ASCII કી બોર્ડ,ASCII കീ ബോർഡ്
દૃષ્ટિ,വശം
પાસા અને,വശം
