Malayalam,Marathi
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റർ,मोठेपणा मॉड्युलेटर
angstrom യൂണിറ്റ്,अँग्स्ट्रोम युनिट
അനലോഗ് സർക്യൂട്ട്,अॅनालॉग सर्किट
അനലോഗ് കമ്പ്യൂട്ടർ,अॅनालॉग संगणक
അനലോഗ് ഫിൽട്ടർ,अॅनालॉग फिल्टर
അനലോഗ് മൾട്ടിമീറ്റർ,अॅनालॉग मल्टीमीटर
അനലോഗ് സ്വിച്ച്,अॅनालॉग स्विच
ഒപ്പം ഗേറ്റും,आणि गेट
കോണീയ ആവൃത്തി,कोनीय वारंवारता
"അയോൺ, അയോൺ","anion, anion"
അനീലിംഗ് താപനില,एनीलिंग तापमान
ആനോഡ്,एनोड
ആനോഡ് ആംപ്ലിഫയർ,एनोड अॅम्प्लिफायर
അനോഡൈൻ,anodyne
ആന്റിന,अँटेना
ആന്റിന ഘടകം,अँटेना घटक
ആന്റി-റിഫ്ലക്ടീവ് കോട്ടിംഗ്,विरोधी परावर्तक कोटिंग
ആന്റിലോഗിൻ ആംപ്ലിഫയർ,अँटिलॉगिन अॅम्प्लिफायर
antiresonant സർക്യൂട്ട്,अँटीरेझोनंट सर्किट
ദ്വാരക കാലഘട്ടം,द्वारक काळ
വെർച്വൽ പവർ,आभासी शक्ती
വയർ കണക്ഷൻ,वायर कनेक्शन
ഏകദേശ വോൾട്ടേജ് നേട്ടം,अंदाजे व्होल्टेज वाढ
ആംസ്ട്രോങ് മോഡുലേറ്റർ,आर्मस्ट्राँग मॉड्युलेटर
ആന്റിന അറേ,अँटेना अॅरे
"വലുപ്പ അനുപാതം, വീക്ഷണ അനുപാതം","आकार गुणोत्तर, गुणोत्तर"
ഫ്ലോട്ടിംഗ് സർക്യൂട്ട് (സ്വതന്ത്ര ഓപ്പറേറ്റിംഗ് സർക്യൂട്ട്),फ्लोटिंग सर्किट (फ्री ऑपरेटिंग सर्किट)
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,स्वयंचलित मल्टीव्हायब्रेटर
ഫ്ലോട്ടിംഗ് മൾട്ടിവൈബ്രേറ്റർ,फ्लोटिंग मल्टीव्हायब्रेटर
അസമമായ ജംഗ്ഷൻ,असममित जंक्शन
അസിൻക്രണസ് കാൽക്കുലേറ്റർ,असिंक्रोनस कॅल्क्युलेटर
ആണവ,आण्विक
ആറ്റോമിക നമ്പർ,अणुक्रमांक
ആറ്റോമിക് ഘടന,अणु रचना
ഓഡിയോ ആംപ്ലിഫയർ,ऑडिओ अॅम्प्लीफायर
ഓഡിയോ ആംപ്ലിഫയർ,ऑडिओ अॅम्प्लीफायर
ഓഡിയോ കാസറ്റ്,ऑडिओ कॅसेट
ഓഡിയോ സർക്യൂട്ട്,ऑडिओ सर्किट
കേൾക്കാവുന്ന ആവൃത്തി,ऐकण्यायोग्य वारंवारता
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് നിയന്ത്രണം,स्वयंचलित व्होल्टेज नियंत्रण
ഹിമപാതം,हिमस्खलन
ശരാശരി ഡിറ്റക്ടർ,सरासरी डिटेक्टर
അക്ഷീയ മോഡ്,अक्षीय मोड
അക്ഷീയ അനുപാതം,अक्षीय प्रमाण
ആന്റിന,अँटेना
ബാക്ക് ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്,बॅक इलेक्ट्रोमोटिव्ह फोर्स
പിൻ പ്രദേശം,मागील क्षेत्र
തിരികെ ചിതറിക്കിടക്കുക,परत स्कॅटर
പശ്ചാത്തല ചാർജ്,पार्श्वभूमी शुल्क
സൈഡ് ശബ്ദം,बाजूचा आवाज
പിന്നോക്കാവസ്ഥ,प्रतिगामी
പിൻഭാഗത്തെ വികിരണം,पोस्टरियर इरॅडिएशन
ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്,बॅकवर्ड डायोड / बॅकवर्ड डायोड
ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ,बॅकवर्ड वेव्ह ऑसिलेटर
"തടസ്സം, തടസ്സം","अडथळा, अडथळा"
തടസ്സം,अडथळा
സമതുലിതമായ പാലം,संतुलित पूल
സമതുലിതമായ മോഡുലേറ്റർ,संतुलित मॉड्युलेटर
സമതുലിതമായ മോഡുലേറ്റർ,संतुलित मॉड्युलेटर
സമതുലിതമായ സർക്യൂട്ട്,संतुलित सर्किट
സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ,संतुलित ग्रेडियंट डिटेक्टर
നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം,वर्तमान स्टॅबिलायझर प्रतिरोध
ബൊലോമീറ്റർ,बोलोमीटर
ബോലോമീറ്റർ പാലം,बोलोमीटर पूल
ബലൂണ്,फुगा
ബനാന ജാക്ക്,केळी जॅक
ബനാന പ്ലഗ്,केळी प्लग
"ബാൻഡ്, ബാൻഡേജ്","पट्टी, पट्टी"
ബാൻഡ് ഡ്രൈവർ,बँड चालक
ബാൻഡ് ഊർജ്ജം,बँड ऊर्जा
ബാൻഡ് വിടവ്,बँड अंतर
ബാഡ്പാർക്ക് ആംപ്ലിഫയർ,बॅडपार्क अॅम्प्लीफायर
ബാൻഡ് പാസ് ഫിൽട്ടർ,बँड पास फिल्टर
ബോഡ് റേറ്റ് ജനറേറ്റർ,बॉड रेट जनरेटर
ബാൻഡ് ഡിസ്പെർഷൻ,banddispersion
ബാൻഡ് റെസിസ്റ്റർ,बँड रेझिस्टर
ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ,बँड ब्रेकर फिल्टर
ബാൻഡ് വിപുലീകരണം,बँड विस्तार
ബാൻഡ് റിമൂവർ ഫിൽട്ടർ,बँड रिमूव्हर फिल्टर
ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ,बँड विस्तार विक्षेप गुणक
ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ,बँड विस्तार अंतर गुणक
"ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ","बीम कॅपेसिटर, बँक कॅपेसिटर"
"ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്","बार्कर कोड, बार्कर कोड"
barravaugen മാനദണ്ഡം,barravaugen निकष
ബാരേറ്റർ,बॅरेटर
തടസ്സം,अडथळा
ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ,इन्सुलेट कॅपेसिटर
തടസ്സം ഊർജ്ജം,अडथळा ऊर्जा
റെസിസ്റ്റർ വോൾട്ടേജ്,रेझिस्टर व्होल्टेज
ബാർട്ട്ലെറ്റ് വിൻഡോ,बार्टलेट विंडो
"അടിസ്ഥാനം, അടിസ്ഥാനം","आधार, आधार"
അടിസ്ഥാന ബാൻഡ്,बेस बँड
അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ,बेस बँड ट्रान्समिशन
അടിസ്ഥാന ചാർജ്,बेस चार्ज
അടിസ്ഥാന കറന്റ്,बेस करंट
അടിസ്ഥാന നിലവിലെ ഉറവിടം,मूळ वर्तमान स्रोत
അടിസ്ഥാന കത്രിക,बेस कातरणे
ആധാർ മദൻ,आधार मदन
അടിസ്ഥാന എമിറ്റർ ഫീഡ്,बेस एमिटर फीड
അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ,बेस एमिटर जंक्शन
അടിസ്ഥാന കുത്തിവയ്പ്പ്,बेस इंजेक्शन
ഗ്രൗണ്ട് ലൈൻ,ग्राउंड लाईन
അടിസ്ഥാന പ്രതിരോധം,बेस प्रतिकार
അടിസ്ഥാന ഉറവിടം,मूळ स्रोत
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,बेस विस्तार प्रतिकार
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,बेस विस्तार प्रतिकार
അടിസ്ഥാന കനം,बेस जाडी
അടിസ്ഥാന പ്രവേശനം,बेस प्रवेश
"ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ","बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन"
അടിസ്ഥാന കളക്ടർ ഉടമ്പടി,बेस कलेक्टर करार
മണം,वास
ബാസ് ആവൃത്തി,बास वारंवारता
ബാറ്ററി,बॅटरी
ബൗഡ്,बॉड
ബാഡ് നിരക്ക്,बॉड दर
ബോഡ് റേറ്റ് ജനറേറ്റർ,बॉड रेट जनरेटर
ബോഡോ കോഡ്,बोडो कोड
"സിഗ്നൽ, ബീക്കൺ","सिग्नल, बीकन"
"മാണിക, ബീഡ്","माणिका, बीड"
മാനിക് കപ്പാസിറ്റർ,मॅनिक कॅपेसिटर
മണികർത്താപി റെസിസ്റ്ററുകൾ,मणिकर्तपी प्रतिरोधक
"ബീം ആന്റിന, ബീം ആന്റിന","बीम अँटेना, बीम अँटेना"
ബീം ഡിറ്റക്ടർ,बीम डिटेक्टर
ബീം പവർ ഹോസ്,बीम पॉवर नळी
ബീം സ്വിച്ചിംഗ് നോസിലുകൾ,बीम स्विचिंग नोजल
ബീം വികാസം,तुळई विस्तार
അടി ആവൃത്തി,बीट वारंवारता
ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ,बीट-फ्रिक्वेंसी ऑसिलेटर
പൾസ് ഓസിലേറ്റർ,पल्स ऑसिलेटर
മണി,घंटा
വളയുന്ന നഷ്ടം,वाकणे नुकसान
ബെസൽ ഫിൽട്ടർ,बेसल फिल्टर
ബീറ്റ,बीटा
b-h വക്രം,b-h वक्र
"പക്ഷപാതം, പക്ഷപാതം","पक्षपात, पक्षपात"
ബയസ് കറന്റ്,पूर्वाग्रह वर्तमान
പക്ഷപാത പ്രതിരോധം,पूर्वाग्रह प्रतिकार
ഇരട്ട ആന്റിന,दुहेरी अँटेना
ദ്വിദിശ ലോഡ് കറന്റ്,द्विदिशात्मक भार प्रवाह
ദ്വിദിശ ആന്റിന,द्विदिश अँटेना
ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്,द्विदिश प्रकाश उत्सर्जक डायोड
ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ,द्विदिशात्मक थायरिस्टर
bi FET സാങ്കേതികവിദ്യ,bi FET तंत्रज्ञान
ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ,द्वि-बिंदू ट्रान्सफॉर्मर
ഇരട്ട സംയോജനം,दुहेरी संलयन
ഉഭയകക്ഷി സർക്യൂട്ട്,द्विपक्षीय सर्किट
ബൈനറി,बायनरी
ബൈനറി തുക,बायनरी बेरीज
ബൈനറി സർക്യൂട്ട്,बायनरी सर्किट
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,बायनरी कोडेड दशांश
ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം,बायनरी कोडेड दशांश प्रणाली
ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ,बायनरी द्विध्रुवीय कॅपेसिटर
ബൈനറി കാൽക്കുലേറ്റർ,बायनरी कॅल्क्युलेटर
ബൈനറി കാൽക്കുലേറ്റർ,बायनरी कॅल्क्युलेटर
ബൈനറി ഡീകോഡർ,बायनरी डीकोडर
ബൈനറി ഗോവണി,बायनरी शिडी
ബൈനറി പാത്തോമീറ്റർ,बायनरी पॅथोमीटर
ബൈനറി അവസ്ഥ,बायनरी स्थिती
ബൈനറി-ഡെസിമൽ ഡീകോഡർ,बायनरी-दशांश डिकोडर
ബൈനറി ലോഡ്,बायनरी लोड
ബൈനറി വാക്കുകൾ,बायनरी शब्द
ബൈപോളാർ,द्विध्रुवीय
ബൈപോളാർ കപ്പാസിറ്റർ,द्विध्रुवीय कॅपेसिटर
ബൈപോളാർ ഉപകരണം,द्विध्रुवीय उपकरण
ബൈപോളാർ ഉറവിടം,द्विध्रुवीय स्रोत
ബൈപോളാർ ട്രാൻസിസ്റ്റർ,द्विध्रुवीय ट्रान्झिस्टर
ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ,द्विध्रुवीय जंक्शन ट्रान्झिस्टर
ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ,चतुर्भुज फिल्टर
ഇരട്ട സ്ഥാനം,दुहेरी स्थिती
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,दोन-स्टेज मल्टीव्हायब्रेटर
ദ്വിദിശ റിലേ,द्विदिशात्मक रिले
രണ്ട്-ഘട്ട സംസ്ഥാനം,biphasic स्थिती
രണ്ട്-സ്ഥാന ട്രിഗർ,दोन-स्थिती ट्रिगर
ബിറ്റ് പിശക്,बिट त्रुटी
ബിറ്റ് പിശക് നിരക്ക്,बिट त्रुटी दर
ബിറ്റ് പിശക്,बिट त्रुटी
ബിറ്റ്കാൽ പിശക്,बिटकल त्रुटी
അന്ധമായ പെട്ടി,आंधळा बॉक्स
ഘനീഭവിച്ച പൾസ്,घनरूप नाडी
സ്രഷ്ടാവ്,सचिव
സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ,सेक्रेटरी इनहिबिटर
അന്ധത,अंधत्व
സെഗ്മെന്റ് ഡയഗ്രം,खंड आकृती
തടസ്സം തടയൽ,अवरोधित करणे
ശകലം കൈമാറ്റം,तुकडा हस्तांतरण
തടസ്സപ്പെടുത്തുക,इंटरसेप्ट
തടയൽ കപ്പാസിറ്റർ,रेझिस्टर कॅपेसिटर
റെസിസ്റ്റർ കപ്പാസിറ്റർ,रेझिस्टर कॅपेसिटर
തടയുന്ന ഓസിലേറ്റർ,रेझिस्टर ऑसिलेटर
തടയുന്ന ഓസിലേറ്റർ,ब्लॉकिंग ऑसिलेटर
റെസിസ്റ്റർ വോൾട്ടേജ്,रेझिस्टर व्होल्टेज
ഊതുന്നയാൾ,ब्लोअर
ബോഡ് ഡയഗ്രം,bode आकृती
വോൾട്ട്സ്മാൻ ബന്ധം,voltzmann संबंध
വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം,voltzmann स्थिरांक
ബോണ്ട്,बंध
ബന്ധിത സ്ട്രെയിൻ ഗേജ്,बाउंड स्ट्रेन गेज
സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ,स्वयं-समर्थक अॅम्प्लिफायर
ബൂളിയൻ ബീജഗണിതം,बुलियन बीजगणित
ബൂളിയൻ സമവാക്യം,बुलियन समीकरण
ബൂട്ട് സ്ട്രാപ്പൺ,बूट Strapon
ബൂത്തിന്റെ അൽഗോരിതം,बूथचे अल्गोरिदम
ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്,बूटस्ट्रॅप प्रिझम सर्किट
bosscutts ഭരണം,bosscutts नियम
ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്,बोस-चौधरी हॉकेनहॅम (BCH) कोड
"ചാടുക, ചാടുക","उडी, उडी"
ബന്ധിത ഇലക്ട്രോൺ,बद्ध इलेक्ट्रॉन
ബ്രാഗ് റിഫ്ലക്ടർ,ब्रॅग रिफ्लेक्टर
ഇഴചേർന്ന വയർ,गुंफलेली तार
ശാഖ,शाखा
ശാഖകൾ,शाखा
പരീക്ഷണ ബോർഡ്,प्रयोग मंडळ
ബ്രേക്ക് സോൺ,ब्रेक झोन
ബ്രേക്കിംഗ് വോൾട്ടേജ്,ब्रेकिंग व्होल्टेज
ബ്രേക്ക്ഡൗൺ ഡയോഡ്,ब्रेकडाउन डायोड
ഒടിവ് പരിഹരിക്കൽ,फ्रॅक्चर फिक्सेशन
ബ്രേക്കിംഗ് വോൾട്ടേജ്,ब्रेकिंग व्होल्टेज
പാലം,पूल
പാലം റക്റ്റിഫയർ,ब्रिज रेक्टिफायर
വിശാലമായ ബാൻഡ്,रुंद बँड
ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്,ब्रॉडकास्ट बँड
ആസ്ട്രൽ അറേ,सूक्ष्म अॅरे
പ്രക്ഷേപണം,प्रसारण
ബ്രോഡ്കാസ്റ്റ് ആന്റിന,ब्रॉडकास्ट अँटेना
ബ്രോഡ്കാസ്റ്റ് റിസീവർ,ब्रॉडकास्ट रिसीव्हर
ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ,वारंवारता प्रसारण प्राप्तकर्ता
പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ,प्रसारण ट्रान्समीटर
ബൂസ്റ്റർ ആന്റിന,बूस्टर अँटेना
ബസ് ആന്റിന,बस अँटेना
ബ്രഷ് നിമജ്ജനം,ब्रश विसर्जन
ബബ്ലിംഗും ഗേറ്റും,बुडबुडे आणि गेट
ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്,बुडबुडू किंवा गेट
ബബ്ലി മെമ്മറി,बबल स्मृती
വോൾട്ടേജ് നഷ്ടപരിഹാരം,भरपाई व्होल्टेज
ബഫർ,बफर
ബഫർ ആംപ്ലിഫയർ,बफर अॅम्प्लीफायर
ബഫർ സർക്യൂട്ട്,बफर सर्किट
ബഫർ ഓപ്പറേറ്റർ,बफर ऑपरेटर
ബഫർ രജിസ്റ്റർ,बफर रजिस्टर
ബൾബ്,बल्ब
ജനസംഖ്യാ പ്രഭാവം,लोकसंख्या प्रभाव
മാക്രോ അർദ്ധചാലക ഉപകരണം,मॅक्रो सेमीकंडक्टर उपकरण
കുല,घड
മുങ്ങിയ കൈമാറ്റം,बुडलेली एक्सचेंज
മുങ്ങിയ പാളി,बुडलेला थर
മുങ്ങിയ കോൺടാക്റ്റ്,बुडलेला संपर्क
സ്ഫോടന ആംപ്ലിഫയർ,स्फोट अॅम्प्लीफायर
സ്ഫോടന കവർ,स्फोट कव्हर
സ്ഫോടനം വെടിവയ്പ്പ്,स्फोट गोळीबार
സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ,स्फोट दरवाजा अॅम्प्लीफायर
ബർസ്റ്റ് മോഡ്,बर्स्ट मोड
സ്ഫോടനം സെപ്പറേറ്റർ,स्फोट विभाजक
സ്ഫോടന സിഗ്നൽ,स्फोट सिग्नल
ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്,स्फोट त्रुटी सुधारक कोड
മതി,पुरेसा
ബസ് ബാർ,बस बार
ബസ് സംഘടന,बस संघटना
ബസ് സ്റ്റാൻഡേർഡ്,बस मानक
വെറും നൈമിഷികം,फक्त क्षणिक
വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ,बटर वर्थ फिल्टर
bnc വയർ,bnc वायर
BNC ജോയിന്റർ,BNC जॉइंटर
വഴിയിൽ,च्या कडे
ബൈപാസ് കപ്പാസിറ്റർ,बायपास कॅपेसिटर
ബൈറ്റ്,बाइट
വി ബാൻഡ്,व्ही बँड
സി ബാൻഡ് ആന്റിന,सी बँड अँटेना
വയർ,तार
വയർ റൂട്ടിംഗ്,वायर राउटिंग
ടെലിഗ്രാഫ് ടെലിവിഷൻ,टेलिग्राफ दूरदर्शन
കാഷെ മെമ്മറി,कॅशे मेमरी
സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്,Sisim वारंवारता मानक
കാൽക്കുലേറ്റർ,कॅल्क्युलेटर
കാലിബ്രേഷൻ,कॅलिब्रेशन
കോൾ വിലാസം,कॉल पत्ता
കോൾപിറ്റ് ഓസിലേറ്റർ,कॉलपिट ऑसिलेटर
ക്യാം കോർഡറുകൾ,कॅम कॉर्डर
ക്യാമറ,कॅमेरा
ക്യാമറ ഹോസ്,कॅमेरा नळी
കാൻഡല,candela
മെഴുകുതിരി ശക്തി,मेणबत्ती शक्ती
കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്,कॅन्टिलिव्हर स्ट्रेन गेज
പിടിക്കുന്നു,धारण
കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ,कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर
ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ,होल्डिंग वितरक
ഉടമ്പടി നിലനിർത്തൽ,करार धारण
കപ്പാസിറ്റൻസ് ഗേജ്,कॅपेसिटन्स गेज
പിടിക്കുന്ന കളക്ടർ,धारण कलेक्टर
കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം,capacitance reactance
"കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ","कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर"
കപ്പാസിറ്റർ,कॅपेसिटर
കപ്പാസിറ്റർ ബാങ്ക്,कॅपेसिटर बँक
കപ്പാസിറ്റർ ഫിൽട്ടർ,कॅपेसिटर फिल्टर
കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ,कॅपेसिटर इनपुट फिल्टर
വിഞ്ച് മോട്ടോർ,विंच मोटर
പുള്ളി സെർവോ ബോഡി,पुली सर्वो बॉडी
ചാർക്കി,चरखी
പിടിക്കുക,पकडणे
ക്യാപ്‌ചർ വിഭാഗം,कॅप्चर कलम
ക്യാപ്‌ചർ പ്രഭാവം,कॅप्चर प्रभाव
കാരിയർ ശബ്ദ അനുപാതം,वाहक आवाज प्रमाण
കാർ റേഡിയോ,कार रेडिओ
കാർബൺ റെസിസ്റ്റർ,कार्बन प्रतिरोधक
കാർഡ് റീഡർ,कार्ड रीडर
കാർഡിയോയിഡ് ഡയഗ്രം,कार्डिओइड आकृती
വണ്ടി,गाडी
വണ്ടി മടക്കം,कॅरेज रिटर्न
വാഹകൻ,वाहक
കാരിയർ ആശയവിനിമയം,वाहक संप्रेषण
കാരിയർ ഏകാഗ്രത,वाहक एकाग्रता
കാരിയർ ആവൃത്തി,वाहक वारंवारता
കാരിയർ പുനരുൽപാദനം,वाहक पुनरुत्पादन
കാരിയർ ലെവൽ,वाहक पातळी
കാരിയർ ജീവിതം,वाहक जीवन
കാരിയർ മൊബിലിറ്റി,वाहक गतिशीलता
കാരിയർ ഗുണനം,वाहक गुणाकार
കാരിയർ ശബ്ദ നില,वाहक आवाज पातळी
കാരിയർ ശ്രേണി,वाहक श्रेणी
കാരിയർ വീണ്ടെടുക്കൽ സർക്യൂട്ട്,वाहक पुनर्प्राप्ती सर्किट
കാരിയർ വീണ്ടും ചേർക്കൽ,वाहक पुनर्निवेशण
ചാലക വിസരണം,प्रवाहकीय विखुरणे
കാരിയർ അടിച്ചമർത്തൽ,वाहक दडपशाही
കാരിയർ കൂട്ടിൽ,वाहक पिंजरा
കാരിയർ വേഗത,वाहक वेग
കൈ കട്ട്,हाताचा तुकडा
പതാക നടത്തി,ध्वज धरला
"കൈവശരേഖ, കൈവശാവകാശ രജിസ്റ്റർ","ताबा नोंदवही, ताबा नोंदवही"
പോർട്ടബിൾ ജനറേറ്റർ,पोर्टेबल जनरेटर
കാർസൺ നിയമം,कार्सन कायदा
കാട്രിഡ്ജ് ഫ്യൂസ്,काडतूस फ्यूज
കാട്രിഡ്ജ് ടേപ്പ്,काडतूस टेप
കാരി ഫോസ്റ്റർ പാലം,कॅरी फॉस्टर ब्रिज
സ്റ്റെപ്പ് ആംപ്ലിഫയർ,स्टेप अॅम्प्लीफायर
ഗ്രേഡേഷൻ,श्रेणीकरण
കാസ്കേഡ് ആംപ്ലിഫയർ,कॅस्केड अॅम्प्लीफायर
"കാസ്‌കോഡ് ആംപ്ലിഫയർ, സ്റ്റെപ്പ് ആംപ്ലിഫയർ","Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर"
കാസറ്റ്,कॅसेट
പ്രേരണ,प्रलोभन
ക്യാപ്റ്റീവ് കോട്ടർ,कॅप्टिव्ह कोटर
കാഥോഡ്,कॅथोड
കാഥോഡ് ട്രെയിലിംഗ്,कॅथोड ट्रेलिंग
കാഥോഡ് ട്രെയിലിംഗ് ആംപ്ലിഫയർ,कॅथोड ट्रेलिंग अॅम्प्लिफायर
കാഥോഡ് ലുമിനൻസ്,कॅथोड ल्युमिनन्स
കാഥോഡ് മെറ്റീരിയൽ,कॅथोड साहित्य
കാഥോഡ് റേ ഓസിലോസ്കോപ്പ്,कॅथोड किरण ऑसिलोस्कोप
കാഥോഡ് റേ ട്യൂബ്,कॅथोड रे ट्यूब
കാഥോഡ് കണിക നിക്ഷേപം,कॅथोड कण जमा करणे
കാഥോഡ് ലുമിനൻസ്,कॅथोड ल्युमिनन्स
കയർ ഫിൽട്ടർ,कॉयर फिल्टर
കവർ ഫിൽട്ടർ,kaver फिल्टर
കോടോർ,कोटोर
ആന്ട്രൽ റേഡിയേഷൻ,एंट्रल रेडिएशन
cotter resonator,कोटर रेझोनेटर
