Kannada,Punjabi
ಸೇರಿಸುವವನು,ਜੋੜਨ ਵਾਲਾ
ಹೊಂದಾಣಿಕೆ ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,ਵਿਵਸਥਿਤ ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ
ನುಗ್ಗುವಿಕೆ,ਪ੍ਰਵੇਸ਼
ಏರಿಯಲ್,ਏਰੀਅਲ
ಪೆಪ್ ಆವರ್ತನ,pep ਬਾਰੰਬਾਰਤਾ
ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ,ੲੇ. ਸੀ
ಜೋಡಣೆ,ਅਲਾਈਨਮੈਂਟ
ಅಲ್ಗಾರಿದಮ್,ਐਲਗੋਰਿਦਮ
ಎಲ್ಲಾ ಪಾಸ್ ಫಿಲ್ಟರ್,ਸਾਰੇ ਪਾਸ ਫਿਲਟਰ
ಮಿಶ್ರಲೋಹ ಜಂಕ್ಷನ್,ਮਿਸ਼ਰਤ ਜੰਕਸ਼ਨ
ಕ್ಷೀಣತೆ,ਧਿਆਨ
ಪರ್ಯಾಯ ಪ್ರವಾಹ,ਬਦਲਵੇਂ ਮੌਜੂਦਾ
ಹೊರಗಿನ ತಾಪಮಾನ,ਅੰਬੀਨਟ ਤਾਪਮਾਨ
ಬೈಪೋಲಾರ್,ਬਾਈਪੋਲਰ
ವರ್ಧನೆ,ਵਾਧਾ
ಆಂಪ್ಲಿಫಯರ್,ਐਂਪਲੀਫਾਇਰ
ಆಂಪ್ಲಿಫಯರ್ ದಕ್ಷತೆ,ਐਂਪਲੀਫਾਇਰ ਕੁਸ਼ਲਤਾ
ಆಯಾಮಗಳು,ਮਾਪ
ವೈಶಾಲ್ಯ ಕ್ಷೀಣತೆ,ਐਪਲੀਟਿਊਡ attenuation
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ AM ಆಂದೋಲಕ,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਡ AM ਔਸਿਲੇਟਰ
ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಶನ್,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਸ਼ਨ
ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಟರ್,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਰ
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
ಅನಲಾಗ್ ಸರ್ಕ್ಯೂಟ್,ਐਨਾਲਾਗ ਸਰਕਟ
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
ಅನಲಾಗ್ ಫಿಲ್ಟರ್,ਐਨਾਲਾਗ ਫਿਲਟਰ
ಅನಲಾಗ್ ಮಲ್ಟಿಮೀಟರ್,ਐਨਾਲਾਗ ਮਲਟੀਮੀਟਰ
ಅನಲಾಗ್ ಸ್ವಿಚ್,ਐਨਾਲਾਗ ਸਵਿੱਚ
ಮತ್ತು ಗೇಟ್,ਅਤੇ ਗੇਟ
ಕೋನೀಯ ಆವರ್ತನ,ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ
"ಅಯಾನ್, ಅಯಾನ್","anion, anion"
ಅನೆಲಿಂಗ್ ತಾಪಮಾನ,ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ
ಆನೋಡ್,ਐਨੋਡ
ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್,ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ
ಅನೋಡೈನ್,anodyne
ಆಂಟೆನಾ,ਐਂਟੀਨਾ
ಆಂಟೆನಾ ಘಟಕ,ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ ಲೇಪನ,ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ
ಪ್ರತಿಲೋಜಿನ್ ಆಂಪ್ಲಿಫಯರ್,ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ
ಆಂಟಿರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್,antiresonant ਸਰਕਟ
ದ್ವಾರಕ ಕಾಲ,ਦੁਆਰਕ ਕਾਲ
ವರ್ಚುವಲ್ ಶಕ್ತಿ,ਵਰਚੁਅਲ ਪਾਵਰ
ತಂತಿ ಸಂಪರ್ಕ,ਤਾਰ ਕੁਨੈਕਸ਼ਨ
ಅಂದಾಜು ವೋಲ್ಟೇಜ್ ಲಾಭ,ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ
ಆರ್ಮ್ಸ್ಟ್ರಾಂಗ್ ಮಾಡ್ಯುಲೇಟರ್,armstrong modulator
ಆಂಟೆನಾ ರಚನೆ,ਐਂਟੀਨਾ ਐਰੇ
"ಗಾತ್ರ ಅನುಪಾತ, ಆಕಾರ ಅನುಪಾತ","ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ"
ತೇಲುವ ಸರ್ಕ್ಯೂಟ್ (ಉಚಿತ ಆಪರೇಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್),ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ)
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್,ਅਸਮਿਤ ਜੰਕਸ਼ਨ
ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ
ಪರಮಾಣು,ਪ੍ਰਮਾਣੂ
ಪರಮಾಣು ಸಂಖ್ಯೆ,ਪਰਮਾਣੂ ਨੰਬਰ
ಪರಮಾಣು ರಚನೆ,ਪਰਮਾਣੂ ਬਣਤਰ
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್,ਆਡੀਓ ਕੈਸੇਟ
ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್,ਆਡੀਓ ਸਰਕਟ
ಶ್ರವ್ಯ ಆವರ್ತನ,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ
ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ,ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ
ಹಿಮಕುಸಿತ,ਬਰਫ਼ਬਾਰੀ
ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್,ਔਸਤ ਖੋਜੀ
ಅಕ್ಷೀಯ ಮೋಡ್,ਧੁਰੀ ਮੋਡ
ಅಕ್ಷೀಯ ಅನುಪಾತ,ਧੁਰੀ ਅਨੁਪਾਤ
ಆಂಟೆನಾ,ਐਂਟੀਨਾ
ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್,ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
ಹಿಂಭಾಗದ ಪ್ರದೇಶ,ਪਿਛਲਾ ਖੇਤਰ
ಮತ್ತೆ ಚದುರುವಿಕೆ,ਵਾਪਸ ਸਕੈਟਰ
ಹಿನ್ನೆಲೆ ಶುಲ್ಕ,ਪਿਛੋਕੜ ਚਾਰਜ
ಅಡ್ಡ ಶಬ್ದ,ਪਾਸੇ ਦਾ ਰੌਲਾ
ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ,ਪਿਛਾਖੜੀ
ಹಿಂಭಾಗದ ವಿಕಿರಣ,ਪਿਛਲਾ ਕਿਰਨ
ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್,ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ
ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ,ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ
"ಅಡಚಣೆ, ಅಡಚಣೆ","ਰੁਕਾਵਟ, ਰੁਕਾਵਟ"
ಅಡಚಣೆ,ਰੁਕਾਵਟ
ಸಮತೋಲಿತ ಸೇತುವೆ,ਸੰਤੁਲਿਤ ਪੁਲ
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್,ਸੰਤੁਲਿਤ ਸਰਕਟ
ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್,ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ
ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ,ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ
ಬೋಲೋಮೀಟರ್,ਬੋਲੋਮੀਟਰ
ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ,ਬੋਲੋਮੀਟਰ ਪੁਲ
ಬಲೂನ್,ਗੁਬਾਰਾ
ಬನಾನಾ ಜ್ಯಾಕ್,ਕੇਲਾ ਜੈਕ
ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್,ਕੇਲੇ ਦਾ ਪਲੱਗ
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್","ਪੱਟੀ, ਪੱਟੀ"
ಬ್ಯಾಂಡ್ ಚಾಲಕ,ਬੈਂਡ ਡਰਾਈਵਰ
ಬ್ಯಾಂಡ್ ಶಕ್ತಿ,ਬੈਂਡ ਊਰਜਾ
ಬ್ಯಾಂಡ್ ಅಂತರ,ਬੈਂਡ ਗੈਪ
ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್,ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ
ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್,ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ
ಬಾಡ್ ದರ ಜನರೇಟರ್,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್,banddispersion
ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್,ਬੈਂਡ ਰੋਧਕ
ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್,ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ
ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್,ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್,ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ,ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ
"ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್","ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ"
"ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್","ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ"
barravaugen ಮಾನದಂಡ,barravaugen ਮਾਪਦੰਡ
ನ್ಯಾಯವಾದಿ,ਬੈਰਟਰ
ತಡೆಗೋಡೆ,ਰੁਕਾਵਟ
ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್,ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ
ತಡೆ ಶಕ್ತಿ,ਰੁਕਾਵਟ ਊਰਜਾ
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,ਰੋਧਕ ਵੋਲਟੇਜ
ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ,ਬਾਰਟਲੇਟ ਵਿੰਡੋ
"ಬೇಸ್, ಬೇಸ್","ਅਧਾਰ, ਅਧਾਰ"
ಬೇಸ್ ಬ್ಯಾಂಡ್,ਅਧਾਰ ਬੈਂਡ
ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ,ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ
ಮೂಲ ಶುಲ್ಕ,ਬੇਸ ਚਾਰਜ
ಮೂಲ ಪ್ರಸ್ತುತ,ਅਧਾਰ ਮੌਜੂਦਾ
ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ,ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ
ಬೇಸ್ ಕತ್ತರಿಸುವುದು,ਅਧਾਰ ਕੱਟਣਾ
ಆಧಾರ್ ಮದನ್,ਆਧਾਰ ਮਦਨ
ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್,ਬੇਸ ਐਮੀਟਰ ਫੀਡ
ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್,ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ
ಬೇಸ್ ಇಂಜೆಕ್ಷನ್,ਅਧਾਰ ਟੀਕਾ
ನೆಲದ ರೇಖೆ,ਜ਼ਮੀਨੀ ਲਾਈਨ
ಮೂಲ ಪ್ರತಿರೋಧ,ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ
ಮೂಲ ಮೂಲ,ਅਧਾਰ ਸਰੋਤ
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
ಬೇಸ್ ದಪ್ಪ,ਅਧਾਰ ਮੋਟਾਈ
ಮೂಲ ಪ್ರವೇಶ,ਅਧਾਰ ਪਹੁੰਚ
"ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್","ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ"
ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ,ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ
ವಾಸನೆ,ਗੰਧ
ಬಾಸ್ ಆವರ್ತನ,ਬਾਸ ਬਾਰੰਬਾਰਤਾ
ಬ್ಯಾಟರಿ,ਬੈਟਰੀ
ಬಾಡ್,ਬੌਡ
ಬೌಡ್ ದರ,ਬੌਡ ਦਰ
ಬಾಡ್ ದರ ಜನರೇಟರ್,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
ಬೋಡೋ ಕೋಡ್,ਬੋਡੋ ਕੋਡ
"ಸಂಕೇತ, ದಾರಿದೀಪ","ਸੰਕੇਤ, ਬੀਕਨ"
"ಮಾಣಿಕ, ಬೀಡು","ਮਨਿਕਾ, ਬੀਡ"
ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್,manic capacitor
ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ,ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ
"ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ","ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ"
ಕಿರಣ ಶೋಧಕ,ਬੀਮ ਡਿਟੈਕਟਰ
ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ,ਬੀਮ ਪਾਵਰ ਹੋਜ਼
ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು,ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ
ಕಿರಣದ ವಿಸ್ತರಣೆ,ਬੀਮ ਦਾ ਵਿਸਥਾਰ
ಬೀಟ್ ಆವರ್ತನ,ਬੀਟ ਬਾਰੰਬਾਰਤਾ
ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ,ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ
ನಾಡಿ ಆಂದೋಲಕ,ਪਲਸ ਔਸਿਲੇਟਰ
ಗಂಟೆ,ਘੰਟੀ
ಬಾಗುವ ನಷ್ಟ,ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ
ಬೆಸೆಲ್ ಫಿಲ್ಟರ್,ਬੇਸਲ ਫਿਲਟਰ
ಬೀಟಾ,ਬੀਟਾ
b-h ಕರ್ವ್,b-h ਵਕਰ
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ,ਪੱਖਪਾਤ ਮੌਜੂਦਾ
ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ,ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ
ಡಬಲ್ ಆಂಟೆನಾ,ਡਬਲ ਐਂਟੀਨਾ
ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ,ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ
ದ್ವಿಮುಖ ಆಂಟೆನಾ,ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ
ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್,ਦੋ-ਦਿਸ਼ਾਵੀ thyristor
ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ,bi FET ਤਕਨਾਲੋਜੀ
ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
ಡಬಲ್ ಸಮ್ಮಿಳನ,ਡਬਲ ਫਿਊਜ਼ਨ
ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್,ਦੁਵੱਲੀ ਸਰਕਟ
ಅವಳಿ,ਬਾਈਨਰੀ
ಬೈನರಿ ಮೊತ್ತ,ਬਾਈਨਰੀ ਜੋੜ
ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್,ਬਾਈਨਰੀ ਸਰਕਟ
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ
ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್,ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
ಬೈನರಿ ಡಿಕೋಡರ್,ਬਾਈਨਰੀ ਡੀਕੋਡਰ
ಬೈನರಿ ಏಣಿ,ਬਾਈਨਰੀ ਪੌੜੀ
ಬೈನರಿ ಪಾಥೋಮೀಟರ್,ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ
ದ್ವಿಮಾನ ಸ್ಥಿತಿ,ਬਾਈਨਰੀ ਸਥਿਤੀ
ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್,ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ
ಬೈನರಿ ಲೋಡ್,ਬਾਈਨਰੀ ਲੋਡ
ಬೈನರಿ ಪದಗಳು,ਬਾਈਨਰੀ ਸ਼ਬਦ
ಬೈಪೋಲಾರ್,ਬਾਈਪੋਲਰ
ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್,ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ
ಬೈಪೋಲಾರ್ ಸಾಧನ,ਦੋਧਰੁਵੀ ਜੰਤਰ
ಬೈಪೋಲಾರ್ ಮೂಲ,ਦੋਧਰੁਵੀ ਸਰੋਤ
ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ
ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್,ਚਤੁਰਭੁਜ ਫਿਲਟਰ
ಎರಡು ಸ್ಥಾನ,ਡਬਲ ਸਥਿਤੀ
ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ದ್ವಿಮುಖ ರಿಲೇ,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ
ದ್ವಿಮುಖ ಸ್ಥಿತಿ,ਦੋ-ਪੜਾਅ ਰਾਜ
ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ,ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ
ಬಿಟ್ ದೋಷ,ਬਿੱਟ ਗਲਤੀ
ಬಿಟ್ ದೋಷ ದರ,ਬਿੱਟ ਗਲਤੀ ਦਰ
ಬಿಟ್ ದೋಷ,ਬਿੱਟ ਗਲਤੀ
ಬಿಟ್ಕಲ್ ದೋಷ,ਬਿਟਕਲ ਗਲਤੀ
ಕುರುಡು ಪೆಟ್ಟಿಗೆ,ਅੰਨ੍ਹੇ ਬਾਕਸ
ಮಂದಗೊಳಿಸಿದ ನಾಡಿ,ਸੰਘਣੀ ਨਬਜ਼
ಸ್ರವಿಸುವವನು,ਸਕੱਤਰ
ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ,secretory inhibitor
ಕುರುಡುತನ,ਅੰਨ੍ਹਾਪਨ
ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ,ਖੰਡ ਚਿੱਤਰ
ತಡೆಯುವ ಪ್ರತಿರೋಧ,ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ
ತುಣುಕು ವರ್ಗಾವಣೆ,ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ
ತಡೆಹಿಡಿಯಿರಿ,ਰੁਕਾਵਟ
