Telugu,Gujarati
సుగంధ మొక్క,સુગંધિત છોડ
సుగంధ బియ్యం,સુગંધિત ચોખા
బాంజింగ్,તંગર
అసేప్సిస్,મહાપમાવર
అసెప్టిక్,ખસી
అలైంగిక ప్రచారం,અજાતીય પ્રચાર
పరీక్ష,પરાકાષ્ઠા
ఆస్తులు,અસ્ક્યામત
సమీకరణ,આત્મસાત
అసోసియేషన్,મંડળ
రక్తస్రావం,આહલાદક
అసినప్సిస్,અસમપ્રાપ્ત
అటావిజం,તૃષ્ણા
అటామైజర్,અણમા
క్షీణత,કૃશતા
ఆటోగామి,સ્વતસ્તરી
ఆటోలిసిస్,સ્વચાલનતા
ఆటోక్సీడేషన్,સ્વચાલિત થાંભલા
ఆటోపోలిప్లోయిడ్,સ્વોલપ્લોઇડ
ఆక్సిన్లు,Uxક્સિન્સ
దంపతులు,AWN (બરછટ)
బాదం,બદામ
కలబంద,કુંવાર
అమరాంథస్,અમરાન્થસ
Ammi,ક amંગું
అంజన్ గడ్డి,અંજાન ઘાસ
ఆంథూరియం,ગૂંજ
"అయోన్లా, ఇండియన్ గూస్బెర్రీ","ઓનલા, ભારતીય ગૂસબેરી"
ఆపిల్,સફરજન
నేరేడు పండు,દુર્દ્રાવી
అర్బియన్ జాస్మిన్,જાસ્મિન
అరేకా గింజ,અરેકા અખરોટ
అర్జున్,ખલાસી
అస్ఫోటిడా,અફેટીડા
యాష్ పొట్లకాయ,રાખ
అశోక చెట్టు,અશોક વૃક્ષ
కవచము కలుపు,એશ્થમા નીંદણ (યુફોર્બિયા)
ఆస్పరాగస్,શતાવરીનો શતાાયણ
అవోకాడో,એવોકાડો
అంతా అల్నాఫ్న్నే,અલ્ફાલ્ફા (લ્યુસર્ન)
చీమలు,કીડી
అఫిడ్స్,એફિડ
ఆర్మీ పురుగు,સૈન્યમાં
వ్యవసాయ ఆర్థికవేత్త,કૃષિ -અર્થશાસ્ત્રી
వ్యవసాయ పొడిగింపు,કૃષિ વિસ્તરણવાદી
వ్యవసాయ శాస్త్రవేత్త,કૃષિ -વિજ્ scientાન
వ్యవసాయ ఇంజనీర్,ખેતી ઈજનેર
అగ్రోబయాలజిస్ట్,કેરોગવિજ્ologistાન
వ్యవసాయ శాస్త్రవేత్త,કૃષિવિજ્istાની
అగ్రోఫిసిక్,કૃષિવિજ્stાન
జంతువుల పెంపకందారుడు,પશુ સંવર્ધક
బాసిల్లస్ వైరస్,બેસિલસ વાયરસ
బాసిల్లస్,દંભ
బాక్టీరియా,જીવાત
బాక్టీరియోటాక్సిన్,કોઇ
బాగస్సే,મસાલા
బ్యాలెన్స్ షీట్,સરવૈયા
సమతుల్య ఫలదీకరణం,શેતરાન
బార్ రేఖాచిత్రం,આકૃતિ
బెరడు,ભડકો
బేరోమీటర్,બાહુદ માળખાં
బంజరు,ઉજ્જડ
బేస్,પાયો
బేసిన్,ઉજવણી
బాసిపెటల్,બીક
బేసిథెర్నమ్,દરિયાકાંઠે
బే రుతుపవనాలు,ચોમાસા
బేరింగ్ ప్లాంట్,પધ્ધદનો છોડ
మం చం,પથારી
బెడర్,ઘાને
పరుపు,નાળ
దుంప మొలాసిస్,બીટ દાળ
బెలోస్,ધૂન
బెల్ట్,બેલ્ટ
బెనిఫిట్-కాస్ట్ అనాలిసిస్,લાભ આપતી કિંમતે વિશ્લેષણ
పక్షపాతం,પક્ષપાતી (નમૂના)
ద్వైవార్షిక,દ્વિવાર્ષિક
ద్విపద,દ્વિપદી
బయోజెంట్,જૈવિક
బయోక్లైమేట్,જૈવ
బయోఎనర్జీ,બાયનર્જી
బయోనోమిక్స్,જીવવિજ્icsાન
బయోఇయాక్టర్,બાયરોએક્ટર
బయోస్పియర్,જીવશોષ
బయోటిక్,જૈવિક
బయోటైప్,જંતુઓ
ద్విలింగ,દ્વિલિંગી
బ్లాంచింగ్,નિસ્તેજ
పేలుడు,વિનોદ
కలపండి,મિશ્રણ
ముడత,વાંક કા blવો
పొక్కు,ફટકો
నీలం విప్లవం,ક્રાંતિ
దిగువ వేడి గది,તળિયે ગરમીનો ઓરડો
దిగువ ఉష్ణ సాంకేతికత,તળિય ગરમીની તકનીક
బ్రాన్,ક brંગું
శాఖ,શાખા
బ్రాంచ్లెట్,શાખા -શાખા -શાખ્ય
జాతి,ઉછેર
పెంపకం,ઉછેર
బ్రిమ్మింగ్,કોઇ
సంతానం,ક brંગું
బడ్డింగ్,જાંબુડી
బడ్జెట్,અંદાજપત્ર
బఫర్,બફર
బల్బ్,ગોળાકાર
బంట్,સંલગ્ન
ఉప-ఉత్పత్తి,પેટા-પેદાશ
బాబుల్ అకాసియా,બબુલ બાવળ
బేబీ మొక్కజొన్న,બાળક મકાઈ
బేల్,બેલ
బైల్,બાલ
బాల్సం,બાલસમ
వెదురు,વાંસ
అరటి,કરડ
మర్రి చెట్టు,વડ નું વૃક્ષ
బార్లీ,જવ
బార్నియార్డ్ మిల్లెట్,બાર્નેયાર્ડ બાજરી
తులసి,એક જાતનો છોડ
బాస్టర్డ్ సెడార్,બેસ્ટાર્ડ દેવદાર
బాస్టర్డ్ మైరోబాలన్,બેસ્ટર્ડ માયરોબાલન
బౌహినియా,બૌહિનીયા
బే బెర్రీ,ખાડી
బీన్,બીન
దుంప,સલાદ
బెల్లడోన్నా,બાલ્ટડોન્ના
బెర్,બેવકૂફ
బెర్సీమ్,ઠપકો આપવો
బెటెల్,સોપારી
బిలింబి,બિલોમ્બી
కాకరకాయ,કડવી દારૂ
బ్లాక్ గ్రామ్,કાળો ગ્રામ
బ్లాక్ నైట్ షేడ్,કાળી નાઈટશેડ
బౌగెన్విలియా,બોગૈનવિલે
బాటిల్ బ్రష్,બોટ
బాటిల్ పొట్లకాయ,બોટલ ગોળા
బాక్స్ ట్రీ,બ boxટ -ઝાડ
బ్రెడ్ ఫ్రూట్,બ્રેડ ફળો
పెళ్లి లత,લગ્ન સમારંભ
బ్రింజల్,શોરબકોર
బ్రాడ్ బీన్,વ્યાપક બીન
బ్రోకలీ,કોતરણી
బ్రస్సెల్ మొలక,બ્રસેલ્સ sprout
బుక్వీట్,બિયાં સાથેનો દાણો
బ్యూటియా,Butોરિયા
బాండికూట్,એક જાતની નાની ભડકી
ఎలుగుబంటి,સહન કરવું
బీటిల్,ભમરો
బొబ్బ బీటిల్,ફોલ્લો ભમરો
బ్లూ బుల్,વાદળી બળદ
బోల్ పురుగు,Bણપત્ર
సీతాకోకచిలుక,બ butterટરફ્લાય
బాక్టీరియాలజిస్ట్,જીવાણુવિજ્ologistાની
బయోకెమిస్ట్,જૈવ રસાયણાકાર
జీవశాస్త్రవేత్త,જીવવિજ્ologistાન
బయోటెక్నాలజిస్ట్,જીવવિજ્ologistાની
వృక్షశాస్త్రజ్ఞుడు,વનસ્પતિશાસ્ત્ર
సి తేమ లక్షణ వక్రత,સી ભેજ લાક્ષણિકતા વળાંક
కేక్,કેક
కాల్కారియస్,ગુણવાળું
కాల్సిఫికేషన్,ચુન્યાસ
ఫాస్ఫేట్ యొక్క లెక్కింపు,ફોસ્ફેટનું ગણતરી
కాలోసిటీ,ઉશ્કેરાટ
కాలిస్,ક callલસ
కాలిక్స్,Calાળ
కాలిక్స్-ఎండ్,ક calલિક્સનો અંત
కాంబియం,કણસ
క్యాంకర్,ક canંગું
క్యానింగ్,ડબ્બા
పందిరి,છત્ર
రాజధాని,પાટનગર
కాప్రిఫికేషన్,કરચલીકરણ
క్యాప్సూల్,ક capંગલ
కార్బోనేటేడ్,કાર્બન
కార్బోనైజేషన్,કાર્બનલાઇઝેશન
కార్పెల్,કળ
కార్పస్,કળશ
కాస్టింగ్,કિલ્લો
క్యాటాబోలిజం,વિસર્જન
ఉత్ప్రేరక,ઉદ્દીપન
గొంగళి పురుగు,ઈયળ
సి-డిఎన్ఎ లైబ్రరీ,સી-ડી.એન.એ.
పైకప్పు,છત
సెల్,ઓરડું
కేంద్ర నాయకుడు వ్యవస్థ,કેન્દ્રીય નેતા પદ્ધતિ
సెంట్రిక్,કેન્દ્ર બનાવવી
సెంట్రిఫ్యూగేషన్,કેન્દ્રો
సెంట్రిఫ్యూజ్,કેન્દ્ર
సెంట్రియోల్,કેન્દ્ર
సెంట్రోజెనిక్,કેન્દ્રોવાળું
సెంట్రోజెనస్,કેન્દ્રો
సెర్కస్,કરકસર
ధాన్యం,ધારણ
ధృవీకరణ,પ્રમાણપત્ર
ధృవీకరించబడిన విత్తనం,પ્રમાણિત બીજ
చాఫ్,કણ
చలాజా,ચલાઝા
కెమోట్రోపిజం,વાદળવિજ્ismાન
చియాస్మా,જાંબુડિયા રંગ
చిల్లింగ్ గంటలు,ઠંડક કલાકો
చిల్లింగ్ గాయం,ઠંડક ઇજા
చిమెరా,તંગ
క్లోరాంథీ,કળ
క్లోరోఫిల్,હરિતદ્રવ્ય
క్లోరోసిస్,હરિતદ્રવ્ય
క్లోరాలజీ,હરિતદ્રવ્ય
క్రోమాటిడ్,ક્રોમેટિડ
క్రోమాటిన్,ક્રોમટિન
క్రోమాటోగ్రఫీ,ક્રોમશલિઓ
క్రోమాటోలిసిస్,ક્રોધિતતા
క్రోమోసెంట్రే,ક્રોમોસેન્ટ્રી
క్రోమోజెనిసిస్,ક્રોમતત્વ
క్రోమోప్రొటీన్,રંગભૂમિ
క్రోమోజోమ్,રંગબેરંગી
దీర్ఘకాలిక,કાયમી
సిట్రేంజ్,સિત્તર
క్లాడోడ్,કવડો
వర్గీకరణ,વર્ગીકરણ
మట్టి,માટી
శుభ్రపరచడం,સફાઈ
క్లిస్టోగామి,રોટી
క్లైమాక్టెరిక్ పండు,ઘાતકી ફળ
వాతావరణం,વાતાવરણ
క్లైమాటాలజీ,આબોહવાવિજ્ologyાન
క్లిప్పర్,જાડું
క్లాడ్,ગાલ
క్లోన్,ક્લોન
మేఘం,વાદળ
క్లాంప్,ઝગડો
క్లస్టర్,ઝગડો
ముతక,બરછટ
విత్తనం,કોટ (બીજ)
కోకన్,કોપરો
కోఎంజైమ్,કોનઝાઇમ
సమన్వయం,સુશોભન
కోయిర్,Coાંકણ
కోలియోరిజా,કોયડો
కాలర్,કોઠાર
ఘోథ,કોલોઇડ (માટી)
కొలుమెల్లా,જાંબુડિયા રંગનું બનેલું
కాలమ్,કોલમ
ప్రారంభం,સંપ્રદાય
వాణిజ్య బ్యాంకు,વેપારી બેંક
వస్తువు,કોડ્યુ
సంఘం,સમુદાય
సంపీడన (మట్టి),કોમ્પેક્શન (માટીનું)
అనుకూలత,સુસંગતતા
అనుకూలత,સુસંગતતા
పరిహారం,વળતર
పోటీ పరస్పర చర్య,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
పరిపూరకరమైన పంట,પૂરક પાક
క్లిష్టమైన,સંકુલ
భాగం,ઘટક
కూర్పు,-નું જોડાણ
కంపోస్ట్,કંપોસ્ટ
చక్రవడ్డీ,સંયોજન વ્યાજ
గణన,ગણતરી
కంప్యూటర్,કોમ્પ્યુટર
ఏకాగ్రత,એકાગ્રતા
కండీషనర్,શરત
ప్రవర్తన,વાહકતા
ఆకృతీకరణ,ગોઠવણી
అనుగుణ్యత,સુસંગતતા
గందరగోళం,મૂંઝવણભર્યું
సంయోగం,જોડાણ
కనెక్టివ్,સંબંધક
పరిరక్షణ,સંરક્ષણ
ఏకీకరణ,એકીકરણ
భాగాలు,ઘટ
వినియోగదారు,ગ્રાહક
వినియోగం,વપરાશ
కాలుష్యం,દૂષણ
ఆకృతి నాటడం,સમોચ્ચ વાવેતર
ఆకృతి,સમતૈલી
కాంట్రాక్ట్ వ్యవసాయం,કરાર -ખેતી
నియంత్రిత నిల్వ,નિયંત્રિત સંગ્રહ
సహకార బ్యాంక్,સહકારી બેંક
సహకారం,ભૌતિક
కాపిస్,ક copંગું
కార్మ్,કોતર
కొరోల్లా,કોથળી
కార్టెక్స్,કોતરણી
ధర,ખર્ચ
కోడిలిడాన్,કોટિલેડોન (બીજ)
క్రెడిట్ సొసైటీ,ધિરાણ મંડળી
క్రెడిట్,જમા
రుణదాత,લેણદાર
క్రెస్ట్,ખરબચડું
ముడతలు,કરચલી
సంక్షోభం,સંકટ
ప్రమాణం,માપદંડ
క్లిష్టమైన,વિવેકી
పంట భీమా,પાક વીમો
పంట రుణం,પાક -લોન
పంట,પાક
పంట ప్రాంతం,પાક વિસ્તાર
క్రాస్ ఇన్ఫాంపిబుల్,વળગાડ
క్రౌన్ (మొక్క),તાજ (છોડ)
ముక్క,ભડકો
క్రస్ట్,બંદર
క్రిప్టోమ్,ગુપ્ત
మెడ (పండ్లు),કુલ (ફળો)
కుల్మ్,ક culંગું
సాగు,ખેડૂત
సాగు,ખેતી
సాగు,ખેડૂત
సంస్కృతి,સંસ્કાર
క్యూరింగ్,ઉપચાર
కర్లింగ్,કરચલી
కరెన్సీ,ચલણ
క్యూటికల్,પહાડીચણો
కట్టింగ్,કાપવા
తిత్తి,કોતરણી
సైటోక్రోమ్,કોયડો
సైటోగామి,ચિત્ત્રમણિકા
సైటోజెనిసిస్,ચક્રાક્રમ
సైటోజెనెటిక్స్,સાયટોજેનેટિક્સ
సైటోకినిసిస్,ચિત્તભ્રમ
సైటోలజీ,મનોહરવિજ્ cyાન
సైటోలిసిస్,કોયતરો
సైటోమీర్,કોથળી
సైటోప్లాజమ్,કોયડો
క్యాబేజీ,કોબી
కాక్టస్,કactક્ટસ
కలేన్ద్యులా,ક calંડન
ఫలారిస్,કેનેરી ઘાસ (ફાલારિસ)
Canna,ઝેર
కాపారిస్,કળણ
క్యాప్సికం,ક capંગિકમ
కారాంబోలా,કોથળી
కారాపా,કાર્પા
ఏలకులు,ઇલાયચી
కార్నేషన్,સંતાડ
కారెట్,ગાજર
జీడి పప్పు,કાજુ
కాసియా,કાસિયા
కాస్టర్,એરપોર
కాలీఫ్లవర్,ફૂલકોબી
సెలెరీ,કચુંબરની વનસ્પતિ
ఛాంపాక్,ચેમ્પ
చెనోపోడియం,ચેતાન
చెర్రీ టమొూటా,ચેરી ટમેટા
చెర్రీ,ચેરી
"చిక్పా, గ్రామ్","ચણા, ગ્રામ"
మిరపకాయలు,મરચાં
చైనా టర్పెంటైన్ చెట్టు,ચાઇના ટર્પેન્ટાઇન ટ્રી
చౌ చౌ,ચો-ચો
క్రిసాన్తిమం,ક્રાયસન્થેમમ
"చుఫా, ఎర్త్ బాదం","ચુફા, પૃથ્વી બદામ"
సికోరీ,ચિત્ત
దాల్చిన చెక్క,તજ
సిట్రాన్,સિટ્રોન
సిట్రోనెల్లా గడ్డి,સિટ્રોનેલા ઘાસ
క్లైంబింగ్ జాస్మిన్,ચ bingતી જાસ્મિન
లవంగం,ફાટવું
క్లస్టర్ బీన్,કલગીર બીન
కోకో,કોકો
కొబ్బరి,નારિયેળ
కాఫీ,કોફી
కోలియస్,કોલસ
కోలోకాసియా,કોલોકસિયા
"కోలోసిన్త్, చేదు ఆపిల్","કોલોસિન્થ, કડવો સફરજન"
సాధారణ పర్స్లేన్,સામાન્ય પરત
కొత్తిమీర,કોથમીર
పత్తి,સુતરાઉ
కౌపీయా,કોથળી
క్యూబ్బ్,ઘનબી
దోసకాయ,કાકડી
కుకుర్బిట్స్,કકર્બિટ્સ
జీలకర్ర,જીરું
కరివేపాకు ఆకు,પર્ણ
సీతాఫలం,સીતાફળ
క్యాప్సూల్ బోరర్,કોઇ
గొంగళి పురుగు,કેટરપિલર
సిట్రస్ సైలా,સાઇટ્રસ સાયલ્લા
క్రికెట్,ક્રિકેટ
కాకి,તારવું
కట్ పురుగు,કૃમિ
పాల,ડેરી
పాల,ડેરીંગ
ఆనకట్ట,ડામ
రోజు-తటస్థ,તટસ્થ
పుష్పించే రోజుల తరువాత,ફૂલો પછીના દિવસો
పూర్తి బ్లూమ్ తర్వాత రోజులు,સંપૂર્ણ મોર પછીના દિવસો
డెబ్లోసింగ్,ભિન્ન
డీకాల్సిఫికేషన్,છળ
డికాంట్,ડોકટ
క్షయం,સડો
ఆకురాల్చే,નિર્ણાયક
దశాంశం,દશાંશ
లోపం,ઉણલી
మట్టి,ડિફ્લોક્યુલેશન (માટી)
డెఫ్లోరేషన్,ઉન્મત્ત
డీఫోలియేషన్,અસ્થિરતા
అటవీ నిర్మూలన,વન -નાબૂદી
క్షీణత,અધ degપન
క్షీణత,અધોગતિ
డిగ్రీ రోజులు,ડિગ્રી દિવસ
డిగ్రీ,પ્રમાણ
డీహిస్సెన్స్,વિકૃત
డెహల్లింగ్,ઉદ્ધત
డెహస్కింగ్,ધ્રુવીય
నిర్జలీకరణం,નિર્જલીકરણ
డీహైడ్రేటర్,નિર્જૃપક
డిమాండ్,માંગ
డీనాటరేషన్,પ્રાણઘાતક
తిరస్కరణ,ખોટો ઉપયોગ
డిపాజిట్,થાપણ
నిక్షేపణ,જુબાની
తరుగుదల డీసాలినైజేషన్,ઘસૃષ્ટિ
డీసికేషన్,અવ્યવસ્થા
రూపకల్పన,આચાર
డెస్సికేటర్,બેસાડનાર
డెస్టొనింగ్,ખામી
డెస్కరింగ్,આછું
డెసినాప్సిస్,દેશી
డిటాసెల్,ખાદ્ય પદાર્થ
డిటాసెలింగ్,અસ્થિર
నిర్ణయాధికారి,નિર્ધારક
విలువ తగ్గింపు,અવમૂલ્યન
డివెగెటేషన్,નીરસ
విచలనం,વિચલનો
డైడ్,નિષ્ઠુર
రోగ నిర్ధారణ,નિદાન
డైకోగామి,દ્વિ -દખલ
డైకోటోమి,અલગ -અલગ
విత్తనం,ડિકોટિલેડોન (બીજ)
డై బ్యాక్ (వ్యాధి),પાછા ડાઇ (રોગ)
విస్తరణ,પ્રસાર
డైజెస్టిబిలిటీ,પાચનત્વ
డైహైబ్రిడ్,દિગ્ગજ
ఒక రకానికి చెందిన వ్యక్తి,ડાઇક (ડાઇક)
పలుచన,પાતળું
డైయోసియస్,દ્વેષી
డిప్లాయిడ్,રાજદ્રોહ
డిప్లాయిడ్,રાજદ્રોહ
డిప్లొనెమా,રાજદ્રોહ
విడదీయడం,અવજ્ disા
డిస్కింగ్,ઠપકો
డిస్కౌంట్,છૂટ
క్రిమిసంహారక,જીવાલો
చెదరగొట్టడం,વિક્ષેપ
వ్యాప్తి,પ્રસાર
వైవిధ్యీకరణ,વૈવિધ્ય
వైవిధ్యభరితమైన వ్యవసాయం,વૈવિધ્યપૂર્ણ ખેતી
DNA నిచ్చెన,ડીએનએ સીડી
DNA రిసెప్టర్,ડીએનએ રીસેપ્ટર
డాకేజ్,ગોળાકાર
ఆధిపత్యం,પ્રભુત્વપૂર્ણ
నిద్రాణస్థితి,નિષ્ક્રિયતા
మోతాదు,માત્રા
డబుల్ సిగ్మోయిడ్ కర్వ్,ડબલ સિગ્મ id ઇડ વળાંક
ముసాయిదా (ముసాయిదా),ડ્રાફ્ટ (ડ્રાફ્ટ)
హరించడం,ગટર
పారుదల,ગટર
డ్రా,ખેંચાણ
డ్రించింగ్,ભીડિયું
డ్రెస్సింగ్ (విత్తనం),ડ્રેસિંગ (બીજ)
డ్రిల్ (ఎన్.),ડ્રિલ (એન.)
డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్),ડ્રિલિંગ (એજી. એન્જીજી)
వ్యవసాయ శాస్త్రం,ડ્રિલિંગ (કૃષિવિજ્) ાન)
బిందు సేద్యం,ટીપું સિંચાઈ
డ్రైలాండ్ వ్యవసాయం,સૂકરાની ખેતી
దుమ్ము,ધૂળ
డస్టర్,ડસ્ટર
దుమ్ము,ધૂમ્રપાન
మరగుజ్జు,વામન
మరగుజ్జు పిరమిడ్,વામન પિરામિડ
మరగుజ్జు,વામન
డైసీ,ડેઝી
తేదీలు,તારીખ
రోజు జాస్మిన్,જાસ્મિન
మెంతులు,સુવાદાણા
దిననాథ్ గడ్డి,દંડ
డాడర్,ઘા
"డూబ్ గడ్డి, బెర్ముడా గడ్డి","ડૂબ ઘાસ, બર્મુડા ઘાસ"
డ్రూస్,ભડકો
పొడి అల్లం,સૂકા આદુ
బీటిల్‌ను డీఫోలైట్ చేస్తుంది,અછડતી ભમરો
డ్రోన్,ડ્રોન
బాతు,બતક
ఎకాలజీ,પરિસ્થિતિવિજ્ologyાન
ఎకోనొమెట్రిక్స్,અર્થશાસ્ત્ર
ఆర్థిక సామర్థ్యం,આર્થિક કાર્યક્ષમતા
ఎకోటైప్,પર્યાવરણ
ఎక్టోట్రోఫిక్,શિષ્ટાચારને લગતું
ఎడాఫిక్,શેખીને લગતું
ఎడాఫాలజీ,પદવિજ્ologyાન
అంచు,ધાર
తినదగిన భాగం,ખાદ્ય ભાગ
డిమాండ్ యొక్క స్థితిస్థాపకత,સ્થિતિસ્થાપકતા
ఉత్పత్తి యొక్క స్థితిస్థాపకత,સ્થિતિસ્થાપકતા
విద్యుద్విశ్లేషణ,વિદ્યાપમાણ
ఎలెక్ట్రోఫోరేసిస్,વિદ્યુતપ્રવાહ
ఎలివియేషన్,નિરુત્સાહ
ఎమాస్క్యులేటర్,છાતીવાળું
ఎంబాంకింగ్,પાંુમાદ
