Punjabi,Hindi
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,बीजीय फलन
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,बीजीय ज्यामिति
ਬੀਜਗਣਿਤ ਗੁਣਾ,बीजीय बहुकता
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,बीजीय निकाय
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,सर्व-पूर्णांक समस्या
ਵੰਡ ਸਮੱਸਿਆ,"नियतन समस्या वाटपप्रश्न,"
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,अक्षरात्मक संकेत पद्‌धति
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,अक्षरात्मक संप्रतीक
ਵਿਕਲਪਕ ਕੋਣ,एकांतर कोण
ਬਦਲਵੇਂ ਰੂਪ,"एकांतर समघात प्रत्यावर्ती रूप,"
ਬਦਲਵੇਂ ਸਮੂਹ,एकांतर समूह
ਬਦਲਵੀਂ ਮੈਟਰਿਕਸ,एकांतर आव्यूह
ਬਦਲਵੀਂ ਲੜੀ,एकांतर श्रेणी
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,वैकल्पिक परिकल्पना
ਵਿਕਲਪਕ ਅਨੁਕੂਲਤਾ,वैकल्पिक इष्टमत
ਵਿਕਲਪਕ ਨਤੀਜਾ,वैकल्पिक परिणाम
ਐਨਾਲਾਗ-ਟੂ-ਡਿਜੀਟਲ ਕਨਵਰਟਰ,अनुरूप-अंकीय परिवर्तक
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,"अनुरूप कम्प्यूटर,"
ਵਿਸ਼ਲੇਸ਼ਣ,विश्लेषण
ਸਹਿਪ੍ਰਸਤੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,सहप्रसरण-विश्लेषण
ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,गणन-आंकड़ों का विश्लेषण
ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,प्रसरण-विश्लेषण
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,विश्लेषिक ज्यामिति
ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ,विश्लेषिक फलन
ਕੋਣ,कोण
ਸੰਪਰਕ ਦਾ ਕੋਣ,स्पर्श-कोण
ਭਟਕਣ ਦਾ ਕੋਣ,विक्षेप-कोण
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,अवनमन-कोण
ਭਟਕਣ ਦਾ ਕੋਣ,विचलन-कोण
ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ,विवर्तन-कोण
ਉਚਾਈ ਦਾ ਕੋਣ,उन्नयन-कोण
ਘਟਨਾ ਦਾ ਕੋਣ,आपतन-कोण
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,प्रक्षेप-कोण
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,परावर्तन-कोण
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,अपवर्तन-कोण
ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ,घूर्णन-कोण
ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,पूर्ण परावर्तन-कोण
ਕੋਣੀ ਪ੍ਰਵੇਗ,कोणीय त्वरण
ਕੋਣੀ ਗਤੀ,कोणीय गति
ਕੋਣੀ ਗਤੀ,कोणीय चाल
ਕੋਣੀ ਵੇਗ,कोणीय वेग
ਐਨੁਲਸ,वलयिका
ਜਵਾਬ,उत्तर
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,प्रति-अवकलज
ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ,प्रतिसममित फलन
ਲਾਗੂ ਹੈ,"आच्छाद्य , अनु प्रयोज्य, लागू"
ਐਪਲੀਕੇਸ਼ਨ,"अनुप्रयोग उपयोजन,"
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,अनुप्रयुक्त गतिशील प्रोग्रामन
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,अनुप्रयुक्त ज्यामिति
ਲਾਗੂ ਗਣਿਤ,अनुप्रयुक्त गणित
ਲਾਗੂ ਅੰਕੜੇ,अनुप्रयुक्त सांख्यिकी
ਲਗਭਗ,"सन्निकटतः, लगभग"
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,सन्निकटतः संतत फलन
ਅੰਦਾਜ਼ਨ ਢੰਗ,"स्थूल विधि, सन्निकट विधि"
ਅੰਦਾਜ਼ਨ ਹੱਲ,सन्निकट हल
ਲਗਭਗ ਸਮੱਸਿਆ,सन्निकटन-समस्या
ਲਗਭਗ ਸੰਪਤੀ,सन्निकटन-गुणधर्म
ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ,अभिक्षमता-परीक्षावली
Argand ਚਿੱਤਰ,आरगाँ आरेख
ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ,स्वेच्छगहीतृ
ਮਨਮਾਨੀ,"स्वेच्छ, यादृच्छिक"
ਆਪਹੁਦਰੇ ਸਥਿਰ,स्वेच्छ अचर
ਆਪਹੁਦਰੇ ਤੱਤ,स्वेच्छ अवयव
ਮਨਮਾਨੀ ਬਿੰਦੂ,स्वेच्छ बिन्दु
ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ,आर्किमीडी नियम
ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ,आर्किमीडीज़ का नियम
ਚਾਪ ਦੀ ਲੰਬਾਈ,"चाप-दैर्घ्य, चाप-लम्बाई"
ਚੱਕਰ ਦਾ ਚਾਪ,वत्तृ चाप
ਚਾਪ ਸਾਇਨ ਵੰਡ,प्रतिलोम ज्या बंटन
ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ,प्रतिलोम ज्या रूपांतरण
ਖੇਤਰ," क्षेत्र , क्षेत्रफल"
ਖੇਤਰੀ ਬਣਤਰ,क्षेत्रीय विन्यास
ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ,सम्मिश्र संख्या का कोणांक
ਗਣਿਤ ਦਾ ਮਤਲਬ,समांतर माध्य
ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ,अंकीय संक्रिया
ਗਣਿਤ ਦੀ ਇਕਾਈ,अंकीय एकक
ਪ੍ਰਬੰਧ,"विन्यास, व्यवस्था"
ਐਰੇ,"व्यूह , सरणी"
ਨਕਲੀ ਸੈਟੇਲਾਈਟ,कृत्रिम उपग्रह
ਨਕਲੀ ਵੇਰੀਏਬਲ,कृत्रिम चर
ਚੜ੍ਹਨਾ,आरोहण करना
ਵੱਧਦੇ ਹੋਏ,आरोही
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,परिमाण का आरोही क्रम
ਚੜ੍ਹਦੀ ਲੜੀ,आरोही श्रेणी
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,कोडांतरक भाषा
ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ,"नियतन समस्या नियतन प्रश्न,"
ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,साहचर्य नियम
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,संकारकों का साहचर्य नियम
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,साहचर्य-संक्रिया
ਸੰਗਤ,सहचारिता
ਮਤਲਬ ਮੰਨਿਆ,कल्पित माध्य
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,कल्पित प्रायिकता बंटन
ਧਾਰਨਾ," कल्पना , गृहीत,"
ਜੋਤਿਸ਼,ज्योतिष
ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ,"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,"
ਖਗੋਲ ਵਿਗਿਆਨੀ,खगोलज्ञ*
ਖਗੋਲੀ ਘੜੀ,खगोलीय घड़ी
ਖਗੋਲ ਵਿਗਿਆਨ,खगोलिकी
ਅਸਮਿਤ ਵਕਰ,असममित वक्र
ਅਸਮਿਤੀ,असममिति
asymptote,अनंतस्पर्शी
asymptotic,उपगामी
asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ,उपगामी दक्ष आकलक
asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ,उपगामी अनभिनत आकलक
asymptotic ਵਿਵਹਾਰ,उपगामी आचरण
asymptotic ਵੰਡ ਫੰਕਸ਼ਨ,उपगामी बंटन-फलन
asymptotic ਵਿਸਥਾਰ,उपगामी प्रसार
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,वायु मंडलीय दाब
ਬੇਤਰਤੀਬੇ &#39;ਤੇ,"यदृच्छया,"
ਵਿਸ਼ੇਸ਼ਤਾ,गुण*
ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ,गुण-प्रतिचयन-क्रियाविधि
ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ,संवर्धित आव्यूह
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,स्वसहसंबंध गुणांक
ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ,स्वसहसंबंध फलन
autocovariance,स्वसहप्रसरण
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,स्वचालित अभिकलित्र
ਆਟੋਰਿਗਰੇਸ਼ਨ,स्वसमाश्रयण
ਸਹਾਇਕ ਸਮੀਕਰਨ,सहायक समीकरण
ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
axiom," स्वयंसिद्‌ध , अभिगृहीत"
ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ,अभिगहीती दृष्टिकोण
ਸੰਭਾਵਨਾ ਦਾ axiom,प्रायिकता अभिगृहीत
ਧੁਰਾ,अक्ष
abscissa ਦਾ ਧੁਰਾ,भुजाक्ष
ਧਰਤੀ ਦੀ ਧੁਰੀ,भू-अक्ष
ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ,परिक्रमण-अक्ष
ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ,घूर्णन अक्ष
ਸਪਿਨ ਦਾ ਧੁਰਾ,प्रचक्रण-अक्ष
ਵਾਪਸ-ਸਥਾਪਨਾ,पश्च-प्रतिस्थापन
ਪਿਛਲਾ ਫਰਕ,पश्चांतर
ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ,पश्च अंतर्वेशन-सूत्र
ਸੰਤੁਲਨ,"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना"
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,संतुलित अभिकल्पना
ਸੰਤੁਲਨ ਸ਼ੀਟ,तुलन-पत्र
ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ,प्रक्षेपास्त्र
ਬੈਲਿਸਟਿਕਸ,"प्राक्षेपिकी, अस्त्र विज्ञान"
ਪੱਟੀ," स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार"
ਅਧਾਰ,"आधार , क्षारक , अधम , मूल , बेस"
ਅਧਾਰ ਕੋਣ,आधार कोण
ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ,"लघुगणक का आधार, लॉगरिथ्म का आधार"
ਬੁਨਿਆਦੀ,"आधारी, मूल,"
ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ,आधारी सुसंगत हल
ਬੁਨਿਆਦੀ ਹੱਲ,आधारी हल
ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ,आधारी चर
ਆਧਾਰ,आधारक
ਆਧਾਰ ਤੱਤ,आधार अवयव
ਆਧਾਰ ਮੈਟਰਿਕਸ,आधारी आव्यूह
ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,सदिश समष्टि का आधार
ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ,उपसमष्टि का आधार
ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ,बेज़-आकल
ਬੇਸ ਦਾ ਕਾਨੂੰਨ,बेज़-नियम
ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ,बेज़-प्रमेय
ਬਰਨੌਲੀ ਵੰਡ,बर्नूली-बंटन
ਬਰਨੌਲੀ ਨੰਬਰ,बर्नूली संख्या
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,बर्नूली प्रायिकता-फलन
ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ,बर्नूली-समीकरण
ਬੇਰੀ ਫੰਕਸ਼ਨ,बेरी फलन
ਵਧੀਆ ਫਿੱਟ,श्रेष्ठतम आसंजन
ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ,श्रेष्ठतम आसंजन रेखा
ਵਧੀਆ ਹੱਲ,सर्वोत्तम हल
ਵਧੀਆ ਰਣਨੀਤੀਆਂ,सर्वोत्तम युक्तियाँ
ਬੀਟਾ ਵੰਡ,बीटा बंटन
ਪੱਖਪਾਤ,"अभिनति, बायस"
ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ,अभिनत आकल
biharmonic ਸਮੀਕਰਨ,द्विप्रसंवादी समीकरण
ਦੋਭਾਗ,एकैकी आच्छादन
ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ,एकैकी आच्छादी प्रतिचित्र
ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ,एकैकी आच्छादी प्रतिचित्रण
ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ,द्विएकघाती समघात
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,द्विरैखिक फलन
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ,द्विरैखिक हर्मिटीय समघात
ਬਾਈਨਰੀ,"द्वि-चर, द्वि-आधारी, द्वयी"
ਬਾਈਨਰੀ ਕੋਡ,"द्वि-आधारी कोड, द्विआधारी कूट"
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
ਬਾਈਨਰੀ ਕੋਡਿੰਗ,द्वि-आधारी कूटलेखन
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,द्वि-आधारी अभिकलित्र
ਬਾਈਨਰੀ ਅੰਕ,द्वि-आधारी अंक
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,द्विआधारी संक्रिया
ਬਾਈਨਰੀ ਸਿਸਟਮ,द्विआधारी पद्‌धति
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,द्विआधारी चर
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,द्विपद गुणांक
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,द्विपद बंटन
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,द्विपद समीकरण
ਬਾਇਨੋਮੀਅਲ ਵਿਸਤਾਰ,द्विपद प्रसरण
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,द्विपद व्यंजक
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,द्विपद यादृच्छिक चर
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,द्विपद-प्रमेय
ਦੋਭਾਗ,"अर्धन, द्विभाजन"
ਦੋਭਾਗ ਵਿਧੀ,"समद्विभाजन विधि, अर्धीकरण विधि"
ਬਾਈਸੈਕਟਰ,"अर्धक, द्विभाजक"
biserial,"द्विपंक्तिक, द्विश्रेणिक"
ਬਿੱਟ,"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक"
bivariate binomial distribution,द्विचर द्विपद-बंटन द्विचल
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,द्विचर सहसंबंध गुणांक
ਦੋ-ਪੱਖੀ ਵੰਡ,द्विचर बंटन
ਬਾਇਵਰੀਏਟ ਸਧਾਰਣ ਵੰਡ,द्विचर प्रसामान्य-बंटन
bivector,द्विसदिश
ਬੋਲਟਜ਼ਮੈਨ ਸਮੀਕਰਨ,बोल्ट्मान समीकरण
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,बूलीय बीजावली*
ਬੋਸ - ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,बोस-आइन्स्टाइन सांख्यिकी
ਸੀਮਾ ਸਥਿਤੀ,परिसीमा प्रतिबन्ध
ਸੀਮਾ ਪਰਤ,परिसीमा स्तर
ਸੀਮਾ ਰੇਖਾ,परिसीमा रेखा
ਸੀਮਾ ਮੁੱਲ,परिसीमा मान
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,परिसीमा मान समस्या
ਸੀਮਾਬੱਧ ਫੰਕਸ਼ਨ,"परिबद्‌ध फलन परिबद्‌ध फल,"
ਸੀਮਾਬੱਧ ਮੈਟ੍ਰਿਕਸ,"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,"
ਸੀਮਾਬੱਧ ਖੇਤਰ,"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,"
ਸੀਮਾਬੱਧ ਸੈੱਟ,"परिबद्‌ध समच्चय परिबद्‌ध संच,"
ਬ੍ਰਾਊਨੀਅਨ ਮੋਸ਼ਨ,ब्राउनी गति
ਗਣਨਾ ਕਰੋ,परिकलन करना
ਗਣਨਾ,परिकलन
ਗਣਨਾ ਮਸ਼ੀਨ,"परिकलन-यंत्र, परिकलित्र"
ਗਣਨਾ,परिकलन*
ਗਣਨਾ ਵਿਧੀ,परिकलनात्मक क्रिया विधि
ਕੈਲਕੁਲੇਟਰ," परिकलित्र , परिकलक"
ਕੈਲਕੂਲਸ,"कलन, कैलकुलस"
ਪਰਿਵਰਤਨ ਦਾ ਕੈਲਕੂਲਸ,विचरण-कलन
ਕੈਲੋਰੀ,कैलोरी
ਰੱਦ ਕਰਨ ਦਾ ਕਾਨੂੰਨ,निरसन नियम
ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ,विहित समीकरण
ਕੈਨੋਨੀਕਲ ਰੂਪ,विहित रूप
ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ,"विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
ਕੈਂਟਰ ਸੈੱਟ,कैन्टर समुच्चय
ਕੈਂਟਰ ਦਾ ਟਰਨਰੀ ਸੈੱਟ,कैन्टर त्रिआधारी समुच्चय
ਸਮਰੱਥਾ ਵਾਲੀ ਆਵਾਜਾਈ ਦੀ ਸਮੱਸਿਆ,परिबंधित परिवहन समस्या
ਸਮਰੱਥਾ,क्षमता
ਕੇਸ਼ਿਕਾ ਬਲ,केशिका-बल
ਮੁੱਖ ਨੰਬਰ,"गणन संख्या, कार्डिनल संख्या"
ਕਾਰਟੇਸੀਅਨ ਧੁਰੇ,कार्तीय अक्ष
ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,कार्तीय निर्देशांक
ਕਾਰਟੇਸੀਅਨ ਉਤਪਾਦ,कार्तीय गुणन
ਸੈੱਟਾਂ ਦਾ ਕਾਰਟੇਸ਼ੀਅਨ ਉਤਪਾਦ,समुच्चयों का कार्तीय गुणन
ਮਾਮਲੇ &#39;ਦਾ ਅਧਿਐਨ,"केस अध्ययन, वस्तुस्थिति अध्ययन"
ਘਾਤਕ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,विपत्तिपूर्ण उच्चावचन
ਕੈਟੇਨਰੀ,कैटिनरी
ਕੌਚੀ ਵੰਡ,कौशी बंटन
ਕੌਚੀ ਫਾਰਮੂਲਾ,कौशी सूत्र
ਕੌਚੀ ਗੌਰਸਤ ਪ੍ਰਮੇਯ,कौशी-गूर्सा-प्रमेय
ਕਾਚੀ ਰੀਮੈਨ ਦੀਆਂ ਸਥਿਤੀਆਂ,कौशी-रीमान-प्रतिबंध
ਕਾਚੀ ਕ੍ਰਮ,कौशी अनुक्रम
ਕੌਚੀ ਅਟੁੱਟ,कौशी समाकल
ਕੌਚੀ ਪ੍ਰਮੁੱਖ ਮੁੱਲ,कौशी मुख्य-मान
ਕਾਚੀ ਅਵਸ਼ੇਸ਼ ਪ੍ਰਮੇਯ,कौशी अवशेष प्रमेय
ਕੈਲੀ ਹੈਮਿਲਟਨ ਪ੍ਰਮੇਯ,कैले-हैमिल्टन-प्रमेय
ਆਕਾਸ਼ੀ ਸਰੀਰ,"खपिंड, खगोलीय पिंड"
ਆਕਾਸ਼ੀ ਮਾਪ,खगोलीय माप
ਆਕਾਸ਼ੀ ਮਕੈਨਿਕਸ,खगोलीय यांत्रिकी
ਆਕਾਸ਼ੀ ਵਸਤੂ,खगोलीय पिंड
ਸੈੱਲ ਬਾਰੰਬਾਰਤਾ,कोशिका बारंबारता
ਜਨਗਣਨਾ,"गणना , जनगणना"
centile,शततमक
ਸੈਂਟੀਮੀਟਰ,सेन्टीमीटर
ਸੈਂਟੀਮੀਟਰ ਗ੍ਰਾਮ ਦੂਜੀ ਪ੍ਰਣਾਲੀ,सेन्टीमीटर-ग्राम-सेकंड पद्‌धति
ਕੇਂਦਰੀ,"केन्द्रीय , सकेन्द्र"
ਕੇਂਦਰੀ ਧੁਰਾ,केन्द्रीय अक्ष
ਕੇਂਦਰੀ ਅੰਤਰ,केन्द्रीय अंतर
ਕੇਂਦਰੀ ਅੰਤਰ ਫਾਰਮੂਲਾ,केन्द्रीय अंतर सूत्र
