Kannada,Punjabi
ಗುರಿ ಚಿಹ್ನೆ,ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ
ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ,ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ
"ಬೀಜಗಣಿತದ
 ಏಕೀಕರಣ","ਅਲਜਬ੍ਰਿਕ
 ਏਕੀਕਰਣ"
ಬೀಜಗಣಿತದ ಭಾಷೆ,ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ
ಬೀಜಗಣಿತದ ಕುಶಲ,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ
ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ
ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ,ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ
ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್,ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ
ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ,ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ
ಪಾಚಕ,ਐਲਗੋਲ
ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ,ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ
ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
ಅಲ್ಗಾರಿದಮ್,ਐਲਗੋਰਿਦਮ
ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ,ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ
ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ,ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ
ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ,ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ
ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ,ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ
ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
ಕ್ರಮಾವಧಿಕ ವಿಧಾನ,ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ
ಕ್ರಮಬದ್ಧ ಭಾಷೆ,ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ
ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ,ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ
ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ,ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ
ಅಲಿಯಾಸ್,ਉਪਨਾਮ
ಅಲಿಯಾಸೆ,ਅਲਾਇਸਿੰਗ
ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು),ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ)
ಜೋಡಣೆ,ਅਲਾਈਨਮੈਂਟ
ನಿಯೋಜಿಸು,ਨਿਰਧਾਰਤ ਕਰੋ
ಹಂಚಿಕೆ ರಚನೆ,ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ
ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ
ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ
ವರ್ಣಮಾಲೆ ಸಂಕೇತ,ਵਰਣਮਾਲਾ ਕੋਡ
ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್,ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ
ವರ್ಣಮಾಲೆಯ ದಾರ,ਵਰਣਮਾਲਾ ਸਤਰ
ವರ್ಣಮಾಲೆ ಪದ,ਵਰਣਮਾਲਾ ਸ਼ਬਦ
ವರ್ಣಮಾಲೆ,ਵਰਣਮਾਲਾ
ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್,ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ
ಆಲ್ಫಾಮನ,ਅਲਫ਼ਾਮਿਕ
ವರ್ಣಮಾಲೆಯ,ਅਲਫੋਮੋਸੈਕ
ವರ್ಣಮಾಲೆಯ,ਅਲਫਾਨੁਮਿਕ
ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ,ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್,ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್,ਅੱਖਰ ਕੋਡ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್,ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ
