Tamil,English
கிடைக்கும் நேரம்,available time
சராசரி,average
awk (மொழி),awk (language)
பின்தளம்,backend
பின்தள செயலி,backend processor
பின்முகத்தை அகற்றுதல்,backface removal
பின்னணி செயலாக்கம்,background processing
பேக்கிங் கடை,backing store
பின் இணைப்பு,backpatching
பின்வெளி,backspace
பின்வாங்குதல்,backtracking
காப்புப்பிரதி,back-up
காப்பு நினைவகம்,back-up memory
பின்னோக்கி பிழை மீட்பு,backward error recovery
இருப்புநிலை,balance sheet
இசைக்குழு,band
பட்டை அகலம்,band width
வங்கியாளர் வழிமுறை,banker's algorithm
பார் குறியீடு,bar code
பட்டை குறி படிப்பான் வருடி,bar code scanner
சட்ட வரைபடம்,bar graph
அடிப்படை முகவரி,base address
அடிப்படை இசைக்குழு,base band
அடிப்படை எண்,base number
அடிப்படை அட்டவணை,base table
அடிப்படை,BASIC
அடிப்படை கட்டுப்பாடு,basic control
அடிப்படை உள்ளீடு,basic input
அடிப்படை அறிவுறுத்தல்,basic instruction
அடிப்படை வெளியீடு,basic output
அடிப்படை படி,basic step
தொகுதி,batch
தொகுதி கோப்பு,batch file
தொகுதி நிலை,batch position
தொகுதி செயலாக்கம்,batch processing
தொகுதி அமைப்பு,batch system
பாட்,baud
பாட் விகிதம்,baud rate
உத்திரம்,beam
அளவுகோல்,benchmark
இருதரப்பு தொடர்பு,bidirectional communication
இருதரப்பு இணைப்பு,bidirectional link
பைனரி குறியீடு,binary code
பைனரி இலக்கம்,binary digit
பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்),binary Input output system (BIOS)
பைனரி எண்,binary number
பைனரி ஆபரேட்டர்,binary operator
பைனரி உறவு,binary relation
பைனரி தேடல்,binary search
பைனரி தேடல் மரம் (BST),binary search tree (BST)
பைனரி பரிமாற்றம்,binary transfer
பைனரி மரம்,binary tree
இருமுனை நினைவகம்,bipolar memory
பிறப்பு இறப்பு மாதிரி,birth death model
பிறப்பு இறப்பு செயல்முறை,birth death process
பிட்,bit
சிறிய தவறு,bit fault
பிட் வரைபடம்,bit map
பிட் மேப் பிக்சல் (BMP),bit map pixel (BMP)
பிட் மேட்ரிக்ஸ்,bit matrix
பிட் முறை,bit pattern
பிட் நிலை,bit position
பிட் விகிதம்,bit rate
கருப்பு பெட்டி சோதனை,black box testing
கண் சிமிட்டுதல்,blinking
தொகுதி,block
தொகுதி தற்காலிக சேமிப்பு,block cache
தடுப்பு சோதனை,block check
தொகுதி நகல்,block copy
தொகுதி வரைபடம்,block diagram
பிணையத்தைத் தடுக்கிறது,blocking network
பலகை,board
புத்தககுறி,book mark
பூலியன் இயற்கணிதம்,boolean algebra
பூலியன் உறவு,boolean relation
துவக்க பகிர்வு,boot partition
பூட் ஸ்ட்ராப்பிங்,boot strapping
பூட்-ஸ்ட்ராப் ஏற்றி,boot-strap loader
பாலம்,bridge
பிராட்பேண்ட் நெட்வொர்க்கிங்,broadband networking
ஒளிபரப்பு,broadcast
ஒலிபரப்பு வானொலி,broadcast radio
உலவ,browse
உலாவி,browser
பி-மரம்,B-Tree
குமிழி நினைவகம்,bubble memory
குமிழி வகை,bubble sort
வாளி,bucket
நண்பர் அமைப்பு,buddy system
பட்ஜெட் பயனுள்ள கட்டுப்பாடு,budget effective control
தாங்கல்,buffer
பிழை,bug
பேருந்து,bus
பைட்,byte
பைட் குறியீடு,byte code
c,c
C++,C++
தற்காலிக சேமிப்பு,cache
கேச் தாங்கல்,cache buffer
கேச் நினைவகம்,cache memory
கணக்கீடு,calculation
கால்குலேட்டர்,calculator
கால்குலேட்டர் சிப்,calculator chip
அழைப்பு,call
பெயரால் அழைக்கவும்,call by name
குறிப்பு மூலம் அழைப்பு,call by reference
மதிப்பு மூலம் அழைப்பு,call by value
மாறிகள் மூலம் அழைப்பு,call by variables
அழைப்பு வாயில்,call gate
ரத்து செய்,cancel
ரத்து பொத்தான்,cancel button
நியமனம்,canonical
நியமன வடிவம்,canonical form
திறன்,capability
திறன் பட்டியல்,capability list
திறன்,capacity
தொப்பி பூட்டு விசை,caps lock key
அட்டை,card
கார்டு ரீடர்,card reader
கார்டினாலிட்டி,cardinality
கேரியர்,carrier
கேரியர் பேண்ட்,carrier band
கேரியர் சுமை,carrier load
கேரியர் சிக்னல்,carrier signal
கேரியர் அலை,carrier wave
சுமந்து செல்,carry
இலக்கத்தை எடுத்துச் செல்லுங்கள்,carry digit
கொடியை ஏந்தி,carry flag
கெட்டி வட்டு,cartridge disk
அருவி,cascade
வழக்கு,case
கத்தோட் கதிர் குழாய் (CRT),cathod ray tube (CRT)
கேத்தோடு கதிர் குழாய் (CRT),cathode ray tube (CRT)
CD ROM வட்டு இயக்கி,CD ROM disk drive
செல்,cell
செல் அனிமேஷன்,cell animation
கை பேசி,cellular phone
மைய நினைவகம்,central memory
மத்திய செயலாக்க அலகு (CPU),central processing unit (CPU)
மையப்படுத்தப்பட்ட அமைப்பு,centralized system
சான்றளிக்கப்பட்ட நாடா,certified tape
சங்கிலி,chain
சங்கிலி தரவு,chain data
சங்கிலி இணைப்பு,chain link
சங்கிலியிடுதல்,chaining
சேனல்,channel
சேனல் பிஸியான தொனி,channel busy tone
சேனல் திறன்,channel capacity
சேனல் கட்டுப்படுத்தி,channel controller
சேனல் பிழை,channel error
சேனல் நிரல்,channel program
சேனல் நம்பகத்தன்மை,channel reliability
சேனல் தொகுப்பு,channel set
பாத்திரம்,character
எழுத்து குறியீடு,character code
எழுத்து திறவுகோல்,character key
பாத்திர வாசகர்,character reader
எழுத்து அளவு,character size
விளக்கப்படம்,chart
சேஸ்பீடம்,chassis
சோதனை பிட்,check bit
எண்ணை சரிபார்க்க,check digit
காசோலை தொகை,check sum
சரிபார்ப்பு வார்த்தை,check word
சிப்,chip
சிப் தொகுப்பு,chip set
தேர்வு,choose
வர்ண ரீதியாக,chromatically
மறைக்குறியீடு,cipher
சுற்று,circuit
வட்ட பட்டியல்,circular list
சிரஸ்,cirus
மேற்கோள்,citation
வர்க்கம்,class
வர்க்க மாறி,class variable
வகைப்பாடு,classification
தெளிவானது,clear
தெளிவான பகுதி,clear area
தெளிவான சேனல்,clear channel
கிளிக் செய்யவும்,click
வாடிக்கையாளர்,client
கிளையன்ட் சர்வர்,client server
கிளையன்ட் ஸ்டப்,client stub
சிறு படம்,clip art
கிளிப் ஆர்ட் நூலகம்,clip art library
கிளிப் போர்டு,clip board
கிளிப்பர்,clipper
கிளிப்பர் சிப்,clipper chip
குழு,clique
கடிகாரம்,clock
கடிகார சுழற்சி,clock cycle
கடிகார அதிர்வெண்,clock frequency
கடிகார வன்பொருள்,clock hardware
கடிகார துடிப்பு,clock pulse
கடிகார வேகம்,clock speed
கடிகார ஒத்திசைவு,clock synchronization
கடிகார டிக்,clock tick
குளோன்,clone
நெருக்கமான,close
க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி),close circuit TV (CCTV)
மூடல்,closure
கிளவுட் கம்ப்யூட்டிங்,cloud computing
கொத்து,cluster
பூசிய அட்டை,coated card
பூசிய காகித,coated paper
கோஆக்சியல்,coaxial
கோஆக்சியல் கேபிள்,coaxial cable
கோடாசில்,codasyl
குறியீடு,code
குறியீடு உற்பத்தியாளர்,code generator
குறியீடு பக்கம்,code page
குறியீட்டு வார்த்தை,code word
குறியீட்டாளர்,coder
குறியீட்டு சோதனை,coding check
குறியீட்டு வடிவம்,coding form
குறியீட்டு தாள்,coding sheet
குணகம்,coefficient
இணக்கத்தைப்,coherence
குளிர் துவக்க,cold boot
குளிர் ஆரம்பம்,cold start
இணைந்து,collaboration
சரிவு,collapse
இணை,collate
கோலேட் டேப்,collate tape
மோதல்,collision
பெருங்குடல்,colon
நிறம் (நிறம்),colour (color)
வண்ண செறிவு,colour saturation
வண்ண அட்டவணை,colour table
நெடுவரிசை,column
சேர்க்கை,combination
சேர்க்கை பெட்டி,combo box
கட்டளை,command
கட்டளை பொத்தான்,command button
கட்டளை பட்டியல்,command list
கருத்து,comment
அர்ப்பணிப்பு,commitment
பண்டம்,commodity
பொதுவான வணிகம் சார்ந்த மொழி (கோபோல்),Common Business Oriented Language (Cobol)
பொதுவான பிழை,common error
பொது மொழி,common language
பொதுவான வழக்கம்,common routine
தொடர்பு,communication
தொடர்பு வரி,communication line
தொடர்பு முறை,communication mode
தொடர்பு நெட்வொர்க்,communication network
தொடர்பு அளவுரு,communication parameter
தொடர்பு அமைப்பு,communication system
சுருக்கம்,compaction
தளபதி,compander
இணைத்தல்,companding
நிறுவனத்தின் நெட்வொர்க்,company network
ஒப்பீட்டு சோதனை,comparison test
பொருந்தக்கூடிய தன்மை,compatibility
இணக்கமான,compatible
தொகுத்தல்,compilation
தொகுத்து செல்ல,compile and go
தொகுப்பி,compiler
தொகுக்கும் மொழி,compiler language
நிரப்பு,complementary
நிரப்பு-பத்து,complement-on-ten
பூர்த்தி செய்பவர்,complementor
முழு சுமந்து,complete carry
சிக்கலான,complex
சிக்கலான எண்,complex number
கூறு,component
கூறு பொருள் மாதிரி (COM),component object model (COM)
கூட்டு,composite
கலவை,composition
கணக்கீட்டு,computational
கணினி,computer
கணினி மையம்,computer centre
கணினி நிபுணர்,computer expert
கணினி வரைகலை,computer graphics
கணினி அறிவுறுத்தல்,computer instruction
கணினி மொழி,computer language
கணினி வலையமைப்பு,computer network
கணினி அறிவியல்,computer science
கணினி பாதுகாப்பு,computer security
கணினி உருவகப்படுத்துதல்,computer simulaton
கணினி நிபுணர்,computer specialist
கணினிமயமாக்கல்,computerisation
கணினி நிபுணர்,computerist
கணினிமயமாக்கு,computerize
கம்ப்யூட்டிங்,computing
கருத்து,concept
ஒத்திசைவு,concurrency
ஒரே நேரத்தில்,concurrent
நிலை மாறி,condition variable
நிபந்தனை ஆபரேட்டர்,conditional operator
நிபந்தனை அறிக்கை,conditional statement
நடத்துனர்,conductor
மாநாடு,conferencing
இரகசியத்தன்மை,confidentiality
கட்டமைப்பு,configuration
நெரிசல்,congestion
இணைப்பு,conjunction
இணைப்பு வேகம்,connect speed
இணைப்பு,connection
இணைப்பு குறைவான தொடர்பு,connection less communication
இணைப்பு வெளியீடு,connection release
இணைப்பு,connectivity
இணைப்பான்,connector
தொடர்ச்சியாக,consecutive
அதன் விளைவாக,consequent
பணியகம்,console
ஒருங்கிணைப்பு,consolidation
நிலையான,constant
நிலையான அறிவுறுத்தல்,constant instruction
கட்டுப்பாடு,constraint
கட்டமைப்பாளர்,constructor
கொள்கலன்,container
உள்ளடக்கம்,content
சூழல்,context
சூழல் இலவச இலக்கணம் (CFG),context free grammar (CFG)
சூழல் சுவிட்ச்,context switch
தற்செயல்,contingency
சுருக்கம்,contraction
மாறுபாடு,contrast
கட்டுப்பாடு,control
கட்டுப்பாட்டு பகுதி,control area
கட்டுப்பாட்டு பிட்,control bit
கட்டுப்பாட்டு பேருந்து,control bus
கட்டுப்பாட்டு அட்டை,control card
கட்டுப்பாட்டு சுற்று,control circuit
கட்டுப்பாட்டு சுழற்சி,control cycle
கட்டுப்பாட்டு பொறியியல்,control engineering
கட்டுப்பாட்டு விசை,control key
கட்டுப்பாட்டு தர்க்கம்,control logic
கட்டுப்பாட்டு வளையம்,control loop
கட்டுப்பாட்டு குறி,control mark
கட்டுப்பாட்டு செயல்பாடு,control operation
கட்டுப்பாட்டு குழு,control panel
கட்டுப்பாட்டு சமிக்ஞை,control signal
கட்டுப்பாட்டு சுவிட்ச்,control switch
கட்டுப்பாட்டு நாடா,control tape
கட்டுப்பாட்டு முனையம்,control terminal
கட்டுப்பாட்டு அலகு (CU),control unit (CU)
ஒன்றிணைதல்,convergence
உரையாடல்,conversation
உரையாடல் நேரப் பகிர்வு,conversational time sharing
மாற்றம்,conversion
மாற்றி,converter
குக் தேற்றம்,Cook's theorem
இணை செயலி,co-processor
நகல்,copy
பதிப்புரிமை,copyright
தண்டு,cord
கம்பியில்லா தொலைபேசி,cordless telephone
தொடர்ச்சி,corollary
திருத்தம்,correction
சிதைக்கப்பட்டது,corrupted
எண்ணிக்கை,count
கவுண்டர்,counter
நாட்டின் குறியீடு,country code
இணை மாறுபாடு,covariance
கவரேஜ்,coverage
விபத்து,crash
முக்கியமான பாதை,critical path
முக்கியமான பாதை முறை (CPM),critical path method (CPM)
குறுக்கு சோதனை,cross check
குறுக்கு கம்பைலர்,cross compiler
குறுக்கு தீ,cross fire
குறுக்கு பேச்சு,cross talk
குறியாக்கவியல்,cryptographic
குறியாக்கவியல்,cryptography
நாணய சின்னம்,currency symbol
தற்போதைய அடைவு,current directory
தற்போதைய சாளரம்,current window
கர்சர்,cursor
வளைவு,curve
வெட்டி ஒட்டு,cut and paste
வெட்டு முறை,cut method
சைபர்,cyber
கணணி மையம்,cyber café
இணைய பணம்,cyber cash
சைபர்,cyber crime
சைபர் டெலிக்ஸ்,cyber delics
இணைய சட்டம்,cyber law
இணைய செக்ஸ்,cyber sex
சைபர்னாடிக்ஸ்,cybernatics
சைபர்னேஷன்,cybernation
மிதிவண்டி,cycle
சுழற்சி நினைவகம்,cycle memory
சுழற்சி திருட,cycle steal
சுழற்சி நேரம்,cycle time
சுழற்சி,cyclic
டீமன்,daemon
டெய்சி சக்கரம்,daisy wheel
தரவு நிர்வாகி,data administrator
தரவு ஒதுக்கீடு,data allocation
தரவு பகுதி,data area
தரவு வரிசை,data array
தரவு தளம்,data base
தரவு முறிவு,data break
தரவு பஸ்,data bus
தரவு கேரியர்,data carrier
தரவு செல்,data cell
தரவு சேனல்,data channel
தரவு தொடர்பு,data communication
தரவு சுருக்கம்,data compression
தரவு புலம்,data field
தரவு கோப்பு,data file
தரவு ஓட்டம்,data flow
தரவு ஓட்ட விளக்கப்படம்,data flow Chart
தரவு படிநிலை,data hierarchy
தரவு நிலை,data level
தரவு நூலகம்,data library
தரவு இணைப்பு அடுக்கு,data link layer
தரவு இணைப்பு அடுக்கு (DLL),data link layer (DLL)
தரவு மேலாண்மை,data management
தரவு கையாளுதல்,data manipulation
தரவு கையாளுதல் மொழி (DML),data manipulation language (DML)
தரவு மோடம்,data modem
தரவு மாற்றம்,data modification
தரவு நெட்வொர்க்,data network
தரவு செயல்பாடு,data operation
தரவு அமைப்பு,data organization
தரவு வெளியீடு,data output
தரவு பாதை,data path
தரவு தயாரிப்பு,data prepration
தரவு தனியுரிமை,data privacy
தரவு செயலி,data processor
தரவு பாதுகாப்பு,data protection
தரவு பதிவு,data record
தரவு மீட்பு,data retrieval
தரவு வழக்கமான,data routine
தரவு பாதுகாப்பு,data security
தரவு தொகுப்பு,data set
தரவு சமிக்ஞை,data signal
தரவு மடு,data sink
தரவு மூலம்,data source
தரவு விவரக்குறிப்பு,data specification
தரவு நிலையம்,data station
தரவு சேமிப்பு,data storage
தரவு சேமிப்பு அமைப்பு,data storage structure
தரவு அமைப்பு,data structure
தரவு சுவிட்ச்,data switch
தரவு அட்டவணை,data table
தரவு முனையம்,data terminal
தரவு படியெடுத்தல்,data transcription
தரவு பரிமாற்ற,data transfer
தரவு பரிமாற்றம்,data transmission
தரவு பரிமாற்ற சேனல்,data transmission Channel
தரவு வகை,data type
தரவு அலகு,data unit
தகவல் மதிப்பீடு,data validation
தரவுத்தளம்,database
தரவுத்தள நிர்வாகம்,database adminstration
தரவுத்தள வடிவமைப்பு,database design
தரவுத்தள மேலாண்மை அமைப்பு,database management system
டேட்டாகிராவ்,datagrav
தரவு,datum
இறந்த மண்டலம்,dead zone
முட்டுக்கட்டை,deadlock
முட்டுக்கட்டை தடுப்பு,deadlock prevention
பிழைத்திருத்தம்,debug
முடிவு பெட்டி,decision box
முடிவெடுக்கும் செயல்முறை,decision making process
முடிவு ஆதரவு அமைப்பு,decision support system
முடிவு மரம்,decision tree
குறிவிலக்கி,decoder
சிதைவு கொள்கை,decomposition principle
மறைகுறியாக்கம்,decryption
அர்ப்பணிக்கப்பட்ட சேனல்,dedicated channel
அர்ப்பணிக்கப்பட்ட துறைமுகம்,dedicated port
பாதுகாப்பு தரவு நெட்வொர்க் (DDN),defence data network (DDN)
பாதுகாப்பு தகவல் அமைப்பு,defence information system
defragmentation,defragmentation
தாமதம்,delay
தாமத கவுண்டர்,delay counter
தாமத நேரம்,delay time
அழி,delete
நீக்குதல் பதிவு,deletion record
பிரிப்பான்,delimiter
டெல்டா பண்பேற்றம்,delta modulation
கோரிக்கை பேஜிங்,demand paging
டெமோ,demo
டிமாடுலேஷன்,demodulation
demultiplexer,demultiplexer
இயல்புநிலைப்படுத்தல்,denormalization
அடர்த்தி,density
சார்பு,dependency
சார்பு அலகு,dependent unit
வரிசை,dequeue
புறக்கணிப்பு,dereferencing
வழித்தோன்றல் மரம்,derivation tree
பெறப்பட்ட புலம்,derived field
இறங்கு வகை,descending sort
வடிவமைப்பு,design
மேசை கால்குலேட்டர்,desk calculator
மேசை கணினி,desk top computer
டெஸ்க்டாப் விளக்கக்காட்சி,desktop presentation
டெஸ்க்டாப் பப்ளிஷிங் (டிடிபி),desktop publishing (DTP)
டெஸ்க்டாப் வீடியோ,desktop video
இலக்கு முகவரி,destination address
அழிப்பவர்,destructer
நிர்ணயிக்கும் தானியங்கிகள்,deterministric automats
டெவலப்பர்,developer
வளர்ச்சி அமைப்பு,development system
சாதனம்,device
சாதன கட்டுப்பாட்டு அலகு,device control unit
சாதனம் கட்டுப்படுத்தி,device controller
சாதன மேலாண்மை,device management
சாதன முறை,device mode
நோய் கண்டறிதல்,diagnosis
கண்டறியும் அமைப்பு,diagnostic system
பரிசோதனை,diagnostics
வரைபடம்,diagram
டயல்,dial
டயல் வரி,dial line
டயல் தொனி,dial tone
அழைக்கவும்,dial up
உரையாடல்,dialog
உரையாடல் பெட்டி,dialog box
டயல்அப் மோடம்,dialup modem
பரிமாணம்,diamension
அகராதி,dictionary
வேறுபாடு,differentiation
டிஜிட்டல்,digital
டிஜிட்டல் சேனல்,digital channel
டிஜிட்டல் சுற்று,digital circuit
டிஜிட்டல் கணினி,digital computer
டிஜிட்டல் தரவு,digital data
டிஜிட்டல் வசதி,digital facility
டிஜிட்டல் வடிகட்டி,digital filter
டிஜிட்டல் நூலகம்,digital library
டிஜிட்டல் பண்பேற்றம்,digital modulation
டிஜிட்டல் மானிட்டர்,digital monitor
டிஜிட்டல் படம்,digital picture
டிஜிட்டல் கையொப்பம்,digital signature
டிஜிட்டல் சுவிட்ச்,digital switch
டிஜிட்டல் முதல் அனலாக் (D/A) மாற்றி,digital to analog (D/A) converter
டிஜிட்டல் மயமாக்கல்,digitization
இலக்கமாக்கு,digitize
இலக்கமாக்கி,digitizer
டையோடு,diode
நேரடி,direct
நேரடி முகவரி,direct address
நேரடி மாற்றம்,direct conversion
நேரடி இணைப்பு,direct coupling
நேரடி நினைவக அணுகல் (DMA),direct memory access (DMA)
நேரடி நினைவக அணுகல் (DMA),direct memory acess (DMA)
நேரடி முறை,direct method
உத்தரவு,directive
அடைவு,directory
அடைவு சேவையகம்,directory server
அடைவு சேவை,directory service
முடக்கு,disable
சமிக்ஞையை முடக்குகிறது,disabling signal
துண்டிக்கவும்,disconnect
தனித்தனி,discrete
வட்டு,disk
வட்டு முகவரி,disk address
வட்டு வரிசை,disk array
வட்டு திறன்,disk capacity
வட்டு இயக்கி,disk drive
வட்டு கோப்பு,disk file
வட்டு நினைவகம்,disk memory
வட்டு இயக்க முறைமை (DOS),disk operating system (DOS)
வட்டு தொகுப்பு,disk pack
வட்டு சேவையகம்,disk server
வட்டு சேமிப்பு,disk storage
