Bengali,Kannada
পরম অ্যাম্পিয়ার,ಸಂಪೂರ್ಣ ಆಂಪಿಯರ್
পরম ফুটন্ত বিন্দু,ಸಂಪೂರ್ಣ ಕುದಿಯುವ ಬಿಂದು
পরম আলোকসজ্জা,ಸಂಪೂರ್ಣ ಪ್ರಕಾಶಮಾನತೆ
পরম ক্ষমতা,ಸಂಪೂರ್ಣ ಸಾಮರ್ಥ್ಯ
পরম উচ্চতা,ಸಂಪೂರ್ಣ ಎತ್ತರ
পরম রঙ্গক,ಸಂಪೂರ್ಣ ವರ್ಣದ್ರವ್ಯ
"পরম কনফিগারেশন, দ্ব্যর্থহীন কনফিগারেশন","ಸಂಪೂರ್ಣ ಸಂರಚನೆ, ನಿಸ್ಸಂದಿಗ್ಧವಾದ ಸಂರಚನೆ"
পরম কুলম্ব,ಸಂಪೂರ್ಣ ಕೂಲಂಬ್
সম্পূর্ণ অন্ধকার,ಸಂಪೂರ್ಣ ಕತ್ತಲೆ
পরম সময়সূচী,ಸಂಪೂರ್ಣ ವೇಳಾಪಟ್ಟಿ
পরম ঘনত্ব*,ಸಂಪೂರ್ಣ ಸಾಂದ್ರತೆ*
পরম নিষ্কাশন,ಸಂಪೂರ್ಣ ಒಳಚರಂಡಿ
পরম ইএমইউ (ইলেক্ট্রোম্যাগনেটিক ইউনিট),ಸಂಪೂರ್ಣ EMU (ವಿದ್ಯುತ್ಕಾಂತೀಯ ಘಟಕ)
পরম ESU (স্থির শক্তি ইউনিট),ಸಂಪೂರ್ಣ ESU (ಸ್ಥಾಯಿ ವಿದ್ಯುತ್ ಘಟಕ)
পরম দক্ষতা,ಸಂಪೂರ್ಣ ದಕ್ಷತೆ
পরম ইলেক্ট্রোমিটার,ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋಮೀಟರ್
পরম ফ্রিকোয়েন্সি পরম ফ্রিকোয়েন্সি,ಸಂಪೂರ್ಣ ಆವರ್ತನ ಸಂಪೂರ್ಣ ಆವರ್ತನ
পরম আর্দ্রতা,ಸಂಪೂರ್ಣ ಆರ್ದ್ರತೆ
পরম ঘটনা,ಸಂಪೂರ್ಣ ಘಟನೆ
পরম প্রতিসরাঙ্ক সূচক,ಸಂಪೂರ್ಣ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ
পরম অস্থিরতা,ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ
পরম অস্থিরতা,ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ
"পরম তীব্রতা, পরম তীব্রতা","ಸಂಪೂರ್ಣ ತೀವ್ರತೆ, ಸಂಪೂರ್ಣ ತೀವ್ರತೆ"
অ্যাথেনিয়ার পরম সীমা,ಅಸ್ತೇನಿಯಾದ ಸಂಪೂರ್ಣ ಮಿತಿ
পরম আলোকসজ্জা সিল,ಸಂಪೂರ್ಣ ಪ್ರಕಾಶದ ಸಿಲ್
পরম হালকা বক্ররেখা,ಸಂಪೂರ್ಣ ಬೆಳಕಿನ ಕರ್ವ್
পরম মাত্রা,ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ
পরম ব্যারোমিটার,ಸಂಪೂರ್ಣ ಮಾಪಕ
সর্বোচ্চ সর্বোচ্চ,ಸರ್ವೋಚ್ಚ ಸರ್ವೋಚ್ಚ
পরম চরম,ಸಂಪೂರ್ಣ ವಿಪರೀತ
পরম সর্বনিম্ন,ಸಂಪೂರ್ಣ ಕಡಿಮೆ
পরম গতিবেগ,ಸಂಪೂರ್ಣ ಆವೇಗ
পরম গতি,ಸಂಪೂರ್ಣ ವೇಗ
পরম সঙ্গীত,ಸಂಪೂರ್ಣ ಸಂಗೀತ
পরম পর্যবেক্ষণ,ಸಂಪೂರ್ಣ ವೀಕ್ಷಣೆ
পরম ওম,ಸಂಪೂರ್ಣ ಓಂ
পরম অভিযোজন,ಸಂಪೂರ್ಣ ದೃಷ್ಟಿಕೋನ
পরম বৈদ্যুতিক ঋণাত্মকতা,ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋನೆಜಿಟಿವಿಟಿ
পরম মাধ্যাকর্ষণ,ಸಂಪೂರ್ಣ ಗುರುತ್ವಾಕರ್ಷಣೆ
পরম চাপ,ಸಂಪೂರ್ಣ ಒತ್ತಡ
পরম সম্পত্তি,ಸಂಪೂರ್ಣ ಆಸ್ತಿ
পরম স্কেলার,ಸಂಪೂರ್ಣ ಸ್ಕೇಲಾರ್
তাপমাত্রার পরম স্কেল*,ತಾಪಮಾನದ ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ*
"পরম সমলয়, পরম সমলয়","ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ, ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ"
পরম চাপ,ಸಂಪೂರ್ಣ ಒತ್ತಡ
পরম প্রতিসাম্য,ಸಂಪೂರ್ಣ ಸಮ್ಮಿತಿ
পরম গতি শরীর,ಸಂಪೂರ್ಣ ಚಲನೆಯ ದೇಹ
পরম ইউনিট সিস্টেম,ಸಂಪೂರ್ಣ ಘಟಕ ವ್ಯವಸ್ಥೆ
পরম তাপমাত্রা,ಸಂಪೂರ್ಣ ತಾಪಮಾನ
পরম সময়,ಸಂಪೂರ್ಣ ಸಮಯ
পরম একক,ಸಂಪೂರ್ಣ ಘಟಕಗಳು
পরম মান,ಸಂಪೂರ್ಣ ಮೌಲ್ಯ
পূর্ণসংখ্যা ক্যালকুলেটর,ಪೂರ್ಣಾಂಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್
পরম বেগ,ಸಂಪೂರ್ಣ ವೇಗ
পরম সান্দ্রতা,ಸಂಪೂರ್ಣ ಸ್ನಿಗ್ಧತೆ
পরম ওজন,ಸಂಪೂರ್ಣ ತೂಕ
পরম শূন্য*,ಸಂಪೂರ್ಣ ಶೂನ್ಯ*
শূন্যের পরম ভাজক,ಶೂನ್ಯದ ಸಂಪೂರ್ಣ ಭಾಜಕ
শোষণ করা,ಹೀರಿಕೊಳ್ಳುತ್ತವೆ
শোষণ সূচক*,ಹೀರಿಕೊಳ್ಳುವ ಸೂಚ್ಯಂಕ*
শোষিত শক্তি,ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಶಕ್ತಿ
"শোষক, শোষক","ಹೀರಿಕೊಳ್ಳುವ, ಹೀರಿಕೊಳ್ಳುವ"
শোষক মাধ্যম*,ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ*
শোষণ ক্ষমতা,ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ
শোষণ,ಹೀರಿಕೊಳ್ಳುವಿಕೆ
শোষণ যন্ত্র*,ಹೀರಿಕೊಳ್ಳುವ ಮಾಪಕ*
শোষণমিতি*,ಅಬ್ಸಾರ್ಪ್ಟಿಯೋಮೆಟ್ರಿ*
শোষণ,ಹೀರಿಕೊಳ್ಳುವಿಕೆ
শোষণ - ব্যান্ড*,ಹೀರಿಕೊಳ್ಳುವಿಕೆ - ಬ್ಯಾಂಡ್*
শোষণ সার্কিট,ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್
শোষণ গুণাঙ্ক,ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ
শোষণ কলাম,ಹೀರಿಕೊಳ್ಳುವ ಕಾಲಮ್
শোষণ ধ্রুবক,ಹೀರುವಿಕೆ ಸ್ಥಿರ
শোষণ ধারাবাহিকতা,ಹೀರಿಕೊಳ್ಳುವ ನಿರಂತರತೆ
শোষণ অঞ্চল,ಹೀರಿಕೊಳ್ಳುವ ವಲಯ
শোষণ বর্তমান,ಹೀರಿಕೊಳ್ಳುವ ಪ್ರಸ್ತುತ
শোষণ বক্ররেখা*,ಹೀರಿಕೊಳ್ಳುವ ವಕ್ರರೇಖೆ*
শোষণ ফ্র্যাকচার,ಹೀರಿಕೊಳ್ಳುವ ಮುರಿತ
শোষণ কোর,ಹೀರಿಕೊಳ್ಳುವ ಕೋರ್
শোষণ ফ্যাক্টর,ಹೀರಿಕೊಳ್ಳುವ ಅಂಶ
শোষণ ফিল্টার,ಹೀರಿಕೊಳ್ಳುವ ಫಿಲ್ಟರ್
শোষণ শিখা ফটোমেট্রি*,ಹೀರಿಕೊಳ್ಳುವ ಜ್ವಾಲೆಯ ಫೋಟೊಮೆಟ್ರಿ*
শোষণ হাইগ্রোমিটার,ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್
শোষণ সূচক,ಹೀರಿಕೊಳ್ಳುವ ಘಾತ
শোষণ প্রান্তিক,ಹೀರಿಕೊಳ್ಳುವಿಕೆ ಕನಿಷ್ಠ
শোষণ লাইন,ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ
শোষণ ক্ষতি,ಹೀರಿಕೊಳ್ಳುವ ನಷ್ಟ
শোষণ মড্যুলেশন,ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್
আলো শোষণ,ಬೆಳಕಿನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
বিকিরণ শক্তি শোষণ,ವಿಕಿರಣ ಶಕ್ತಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
শোষণ শিখর,ಹೀರಿಕೊಳ್ಳುವ ಗರಿಷ್ಠ
শোষণ ফটোমেট্রি,ಹೀರಿಕೊಳ್ಳುವ ದ್ಯುತಿಮಾಪನ
শোষণ অনুপাত,ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ
শোষণ পরিসীমা*,ಹೀರಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ*
শোষণ স্পেকট্রাম ফটোমেট্রি*,ಹೀರಿಕೊಳ್ಳುವ ಸ್ಪೆಕ್ಟ್ರಮ್ ಫೋಟೋಮೆಟ್ರಿ*
শোষণ বর্ণালী*,ಹೀರಿಕೊಳ್ಳುವ ವರ್ಣಪಟಲ*
"শোষণ নল, শোষণ নল","ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ, ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ"
শোষণ হাইগ্রোমিটার,ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್
শোষক*,ಹೀರಿಕೊಳ್ಳುವ*
শোষক বাষ্পীভবনকারী,ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ
শোষণ আইন*,ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*
শোষণ মাধ্যম,ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ
"শোষণ ক্ষমতা, শোষণ*","ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*"
শোষণ*,ಹೀರಿಕೊಳ್ಳುವಿಕೆ*
স্টুডিও সজ্জা,ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ
বহুগুণ অনুপাত,ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ
বিভ্রান্তি,abvolt
সম্পর্কিত,ಸುಮಾರು
ত্বরান্বিত করা,ವೇಗವನ್ನು
ত্বরণ-স্টপ দূরত্ব,ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ
তাড়াতাড়ি,ಆತುರಪಟ್ಟರು
দ্রুত সময়ের প্রভাব পরীক্ষা,ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ
দ্রুত প্রবাহ,ತ್ವರಿತ ಹರಿವು
দ্রুত গতি,ತ್ವರಿತ ಗತಿ
দ্রুত শরীর,ತ್ವರಿತ ದೇಹ
এক্সিলারেটর ওজনকারী,ವೇಗವರ್ಧಕ ತೂಕ
এক্সিলারেটর ইলেক্ট্রোড*,ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*
এক্সিলারেটরের সময়*,ವೇಗವರ್ಧಕ ಸಮಯ*
এক্সিলারেটর ফেজ,ವೇಗವರ್ಧಕ ಹಂತ
অ্যাক্সিলারেটর হার,ವೇಗವರ್ಧಕ ದರ
এক্সিলারেটর ভোল্টেজ*,ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*
ত্বরণ,ವೇಗವರ್ಧನೆ
ত্বরিত জ্বলন,ವೇಗವರ್ಧಿತ ದಹನ
ত্বরণ সহগ,ವೇಗವರ್ಧಕ ಗುಣಾಂಕ
ত্বরণ উপাদান,ವೇಗವರ್ಧಕ ಘಟಕ
মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি,ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ
ত্বরণ ফ্যাক্টর,ವೇಗವರ್ಧಕ ಅಂಶ
ত্বরিত চার্জ,ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್
অভিকর্ষের ত্বরণ,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ
ত্বরণ সম্ভাবনা,ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ
ত্বরণ আইন,ವೇಗವರ್ಧಕ ಕಾನೂನು
ত্বরণ প্রক্রিয়া,ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ
ত্বরণ অঞ্চল,ವೇಗವರ್ಧಕ ವಲಯ
ত্বরণ পদ্ধতি,ವೇಗವರ್ಧಕ ವಿಧಾನ
"ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা","ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ"
ত্বরণ ভেক্টর,ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್
ত্বরণ-ভোল্টেজ,ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್
ত্বরণ তরঙ্গ,ವೇಗವರ್ಧಕ ತರಂಗ
এক্সিলারেটর,ವೇಗವರ್ಧಕ
"ত্বরণ, ত্বরণক*","ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*"
অ্যাক্সিলারেটর সমীকরণ,ವೇಗವರ್ಧಕ ಸಮೀಕರಣ
এক্সিলারেটর*,ವೇಗವರ್ಧಕ*
অ্যাক্সিলোমিটার,ವೇಗವರ್ಧಕ
অ্যাক্সিলোমিটার মিল,ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ
prestresser,ಪ್ರಿಸ್ಟ್ರೆಸರ್
বৈধ অক্ষর,ಮಾನ್ಯ ಅಕ್ಷರಗಳು
গ্রহণযোগ্যতা কোণ,ಸ್ವೀಕಾರ ಕೋನ
গ্রহণযোগ্যতা স্পেসিফিকেশন,ಸ್ವೀಕಾರ ವಿವರಣೆ
গ্রহণযোগ্য পরীক্ষা,ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ
"গ্রহণকারী*, গ্রহণকারী","ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು"
রিসেপ্টর পরমাণু,ಗ್ರಾಹಕ ಪರಮಾಣು
রিসেপ্টর বন্ড,ಗ್ರಾಹಕ ಬಂಧ
রিসিভার সার্কিট,ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್
রিসেপ্টর স্তর,ಗ್ರಾಹಕ ಮಟ್ಟ
দাতা অণু,ದಾನಿ ಅಣು
রিসেপ্টর সম্পত্তি,ಗ್ರಾಹಕ ಆಸ್ತಿ
রিসেপ্টর সম্পত্তি স্তর,ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ
অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ,ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ
"অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস","ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ"
ভুজ অ্যাক্সেস করুন,ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ
অ্যাক্সেস সিস্টেম,ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ
প্রবেশাধিকার সময়,ಪ್ರವೇಶ ಸಮಯ
অ্যাক্সেসযোগ্যতা,ಪ್ರವೇಶಿಸುವಿಕೆ
"অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক","ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು"
অতিরিক্ত সীমাবদ্ধতা,ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು
কাকতালীয়,ಕಾಕತಾಳೀಯ
আকস্মিক সংশোধন,ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ
দুর্ঘটনাজনিত বায়োজেনেসিস,ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ
আকস্মিক ডাইভারশন,ಆಕಸ್ಮಿಕ ತಿರುವು
ভিজিটর ত্রুটি,ಸಂದರ್ಶಕರ ದೋಷ
"হঠাৎ বন্ধ, হঠাৎ বাতা","ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್"
দুর্ঘটনাজনিত সংক্রমণ,ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ
এলোমেলো পার্থক্য,ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ
সমন্বয়,ಹೊಂದಾಣಿಕೆ
অবস্থিত,ನೆಲೆಗೊಂಡಿದೆ
সঞ্চিত ত্রুটি,ಸಂಚಿತ ದೋಷ
"accumulation, accumulation","ಶೇಖರಣೆ, ಶೇಖರಣೆ"
শক্তি সঞ্চয়,ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ
সঞ্চয়ক*,ಸಂಚಯಕ*
সঠিকতা,ನಿಖರತೆ
বাস্তবতা,ರಿಯಾಲಿಟಿ
বাস্তব যন্ত্র পর্যবেক্ষণ,ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ
সঠিক পরিসীমা চিহ্নিতকারী,ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್
নির্ভুলতা স্ক্যানিং,ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್
অনুশীলন করা,ಅಭ್ಯಾಸ
এক্সিলারেটর সেল*,ವೇಗವರ್ಧಕ ಕೋಶ*
অ্যাক্রোমেটিক লেন্স*,ವರ್ಣರಹಿತ ಮಸೂರ*
অ্যাক্রোমেটিক*,ವರ್ಣರಹಿತ*
অ্যাক্রোম্যাটিক বিশ্লেষক,ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ
ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা,ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ
অ্যাক্রোমেটিক আকৃতি,ವರ್ಣರಹಿತ ಆಕಾರ
অ্যাক্রোম্যাটিক ফ্রিঞ্জ,ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್
অ্যাক্রোমেটিক লেন্স*,ವರ್ಣರಹಿತ ಮಸೂರ*
অ্যাক্রোম্যাটিক পয়েন্ট পাথ,ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ
অ্যাক্রোম্যাটিক লেন্স,ವರ್ಣರಹಿತ ಮಸೂರ
অ্যাক্রোমেটিক প্রিজম,ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್
অ্যাক্রোম্যাটিক টেলিস্কোপ,ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ
বর্ণহীনতা*,ವರ್ಣರಹಿತತೆ*
অ্যাক্রোমাটাইজেশন*,ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*
বর্ণহীনতা*,ವರ್ಣರಹಿತತೆ*
"স্থিতিস্থাপক, অবাধ্য, অবাধ্য","ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ"
"আকর্ণ হোস, বানজু হোস","ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್"
ক্ষুদ্রাকৃতির ভালভ,ಚಿಕಣಿ ಕವಾಟ
ইকোফোনি,ಅಕೋಫೋನಿ
শাব্দিক,ಅಕೌಸ್ಟಿಕ್
শাব্দ শোষণ,ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ,ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ
অ্যাকোস্টিক অ্যাটেন্যুয়েশন,ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ
শাব্দ চোর অ্যালার্ম,ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ
অ্যাকোস্টিক ক্যাপাসিট্যান্স,ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್
শ্রবণ কেন্দ্র,ಶ್ರವಣ ಕೇಂದ್ರ
শাব্দ ব্যাখ্যা,ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ
শাব্দ আবরণ,ಅಕೌಸ್ಟಿಕ್ ಕವರ್
শাব্দ প্রতিক্রিয়া,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
শাব্দিক উপাদান,ಅಕೌಸ್ಟಿಕ್ ಘಟಕ
শাব্দ পরিবাহিতা,ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ
শাব্দ স্যাঁতসেঁতে,ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್
শাব্দ বিচ্ছুরণ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ
শব্দ হ্যাকার,ಧ್ವನಿ ಹ್ಯಾಕರ್
শাব্দ শক্তি*,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*
শাব্দ শক্তি সমীকরণ,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ
শাব্দিক সমীকরণ,ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ
শাব্দ পুনঃস্থাপন,ಅಕೌಸ್ಟಿಕ್ ಮರುಸ್ಥಾಪನೆ
ক্ল্যাডনি আকার,ಕ್ಲಾಡ್ನಿ ಆಕಾರಗಳು
শাব্দ ফিল্টার,ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್
শব্দ জেনারেটর,ಧ್ವನಿ ಜನರೇಟರ್
শাব্দ ঝাঁঝরি,ಅಕೌಸ್ಟಿಕ್ ಗ್ರ್ಯಾಟಿಂಗ್
শব্দের সংরোধ*,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*
