Malayalam,Odiya
ക്രമീകരണ സമവാക്യം,ଆଡଜଷ୍ଟମେଣ୍ଟ ସମୀକରଣ |
അഡോബ് മണ്ണ്,ଆଡୋବ ମାଟି |
പ്രത്യേകത,ବ୍ୟଭିଚାର
സാഹസികത,ବିଶ୍ୱସ୍ତତା
Aecidiossoror,Aechidispor
ഓലിയൻ പ്രക്രിയ,ଏଓଲ୍ସିଆସ୍ ପ୍ରକ୍ରିୟା |
Aiolian,ଆଦାମୀ
ഓറേറ്റ്,ଆରେଟ୍
ഏരിയൽ,ବାୟୁ
ഏയ്റോമീറ്റർ,ଏରୋମିଟର |
എയറോസോൾ,ଏରୋସୋଲ୍ |
പകർച്ചവ്വാധം,ବାୟେ
Aetiiology (etiology),ଆୟନୋଜି (ଇଟିଓଲୋଜି)
വനനം,ଆଗ ଶତ୍ରୁମାନଙ୍କର
പ്രക്ഷോഭക്തി,ଆଗ୍ରିଲେସନ୍
ന്വര്,Awarmark
കാർഷികം,କୃଷି
കാർഷിക ക്ലിനിക്,କୃଷି କ୍ଲିନିକ୍ |
കാർഷിക തൊഴിലാളി,କୃଷି ଶ୍ରମ
കാർഷിക മാർക്കറ്റിംഗ്,କୃଷି ମାର୍କେଟିଂ |
കാർഷിക സാങ്കേതികവിദ്യ,କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
കൃഷിപ്പണി,କୃଷି
അഗ്രിസിൾവികൾച്ചർ,ଯୁକ୍ତିଯୁକ୍ତ
കാർഷികൈവൻവിറ്റി,Agrobizioditicity |
അഗ്രോബയോളജിക്കൽ വൈകല്യങ്ങൾ,Agrobiofogic ତ୍ରୁଟିଗୁଡିକ |
അഗ്രോബയോളജി,Agrobiogioly |
അഗ്രോകീല വൈവിധ്യമാർന്ന വൈവിധ്യമാർന്ന,ଭୟଙ୍କର ବିବିଧତା |
അഗ്രോക്ലിമാറ്റിക് സോണിംഗ്,ଭୟଙ୍କର ଜୋନିଂ |
അഗ്രോഫോറസ്ട്രി,Agroftry
ങ്ങളോട്,ସହଯୋଗୀ
അഗ്രോണമി,କିରେନୋନୋମ୍ବନ
അഗ്രോപസ്റ്റോറൽ,Agronastoal
കാർഷികസംരക്ഷണം,ସହପ୍ରଗୋକ୍ତ
അഗ്രോസ്റ്റോസ്റ്റിയോളജി,ଦୁର୍ଗସ୍
അഗ്രോട്ടിപ്പ്,Agrotype
എയർ പ്ലാന്റ്,ବାୟୁ ପ୍ଲାଣ୍ଟ |
അക്കിയോച്ചി മണ്ണ്,ଆକିଓଚି ମାଟି |
ആൽബിനിസം,ଆଲବିନିମ୍
ആൽഫിസോളുകൾ,Altfisolles
ആല്ഗകൾ,ଆଲିଜି |
ആൽഗൽ രോഗം,Alegal ରୋଗ
ക്ഷാളി വെള്ളം,ଆଲକାଲି ପାଣି |
ആൽക്കലൈൻ,କ୍ଷାରିକ |
അല്ലലേ,ଆହେଲେ |
അല്ലോകെമിക്കലുകൾ,ଆଲଲେଇଚିକ୍
AllloMorph,ଆଲୋଲେମୋର୍ଫେଫେଫେଫ |
നിയോവദാതി,ଆଲୋଲୋପାଥି |
ഓൺലൈൻ ക്രോപ്പിംഗ്,ଆଲି କ୍ରପ୍ କରିବା |
അലോക്കർപി,Alloarcy
അലോഗാമി,ଆଲଗଲାମି |
അലറിരം,Allomitry
Allopolyplogid,ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |
Allosynapsis (Allowsyndesis),Allosynapp ଗୁଡିକ (ଆଲିଷ୍ଟିଣ୍ଡେସ୍)
ഇതര ബെയറിംഗ്,ବିକଳ୍ପ ନୋଟିଂ |
ഇതര ഭൂമി ഉപയോഗം,ବିକଳ୍ପ ଭୂମି ବ୍ୟବହାର |
ആംബിയന്റ്സ്,ପରିବେଶ
സൗഹാർഭോഗം,ଅମୃତାରା
അമിറ്റോസിസ്,ଅମିତୋସାଇସ୍ |
അമിനിവൽക്കരണം,ଅମୃତନ
അമ്മോണിഫിക്കേഷൻ,ଆମୋନିଫିକେଟ୍
അമോമോണിഫയർ,ଆମୋନିଫାୟର୍
അമോഫ്,ଅମୋରଫ
ആംഫിമിക്സിസ്,ଆମ୍ଫିମିକ୍ସିସ୍ |
ആംഫോടെക്,ଆମ୍ଫୋଷ୍ଟିକ୍ |
അനാബോളിസം,ଆନାବୋଲିଜିମ୍ |
അയ്റോബ്,ଆନାରୋବେ |
Aneuplogode,ଆନୁପ୍ଲଏଡ୍ |
ആംഗിൾ നടുക്കം,କୋଣ ବୃକ୍ଷ
മൃഗസംരക്ഷണം,ପଶୁ କୁମ୍ଭାରୀ
മൃഗങ്ങളെ പ്രതിഫലിപ്പിക്കൽ,ପଶୁ ମନା କରେ |
ആത്യന്തിക .ർജ്ജം,ଆନିମେଟ୍ ଶକ୍ତିମାନ |
Anisoplode,Aningoploid
വാർഷിക സസ്യം,ବାର୍ଷିକ ଉଦ୍ଭିଦ |
ആണ്ടുതോറുമുള്ള,ବାର୍ଷିକ
ആന്തീസിസ്,ଆନେସିଟି
ആന്ത്രാക്സ്,ଆନ୍ଥ୍ରାକ୍ସ |
ആന്ത്രോപെനിക് ഘടകം,ଆନ୍ଥ୍ରୋପେନିକ୍ କାରକ |
ആന്റിബിയോസിസ്,ଆଣ୍ଟିବାସିସ୍
രോഗനാശിനി,ଆଣ୍ଟିବାୟୋଟିକ୍ |
മറുമരുന്ന്,ପ୍ରତିକାର
ആന്റിഓക്സിഡന്റുകൾ,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
ആന്റിടോക്സിൻ,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
അപര്യാഘാതം,ବ୍ରହ୍ମାଣ୍ଡ
ആഫിഡ്,ଆପିଡ୍ |
അഗ്രമുദിനം,ଆପିକାଲ୍ ଗୁଣ୍ଡ |
അഗ്ര ആധിപത്യം,ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |
അപ്പോർച്ചർ (ബീ സൂപ്പർഡിംഗ്),ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା)
അപ്പോമിക്സിസ്,ଆପୋମିକ୍ସସ୍ |
അപ്പോപ്ടോസിസ്,ଆପୋଟୋଏସ୍
അനുബന്ധം,ଅନୁକ୍ରମଣିକା
വിശപ്പ്,ଭୋକକାରୀ
പ്രയോഗിച്ചു,ପ୍ରୟୋଗ କରାଯାଏ |
അക്വാട്ടിക് കള,ଜଳୀୟ ତୃଣ
അർബോറിയൽ,ଅର୍ବ୍ରାଲ୍ |
അർബോറൈസേഷൻ,ସ୍ଥାପନ |
ആർഎംജിയോ-ബൊട്ടാണിക്കൽ റെക്കോർഡുകൾ,ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
ഏരിയ സ്ഥിതിവിവരക്കണക്കുകൾ,କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ
പദേശം,କ୍ଷେତ୍ର
വരണ്ട ആവാസവ്യവസ്ഥ,ARID ECOSYSem |
വര്ഷ്ടിക്കുക,ଅରିଲ୍
സൗരഭം,ସୁଗନ୍ଧ
ആരോമാറ്റിക് പ്ലാന്റ്,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
ആരോമാറ്റിക് അരി,ସୁଗନ୍ଧିତ ଚାଉଳ |
അഴുക്കുചാല്,ତୀର
അശെപ്സിസ്,ଆସେସିସ୍
അസെപ്ലെവ്,ଅଭିଯୁକ୍ତ
അസുഖകരമായ പ്രചരണം,ଶ୍ୱେକାର ପ୍ରଚାର
അസേ,ଆମ୍ପେ
ആസ്തി,ସମ୍ପତ୍ତି
ഉറപ്പ്,ଆସିମେଇର |
ചങ്ങാത്തം,ସଙ୍ଗଠନ
രേണിംഗന്റ്,Astringent
അസിനാപ്സിസ്,ଆସନାପାସୀ |
Atawavism,ସଂଲଗ୍ନବାଦ
ആലേറ്ററിജർ,ପରମାଣିଜର
അട്രോഫി,ଆଟ୍ରୋଫି |
ഓട്ടോഗാമി,ଅଟୋଗାମି |
ഓട്ടോലിസിസ്,ଅଟଲିସିସ୍ |
യന്തവഹനം,AroutDation
ഓട്ടോപോളിപ്ലോയിഡ്,ଅଟୋପୋଲାପ୍ଲୋଡ୍ |
ഓക്സിൻസ്,Auxins
Awn (ബ്രിട്ട്),Awn (ବ୍ରଷ୍ଟଲ୍)
ബദാം കായ്,ବାଦାମ |
കറ്റാർ,ଆଲୋ
അമരന്തസ്,ଅମରାନ୍ତିନ |
ആംമി,ଆମି
അഞ്ജൻ പുല്ല്,ଅଜାନର ଘାସ |
ആന്തറിയം,ଆଠର୍ିୟମ୍ |
"ആരോള, ഇന്ത്യൻ നെല്ലിക്ക","ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |"
ആപ്പിൾ,ଆପଲ୍
ആപ്രിക്കോട്ട്,ଆପ୍ରିକେଟ୍ |
Arbian ജാസ്മിൻ,ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |
Arcaunt,Areca but
അർജുൻ,ଅର୍ଜନୁନ୍
അസ്ഫോറ്റിഡ,ଆସଫୋଏଡା
ആഷ് പൊറോട്ട,ପାଉଁଶ ଗୁଣ୍ଡ |
അശോക ട്രീ,ଅଶୋକା ଗଛ |
അഷെതർ കള (യൂഫോർബിയ),ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା)
ശതാവരിച്ചെടി,ଅସରପା
അവോക്കാഡോ,ଆଭୋକାଡୋ |
പയറുവർഗ്ഗങ്ങൾ (ലൂസെർൻ),ଆଲଫାଲଫା (ଲୁସେର୍ନ)
ഉറുമ്പുകൾ,ପିମ୍ପୁଡ଼ି
മുഞ്ഞ,ଆପିଡସ୍ |
സൈനിക വേം,ସେନା ପୋକ
കാർഷിക സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,କୃଷି ଅର୍ଥନୀତିଜ୍ଞ
കാർഷിക വിപുലീകരണവാദി,କୃଷି ବିସ୍ତାରବାଦୀ |
കാർഷിക ശാസ്ത്രജ്ഞൻ,କୃଷି ବ scientist ଜ୍ଞାନିକ |
കാർഷിക എഞ്ചിനീയർ,କୃଷି ଅଞ୍ଜିନକାରୀ |
അഗ്രോബയോളജിസ്റ്റിക്,Agrobiooglist
അഗ്രോണമിസ്റ്റ്,ସହଯୋଗୀ
Agrofysicst,Agropsicsicst
മൃഗങ്ങളുടെ ബ്രീഡർ,ପଶୁ ପ୍ରଜନକ |
ബാസിലസ് വൈറസ്,ବାକିଲସ୍ ଭାଇରସ୍ |
ബാസിലസ്,ବାଣ୍ଡିଲସ୍ |
ബാക്ടീരിയ,ଜୀବାଣୁ
ബാക്ടറോമോക്സിൻ,ବିରାଇଓଟୋକ୍ସିନ୍ |
ബാഗസ്,ବାଗାସେସ୍ |
ബാലൻസ് ഷീറ്റ്,ତୂଳନା ପତ୍ର
സമതുലിതമായ ബീജസങ്കലനം,ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |
ബാർ ഡയഗ്രം,ବାର୍ ଚିତ୍ର |
കുര,ଭୁକିବା |
ബാരോമീമീറ്റർ,ବାରୋମିଟର |
തരിശായ,ବନ୍ଧ୍ୟା
അടിത്തറ,ଆଧାର
പരന്നപാതം,ବାସନ
അടിസ്ഥാനപരമായ,ପରଫିପାଲ୍ |
ബസിസ്റ്റർനം,ଆଧାର ତୁଲମ୍ |
ബേ മൺസൂൺ,ବାଇ ମ so ସୁମୀ |
വഹിക്കുന്ന പ്ലാന്റ്,ଉଦ୍ଭିଦ ବହନ
കിടക്ക,ଶଯ୍ୟା
അടിദേഡർ,ଶଯ୍ୟା
ശയ്യോപകരണങ്ങള്,ଶଯ୍ୟା
ബീറ്റ്റൂട്ട് മോളസ്,ବିଟ୍ ଗୁଣ୍ଡ |
മണിനാദം,ଘଣ୍ଟି
അരപ്പട്ട,ବେଲ୍ଟ
ആനുകൂല്യ-വില വിശകലനം,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
പക്ഷപാതപരമായ (സാമ്പിൾ),ପକ୍ଷପାତ (ନମୁନା)
ബിനാത്തില്,ବିଏନୋନିଆଲ୍
ബിനോമിയൽ,Binomial
ബയോജന്റ്,ବାୟୋଲାଇଜେଣ୍ଟ |
ബയോക്രിമേറ്റ്,ବାୟୋସେଡିକ୍ |
ബയോ എനെർജി,ବାୟୋହୀ
ബയോണോമിക്സ്,ବାୟୋନୋମିକ୍ସ |
BIOREACTOR,ବାୟୋରାକ୍ଟର
ബയോസ്ഫിയർ,ବାୟୋସଫିର୍
ഉപകാരന്,ବାୟୋଟିକ୍ |
ബയോട്ടിവൈപ്പ്,ବାୟୋଟାଇପ୍ |
ബൈസെക്ഷ്വൽ,ବିସେକ୍ସୁଆଲ୍
ബ്ലാഞ്ചിംഗ്,ଖାଲି
സ്ഫോടനം,ବିସ୍ଫୋରଣ
സങ്കലനം,ମିଶ୍ରଣ
വരണ്ടതാണ,ଶୁକ୍ର
പൊള്ളല്,ଫୁଲା
നീല വിപ്ലവം,ବ୍ଲୁ ବିପ୍ଳବ
ചുവടെ ചൂട് ചേമ്പർ,ତଳ ଉତ୍ତାପ ଚାମ୍ବର |
ചുവടെയുള്ള താപ രീതി,ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |
തണ്ണീര്,ଶାଖା
ശാചിനമായ,ଶାଖା
ലഘുലേഖ,ଶାଖା
ഇനം,ପ୍ରଜାତି
പ്രജനനം,ପ୍ରଜନନ
തിളങ്ങുന്ന,ଉଜ୍ଜ୍ୱଳ
കുഞ്ഞുങ്ങള്,Etod
വളർന്നുകാരി,ବଡିଙ୍ଗ
വരവ്ചെലവ് മതിപ്പ്,ବଜେଟ୍
ബഫർ,ବଫର୍
ബൾബ്,ବଲ୍ବ
മുണ്ടു,ବଣ୍ଟନ
ഉപോൽപ്പന്നം,ଉତ୍ପାଦ ଦ୍ୱାରା
ബാബുൾ അക്കേഷ്യ,ବାବୁଲ ଆକାସିଆ |
കുഞ്ഞ് ധാന്യം,ଶିଶୁ ମକା |
ബാലിനെ,ବାଥ୍
ബില്ലാൻ,ବିଲ୍
ബൽസം,ବାଲସାମ
മുള,ବାଉଁଶ
വാഴപ്പഴം,କଦଳୀ
ബനിയൻ ട്രീ,ବାନିଆନ୍ ଗଛ |
യവം,ବାର୍ଲି
ബാർയ്യാർഡ് മില്ലറ്റ്,ବରଗାର୍ଡ ମିଲେଟ୍ |
തുളക്ടി,ବେସନ
ബാസ്റ്റാർഡ് ദേവദാരു,ବଷ୍ଟାର୍ଡ ​​ଏରସ
ബാസ്റ്റാർഡ് മൈറോബലൻ,ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |
ബവായീനിയ,ବାହୁଏସିଆ
ബേ ബെറി,ଦୁ very ଖଦ
അമര,ବିନ୍
മധുരക്കിഴങ്ങുചെടി,ବିଲାତି
ബെല്ലഡോണ,ବେଲାଣ୍ଡୋନା
മുളകു,ହେ
പതുക്കമുള്ള,Berseim
മുയേറ്റ,Beelt
ബിലിമ്പി,ବିଲିମ୍ବି
പാവയ്ക്ക,ତିକ୍ତ ଗୁଣ୍ଡ |
കറുത്ത ഗ്രാം,କଳା ଗ୍ରାମ
കറുത്ത നൈറ്റ്ഷെയ്ഡ്,କଳା ନାଇଟ୍ଶେଡ୍ |
ബ g ഗൻവില്ല,ବଗିନିଭିଆ |
കുപ്പി ബ്രഷ്,ବୋତଲ ବ୍ରଶ |
ബോട്ടിൽ പൊറോട്ട,ବୋତଲ ଗୋବଲଙ୍କ |
ബോക്സ് മരം,ବାକ୍ସ ଗଛ
ബ്രെഡ് ഫലം,ରୁଟି ଫଳ
വധുവിന്റെ ക്രീപ്പർ,Bridal creper
വശ്ശീല,ବ୍ରିନଜାଲ୍ |
വിശാലമായ ബീൻ,ବ୍ରଡ୍ ବିନ୍ |
ബ്രോക്കോളി,ବ୍ରୋକୋଲି
ബ്രസ്സൽസ് മുള,ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |
താനിന്നു,ବାଲକ୍ୟୁଟ
ബദ്ധ,ବଟି
ബാൻഡികാൂട്ട്,ବ୍ୟାଣ୍ଡିକୋଟ୍ |
കരടി,ଭାଲୁ
വണ്ട്,ପୋକ
ബ്ലിസ്റ്റർ വണ്ട്,ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |
നീല കാള,ନୀଳ ଷଣ୍। |
ബോൾ വേം,ବୋଲ୍ ପୋକ
ചിതശലഭം,ପ୍ରଜାପତି
ബാക്ടീരിയോളജിസ്റ്റ്,ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |
ബയോകെമിസ്റ്റ്,ବାୟୋକେମିଷ୍ଟ |
ജീവശാസ്തജ്ഞന്,ଜୀବବିଜ୍ଞାନୀ |
ബയോടെക്നോളജിക്,ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ
സസ്യശാസ്ത്രജ്ഞൻ,ଉଦ୍ଭିଦଦାତା
സി ഈർപ്പം സ്വഭാവ വക്ര,C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |
കേയ്ക്ക്,ପିଠା
കണക്കാക്കാന്വേമികമായ,ସହଭାଗୀ
കണക്കുകഷ്ടം,କାଲସିଫିକେସନ୍ |
ഫോസ്ഫേറ്റിന്റെ കാൽനികം,ଫସଫେଟର କାଲକେଣ୍ଟ |
കൗണം,ଚତୁରତା
ഞങ്ങളെ വിളിക്കൂ,କୁଲସ୍
കാലിക്സ്,କାଲିକ୍ସ
കാലിക്സ്-അവസാനം,କାଲିକ୍ସ-ଏଣ୍ଡ |
കാമ്പി,କାମ୍ବିୟମ୍
കാൻകെറർ,କାକର
കാനിംഗ്,କ୍ୟାନିଂ
മേലാപ്പ്,ଛାତ
തലസ്ഥാനം,ପୁଞ୍ଜି
പിസേരിഫിക്കേഷൻ,କାଗଶ
കാപ്സ്യൂൾ,Capsule
കാർബണേറ്റഡ്,କାର୍ବନ୍ରେଟେଡ୍ |
കാർബണലൈസേഷൻ,କାର୍ବୋନିଅନାଇଜେସନ୍ |
പരല്പം,କାର୍ପେଲ
കാർപസ്,କାର୍ପସ୍ |
കാസ്റ്റിംഗ്,କାଷ୍ଟିଂ
കാറ്റബോളിസം,କାଟାବୋଲିଜିମ୍ |
കവചലിസ്,କାଟାଲିସିସ୍ |
ചിതശലഭപ്പുഴു,କୀଟପତଙ୍ଗ
സി-ഡിഎൻഎ ലൈബ്രറി,C- DNA ଲାଇବ୍ରେରୀ |
മച്ച്,ଛାତ
കോശം,କକ୍ଷ
കേന്ദ്ര നേതാവ് സംവിധാനം,କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |
ഒരിനംവീപ്പ്,ସେଣ୍ଟ୍ରିକ୍ |
സെൻറ്ഫ്യൂഗേഷൻ,ଶତକଡ଼ା
കേന്ദ്രീകൃത,ସେଣ୍ଟ୍ରିଫେଜ୍ |
സെൻട്രിയോൾ,ସେଣ୍ଟ୍ରିଓନ୍ |
നൂന്കോജാനിക്,ସେଣ୍ଟ୍ରୋଜେନିକ୍ |
നൂനിശ്ചയമുള്ള,ସେଣ୍ଟ୍ରୋଜେନସ୍ |
കടല്ചലട്,କୀପତି
ധാനം,ଶସ୍ୟ
സാക്ഷപ്പെടുത്തല്,ପ୍ରମାଣପତ୍ର
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
ചാട്ട,ଚାଉଳ
ചാലസ,ଚେଲାଜା |
പരോപപാതം,କେମୋଟ୍ରୋପିମ୍ |
ചിയാസ്മ,ଚିୟମା
ചില്ലിംഗ് സമയം,ଥଣ୍ଡା ଘଣ୍ଟା |
ചില്ലിംഗ് പരിക്ക്,ଚିଲିଂ ଆଘାତ |
ചിമേര,ଚିମେରା |
ക്ലോറോറാന്തി,ଚୋରାନେଣ୍ଟି |
ക്ലോറോഫിൽ,କ୍ଲୋରୋଫିଲେଲ୍ |
ക്ലോറോസിസ്,ଚୋରୋରୋସାଇସ୍
ക്ലോറോളജി,ଚୋରୋରୋଲୋଜି |
ക്രോമാറ്റിഡ്,କ୍ରୋମାମାସିଡ୍ |
ക്രോമാറ്റിൻ,ଚ୍ରୋମାଟିନ୍ |
ക്രോമാറ്റോഗ്രാഫി,ଚ୍ରୋମାଟୋଗ୍ରାଫି
ക്രോമാറ്റോളിസിസ്,ଚୋରମାଟୋଲିଆସିସ୍
ക്രോമസെന്റ്റന്റ്,କ୍ରୋମେଣ୍ଟ୍ରେ |
ക്രോമോജെനിസിസ്,ଚେରମୋଲେନ୍ସେସ୍
ക്രോമോപ്രോട്ടൻ,କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |
ക്രോമസോം,କ୍ରୋମୋଜୋମ୍
വിട്ടുമാറാത്ത,କ୍ରନିକ୍
സിട്രഞ്ച്,କୃଷି
പചാരു,କ୍ଲାନ୍ତ
വര്ഗീകരണം,ବର୍ଗୀକରଣ
കളിമണ്ണ്,ମାଟି
ശുചിയാക്കല്,ସଫା କରିବା
Clistogay,କ୍ଲିସିଷ୍ଟଗାମି |
ക്ലൈമാക്രിക് ഫ്രൂട്ട്,ଜଳମୟ ଫଳ |
കാലാവസ്ഥ,ଜଳବାୟୁ
കാലാവസ്ഥയുള്ള,କମ୍ପନୋଲୋଜି
ക്ലിപ്പര്,କ୍ଲିପର୍
വലം,କ୍ଲାନ୍ତ
ക്ലോൺ,କ୍ଲୋନ
മേഘം,ମେଘ
തോപ്പ്,Ump ୁଲା |
ക്ലസ്റ്റർ,କ୍ଲଷ୍ଟର
പരുക്കനായ,କଠିନ
കോട്ട് (വിത്ത്),କୋଟ୍ (ବିହନ)
കീടകോശം,ନଡିଆ
Coenzyme,ସହଯୋଗୀ
ഏകീകരണം,ଘନିଷ୍ଠ
കയർ,କୋର
കൊളോറൈസ,କୁଲେରରିଜା
കുപ്പായക്കഴുത്ത്,କଲର
കൊളോയിഡ് (മണ്ണ്),କୋଲଏଡ୍ (ମାଟି)
കൊളംറ്റെല്ല,କୋନିଲେଲା
കോളം,ସ୍ତମ୍ଭ
ആമേനസം,ପ୍ରଶଂସା
വാണിജ്യ ബാങ്ക്,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ
ചരക്ക്,ଦ୍ରବ୍ୟ
സമൂഹം,ସମ୍ପ୍ରଦାୟ
കോംപാക്ഷൻ (മണ്ണിന്റെ),ସଙ୍କୋଚନ (ମାଟିର)
അനുയോജ്യത,ସୁସଙ୍ଗତତା
അനുയോജ്യത,ସୁସଙ୍ଗତତା
നഷ്ടപരിഹാരം,କ୍ଷତିପୂରଣ
മത്സര ഇടപെടൽ,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
പൂരക വിള,ସମ୍ପୃକ୍ତ ଫସଲ
കോംപ്ലമായ,ଜଟିଳ
ഘടകം,ଉପାଦାନ
രചന,ରଚନା
കമ്പോസ്റ്റ്,କମ୍ପୋଷ୍ଟ
കൂട്ടുപലിശ,ଯ ound ଗିକ ଆଗ୍ରହ |
കണക്കുകൂട്ടൽ,ଗଣନା
കന്വൂട്ടര്,କମ୍ପ୍ୟୁଟର
ഏകാഗത,ଏକାଗ୍ରତା
കണ്ടന്റർ,କଣ୍ଡିସନର
മാര്ഗ്ഗം,ଆଚରଣ
കോൺഫിഗറേഷൻ,ବିନ୍ୟାସ
അനുരൂപത,ଅନୁକୂଳ
ആശയക്കുഴപ്പത്തില്,ଦ୍ୱନ୍ଦ୍ୱ
സംയോജനം,ମିଳିତତା
കണക്റ്റീവ്,ସଂଯୋଗ
സംരക്ഷണം,ସଂରକ୍ଷଣ
ഏകീകരണം,ସଂସ୍ଥାଗୁଡ଼ିକ
ഘടകങ്ങൾ,ନିରନ୍ତର
ഉപഭോക്താവ്,ଗ୍ରାହକ
ഉപഭോഗം,ବ୍ୟବହାର
മലിനമാക്കല്,ପ୍ରଦୂଷଣ
കോണ്ടൂർ നടീൽ,ବିଷୟବସ୍ତୁ ବୃକ୍ଷ
ബാഹരേഖ,ବିଷୟବସ୍ତୁ
കരാർ കൃഷി,ଚୁକ୍ତିନାମା ଚାଷ
നിയന്ത്രിത സംഭരണം,ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |
കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്,ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |
സഹകരണക്കാരൻ,ସହଯୋଗ
ചെവിസിസ്,ସହଯୋଗୀ
വലം,କରମ୍
കൊറോള്ള,କରୋଲଲା
Cuortex,କର୍ଟେକ୍ସ
ചെലവ്,ମୂଲ୍ୟ
കോട്ടിലെഡൺ (വിത്ത്),କୋଟିଲିଡନ୍ (ବିହନ)
ക്രെഡിറ്റ് സമൂഹം,କ୍ରେଡିଟ୍ ସମାଜ |
കീര്ത്തി,କ୍ରେଡିଟ୍
കടക്കാരന്,କ୍ରେସର୍ମର
ചിഹ്നം,କ୍ରେଷ୍ଟଷ୍ଟ
കാശി,ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |
പതിസന്ധി,ସଙ୍କଟ
