Tamil,Kannada
கிளாடோட்,ಕ್ಲಾಡೋಡ್
வகைப்பாடு,ವರ್ಗೀಕರಣ
களிமண்,ಮಣ್ಣಿನ
சுத்தம்,ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು
கிளீஸ்டோகாமி,ಕ್ಲಿಸ್ಟೊಗಮಿ
க்ளைமாக்டெரிக் பழம்,ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು
காலநிலை,ವಶ
காலநிலைவியல்,ಹವಾಮಾನಶಾಸ್ತ್ರ
கிளிப்பர்,ಹಸುರು
துணி,ಹೆಪ್ಪುಗಟ್ಟಿಸು
குளோன்,ತದ್ರೂಪಿ
மேகம்,ಮೋಡ
கொத்து,ಕಡು
கொத்து,ಚೂರು
கரடுமுரடான,ಒರಟಾದ
கோட்டை (விதை),ಕೋಟ್ (ಬೀಜ)
COCOON,ಕೋಕೂನ್
கோஎன்சைம்,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
ஒத்திசைவு,ಒಗ್ಗಟ್ಟು
Coir,ಗುಣ
கோல்ரோஹிசா,ಕೋಲೀರರಿ iz ಾ
காலர்,ಕತ್ತುಪಟ್ಟಿ
கூழ் (மண்),ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು)
கொலுமெல்லா,ಕೊಲ್ಯುಮೆಲ್ಲಾ
நெடுவரிசை,ಕಾಲಮ್
துவக்கவாதம்,ಆರಂಭದ ಆರಂಭ
வணிக வங்கி,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
பொருள்,ಸರಕು
சமூக,ಸಮುದಾಯ
சுருக்கம் (மண்ணின்),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
பொருந்தக்கூடிய தன்மை,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
பொருந்தக்கூடிய தன்மை,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
இழப்பீடு,ಪರಿಹಾರ
போட்டி தொடர்பு,ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ
நிரப்பு பயிர்,ಪೂರಕ ಬೆಳೆ
சிக்கலான,ಸಂಕೀರ್ಣ
கூறு,ಅಂಶ
கலவை,ಸಂಯೋಜನೆ
உரம்,ಕಾಂಪೋಸ್ಟ್
கூட்டு வட்டி,ಚಕ್ರಬಡ್ಡಿ
கணக்கீடு,ಗಣನೆ
கணினி,ಕಂಪ್ಯೂಟರ್
செறிவு,ಏಕಾಗ್ರತೆ
கண்டிஷனர்,ಷರತ್ತು
நடத்தை,ಹೋರಾಡುವಿಕೆ
உள்ளமைவு,ಸಂರಚನೆ
ஏற்ப,ಅನುರೂಪತೆ
குழப்பம்,ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ
இணைவு,ಸಂಯೋಗ
இணைப்பு,ಸಂಯೋಜಕ
பாதுகாப்பு,ಸಂರಕ್ಷಣಾ
ஒருங்கிணைப்பு,ಬಲವರ್ಧನೆ
தொகுதிகள்,ಸಂಕುಚಿತತೆಗಳು
நுகர்வோர்,ಗ್ರಾಹಕ
நுகர்வு,ಸೇವನೆ
மாசுபாடு,ಮಾಲಿನ್ಯ
விளிம்பு நடவு,ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ
விளிம்பு,ಬಾಹ್ಯರೇಖೆ
ஒப்பந்த விவசாயம்,ಒಪ್ಪಂದದ ಕೃಷಿ
கட்டுப்படுத்தப்பட்ட சேமிப்பு,ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ
கூட்டுறவு வங்கி,ಸಹಕಾರ ಬ್ಯಾಂಕ್
கூட்டுறவு,ಸಹಕಾರ
காப்பிஸ்,ತಗ್ಗಿಸು
கோர்ம்,ಗಂಡಿ
கொரோலா,ಹುಲ್ಲುಗಾವಲು
கோர்டெக்ஸ்,ಕಂದುಬಣ್ಣ
செலவு,ಬೆಲೆ
கோட்டிலிடன் (விதை),ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ)
கடன் சங்கம்,ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ
கடன்,ಮನ್ನಣೆ
கடன் வழங்குபவர்,ಸಾಲದಾತ
முகடு,ಕ್ರೆಸ್ಟ್
நொறுக்குதல்,ಸುಕ್ಕುಗಟ್ಟುವುದು
நெருக்கடி,ಬಿಕ್ಕಟ್ಟು
அளவுகோல்,ಮಾನದಂಡ
விமர்சன,ನಿರ್ಣಾಯಕ
பயிர் காப்பீடு,ಬೆಳೆ ವಿಮೆ
பயிர் கடன்,ಬೆಳೆ ಸಾಲ
பயிர்,ಬೆಳೆ
பயிர் பகுதி,ಬೆಳೆ ಪ್ರದೇಶ
குறுக்கு இணக்கமானது,ಶಿಲುಬೆಯಿಲ್ಲದ
