Tamil,Malayalam
அசெப்டிக்,അസെപ്ലെവ്
ஓரினச்சேர்க்கை பரப்புதல்,അസുഖകരമായ പ്രചരണം
மதிப்பீடு,അസേ
சொத்துக்கள்,ആസ്തി
ஒருங்கிணைப்பு,ഉറപ്പ്
தொடர்பு,ചങ്ങാത്തം
ஆஸ்ட்ரிஜென்ட்,രേണിംഗന്റ്
அசினாப்சிஸ்,അസിനാപ്സിസ്
அடாவிசம்,Atawavism
அணுசக்தி,ആലേറ്ററിജർ
அட்ராபி,അട്രോഫി
தன்னியக்க,ഓട്ടോഗാമി
ஆட்டோலிசிஸ்,ഓട്ടോലിസിസ്
ஆட்டோஆக்ஸிஜனேற்றம்,യന്തവഹനം
ஆட்டோபோலிப்ளோயிட்,ഓട്ടോപോളിപ്ലോയിഡ്
ஆக்சின்கள்,ഓക്സിൻസ്
Awn (முறுக்கு),Awn (ബ്രിട്ട്)
பாதம் கொட்டை,ബദാം കായ്
கற்றாழை,കറ്റാർ
அமராந்தஸ்,അമരന്തസ്
அம்மி,ആംമി
அஞ்சன் புல்,അഞ്ജൻ പുല്ല്
அந்தூரியம்,ആന്തറിയം
"அன்லா, இந்திய நெல்லிக்காய்","ആരോള, ഇന്ത്യൻ നെല്ലിക്ക"
ஆப்பிள்,ആപ്പിൾ
பாதாமி,ആപ്രിക്കോട്ട്
ஆர்பியன் மல்லிகை,Arbian ജാസ്മിൻ
அரேகா நட்டு,Arcaunt
அர்ஜுன்,അർജുൻ
Asfoetida,അസ്ഫോറ്റിഡ
சாம்பல் பூசணிக்காய்,ആഷ് പൊറോട്ട
அசோகா மரம்,അശോക ട്രീ
ஆஷ்த்மா களை (யூபோர்பியா),അഷെതർ കള (യൂഫോർബിയ)
அஸ்பாரகஸ்,ശതാവരിച്ചെടി
வெண்ணெய்,അവോക്കാഡോ
அல்பால்ஃபா (லூசர்ன்),പയറുവർഗ്ഗങ്ങൾ (ലൂസെർൻ)
எறும்புகள்,ഉറുമ്പുകൾ
அஃபிட்ஸ்,മുഞ്ഞ
இராணுவ புழு,സൈനിക വേം
விவசாய பொருளாதார நிபுணர்,കാർഷിക സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
வேளாண் நீட்டிப்பு,കാർഷിക വിപുലീകരണവാദി
விவசாய விஞ்ஞானி,കാർഷിക ശാസ്ത്രജ്ഞൻ
விவசாய பொறியாளர்,കാർഷിക എഞ്ചിനീയർ
வேளாண் நிபுணர்,അഗ്രോബയോളജിസ്റ്റിക്
வேளாண் விஞ்ஞானி,അഗ്രോണമിസ്റ്റ്
வேளாண் இயற்பியல்,Agrofysicst
விலங்கு வளர்ப்பாளர்,മൃഗങ്ങളുടെ ബ്രീഡർ
பேசிலஸ் வைரஸ்,ബാസിലസ് വൈറസ്
பேசிலஸ்,ബാസിലസ്
பாக்டீரியா,ബാക്ടീരിയ
பாக்டீரியோடாக்சின்,ബാക്ടറോമോക്സിൻ
கரும்பு சக்கை,ബാഗസ്
இருப்புநிலை,ബാലൻസ് ഷീറ്റ്
சீரான கருத்தரித்தல்,സമതുലിതമായ ബീജസങ്കലനം
பார் வரைபடம்,ബാർ ഡയഗ്രം
பட்டை,കുര
காற்றழுத்தமானி,ബാരോമീമീറ്റർ
தரிசு,തരിശായ
அடித்தளம்,അടിത്തറ
பேசின்,പരന്നപാതം
பாசிபெட்டல்,അടിസ്ഥാനപരമായ
பாஸ்கிஸ்டெர்னம்,ബസിസ്റ്റർനം
விரிகுடா பருவமழை,ബേ മൺസൂൺ
தாங்கும் ஆலை,വഹിക്കുന്ന പ്ലാന്റ്
படுக்கை,കിടക്ക
படுக்கை,അടിദേഡർ
படுக்கை,ശയ്യോപകരണങ്ങള്
பீட் மோலாஸ்கள்,ബീറ്റ്റൂട്ട് മോളസ്
பெல்லோஸ்,മണിനാദം
பெல்ட்,അരപ്പട്ട
நன்மை-செலவு பகுப்பாய்வு,ആനുകൂല്യ-വില വിശകലനം
சார்புடைய (மாதிரி),പക്ഷപാതപരമായ (സാമ്പിൾ)
இருபது ஆண்டு,ബിനാത്തില്
இரும,ബിനോമിയൽ
உயிரி கையேடு,ബയോജന്റ്
பயோக்ளைமேட்,ബയോക്രിമേറ്റ്
பயோஎனெர்ஜி,ബയോ എനെർജി
பயோனமிக்ஸ்,ബയോണോമിക്സ്
உயிரியக்கவியல்,BIOREACTOR
உயிர்க்கோளம்,ബയോസ്ഫിയർ
உயிரியல்,ഉപകാരന്
உயிரியல் வகை,ബയോട്ടിവൈപ്പ്
இருபால்,ബൈസെക്ഷ്വൽ
பிளான்சிங்,ബ്ലാഞ്ചിംഗ്
குண்டு வெடிப்பு,സ്ഫോടനം
கலவை,സങ്കലനം
ப்ளைட்,വരണ്ടതാണ
கொப்புளம்,പൊള്ളല്
நீல புரட்சி,നീല വിപ്ലവം
கீழே வெப்ப அறை,ചുവടെ ചൂട് ചേമ്പർ
கீழே வெப்ப நுட்பம்,ചുവടെയുള്ള താപ രീതി
பிரான்,തണ്ണീര്
கிளைகள்,ശാചിനമായ
கிளை,ലഘുലേഖ
இனம்,ഇനം
இனப்பெருக்க,പ്രജനനം
கரைந்து,തിളങ്ങുന്ന
அடைகாக்கும்,കുഞ്ഞുങ്ങള്
வளரும்,വളർന്നുകാരി
பட்ஜெட்,വരവ്ചെലവ് മതിപ്പ്
இடையக,ബഫർ
விளக்கை,ബൾബ്
பன்ட்,മുണ്ടു
துணை தயாரிப்பு,ഉപോൽപ്പന്നം
பாபுல் அகாசியா,ബാബുൾ അക്കേഷ്യ
குழந்தை சோளம்,കുഞ്ഞ് ധാന്യം
பேல்,ബാലിനെ
பெயில்,ബില്ലാൻ
பால்சம்,ബൽസം
மூங்கில்,മുള
வாழை,വാഴപ്പഴം
ஆலமரம்,ബനിയൻ ട്രീ
பார்லி,യവം
பார்ன்யார்ட் மில்லட்,ബാർയ്യാർഡ് മില്ലറ്റ്
துளசி,തുളക്ടി
பாஸ்டர்ட் சிடார்,ബാസ്റ്റാർഡ് ദേവദാരു
பாஸ்டர்ட் மைரோபாலன்,ബാസ്റ്റാർഡ് മൈറോബലൻ
ப au ஹினியா,ബവായീനിയ
பே பெர்ரி,ബേ ബെറി
பீன்,അമര
பீட்,മധുരക്കിഴങ്ങുചെടി
பெல்லடோனா,ബെല്ലഡോണ
பெர்,മുളകു
பெர்சீம்,പതുക്കമുള്ള
பெட்டல்,മുയേറ്റ
பிலிம்பி,ബിലിമ്പി
பாகற்காய்,പാവയ്ക്ക
கருப்பு கிராம்,കറുത്ത ഗ്രാം
கருப்பு நைட்ஷேட்,കറുത്ത നൈറ്റ്ഷെയ്ഡ്
Bougainvillea,ബ g ഗൻവില്ല
பாட்டில் தூரிகை,കുപ്പി ബ്രഷ്
சுரைக்காய்,ബോട്ടിൽ പൊറോട്ട
பெட்டி மரம்,ബോക്സ് മരം
ரொட்டி பழம்,ബ്രെഡ് ഫലം
பிரைடல் க்ரீப்பர்,വധുവിന്റെ ക്രീപ്പർ
பிரிஞ்சல்,വശ്ശീല
பிராட் பீன்,വിശാലമായ ബീൻ
ப்ரோக்கோலி,ബ്രോക്കോളി
பிரஸ்ஸலின் முளை,ബ്രസ്സൽസ് മുള
பக்வீட்,താനിന്നു
பியூட்டியா,ബദ്ധ
பாண்டிகூட்,ബാൻഡികാൂട്ട്
தாங்க,കരടി
வண்டு,വണ്ട്
கொப்புளம் வண்டு,ബ്ലിസ്റ്റർ വണ്ട്
நீல காளை,നീല കാള
போல் புழு,ബോൾ വേം
பட்டாம்பூச்சி,ചിതശലഭം
பாக்டீரியாலஜிஸ்ட்,ബാക്ടീരിയോളജിസ്റ്റ്
உயிர் வேதியியலாளர்,ബയോകെമിസ്റ്റ്
உயிரியலாளர்,ജീവശാസ്തജ്ഞന്
பயோடெக்னாலஜிஸ்ட்,ബയോടെക്നോളജിക്
தாவரவியலாளர்,സസ്യശാസ്ത്രജ്ഞൻ
சி ஈரப்பதம் சிறப்பியல்பு வளைவு,സി ഈർപ്പം സ്വഭാവ വക്ര
கேக்,കേയ്ക്ക്
கணக்கீட்டு,കണക്കാക്കാന്വേമികമായ
கணக்கீடு,കണക്കുകഷ്ടം
பாஸ்பேட் கணக்கீடு,ഫോസ്ഫേറ്റിന്റെ കാൽനികം
காலோசிட்டி,കൗണം
கால்சஸ்,ഞങ്ങളെ വിളിക്കൂ
கலிக்ஸ்,കാലിക്സ്
கலிக்ஸ்-எண்ட்,കാലിക്സ്-അവസാനം
காம்பியம்,കാമ്പി
புற்றுநோய்,കാൻകെറർ
கேனிங்,കാനിംഗ്
விதானம்,മേലാപ്പ്
மூலதனம்,തലസ്ഥാനം
கேப்ரிஃபிகேஷன்,പിസേരിഫിക്കേഷൻ
காப்ஸ்யூல்,കാപ്സ്യൂൾ
கார்பனேற்றப்பட்ட,കാർബണേറ്റഡ്
கார்பனாக்கல்,കാർബണലൈസേഷൻ
கார்பல்,പരല്പം
கார்பஸ்,കാർപസ്
வார்ப்பு,കാസ്റ്റിംഗ്
வினையூக்கம்,കാറ്റബോളിസം
வினையூக்கம்,കവചലിസ്
கம்பளிப்பூச்சி,ചിതശലഭപ്പുഴു
சி-டி.என்.ஏ நூலகம்,സി-ഡിഎൻഎ ലൈബ്രറി
உச்சவரம்பு,മച്ച്
செல்,കോശം
மத்திய தலைவர் அமைப்பு,കേന്ദ്ര നേതാവ് സംവിധാനം
மையமாக,ഒരിനംവീപ്പ്
மையவிலக்கு,സെൻറ്ഫ്യൂഗേഷൻ
மையவிலக்கு,കേന്ദ്രീകൃത
சென்ட்ரியோல்,സെൻട്രിയോൾ
சென்ட்ரோஜெனிக்,നൂന്കോജാനിക്
சென்ட்ரெஸ்ஜெனஸ்,നൂനിശ്ചയമുള്ള
செர்கஸ்,കടല്ചലട്
தானியங்கள்,ധാനം
சான்றிதழ்,സാക്ഷപ്പെടുത്തല്
சான்றளிக்கப்பட்ட விதை,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
சஃப்,ചാട്ട
சலாசா,ചാലസ
வேதியியல்,പരോപപാതം
சியாஸ்மா,ചിയാസ്മ
குளிர்ச்சியான நேரம்,ചില്ലിംഗ് സമയം
குளிர்ச்சியான காயம்,ചില്ലിംഗ് പരിക്ക്
சிமேரா,ചിമേര
குளோராந்தி,ക്ലോറോറാന്തി
குளோரோபில்,ക്ലോറോഫിൽ
குளோரோசிஸ்,ക്ലോറോസിസ്
குளோரோலஜி,ക്ലോറോളജി
குரோமாடிட்,ക്രോമാറ്റിഡ്
குரோமாடின்,ക്രോമാറ്റിൻ
குரோமடோகிராபி,ക്രോമാറ്റോഗ്രാഫി
குரோமாடோலிசிஸ்,ക്രോമാറ്റോളിസിസ്
குரோமோசென்ட்ரே,ക്രോമസെന്റ്റന്റ്
குரோமோஜெனெஸிஸ்,ക്രോമോജെനിസിസ്
குரோமோபுரோட்டீன்,ക്രോമോപ്രോട്ടൻ
குரோமோசோம்,ക്രോമസോം
நாள்பட்ட,വിട്ടുമാറാത്ത
சிட்ரேஞ்ச்,സിട്രഞ്ച്
கிளாடோட்,പചാരു
வகைப்பாடு,വര്ഗീകരണം
களிமண்,കളിമണ്ണ്
சுத்தம்,ശുചിയാക്കല്
கிளீஸ்டோகாமி,Clistogay
க்ளைமாக்டெரிக் பழம்,ക്ലൈമാക്രിക് ഫ്രൂട്ട്
காலநிலை,കാലാവസ്ഥ
காலநிலைவியல்,കാലാവസ്ഥയുള്ള
கிளிப்பர்,ക്ലിപ്പര്
துணி,വലം
குளோன்,ക്ലോൺ
மேகம்,മേഘം
கொத்து,തോപ്പ്
கொத்து,ക്ലസ്റ്റർ
கரடுமுரடான,പരുക്കനായ
கோட்டை (விதை),കോട്ട് (വിത്ത്)
COCOON,കീടകോശം
கோஎன்சைம்,Coenzyme
ஒத்திசைவு,ഏകീകരണം
Coir,കയർ
கோல்ரோஹிசா,കൊളോറൈസ
காலர்,കുപ്പായക്കഴുത്ത്
கூழ் (மண்),കൊളോയിഡ് (മണ്ണ്)
கொலுமெல்லா,കൊളംറ്റെല്ല
நெடுவரிசை,കോളം
துவக்கவாதம்,ആമേനസം
வணிக வங்கி,വാണിജ്യ ബാങ്ക്
பொருள்,ചരക്ക്
சமூக,സമൂഹം
சுருக்கம் (மண்ணின்),കോംപാക്ഷൻ (മണ്ണിന്റെ)
பொருந்தக்கூடிய தன்மை,അനുയോജ്യത
பொருந்தக்கூடிய தன்மை,അനുയോജ്യത
இழப்பீடு,നഷ്ടപരിഹാരം
போட்டி தொடர்பு,മത്സര ഇടപെടൽ
நிரப்பு பயிர்,പൂരക വിള
சிக்கலான,കോംപ്ലമായ
கூறு,ഘടകം
கலவை,രചന
உரம்,കമ്പോസ്റ്റ്
கூட்டு வட்டி,കൂട്ടുപലിശ
கணக்கீடு,കണക്കുകൂട്ടൽ
கணினி,കന്വൂട്ടര്
செறிவு,ഏകാഗത
கண்டிஷனர்,കണ്ടന്റർ
நடத்தை,മാര്ഗ്ഗം
உள்ளமைவு,കോൺഫിഗറേഷൻ
ஏற்ப,അനുരൂപത
குழப்பம்,ആശയക്കുഴപ്പത്തില്
இணைவு,സംയോജനം
இணைப்பு,കണക്റ്റീവ്
பாதுகாப்பு,സംരക്ഷണം
ஒருங்கிணைப்பு,ഏകീകരണം
தொகுதிகள்,ഘടകങ്ങൾ
நுகர்வோர்,ഉപഭോക്താവ്
நுகர்வு,ഉപഭോഗം
மாசுபாடு,മലിനമാക്കല്
விளிம்பு நடவு,കോണ്ടൂർ നടീൽ
விளிம்பு,ബാഹരേഖ
ஒப்பந்த விவசாயம்,കരാർ കൃഷി
கட்டுப்படுத்தப்பட்ட சேமிப்பு,നിയന്ത്രിത സംഭരണം
கூட்டுறவு வங்கி,കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്
கூட்டுறவு,സഹകരണക്കാരൻ
காப்பிஸ்,ചെവിസിസ്
கோர்ம்,വലം
கொரோலா,കൊറോള്ള
கோர்டெக்ஸ்,Cuortex
செலவு,ചെലവ്
கோட்டிலிடன் (விதை),കോട്ടിലെഡൺ (വിത്ത്)
கடன் சங்கம்,ക്രെഡിറ്റ് സമൂഹം
கடன்,കീര്ത്തി
கடன் வழங்குபவர்,കടക്കാരന്
முகடு,ചിഹ്നം
நொறுக்குதல்,കാശി
நெருக்கடி,പതിസന്ധി
அளவுகோல்,മാനദണ്ഡം
விமர்சன,വിമര്ശിക്കുന്ന
பயிர் காப்பீடு,വിള ഇൻഷുറൻസ്
பயிர் கடன்,വിള വായ്പ
பயிர்,വിള
பயிர் பகுதி,വിളവെടുപ്പ് പ്രദേശം
குறுக்கு இணக்கமானது,ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല
கிரீடம் (ஆலை),കിരീടം (പ്ലാന്റ്)
நொறுக்கு,അപ്പക്കഷണം
மேல் ஓடு,അപ്പത്തിന്റെമൊരിഞ്ഞപുറം
கிரிப்டோகாம்,ക്രിപ്റ്റോഗം
குல் (பழங்கள்),കല്ല് (പഴങ്ങൾ)
அடிம்,കുള
சாகுபடி,കൃഷിചെയ്യുക
சாகுபடி,കൃഷി
பயிரிடுபவர்,കൃഷിക്കാരൻ
கலாச்சாரம்,സംസ്കാരം
குணப்படுத்துதல்,രോഗശമനം
கர்லிங்,കേവിംഗ്
நாணய,പവാഹം
வெட்டு,ഉപയാകൃതിയായ
கட்டிங்,മുറിക്കൽ
நீர்க்கட்டி,തൊലി
சைட்டோக்ரோம்,സൈറ്റോക്രോം
சைட்டோகாமி,Cytogy
சைட்டோஜெனெஸிஸ்,Cretogenesis
சைட்டோஜெனெடிக்ஸ்,സൈറ്റോജെനിറ്റിക്സ്
சைட்டோகினேசிஸ்,സൈറ്റോകിനിസ്
சைட்டாலஜி,സൈറ്റിയോളജി
சைட்டோலிசிஸ்,സൈനോളിസിസ്
சைட்டோமியர்,സൈറ്റോമിയർ
சைட்டோபிளாசம்,സൈറ്റോപ്ലാസം
முட்டைக்கோஸ்,കാബേജ്
கற்றாழை,കള്ളിച്ചെടി
காலெண்டுலா,കലണ്ടുല
கேனரி புல் (ஃபாலரிஸ்),കാനറി പുല്ല് (ഫലാരിസ്)
கன்னா,കാന
கபாரிஸ்,കപ്പരിസ്
கேப்சிகம்,കാപ്സിക്കം
காரம்போலா,കാരാംബോള
கராபா,കാരാപ്പ
ஏலக்காய்,ഏലാമി
கார்னேஷன்,മാംസവര്ണ്ണം
கேரட்,കാരറ്റ്
முந்திரிப்பருப்பு,കശുവണ്ടി
காசியா,കാസിയ
ஆமணக்கு,നായക
காலிஃபிளவர்,കോളിഫ്ലവർ
செலரி,മുള്ളങ്കി
SAMPAC,ഖപായം
செனோபடியம்,ചെനോപോഡിയം
செர்ரி தக்காளி,ചെറി തക്കാളി
செர்ரி,ചെറി
"சுண்டல், கிராம்","ചിക്കൻ, ഗ്രാം"
மிளகாய்,മുള്ളികൾ
சீனா டர்பெண்டைன் மரம்,ചൈന ടർപ്പന്റൈൻ ട്രീ
சவ் சவ்,ച ow-ച ow
கிரிஸான்தமம்,ക്രിസന്തമം
"சூஃபா, பூமி பாதாம்","ചുഫ, എർത്ത് ബദാം"
சிகோரி,സിക്കോറി
இலவங்கப்பட்டை,കറുവ
சிட்ரான்,സിട്രൺ
சிட்ரோனெல்லா புல்,സിട്രോൻസെല്ല പുല്ല്
மல்லிகை ஏறும்,ജസ്മിൻ കയറുന്നു
கிராம்பு,ചൂള
கிளஸ்டர் பீன்,ക്ലസ്റ്റർ ബീൻ
கோகோ,കൊക്കോ
தேங்காய்,നാളികേരം
கொட்டைவடி நீர்,കോഫി
கோலியஸ்,കൊളാസ്
கொலோகாசியா,കൊളോസാസിയ
"கொலோசிந்த், கசப்பான ஆப்பிள்","കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ"
பொதுவான பர்ஸ்லேன்,സാധാരണ പർപ്പഴം
கொத்தமல்லி,മല്ലി
பருத்தி,പരുത്തി
கவ்பியா,കൗപിയ
கியூப்,ക്യൂബ്
வெள்ளரி,വെള്ളരിക്ക
கிகர்பிட்ஸ்,കുക്കർബിറ്റുകൾ
சீரகம்,കുമിൻ
கறி இலை,കറി ഇല
கஸ்டார்ட் ஆப்பிள்,കസ്റ്റാർഡ് ആപ്പിൾ
காப்ஸ்யூல் துளைப்பான்,കാപ്സ്യൂൾ ബോറർ
கம்பளிப்பூச்சி,കാറ്റർപില്ലർ
சிட்ரஸ் சைலா,സിട്രസ് സൈല
மட்டைப்பந்து,കിക്കറ്റ്
காகம்,കാക്ക
புழு வெட்டு,പുഴുവിനെ മുറിക്കുക
பால்,പാല്ശേഖരണകേന്ദം
பால்,ക്ഷീണം
அணை,അണക്കെട്ട്
நாள்-நடுநிலை,ഡേ-ന്യൂട്രൽ
பூக்கும் சில நாட்கள்,പൂവിടുമ്പോൾ ദിവസങ്ങൾ
முழு பூக்கும் சில நாட்கள்,നിറച്ച ദിവസങ്ങൾ
டிப்ளஸமிங்,വഴുതിവീഴുന്നു
Decalcification,നിര്ണ്ണായകീകരണം
Decant,പാനമായ
சிதைவு,അഴുകല്
இலையுதிர்,ഇലപന്തം
தசம,ദശാംശ
குறைபாடு,അപരാപ്തത
மண் (மண்),ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്)
அழிவு,വസതിരൂപം
நீக்குதல்,വികോപനം
காடழிப்பு,വനനശീകരണം
சிதைவு,അപചയം
சீரழிவு,അധalal അപലതം
பட்டம் நாட்கள்,ഡിഗ്രി ദിവസങ്ങൾ
பட்டம்,ഡിഗ്രി
விலகல்,വിജ്ഞാനം
