Bengali,Odiya
অ্যাক্সেস,acess
অ্যাক্সেস নিয়ন্ত্রণ বাইট,ଏସିସ୍ ନିୟନ୍ତ୍ରଣ ବାଇଟ୍ |
অ্যাক্সেস সূচক,acess index
অ্যাক্সেস কী,acess କି
অ্যাক্সেস ম্যাট্রিক্স,acess matrix
অ্যাক্সেস মোড,acess ମୋଡ୍ |
প্রবেশাধিকার,acess ଅଧିକାର
অ্যাক্সেস নিরাপত্তা,acess ସୁରକ୍ଷା |
অ্যাক্সেস সার্ভার,acess ସର୍ଭର |
অ্যাক্সেস সময়,ଆକସେସ୍ ସମୟ |
স্বীকৃতি,ସ୍ୱୀକୃତି
ধ্বনিবিদ্যা,ଆକାଶବାଣୀ
সংক্ষিপ্ত রূপ,ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ
কর্ম বার্তা,କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |
সক্রিয়করণ,ସକ୍ରିୟ
সক্রিয় সার্ভার পৃষ্ঠা (এএসপি),ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା (ASP)
সক্রিয় সংস্করণ,ସକ୍ରିୟ ସଂସ୍କରଣ |
অ্যাসাইক্লিক,acyclic
অ্যাসাইক্লিক গ্রাফ,acyclic ଗ୍ରାଫ୍ |
অ্যাডা ভাষা,ଅଦା ଭାଷା |
অ্যাডাপ্টার,ଆଡାପ୍ଟର
যোগ করুন,ଯୋଡନ୍ତୁ |
ফাইল যুক্ত কর,ଫାଇଲ୍ ଯୋଡନ୍ତୁ |
অপারেশন যোগ করুন,ଅପରେସନ୍ ଯୋଡନ୍ତୁ |
যোগকারী,ଆଡର୍
ঠিকানা,ଠିକଣା
ঠিকানা বাস,ଠିକଣା ବସ୍
ঠিকানা ফাইল,ଠିକଣା ଫାଇଲ୍ |
ঠিকানা বিন্যাস,ଠିକଣା ଫର୍ମାଟ୍
ঠিকানা জেনারেটর,ଠିକଣା ଜେନେରେଟର
ঠিকানা লাইন,ଠିକଣା ରେଖା
ঠিকানা ম্যাপিং,ଠିକଣା ମ୍ୟାପିଂ
ঠিকানা নির্দেশক,ଠିକଣା ସୂଚକ
ঠিকানা রেজিস্টার,ଠିକଣା ରେଜିଷ୍ଟର
ঠিকানা রেজোলিউশন,ଠିକଣା ରେଜୋଲୁସନ
ঠিকানা অনুবাদ,ଠିକଣା ଅନୁବାଦ
ঠিকানাযুক্ত স্মৃতি,ଠିକଣା ସ୍ମୃତି
সম্বোধন,ଠିକଣା
পর্যাপ্ততার মানদণ্ড,ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ
সংলগ্ন,ଯୋଗ
প্রশাসন,ପ୍ରଶାସନ
প্রশাসক,ପ୍ରଶାସକ
অ্যাডোবি অ্যাক্রোব্যাট,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
অ্যাডোবি ফটোশপ,ଆଡୋବ ଫଟୋଶପ୍ |
অ্যাডভান্স বিজনেস অ্যাপ্লিকেশন প্রোগ্রামিং (ABAP),ଆଡଭାନ୍ସ ବ୍ୟବସାୟ ଆବେଦନ ପ୍ରୋଗ୍ରାମିଂ (ABAP)
উন্নত তথ্য,ଉନ୍ନତ ତଥ୍ୟ
উন্নত তথ্য সিস্টেম,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
উন্নত প্রযুক্তি (AT),ଉନ୍ନତ ଜ୍ଞାନକ technology ଶଳ (AT)
প্রতিনিধি,ଏଜେଣ୍ଟ
সমষ্টি,ଏକୀକରଣ
বায়ুবাহিত কম্পিউটার সিস্টেম,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
aldus পেজ মেকার,aldus ପୃଷ୍ଠା ନିର୍ମାତା |
সতর্কতা বাক্স,ଆଲର୍ଟ ବାକ୍ସ
algol,ଆଲଗୋଲ୍
অ্যালগরিদম,ଆଲଗୋରିଦମ |
অ্যালগরিদম বিশ্লেষণ,ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |
অ্যালগরিদম দক্ষতা,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
উপনাম,ଛଦ୍ମନାମ
প্রান্তিককরণ,ଶ୍ରେଣୀବଦ୍ଧତା |
বরাদ্দ,ଆବଣ୍ଟନ
বর্ণানুক্রমিক,ବର୍ଣ୍ଣାନୁକ୍ରମିକ
আলফানিউমেরিক,ବର୍ଣ୍ଣମାଳା
আলফানিউমেরিক কী বোর্ড,ବର୍ଣ୍ଣମାଳା କି ବୋର୍ଡ |
আলফা-পরীক্ষা,ଆଲଫା-ପରୀକ୍ଷା
আলফা-সংস্করণ,ଆଲଫା-ସଂସ୍କରଣ |
alt কী,alt କି
আলতাভিস্তা,altavista
অস্পষ্টতা,ଅସ୍ପଷ୍ଟତା |
অস্পষ্ট ব্যাকরণ,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
আমেরিকান ন্যাশনাল স্ট্যান্ডার্ড ইনস্টিটিউট (ANSI),ଆମେରିକୀୟ ଜାତୀୟ ମାନକ ପ୍ରତିଷ୍ଠାନ (ANSI)
আমেরিকান স্ট্যান্ডার্ড কোড ফর ইনফরমেশন ইন্টারচেঞ্জ (ASCII),ସୂଚନା ଆଦାନ ପ୍ରଦାନ ପାଇଁ ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କୋଡ୍ (ASCII)
এনালগ,analog
এনালগ কম্পিউটার,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
এনালগ ডিভাইস,analog ଉପକରଣ
এনালগ মডেম,ଆନାଗଲ୍ ମୋଡେମ୍ |
এনালগ থেকে ডিজিটাল কনভার্টার (ADC),ଡିଜିଟାଲ୍ କନଭର୍ଟର (ADC)
এবং,ଏବଂ
এবং সার্কিট,ଏବଂ ସର୍କିଟ |
এবং গেট,ଏବଂ ଫାଟକ |
এবং অপারেশন নয় (বর্জন),ଏବଂ ଅପରେସନ୍ ନୁହେଁ (ବହିଷ୍କାର)
অ্যানিমেশন,ଆନିମେସନ୍
টীকা,ଟିପ୍ପଣୀ
ব্যতিক্রম,ଅନୋମାଲିୟା |
পূর্ববর্তী,ପ୍ରାଚୀନ
প্রত্যাশিত পেজিং,ଆଶାକର୍ମୀ ପେଜିଂ |
বিরোধী প্রতিসম,ଆଣ୍ଟି-ସିମେଟ୍ରିକ୍ |
অ্যান্টিভাইরাস প্রোগ্রাম,ଆଣ୍ଟିଭାଇରସ୍ ପ୍ରୋଗ୍ରାମ୍ |
অ্যাপলেট,ଆପଲେଟ୍
অ্যাপ্লিকেশন ডেভেলপার,ପ୍ରୟୋଗ ବିକାଶକାରୀ
অ্যাপ্লিকেশন প্রোগ্রামিং,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API),ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)
অ্যাপ্লিকেশন সফ্টওয়্যার,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
প্রয়োগমূলক ভাষা,ପ୍ରୟୋଗ ଭାଷା |
আনুমানিক তত্ত্ব,ଆନୁମାନିକ ତତ୍ତ୍। |
স্থাপত্য,ସ୍ଥାପତ୍ୟ
এলাকা স্থানান্তর,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର |
যুক্তি,ଯୁକ୍ତି
গাণিতিক এবং যুক্তিবিদ্যা ইউনিট,ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |
গাণিতিক চেক,ଗାଣିତିକ ଯାଞ୍ଚ |
গাণিতিক ধ্রুবক,ଗାଣିତିକ ସ୍ଥିର |
গাণিতিক তথ্য,ଗାଣିତିକ ତଥ୍ୟ
গাণিতিক নির্দেশনা,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
পাটিগণিত এবং যুক্তি ইউনিট (ALU),ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ (ALU)
আরপানেট,ARPANET
অ্যারে,ଆରେ
অ্যারে ক্যাশে,ଆରେ କ୍ୟାଚ୍
অ্যারে কম্পিউটার,ଆରେ କମ୍ପ୍ୟୁଟର |
অ্যারে উপাদান,ଆରେ ଉପାଦାନ |
অ্যারের নাম,ଆରେ ନାମ
অ্যারে প্রসেসর,ଆରେ ସଞ୍ଚାଳକ
তীর চিহ্ন,ତୀର କିଗୁଡ଼ିକ
উচ্চারণ,ଆର୍ଟିକିଲେସନ୍
উচ্চারণ বিন্দু,ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |
কৃত্রিম কম্প্যাকশন,କୃତ୍ରିମ ସଙ୍କୋଚନ |
কৃত্রিম নিয়ন্ত্রণ,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
কৃত্রিম বুদ্ধিমত্তা,କୃତ୍ରିମ ବୁଦ୍ଧି
আরোহী,ଆରୋହଣ
আরোহী সাজানোর,ଆରୋହଣ କ୍ରମ
ASCII বেটিকাল অর্ডার,ASCII ବେଟିକାଲ୍ କ୍ରମ |
ASCII নিয়ন্ত্রণ চরিত্র,ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |
ASCII ফাইল,ASCII ଫାଇଲ୍ |
ASCII ফন্ট,ASCII ଫଣ୍ଟ |
ASCII স্থানান্তর,ASCII ସ୍ଥାନାନ୍ତର |
আনুমানিক অনুপাত,ଆନୁମାନିକ ଅନୁପାତ
এএসপিআই,ASPI
ASR টাইমার,ASR ଟାଇମର୍ |
একত্রিত করা,ଏକତ୍ର ହୁଅ
সংযোজনকারী,ଏକତ୍ରକାରୀ
সমাবেশ,ସଭା
এসেম্বলি,ସଭା ଭାଷା |
দাবী,ଧାରଣା
নিয়োগ,ଆସାଇନମେଣ୍ଟ
সংঘ,ସଙ୍ଗଠନ
সহযোগী ঠিকানা,ସହଯୋଗୀ ଠିକଣା
সহযোগী স্মৃতি,ସହଯୋଗୀ ସ୍ମୃତି
asteric,ନକ୍ଷତ୍ର
অপ্রতিসম,ଅସୀମିତ |
অ্যাসিঙ্ক্রোনাস,ଅସନ୍ତୁଳିତ |
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
পরমাণু,ପରମାଣୁ
সংযুক্ত নথি,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
সংযুক্ত ফাইল,ସଂଲଗ୍ନ ଫାଇଲ୍ |
সংযুক্তি,ସଂଲଗ୍ନ
বৈশিষ্ট্য,ଗୁଣ
শ্রুতি,ଅଡିଓ
অডিট প্রোগ্রামিং,ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |
নিরীক্ষা পথ,ଅଡିଟ୍ ଟ୍ରେଲ୍ |
বৃদ্ধি,ବୃଦ୍ଧି
প্রমাণীকরণ প্রোটোকল,ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |
অথরিং সিস্টেম,ଲେଖକ ପ୍ରଣାଳୀ
অনুমোদন,ପ୍ରାଧିକରଣ
স্বয়ংক্রিয় বিমূর্ত,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
অটোবুটিং,ଅଟୋବୋଟିଂ
অটোক্যাড,ଅଟୋକ୍ୟାଡ୍ |
অটোলগ চালু,ଅଟୋଲୋଜି ଅନ୍
স্বয়ংক্রিয়,ଅଟୋମେଟା |
স্বয়ংক্রিয় তত্ত্ব,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
স্বয়ংক্রিয় কম্পিউটিং,ସ୍ୱୟଂଚାଳିତ ଗଣନା
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
স্বয়ংক্রিয় ত্রুটি সংশোধন,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
স্বয়ংক্রিয় ফাংশন,ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ
স্বয়ংক্রিয় সূচীকরণ,ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |
স্বয়ংক্রিয় লাইব্রেরি কল,ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |
স্বয়ংক্রিয় প্রোগ্রামিং,ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |
স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম,ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |
স্বয়ংক্রিয় রুটিন,ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର
স্বয়ংক্রিয় টেলার মেশিন (এটিএম),ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍)
অটোমেশন,ସ୍ୱୟଂଚାଳିତ
স্বয়ংক্রিয় চালু,ସ୍ଵତଃ ଚଳିତ
অটোসেভ,ଅଟୋସେଭ୍ |
সহায়ক,ସହାୟକକାରୀ
অক্জিলিয়ারী মেমরি,ସହାୟକ ସ୍ମୃତି
অক্জিলিয়ারী স্টোরেজ,ସହାୟକ ଷ୍ଟୋରେଜ୍
প্রাপ্তিসাধ্য তালিকা,ଉପଲବ୍ଧ ତାଲିକା |
উপলব্ধ সময়,ଉପଲବ୍ଧ ସମୟ |
গড়,ହାରାହାରି
awk (ভাষা),awk (ଭାଷା)
ব্যাকএন্ড,ବ୍ୟାକେଣ୍ଡ୍ |
ব্যাকএন্ড প্রসেসর,ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |
ব্যাকফেস অপসারণ,ବ୍ୟାକଫେସ୍ ଅପସାରଣ |
পটভূমি প্রক্রিয়াকরণ,ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |
ব্যাকিং স্টোর,ବ୍ୟାକିଂ ଷ୍ଟୋର |
ব্যাকপ্যাচিং,ବ୍ୟାକପ୍ୟାଚ୍
ব্যাকস্পেস,ବ୍ୟାକସ୍ପେସ୍ |
ব্যাকট্র্যাকিং,ବ୍ୟାକଟ୍ରାକ୍
ব্যাক আপ,ବ୍ୟାକ୍ ଅପ୍ |
ব্যাক আপ মেমরি,ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |
পিছনের ত্রুটি পুনরুদ্ধার,ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
ব্যালেন্স শীট,ତୂଳନା ପତ୍ର
ব্যান্ড,ବ୍ୟାଣ୍ଡ
ব্যান্ড প্রস্থ,ବ୍ୟାଣ୍ଡ ଓସାର |
ব্যাংকারের অ্যালগরিদম,ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |
বার কোড,ବାର୍ କୋଡ୍
বারকোড স্ক্যানার,ବାର୍ କୋଡ୍ ସ୍କାନର୍ |
বার গ্রাফ,ବାର୍ ଗ୍ରାଫ୍ |
ভিত্তি ঠিকানা,ମୂଳ ଠିକଣା
বেস ব্যান্ড,ବେସ୍ ବ୍ୟାଣ୍ଡ |
ভিত্তি নম্বর,ଆଧାର ସଂଖ୍ୟା
ভিত্তি টেবিল,ଆଧାର ଟେବୁଲ୍ |
বেসিক,ବେସିକ୍ |
মৌলিক নিয়ন্ত্রণ,ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |
মৌলিক ইনপুট,ମ basic ଳିକ ଇନପୁଟ୍ |
মৌলিক নির্দেশ,ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ
মৌলিক আউটপুট,ମ basic ଳିକ ଆଉଟପୁଟ୍
মৌলিক পদক্ষেপ,ମ basic ଳିକ ପଦକ୍ଷେପ |
ব্যাচ,ବ୍ୟାଚ୍
ব্যাচ ফাইল,ବ୍ୟାଚ୍ ଫାଇଲ୍ |
ব্যাচ অবস্থান,ବ୍ୟାଚ୍ ସ୍ଥିତି |
ধির গতির কাজ,ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |
ব্যাচ সিস্টেম,ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |
বউড,baud
বড হার,ବାଉଡ୍ ହାର
মরীচি,ବିମ୍
মাপকাঠি,ମାନଦଣ୍ଡ
দ্বিমুখী যোগাযোগ,ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |
দ্বিমুখী লিঙ্ক,ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |
বাইনারি কোড,ବାଇନାରୀ କୋଡ୍ |
বাইনারি সংখ্যা,ବାଇନାରୀ ଅଙ୍କ
বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS),ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS)
বাইনারি সংখ্যা,ବାଇନାରୀ ସଂଖ୍ୟା
বাইনারি অপারেটর,ବାଇନାରୀ ଅପରେଟର୍ |
বাইনারি সম্পর্ক,ବାଇନାରୀ ସମ୍ପର୍କ |
বাইনারি অনুসন্ধান,ବାଇନାରୀ ସନ୍ଧାନ |
বাইনারি সার্চ ট্রি (BST),ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST)
বাইনারি স্থানান্তর,ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |
বাইনারি গাছ,ବାଇନାରୀ ଗଛ |
বাইপোলার মেমরি,ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି
জন্ম মৃত্যু মডেল,ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |
জন্ম মৃত্যু প্রক্রিয়া,ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |
বিট,ବିଟ୍
বিট দোষ,ବିଟ୍ ଦୋଷ |
বিট মানচিত্র,ବିଟ୍ ମାନଚିତ୍ର
বিট ম্যাপ পিক্সেল (BMP),ବିଟ୍ ମାନଚିତ୍ର ପିକ୍ସେଲ୍ (BMP)
বিট ম্যাট্রিক্স,ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
বিট প্যাটার্ন,ବିଟ୍ ପ୍ୟାଟର୍ |
বিট অবস্থান,ବିଟ୍ ସ୍ଥିତି |
বিট হার,ବିଟ୍ ହାର
কালো বক্স পরীক্ষা,କଳା ବାକ୍ସ ପରୀକ୍ଷା
মিটমিট করে,ink ଲସି ଉଠୁଛି |
ব্লক,ବ୍ଲକ
ব্লক ক্যাশে,କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ |
ব্লক চেক,ଯାଞ୍ଚ ଯାଞ୍ଚ କରନ୍ତୁ |
ব্লক কপি,କପି କପି କରନ୍ତୁ |
ব্লক ডায়াগ্রাম,ବ୍ଲକ ଚିତ୍ର
ব্লকিং নেটওয়ার্ক,ନେଟୱର୍କକୁ ଅବରୋଧ କରୁଛି
বোর্ড,ବୋର୍ଡ
বই চিহ্ন,ପୁସ୍ତକ ଚିହ୍ନ
বুলিয়ান বীজগণিত,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
বুলিয়ান সম্পর্ক,ବୁଲିଅନ୍ ସମ୍ପର୍କ |
বুট পার্টিশন,ବୁଟ ବିଭାଜନ
বুট strapping,ବୁଟ ଷ୍ଟ୍ରାପିଂ
বুট-স্ট্র্যাপ লোডার,ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର
সেতু,ସେତୁ
ব্রডব্যান্ড নেটওয়ার্কিং,ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |
সম্প্রচার,ପ୍ରସାରଣ
রেডিও সম্প্রচার,ରେଡିଓ ପ୍ରସାରଣ |
ব্রাউজ,ବ୍ରାଉଜ୍ କରନ୍ତୁ |
ব্রাউজার,ବ୍ରାଉଜର୍
বি-বৃক্ষ,ବି-ଗଛ |
বুদ্বুদ মেমরি,ବବୁଲ୍ ମେମୋରୀ |
বুদ্বুদ সাজানোর,ବବୁଲ୍ ସର୍ଟ୍ |
বালতি,ବାଲଟି
বন্ধু সিস্টেম,ସାଥୀ ସିଷ୍ଟମ୍
বাজেট কার্যকর নিয়ন্ত্রণ,ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |
বাফার,ବଫର୍
বাগ,ତ୍ରୁଟି
বাস,ବସ୍
বাইট,ବାଇଟ୍ |
বাইট কোড,ବାଇଟ୍ କୋଡ୍ |
গ,ଗ
সি++,C ++
ক্যাশে,କ୍ୟାଚ୍
ক্যাশে বাফার,କ୍ୟାଚ୍ ବଫର୍ |
ক্যাশ মেমরি,କ୍ୟାଶେ ମେମୋରୀ
গণনা,ଗଣନା
ক্যালকুলেটর,କାଲକୁଲେଟର
ক্যালকুলেটর চিপ,କାଲକୁଲେଟର ଚିପ୍
কল,କଲ୍ କରନ୍ତୁ |
নামে ডাক,ନାମରେ କଲ୍ କରନ୍ତୁ |
রেফারেন্স দ্বারা কল করুন,ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
মূল্য দ্বারা কল,ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |
ভেরিয়েবল দ্বারা কল,ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
কল গেট,କଲ୍ ଗେଟ୍ |
বাতিল,ବାତିଲ୍ କରନ୍ତୁ |
বাতিল বোতাম,ବାତିଲ୍ ବଟନ୍
ক্যানোনিকাল,କାନୋନିକାଲ୍ |
ক্যানোনিকাল ফর্ম,କାନୋନିକାଲ୍ ଫର୍ମ |
ক্ষমতা,ସାମର୍ଥ୍ୟ |
ক্ষমতা তালিকা,ସାମର୍ଥ୍ୟ ତାଲିକା |
ক্ষমতা,କ୍ଷମତା
ক্যাপ লক কী,କ୍ୟାପ୍ ଲକ୍ କୀ |
কার্ড,କାର୍ଡ
কার্ড পাঠক,କାର୍ଡ ରିଡର୍ |
কার্ডিনালিটি,ହୃଦୟ
বাহক,ବାହକ
ক্যারিয়ার ব্যান্ড,ବାହକ ବ୍ୟାଣ୍ଡ |
ক্যারিয়ার লোড,ବାହକ ଭାର
ক্যারিয়ার সংকেত,ବାହକ ସଙ୍କେତ
ক্যারিয়ার তরঙ্গ,ବାହକ ତରଙ୍ଗ |
বহন,ବହନ କର
অঙ্ক বহন,ଅଙ୍କ ବହନ କର |
পতাকা বহন,ପତାକା ବହନ କର |
কার্তুজ ডিস্ক,କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |
ক্যাসকেড,କ୍ୟାସକେଡ୍ |
মামলা,କେସ୍
ক্যাথড রে টিউব (সিআরটি),କ୍ୟାଥୋଡ୍ ରେଡ୍ ଟ୍ୟୁବ୍ (CRT)
ক্যাথোড রে টিউব (CRT),କ୍ୟାଥୋଡ୍ ରେଶ୍ ଟ୍ୟୁବ୍ (CRT)
সিডি রম ডিস্ক ড্রাইভ,CD ROM ଡିସ୍କ ଡ୍ରାଇଭ |
কোষ,କକ୍ଷ
সেল অ্যানিমেশন,ସେଲ୍ ଆନିମେସନ୍ |
মোবাইল ফোন,ସେଲୁଲାର୍ ଫୋନ୍ |
কেন্দ্রীয় স্মৃতি,କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ଏକକ (CPU)
কেন্দ্রীভূত ব্যবস্থা,କେନ୍ଦ୍ରୀଭୂତ ପ୍ରଣାଳୀ |
প্রত্যয়িত টেপ,ସାର୍ଟିଫିକେଟ୍ ଟେପ୍ |
চেইন,ଶୃଙ୍ଖଳା
চেইন ডেটা,ଶୃଙ୍ଖଳା ତଥ୍ୟ
চেইন লিঙ্ক,ଶୃଙ୍ଖଳା ଲିଙ୍କ୍ |
চেইনিং,ଶିକୁଳି
চ্যানেল,ଚ୍ୟାନେଲ୍ |
চ্যানেল ব্যস্ত টোন,ଚ୍ୟାନେଲ ବ୍ୟସ୍ତ ସ୍ୱର |
চ্যানেল ক্ষমতা,ଚ୍ୟାନେଲ କ୍ଷମତା |
চ্যানেল কন্ট্রোলার,ଚ୍ୟାନେଲ ନିୟନ୍ତ୍ରକ
চ্যানেল ত্রুটি,ଚ୍ୟାନେଲ ତ୍ରୁଟି |
