Hindi,Odiya
1. वायव 2. आकाशी,1. ବାୟୁ 2. ଆକାଶୀ |
1. ऐरोमीटर 2. वायुमापी 3. वायुघनत्वमाप,1. ଏରୋମିଟର 2. ଏରୋମିଟର 3. ଏରୋମିଟର |
ऐरोसोल,ଏରୋସୋଲ୍ |
1. पुष्पदलविन्यास 2. ग्रीष्मनिष्क्रियता,1. ପୁଷ୍ପମାଲ୍ୟ 2. ଗ୍ରୀଷ୍ମ ଶୋଇବା |
रोग हेतु विज्ञान,ରୋଗ ବିଜ୍ଞାନ
वनरोपण,ବୃକ୍ଷରୋପଣ
1. विलोडन 2. प्रक्षोभन,1. ଉତ୍ତେଜନା 2. ଅଶାନ୍ତିରତା |
ऐगमार्क,ଆଗମାର୍କ |
1. भूमि संबंधी 2. कृषि संबंधी,1. ଜମି ସମ୍ବନ୍ଧୀୟ 2. କୃଷି
कृषि निदानालय,କୃଷି ଚିକିତ୍ସାଳୟ
1. कृषि श्रम 2. खेतिहर मजदूर,1. କୃଷି ଶ୍ରମ 2. କୃଷି ଶ୍ରମ |
कृषि विपणन,କୃଷି ମାର୍କେଟିଂ |
कृषि प्रद्योगिकी,କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
1. कृषि 2. खेतीबारी 3. कृषि विज्ञान,1. କୃଷି 2. ଚାଷ 3. କୃଷି ବିଜ୍ଞାନ |
कृषि वनवर्धन,କୃଷି ଜଙ୍ଗଲ
कृषि जैविक विविधता,କୃଷି ଜ odi ବ ବିବିଧତା |
कृषि जैविक दोष,କୃଷି ଜ organic ବିକ ତ୍ରୁଟି |
कृषि जैविकी,କୃଷି ଜୀବ ବିଜ୍ଞାନ |
कृषि जलवायुवीय विविधता,କୃଷି-ଜଳବାୟୁ ବିବିଧତା |
कृषिजलवायुवीय जोन निर्माण,agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |
कृषिवानिकी,କୃଷି ଜଙ୍ଗଲ
सस्य मृदा विज्ञान,କୃଷି
सस्य विज्ञान,ଆଗ୍ରୋନୋମିକ୍
कृषि पशुचारणिक,କୃଷି ପାଳକ
फसल प्रसंस्करण,ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |
घास विज्ञान,ଘାସ ବିଜ୍ଞାନ |
सस्य प्ररूप,ଫସଲ ପ୍ରକାର |
अधिपादप,ଏପିଫାଇଟ୍ |
ऐकिओची मृदा,aikiochi ମାଟି |
वर्णकहीनता,ରଙ୍ଗ ଅନ୍ଧତା |
एल्फिसॉल,ଆଲଫିସୋଲ୍ |
शैवाल,ଶାଗ
शैवाल रोग,ଆଲଗା ରୋଗ
क्षार जल,କ୍ଷାର ଜଳ |
क्षारीय,କ୍ଷାର
विकल्पी,ବିକଳ୍ପ
एलीलो रसायन,ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |
युग्मविकल्पी,ଆଲେଲେ
एलीलोपैथी,ଆଲେଲୋପାଥି
वीथी सस्यन,ଭେଟି ଫସଲ |
परनिषेक-फलता,ସମାପ୍ତି
परनिषेचन,ଫର୍ଟିଲାଇଜେସନ୍
1. सापेक्षमिति 2. ऐलोमैट्री,1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |
परबहुगुणित,ମଲ୍ଟିପ୍ଲୋଡି
1. परयुग्मन 2. अपायुग्लन,1. ପାରାଜାଇଗୋସିଟି |
1. एकातंर वर्ष फलन 2. एकांतरित फलन,1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |
वैकल्पिक भूमि उपयोग,ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |
परिवेश,ପରିବେଶ
सुधारक,ସଂସ୍କାରକ
असूत्रीविभाजन,ମାଇଟୋସିସ୍
ऐमीनन,ଆମେନାନ୍
अमोनियन,ଆମୋନିଅନ୍ |
अमोनीकारक,amniferous
1.अप्रभावी रूप  2.अरूपी,1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |
उभय मिश्रण,ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |
उभयधर्मी,ଆମ୍ଫୋଟେରିକ୍ |
उपचय,ଷ୍ଟକପିଲିଂ |
1. अवायुजीव 2. अनाक्सी जीव,1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |
असुगुणित,ହାପ୍ଲଏଡ୍ |
कोणीय रोपण,କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |
पशुपालन,ପଶୁପାଳନ
पशु उच्छिष्ट,ପଶୁ ନିର୍ଗମନ
सजीव ऊर्जा,ଜୀବନ୍ତ ଶକ୍ତି
असमगुणित,ଅସନ୍ତୁଷ୍ଟ |
एकवर्षीय पादप,ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |
वार्षिक,ବାର୍ଷିକ
1. परागोद्भव 2. प्रफुल्लन,1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ
ऐन्थ्रेक्स,ଆନ୍ଥ୍ରାକ୍ସ
मानवजनिक कारक,ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |
प्रतिजीविता,ବଞ୍ଚିବା
1.प्रतिजैविक2.  ऐन्टीबायोटिक,1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |
प्रतिकारक,ଘୃଣ୍ୟ
प्रतिऑक्सीकारक,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
प्रतिआविष,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
वलयिका,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
1. ऐफिड 2. माहू 3. चेपा,1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |
शीर्ष कलिका,ଉପର ଗୁଣ୍ଡ |
शिखाग्र प्रभाविता,ଶିଖର ପ୍ରଭାବ
मधुमक्खी पालन,ମହୁମାଛି ପାଳନ
असंगजनन,ସମଲିଙ୍ଗୀତା
एपोप्टोसिस,ଆପୋପ୍ଟୋସିସ୍ |
उपांग,ଅନୁକ୍ରମଣିକା
क्षुधावर्धक,ଭୋକ
अनुप्रयुक्त,ପ୍ରୟୋଗ ହୋଇଛି |
जलीय खरपतवार,ଜଳୀୟ ତୃଣ
1. वृक्षीय 2. वृक्षवासी,1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |
शाखायन,ଶାଖା
आद्य वानस्पतिक अभिलेख,ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
क्षेत्रांकड़,ଜୋନ୍ ସଂଖ୍ୟା
1. क्षेत्र 2. क्षेत्रफल,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
शुष्क पारितंत्र,ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |
बीजचोल,କୋଟିଲଡନ୍ |
सौरभ,ସ aur ରଭ |
सुगंधी पादप,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
सुगंधित चावल,ସୁଗନ୍ଧିତ ଚାଉଳ |
इक्षु पुष्पन,ଇକଶୁ ପୁଷ୍ପନ୍ |
अपूति,ଆସେପ୍ଟିକ୍ |
1.अपूतित 2. अजर्म,1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |
अलैंगिक प्रवर्धन,ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |
आमाप,ଆକାର
परिसंपत्ति,ସମ୍ପତ୍ତି
1. स्वांगीकरण 2. आत्मसात्करण,1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |
1. साहचर्य 2. संघ,1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ
1. स्तंभक 2. कषाय,1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ
असूत्रयुग्मन,ହେଟେରୋଜାଇଗୋସିଟି |
1. पूर्वजता 2. ऐटाविज्म,1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |
कणित्र,କଣିକା
1.अपुष्टि 2. क्षीणता,1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |
स्वयुग्मन,ଆତ୍ମ ଯୋଡି |
स्वलयन,ଅଟୋଲାଇସିସ୍
1. स्वतः उपचयन 2. स्वतः ऑक्सीभवन,1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |
स्वबहुगुणित,ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |
ऑक्सिन,ଆକ୍ସିନ୍
1. शूक 2. तूड़,1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |
दंड विषाणु,ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |
1. दंडाणु 2. बैसिलस,1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |
1. जीवाणु 2. बैक्टीरिया,1. ଜୀବାଣୁ 2. ଜୀବାଣୁ
जीवाणु आविष,ଜୀବାଣୁ ବିଷାକ୍ତ
खोई,ବାଗାସେ |
तुलन-पत्र,ତୂଳନା ପତ୍ର
संतुलित उर्वरक उपयोग,ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |
दंड आरेख,ବାର୍ ଗ୍ରାଫ୍ |
छाल,ଭୁକିବା |
1. वायुदाबमापी 2. बैरोमीटर,1. ବାରୋମିଟର 2. ବାରୋମିଟର |
1. बजर 2. अकृष्य 3. बांझ,1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |
1. आधार 2. बेस 3. कपांग,1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |
1.थाला 2. द्रोणी,1. ତାଲା 2. ବେସିନ |
तलाभिसारी,ତଲାବିସାରି |
1. बेसिस्टर्नम 2. मूलाधारक,1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |
खाड़ी मानसून,ଗଲ୍ଫ ମ so ସୁମୀ |
फलदायी पौधा,ଫଳ ଉଦ୍ଭିଦ |
क्यारी,ଶଯ୍ୟା
क्यारी - पौधा,ଶଯ୍ୟା ଉଦ୍ଭିଦ |
क्यारी बनाना,ଶଯ୍ୟା
चुकंदर शीरा,ବିଲା ଗୁଣ୍ଡ |
धौंकनी,ଘଣ୍ଟି
1. पट्टी 2. इलाका,1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି
लाभ-लागत विश्लेषण,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
अभिनत (प्रतिचयन),ଆଶାକର୍ମୀ (ନମୁନା)
द्विवर्षीय पादप,ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |
द्विपद,ଦ୍ୱିପାକ୍ଷିକ |
जैवकारक,ବାୟୋଫାକ୍ଟର |
जीव जलवायु,ଜ bi ବିକ ଜଳବାୟୁ |
जैव ऊर्जा,ଜ o ବ ଶକ୍ତି |
जीव पारिस्थितिकी,ଜୀବଜନ୍ତୁ ପରିବେଶ |
1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर,1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |
जीव-मंडल,ଜ bi ବ ଜୀବ |
जीवीय,ବାୟୋଟିକ୍ |
जीव प्ररूप,ପ୍ରାଣୀ
दविलिंगी,ଡିଭିଲିଙ୍ଗୀ |
धवलन,ଧାୱାଲାନ୍ |
1.  प्रध्वसं (रोग) 2.  झोंका रोग,1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |
संमिश्रण,ମିଶ୍ରଣ
1. अंगमारी (रोग) 2.  ब्लाइट (रोग),1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ)
1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर,1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |
नीली क्रांति,ନୀଳ ବିପ୍ଳବ |
तलीय ताप चैंबर,ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |
तलीय ताप तकनीक,ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
चोकर,କଞ୍ଚା |
शाखन,ଶାଖା
1. टहनी 2. उपशाखा,1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |
नस्ल,ପ୍ରଜାତି
प्रजनन,ପ୍ରଜନନ
शीघ्र अंकुरण उपचार,ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |
1. शाव 2. अंड 3. भ्रूण,1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |
कलिकायन,ଅଙ୍କୁରିତ |
बजट,ବଜେଟ୍
1.उभयप्रतिरोधी 2. बफर,1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |
शल्ककंद,ମିଠା ଆଳୁ
बंट (रोग),ବଣ୍ଟ (ରୋଗ)
1. उपजात 2. उपोत्पाद,1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |
c नमी विशिष्टता वक्र,c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର
खली,ତେଲ କେକ୍ |
1. चूनेदार 2.कैल्सियमी,1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |
कैल्सीयन,କାଲସିଅନ୍ |
फॉस्फेट का निस्तापन,ଫସଫେଟ୍ ଅପସାରଣ |
1. किणता 2. कैलसता,1. କିନାଟା 2. କାଲାଟା |
1.कैलस 2. किण,1. କଲସ୍ 2. କିରଣ
1. बाह्यदल पुंज 2.कैलिक्स,1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |
वाह्यदल अंत,ବାହ୍ୟ ଶେଷ
एधा,ଏଡା
कैंकर (जीवाणु रोग),କର୍କଟ (ଜୀବାଣୁ)
डिब्बाबंदी,କ୍ୟାନିଂ |
वितान,ଆକାଶ
पूंजी,ଅର୍ଥ
परागण (अंजीर का),ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି)
1. संपुट 2. संपुटिका 3. कैप्सूल,1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |
कार्बोनीकृत,ଅଙ୍ଗାରକାମ୍ଳ |
कार्बनन,ଅଙ୍ଗାରକାମ୍ଳ |
अंडप,କାରାପେସ୍ |
मणिबंध,ବ୍ରେସଲେଟ୍
1. ढलाई (लोहे की) 2. क्षिप्ति (कीट),1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ)
अपचय,କାଟାବୋଲିଜିମ୍ |
उत्प्रेरण,ପ୍ରେରଣା
1. इल्ली 2. सूंडी,1. କୀଟପିଲା 2. କୀଟପିଲା |
सी ड़ी. एन. ए. संग्रह,c d। N. a। ସଂଗ୍ରହ
सीमा,ପରିସର
1. कोशिका 2. कोष्ठिका,1. କକ୍ଷ 2. କକ୍ଷ
केंद्रीय अग्रग प्रणाली,କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |
1. सबिंदु 2. सकेंद्र,1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |
अपकेंद्रण,ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
अपकेंद्रक,ସେଣ୍ଟ୍ରିଫୁଗ୍
तारककेंद्र,ତାରା କେନ୍ଦ୍ର |
केंद्रजनिक,epigenetic
केंद्रजा,କେନ୍ଦୁ ra ର
लूम,ଲୁମ୍
1. धान्य 2. सीरियल,1. ଶସ୍ୟ 2. କ୍ରମିକ |
1. प्रमाणीकरण 2. प्रमाणन,1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର
प्रमाणित बीज,ପ୍ରମାଣିତ ବିହନ |
1. भूसा 2. कुट्टी 3. शल्क सहपत्र,1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |
1. निभाग 2. कैलाजा,1. ନିବାଗ 2. କ ail ଲାଜା |
रसानुवर्तन,ଚିମୋଗ୍ରାଫି
1. किआज्मा 2. व्यत्यस्त,1. କିଆଜମା 2. ବ୍ୟସ୍ତ
अतिशीतन घंटे,ସୁପରକୋଲିଂ ଘଣ୍ଟା |
शीतज क्षति,ବରଫର କ୍ଷତି |
1.  विचित्रोतकी 2. काइमेरा,1. ଭିଚିରୋଟାକି 2. ଚିମେରା |
हरित दली,ସବୁଜ ପୋଖରୀ |
1. पर्णहरित 2. हरितक,1. ପତ୍ର 2. ସବୁଜ
हरिमाहीनता,ସିଆନୋସିସ୍ |
जीव वितरण विज्ञान,ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |
1. क्रोमैटिड 2. अर्धगुणसूत्र,1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |
क्रोमैटिन,କ୍ରୋମାଟିନ୍
वर्णलेखन,କ୍ରୋମାଟୋଗ୍ରାଫି |
क्रोमोटिनलयन,କ୍ରୋମାଟିନେସନ୍
परिसूत्र बिंदु,atrial point
वर्णजनन,କ୍ରୋମାଟୋଜେନେସିସ୍
1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन,1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |
1. गुणसूत्र 2. क्रोमोसोम,1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |
1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना,1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |
सिट्रेंज,citrange
पर्णाभपर्व,ପତିତପାବନ ପର୍ବ |
वर्गीकरण,ବର୍ଗୀକରଣ
1.मृत्तिका 2. चिकनी मिट्टी,1. ମାଟି 2. ମାଟି
1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन,1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |
अनुन्मील्य परागण,ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |
क्रतिक श्वसनी फल,କ୍ରୁଶବିହୀନ ଫଳ |
जलवायु,ଜଳବାୟୁ
जलवायु विज्ञान,ଜଳବାୟୁ
कतरनी,କେଶ
ढेला (मिट्टी का),ଗୁଣ୍ଡ (ମାଟି)
क्लोन,କ୍ଲୋନ୍ |
1.मेघ 2. बादल,1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |
पुंज (क्लंप,ump ୁଲା |
गुच्छ,ଗୁଣ୍ଡ |
1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत,1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |
1. आवरण 2.  चर्मावरण,1. କଭର 2. ଚମଡା
कोया,କୋୟା
1. कोएन्जाइम 2. सह-एन्जाइम,1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |
संसंजन,ମିଳନ
1. रेशा (जूट पटसन) 2. नारियल जटा,1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |
मूलांकुर चोल,ମୁଲାନକୁର ଚୋଲା |
,
कोलॉइड (मृदा),କୋଲଏଡ୍ (ମାଟି)
1.स्तंभिका 2. कॉलुमेला,1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା
1.दंड 2. स्तंभ 3. कॉलम,1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ
सहभोजिता,ଯୋଗାଯୋଗ
वाणिज्यिक बैंक,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |
1. जिंस 2. पण्य वस्तु,1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ
समुदाय,ସମ୍ପ୍ରଦାୟ
संहनन (मृदा का),ସଙ୍କୋଚନ (ମାଟିର)
1. सुसंगति 2. संगतता,1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |
सुसंगतता,ସୁସଙ୍ଗତତା
1. क्षतिपूर्ति 2. मुआवजा,1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ
स्पर्धी अन्योन्यक्रिया,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
पूरक सस्य,ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |
1.सम्मिश्र 2. जटिल,1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ
घटक,ବିଧାନସଭା
संघटन,ରଚନା
कंपोस्ट,କମ୍ପୋଷ୍ଟ
चक्रवृद्धि ब्याज,ଯ ound ଗିକ ଆଗ୍ରହ |
अभिकलन,ଗଣନା
1.अभिकलित्र 2.कंप्यूटर,1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର
1. सांद्रण 2. संकेद्रण,1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା
1. अनुकूलक 2. पुनरुद्धारक,1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ
चालकता,କଣ୍ଡକ୍ଟିଭିଟି
1. विन्यास 2. संरूपण,1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ
1. अनुरूपता 2. समविन्यास 3. संरूपता,1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |
1.समाकुलन 2. संकरण,1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |
संयुग्मन,ସଂଯୋଗ
1. योजी 2. संयोजी,1. ଯୋଗୀ 2. ସଂଯୋଜକ |
सरंक्षण,ସୁରକ୍ଷା
चकबंदी,ଏକୀକରଣ
1.संघटक 2. अवयव,1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |
उपभोक्ता,ଗ୍ରାହକ
उपभोग,ବ୍ୟବହାର
संदूषण,ପ୍ରଦୂଷଣ
समोच्च रोपण,କଣ୍ଟୁର ରୋପଣ |
समोच्च रेखा,ବିଷୟବସ୍ତୁ ରେଖା |
1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती,1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |
नियंत्रित वातावरणीय भंडारण,ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |
सहकारी बैंक,ସମବାୟ ବ୍ୟାଙ୍କ
सहकारी संस्था सदस्य,ସମବାୟ ସମାଜର ସଦସ୍ୟ |
गुल्मवन,ଗୁଲମାଭାନ୍ |
घनकंद,କ୍ୟୁବ୍
1.दलपुंज 2. कोरोला,1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |
1. वल्कुट 2. कोर्टेक्स,1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ
लागत,ମୂଲ୍ୟ
बीजपत्र,କୋଟିଲଡନ୍ |
ऋण समिति,କ୍ରେଡିଟ୍ କମିଟି
1.उधार 2. साख,1. ending ଣ 2. କ୍ରେଡିଟ୍
