Tamil,Malayalam
அசாதாரண துருவமுனைப்பு,അസാധാരണ ധ്രുവീകരണം
அசாதாரண பரிமாற்றம்,അസാധാരണമായ സംക്രമണം
அமானுஷ்ய பிரதிபலிப்பு,അസാധാരണമായ പ്രതിഫലനം
அசாதாரண ஒளிவிலகல்*,അസാധാരണ അപവർത്തനം*
அமானுஷ்ய எதிர்ப்பு,അസാധാരണമായ പ്രതിരോധം
ab-om,ab-om
"முன்னுரிமை, தோல்வி","മുൻതൂക്കം, പരാജയം"
"இணைக்கப்பட்ட, வழக்கமாக, நின்று, துண்டிக்கப்பட்ட, துண்டு துண்டாக","ഘടിപ്പിച്ച, സാധാരണയായി, നിൽക്കുന്ന, വിച്ഛേദിക്കപ്പെട്ട, വിഘടിച്ച"
அடிக்கடி குதிக்கிறது,പലപ്പോഴും ചാടുന്നു
கை*,കൈ*
பிரதிபலிப்பு இழந்தது,പ്രതിഫലനം നഷ്ടപ്പെട്ടു
ஸ்பெக்ட்ரம் காணவில்லை,സ്പെക്ട്രം കാണുന്നില്ല
"முழுமையான, முழுமையான, நிலையான, சரியான","കേവല, കേവല, സ്ഥിരം, തികഞ്ഞ"
முழுமையான முடுக்கம்,സമ്പൂർണ്ണ ത്വരണം
முழுமையான உண்மை,കേവല യാഥാർത്ഥ്യം
முழுமையான முகவரி,സമ്പൂർണ്ണ വിലാസം
புவிசார்ந்த உயரமானி,ജിയോ റിലേറ്റീവ് ആൾട്ടിമീറ്റർ
புவியியல் உயரம்,ഭൂമിശാസ്ത്രപരമായ ഉയരം
முழுமையான ஆம்பியர்,കേവല ആമ്പിയർ
முழுமையான கொதிநிலை,സമ്പൂർണ്ണ തിളനില
முழுமையான ஒளிர்வு,കേവല പ്രകാശം
முழுமையான கொள்ளளவு,കേവല കപ്പാസിറ്റൻസ്
முழுமையான உயரம்,കേവല ഉയരം
முழுமையான நிறமி,കേവല പിഗ്മെന്റ്
"முழுமையான கட்டமைப்பு, தெளிவற்ற கட்டமைப்பு","സമ്പൂർണ്ണ കോൺഫിഗറേഷൻ, അവ്യക്തമായ കോൺഫിഗറേഷൻ"
முழுமையான கூலம்,കേവല കൂലം
முழு இருள்,പൂർണ്ണമായ ഇരുട്ട്
முழுமையான திட்டமிடல்,സമ്പൂർണ്ണ ഷെഡ്യൂളിംഗ്
முழுமையான அடர்த்தி*,കേവല സാന്ദ്രത*
முழுமையான வடிகால்,സമ്പൂർണ്ണ ഡ്രെയിനേജ്
முழுமையான EMU (மின்காந்த அலகு),സമ്പൂർണ്ണ ഇഎംയു (വൈദ്യുതകാന്തിക യൂണിറ്റ്)
முழுமையான ESU (நிலையான அலகு),സമ്പൂർണ്ണ ESU (സ്റ്റാറ്റിക് യൂണിറ്റ്)
முழுமையான செயல்திறன்,സമ്പൂർണ്ണ കാര്യക്ഷമത
முழுமையான எலக்ட்ரோமீட்டர்,കേവല ഇലക്ട്രോമീറ്റർ
முழுமையான அதிர்வெண் முழுமையான அதிர்வெண்,കേവല ആവൃത്തി കേവല ആവൃത്തി
முழுமையான ஈரப்பதம்,കേവല ഈർപ്പം
முழுமையான நிகழ்வு,കേവല സംഭവങ്ങൾ
முழுமையான ஒளிவிலகல் குறியீடு,കേവല അപവർത്തന സൂചിക
முழுமையான உறுதியற்ற தன்மை,സമ്പൂർണ്ണ അസ്ഥിരത
முழுமையான உறுதியற்ற தன்மை,സമ്പൂർണ്ണ അസ്ഥിരത
"முழுமையான தீவிரம், முழுமையான தீவிரம்","കേവല തീവ്രത, കേവല തീവ്രത"
ஆஸ்தீனியாவின் முழுமையான வரம்பு,അസ്തീനിയയുടെ സമ്പൂർണ്ണ പരിധി
முழுமையான வெளிச்சம் சன்னல்,കേവല പ്രകാശം സിൽ
முழுமையான ஒளி வளைவு,കേവല പ്രകാശ വക്രം
முழுமையான அளவு,കേവലമായ അളവ്
முழுமையான காற்றழுத்தமானி,കേവല ബാരോമീറ്റർ
உச்ச உச்ச,പരമോന്നത പരമോന്നത
முழுமையான தீவிர,സമ്പൂർണ്ണ പരിധി
முற்றிலும் குறைந்த,ഏറ്റവും താഴ്ന്നത്
முழுமையான வேகம்,കേവല ആക്കം
முழுமையான வேகம்,കേവല വേഗത
முழுமையான இசை,കേവല സംഗീതം
முழுமையான கவனிப்பு,സമ്പൂർണ നിരീക്ഷണം
முழுமையான ஓம்,കേവല ഓം
முழுமையான நோக்குநிலை,കേവല ഓറിയന്റേഷൻ
முழுமையான எலக்ட்ரோநெக்டிவிட்டி,കേവല ഇലക്ട്രോനെഗറ്റിവിറ്റി
முழுமையான ஈர்ப்பு,കേവല ഗുരുത്വാകർഷണം
முழுமையான அழுத்தம்,കേവല മർദ്ദം
முழுமையான சொத்து,സമ്പൂർണ്ണ സ്വത്ത്
முழுமையான அளவிடல்,കേവല സ്കെയിലർ
வெப்பநிலையின் இறுதி அளவு*,താപനിലയുടെ കേവല സ്കെയിൽ*
"absolute synchrony, absolute synchrony","കേവല സമന്വയം, സമ്പൂർണ്ണ സമന്വയം"
முழுமையான மன அழுத்தம்,സമ്പൂർണ്ണ സമ്മർദ്ദം
முழுமையான சமச்சீர்,കേവല സമമിതി
முழுமையான இயக்க உடல்,കേവല ചലന ശരീരം
முழுமையான அலகு அமைப்பு,കേവല യൂണിറ്റ് സിസ്റ്റം
முழுமையான வெப்பநிலை,കേവല താപനില
முழுமையான நேரம்,കേവല സമയം
முழுமையான அலகுகள்,കേവല യൂണിറ്റുകൾ
துல்லியமான மதிப்பு,യഥാർത്ഥ മൂല്യം
முழு எண் கால்குலேட்டர்,പൂർണ്ണസംഖ്യ കാൽക്കുലേറ്റർ
முழுமையான வேகம்,കേവല വേഗത
முழுமையான பாகுத்தன்மை,കേവല വിസ്കോസിറ്റി
முழுமையான எடை,കേവല ഭാരം
முழுமையான பூஜ்ஜியம்*,കേവല പൂജ്യം*
பூஜ்ஜியத்தின் முழுமையான வகுப்பான்,പൂജ്യത്തിന്റെ കേവല വിഭജനം
உறிஞ்சி,ആഗിരണം ചെയ്യുക
உறிஞ்சுதல் குறியீடு*,ആഗിരണ സൂചിക*
உறிஞ்சப்பட்ட ஆற்றல்,ആഗിരണം ചെയ്ത ഊർജ്ജം
"உறிஞ்சும், உறிஞ்சும்","ആഗിരണം, ആഗിരണം"
உறிஞ்சும் ஊடகம்*,ആഗിരണം ചെയ്യാവുന്ന മാധ്യമം*
உறிஞ்சும் திறன்,ആഗിരണം ശേഷി
உறிஞ்சுதல்,ആഗിരണം
உறிஞ்சும் அளவி*,അബ്സോർപ്റ്റിയോമീറ്റർ*
உறிஞ்சும் அளவீடு*,അബ്സോർപ്റ്റിയോമെട്രി*
உறிஞ்சுதல்,ആഗിരണം
உறிஞ்சுதல் - இசைக்குழு*,ആഗിരണം - ബാൻഡ്*
உறிஞ்சுதல் சுற்று,ആഗിരണം സർക്യൂട്ട്
உறிஞ்சுதல் குணகம்,ആഗിരണം ഗുണകം
உறிஞ்சுதல் நெடுவரிசை,ആഗിരണം കോളം
உறிஞ்சுதல் மாறிலி,ആഗിരണ സ്ഥിരത
உறிஞ்சுதல் தொடர்ச்சி,ആഗിരണ തുടർച്ച
உறிஞ்சுதல் மண்டலம்,ആഗിരണം മേഖല
உறிஞ்சுதல் மின்னோட்டம்,ആഗിരണം കറന്റ്
உறிஞ்சுதல் வளைவு*,ആഗിരണം വക്രം*
உறிஞ்சுதல் முறிவு,ആഗിരണം ഒടിവ്
உறிஞ்சுதல் மைய,ആഗിരണം കോർ
உறிஞ்சுதல் காரணி,ആഗിരണം ഘടകം
உறிஞ்சுதல் வடிகட்டி,ആഗിരണം ഫിൽട്ടർ
உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*,അബ്സോർപ്ഷൻ ഫ്ലേം ഫോട്ടോമെട്രി*
உறிஞ்சும் ஹைக்ரோமீட்டர்,ആഗിരണം ഹൈഗ്രോമീറ്റർ
உறிஞ்சுதல் அடுக்கு,ആഗിരണ ഘാതം
உறிஞ்சுதல் விளிம்பு,ആഗിരണം നാമമാത്രമാണ്
உறிஞ்சுதல் வரி,ആഗിരണം ലൈൻ
உறிஞ்சுதல் இழப்பு,ആഗിരണം നഷ്ടം
உறிஞ்சுதல் பண்பேற்றம்,ആഗിരണം മോഡുലേഷൻ
ஒளி உறிஞ்சுதல்,പ്രകാശം ആഗിരണം
கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்,റേഡിയേഷൻ ഊർജ്ജത്തിന്റെ ആഗിരണം
உறிஞ்சுதல் உச்சம்,ആഗിരണം കൊടുമുടി
உறிஞ்சுதல் ஒளி அளவீடு,ആഗിരണം ഫോട്ടോമെട്രി
உறிஞ்சுதல் விகிதம்,ആഗിരണം അനുപാതം
உறிஞ்சுதல் வரம்பு*,ആഗിരണം പരിധി*
உறிஞ்சும் நிறமாலை ஒளி அளவீடு*,ആഗിരണം സ്പെക്ട്രം ഫോട്ടോമെട്രി*
உறிஞ்சுதல் ஸ்பெக்ட்ரம்*,ആഗിരണം സ്പെക്ട്രം*
"உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்","ആഗിരണം ട്യൂബ്, ആഗിരണം ട്യൂബ്"
உறிஞ்சும் ஹைக்ரோமீட்டர்,ആഗിരണം ഹൈഗ്രോമീറ്റർ
உறிஞ்சக்கூடிய*,ആഗിരണം ചെയ്യാവുന്ന*
உறிஞ்சும் ஆவியாக்கி,ആഗിരണം ചെയ്യാവുന്ന ബാഷ്പീകരണം
உறிஞ்சுதல் சட்டம்*,ആഗിരണം നിയമം*
உறிஞ்சுதல் ஊடகம்,ആഗിരണം മീഡിയം
"உறிஞ்சும் திறன், உறிஞ்சுதல்*","ആഗിരണം ചെയ്യാനുള്ള ശേഷി, ആഗിരണം*"
உறிஞ்சுதல்*,ആഗിരണം*
ஸ்டூடியோ அலங்காரம்,സ്റ്റുഡിയോ അലങ്കാരം
பன்மடங்கு விகிதம்,ഗുണിത അനുപാതം
கைவிடு,അബോൾട്ട്
பற்றி,കുറിച്ച്
முடுக்கி,ത്വരിതപ്പെടുത്തുക
முடுக்கம்-நிறுத்த தூரம்,ആക്സിലറേഷൻ-സ്റ്റോപ്പ് ദൂരം
விரைந்தார்,തിടുക്കപ്പെട്ടു
விரைவான நேர விளைவு சோதனை,ദ്രുത സമയ ഫല പരിശോധന
விரைவான ஓட்டம்,പെട്ടെന്നുള്ള ഒഴുക്ക്
விரைவான வேகம்,പെട്ടെന്നുള്ള വേഗത
விரைவான உடல்,പെട്ടെന്നുള്ള ശരീരം
முடுக்கி எடை,ആക്സിലറേറ്റർ തൂക്കം
முடுக்கி மின்முனை*,ആക്സിലറേറ്റർ ഇലക്ട്രോഡ്*
முடுக்கி நேரம்*,ആക്സിലറേറ്റർ സമയം*
முடுக்கி கட்டம்,ആക്സിലറേറ്റർ ഘട്ടം
முடுக்கி விகிதம்,ആക്സിലറേറ്റർ നിരക്ക്
முடுக்கி மின்னழுத்தம்*,ആക്സിലറേറ്റർ വോൾട്ടേജ്*
முடுக்கம்,ത്വരണം
துரிதப்படுத்தப்பட்ட எரிப்பு,ത്വരിതപ്പെടുത്തിയ ജ്വലനം
முடுக்கம் குணகம்,ആക്സിലറേഷൻ കോഫിഫിഷ്യന്റ്
முடுக்கம் கூறு,ത്വരണം ഘടകം
புவியீர்ப்பு காரணமாக முடுக்கம்,ഗുരുത്വാകർഷണം മൂലം ത്വരണം
முடுக்கம் காரணி,ത്വരണം ഘടകം
துரிதப்படுத்தப்பட்ட கட்டணம்,ത്വരിതപ്പെടുത്തിയ ചാർജ്
ஈர்ப்பு முடுக்கம்,ഗുരുത്വാകർഷണ ത്വരണം
முடுக்கம் சாத்தியம்,ത്വരണം സാധ്യത
முடுக்கம் சட்டம்,ത്വരിതപ്പെടുത്തൽ നിയമം
முடுக்கம் செயல்முறை,ത്വരിതപ്പെടുത്തൽ പ്രക്രിയ
முடுக்கம் மண்டலம்,ആക്സിലറേഷൻ സോൺ
முடுக்கம் முறை,ത്വരിതപ്പെടുത്തൽ രീതി
"முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை","ആക്സിലറേഷൻ ടോളറൻസ്, ആക്സിലറേഷൻ ടോളറൻസ്"
முடுக்கம் திசையன்,ആക്സിലറേഷൻ വെക്റ്റർ
முடுக்கம்-மின்னழுத்தம்,ത്വരണം-വോൾട്ടേജ്
முடுக்கம் அலை,ത്വരണം തരംഗം
முடுக்கி,ആക്സിലറേറ്റർ
"முடுக்கி, முடுக்கி*","ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*"
முடுக்கி சமன்பாடு,ആക്സിലറേറ്റർ സമവാക്യം
முடுக்கி*,ആക്സിലറേറ്റർ*
முடுக்கமானி,ആക്സിലറോമീറ്റർ
முடுக்கமானி பொருத்தம்,ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ
முன் அழுத்தம் கொடுப்பவர்,പ്രിസ്ട്രെസർ
சரியான எழுத்துக்கள்,സാധുവായ പ്രതീകങ്ങൾ
ஏற்றுக்கொள்ளும் கோணம்,സ്വീകാര്യത കോൺ
ஏற்றுக்கொள்ளும் விவரக்குறிப்பு,സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ
ஏற்றுக்கொள்ளக்கூடிய சோதனை,സ്വീകാര്യമായ പരിശോധന
"ஏற்பவர்*, ஏற்பவர்","സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ"
ஏற்பி அணு,റിസപ്റ്റർ ആറ്റം
ஏற்பி பிணைப்பு,റിസപ്റ്റർ ബോണ്ട്
பெறுதல் சுற்று,റിസീവർ സർക്യൂട്ട്
ஏற்பி நிலை,റിസപ്റ്റർ ലെവൽ
நன்கொடையாளர் மூலக்கூறு,ദാതാവിന്റെ തന്മാത്ര
ஏற்பி சொத்து,റിസപ്റ്റർ പ്രോപ്പർട്ടി
ஏற்பி சொத்து நிலை,റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ
முடுக்கி குழாய்,ആക്സിലറേറ്റർ ഹോസ്
"அணுகல், காத்திருப்பு, அணுகல்","പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം"
புஜை அணுகவும்,ഭുജിലേക്ക് പ്രവേശിക്കുക
அணுகல் அமைப்பு,ആക്സസ് സിസ്റ്റം
அணுகல் நேரம்,പ്രവേശന സമയം
அணுகல்,പ്രവേശനക്ഷമത
"கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்","അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ"
கூடுதல் கட்டுப்பாடுகள்,അധിക നിയന്ത്രണങ്ങൾ
தற்செயல்,യാദൃശ്ചികം
தற்செயலான திருத்தம்,ആകസ്മികമായ തിരുത്തൽ
தற்செயலான உயிர் உருவாக்கம்,ആകസ്മികമായ ബയോജനസിസ്
தற்செயலான திசைதிருப்பல்,ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ
பார்வையாளர் பிழை,സന്ദർശക പിശക്
"திடீர் நிறுத்தம், திடீர் கவ்வி","പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക"
தற்செயலான பரிமாற்றம்,ആകസ്മികമായ കൈമാറ്റം
சீரற்ற மாறுபாடு,ക്രമരഹിതമായ വ്യതിയാനം
சரிசெய்தல்,ക്രമീകരിക്കൽ
அமைந்துள்ளது,സ്ഥാനം പിടിച്ചു
திரட்டப்பட்ட பிழை,സഞ്ചിത പിശക്
"திரட்சி, குவிப்பு","ശേഖരണം, ശേഖരണം"
ஆற்றல் சேமிப்பு,ഊർജ്ജ സംഭരണം
திரட்டி*,ശേഖരണം*
துல்லியம்,കൃത്യത
யதார்த்தம்,റിയാലിറ്റി
உண்மையான கருவி கவனிப்பு,യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം
துல்லியமான வரம்பு குறிப்பான்,കൃത്യമായ റേഞ്ച് മാർക്കർ
துல்லியமான ஸ்கேனிங்,കൃത്യമായ സ്കാനിംഗ്
பயிற்சி,പ്രാക്ടീസ്
முடுக்கி செல்*,ആക്സിലറേറ്റർ സെൽ*
நிறமற்ற லென்ஸ்*,അക്രോമാറ്റിക് ലെൻസ്*
நிறமற்ற*,അക്രോമാറ്റിക്*
நிறமற்ற பகுப்பாய்வி,അക്രോമാറ്റിക് അനലൈസർ
அதிர்வெண் நடுநிலை ஆண்டெனா,ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന
நிறமற்ற வடிவம்,അക്രോമാറ്റിക് ആകൃതി
நிறமற்ற விளிம்பு,അക്രോമാറ്റിക് തൊങ്ങൽ
நிறமற்ற லென்ஸ்*,അക്രോമാറ്റിക് ലെൻസ്*
நிறமற்ற புள்ளி பாதை,അക്രോമാറ്റിക് പോയിന്റ് പാത
நிறமற்ற லென்ஸ்,അക്രോമാറ്റിക് ലെൻസ്
வண்ணப் பட்டகம்,അക്രോമാറ്റിക് പ്രിസം
வண்ணமயமான தொலைநோக்கி,അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്
நிறமற்ற தன்மை*,അക്രോമാറ്റിറ്റി*
நிறமாற்றம்*,അക്രോമാറ്റിസേഷൻ*
நிறமற்ற தன்மை*,അക്രോമാറ്റിറ്റി*
"மீள், பயனற்ற, பயனற்ற","ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി"
"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்","അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്"
மினியேச்சர் வால்வு,മിനിയേച്ചർ വാൽവ്
அகோஃபோனி,എക്കോഫോണി
ஒலியியல்,അക്കോസ്റ്റിക്
ஒலி உறிஞ்சுதல்,അക്കോസ്റ്റിക് ആഗിരണം
ஒலியியல் குறைப்பு குணகம்,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്
ஒலிக் குறைப்பு,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ
ஒலி திருடன் அலாரம்,അക്കോസ്റ്റിക് കള്ളൻ അലാറം
ஒலியியல் கொள்ளளவு,അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്
கேட்கும் மையம்,ശ്രവണ കേന്ദ്രം
ஒலியியல் விளக்கம்,അക്കോസ്റ്റിക് വിശദീകരണം
ஒலி உறை,അക്കോസ്റ്റിക് കവർ
ஒலி பதில்,ശബ്ദ പ്രതികരണം
ஒலியியல் கூறு,അക്കോസ്റ്റിക് ഘടകം
ஒலி கடத்துத்திறன்,ശബ്ദ ചാലകത
ஒலி தணித்தல்,അക്കോസ്റ്റിക് ഡാംപിംഗ്
ஒலி சிதறல்,അക്കോസ്റ്റിക് ഡിസ്പർഷൻ
ஒலி ஹேக்கர்,സൗണ്ട് ഹാക്കർ
ஒலி ஆற்றல்*,ശബ്ദ ഊർജ്ജം*
ஒலி ஆற்றல் சமன்பாடு,അക്കോസ്റ്റിക് ഊർജ്ജ സമവാക്യം
ஒலி சமன்பாடு,ശബ്ദ സമവാക്യം
ஒலி மறுசீரமைப்பு,അക്കോസ്റ്റിക് പുനഃസ്ഥാപിക്കൽ
கிளாட்னி வடிவங்கள்,ക്ലാഡ്നി രൂപങ്ങൾ
ஒலி வடிகட்டி,അക്കോസ്റ്റിക് ഫിൽട്ടർ
ஒலி ஜெனரேட்டர்,ശബ്ദ ജനറേറ്റർ
ஒலி தட்டு,അക്കോസ്റ്റിക് ഗ്രേറ്റിംഗ്
ஒலி மின்மறுப்பு*,ശബ്ദ തടസ്സം*
ஒலி மந்தநிலை,അക്കോസ്റ്റിക് ജഡത്വം
ஒலி தீவிரம்,ശബ്ദ തീവ്രത
ஒலி குறுக்கீடு மீட்டர்,അക്കോസ്റ്റിക് ഇടപെടൽ മീറ്റർ
ஒலி குறுக்கீடு கண்டறிதல்,അക്കോസ്റ്റിക് ഇടപെടൽ ഡിറ്റക്ടർ
ஒலி லென்ஸ்,അക്കോസ്റ്റിക് ലെൻസ്
ஒலி வரி,ശബ്ദരേഖ
ஒலி நிறை,അക്കോസ്റ്റിക് പിണ്ഡം
ஒலி பொருள்,അക്കോസ്റ്റിക് മെറ്റീരിയൽ
ஒலியியல் என்பது இலவச பாதை,അക്കോസ്റ്റിക് അർത്ഥം സ്വതന്ത്ര പാത
ஒலி முறை,അക്കോസ്റ്റിക് മോഡ്
ஒலி சத்தம்,അക്കോസ്റ്റിക് ശബ്ദം
ஒலி ஓம்*,അക്കോസ്റ്റിക് ഓം*
"ஒலியியல் குழு, ஒலி பலகை","അക്കോസ്റ്റിക് പാനൽ, അക്കോസ്റ്റിക് ബോർഡ്"
ஒலி நிலை மாறிலி,അക്കോസ്റ്റിക് ഘട്ടം സ്ഥിരം
ஒலி ரிசீவர்,അക്കോസ്റ്റിക് റിസീവർ
ஒலி அழுத்தம்,ശബ്ദ സമ്മർദ്ദം
ஒலியின் சமச்சீர் விதி,ശബ്ദത്തിന്റെ സമമിതി നിയമം
ஒலி பரிமாற்றம்,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ
ஒலியியல் பண்புகள்,ശബ്ദ ഗുണങ്ങൾ
ஒலி நாற்புறம்,അക്കോസ്റ്റിക് ക്വാഡ്രുപോള്
ஒலி கதிர்வீச்சு உறுப்பு,അക്കോസ്റ്റിക് വികിരണം മൂലകം
ஒலி கதிர்வீச்சு,അക്കോസ്റ്റിക് വികിരണം
ஒலி எதிர்ப்பு,ശബ്ദപ്രതിരോധം
ஒலி ரேடியோமீட்டர்,അക്കോസ്റ്റിക് റേഡിയോമീറ്റർ
ஒலி அதிர்ச்சி,ശബ്ദ പ്രതികരണം
ஒலி பரஸ்பர தேற்றம்,അക്കോസ്റ്റിക് റിസിപ്രോസിറ്റി സിദ്ധാന്തം
ஒலி குறைப்பு காரணி,അക്കോസ്റ്റിക് റിഡക്ഷൻ ഘടകം
ஒலி பிரதிபலிப்பு குணகம்,അക്കോസ്റ്റിക് പ്രതിഫലന ഗുണകം
ஒலி ஒளிவிலகல்,ശബ്ദ അപവർത്തനം
ஒலி எதிர்ப்பு,ശബ്ദ പ്രതിരോധം
ஒலி பதில்,ശബ്ദ പ്രതികരണം
ஒலி சிதறல்,അക്കോസ്റ്റിക് ചിതറിക്കൽ
கேட்கும் புள்ளி,ശ്രവണ പോയിന്റ്
ஒலி விறைப்பு,അക്കോസ്റ്റിക് കാഠിന്യം
ஒலி அமைப்பு,ശബ്ദസംവിധാനം
ஒலி வெப்பமானி,അക്കോസ്റ്റിക് തെർമോമീറ്റർ
ஒலி வேகம்,ശബ്ദ പ്രവേഗം
ஒலி அலை,ശബ്ദ തരംഗം
ஒலியியல்,അക്കോസ്റ്റിക്
ஒலி உறிஞ்சுதல் குணகம்,ശബ്ദ ആഗിരണം ഗുണകം
ஒலி உறிஞ்சுதல் கூறு,ശബ്ദ ആഗിരണം ഘടകം
ஒலி சுற்று,അക്കോസ്റ്റിക് സർക്യൂട്ട്
ஒலி பதில்,അക്കോസ്റ്റിക് പ്രതികരണം
ஒலி தாமதக் கோடு,അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ
ஒலி சிதைவு,ശബ്ദ വികലത
ஒலி ஒலியியல்,അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം
ஒலி வடிகட்டி,അക്കോസ്റ്റിക് ഫിൽട്ടർ
ஒலி மின்மறுப்பு*,ശബ്ദ തടസ്സം*
ஃபோனோகிராஃப்,ഫോണോഗ്രാഫ്
ஒலி ஓம்*,അക്കോസ്റ്റിക് ഓം*
ஒலி மாறிலி,അക്കോസ്റ്റിക് സ്ഥിരാങ്കം
ஒலி ஃபோனான்,അക്കോസ്റ്റിക് ഫോണോൺ
ஒலி பரிமாற்ற மாறிலி,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ സ്ഥിരാങ്കം
ஒலி மாற்று குணகம்,ശബ്ദ പരിവർത്തന ഗുണകം
ஒலி எதிர்ப்பு,ശബ്ദ പ്രതിരോധം
ஒலி விறைப்பு,അക്കോസ്റ്റിക് കാഠിന്യം
ஒலி அலகு,ശബ്ദ യൂണിറ്റ്
ஒலி எதிர்ப்பு,ശബ്ദപ്രതിരോധം
ஒலி பக்கக் கோடு,അക്കോസ്റ്റിക് സൈഡ് ലൈൻ
"ஒலியியல், ஒலியியல்","ശബ്ദശാസ്ത്രം, ശബ്ദശാസ്ത്രം"
ஒலி மீட்டர்,ശബ്ദ മീറ്റർ
ஒலி அழுத்தம்,ശബ്ദ സമ്മർദ്ദം
கையகப்படுத்தல் ரேடார்,ഏറ്റെടുക്കൽ റഡാർ
ஒளிச்சேர்க்கை கதிர்வீச்சு,ഫോട്ടോസിന്തറ്റിക് റേഡിയേഷൻ
ஆக்டினியம் உமிழ்வு,ആക്ടിനിയം എമിഷൻ
ஆக்டினோ-யுரேனியம்,ആക്ടിനോ-യുറേനിയം
ஆக்டினோ-யுரேனியம் தொடர்,ആക്ടിനോ-യുറേനിയം പരമ്പര
கதிரியக்க மின்சாரம்,റേഡിയോ ഇലക്ട്രിക്
"ஆக்டினோமீட்டர், ஃபோட்டோமிக்ரோமீட்டர்","ആക്ടിനോമീറ്റർ, ഫോട്ടോമൈക്രോമീറ്റർ"
"செயல், செயல்","പ്രവൃത്തി, പ്രവൃത്തി"
செயல் மற்றும் எதிர்வினை,പ്രവർത്തനവും പ്രതികരണവും
