Kannada,Hindi
ಸೂಚಿಸುವ ತೋಳುಗಳು,कुलांकित आयुध
ಸೌಹಾರ್ದತೆ,मैत्री
ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಕೌನ್ಸಿಲ್,एम्फिकटिआनी परिषद
ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಲೀಗ್,ऊपर देo : Amphictyonic Council
ಆಂಫಿಥಿಯೇಟರ್,"रंगवाट, रंगभूमि, अखाड़ा"
ಅಮ್ರಿ ನಲ್ ಗುಂಪು (ಕುಂಬಾರಿಕೆ),(मृद्भांडों का) अमरीनाल वर्ग
ಅನಾಕ್ರೊನಿಸಂ,"काल-वैषम्य, काल-दोष"
ಅನಾಕ್ರೊನಿಸ್ಟಿಕ್,काल-वैषम्ययुक्त
ಪೂರ್ವಜ,पूर्वज
ಪೂರ್ವಜರ ಆರಾಧನೆ,पितृ-पूजा
ಪೂರ್ವಜರು,कुल-परंपरा
ಪೂರ್ವಜರು,2. वंश
ಪೂರ್ವಜರು,3. वंश-क्रम
ಪೂರ್ವಜರು,4. उच्च कुल
ಪ್ರಾಚೀನ ಆಡಳಿತ,"प्राचीन शासन-व्यवस्था, क्रांति पूर्व शासन-व्यवस्था"
ಪ್ರಾಚೀನ,"पुरातन, प्राचीन"
ಪ್ರಾಚೀನ ಲಾವಣಿ,प्राचीन गाथा
ಪ್ರಾಚೀನ ನಂಬಿಕೆ,प्राचीन मत
ಪ್ರಾಚೀನ ಪದ್ಧತಿ,प्राचीन प्रथा
ಪುರಾತನ ಇತಿಹಾಸ,प्राचीन हतिहास
ಪ್ರಾಚೀನ ಸ್ಮಾರಕಗಳು,प्राचीन स्मारक
ಉಪಾಖ್ಯಾನ,उपाख्यान
ಏಂಜೆಲೋಟ್,एन्जिलोट
ಏಂಜೆಲಸ್,देवदूत पूजा
ಆಂಜೆವಿನ್ (=ಆಂಜೆವಿನ್),आन्जवै
ಕೋನಗಳು,ऐन्गल्स
ಆಂಗ್ಲಿಕನ್,आंग्लिक
ಆಂಗ್ಲಿಕನ್ ಕಮ್ಯುನಿಯನ್,आंग्ल चर्च
ಆಂಗ್ಲಿಕನಿಸಂ,आंग्ल चर्चवाद
ಆಂಗ್ಲೋ-ಫೋಬ್,आंग्ल विरोधी
ಆಂಗ್ಲೋ-ಫೋಬಿಯಾ,आंग्ल-दुर्भीति
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸನ್,आंग्ल सैक्सन
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ,आंग्ल-सैक्सनवाद
ಅನಾಲಿಸ್ಟ್,"आख्यान-लेखक, आख्यानकार"
ಆನಲ್ಸ್,"वर्षवृत्त, आख्यान, ख्यात"
ಅನುಬಂಧ,"अधिनहन, मिला देना"
ಆಂಟೆ-ಬೆಲ್ಲಮ್,युद्ध पूर्व (स्थिति)
ಹಿಂದಿನ ದಿನಾಂಕ,"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण"
ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ,पादरी प्रथा विरोधी
ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ,पादरी प्रथा विरोधी विधान
ಪ್ರಾಚೀನತೆ,"पुरावशेष, पुरावस्तु"
ಬಾಡಿಗೆ ವಿರೋಧಿ,लगान-विरोधी
ಬಾಡಿಗೆ ವಿರೋಧಿ,2. एन्टी रैन्ट पार्टी
ಯೆಹೂದ್ಯ ವಿರೋಧಿ,"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद"
ಅಂಜಾಕ್,ऐन्ज़ेक
ಅಪೆಲ್ಲಾ,नागरिक सभा
ಅರಳು,अरालू
ಆರ್ಚ್ ಬಿಷಪ್,आर्च बिशप
ಆರ್ಚ್ ಡಚಿ,आर्च डची
ಆರ್ಚ್ ಡ್ಯೂಕ್,आर्च ड्यूक
ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ),पुरालेख संग्रह
ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್,महाधर्माध्यक्ष का पद
ಶ್ರೀಮಂತವರ್ಗ,अभिजाततंत्र
ಶ್ರೀಮಂತ,अभिजात
ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ,अभिजातीय दंभ
ಅರಿಸ್ಟಾಟಲ್,अरस्तूवादी
ನೌಕಾಪಡೆ,आर्मेडा
ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ),स्पेन का आर्मेडा
ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ),कवच-विशारद
ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ),"कवच, बख्तर, वर्म"
ಶಸ್ತ್ರಾಗಾರ,अo देo armorist
ಆರ್ಯನ್,आर्य
ಆರ್ಯನ್,2. कुलीन
ಅಸ್ಕರಿ,अस्कारी
ನಿಯೋಜಿಸಿ,"आसिग्ना, भू-प्रतिभृत मुद्रा"
ಅಸೈಜ್ ಮಾಡಿ,अभिसत्र
ಅಸೈಜ್ ಮಾಡಿ,2. विधिपृच्छा
ಅಸೈಜ್ ಮಾಡಿ,3. अभिसत्राधिनियम
ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್,आयुध अभिसत्राधिनियम
ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ,डारेन उपस्थापन अभिसत्राधिनियम
ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್,मृत पूर्वज अभिसत्राधिनियम
ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್,अभिनव अधिधारणोत्सादन अभिसत्राधिनियम
ದೌರ್ಜನ್ಯ,नृशंसता
ದಾಳಿ,आक्रमण
ಆಲಿಕ್ ಕೌನ್ಸಿಲ್,"सर्वोच्च न्यायालय, ऑलिक काउन्सिल"
ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ),गेडिस समाधान
ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್),धुरी राष्ट्र
ಬ್ಯಾಬಿಲೋನ್,"बाबुल, बेबीलोन"
ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ),बेबीलोनी बंदीकरण
ಬಚ್ಚನಾಳ ಭಕ್ತ,बाखुसी उपासक
ಬಚ್ಚನಾಲಿಯಾ,मद्यपानोत्सव
ಪದವಿ,युवा योद्धा
ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ,"बगदाद अनुबंध, बगदाद पैक्ट"
ಬಾಲ್ಕನ್ ಲೀಗ್,बाल्कन लीग
ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ,बाल्कन अनुबंध
ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು,बाल्कन युद्ध
ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ,बाल्टिक अनुबंध
ಡಕಾಯಿತ,दस्यु
ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ,बांडुंग सम्मेलन
ಬಹಿಷ್ಕಾರ,"निर्वासन, देश-निकाला"
ಬ್ಯಾನರ್,"पताका, ध्वजा"
ಅನಾಗರಿಕ,बर्बर
ಬಾರ್ಬಿಕನ್,कोट-घूँघट
ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ,बारदोली सत्याग्रह
ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು,बार्न बर्नस
ಬ್ಯಾರನ್,"बैरन, सामंत"
ಬ್ಯಾರನೇಜ್,बैरोनेज
ಬರೋನ್ಸ್ ಮೇಜರ್,महासामंत
ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು,लघु सामंत
ಬ್ಯಾರನೆಸ್,सामंत पत्नी
ಬ್ಯಾರೊನೆಟ್,उपसामंत
ಬ್ಯಾರೊನೆಟೇಜ್,उपसामंत वर्ग
ಬ್ಯಾರೊನೆಟೇಜ್,2. बैरोनेट वंशावली
ಬ್ಯಾರೊನೆಟ್ಸಿ,उपसामंत
ಬರೋನಿ,बैरोनी
ಬ್ಯಾರಕೂನ್,दास बंदीगृह
ಬ್ಯಾರಕೂನ್,2. दास-गृह
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),अवरोध
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),2. घिराव
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),3. मोचबिंदी
ಮೂಲ ಶಿಬಿರ,आधार शिबिर
ಬೆಸಿಲಿಕಾ,वैसिलिका
ಬೆಸಿಲಿಕಾ,2. सभा भवन
ಬಸ್ತಿಲಾ,बैस्टील
ಬಾಸ್ಟಿಲ್,बैस्टील
ಬಾಸ್ಟಿಲ್,2. कारागार
ಬ್ಯಾಟರಿ,तोपखाना
ಕದನ,"रण, समर, युद्ध"
ಬ್ಯಾಟಲ್-ಅರೇ,रण-व्यूह
ಯುದ್ಧದ ಕೂಗು,युद्ध-घोष
ಬ್ಯಾಟಲ್ ಡಿನ್,युद्ध कोलाहल
ಯುದ್ಧಭೂಮಿ,"रण भूमि, रण क्षेत्र, समरांगण"
ಯುದ್ಧ ಸ್ತೋತ್ರ,युद्ध-गान
ಸ್ಪರ್ಸ್ ಕದನ,एड़-युद्ध
ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್,ध्वज-संग्राम
ಯುದ್ಧನೌಕೆ,"रणपोत, जंगी जहाज़, संगरपोत"
ಯುದ್ಧನೌಕೆ-ಬಲ,"संगरपोत शक्ति, रणपोत-शक्ति"
ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ,बेयू चित्रपट
ದಾರಿದೀಪ,संकेत प्रकाश
ದಾರಿದೀಪ ಗೋಪುರ,प्रकाश स्तंभ
ಬೀವರ್,मुखरक्षी
ಬೀವರ್,2. बीवर सिक्का
ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು,समुद्री बैगर
ಬೆಲ್ಲಿಕೋಸ್,युयुत्यु
ಬೆಲ್ಲಿಕೋಸ್,2. लड़ाकू
ಬೆಲ್ಲಿಕೋಸ್,3. युद्धप्रिय
ಬೆಲ್ಲಿಕೋಸಿಟಿ,"युयुत्सा, युद्धप्रियता, लड़ाकूपन"
ಬೆಲೋನಾ,बेलोना
ಪ್ರಯೋಜನ,"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति"
ಧರ್ಮಗುರುಗಳ ಲಾಭ,पादरी-सुविधा
ಬೆನೆಲಕ್ಸ್,बेनीलक्स
ಬರ್ಲಿನ್ ತೀರ್ಪು,"बर्लिन डिकी, बर्लिन निषेध"
ಬರ್ಸರ್ಕರ್,"जुझारू योद्धा, नार्सी योद्धा"
ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್),बजांत
ಬೆತೆಲ್,बैथेल
ಗ್ರಂಥಪಾಲಕ,ग्रंथ-पूजक
ಗ್ರಂಥಾರಾಧನೆ,ग्रंथपूजन
ದೊಡ್ಡ ಬರ್ತಾ,बिग बर्था
ಮತಾಂಧ,धर्मांध
ಬಿಲ್ಲೆಟಿಂಗ್,वासादेश
ಅಟೈಂಡರ್ ಬಿಲ್,बिल ऑफ अटेन्डर
ಹಕ್ಕುಗಳ ಮಸೂದೆ,अधिकार-पत्र
ಜೀವನಚರಿತ್ರೆಕಾರ,"जीवनीकार, चरित लेखक"
ಜನ್ಮ ಕಥೆಗಳು,जातक कथाएँ
ತಾತ್ಕಾಲಿಕ,पड़ाव
ತಾತ್ಕಾಲಿಕ,2. रण-शिविर
ತಾತ್ಕಾಲಿಕ,3. सैनिक पहरा
ಬಿಜೋನಿಯಾ,बाइज़ोनिया
ಕಪ್ಪು ಪಕ್ಷಿಗಳು,अवैध दास आयात
ಕಪ್ಪು ಬಾವುಟ,काला झंडा
ಕಪ್ಪು ರಂಧ್ರ,काल-कोठरी
ಕಪ್ಪು ರಂಧ್ರ,2. ब्लैक होल
ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು),"गद्दार, द्रोही"
ಕಪ್ಪು ಶರ್ಟ್,"ब्लैक शर्ट, काली कुर्ती दल"
ಬ್ಲೇಝೋನ್,कुल चिह्र
ಬ್ಲೇಝೋನ್,2. कुल चिह्र अंकन
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,कुल-चिह्रांकन कला
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,2. कलात्मक प्रदर्शन
ಮಿಂಚುದಾಳಿ,"तड़ित युद्ध, तूफानी हमला"
ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್),"गौरवमय क्रांति, रक्तहीन क्रांति"
ಬ್ಲಡ್ವೈಟ್,"रक्तपात देय, खून की कीमत, रक्तपात दण्ड"
ಬ್ಲಡಿ ಮೇರಿ,खूनी मेरी (सन् - ईo)
ನೀಲಿ,ब्लू
ನೀಲಿ ರಕ್ತ,"आभिजात्य, कुलीनता"
ನೀಲಿ ಪುಸ್ತಕ,"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक"
ನೀಲಿ ರಿಬ್ಬನ್,"नीला फीता, ब्लू रिबन"
ನೀಲಿ ರಿಬ್ಬನ್,2. सर्वोच्च सम्मान
ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್),राजकीय रक्षक
ನೀಲಿ ಅಂಗಿ,नीली कुर्ती दल (इटली)
ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್,नौसेना समर्थक
ನಿಯಂತ್ರಣ ಮಂಡಳಿ,"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल"
ದೇಹದ ರಕ್ಷಾಕವಚ,"वर्म, जिरह-बख्तर"
ಬೋಯರ್,बूर
ಲೂಟಿ,लूट का माल
ಬರೋ,बरो
ಬೌಲ್ಯೂಟೇರಿಯನ್,सीनेट सदन
ಬೌರ್ಬನ್,बूर्बा
ಬಾಕ್ಸರ್ ದಂಗೆ,बॉक्सर विद्रोह
ಬ್ರೇಸ್,भुज कवच
ಬ್ರಾಸಾರ್ಡ್,बाहु पट्टिका
ಬ್ರಾಸಾರ್ಡ್,"2. भुज बंध, भुज कवच"
ಬ್ರೆಡ್ ವಸಾಹತುಗಳು,बहुधान्यक प्रदेश
ಸ್ತನ ಫಲಕ,"वक्षस्त्राण, उरस्ताण"
ಸ್ತನ ಕೆಲಸ,आवक्ष भित्ति
ಬ್ರೆಟ್ವಾಲ್ಡಾ,"ब्रेटवाल्डा, ब्रिटनों का अधिपति"
ಬ್ರಿಗಾಂಡ್,बटमार
ಬ್ರಿಗಂಡೇಜ್,"बटमारी, लुंठन, राहजनी"
ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು,"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल"
ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು),"ब्राउन शर्ट्स, भूरी कुर्ती दल"
ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ),ब्रुसेल्स संधि संगठन
ಬಫ್,महिष चर्म
ಬಫ್,2. लघु कोट
ಬಫ್-ಕೋಟ್,बफ़-कोट
ಬಫ್ಸ್,बफ़-रेज़िमेंट
ಬುಲೆ (=ಕೌನ್ಸಿಲ್),ब्यूल
ಬರ್ಗೇಜ್,पट्टेदारी
ಬರ್ಗೆಸ್,पौर प्रतिनिधि
ಬೈಜಾಂಟೈನ್,बाईजेन्टिनी
ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್,बाइजेन्टिनी गिरजाघर
ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ,बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य
ಬೈಜಾಂಟೈನ್ ಯುಗ,बाइजेन्टिनी संवत्
ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು,बाइजेन्टिनी इतिहासकार
ಕ್ಯಾಬಲ್,"काबेल, षडयंत्रकारियों का गुट"
ಸೀಸರಿಸಂ,सीज़रतंत्र
ಖಲೀಫ್,खलीफ़ा
ಕ್ಯಾಲಿಗ್ರಾಫರ್,"खुशनवीस, सुलेखक"
ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್,सुलेख-विशारद
ಕ್ಯಾಲಿಗ್ರಫಿ,सुलेख
ಕ್ಯಾಲ್ಟ್ರೋಪ್,कैल्ट्रॉप
ಸೌಹಾರ್ದತೆ,सौहार्द
ಕ್ಯಾಮರಿಲ್ಲಾ,लघु कक्ष
ಕ್ಯಾಮರಿಲ್ಲಾ,2. षाड्यंत्रिक
ಕ್ಯಾಮೆಲಾಕಮ್,(पोप का) मुकुट
ಮರೆಮಾಚುವಿಕೆ,"छद्मावरण, छद्म गोपन"
ಪ್ರಚಾರ,अभियान
ಶಿಬಿರದ ಅನುಯಾಯಿ,लश्करी; शिविरानुचर
ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ,गिरजा क़ब्रिस्तान
ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್,कैंपस मारशियस
ಕ್ಯಾನೆಫೊರಾ,"कान्फोरा, डलियावाली"
ಕ್ಯಾಂಗ್ಯೂ,कैंग; काष्ठबंध
ಕ್ಯಾನನೇಡ್,गोलाबारी
ಕ್ಯಾನನ್ ಮೇವು,"युद्ध-बलि, तोपचारा"
ಕ್ಯಾನನ್,धर्म-सूत्र
ಕ್ಯಾನನ್ ಕಾನೂನು,"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम"
ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು,"कैनोपेस आज्ञप्ति, कैनोपस डिक्री"
ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ,"चिह्रित शस्त्र, चिह्रित आयुध"
ಬಂಧಿತ,बंदी
ಕ್ಯಾಪ್ಟರ್,बंदीकर्त्ता
ಕಾರ್ಡಿನಲ್,कार्डिनल
ಕಾರ್ಲ್,कार्ल
ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ,कैरोलिन्जी राजवंश
ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ,कारथूसी संप्रदाय
ಕಾರ್ಟೊಸಾ,कारथूसी मठ
ಕ್ಯಾಸ್ಟೇಲಿಯನ್,"किलेदार, कोटपाल"
ಕ್ಯಾಸ್ಟೆಲಿಯನ್,2. केस्टेलन
ಜಾತಿ ಪದ್ಧತಿ,वर्ण-व्यवस्था
ಕೋಟೆ,() दुर्ग
ಕೋಟೆ,(2) गढ़ी
ಕೋಟೆಯ ಪಟ್ಟಣ,दुर्ग-नगर
ಕ್ಯಾಸ್ಟ್ರಾ,कैस्ट्रा
ಕ್ಯಾಸ್ಟ್ರಾ,2. रोमन शिविर
ಕ್ಯಾಥೆಡ್ರಾ,पादरी का सिंहासन
ಕ್ಯಾಥೆಡ್ರಲ್,मुख्य गिरजाघर
ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ,केटो स्ट्रीट षडयंत्र
ಕೌಡಿಲ್ಲೊ,कॉडिलो
ಕ್ಯಾವಲಿಯರ್,() कैवेलियर
ಕ್ಯಾವಲಿಯರ್,(2) घुड़सवार
ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು,कैवेलियर पार्लियामेंट
ಅದುಲ್ಲಮ್ ಗುಹೆ,"पक्ष-त्यागी गुट, आडुलम गुट"
ಗುಹೆ ಚಿತ್ರಕಲೆ,"गुहा-चित्रकारी, गुहा-चित्रण"
ಗುಹೆ ಚಿತ್ರಕಲೆ,2. गुहा-चित्र
ಸೆಂಟಮ್ವಿರ್,सेन्टुमविर
ಸೆಂಚುರಿಯನ್,सेंचुरियन
ಶತಮಾನ,"शताब्दी, सदी, शती"
ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್),"जिरह-बख्तर, श्रृंखला-कवच"
ಚಾಂಟ್ರಿ,"समर्पित मंदिर, समर्पित पूजागृह"
ಚಾಂಟ್ರಿ,2. समर्पित धर्मदास
ಅಧ್ಯಾಯ ಪುಸ್ತಕ,चैप पुस्तिका
ಧರ್ಮಗುರು,"धर्माधिकारी, चैपलिन"
ಅಧ್ಯಾಯ,पादरी मंडल
ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ,सांयोगिक दुर्घटनाएँ
ಶುಲ್ಕ,कीतिंचिह्र
ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್,"कार्यदूत, दूत-कार्यकारी"
ಚಾರ್ಜ್ ವಿಭಜನೆ,विदाई परामर्श
ಚಾರ್ಜರ್,युद्धाश्व
ರಥ,विजय रथ
ಸಾರಥಿ,रथारोही
ಸಾರಥಿ,2. रथी
ಸಾರಥಿ,3. सारथी
ಚಾರಿಟಿ ಅಡಿಗೆ,"अन्नसत्र, लंगर"
ಚಾರ್ಟರ್,"अधिकार-पत्र, चार्टर"
ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ),चार्टिस्ट आंदोलन
ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್,"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ"
ಚಟೌ,"सामंत गढ़ी, शातो"
ಚೆಕ್ ಪೋಸ್ಟ್,पड़ताल चौकी
ರಾಸಾಯನಿಕ ಯುದ್ಧ,रासायनिक युद्ध
ಚೆಸ್ಟರ್,दुर्ग-नगर
ಮುಖ್ಯಸ್ಥ,सरदार
ಮುಖ್ಯಸ್ಥ,सरदार
ಮುಖ್ಯಸ್ಥ,2. सामंत
ಮುಖ್ಯಸ್ಥ,3. राजा
ಚಿಫೋನ್,"जालांशुक, जालीदार कपड़ा, शिफान"
ಅಶ್ವದಳ,शौर्य
ಆಯ್ಕೆಮಾಡಿದ ಜನರು,यहूदी लोग
ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್,दिव्यवाणी कक्ष प्रवचन कक्ष
ಕ್ರೈಸ್ತಪ್ರಪಂಚ,ईसाई जगत
ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ,ईसवी काल
ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ,ईसाई समाजवाद
ಕ್ರಾನಿಕಲ್,इतिवृत्त
ಕ್ರಾನಿಕಲ್,इतिवृत्तकार
ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್,स्वर्ण-भूमि
ಸಿಮೆಲಿಯಮ್,रत्न-कक्ष
ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ,सोलहवीं शती की शैली
ಪ್ರದಕ್ಷಿಣೆ,परिनौचालन
ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ,सिस्तर्शी साधु
ಸಿಟಾಡೆಲ್,"दुर्ग, गढ़ी"
ಉಲ್ಲೇಖ,() प्रशस्ति
ಉಲ್ಲೇಖ,(2) उपस्थिति सूचना
ನಾಗರಿಕ ಅಸಹಕಾರ,सविनय अवज्ञा (आन्दोलन)
ಅಂತರ್ಯುದ್ಧ,गृह-युद्ध
ಸಿವಿಸ್ ರೋಮನಸ್,रोमन नागरिक
ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು,"कलासिकी युग, श्रेण्य युग"
