Hindi,Punjabi
"अप्रभावी रूप, अरूपी",ਅਮੋਰਫ
उभय मिश्रण,ਐਮਫੀਮਿਕਸਿਸ
उभयधर्मी,ਐਮਫੋਟੇਰਿਕ
उपचय,ਐਨਾਬੋਲਿਜ਼ਮ
"अवायुजीव, अनॉक्सी जीव",ਅਨੀਰੋਬ
असुगुणित,ਅਨੀਉਟਲੋਇਡ
कोणीय रोपण,ਕੋਣ ਲਾਉਣਾ
पशुपालन,ਪਸ਼ੂ ਪਾਲਣ
पशु उच्छिष्ट,ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ
सजीव ऊर्जा,Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ
असमगुणित,ਅਨੀਸੋਪਲੋਇਡ
एकवर्षीय पादप,ਸਾਲਾਨਾ ਪੌਦਾ
वार्षिक,ਸਾਲਾਨਾ
"परागोद्भव, प्रफुल्लन",ਐਥੇਸਮਿਸ
ऐन्थ्रेक्स,ਐਂਥ੍ਰੈਕਸ
मानवजनिक कारक,ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ
प्रतिजीविता,ਐਂਟੀਬਾਇਸਿਸ
"प्रतिजैविक, ऐन्टीबायोटिक",ਐਂਟੀਬਾਇਓਟਿਕ
प्रतिकारक,ਐਂਟੀਡੋਟਾ
प्रतिऑक्सीकारक,ਐਂਟੀਆਕਸੀਡੈਂਟਸ
प्रतिआविष,Antitoxin
वलयिका,ਐਨਾਬੁਲਸ
"ऐफिड, माहू, चेपा",Aphid
शीर्ष कलिका,Apical ਮੁਕੁਲ
शिखाग्र प्रभाविता,ਏਪਿਕਲ ਦਬਦਬਾ
मधुमक्खी पालन,Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ)
असंगजनन,ਅਪੋਮਿਕਸ
एपोप्टोसिस,ਅਪੋਪੋਟੋਸਿਸ
उपांग,ਅੰਤਿਕਾ
क्षुधावर्धक,ਭੁੱਖ
अनुप्रयुक्त,ਲਾਗੂ ਕੀਤਾ
जलीय खरपतवार,ਐਕੁਆਟਿਕ ਬੂਟੀ
"वृक्षीय, वृक्षवासी",ਅਰਬੋਰੀਅਲ
प्रशाखायन,ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ
आद्य वानस्पतिक अभिलेख,ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
क्षेत्रांकड़,ਖੇਤਰ ਦੇ ਅੰਕੜੇ
"क्षेत्र, क्षेत्रफल",ਖੇਤਰ
शुष्क पारितंत्र,ਐੱਫ.ਡੀ.ਆਈ.
"बीजचोल, बीजोपांग",ਅਰਿਲ
"सौरभ, सुवास",ਖੁਸ਼ਬੂ
सुगंधी पादप,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
सुगंधित चावल,ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ
इक्षु पुष्पन,ਐਰੋਇੰਗ
अपूति,Espesisis
"अपूतित, अज़र्म",Sseptic
अलैंगिक प्रवर्धन,ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ
"आमाप, परख",ਅਨੀ
परिसंपत्ति,ਸੰਪਤੀ
"स्वांगीकरण, आत्मसात्करण",ਸਹਿਯੋਗ
"साहचर्य, संघ",ਐਸੋਸੀਏਸ਼ਨ
"स्तंभक, कषाय",ਤੂਫਾਨੀ
असूत्रयुग्मन,ਅਸਟੀਪਿਸਿਸ
"पूर्वजता, ऐटाविज्म",ਅਟਵੀਵਾਦ
कणित्र,ਐਟੋਮਾਈਜ਼ਰ
"अपुष्टि, क्षीणता",ਸ਼ੋਸ਼ਣ
स्वयुग्मन,ਆਟੋਗ੍ਰਾਮ
स्वलयन,ਆਟੋਲਿਸਸਿਸ
"स्वतः उपचयन, स्वतः ऑक्सीकरण",ਆਟੋਮਿਡੇਸ਼ਨ
स्वबहुगुणित,ਆਟੋਪਲਿਪਲਾਈਡ
ऑक्सिन,Auxins
"शूक, तूड़",ਅੱਲ (ਬ੍ਰਿਸਟਲ)
बादाम,ਬਦਾਮ
धीकुवार,ਐਲੋ
"चौलाई, रामदाना",ਅਮੈਸ਼ਨਥਸ
अजवाइन,ਅਮਮੀ
"अंजन घास, धामन घास",ਅੰਜਨ ਘਾਹ
एंथूरियम,ਐਂਥਿਰੀਅਮ
आंवला,"ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ"
सेब,ਸੇਬ
खुबानी,ਖੜਮਾਨੀ
"मोगरा, बेला",ਅਰਬੀਅਨ ਜੈਸਮੀਨ
सुपारी,ਅਰੇਕਾ ਗਿਰੀਦਾਰ
अर्जुन,ਅਰਜੁਨ
हींग,ਓਡੋਏਟਿਡਾ
पेठा,ਸੁਆਹ
अशोक,ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ
दूधी,ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ)
सतावर,ਐਸਪੈਰਾਗਸ
अवोकाडो,ਆਵਾਕੈਡੋ
"रिजक्रा, लूसर्न",ਅਲਫਾਲਫਾ (LUSEREN)
चींटी,ਕੀੜੀਆਂ
"तेला, माहू",ਐਫੀਡਜ਼
सैनिक कीट,ਆਰਮੀ ਕੀੜੀ
कृषि अर्थशास्त्री,ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ
कृषि प्रसार विज्ञानी,ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ
कृषि वैज्ञानिक,ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ
कृषि अभियंता,ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ
कृषि जीवविज्ञानी,ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ
सस्य विज्ञानी,ਖੇਤੀਬਾਮੀ
कृषि भौतिकीविद्,ਅਸ਼ੋਲੀ
"प्राणि प्रजनक, पशु प्रजनक",ਜਾਨਵਰ ਬ੍ਰੀਡਰ
दंड विषाणु,ਬੇਸਿਲਸ ਵਾਇਰਸ
"दंडाणु, बैसिलस",ਬੈਸੀਲਸ
"जीवाणु, बैक्टीरिया",ਬੈਕਟੀਰੀਆ
जीवविष,ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ
खोई,ਬੈਗਸ
"तुलन-पत्र, चिट्ठा",ਸੰਤੁਲਨ ਸ਼ੀਟ
संतुलित निषेचन,ਸੰਤੁਲਿਤ ਖਾਦ
दंड आरेख,ਬਾਰ ਡਾਇਗਰਾਮ
छाल,ਸੱਕ
"वायुदाबमापी, बैरोमीटर",ਬੈਰੋਮੀਟਰ
"बजर, अकृष्य, बांझ",ਬੰਜਰ
"आधार, बेस, कपांग",ਅਧਾਰ
"थाला, द्रोणी",ਬੇਸਿਨ
तलाभिसारी,ਬਾਸਿਪਟਲ
"बेसिस्टर्नम, मूलाधारक",ਬਾਸੈਸਟਰਨੀਮ
खाड़ी मानसून,ਬੇ ਮਾਨਸੂਨ
फलदायी पौधा,ਬੇਅਰਿੰਗ ਪੌਦਾ
क्यारी,ਬਿਸਤਰੇ
क्यारी - पौधा,ਬੇਡਰ
क्यारी बनाना,ਬਿਸਤਰੇ
चुंकदर शीरा,ਬੀਟ ਗੁੜ
धौंकनी,ਝੁਕੋ
"पट्टी, इलाका",ਬੈਲਟ
लाभ-लागत विश्लेषण,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
अभिनत (प्रतिचयन),ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ)
द्विवर्षीय पादप,ਬਨੀਅਲ
द्विपद,ਬਿਨੀਮਾਇਲ
जैवकारक,ਬਾਇਓਜੈਂਟ
जीव जलवायु,ਬਾਇਓਸੈਲਮੇਟ
जैव ऊर्जा,ਬਾਇਓਨੇਰਜੀ
जीव पारिस्थितिकी,ਬਯਨੋਮਿਕਸ
"जैव-प्रक्रियापात्र, बायो रिएक्टर",ਬਾਇਓਰੇਟਰ
जीव-मंडल,ਬਾਇਓਸਪੇਅਰ
जैविक,ਬਾਇਓਟਿਕ
जीव प्रारूप,ਬਾਇਓਟਾਈਪ
द्विलिंगी,ਲਿੰਗੀ
धवलन,ਬਲੈਂਚਿੰਗ
"प्रध्वसं (रोग), झोंका रोग",ਧਮਾਕਾ
सम्मिश्रण,ਮਿਸ਼ਰਣ
"अंगमारी (रोग), ब्लाइट (रोग)",ਝੁਲਸਣ
"छाला, फफोला, उद्वर्त, ब्लिस्टर",ਛਾਲੇ
नीली क्रांति,ਨੀਲਾ ਇਨਕਲਾਬ
तलीय ताप चैंबर,ਤਲ ਗਰਮੀ ਚੈਂਬਰ
तलीय ताप तकनीक,ਤਲ ਹੀਟ ਤਕਨੀਕ
चोकर,ਬ੍ਰੈਨ
शाखन,ਸ਼ਾਖਾ
"टहनी, उपशाखा",ਬ੍ਰੀਚਲੇਟ
नस्ल,ਨਸਲ
"प्रजनन, अभिजनन",ਪ੍ਰਜਨਨ
शीघ्र अंकुरण उपचार,ਝਗੜਾ
"शाव, अंड, भ्रूण",ਬਰੂਦ
कलिकायन,ਉਭਰਦਾ
बजट,ਬਜਟ
"उभयप्रतिरोधी, बफर",ਬਫਰ
शल्ककंद,ਬੱਲਬ
"बंट (रोग), चोट",ਬੈਂਟ
"उपजात, उपोत्पाद",ਉਪ-ਉਤਪਾਦ
"बबूल, कीकर",ਬਾਬੂਬਦ ਬੱਬੀ
बेबी कॉर्न,ਬੇਬੀ ਮੱਕੀ
बेल,ਬਾਲ
लाजालु,ਬਿਲ
गुलमेंहदी,ਬਾਲਸਮ
बांस,ਬਾਂਸ
केला,ਕੇਲਾ
बरगद,ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ
जौ,ਜੌ
सावां,ਬਾਰਨੀਅਰ ਬਾਜਰੇ
तुलसी,ਤੁਲਸੀ
रुद्राक्ष,ਬਾਸਟਰਡ ਸੀਡਰ
बहेड़ा,ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ
कचनार,Bauhinia
कैफल,ਬੇ ਬੇਰੀ
सेम,ਬੀਨ
चुकंदर,ਚੁਕੰਦਰ
बेलाडोना,ਬੇਲਾਡੋਨਾ
बेर,ਬੇਰ
बरसीम,ਸੋਰਸਮ
पान,ਸੁਪਾਰੀ
बिलिंबी,ਬਿਲੀਮਬੀ
करेला,ਕੌੜਾ ਬੈਰ
उड़द,ਕਾਲਾ ਗ੍ਰਾਮ
मकोय,ਕਾਲੀ ਨਾਈਟਸੈਡ
बोगेनविलिया,ਬੌਗੇਨਵਿਲੇਸਾ
बोटल ब्रश,ਬੋਤਲ ਬੁਰਸ਼
लौकी,ਬੋਤਲ ਬਘਿਆੜ
"चीकदी, पापरी",ਬਾਕਸ ਲੜੀ
ब्रेड फ्रूट,ਬਰੈੱਡ ਫਲਾਂ
डेला,ਵਿਆਹ ਦੀ ਨਿੰਬੂ
बैंगन,ਬ੍ਰਿੰਜਲ
"बाकला, चौड़ी बीन",ਬ੍ਰੌਡ ਬੀਨ
ब्रोकोली,ਬ੍ਰੋ CC ਓਲਿ
ब्रुसेल्स स्प्राउट,ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ
कुटू,ਬੱਕਵੈਟ
"पलाश लता, किंशुक",ਬੁਟੀਆ
घूंस,ਬੈਂਡਿਕੋਟ
भालू,ਰਿੱਛ
भृंग,ਬੀਟਲ
फफोला भृंग,ਛਾਲੇ ਬੀਟਲ
नील गाय,ਨੀਲਾ ਬੁੱਲ
कपास की सूंड़ी,ਬੁਲ ਕੀੜਾ
तितली,ਬਟਰਫਲਾਈ
जीवाणु विज्ञानी,ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ
जैव रसायनविद्,ਬਾਇਓਕੈਮਿਸਟ
जीव विज्ञानी,ਜੀਵ ਵਿਗਿਆਨੀ
जैव प्रौद्योगिकीविद्,ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ
वनस्पतिविद्,ਬੋਟੈਨਿਸਟ
c नमी विशिष्टता वक्र,ਸੀ ਨਮੀ ਦੇ ਗੁਣ
खली,ਕੇਕ
"चूनेदार, कैल्सियमी",ਕੈਲਕਿਸ
कैल्सीयन,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
फॉस्फेट का निस्तापन,ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ
"किणता, कैलसता",ਕਲੇਸ਼
"कैलस, किण",ਕਾਲਸ
"बाह्यदल पुंज, कैलिक्स",ਕੈਲੀਕਸ
बाह्यदल अंत,ਕੈਲੀਕਸ-ਐਂਡ
एधा,ਕੈਮਬੀਅਮ
कैंकर (जीवाणु रोग),ਕੈਨਕਰ
डिब्बाबंदी,ਕੈਨਿੰਗ
वितान,ਕੈਨੋਪੀ
पूंजी,ਪੂੰਜੀ
परागण (अंजीर का),ਕੈਪਟੇਸ਼ਨ
"संपुट, संपुटिका, कैप्सूल",ਕੈਪਸੂਲ
कार्बोनीकृत,ਕਾਰਬੋਨੇਟਡ
कार्बनन,ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ
अंडप,ਕਾਰਪਲ
मणिबंध,ਕਾਰਪਸ
"ढलाई (लोहे की), क्षिप्ति (कीट)",ਕਾਸਟਿੰਗ
अपचय,ਕੈਟਾਬੋਲਿਜ਼ਮ
उत्प्रेरण,ਉਤਪ੍ਰੇਸਿਆ
"इल्ली, सूंडी",ਕੇਟਰਪਿਲਰ
C- डीएनए संग्रह,ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ
सीमा,ਛੱਤ
"कोशिका, कोष्ठिका",ਸੈੱਲ
केंद्रीय अग्रलेख प्रणाली,ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ
"सबिंदु, सकेंद्र",ਕੇਂਦਰਿਤ
अपकेंद्रण,ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ
अपकेंद्रित,ਸੈਂਟਰਿਫਿ ize ਜ
तारककेंद्र,ਸੈਂਟਰਿਓਲ
केंद्रजनिक,CentRogenic
केंद्रजा,ਸੈਂਟੀਗਨੌਜ਼
लूम,ਚੱਕਰ
"धान्य, सीरियल",ਅਨਾਜ
"प्रमाणीकरण, प्रमाणन",ਸਰਟੀਫਿਕੇਸ਼ਨ
प्रमाणित बीज,ਪ੍ਰਮਾਣਿਤ ਬੀਜ
"भूसा, कुट्टी, शल्क सहपत्र",ਤੂਫਾਨ
"निभाग, कैलाजा",ਚਮਜ਼ਾ
रसानुवर्तन,ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ
"काएज्मा, व्यत्यस्त",ਚਿਆਸਮਾ
द्रुतशीतन घंटे,ਚਿਲਿੰਗ ਘੰਟੇ
शीतज क्षति,ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ
"विचित्रोतकी, किमेरा",Chimera
हरित दली,ਚਲੋਟਰੈਠੀ
"पर्णहरित, हरितक",ਕਲੋਰੋਫਿਲ
हरिमाहीनता,ਕਲੋਰੋਸਿਸ
जीव वितरण विज्ञान,ਕਲੋਰੋਲੋਜੀ
"क्रोमैटिड, अर्धगुणसूत्र",Chrimindidd
क्रोमैटिन,ਕ੍ਰੋਮੈਟਿਨ
वर्णलेखन,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
क्रोमोटिनलयन,ਕ੍ਰੋਮੈਟੋਲਸਿਸ
परिसूत्र बिंदु,ਕ੍ਰੋਮੋਸੀਸਟਰ
वर्णजनन,ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ
"क्रोमोप्रोटीन, वर्णकप्रोटीन",ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ
"गुणसूत्र, क्रोमोसोम",ਕ੍ਰੋਮੋਸੋਮ
"चिरकाली, दीर्घकाली, जीर्ण, पुराना",ਦੀਰਘ
सिट्रेंज,ਸਾਇੰਗ
पर्णाभपर्व,ਕਲੇਡਡ
वर्गीकरण,ਵਰਗੀਕਰਣ
"मृत्तिका, चिकनी मिट्टी",ਮਿੱਟੀ
"निर्मलन, मार्जन, सफाई, शोधन",ਸਫਾਈ
"अनुन्मील्य परागण, स्वपरागण",ਕਲੇਰਿਸਟਾਗਮੀ
क्रांतिक श्वसनी फल,ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ
जलवायु,ਮੌਸਮ
जलवायु विज्ञान,ਜਲਵਾਯੂ
कतरनी,ਕਲੀਪਰ
ढेला (मिट्टी का),ਕਲੋਡ
"क्लोन, कृन्तक",ਕਲੋਨ
"मेघ, बादल",ਬੱਦਲ
"पुंज (क्लंप, संपुंजन)",ਕਲੰਪ
गुच्छ,ਕਲੱਸਟਰ
"स्थूल, मोटा, कच्चा, अपरिष्कृत",ਮੋਟੇ
"आवरण (बीज़), चर्मावरण",ਕੋਟ (ਬੀਜ)
कोया,ਕੋਕੂਨ
"कोएन्जाइम, सह-प्रकिण्व",ਸਿੱਕੇ
संसंजन,ਏਕਤਾ
"रेशा (जूट पटसन), नारियल जटा",ਕੋਇਰ
मूलांकुर चोल,ਕੋਲੀੋਰਿਹਿਜ਼ਾ
"स्तंभमूलसंधि, कॉलर, ग्रीवा",ਕਾਲਰ
कोलॉइड (मृदा),ਕੋਲੋਇਡ (ਮਿੱਟੀ)
"स्तंभिका, कॉलुमेला",ਕੋਲਮੂਲਾ
"दंड, स्तंभ, कॉलम",ਕਾਲਮ
सहभोजिता,ਰਿਮੈਂਸੀਵਾਦ
वाणिज्यिक बैंक,ਵਪਾਰਕ ਬੈਂਕ
"जिंस, पण्य वस्तु",ਕਮੋਡਿਟੀ
समुदाय,ਕਮਿ Community ਨਿਟੀ
"संहनन, (मृदा का)",ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ)
"सुसंगति, संगतता",ਅਨੁਕੂਲਤਾ
सुसंगतता,ਅਨੁਕੂਲਤਾ
"क्षतिपूर्ति, मुआवजा",ਮੁਆਵਜ਼ਾ
स्पर्धी अन्योन्यक्रिया,ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ
पूरक सस्य,ਪੂਰਕ ਫਸਲ
"सम्मिश्र, जटिल",ਗੁੰਝਲਦਾਰ
घटक,ਭਾਗ
संघटन,ਰਚਨਾ
कंपोस्ट,ਖਾਦ
चक्रवृद्धि ब्याज,ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ
अभिकलन,ਗਣਨਾ
"अभिकलित्र, कंप्यूटर",ਕੰਪਿ computer ਟਰ
"सांद्रण, संकेद्रण",ਧਿਆਨ ਟਿਕਾਉਣਾ
"अनुकूलक, पुनरुद्धारक",ਕੰਡੀਸ਼ਨਰ
चालकता,ਚਾਲ-ਚਲਣ
"विन्यास, संरूपण",ਕੌਨਫਿਗਰੇਸ਼ਨ
"अनुरूपता, समविन्यास, समरूपता",ਅਨੁਕੂਲਤਾ
"समाकुलन, संकरण",ਉਲਝਣ
संयुग्मन,ਸੰਜੋਗ
"योजी, संयोजी",ਕੁਨੈਕਟਿਵ
सरंक्षण,ਸੰਭਾਲ
चकबंदी,ਇਕਜੁੱਟ
"संघटक, अवयव",ਹਲਕੇ
उपभोक्ता,ਖਪਤਕਾਰ
उपभोग,ਖਪਤ
संदूषण,ਗੰਦਗੀ
समोच्च रोपण,ਕੋਟੌਰ ਲਾਉਣਾ
समोच्च रेखा,ਸਮਾਲ
"संविदा कृषि, ठेका कृषि, अनुबंधित खेती",ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ
नियंत्रित भंडारण,ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ
सहकारी बैंक,ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ
सहकारी संस्था सदस्य,ਸਹਿਕਾਰਤਾ
गुल्मवन,ਕਾੱਪੀਸ
घनकंद,ਕੋਰਮ
"दलपुंज, कोरोला",ਕੋਰੋਲਾ
"वल्कल, कॉर्टेक्स",ਕੋਰਟੇਕਸ
लागत,ਲਾਗਤ
बीजपत्र,ਕੋਟੀਲਡਨ (ਬੀਜ)
ऋण समिति,ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ
"उधार, साख",ਕ੍ਰੈਡਿਟ
"ऋणदाता, लेनदार",ਲੈਣਦਾਰ
"शिखा, शीर्ष, शिखर",ਕਰੈਸਟ
व्याकुंचन,Crinkle
संकट,ਸੰਕਟ
कसौटी,ਮਾਪਦੰਡ
"क्रांतिक, विकट, नाजुक",ਆਲੋਚਨਾਤਮਕ
फसल बीमा,ਫਸਲੀ ਬੀਮਾ
फसल ऋण,ਫਸਲ ਲੋਨ
"सस्य, फसल",ਫਸਲ
